"Date","Alcona","Alger","Allegan","Alpena","Antrim","Arenac","Baraga","Barry","Bay","Benzie","Berrien","Branch","Calhoun","Cass","Charlevoix","Cheboygan","Chippewa","Clare","Clinton","Crawford","Delta","Dickinson","Eaton","Emmet","Federal Correctional Institution (FCI)","Genesee","Gladwin","Gogebic","Grand Traverse","Gratiot","Hillsdale","Houghton","Huron","Ingham","Ionia","Iosco","Iron","Isabella","Jackson","Kalamazoo","Kalkaska","Kent","Keweenaw","Lake","Lapeer","Leelanau","Lenawee","Livingston","Luce","Mackinac","Macomb","Manistee","Marquette","Mason","Mecosta","Menominee","Michigan Department of Corrections (MDOC)","Midland","Missaukee","Monroe","Montcalm","Montmorency","Muskegon","Newaygo","Oakland","Oceana","Ogemaw","Ontonagon","Osceola","Oscoda","Otsego","Ottawa","Presque Isle","Roscommon","Saginaw","Sanilac","Schoolcraft","Shiawassee","St. Clair","St. Joseph","Tuscola","Van Buren","Washtenaw","Wayne","Wexford"
2020-06-12,20,1,280,113,14,38,1,91,381,5,816,161,481,114,20,26,3,24,188,63,21,7,256,26,163,2566,20,5,36,88,179,8,60,815,179,111,2,95,484,949,30,4420,1,7,226,12,195,520,3,8,7016,12,59,38,24,9,4154,145,23,562,80,5,733,125,11286,105,32,0,18,8,120,922,12,25,1147,43,4,264,513,171,208,200,1560,21660,15
2020-06-13,21,1,283,114,14,38,1,91,376,5,822,164,484,114,20,26,3,24,188,63,21,7,256,26,164,2573,20,5,36,91,179,8,60,824,179,112,2,96,486,952,30,4427,1,7,228,12,195,520,3,8,7035,12,59,38,25,9,4128,152,23,568,80,5,734,126,11298,107,32,0,21,8,120,927,12,25,1151,44,4,264,516,175,209,202,1567,21711,16
2020-06-14,21,1,286,114,14,38,1,91,377,5,825,235,486,115,20,26,3,25,190,63,21,7,257,26,164,2574,20,5,36,91,179,8,60,825,179,112,2,97,487,954,30,4461,1,7,229,12,196,520,3,8,7050,12,59,38,25,9,4130,152,23,569,80,5,740,127,11306,107,32,0,21,8,120,933,12,25,1157,44,4,265,518,177,210,206,1569,21749,16
2020-06-15,21,1,287,114,14,38,1,91,378,5,824,235,487,115,20,26,3,25,190,65,21,7,258,26,165,2583,20,5,37,91,182,8,61,822,180,112,3,97,487,955,30,4463,1,7,229,12,198,521,3,8,7060,12,59,39,25,9,4059,153,24,570,80,5,742,127,11313,112,32,0,22,8,120,936,12,25,1160,43,4,265,518,186,211,205,1571,21793,17
2020-06-16,21,1,288,114,14,38,1,91,376,5,827,237,492,116,22,26,4,25,190,65,21,7,258,26,166,2589,20,5,37,90,182,8,60,817,180,111,3,99,486,958,30,4471,1,7,230,12,201,526,3,8,7091,12,59,38,26,9,4058,152,24,571,81,5,742,128,11372,116,32,0,22,8,120,936,12,25,1168,43,4,265,518,193,216,207,1584,21805,17
2020-06-17,21,2,288,114,14,38,1,92,378,5,829,238,495,118,22,26,4,25,191,65,21,7,261,26,168,2596,20,5,36,91,182,8,60,818,182,111,3,99,487,969,30,4491,1,7,231,12,199,527,3,8,7102,12,59,38,26,9,4067,153,24,570,81,5,748,130,11384,119,32,0,22,8,120,936,12,25,1171,43,4,264,518,200,230,210,1592,21897,17
2020-06-18,21,2,291,115,14,38,1,93,379,5,843,239,501,119,22,26,3,25,193,65,21,7,263,28,168,2605,23,5,37,92,182,8,60,819,188,111,4,102,488,977,30,4526,1,7,242,12,199,530,3,8,7112,13,59,40,27,9,4072,153,24,571,81,5,759,131,11425,145,32,0,25,9,120,941,12,25,1174,43,4,266,518,204,246,212,1598,21941,18
2020-06-19,21,2,292,115,14,38,1,94,379,5,848,247,503,119,22,26,3,26,195,66,21,7,265,26,168,2619,23,6,38,92,183,8,60,831,188,111,4,106,488,984,30,4551,1,7,243,12,199,534,3,8,7123,14,61,40,27,9,4078,156,24,575,81,5,768,131,11485,163,32,0,25,9,120,951,12,26,1182,43,4,265,524,210,246,213,1604,21995,18
2020-06-20,21,2,297,115,16,38,1,93,378,5,852,250,503,121,22,26,3,26,199,66,21,7,267,26,168,2625,23,6,38,93,183,9,60,837,190,111,4,109,489,995,30,4575,1,7,244,12,198,535,3,8,7146,15,61,41,28,9,4085,158,24,576,83,5,775,134,11667,173,32,0,27,9,121,961,12,26,1189,43,4,265,525,215,246,215,1612,22085,18
2020-06-21,21,2,299,115,16,38,1,94,378,5,852,250,504,122,22,26,3,27,201,66,21,7,269,26,168,2631,23,6,38,93,183,9,63,845,190,111,4,112,489,996,30,4590,1,7,244,12,199,539,3,8,7152,15,62,41,29,9,4083,159,24,576,83,5,784,139,11685,176,32,0,27,9,121,965,12,26,1193,43,4,265,525,219,246,216,1615,22139,18
2020-06-22,21,2,301,116,16,38,1,95,379,5,852,250,506,124,22,26,3,27,201,66,21,7,271,26,169,2634,26,6,39,93,183,11,63,859,192,111,4,113,488,996,30,4603,1,7,266,12,199,541,3,8,7165,15,63,41,29,9,4084,159,24,581,83,5,786,142,11740,186,32,0,26,9,121,971,12,26,1202,43,4,265,527,228,248,217,1622,22180,18
2020-06-23,21,2,301,116,16,38,1,95,379,5,854,250,507,126,22,26,3,27,204,66,21,7,274,26,170,2640,26,6,40,93,184,11,63,867,191,111,4,116,489,1002,30,4628,1,7,268,12,198,546,3,8,7175,15,63,42,28,9,4097,160,24,580,83,5,790,145,11791,199,32,0,26,10,121,972,12,26,1214,43,4,265,528,232,229,217,1628,22245,18
2020-06-24,21,2,303,116,16,38,1,96,381,6,855,254,514,126,22,26,3,27,205,68,21,7,287,28,170,2668,26,6,39,93,187,11,64,896,191,111,4,120,489,1017,30,4666,1,7,274,12,200,548,3,8,7191,16,63,43,28,11,4098,160,24,583,83,5,793,151,11805,210,32,0,25,12,122,977,12,26,1224,43,4,265,532,242,229,221,1633,22324,18
2020-06-25,21,2,301,117,18,38,1,95,383,6,859,254,517,131,26,27,3,27,207,68,22,7,297,27,178,2669,26,6,39,92,192,11,64,916,193,111,5,120,489,1042,31,4717,1,7,276,20,205,550,3,8,7225,16,63,43,29,14,4099,161,24,591,83,5,796,162,11826,222,32,0,25,14,122,983,12,26,1247,44,4,268,535,255,229,224,1639,22453,19
2020-06-26,21,2,302,117,18,38,4,95,385,7,860,254,523,134,26,27,3,27,214,68,21,7,306,27,179,2682,26,6,39,92,191,11,64,954,192,111,5,121,492,1048,32,4777,1,7,278,20,207,552,3,8,7252,16,64,43,29,14,4100,160,26,597,85,5,806,163,11843,235,32,0,26,15,122,1000,12,26,1254,44,4,268,543,262,233,224,1649,22479,20
2020-06-27,21,3,303,117,18,38,4,96,386,7,865,255,523,134,26,28,3,27,215,68,21,7,311,27,181,2683,26,7,42,92,192,11,65,980,193,111,5,121,494,1055,32,4816,1,7,288,16,209,561,3,8,7271,16,64,45,29,15,4101,160,28,602,86,5,806,163,11886,249,32,0,26,14,122,1008,12,26,1260,44,4,269,547,276,233,224,1661,22579,21
2020-06-28,21,3,306,118,18,39,4,97,386,7,870,257,526,136,26,27,5,27,217,68,21,7,314,27,181,2690,26,7,44,92,193,11,65,992,193,112,5,122,494,1063,32,4849,1,7,288,16,210,566,3,8,7297,16,64,45,29,16,4104,164,28,603,86,5,807,163,11916,263,32,0,27,16,122,1012,12,26,1268,44,4,269,549,289,233,225,1670,22621,21
2020-06-29,21,3,308,119,18,38,5,98,387,9,879,257,532,139,26,27,5,27,220,71,21,7,319,27,181,2715,26,7,47,92,194,11,65,1002,194,113,5,122,497,1069,32,4862,1,7,291,16,214,568,3,8,7317,16,64,46,29,16,4106,164,29,606,87,5,811,165,11942,280,33,0,29,16,122,1013,12,26,1275,46,4,272,552,307,234,226,1683,22662,21
2020-06-30,22,3,312,120,18,38,5,102,392,12,882,257,536,145,27,27,10,28,223,70,23,7,327,27,183,2734,27,7,48,92,194,11,65,1019,195,113,5,123,505,1084,33,4900,1,8,292,17,220,572,3,9,7359,19,64,51,29,16,4107,166,29,617,88,5,815,167,12017,287,33,0,29,18,122,1036,12,26,1286,47,4,273,558,320,232,225,1699,22767,25
2020-07-01,21,4,317,122,19,39,5,103,392,10,899,257,539,149,27,27,11,28,226,70,24,7,331,29,183,2743,27,7,49,92,194,12,66,1042,195,114,5,127,513,1089,34,4945,1,8,295,19,221,579,3,9,7428,19,65,53,29,16,4110,169,29,618,91,5,821,169,12051,292,33,0,29,20,122,1046,13,28,1292,49,4,273,561,327,232,230,1712,22855,28
2020-07-02,22,4,325,122,20,38,5,106,396,10,901,257,550,152,27,27,11,29,236,70,26,7,320,29,184,2766,27,7,52,92,197,14,66,1054,196,116,6,128,517,1093,34,5064,1,9,300,19,227,584,3,9,7469,19,70,57,29,16,4114,169,29,619,96,5,827,176,12108,307,34,0,30,21,122,1064,13,28,1301,51,4,276,572,336,232,231,1730,22991,29
2020-07-03,22,4,328,123,21,38,5,108,401,10,906,260,557,156,28,27,12,30,241,70,27,9,328,29,184,2789,27,7,53,93,197,16,66,1070,199,118,6,129,520,1103,35,5159,1,9,301,19,234,584,3,9,7502,21,71,58,30,21,4117,171,29,626,98,5,842,177,12160,320,35,0,30,21,123,1083,13,28,1313,50,5,276,578,339,233,232,1745,23054,30
2020-07-04,22,4,331,123,22,38,5,111,403,10,918,260,558,160,28,27,12,31,247,70,27,10,335,30,184,2797,27,7,56,93,199,18,66,1085,203,118,6,131,523,1108,36,5220,1,10,304,24,236,588,3,9,7521,23,71,61,31,21,4118,171,30,629,102,5,850,179,12208,342,37,1,33,21,123,1105,13,28,1315,50,5,277,583,340,233,234,1748,23123,38
2020-07-05,22,4,333,123,23,38,5,115,404,10,927,260,559,164,28,27,13,31,250,70,27,10,336,35,185,2816,27,7,64,94,199,19,66,1092,203,118,6,135,523,1110,39,5266,1,12,304,26,238,594,3,9,7541,25,73,61,32,22,4118,172,33,633,108,5,858,180,12233,345,38,1,35,21,123,1128,13,28,1328,50,6,278,587,349,233,235,1759,23182,44
2020-07-06,22,4,338,123,23,38,5,119,405,11,927,260,562,164,30,28,13,31,253,70,27,14,338,31,186,2829,27,10,65,95,201,20,66,1095,206,118,6,136,528,1112,41,5302,1,12,308,27,238,595,3,9,7580,25,76,65,32,24,4118,172,34,641,109,5,861,182,12254,347,39,1,39,21,124,1135,13,28,1337,51,6,278,586,352,235,235,1768,23259,46
2020-07-07,22,4,346,123,23,38,5,120,407,11,939,260,576,172,30,28,14,30,263,81,27,15,347,32,186,2837,27,11,70,96,202,20,68,1114,205,118,6,135,528,1131,41,5380,1,12,308,27,239,600,3,9,7625,25,83,66,32,25,4118,172,33,647,111,5,867,182,12320,354,42,1,41,21,124,1156,14,29,1342,54,6,278,593,358,238,246,1790,23435,47
2020-07-08,22,4,353,123,24,38,5,121,410,11,954,265,583,177,30,27,14,32,271,81,27,16,348,33,186,2860,28,11,70,100,203,21,69,1129,205,118,6,139,532,1156,41,5456,1,11,309,30,252,601,3,9,7651,25,84,70,32,29,4118,173,34,653,118,5,877,184,12408,365,44,1,42,22,124,1181,13,29,1355,55,7,280,596,361,241,256,1817,23597,51
2020-07-09,24,4,358,123,24,38,5,123,415,11,967,266,594,179,30,27,16,32,279,81,30,16,348,35,186,2870,27,11,78,105,206,27,73,1142,205,120,6,146,535,1172,41,5575,1,12,313,32,258,607,3,9,7690,25,85,72,34,32,4116,178,34,656,120,5,881,189,12488,372,45,1,44,22,124,1204,13,29,1361,55,7,283,599,368,243,257,1849,23701,52
2020-07-10,24,4,362,123,24,38,5,130,418,11,983,266,598,182,31,27,18,32,282,82,30,18,349,36,186,2882,27,11,83,105,205,27,73,1153,207,121,6,152,540,1194,41,5675,1,12,315,35,263,609,3,9,7739,26,86,72,34,39,4111,182,36,655,122,6,907,190,12568,381,46,1,45,22,124,1236,13,30,1372,56,7,283,605,376,242,263,1879,23811,53
2020-07-11,24,4,371,123,24,38,5,131,427,14,1000,267,607,186,31,28,18,32,290,82,30,17,357,39,186,2891,27,12,91,105,205,27,76,1163,208,121,7,158,547,1216,42,5785,1,12,318,40,275,612,3,9,7784,28,87,74,37,41,4111,182,36,659,125,7,914,194,12642,397,46,1,45,23,125,1274,13,31,1392,57,7,284,606,381,246,270,1909,23898,53
2020-07-12,24,4,373,123,25,38,5,134,431,14,1006,269,608,187,32,30,18,32,291,86,32,17,356,39,187,2910,27,12,90,105,205,27,77,1174,209,122,7,159,551,1234,42,5851,1,12,321,42,278,615,3,9,7830,29,88,76,39,43,4111,183,36,661,125,7,927,197,12700,404,46,1,46,23,125,1294,13,33,1401,57,7,285,608,382,247,273,1914,23996,53
2020-07-13,24,4,378,123,27,38,5,139,435,15,1019,269,615,193,32,27,20,32,294,84,34,17,358,40,187,2916,28,14,90,107,208,27,78,1187,211,122,8,161,555,1237,42,5885,1,12,325,42,283,618,3,9,7877,29,90,76,40,45,4111,184,36,671,127,7,937,201,12752,406,46,1,49,23,125,1302,16,34,1418,57,7,284,612,388,244,273,1938,24076,54
2020-07-14,24,4,388,123,27,38,6,140,438,16,1026,278,622,197,32,29,21,34,296,84,34,21,358,40,187,2931,28,16,99,107,211,30,80,1207,218,122,8,163,558,1252,42,5982,2,14,331,46,285,619,3,9,7922,29,96,79,40,49,4115,192,37,673,128,7,944,200,12814,407,46,1,52,23,125,1333,15,34,1432,57,7,285,615,406,243,279,1955,24270,53
2020-07-15,25,5,400,123,27,38,5,140,442,16,1043,286,630,208,42,29,23,35,305,84,37,21,360,42,187,2986,29,18,104,107,212,31,86,1210,221,122,8,174,560,1268,43,6061,2,13,333,47,291,629,3,9,8037,30,98,80,42,51,4115,202,37,693,129,7,958,204,13022,414,46,1,52,23,126,1366,14,38,1457,59,7,285,622,414,244,286,1993,24525,55
2020-07-16,24,4,404,124,27,38,5,145,455,17,1053,289,636,210,39,29,23,35,314,84,42,27,363,46,187,3005,29,21,114,110,215,32,93,1242,227,122,8,180,565,1277,42,6124,2,13,334,49,291,641,3,9,8138,28,100,79,42,53,4119,217,37,706,135,8,979,205,13171,417,46,1,57,23,127,1384,14,41,1485,60,7,288,623,417,247,287,2030,24760,53
2020-07-17,25,4,408,125,28,38,5,146,462,20,1078,291,642,215,40,30,23,37,319,86,43,27,369,45,187,3028,29,21,118,114,217,33,88,1257,231,122,8,178,567,1299,44,6210,2,13,335,49,299,656,3,9,8211,28,102,81,42,54,4120,222,37,719,144,8,998,210,13260,422,48,1,60,23,127,1402,14,43,1511,70,7,289,636,423,247,290,2084,24915,53
2020-07-18,26,4,415,125,28,39,5,149,468,21,1098,293,651,215,40,30,24,38,325,86,46,29,374,45,187,3069,29,29,123,115,216,33,93,1265,232,122,9,182,574,1316,45,6270,2,13,339,50,308,664,3,9,8271,28,102,81,46,54,4121,225,38,728,147,7,1016,218,13329,432,48,1,61,23,127,1426,14,43,1552,73,7,292,639,436,248,296,2143,25051,53
2020-07-19,25,4,424,125,29,39,5,153,478,22,1114,293,652,217,40,30,24,38,326,86,47,33,375,45,187,3087,30,36,123,115,217,33,96,1287,233,122,9,183,580,1327,45,6335,2,13,339,54,312,669,3,9,8353,29,105,82,46,55,4122,225,39,740,151,7,1030,219,13398,436,47,1,61,23,127,1460,14,44,1563,75,7,295,645,442,251,301,2103,25136,53
2020-07-20,26,4,435,125,29,39,5,155,480,22,1130,295,665,229,40,30,25,39,331,86,50,33,381,46,188,3116,30,37,130,119,218,33,100,1286,235,123,10,184,582,1348,45,6357,2,14,341,56,321,671,3,10,8418,30,106,89,45,56,4123,230,40,743,155,7,1036,226,13442,437,47,1,62,23,127,1478,14,44,1584,81,7,296,651,450,251,311,2120,25227,53
