"Date","Adams","Alexander","Bond","Boone","Brown","Bureau","Calhoun","Carroll","Cass","Champaign","Christian","Clark","Clay","Clinton","Coles","Cook","Crawford","Cumberland","De Witt","DeKalb","Douglas","DuPage","Edgar","Edwards","Effingham","Fayette","Ford","Franklin","Fulton","Gallatin","Greene","Grundy","Hamilton","Hancock","Hardin","Henderson","Henry","Iroquois","Jackson","Jasper","Jefferson","Jersey","Jo Daviess","Johnson","Kane","Kankakee","Kendall","Knox","Lake","LaSalle","Lawrence","Lee","Livingston","Logan","Macon","Macoupin","Madison","Marion","Marshall","Mason","Massac","McDonough","McHenry","McLean","Menard","Mercer","Monroe","Montgomery","Morgan","Moultrie","Ogle","Peoria","Perry","Piatt","Pike","Pope","Pulaski","Putnam","Randolph","Richland","Rock Island","Saline","Sangamon","Schuyler","Scott","Shelby","St. Clair","Stark","Stephenson","Tazewell","Union","Vermilion","Wabash","Warren","Washington","Wayne","White","Whiteside","Will","Williamson","Winnebago","Woodford"
2020-06-27,77,22,13,572,10,24,1,21,127,837,43,14,2,231,158,89407,18,11,4,537,47,8919,9,2,11,23,30,13,15,2,9,160,4,18,1,8,79,156,329,46,106,35,40,20,7604,1266,946,124,9608,205,7,97,42,13,227,51,903,65,8,22,10,100,1991,256,24,20,123,41,126,17,247,468,49,19,2,1,74,1,279,4,882,9,408,13,0,16,1759,3,268,117,183,58,22,133,19,12,4,183,6577,106,2992,33
2020-06-28,83,22,13,577,10,25,1,21,127,847,43,15,2,233,161,89755,18,11,4,541,48,8951,9,2,11,23,30,13,15,2,9,160,4,18,1,8,83,156,329,46,106,35,42,20,7626,1268,950,124,9644,205,7,97,43,13,227,51,917,65,8,22,11,100,1999,257,24,19,123,41,126,17,252,475,49,19,2,1,74,1,279,4,899,9,411,13,0,18,1801,3,268,120,184,65,22,135,19,12,4,183,6608,113,3004,33
2020-06-29,88,22,13,579,10,25,1,21,129,854,43,15,2,236,161,90122,18,11,4,542,50,8993,10,2,11,23,31,14,15,2,9,160,4,18,1,8,86,157,329,46,107,35,42,20,7674,1269,955,125,9695,208,7,97,43,13,228,51,931,65,8,22,11,100,2010,257,24,19,126,42,127,17,256,487,50,19,2,1,74,1,281,4,912,9,419,13,0,18,1863,3,268,122,184,66,22,135,19,13,4,183,6635,114,3014,33
2020-06-30,87,22,13,586,10,29,1,21,129,860,43,14,2,236,164,90536,18,11,6,550,52,9032,10,2,12,23,31,14,15,2,9,162,5,18,1,8,84,157,332,46,107,35,42,20,7703,1272,956,130,9719,216,7,97,43,14,232,51,932,65,8,22,11,100,2032,260,25,20,127,44,128,17,261,487,51,19,2,1,74,1,285,4,925,9,426,13,0,18,1874,3,270,127,188,65,22,136,19,14,4,186,6686,115,3030,33
2020-07-01,93,22,13,595,10,29,1,21,130,880,43,14,2,237,170,90911,18,12,6,558,52,9083,10,2,12,23,33,22,15,2,9,167,5,19,1,8,88,157,332,46,107,35,44,20,7733,1285,963,132,9752,219,7,97,45,15,231,52,947,66,8,22,13,101,2061,261,25,20,127,44,128,18,261,499,54,20,2,1,76,1,287,4,947,9,431,13,0,18,1906,3,274,137,191,66,22,138,20,14,5,191,6744,120,3046,33
2020-07-02,100,22,13,594,10,29,1,21,133,905,44,14,2,239,170,91381,18,12,6,563,53,9145,10,2,12,23,34,27,15,2,9,167,5,19,1,8,90,159,333,46,106,35,45,21,7764,1299,971,134,9811,220,7,98,47,15,232,53,966,66,9,22,14,101,2074,265,24,20,128,46,129,18,264,507,54,20,3,1,76,1,287,4,966,9,436,13,0,18,1927,3,275,141,193,69,22,139,20,14,5,190,6793,121,3054,34
2020-07-03,106,22,13,602,10,29,1,22,134,930,45,15,2,240,173,91774,18,12,9,567,54,9192,10,2,13,23,37,27,15,2,9,169,5,19,1,8,93,160,335,47,106,35,46,20,7796,1302,981,136,9864,224,7,98,50,16,232,54,991,68,9,22,15,102,2088,267,24,21,129,46,130,19,268,546,56,21,3,1,76,1,287,4,996,9,440,13,1,19,1965,4,275,146,193,77,22,143,21,14,6,192,6839,122,3067,34
2020-07-04,113,22,16,608,10,30,1,22,136,939,45,15,2,241,172,92240,18,16,11,572,54,9267,10,2,17,23,37,28,15,2,9,171,5,19,1,8,95,161,336,47,106,35,45,20,7819,1304,989,137,9919,225,7,101,52,17,234,55,1007,69,10,22,15,102,2103,273,24,23,129,48,130,19,269,551,56,20,3,1,76,1,288,4,1018,9,446,13,1,19,1988,4,276,149,194,77,22,143,21,14,6,193,6883,126,3084,35
2020-07-05,122,22,16,608,10,30,1,21,136,948,45,15,2,242,172,92532,18,16,12,578,54,9311,10,2,18,23,38,29,16,2,9,173,6,19,1,8,96,162,339,47,107,35,46,20,7856,1307,996,140,9954,226,7,101,52,18,235,58,1036,69,10,22,15,102,2115,277,24,23,130,48,130,19,271,556,57,20,3,1,79,1,288,4,1033,9,450,13,1,19,2017,4,276,150,195,78,23,143,21,14,8,195,6923,132,3091,35
2020-07-06,131,22,16,610,10,30,1,21,136,960,47,15,2,242,178,92781,18,17,12,582,54,9364,10,2,19,23,40,31,15,3,9,177,6,19,1,8,98,164,340,47,107,35,47,20,7877,1311,1000,147,10007,228,7,103,52,18,236,58,1042,70,11,23,15,102,2120,285,25,25,137,49,130,19,275,567,58,20,3,1,79,1,288,4,1061,9,455,13,1,19,2037,4,278,152,196,79,23,145,21,14,8,196,6957,133,3109,36
2020-07-07,134,22,17,617,10,31,1,21,136,973,47,15,2,243,179,93053,18,17,12,587,54,9392,11,2,19,23,40,34,15,4,8,176,6,19,1,8,98,167,340,47,107,36,47,20,7909,1312,1006,149,10039,233,8,104,53,18,238,60,1054,70,12,23,15,102,2141,289,26,25,137,56,132,19,278,574,58,20,4,1,80,1,288,7,1073,10,462,13,1,19,2054,6,280,154,195,79,23,147,24,15,8,200,6996,133,3118,37
2020-07-08,139,22,17,623,10,31,1,21,136,992,47,18,2,244,184,93496,18,24,16,595,54,9454,16,2,19,24,41,36,16,4,8,185,6,19,1,8,103,168,343,47,111,37,49,21,7949,1335,1011,149,10104,237,8,104,53,18,241,61,1077,73,12,23,15,104,2179,292,26,25,141,59,132,19,279,583,59,20,5,1,79,1,291,7,1094,10,473,13,1,19,2089,6,280,158,195,82,23,147,25,15,9,199,7061,134,3131,39
2020-07-09,142,22,19,629,10,31,1,21,136,1010,48,21,2,244,188,94005,18,24,16,602,55,9502,16,2,20,23,42,40,16,4,8,187,7,19,1,8,103,170,345,47,113,38,49,23,7971,1344,1024,152,10175,239,8,104,54,18,242,62,1095,77,12,23,15,103,2208,301,28,28,147,64,132,19,283,609,60,21,5,1,79,1,292,8,1107,11,493,13,1,20,2128,6,282,164,196,85,23,147,25,15,8,203,7120,139,3143,41
2020-07-10,151,22,19,630,10,35,1,21,137,1018,49,36,2,245,190,94605,19,30,16,619,55,9571,17,3,27,23,42,40,16,5,8,188,7,20,2,8,106,172,347,47,115,40,52,24,8028,1401,1032,157,10253,246,9,105,54,18,243,66,1133,77,12,24,15,104,2229,308,31,28,150,69,132,20,286,628,61,21,6,1,81,1,299,8,1142,16,509,13,1,20,2202,7,282,167,202,86,23,147,25,16,9,208,7171,145,3161,44
2020-07-11,167,24,20,635,10,37,1,20,138,1038,50,40,5,247,190,95138,20,29,18,637,61,9641,19,5,30,24,42,45,16,6,8,193,7,20,2,8,111,175,351,47,114,40,54,27,8078,1414,1048,168,10318,254,12,105,54,20,250,67,1167,77,12,24,16,106,2248,315,31,29,155,73,134,24,296,644,61,21,6,1,84,1,310,9,1169,16,519,13,1,20,2265,6,283,172,205,89,23,149,25,18,10,209,7223,155,3156,46
2020-07-12,169,25,22,637,10,37,1,21,140,1040,51,41,5,246,191,95557,20,29,18,642,61,9719,19,5,31,24,42,46,16,6,9,194,7,21,1,8,116,175,356,47,114,43,55,26,8107,1431,1063,170,10378,259,12,107,55,21,253,69,1198,77,12,24,16,108,2266,322,32,29,159,74,134,24,314,666,61,21,7,1,84,1,315,9,1194,17,531,13,1,20,2304,6,285,175,212,89,23,149,25,19,10,212,7278,161,3169,48
2020-07-13,189,25,22,639,10,38,2,21,140,1041,53,40,8,246,199,95884,20,30,18,650,61,9794,20,5,32,25,42,46,16,7,11,196,7,21,1,8,120,176,357,47,115,44,56,28,8137,1439,1071,171,10422,270,12,107,55,20,253,70,1258,79,12,25,16,107,2285,326,33,29,165,80,134,24,316,687,61,21,8,1,85,1,319,9,1217,17,547,13,1,21,2347,6,286,178,212,89,23,150,25,19,10,218,7340,162,3191,54
2020-07-14,204,25,22,640,10,43,2,21,140,1057,52,41,8,252,202,96186,20,30,18,657,61,9810,23,5,34,26,42,50,17,7,11,196,7,21,1,8,122,176,359,47,117,45,55,28,8151,1443,1068,175,10464,280,13,109,55,24,254,72,1285,79,13,28,16,108,2309,334,32,29,170,89,134,25,319,710,61,21,8,1,85,1,327,9,1232,17,553,14,1,21,2386,6,287,191,214,90,23,150,25,21,10,220,7382,164,3202,53
2020-07-15,208,26,21,641,10,44,2,21,140,1089,53,45,8,256,209,96662,20,31,18,665,62,9867,20,5,35,28,42,54,18,8,12,202,7,21,2,8,125,179,366,47,123,48,57,29,8218,1454,1086,176,10561,286,13,110,58,27,259,75,1310,81,13,29,17,110,2347,340,33,29,171,90,135,28,325,736,63,21,8,2,86,1,337,10,1252,20,587,14,1,23,2436,6,287,196,215,96,23,150,28,19,17,224,7436,173,3215,55
2020-07-16,223,27,23,645,10,47,2,21,141,1121,53,45,8,260,212,97214,21,31,18,684,66,9917,20,5,35,30,32,62,18,9,12,207,8,21,3,8,128,181,373,48,124,50,58,36,8262,1472,1095,179,10653,298,16,111,57,30,262,76,1368,81,13,31,20,111,2384,349,32,30,182,97,137,28,329,756,63,21,9,3,87,1,343,10,1269,28,603,14,1,24,2488,6,287,204,217,100,23,150,29,20,22,225,7476,181,3251,56
2020-07-17,232,29,24,646,10,48,2,22,145,1165,54,48,8,264,222,97790,21,31,19,690,71,10013,21,5,38,32,32,67,18,9,13,207,8,22,5,8,133,180,381,48,125,51,58,37,8291,1495,1104,181,10707,306,18,112,58,33,265,83,1413,87,14,32,20,112,2410,368,34,30,186,103,138,28,334,794,63,24,9,2,88,1,344,10,1299,33,622,14,1,27,2564,6,287,212,222,104,23,150,29,20,24,226,7542,186,3303,59
2020-07-18,244,30,24,647,10,50,2,24,146,1203,55,49,8,267,231,98292,23,36,20,691,74,10107,21,5,40,34,32,68,18,12,13,210,8,22,5,8,140,180,389,48,127,51,63,36,8345,1499,1116,187,10767,313,21,113,58,41,270,86,1457,88,15,34,20,112,2446,382,34,33,190,104,142,30,336,813,67,25,9,2,88,2,359,10,1321,40,642,14,1,27,2650,7,288,216,229,116,23,152,30,22,24,228,7592,196,3318,63
2020-07-19,252,32,26,649,11,53,2,23,152,1209,55,49,8,268,235,98670,24,36,20,699,76,10196,21,5,42,35,32,71,18,15,13,214,9,22,5,8,143,181,400,49,130,52,64,38,8361,1504,1125,190,10818,328,23,117,60,43,275,86,1478,89,15,36,19,115,2463,386,34,34,192,106,145,29,338,824,67,26,9,2,87,2,363,10,1344,45,656,14,1,29,2722,7,289,221,231,121,23,152,31,25,28,233,7652,201,3342,64
2020-07-20,285,32,25,656,11,53,2,23,156,1249,55,50,8,271,249,99052,26,36,21,710,80,10317,23,5,42,38,33,78,20,21,13,213,11,22,6,8,146,181,420,49,136,54,66,42,8406,1516,1126,193,10896,343,27,117,60,51,282,89,1534,93,15,36,22,118,2480,404,35,34,198,106,145,30,339,838,68,30,9,2,88,2,370,10,1344,56,671,14,1,29,2767,6,289,226,237,130,23,153,35,27,31,234,7687,213,3362,65
