"Date","Albany","Allegany","Bronx","Broome","Cattaraugus","Cayuga","Chautauqua","Chemung","Chenango","Clinton","Columbia","Cortland","Delaware","Dutchess","Erie","Essex","Franklin","Fulton","Genesee","Greene","Hamilton","Herkimer","Jefferson","Kings","Lewis","Livingston","Madison","Monroe","Montgomery","Nassau","New York","Niagara","Oneida","Onondaga","Ontario","Orange","Orleans","Oswego","Otsego","Putnam","Queens","Rensselaer","Richmond","Rockland","Saratoga","Schenectady","Schoharie","Schuyler","Seneca","St. Lawrence","Steuben","Suffolk","Sullivan","Tioga","Tompkins","Ulster","Warren","Washington","Wayne","Westchester","Wyoming","Yates"
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,83,0,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,98,0,0
2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,25,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,98,0,0
2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,55,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,6,0,0,0,2,0,0,0,121,0,0
2020-03-12,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,41,95,0,0,0,0,2,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,20,0,0,0,4,0,0,0,148,0,0
2020-03-13,2,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,51,154,0,0,0,0,3,0,0,0,0,0,0,0,9,3,1,0,0,0,0,0,28,0,0,0,5,0,0,0,158,0,0
2020-03-14,7,0,0,1,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,68,269,0,0,0,0,6,0,0,0,0,0,0,0,10,3,1,0,0,0,0,0,33,0,1,1,5,0,0,0,172,0,0
2020-03-15,7,0,0,1,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,79,269,0,0,0,0,6,0,0,0,0,0,0,0,12,3,1,0,0,0,0,0,41,0,1,1,5,0,0,0,178,0,0
2020-03-16,15,2,0,1,0,0,0,0,0,0,0,0,1,10,7,0,0,0,0,2,0,1,0,0,0,0,0,11,1,109,463,0,0,1,1,11,0,0,0,2,0,0,0,16,5,4,0,0,0,0,0,74,0,1,2,7,0,0,0,220,0,0
2020-03-17,25,2,0,1,0,0,0,0,0,1,0,0,1,16,11,1,0,0,0,2,0,1,0,0,0,0,0,14,1,140,814,0,1,2,1,15,0,0,0,2,0,1,0,22,9,5,0,0,0,0,0,97,1,1,2,8,0,0,0,380,1,0
2020-03-18,36,2,0,1,0,0,0,0,1,1,0,0,1,20,20,1,0,0,1,2,1,1,0,0,0,0,0,19,2,278,1871,0,2,6,1,32,0,0,0,2,0,4,0,31,14,14,0,0,0,0,0,116,1,1,6,9,1,1,0,538,1,0
2020-03-19,43,2,0,1,0,0,0,0,1,1,0,0,1,31,28,1,0,0,1,2,1,1,0,0,0,0,0,30,2,372,3954,4,2,7,1,51,0,0,0,5,0,4,0,53,14,14,1,0,0,0,0,239,1,1,6,9,1,1,0,798,2,0
2020-03-20,70,2,0,1,0,0,0,0,1,3,3,0,1,36,47,1,0,0,1,2,1,1,0,0,0,0,0,36,2,754,5151,4,2,13,1,84,0,0,0,12,0,8,0,101,21,14,2,0,0,0,2,459,1,1,11,9,1,1,1,1091,2,0
2020-03-21,88,2,0,2,0,0,0,0,2,4,7,0,1,49,50,2,0,1,1,2,2,3,1,0,0,2,0,46,3,1234,7530,9,4,34,4,163,0,0,0,31,0,20,0,262,35,32,1,0,0,0,2,662,12,1,11,18,1,1,3,1387,2,0
2020-03-22,123,2,0,3,0,0,0,0,2,4,17,2,1,82,56,3,0,1,1,2,2,3,1,0,0,2,0,68,3,1900,9654,9,4,45,4,247,0,0,0,31,0,20,0,455,35,32,1,0,0,0,2,1034,12,1,15,18,1,1,3,1873,2,0
2020-03-23,127,2,0,3,0,0,0,2,2,4,17,2,1,100,87,3,0,1,1,2,2,3,1,0,0,2,1,81,3,2442,12305,9,5,53,4,389,0,2,1,31,0,20,0,592,35,32,1,0,0,0,4,1458,12,1,15,18,1,1,3,2894,2,0
2020-03-24,146,2,0,9,0,2,2,3,3,6,18,2,3,124,114,3,0,1,1,4,2,4,2,0,0,3,4,106,3,2869,14904,10,10,60,6,498,0,2,1,82,0,33,0,671,53,44,1,0,0,1,8,1880,23,1,16,35,2,3,6,3891,4,0
2020-03-25,152,2,0,11,0,2,2,3,3,10,19,3,5,153,122,4,1,1,2,4,2,5,2,0,0,3,7,118,4,3285,17856,12,10,81,9,638,0,2,2,84,0,33,0,968,64,55,2,0,0,1,8,2260,39,1,18,65,2,4,7,4691,4,0
2020-03-26,171,2,0,16,0,2,2,7,3,11,24,3,7,190,206,5,1,1,4,5,2,7,4,0,0,3,9,148,5,3914,21873,14,13,111,11,751,2,4,3,94,0,44,0,1197,73,62,2,0,0,4,11,2735,53,2,23,78,2,4,8,5944,7,0
2020-03-27,187,2,0,18,0,2,2,11,4,11,27,4,8,225,245,5,2,1,6,6,2,9,4,0,0,3,17,166,5,4657,25573,23,13,123,14,910,3,4,5,111,0,44,0,1457,82,66,3,0,0,4,12,3385,64,2,32,98,8,6,11,7187,7,0
2020-03-28,195,2,0,23,1,2,5,12,8,12,30,7,8,262,318,5,5,1,7,7,2,9,6,0,0,10,28,202,6,5537,29776,33,23,146,16,1101,3,9,7,131,0,51,0,1896,96,72,5,1,0,8,13,4138,72,6,48,133,13,9,12,7875,7,0
2020-03-29,205,6,0,29,4,2,7,15,15,13,30,8,8,320,414,5,6,1,9,7,2,10,7,0,0,10,29,219,6,6445,33768,38,26,194,18,1247,3,10,10,144,0,51,0,2209,102,76,5,1,0,12,17,5023,88,6,56,146,18,9,12,8519,8,0
2020-03-30,217,7,0,35,6,3,7,15,17,17,36,10,11,392,443,5,6,1,9,10,2,12,11,0,0,13,42,246,6,7344,37453,41,34,228,20,1435,4,15,17,167,0,52,0,2511,108,80,6,2,0,13,19,5791,101,7,70,190,18,9,15,9326,8,0
2020-03-31,226,9,0,38,6,4,7,20,19,21,36,10,16,484,499,5,6,1,11,10,2,12,11,0,2,15,49,257,6,8544,43119,41,34,249,20,1556,5,15,17,167,0,54,0,2863,108,85,6,2,0,23,19,6713,106,8,73,207,18,9,15,9967,8,0
2020-04-01,240,10,0,42,7,4,8,22,26,25,41,10,20,547,582,6,9,2,13,18,2,12,12,0,2,18,62,349,7,9554,47439,46,50,277,24,1756,6,20,19,207,0,55,0,3321,122,93,9,2,2,34,38,7605,121,8,76,222,18,11,24,10683,10,0
2020-04-02,253,12,0,46,8,4,8,22,28,25,45,11,22,667,617,7,9,6,16,21,2,14,15,0,2,18,68,420,8,10587,51809,91,61,301,26,1993,6,23,21,216,0,60,0,3751,132,101,9,3,4,39,43,8746,143,8,80,240,18,12,27,11567,14,1
2020-04-03,267,14,0,56,9,6,9,35,32,30,51,14,24,809,734,7,10,6,17,23,2,14,18,0,2,18,77,464,10,12024,57159,94,71,322,28,2397,6,28,21,252,0,67,0,4289,141,110,11,3,6,43,46,10154,168,8,87,263,19,15,30,12351,15,1
2020-04-04,293,16,0,65,9,7,10,36,39,31,57,14,26,938,808,7,10,9,20,24,2,18,20,0,2,18,78,512,13,13346,63306,101,80,349,31,2741,10,28,26,283,0,67,0,4872,141,117,11,4,6,52,60,11370,193,8,93,290,20,16,30,13081,18,1
2020-04-05,305,16,0,71,10,8,18,38,43,33,69,14,27,1077,1059,9,10,9,22,24,2,22,26,0,3,24,89,548,15,14398,67551,116,95,364,32,3187,11,32,29,314,0,74,0,5326,150,128,11,4,9,61,73,13129,193,8,95,358,25,18,32,13723,22,1
2020-04-06,319,17,0,76,12,11,18,47,46,36,70,14,29,1189,1148,9,10,11,23,24,2,25,33,0,6,24,92,574,15,15616,72181,120,100,377,32,3533,13,34,29,345,0,74,0,5703,153,138,11,4,9,61,75,14185,253,8,102,382,26,19,34,14294,23,1
2020-04-07,333,17,0,86,13,14,18,49,51,37,72,16,36,1249,1234,9,10,13,33,24,2,27,39,0,6,24,92,596,18,16610,76876,126,118,397,33,3829,15,34,34,402,0,88,0,5990,155,145,12,4,10,61,75,15561,270,8,103,398,31,19,35,14294,23,1
2020-04-08,342,21,0,93,15,14,18,55,53,39,76,16,37,1395,1335,9,10,14,47,25,2,29,40,0,6,29,92,651,18,18548,81803,155,125,422,39,4075,16,34,38,427,0,88,0,6413,162,149,12,4,12,78,87,17008,296,15,105,462,33,20,39,15887,27,1
2020-04-09,379,22,0,105,17,16,22,59,55,40,83,16,37,1493,1432,8,11,15,56,31,3,32,42,0,6,29,102,698,28,20140,87028,155,158,422,43,4309,22,36,39,456,0,102,0,6665,172,167,12,4,15,82,92,18803,296,17,107,462,40,25,39,17004,29,1
2020-04-10,426,26,0,112,18,27,22,59,60,43,84,17,39,1598,1498,10,11,18,65,34,3,36,43,0,6,29,102,742,29,21512,92384,156,172,456,51,4532,24,36,41,487,0,102,0,7122,182,191,12,5,15,82,117,20320,318,18,107,530,43,26,41,18077,30,2
2020-04-11,446,26,0,117,19,28,22,60,61,43,87,17,39,1744,1506,12,11,21,67,37,3,37,44,0,6,30,102,767,29,22584,98308,167,181,456,56,4847,24,37,43,494,0,102,0,7477,187,194,12,5,16,82,117,20321,340,19,108,589,44,31,42,18729,31,2
2020-04-12,478,26,0,126,28,31,23,60,63,43,87,21,39,1838,1571,12,12,21,70,44,3,37,46,0,6,34,105,798,29,23553,103208,194,195,494,57,5027,25,42,43,507,0,102,0,7721,196,199,12,5,16,88,147,20934,358,23,113,655,46,34,42,19313,31,2
2020-04-13,499,26,0,133,28,31,23,60,65,44,93,21,42,1881,1661,12,12,21,71,45,3,38,46,0,6,34,110,823,29,24358,106763,194,206,520,57,5598,26,42,43,507,0,113,0,7965,201,204,12,8,16,89,147,21643,380,23,113,716,48,37,42,19786,31,4
2020-04-14,535,28,0,146,32,33,23,64,68,45,93,22,45,1934,1730,12,13,22,76,66,3,39,47,0,7,34,110,850,32,25250,110465,216,229,537,61,5830,31,42,44,634,0,140,0,8335,224,235,20,8,18,92,147,22691,415,24,113,716,77,40,48,20191,32,6
2020-04-15,548,28,0,153,32,36,24,69,71,45,100,23,46,2048,1812,12,13,24,76,73,3,40,47,0,7,34,110,884,32,26715,118302,229,246,563,62,5830,33,42,44,634,0,140,0,8474,227,237,20,8,18,92,151,23523,424,25,118,745,77,42,48,20947,42,6
2020-04-16,581,28,0,167,32,36,24,70,73,46,100,24,47,2085,1951,12,13,25,78,74,3,43,48,0,8,34,110,932,32,27772,123146,229,249,579,65,6266,34,44,44,634,0,140,0,8752,231,245,20,8,18,93,154,24812,437,27,118,845,81,46,49,21828,42,7
2020-04-17,619,29,0,178,34,36,25,71,76,47,101,25,48,2142,2023,15,13,27,83,77,3,46,50,0,8,34,117,975,33,28539,127352,227,261,598,67,6514,34,45,44,732,0,150,0,8987,236,295,20,8,18,96,154,25035,505,30,119,880,91,48,49,22476,44,8
2020-04-18,648,30,0,186,34,36,25,72,77,48,105,25,49,2201,2023,16,13,27,87,82,3,47,50,0,8,37,117,1008,34,29180,131334,234,268,598,69,6514,41,45,47,732,0,164,0,9171,244,295,20,8,18,98,181,26143,524,32,119,880,94,52,49,23179,44,9
2020-04-19,682,30,0,192,34,36,25,73,78,49,107,25,49,2240,2192,18,13,27,117,85,3,49,54,0,8,39,117,1032,35,30013,134267,246,275,637,70,6514,46,47,48,778,0,186,0,9364,251,295,20,8,18,105,181,26888,537,35,119,960,96,63,50,23803,44,9
