"Date","Anderson","Bedford","Benton","Bledsoe","Blount","Bradley","Campbell","Cannon","Carroll","Carter","Cheatham","Chester","Claiborne","Clay","Cocke","Coffee","Crockett","Cumberland","Davidson","Decatur","DeKalb","Dickson","Dyer","Fayette","Fentress","Franklin","Gibson","Giles","Grainger","Greene","Grundy","Hamblen","Hamilton","Hancock","Hardeman","Hardin","Hawkins","Haywood","Henderson","Henry","Hickman","Houston","Humphreys","Jackson","Jefferson","Johnson","Knox","Lake","Lauderdale","Lawrence","Lewis","Lincoln","Loudon","Macon","Madison","Marion","Marshall","Maury","McMinn","McNairy","Meigs","Monroe","Montgomery","Moore","Morgan","Obion","Overton","Perry","Pickett","Polk","Putnam","Rhea","Roane","Robertson","Rutherford","Scott","Sequatchie","Sevier","Shelby","Smith","Stewart","Sullivan","Sumner","Tipton","Trousdale","Unicoi","Union","Van Buren","Warren","Washington","Wayne","Weakley","White","Williamson","Wilson"
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0
2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0
2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0
2020-03-14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0
2020-03-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0
2020-03-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0
2020-03-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0
2020-03-18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,24,0
2020-03-19,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,75,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,30,0
2020-03-20,1,0,0,0,1,1,1,0,1,0,2,0,0,0,0,0,0,2,101,0,0,1,1,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,1,11,0,0,0,0,0,0,2,0,0,0,35,1
2020-03-21,1,0,0,0,1,1,2,0,1,0,2,0,0,0,1,0,0,2,140,0,0,3,2,1,0,0,0,0,0,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,5,0,1,2,5,2,0,2,42,0,0,1,11,2,0,0,0,0,0,2,0,0,0,47,3
2020-03-22,1,0,0,0,1,2,2,0,2,0,4,1,0,0,1,0,0,2,167,0,0,4,2,3,0,1,1,0,0,2,0,2,8,0,0,0,0,0,0,0,0,1,0,0,2,0,5,0,0,0,0,0,1,0,0,1,0,2,1,0,0,3,3,0,0,0,0,1,0,0,6,0,1,3,8,2,0,1,66,0,0,1,22,5,0,0,0,0,0,2,0,0,0,48,2
2020-03-23,1,0,0,0,2,1,2,0,2,0,4,1,1,0,1,0,0,2,164,0,0,5,2,2,0,1,1,0,0,4,0,3,12,0,0,1,0,0,0,0,0,1,0,0,3,0,12,0,0,0,0,1,1,0,0,1,0,6,2,0,0,2,3,0,0,0,0,2,0,0,6,0,1,6,9,1,0,1,93,0,0,2,34,6,0,0,0,0,0,6,0,1,0,53,6
2020-03-24,1,0,0,0,3,2,2,0,3,0,5,1,1,0,1,0,0,3,253,0,0,5,2,2,0,1,2,0,0,5,1,2,8,0,0,1,0,0,0,0,0,1,0,0,4,0,15,0,0,0,0,1,2,0,1,1,0,6,2,0,0,2,6,0,0,0,1,1,0,0,8,0,1,12,13,1,0,2,135,0,0,2,34,6,0,0,0,0,0,7,0,0,0,64,7
2020-03-25,3,1,0,0,3,3,2,0,3,0,7,1,1,0,1,0,0,3,257,0,0,5,2,3,0,1,2,0,0,7,1,2,26,0,0,1,1,0,0,0,0,3,0,0,4,0,20,0,0,0,1,1,3,0,2,1,0,7,2,0,0,2,6,0,0,0,1,1,0,0,9,0,1,15,19,1,0,2,170,0,0,2,36,6,0,0,0,0,0,7,0,0,1,66,10
2020-03-26,3,1,1,0,4,5,2,1,3,0,7,2,2,0,1,0,0,6,293,0,0,7,3,3,0,2,2,0,0,8,1,2,30,0,0,1,1,0,0,0,0,3,0,0,4,0,26,0,0,0,2,1,6,1,2,2,0,7,3,0,1,2,6,0,0,0,1,1,0,0,11,0,1,20,27,1,0,3,198,0,0,4,43,8,0,0,0,0,0,9,0,0,1,70,13
2020-03-27,4,1,2,0,6,6,4,2,4,0,7,2,2,0,1,0,0,6,312,0,0,9,3,3,0,3,2,0,0,8,1,2,30,0,0,1,2,0,0,0,0,2,0,0,5,0,31,0,0,0,2,1,6,1,3,2,0,7,3,0,1,2,9,0,0,0,1,2,0,0,13,0,1,22,39,2,0,6,223,1,0,6,58,10,0,1,0,0,0,10,0,0,1,91,20
2020-03-28,5,1,3,2,9,5,4,3,4,1,7,2,2,0,1,0,0,6,376,1,3,11,3,4,0,3,2,0,0,8,2,2,35,0,1,1,2,0,0,0,0,2,0,0,5,0,33,0,0,0,2,1,6,2,3,4,0,8,3,0,1,3,11,0,1,0,2,2,0,0,17,0,1,23,46,2,0,6,275,1,0,6,82,11,1,1,1,0,0,14,0,1,1,95,20
2020-03-29,6,1,3,2,9,8,4,2,5,1,8,2,2,0,1,1,0,9,394,1,3,11,3,10,0,6,3,0,0,9,2,2,35,0,1,1,2,2,0,1,0,2,0,0,5,2,38,0,0,0,2,1,8,3,3,5,0,8,3,1,1,3,13,0,1,1,2,2,0,0,17,0,2,25,48,2,0,6,362,1,0,8,93,15,1,1,1,0,0,14,0,1,1,101,27
2020-03-30,6,1,3,2,9,8,4,3,5,1,8,2,2,0,1,1,0,9,443,1,3,11,3,10,0,6,3,1,0,9,2,2,35,0,1,1,2,2,0,1,0,2,0,0,5,2,57,0,0,0,2,1,8,3,3,5,0,8,3,1,1,3,13,0,1,1,2,2,0,0,17,0,2,25,48,2,0,6,396,1,0,8,179,15,1,1,1,0,0,14,0,1,1,101,27
2020-03-31,10,2,4,2,25,10,4,3,5,1,10,3,2,0,1,1,0,11,541,0,4,17,3,12,1,5,6,3,0,12,4,2,50,0,1,1,4,2,0,1,0,1,2,0,6,2,66,0,0,2,2,1,8,4,5,5,1,15,3,1,1,5,19,0,1,1,2,2,0,0,24,1,2,28,68,2,1,8,428,2,0,13,184,21,4,1,1,0,1,14,1,1,1,131,39
2020-04-01,10,4,4,2,28,14,4,3,5,1,11,3,2,1,1,1,0,14,673,0,5,18,3,14,1,7,6,3,3,15,6,3,50,0,4,2,5,2,0,1,1,1,2,0,6,2,78,0,1,2,2,2,8,4,7,8,1,17,3,1,1,5,27,0,1,2,2,2,0,0,31,1,2,35,86,3,1,9,496,3,0,17,201,22,5,1,1,0,1,21,1,1,2,148,45
2020-04-02,10,6,4,2,32,18,4,4,5,1,11,3,2,1,1,3,0,16,785,0,5,20,5,14,1,8,6,3,3,16,8,3,61,0,4,2,7,2,0,4,1,1,2,0,6,2,92,0,2,2,2,2,9,5,13,13,2,18,3,3,2,5,37,0,1,2,2,2,0,1,37,0,3,41,113,3,2,10,638,3,0,17,268,24,6,1,1,0,1,20,2,1,2,199,62
2020-04-03,10,6,4,2,33,21,4,4,6,3,11,5,2,1,1,3,0,22,685,0,5,21,5,17,1,12,7,3,3,16,11,3,67,0,5,2,8,2,0,4,1,1,3,3,6,2,98,0,2,3,2,4,12,7,17,14,4,20,3,3,2,5,41,0,2,2,2,2,0,2,50,0,3,51,127,3,2,13,640,3,0,18,283,28,7,1,1,0,1,20,2,1,2,221,71
2020-04-04,10,8,4,2,34,21,5,4,6,3,12,6,2,1,1,4,0,23,741,0,5,22,7,18,1,12,8,3,3,16,12,4,71,0,6,2,9,2,0,4,1,2,3,3,6,2,99,0,2,3,2,5,13,7,19,16,4,21,3,3,2,6,46,0,4,2,2,3,0,3,52,0,5,51,140,3,2,13,689,3,1,18,301,31,7,1,1,0,1,22,2,1,2,239,82
2020-04-05,10,8,4,3,36,21,5,6,7,3,13,6,2,1,1,5,0,26,801,0,7,23,9,20,2,12,11,3,3,17,12,4,74,0,6,2,10,3,1,4,2,2,3,3,6,2,115,0,2,3,2,5,13,9,19,16,6,21,3,3,2,6,51,0,4,2,3,3,0,3,52,0,5,59,147,3,2,14,736,3,2,21,321,33,8,1,1,0,1,23,2,5,2,258,93
2020-04-06,10,8,4,3,38,23,5,7,8,3,13,6,2,1,1,7,0,26,819,0,7,24,9,21,2,14,12,3,3,17,15,4,83,0,6,2,14,5,1,5,2,2,3,3,7,2,119,0,5,4,2,5,13,11,22,20,9,24,3,4,2,6,54,0,5,2,4,3,0,3,55,0,5,60,161,3,2,16,766,3,2,25,335,36,11,1,1,0,1,24,2,5,2,260,97
2020-04-07,11,10,4,3,41,25,6,7,8,3,13,7,2,1,2,7,0,32,888,0,7,27,10,21,2,14,13,3,3,18,16,4,95,0,6,2,16,6,2,6,2,2,4,3,10,2,143,0,5,6,2,6,15,12,43,21,9,26,3,5,2,6,65,0,5,3,4,3,0,3,57,0,5,65,178,4,2,18,835,3,2,26,361,38,14,1,1,0,2,27,2,5,2,278,113
2020-04-08,11,12,4,3,42,28,6,7,8,3,13,6,2,2,2,7,0,33,946,1,7,26,11,22,2,17,13,3,3,20,16,4,95,0,6,2,18,7,2,6,2,2,4,4,12,2,148,0,6,10,2,7,15,16,43,21,9,29,3,7,3,6,72,0,5,4,5,3,0,3,81,0,5,67,193,5,1,19,912,3,2,27,376,38,14,1,2,0,2,30,2,5,2,287,117
2020-04-09,11,14,4,3,44,28,9,7,10,3,15,6,2,2,3,10,0,34,1004,1,7,28,14,25,2,17,16,3,3,22,17,4,98,0,6,2,21,9,2,6,2,2,4,5,12,2,157,0,7,11,2,7,15,18,47,22,9,31,3,9,3,7,79,0,5,4,5,3,0,3,82,0,5,70,203,5,1,21,1006,5,2,34,389,39,14,2,1,0,3,32,2,5,3,288,123
2020-04-10,11,15,4,3,45,31,10,7,10,3,17,6,3,2,3,10,0,39,1048,1,8,29,15,28,2,17,18,3,4,25,19,4,102,0,7,2,22,13,2,6,2,3,4,5,13,2,164,0,8,12,2,8,16,19,56,22,9,32,4,9,3,8,84,0,5,5,5,3,0,5,84,0,5,73,222,8,1,21,1083,5,3,35,413,43,14,1,3,0,3,37,2,5,3,299,129
2020-04-11,12,17,4,3,46,31,10,7,10,3,17,6,3,2,3,11,0,40,1111,1,9,30,18,30,2,22,19,3,4,26,21,4,105,0,7,2,22,13,2,6,2,3,4,5,14,2,169,0,8,12,2,8,16,23,56,24,9,32,4,9,3,8,88,0,5,7,5,3,0,5,85,0,5,81,235,8,1,21,1147,7,4,37,435,44,17,1,3,0,4,37,2,5,3,312,135
2020-04-12,12,20,4,3,46,31,10,7,11,3,18,6,5,2,3,11,0,42,1349,2,9,30,19,32,2,22,20,3,4,26,23,5,107,0,7,2,23,13,2,6,2,3,4,5,15,2,169,0,8,12,2,8,16,24,59,25,9,32,4,9,3,8,97,0,5,7,5,3,0,5,87,0,5,84,243,8,1,21,1215,10,4,37,445,49,17,1,3,0,4,42,2,5,3,318,135
2020-04-13,15,23,4,8,46,32,11,7,12,3,18,5,4,4,5,11,0,43,1207,3,10,30,22,36,2,21,20,3,4,27,23,6,109,0,7,2,24,12,2,8,2,3,4,7,16,2,173,4,9,13,2,9,16,26,68,26,9,33,5,9,3,8,102,0,5,8,5,4,0,5,87,0,5,88,250,9,3,22,1331,10,4,42,454,50,20,1,3,1,4,42,2,6,4,318,143
2020-04-14,15,25,4,8,47,33,12,7,12,3,19,5,5,4,5,12,0,51,1237,3,10,33,22,37,3,23,21,3,4,27,23,6,110,0,7,2,24,12,2,8,2,3,4,7,16,2,174,4,9,15,2,9,17,27,73,26,9,33,5,9,3,9,102,0,6,8,5,4,0,5,92,0,5,88,253,10,3,22,1359,10,4,43,466,52,20,1,3,1,4,44,2,6,4,322,145
2020-04-15,15,25,4,8,47,33,12,7,12,3,19,5,5,4,5,12,0,51,1237,3,10,33,22,37,3,23,21,3,4,27,23,6,110,0,7,2,24,12,2,8,2,3,4,7,16,2,174,4,9,15,2,9,17,27,73,26,9,33,5,9,3,9,102,0,6,8,5,4,0,5,92,0,5,88,253,10,3,22,1359,10,4,43,466,52,20,1,3,1,4,44,2,6,4,322,145
2020-04-16,16,33,4,7,47,33,12,7,13,4,19,6,5,5,8,13,0,53,1283,3,10,37,24,39,3,23,24,4,4,28,24,7,109,0,7,4,26,12,2,8,2,4,4,6,16,2,179,4,12,15,2,9,18,29,75,27,9,33,5,9,3,9,102,1,5,8,7,5,0,5,93,0,6,94,269,11,3,22,1508,10,4,43,478,53,19,1,3,1,4,45,2,6,4,321,155
2020-04-17,16,40,4,7,46,35,12,8,13,5,20,6,5,5,11,17,0,55,1307,3,10,39,24,42,4,23,25,5,4,29,25,7,110,0,7,4,26,12,2,8,2,4,4,6,16,2,182,4,12,15,2,9,19,30,73,27,12,33,6,9,3,9,102,1,5,8,7,6,0,5,93,0,7,95,271,11,3,22,1492,11,4,45,491,54,19,1,3,1,4,46,2,6,4,324,161
2020-04-18,16,48,4,8,46,38,13,9,13,5,21,6,5,5,11,18,0,56,1465,5,10,42,24,44,4,23,27,5,4,30,25,7,114,0,7,4,27,12,2,9,2,4,4,6,16,2,194,4,13,15,2,9,21,31,83,28,13,34,6,9,3,10,108,1,5,9,7,6,0,5,94,1,8,105,295,11,3,24,1682,12,5,45,497,55,20,1,3,1,4,46,2,6,4,336,171
2020-04-19,16,71,4,9,46,37,12,8,15,5,22,8,5,5,11,20,5,57,1638,4,10,45,28,45,4,26,31,5,4,30,25,8,116,0,7,4,27,13,4,9,2,4,7,6,15,2,194,4,15,15,2,10,22,33,86,28,16,34,6,9,3,10,119,2,5,9,7,6,0,5,95,2,8,113,309,11,3,24,1778,13,6,45,509,56,22,1,3,1,5,46,2,8,4,348,181
2020-04-20,16,76,4,10,46,37,13,8,15,5,22,8,5,5,11,20,6,58,1675,4,12,46,28,46,4,27,31,5,4,35,25,8,118,0,7,4,27,13,4,9,2,4,6,6,16,2,193,4,16,15,2,10,23,34,87,28,16,34,6,9,3,11,122,2,5,9,7,6,0,5,96,2,8,116,328,11,3,26,1839,14,6,45,518,83,21,1,3,1,5,46,2,8,4,357,185
2020-04-21,21,105,4,11,46,37,13,8,14,5,22,9,5,5,11,21,6,59,1719,4,12,46,28,48,4,27,32,6,4,37,26,13,124,0,8,4,28,13,5,9,3,4,6,6,16,2,196,4,16,16,2,11,23,34,90,28,22,34,6,9,3,11,124,2,5,9,7,6,0,5,95,3,8,117,338,12,3,29,1873,14,6,45,530,83,23,1,3,1,4,46,2,8,4,359,187
2020-04-22,21,105,4,11,46,37,13,8,14,5,22,9,5,5,11,21,6,59,1719,4,12,46,28,48,4,27,32,6,4,37,26,13,124,0,8,4,28,13,5,9,3,4,6,6,16,2,196,4,16,16,2,11,23,34,90,28,22,34,6,9,3,11,124,2,5,9,7,6,0,5,95,3,8,117,338,12,3,29,1873,14,6,45,530,83,23,1,3,1,4,46,2,8,4,359,187
2020-04-23,23,130,5,351,48,38,13,10,14,6,28,10,5,5,14,25,6,61,1934,4,10,56,30,48,4,28,32,6,4,38,27,14,129,0,8,4,28,14,5,11,16,4,7,6,16,2,203,20,16,16,2,11,24,35,96,28,22,35,6,10,5,12,130,3,5,12,7,8,0,7,101,4,8,126,352,11,3,34,1953,18,7,47,556,87,27,1,3,1,4,46,2,9,4,369,196
2020-04-24,24,138,5,585,49,40,13,10,14,7,32,10,5,5,14,27,6,67,2011,4,12,63,30,48,4,29,34,6,4,41,28,14,133,0,9,4,28,15,5,11,20,4,7,7,17,2,204,46,17,16,2,11,25,35,98,28,22,36,7,11,5,12,132,3,5,12,7,8,0,6,101,4,8,125,364,11,3,35,2001,19,6,47,573,88,29,1,3,1,5,46,2,10,4,377,197
2020-04-25,24,150,6,586,53,41,13,10,16,10,36,10,5,5,14,31,7,66,2136,4,11,64,31,51,4,29,35,5,4,41,28,14,140,0,11,5,29,17,5,11,40,4,9,7,17,2,210,48,16,16,2,12,25,37,99,28,22,38,10,11,5,12,134,3,6,12,7,8,0,6,106,3,7,127,387,11,4,42,2086,19,6,48,584,91,47,1,3,2,5,49,2,16,4,381,199
2020-04-26,25,159,6,588,53,43,14,10,16,12,36,10,5,5,14,32,7,67,2236,4,13,66,31,52,4,29,38,5,4,41,28,15,141,0,11,5,29,18,6,11,41,4,9,7,18,2,210,48,18,16,2,12,27,38,101,28,22,40,14,11,6,13,136,3,6,12,7,8,0,7,109,3,7,136,405,11,5,45,2296,19,7,47,593,94,48,1,3,2,5,52,2,19,4,397,233
2020-04-27,24,165,6,588,54,45,14,11,16,12,39,10,5,5,14,33,6,68,2338,4,14,70,32,52,4,29,41,5,6,41,28,16,146,0,11,5,29,19,6,11,42,4,10,7,18,3,214,49,17,17,2,12,27,39,104,28,22,41,65,11,6,15,138,3,6,12,8,8,0,7,114,3,7,138,423,11,5,46,2327,19,7,47,603,95,48,1,3,2,7,54,2,18,4,399,246
2020-04-28,24,167,6,589,55,46,14,11,18,12,42,10,5,5,16,33,7,70,2383,4,14,71,33,53,4,32,41,5,5,42,28,17,149,0,11,5,30,19,6,11,43,4,10,7,18,3,214,50,17,17,2,12,28,39,128,28,22,40,70,11,6,14,139,3,6,12,8,8,0,8,115,3,7,139,434,11,5,46,2376,20,7,47,608,96,50,1,3,2,7,54,4,18,5,399,249
2020-04-29,27,169,6,592,55,48,14,11,18,12,42,10,5,5,16,35,7,74,2454,4,14,72,34,53,4,34,44,7,5,43,28,17,152,0,11,5,30,19,6,11,43,5,10,7,18,3,221,53,19,17,2,13,32,39,131,28,22,42,89,11,8,16,141,3,6,12,8,8,0,7,119,4,7,139,448,11,5,48,2432,20,7,48,619,98,122,1,3,2,7,54,4,21,6,408,250
2020-04-30,28,173,6,594,56,49,15,12,18,12,46,10,5,5,16,36,7,74,2612,4,15,72,34,56,4,36,43,8,5,44,28,18,156,0,14,5,30,20,7,13,44,5,10,7,19,3,228,55,21,17,2,13,33,40,135,29,22,42,92,11,8,20,146,3,6,13,8,9,0,8,121,5,7,148,474,11,5,49,2507,21,7,49,623,98,123,1,3,2,7,54,4,23,7,411,253
2020-05-01,28,184,5,595,58,52,16,12,18,13,48,10,5,5,16,36,7,74,2652,4,17,74,36,59,4,36,45,8,6,44,28,18,160,0,16,5,30,23,7,13,44,5,11,7,20,3,233,55,21,17,2,14,32,41,136,29,23,44,94,11,9,21,146,3,6,14,8,12,0,8,122,5,7,157,502,11,5,49,2599,22,7,49,632,98,1020,2,3,2,8,55,4,23,7,416,259
2020-05-02,28,193,6,596,63,52,16,12,18,14,48,10,5,5,16,38,7,74,2773,4,18,77,36,59,4,36,48,8,6,43,28,18,168,0,17,5,30,23,9,13,44,5,11,7,22,3,236,55,21,17,2,14,37,44,138,29,23,44,97,11,9,22,148,3,6,15,9,12,0,11,136,5,7,168,547,11,5,49,2672,22,7,49,640,99,1344,2,3,2,8,57,4,23,7,419,268
2020-05-03,28,200,6,598,63,53,16,12,18,14,53,10,5,5,16,41,7,80,2904,4,21,80,36,63,4,36,50,8,6,43,28,19,172,0,19,7,30,25,9,13,45,5,11,7,24,3,243,57,24,17,2,14,37,50,140,29,23,44,100,11,9,21,148,3,6,15,9,12,0,11,136,5,7,179,579,11,5,51,2815,22,7,51,653,146,1346,2,3,2,8,57,4,23,14,427,273
2020-05-04,30,200,6,598,70,56,17,12,23,14,56,10,5,5,19,44,9,84,2999,4,25,82,39,68,5,36,53,8,7,43,28,22,180,0,20,7,31,27,9,13,45,5,11,7,28,5,249,58,25,17,2,16,39,53,142,29,24,49,103,11,10,29,149,3,6,17,9,12,0,12,139,5,8,184,603,12,5,58,2878,24,8,57,663,148,1348,2,3,2,8,57,4,24,15,431,276
2020-05-05,29,201,6,601,73,59,17,12,22,16,57,10,6,5,19,45,9,84,3033,4,25,84,40,69,5,36,53,8,7,43,28,23,184,0,20,7,31,27,10,13,47,6,11,7,27,5,251,58,25,17,2,16,39,53,140,29,24,49,106,11,10,32,151,3,6,16,10,12,0,12,160,6,8,185,620,12,5,60,2901,23,7,59,665,149,1352,2,3,2,8,58,4,25,15,439,281
2020-05-06,29,212,7,601,69,61,16,12,18,16,58,10,6,6,16,45,7,85,3128,4,25,84,38,73,5,36,50,9,6,43,28,19,196,0,22,7,31,26,10,13,47,6,11,7,26,7,252,59,25,17,2,16,39,54,144,29,23,51,107,11,11,26,153,3,6,15,10,13,0,12,162,6,7,186,655,11,7,60,3010,23,7,52,671,155,1355,2,3,2,10,59,4,24,15,436,287
2020-05-07,31,217,7,602,69,64,16,13,19,18,58,10,7,6,17,47,7,84,3157,4,25,85,39,73,5,37,52,9,6,43,30,20,211,0,23,7,31,26,10,14,48,6,11,8,26,5,253,59,25,19,2,16,38,55,145,29,24,52,108,11,17,26,155,3,6,15,11,13,0,12,162,6,8,195,661,11,7,63,3066,23,7,52,672,158,1356,2,3,2,10,59,4,24,16,434,288
