"Date","Allen","Anderson","Atchison","Barber","Barton","Bourbon","Brown","Butler","Chase","Chautauqua","Cherokee","Cheyenne","Clark","Clay","Cloud","Coffey","Comanche","Cowley","Crawford","Decatur","Dickinson","Doniphan","Douglas","Edwards","Elk","Ellis","Ellsworth","Finney","Ford","Franklin","Geary","Gove","Graham","Grant","Gray","Greeley","Greenwood","Hamilton","Harper","Harvey","Haskell","Hodgeman","Jackson","Jefferson","Jewell","Johnson","Kearny","Kingman","Kiowa","Labette","Lane","Leavenworth","Lincoln","Linn","Logan","Lyon","Marion","Marshall","McPherson","Meade","Miami","Mitchell","Montgomery","Morris","Morton","Nemaha","Neosho","Ness","Norton","Osage","Osborne","Ottawa","Pawnee","Phillips","Pottawatomie","Pratt","Rawlins","Reno","Republic","Rice","Riley","Rooks","Rush","Russell","Saline","Scott","Sedgwick","Seward","Shawnee","Sheridan","Sherman","Smith","Stafford","Stanton","Stevens","Sumner","Thomas","Trego","Wabaunsee","Wallace","Washington","Wichita","Wilson","Woodson","Wyandotte"
2020-05-16,0,1,15,1,30,6,3,18,3,4,8,2,20,4,4,50,0,4,8,0,2,9,60,4,0,8,2,1234,1311,32,14,1,0,14,12,0,3,9,1,10,16,0,24,19,4,642,36,0,2,22,0,958,0,6,0,310,5,0,26,22,6,3,20,3,4,1,2,0,2,6,2,4,0,2,19,1,0,41,4,4,60,6,0,0,24,8,534,758,185,2,6,2,1,9,26,6,0,0,28,0,0,1,1,6,1153
2020-05-17,0,1,15,1,31,6,3,18,3,4,8,2,20,4,4,50,0,4,8,0,2,9,60,4,0,8,2,1234,1311,32,14,1,0,16,12,0,3,9,1,10,16,0,25,19,4,646,36,0,2,22,0,958,0,6,0,310,5,0,26,22,6,3,20,3,4,1,2,0,2,6,2,4,0,2,19,1,0,41,4,4,60,6,0,0,24,12,535,758,185,2,6,2,1,9,26,6,0,0,28,0,0,1,1,6,1154
2020-05-18,0,1,15,1,31,6,5,18,3,4,8,2,21,5,4,50,0,4,8,0,2,9,60,5,0,8,2,1316,1400,32,14,1,0,17,15,0,3,9,1,11,16,0,31,20,4,655,40,0,2,23,0,1052,0,6,0,312,5,0,26,22,6,3,20,3,4,3,2,1,2,7,2,4,0,2,20,1,0,41,4,4,60,6,0,0,24,12,536,780,198,2,6,2,1,9,26,6,0,0,28,0,0,0,1,6,1166
2020-05-19,0,1,15,1,31,6,5,18,3,4,8,2,21,5,4,50,0,4,8,0,2,9,62,5,0,8,2,1331,1411,32,14,1,0,18,15,0,3,9,1,11,16,0,32,20,4,657,40,0,2,22,0,1053,0,7,0,317,5,0,26,22,6,3,20,3,4,4,2,1,2,7,2,4,0,2,20,1,0,41,4,4,60,6,0,0,24,12,538,780,199,2,6,2,1,9,26,6,0,0,28,0,0,0,1,6,1174
2020-05-20,0,1,17,1,31,6,5,18,3,4,8,2,21,5,4,50,0,4,8,0,2,9,62,5,0,8,2,1363,1437,32,15,1,0,18,16,0,3,10,1,11,15,0,33,21,4,669,40,0,2,22,1,1058,0,7,0,317,5,0,27,22,6,3,20,3,4,8,2,1,2,7,2,4,0,2,21,1,0,41,4,4,60,6,0,0,24,13,539,810,217,2,6,2,1,9,26,6,0,0,29,0,0,0,1,6,1189
2020-05-21,0,1,18,1,32,7,5,22,3,4,8,2,21,5,4,50,0,4,8,0,2,10,62,5,0,8,2,1398,1437,32,16,1,0,18,16,0,3,10,1,11,15,0,36,21,4,679,40,0,2,22,1,1062,0,7,0,321,5,0,27,22,6,3,20,3,4,8,2,1,2,7,2,4,0,2,21,1,0,43,4,4,60,6,0,0,24,13,542,817,234,2,6,2,1,9,26,6,0,0,29,0,0,0,1,6,1213
2020-05-22,1,1,18,1,36,7,5,24,3,4,9,2,31,5,4,50,1,4,8,0,4,12,63,5,0,8,2,1418,1555,32,16,1,0,18,21,0,3,10,1,11,17,1,84,21,4,684,40,0,2,22,1,1067,0,7,0,328,5,0,27,24,6,3,20,3,4,9,2,1,2,7,2,4,0,2,22,1,0,43,4,4,61,6,0,0,24,13,545,821,247,2,6,2,1,9,26,6,0,1,29,0,0,0,1,6,1236
2020-05-23,1,1,19,1,36,7,6,25,4,4,9,2,31,5,4,50,1,4,8,0,4,12,63,5,0,8,2,1418,1555,32,16,1,0,18,21,0,3,10,1,11,17,1,84,21,4,688,40,0,2,22,1,1067,0,7,0,328,5,0,27,24,6,3,20,4,4,9,2,1,2,7,2,4,0,2,22,1,0,43,4,4,61,6,0,0,24,13,553,821,247,2,6,2,1,9,27,6,0,1,29,0,0,0,1,6,1255
2020-05-24,1,1,19,1,45,7,6,28,4,4,9,2,31,5,5,50,1,4,8,0,4,12,63,5,0,8,2,1418,1560,32,16,1,0,18,21,0,3,10,1,11,17,1,92,21,4,698,40,0,2,22,1,1067,0,7,0,328,5,0,27,24,6,3,20,4,4,13,2,1,2,7,2,4,0,2,22,1,0,43,4,4,61,6,0,0,24,13,556,821,254,2,6,2,1,9,27,6,0,1,29,0,0,0,1,6,1263
2020-05-25,1,1,21,1,45,7,6,28,4,4,9,2,31,5,5,50,1,4,8,0,3,12,63,5,0,8,2,1418,1601,33,16,1,0,18,22,0,3,10,1,11,18,1,92,22,4,738,40,0,2,22,3,1067,0,7,0,332,5,0,27,24,7,3,20,4,4,13,2,1,2,7,2,4,0,2,23,1,0,43,4,4,62,6,0,0,24,13,559,822,263,2,6,2,1,9,27,6,0,1,30,0,0,0,1,6,1275
2020-05-26,1,1,21,1,45,7,6,29,4,4,9,2,31,5,5,50,1,4,8,0,3,12,63,5,0,8,2,1451,1601,34,19,1,0,18,22,0,3,10,1,11,18,1,93,22,4,746,40,0,2,22,3,1070,0,7,0,332,5,0,27,24,7,3,20,4,4,14,2,1,2,7,2,4,0,2,23,1,0,43,4,4,63,6,0,0,24,13,560,837,269,2,6,2,1,9,27,6,0,1,30,0,0,0,1,6,1275
2020-05-27,1,1,21,1,45,7,6,29,4,4,9,2,31,5,5,50,1,4,8,0,3,12,63,5,0,8,2,1458,1622,34,19,1,0,18,22,0,3,16,2,11,18,1,93,22,4,760,44,0,2,22,3,1074,0,7,0,339,5,0,27,26,7,3,20,5,4,14,2,1,2,7,2,4,0,2,23,1,0,43,4,4,64,6,0,0,24,13,564,849,270,2,6,2,1,9,27,6,0,1,31,0,0,0,1,6,1281
2020-05-28,1,1,21,1,45,7,6,31,4,4,9,2,31,5,5,50,1,4,8,0,3,14,65,5,0,8,2,1466,1622,34,20,1,0,18,22,0,3,16,2,11,18,1,95,22,4,771,44,0,2,22,3,1076,0,7,0,339,5,0,27,26,7,3,20,5,4,15,2,1,2,7,2,4,0,2,23,1,0,43,4,4,64,6,0,0,25,13,573,856,274,2,7,2,1,9,27,6,0,1,31,0,0,0,1,6,1308
2020-05-29,1,1,22,1,45,7,6,31,4,4,9,2,33,5,5,50,2,5,8,0,3,15,66,5,0,8,2,1481,1732,34,20,1,0,18,22,0,8,17,2,11,21,4,96,22,4,801,45,0,2,22,3,1082,0,11,0,354,5,0,27,29,7,4,20,5,5,16,2,1,2,7,2,4,0,2,25,2,0,43,4,4,64,6,0,0,25,14,575,883,294,2,7,2,1,9,29,8,0,1,31,0,0,0,1,6,1335
2020-05-30,1,1,22,1,45,7,6,31,4,4,10,2,33,5,5,50,2,5,8,0,3,15,66,5,0,8,2,1481,1732,34,20,1,0,18,22,0,9,17,2,11,21,5,96,22,4,812,45,0,2,22,3,1082,0,11,0,354,5,0,27,29,7,4,20,5,5,16,2,1,2,7,2,4,0,2,25,2,0,43,4,4,64,6,0,0,25,14,580,883,300,2,7,2,1,9,30,8,0,1,31,0,0,0,1,6,1337
2020-05-31,1,1,22,1,45,7,6,31,4,4,10,2,33,5,5,50,2,5,8,0,3,15,66,5,0,8,2,1481,1742,34,20,1,0,18,22,0,9,17,2,11,21,5,96,22,4,812,45,0,2,22,3,1082,0,11,0,354,5,0,27,29,7,4,20,5,5,16,2,1,2,7,2,4,0,2,25,2,0,43,4,4,64,6,0,0,25,14,580,883,300,2,7,2,1,9,30,8,0,1,31,0,0,0,1,6,1337
2020-06-01,1,1,23,1,44,7,6,34,4,4,10,2,33,5,5,50,2,10,8,0,4,17,67,5,0,8,2,1502,1787,35,20,1,0,18,23,0,9,18,2,11,21,5,100,22,4,844,45,0,2,22,3,1093,0,11,0,372,5,0,28,31,7,4,20,5,6,18,2,3,2,7,2,4,0,2,25,2,0,43,4,4,66,6,0,0,25,14,601,879,324,2,7,2,1,10,30,8,0,1,31,0,0,0,1,6,1359
2020-06-02,1,1,23,1,44,7,6,34,4,4,10,2,33,5,5,50,2,10,8,0,4,18,67,5,0,8,2,1504,1789,35,20,1,0,18,23,0,9,18,2,11,21,5,100,22,4,857,45,0,2,22,3,1093,0,11,0,372,5,0,28,31,7,4,20,5,6,19,2,3,2,7,2,4,0,2,25,2,0,43,4,4,66,6,0,0,26,14,604,883,326,2,7,2,1,10,30,8,0,1,31,0,0,0,1,6,1375
2020-06-03,1,1,23,1,44,7,6,37,4,4,10,2,33,5,5,50,2,15,8,0,4,18,67,5,0,9,2,1518,1794,35,23,1,0,18,23,0,9,20,2,11,22,5,102,22,4,865,45,0,3,22,4,1094,0,11,0,377,5,0,30,31,8,4,20,5,6,19,2,3,2,8,2,4,1,2,26,2,0,43,4,4,67,6,0,0,25,14,616,888,334,2,7,2,1,10,30,8,0,1,31,0,0,0,1,6,1419
2020-06-04,1,1,23,1,44,8,6,37,4,4,10,2,33,5,5,51,2,15,8,0,4,18,67,5,0,9,2,1522,1794,35,23,1,0,18,23,0,9,20,2,11,22,5,102,22,4,887,45,0,3,22,4,1099,0,11,0,377,5,0,30,31,8,4,20,5,6,19,2,3,2,8,2,4,1,2,26,2,0,44,4,4,67,6,0,0,25,14,625,891,348,2,7,2,1,10,30,8,0,1,31,0,0,0,1,6,1434
2020-06-05,1,1,23,1,44,8,7,37,4,4,10,2,33,5,5,51,2,17,8,0,5,18,69,5,0,10,2,1526,1813,35,26,1,0,18,23,0,9,20,2,11,22,5,103,22,4,910,45,0,3,22,4,1100,0,11,0,387,5,0,30,30,7,4,20,5,6,19,2,4,2,9,2,4,2,2,27,2,0,45,4,4,68,7,0,0,25,14,635,891,367,2,7,2,1,10,30,8,0,1,31,0,0,0,1,6,1471
2020-06-06,1,1,23,1,44,8,7,37,4,4,10,2,33,5,5,51,2,17,8,0,5,18,70,5,0,10,2,1526,1819,35,26,1,0,18,23,0,9,20,2,11,22,5,102,22,4,931,45,0,3,22,4,1100,0,11,0,387,5,0,33,30,7,4,20,5,6,19,2,4,2,9,2,4,2,2,27,2,0,45,4,4,68,7,0,0,25,14,640,891,372,2,7,2,1,10,30,8,0,1,31,0,0,0,1,6,1486
2020-06-07,1,1,23,1,45,8,9,37,4,4,10,2,33,5,5,51,2,25,8,0,5,18,70,5,0,10,2,1526,1819,35,26,1,0,18,23,0,9,20,2,11,22,5,102,22,4,940,45,0,3,22,4,1100,0,11,0,387,5,0,33,30,7,4,20,5,6,19,3,4,2,9,2,4,2,2,27,2,0,45,4,4,68,7,0,0,25,14,654,891,372,2,7,2,1,10,30,8,0,1,31,0,0,0,1,6,1496
2020-06-08,1,1,24,1,46,8,9,37,3,4,10,2,33,5,5,52,2,26,8,0,5,20,74,5,0,10,2,1536,1840,38,26,1,0,18,23,0,9,23,2,11,22,6,103,23,4,948,46,0,3,26,4,1103,0,11,0,400,5,0,33,30,7,4,20,5,6,19,3,4,2,9,2,4,4,2,27,2,0,46,4,4,71,6,0,0,26,15,660,900,384,2,7,2,1,10,30,8,0,1,31,0,0,0,1,6,1522
2020-06-09,1,1,25,1,46,8,9,37,3,4,11,2,33,5,5,52,2,28,10,0,5,20,74,5,0,10,2,1536,1840,38,26,1,0,18,23,0,9,23,2,11,22,6,102,23,4,959,46,0,3,26,4,1103,0,11,0,400,5,0,38,30,7,4,20,5,6,19,3,4,2,9,2,4,4,2,27,2,0,46,4,4,71,6,0,0,26,15,689,904,394,2,7,2,1,9,30,9,0,1,31,0,1,0,1,6,1522
2020-06-10,1,1,25,1,47,8,9,37,3,4,11,2,33,6,5,52,2,28,13,0,6,20,76,5,0,12,3,1537,1837,46,26,1,0,18,23,0,10,25,2,11,22,5,102,23,4,972,46,0,3,27,4,1103,0,11,0,401,5,0,38,30,10,4,20,5,6,19,4,4,3,10,2,4,3,2,29,2,0,47,4,4,71,6,0,0,27,15,710,917,409,2,7,2,1,9,31,10,0,1,31,0,1,0,1,6,1569
2020-06-11,1,1,26,1,47,8,9,37,3,4,16,2,33,6,5,52,2,32,14,0,6,20,78,5,0,12,3,1537,1837,49,29,1,0,18,23,0,10,25,2,12,22,5,102,23,4,992,46,0,3,27,4,1105,0,11,0,405,5,0,38,30,10,4,22,5,6,20,4,4,3,10,2,4,3,2,29,2,0,47,4,4,71,6,0,0,27,15,717,917,420,2,7,2,1,9,31,10,0,1,31,0,1,0,1,6,1575
2020-06-12,2,1,26,1,48,8,10,37,3,4,16,2,33,6,5,52,2,39,20,0,6,20,79,5,0,12,3,1538,1842,49,29,1,0,18,23,0,11,27,2,12,22,5,102,22,4,1015,46,0,3,27,4,1106,0,11,0,406,5,0,38,30,16,4,22,5,6,20,6,4,3,10,2,4,3,2,32,2,0,48,4,4,74,6,0,0,28,16,728,924,435,2,7,2,1,9,31,9,0,1,31,0,1,0,1,6,1626
2020-06-13,2,1,26,1,48,8,10,37,3,4,16,2,33,6,5,52,2,39,24,0,6,20,79,5,0,12,3,1538,1842,49,29,1,0,18,23,0,11,27,2,12,22,5,102,22,4,1031,46,0,3,27,4,1106,0,11,0,406,5,0,38,30,16,4,22,5,6,20,6,4,3,10,2,4,3,2,32,2,0,49,4,4,74,6,0,0,28,16,739,924,438,2,7,2,1,9,31,9,0,1,31,0,1,0,1,6,1638
2020-06-14,2,1,26,1,48,8,10,37,3,4,16,2,33,6,5,52,2,39,44,0,6,20,79,5,0,12,3,1538,1842,49,29,1,0,18,23,0,11,27,2,12,22,5,102,22,4,1061,46,0,3,27,4,1106,0,11,0,406,5,0,38,30,16,4,22,5,6,20,6,4,3,10,2,4,3,2,32,2,0,49,4,4,77,6,0,0,28,16,745,924,438,2,7,2,1,9,31,9,0,1,31,0,1,0,1,6,1660
2020-06-15,2,2,27,1,49,8,10,37,3,4,16,2,34,6,5,52,2,41,98,0,6,20,82,5,0,13,3,1540,1863,51,29,1,0,18,23,0,11,28,2,12,22,6,103,22,4,1075,46,0,3,27,4,1109,0,12,0,414,5,0,38,30,16,4,23,5,6,21,8,4,3,10,2,4,3,2,34,2,0,50,4,4,80,6,0,0,32,16,764,934,457,2,7,3,1,9,30,9,0,1,31,0,1,0,1,6,1698
2020-06-16,2,2,27,1,49,8,10,37,3,4,17,2,34,6,5,52,2,41,98,0,6,20,83,5,0,13,3,1543,1863,51,29,1,0,18,23,0,11,28,2,12,22,6,103,22,4,1080,46,0,3,27,4,1111,0,12,0,465,5,0,39,30,16,4,25,5,6,21,8,4,3,10,2,4,3,2,34,6,0,50,4,4,80,6,0,0,32,16,791,934,452,2,7,3,1,9,30,9,0,1,31,0,1,0,1,6,1698
2020-06-17,2,3,27,1,49,9,10,37,3,4,17,2,34,6,6,52,2,45,156,0,6,23,86,5,0,13,3,1545,1873,53,30,1,0,18,23,0,11,28,2,12,22,7,103,22,4,1107,46,0,3,27,4,1118,0,12,0,476,7,0,39,30,16,4,25,5,6,22,10,4,3,10,2,4,3,2,40,6,0,50,4,4,91,6,0,0,33,16,810,940,456,3,7,3,1,9,30,9,0,1,32,0,1,0,1,6,1745
2020-06-18,2,3,27,1,51,9,13,41,3,4,17,2,34,6,6,52,2,49,156,0,6,23,86,5,0,13,3,1545,1873,53,32,1,0,18,24,0,11,28,2,12,22,7,104,22,4,1150,46,0,3,27,4,1120,0,12,0,476,7,0,41,30,16,4,25,5,6,22,10,4,3,10,2,4,3,2,40,6,0,50,4,4,91,6,0,0,33,16,821,940,469,3,7,3,1,9,30,9,0,1,32,0,1,0,1,6,1766
2020-06-19,2,3,27,1,52,9,14,47,3,4,17,2,34,6,7,52,2,55,167,0,6,24,91,6,0,14,3,1546,1892,57,33,1,0,22,24,0,11,28,2,13,23,8,104,22,4,1197,46,0,3,28,5,1122,0,12,0,476,7,0,41,30,20,4,25,5,6,22,17,4,3,10,2,4,3,2,42,6,0,53,4,4,103,6,0,0,40,16,846,955,477,3,7,3,1,9,30,9,0,1,32,0,1,0,1,6,1834
2020-06-20,2,3,27,1,52,9,14,47,3,4,17,2,34,6,7,52,2,55,167,0,6,24,91,6,0,14,3,1546,1892,57,33,1,0,22,24,0,11,28,2,13,23,8,104,22,4,1236,46,0,3,28,5,1122,0,12,0,476,7,0,41,30,20,4,25,5,6,22,17,4,3,10,2,4,3,2,42,6,0,55,4,4,103,6,0,0,40,16,867,955,491,3,7,3,1,9,30,9,0,1,32,0,1,0,1,6,1834
2020-06-21,2,3,27,1,54,9,14,47,3,4,17,2,34,6,7,52,2,55,167,0,6,24,91,6,0,14,3,1546,1892,57,33,1,0,23,24,0,11,28,2,13,23,8,104,22,4,1257,46,0,3,28,5,1122,0,12,0,476,7,0,41,30,20,4,25,5,6,22,17,4,3,10,2,4,3,2,42,6,0,55,4,4,103,6,0,0,40,16,882,955,491,3,7,3,1,9,30,9,0,1,32,0,1,0,1,6,1834
2020-06-22,2,3,28,1,54,14,14,50,4,4,18,2,34,6,7,53,2,59,192,0,6,24,102,6,0,14,3,1554,1898,65,36,1,0,24,24,0,11,28,2,20,23,9,104,22,4,1277,48,0,3,28,5,1132,0,12,0,476,7,0,49,30,20,4,26,5,6,23,17,4,3,10,2,4,3,3,48,6,0,60,4,4,132,6,0,0,50,16,896,968,503,3,7,3,1,10,30,10,10,1,32,0,1,0,1,6,1896
2020-06-23,2,3,28,1,54,14,14,51,4,4,21,2,34,6,8,53,2,60,192,0,6,24,102,6,0,14,3,1558,1898,65,38,1,0,24,24,0,11,28,2,20,23,9,104,22,4,1316,48,0,3,28,5,1132,0,12,1,479,7,0,49,30,20,4,26,5,6,23,17,4,3,10,2,4,3,3,48,6,0,58,8,4,132,6,0,0,50,16,937,968,509,3,7,3,1,10,30,10,12,1,32,0,1,0,1,6,1899
2020-06-24,2,3,28,1,54,14,14,52,4,4,25,2,34,6,8,53,2,62,220,0,8,25,105,6,0,14,3,1558,1927,66,39,1,0,37,24,0,11,29,2,24,23,9,105,25,4,1370,47,0,3,50,5,1137,0,12,1,479,7,1,49,30,26,4,26,5,6,24,17,4,3,10,2,4,3,3,51,6,0,58,8,4,156,6,0,0,72,16,958,991,535,3,7,3,1,10,30,10,14,1,33,0,1,0,1,6,1988
2020-06-25,5,3,28,1,55,19,14,55,4,4,25,2,34,6,8,53,2,64,220,0,8,25,105,6,1,14,3,1562,1927,66,43,1,0,37,24,0,11,29,2,28,23,9,105,24,4,1427,47,0,3,50,5,1137,0,12,1,479,7,1,54,30,26,4,32,5,6,24,17,4,3,10,2,4,3,3,51,6,0,59,8,4,156,6,0,0,72,16,1001,991,546,3,7,3,1,10,30,10,14,1,33,0,1,0,1,6,2016
2020-06-26,5,3,29,1,55,19,14,51,4,4,27,2,34,6,10,53,2,66,246,0,8,26,124,6,1,15,3,1563,1937,67,43,1,0,40,24,0,11,29,2,28,23,9,105,24,4,1490,48,0,4,55,5,1146,0,13,1,479,8,1,60,30,26,4,32,5,6,24,23,4,3,11,2,5,3,3,58,6,0,60,9,4,184,6,0,0,93,16,1026,1001,576,3,7,3,1,10,31,11,15,1,34,0,1,0,1,8,2082
2020-06-27,5,3,31,1,55,21,14,51,4,4,29,2,34,6,10,53,2,66,246,0,8,26,124,6,1,15,3,1563,1937,67,43,1,0,47,24,0,11,29,2,28,23,9,105,24,4,1550,48,0,4,55,5,1146,0,13,1,479,8,1,60,30,26,4,32,5,6,24,29,4,3,11,2,5,3,3,58,11,0,60,9,4,184,6,0,0,93,16,1067,1001,596,3,7,3,1,10,31,11,15,1,33,0,1,0,1,8,2093
2020-06-28,5,3,31,1,55,21,14,51,4,4,29,2,34,6,10,53,2,66,246,0,8,26,124,6,1,15,3,1563,1937,67,45,1,0,47,24,0,11,29,2,28,23,9,105,24,4,1613,48,0,4,55,5,1146,0,13,1,479,8,1,72,30,26,4,32,5,6,24,29,4,3,11,2,5,3,3,58,11,0,62,9,4,184,6,0,0,93,16,1120,1001,596,3,7,3,1,10,31,11,15,1,33,0,1,0,1,8,2191
2020-06-29,4,4,34,1,56,21,14,53,4,4,29,2,34,6,18,53,2,70,256,0,8,25,157,6,1,18,3,1563,1944,71,57,1,0,47,24,0,11,29,2,37,23,9,106,24,4,1651,48,0,4,57,5,1162,1,14,1,489,9,2,72,30,27,4,38,5,6,24,32,4,4,13,2,6,3,3,65,11,0,63,9,4,222,7,1,0,105,16,1161,1011,621,4,7,3,1,10,31,11,15,1,35,0,1,0,1,8,2234
2020-06-30,4,4,34,1,56,28,14,53,4,4,29,2,34,6,18,53,2,71,256,0,8,25,157,6,1,18,3,1570,1944,71,57,1,0,47,29,0,11,29,2,37,23,9,112,24,4,1692,48,0,4,59,5,1162,1,14,1,489,9,2,72,30,27,4,41,5,6,26,32,4,4,13,2,6,3,3,65,11,0,63,11,4,233,7,1,0,105,16,1208,1011,646,4,7,3,1,10,31,11,15,1,35,0,1,0,1,10,2234
2020-07-01,4,4,36,1,57,28,14,56,4,4,34,2,34,7,18,53,2,71,262,0,8,26,190,7,1,21,4,1574,1947,77,53,1,0,48,31,0,11,30,4,37,24,9,113,25,4,1798,48,0,3,61,5,1171,1,14,1,499,9,2,75,30,34,4,44,5,6,27,32,4,4,13,2,6,3,3,69,12,0,66,11,4,242,7,1,2,123,16,1278,1019,670,5,7,3,1,10,32,13,15,1,35,0,1,0,2,10,2335
2020-07-02,4,4,39,1,57,28,14,60,4,4,38,2,34,7,18,53,2,71,262,0,8,26,190,7,1,21,4,1575,1947,77,61,1,0,51,31,0,11,30,4,38,24,9,113,25,4,1816,48,0,3,63,5,1171,1,14,1,499,9,2,75,30,34,4,45,5,7,27,32,4,4,14,2,6,3,10,69,12,0,73,12,4,261,7,1,2,123,16,1328,1019,709,5,7,3,1,10,32,13,15,1,35,0,1,0,3,10,2336
2020-07-03,4,4,39,2,57,28,14,60,5,4,38,2,34,7,21,53,2,73,266,0,8,26,251,7,1,25,4,1575,1954,78,62,2,0,51,31,0,11,30,4,43,28,9,113,28,4,1993,48,0,3,65,5,1181,1,15,1,502,10,2,79,30,35,4,45,5,7,27,33,4,6,15,2,8,3,10,74,11,0,74,15,4,273,7,1,2,140,16,1432,1033,747,5,7,3,1,11,32,13,15,1,36,0,1,0,3,10,2495
2020-07-04,4,4,39,2,57,28,14,67,5,4,39,2,34,7,21,53,3,73,266,0,8,26,251,7,1,25,4,1575,1954,78,65,2,0,53,31,0,11,30,4,43,28,9,113,27,4,2111,48,0,3,65,5,1181,1,15,1,502,10,2,79,30,35,4,48,5,7,27,33,4,6,15,2,8,3,10,74,11,0,78,15,4,273,7,1,2,140,16,1499,1033,747,5,7,3,1,11,32,13,16,1,36,0,1,0,3,10,2541
2020-07-05,4,4,39,2,57,28,14,67,5,4,39,2,34,7,21,53,3,73,266,0,8,26,251,7,1,25,4,1575,1954,78,65,2,0,53,31,0,11,30,4,43,28,9,113,27,4,2205,48,0,3,65,5,1181,1,15,1,502,10,2,79,30,35,4,48,5,7,27,33,4,6,15,2,8,3,10,74,11,0,83,15,4,273,7,1,2,140,16,1540,1033,747,5,7,3,1,11,32,13,16,1,36,0,1,0,3,10,2571
2020-07-06,5,5,41,2,57,36,14,67,5,4,42,2,34,9,24,53,3,76,275,0,10,26,354,7,1,28,10,1584,1955,79,72,2,2,53,32,0,11,32,2,50,30,9,113,27,4,2277,48,1,3,66,5,1192,1,16,1,510,11,2,79,30,42,4,54,5,7,29,35,4,10,18,3,10,3,27,78,11,0,89,15,4,309,7,1,2,168,16,1597,1033,819,5,7,3,1,12,32,16,17,1,36,0,1,0,4,12,2602
2020-07-07,5,5,41,2,57,36,14,67,5,4,43,2,34,9,24,53,3,76,275,0,14,26,354,7,1,28,11,1584,1955,79,72,2,2,55,32,0,11,32,2,50,30,9,113,34,4,2356,48,1,3,63,5,1192,1,16,1,501,11,2,79,30,42,4,56,5,7,29,35,4,12,19,3,10,3,27,78,11,0,89,15,4,317,9,1,2,168,16,1652,1045,844,5,7,3,1,12,32,16,17,1,36,0,1,0,4,12,2635
2020-07-08,5,6,42,2,58,47,18,77,5,5,43,2,34,9,25,53,3,79,291,0,18,26,377,7,1,33,11,1586,1960,80,73,2,3,55,34,0,11,32,2,53,30,9,117,34,4,2491,48,1,3,65,5,1196,1,15,1,511,13,2,81,30,48,5,59,5,7,29,35,4,12,22,3,12,4,27,78,12,0,95,15,4,325,9,2,2,185,16,1703,1048,890,5,7,3,1,12,33,17,17,2,37,0,1,0,4,12,2700
2020-07-09,5,8,42,2,62,50,18,82,5,5,48,2,34,9,25,53,3,79,291,0,19,26,377,7,1,33,11,1595,1960,88,79,2,5,57,34,0,11,32,2,59,30,9,117,36,4,2633,48,1,3,65,5,1196,1,15,1,515,20,2,81,30,52,5,60,5,7,29,35,4,13,25,3,12,4,27,78,12,0,109,17,8,332,9,2,1,185,16,1792,1048,918,5,7,3,1,12,33,20,17,2,37,0,1,0,4,12,2790
2020-07-10,6,8,42,2,62,50,19,88,5,5,52,2,34,10,26,53,3,83,298,0,23,26,415,8,1,42,11,1604,1965,88,82,2,6,57,37,0,11,32,2,64,32,9,117,37,4,2724,48,4,3,66,5,1213,2,16,1,523,20,2,82,30,52,11,64,5,7,30,37,4,13,28,3,15,4,28,83,14,0,119,17,8,337,9,3,1,210,17,1844,1082,964,6,7,3,1,12,34,26,17,2,38,0,1,0,4,12,2869
2020-07-11,6,8,42,2,63,50,19,88,5,5,52,2,34,10,26,54,3,83,298,0,23,26,415,8,1,42,11,1604,1965,88,85,2,6,61,37,0,11,33,2,64,32,9,117,37,4,2857,48,4,3,66,5,1213,2,16,2,523,20,2,85,30,52,11,64,5,7,30,37,4,18,28,3,15,4,36,83,14,0,123,17,8,337,9,3,2,210,17,1959,1082,990,6,8,3,1,12,34,32,18,2,38,0,1,0,4,12,2939
2020-07-12,6,8,42,2,63,50,19,88,5,5,52,2,34,10,26,54,3,83,298,0,23,26,415,8,1,42,11,1604,1965,88,85,2,6,61,37,1,11,33,2,64,32,9,117,37,4,2967,48,4,3,66,5,1213,2,16,2,523,20,2,85,30,52,11,64,5,7,30,37,4,18,28,3,15,4,36,83,14,0,127,21,8,337,9,3,2,210,17,2023,1082,990,6,8,3,1,12,34,32,18,2,38,0,1,0,4,12,3050
2020-07-13,8,15,44,3,63,54,23,97,6,5,56,2,34,13,26,55,3,88,313,2,23,26,448,8,1,55,13,1605,1976,94,86,2,7,66,41,1,11,33,2,88,33,10,123,36,4,3081,48,4,3,75,5,1227,4,17,2,532,20,6,89,30,57,13,70,5,7,32,41,4,21,29,3,20,4,36,86,16,0,128,21,10,355,9,4,2,236,19,2156,1082,1035,6,9,3,2,12,36,48,18,5,37,0,1,0,4,10,3108
2020-07-14,10,15,44,3,63,56,23,102,6,5,56,2,34,13,26,56,3,88,313,2,23,26,461,8,1,55,14,1605,1976,94,86,2,7,66,41,1,11,33,2,91,33,10,124,37,4,3158,48,5,3,81,5,1227,4,17,2,532,20,6,90,30,57,16,70,5,7,33,41,4,21,29,3,20,4,36,86,16,0,128,21,10,364,9,4,2,236,19,2219,1097,1066,6,9,3,2,12,36,48,18,5,37,0,1,0,4,10,3114
