"Date","Adair","Alfalfa","Atoka","Beaver","Beckham","Blaine","Bryan","Caddo","Canadian","Carter","Cherokee","Choctaw","Cimarron","Cleveland","Coal","Comanche","Cotton","Craig","Creek","Custer","Delaware","Dewey","Ellis","Garfield","Garvin","Grady","Grant","Greer","Harmon","Harper","Haskell","Hughes","Jackson","Jefferson","Johnston","Kay","Kingfisher","Kiowa","Latimer","Le Flore","Lincoln","Logan","Love","Major","Marshall","Mayes","McClain","McCurtain","McIntosh","Murray","Muskogee","Noble","Nowata","Okfuskee","Oklahoma","Okmulgee","Osage","Ottawa","Pawnee","Payne","Pittsburg","Pontotoc","Pottawatomie","Pushmataha","Roger Mills","Rogers","Seminole","Sequoyah","Stephens","Texas","Tillman","Tulsa","Wagoner","Washington","Washita","Woods","Woodward"
2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-03-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2020-03-16,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2020-03-17,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2020-03-18,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
2020-03-19,0,0,0,0,0,0,0,0,2,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0
2020-03-20,0,0,0,0,0,0,0,0,2,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0
2020-03-21,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0
2020-03-22,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,26,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0
2020-03-23,0,0,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,29,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0
2020-03-24,0,0,0,0,0,0,0,0,4,0,0,0,0,22,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,41,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0
2020-03-25,2,0,0,0,0,0,1,0,5,1,0,0,0,27,0,0,0,0,5,3,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,2,0,0,55,0,1,0,7,3,0,1,1,0,0,0,0,0,1,0,0,27,3,3,0,0,0
2020-03-26,2,0,0,0,0,0,1,0,6,1,0,0,0,39,0,3,0,1,10,3,1,0,0,0,2,2,0,0,0,0,0,0,1,0,0,11,0,0,0,0,1,3,0,0,0,2,2,0,0,0,4,2,0,0,73,2,3,1,10,5,0,1,2,0,0,0,0,1,1,0,0,41,6,5,0,0,0
2020-03-27,3,0,0,0,0,0,1,1,11,1,1,1,0,39,0,6,0,1,14,3,2,0,0,0,2,2,0,0,0,0,0,0,1,0,0,17,0,0,1,0,3,3,0,0,0,2,2,0,0,0,5,3,0,0,94,2,5,1,14,7,2,2,2,0,0,0,0,1,1,0,0,49,8,9,0,0,0
2020-03-28,3,0,0,0,0,0,1,1,11,1,1,1,0,46,0,6,0,1,16,3,4,0,0,0,2,2,0,0,0,0,0,0,1,0,0,18,0,0,1,1,3,3,0,0,0,3,2,0,0,0,7,3,1,0,107,2,6,4,14,12,2,3,2,0,0,0,0,2,2,0,0,57,8,14,0,0,0
2020-03-29,4,0,0,0,0,0,1,1,12,1,1,1,0,51,0,11,0,1,16,4,4,0,0,2,4,2,0,0,0,0,0,0,1,0,0,20,0,0,1,1,3,3,0,0,0,3,2,0,0,0,7,3,3,0,120,3,10,4,15,13,2,3,2,0,0,1,1,2,2,1,0,61,8,18,0,0,0
2020-03-30,4,0,0,0,1,0,1,1,15,1,1,1,0,60,0,12,1,1,18,4,7,0,0,2,6,3,0,0,0,0,0,0,1,0,0,20,0,0,1,1,4,4,1,0,0,4,2,0,0,0,7,3,4,0,134,3,11,6,15,14,2,3,2,0,0,1,1,2,2,1,0,65,8,20,0,0,0
2020-03-31,4,0,0,0,1,0,1,1,19,1,4,1,0,65,0,15,1,1,21,4,7,0,0,2,6,2,0,0,0,0,0,0,1,0,0,24,0,0,1,1,5,4,1,0,0,4,3,0,0,0,8,4,5,0,155,3,16,7,15,15,2,5,5,0,0,3,1,2,5,1,0,83,10,21,0,0,0
2020-04-01,8,0,0,0,1,0,1,1,24,1,7,1,0,87,0,21,1,2,27,4,8,0,0,4,7,3,0,2,0,0,0,0,2,0,0,24,0,0,2,1,5,4,1,0,0,5,9,0,0,0,13,5,5,0,192,4,19,7,15,16,2,5,6,0,0,4,1,2,6,1,0,115,15,23,0,0,0
2020-04-02,9,0,1,0,1,0,2,2,28,1,7,1,0,121,0,27,1,2,36,5,10,0,0,4,8,3,0,2,0,0,0,0,2,0,0,24,2,1,2,1,6,5,2,0,0,5,11,0,0,0,15,5,6,0,216,5,22,8,15,18,2,5,9,0,0,8,1,4,7,1,0,151,24,24,0,0,1
2020-04-03,14,0,1,0,1,0,3,2,29,1,7,1,0,130,0,33,4,2,39,5,11,0,0,5,8,5,1,5,0,0,0,0,4,0,0,25,3,1,2,1,7,5,2,1,0,5,10,1,0,0,16,5,7,0,237,7,21,8,16,18,2,7,11,0,0,10,1,4,8,1,0,175,30,28,1,0,1
2020-04-04,14,0,1,0,1,0,3,4,32,1,10,2,0,169,0,37,4,3,43,5,11,0,0,5,11,6,1,6,0,0,0,0,4,0,0,29,3,1,4,1,7,6,2,1,0,7,11,1,0,0,17,5,8,0,256,11,25,10,16,20,3,7,11,0,0,12,2,4,9,1,1,221,40,33,0,0,1
2020-04-05,18,0,1,0,1,0,3,4,33,1,12,2,0,171,0,39,4,3,44,5,12,0,0,5,9,7,1,25,0,0,0,0,4,0,0,30,3,1,4,1,7,6,2,1,0,9,12,1,1,0,20,6,9,0,265,11,27,11,22,20,6,7,12,0,0,13,2,4,9,2,1,240,47,35,0,0,1
2020-04-06,20,0,1,0,1,0,3,5,35,1,14,2,0,180,0,41,4,5,45,5,13,0,0,5,10,8,1,26,0,0,0,0,4,1,0,30,3,1,4,1,9,6,2,1,0,10,12,1,1,0,20,6,9,0,279,11,31,12,22,21,6,8,13,0,0,15,3,7,11,3,1,249,49,39,0,0,1
2020-04-07,25,0,1,1,1,0,3,6,40,1,16,2,0,203,0,42,4,4,47,5,13,1,0,5,12,9,1,31,0,0,0,0,6,1,0,33,3,1,4,1,10,6,2,1,1,12,16,2,2,0,21,6,10,0,303,11,34,14,23,24,7,9,19,0,0,17,3,10,11,3,1,273,55,43,0,0,1
2020-04-08,25,0,1,1,1,0,3,6,40,1,16,2,0,212,0,44,4,5,47,5,13,1,0,5,11,9,1,32,0,0,0,0,6,1,0,33,3,1,4,1,10,6,2,1,1,12,15,2,1,0,21,6,10,0,317,11,33,15,23,24,7,9,20,0,0,19,4,10,11,3,1,293,57,45,0,0,1
2020-04-09,25,0,1,1,1,0,3,6,48,1,17,2,0,231,0,47,4,5,48,5,14,1,0,5,13,9,1,37,0,0,0,0,6,1,0,36,3,1,4,3,10,7,2,1,1,12,17,2,1,0,21,6,10,0,385,13,41,17,24,25,7,9,24,0,0,19,4,10,13,3,1,308,57,54,0,0,1
2020-04-10,26,0,1,1,1,0,3,8,52,1,18,2,0,236,0,47,4,6,53,5,23,1,0,5,11,11,1,46,0,0,0,0,6,1,0,41,5,1,4,3,11,7,2,1,1,13,18,2,1,0,21,6,10,1,413,13,45,17,26,28,8,9,25,0,0,23,6,10,13,3,1,314,65,57,0,0,1
2020-04-11,27,0,1,1,1,0,3,9,56,1,18,2,0,247,0,49,4,6,54,5,24,1,0,6,10,11,2,48,0,0,0,0,7,1,0,42,5,1,4,3,11,7,2,1,1,13,18,2,1,0,21,6,10,1,425,13,45,16,26,28,8,9,25,0,0,24,6,9,13,3,1,323,67,83,0,0,1
2020-04-12,27,0,1,1,1,0,3,9,56,1,18,2,0,264,0,49,4,7,55,5,50,1,0,6,10,11,2,49,0,0,0,0,7,1,0,43,5,1,4,3,11,7,2,1,1,14,18,3,1,0,21,6,10,1,435,13,50,18,26,28,8,9,26,0,0,25,7,9,14,3,1,332,69,104,0,0,1
2020-04-13,27,1,1,1,1,0,4,9,57,1,20,2,0,267,0,51,5,7,56,6,63,1,0,7,11,11,2,50,0,0,0,0,7,1,0,45,6,2,4,3,10,7,2,1,1,15,19,6,1,0,22,6,10,1,455,14,56,23,27,29,10,10,26,0,0,25,7,11,15,5,1,337,73,114,0,0,1
2020-04-14,28,1,1,1,1,0,4,10,62,1,20,3,0,277,0,52,5,9,60,7,71,1,0,7,10,12,2,49,0,0,0,0,7,1,2,45,6,2,4,3,10,7,2,2,1,14,18,6,1,0,25,6,11,1,474,14,59,22,27,28,11,10,28,0,0,28,7,11,15,6,1,358,98,118,0,0,1
2020-04-15,29,1,1,1,2,0,5,35,63,1,21,3,0,294,0,52,5,8,57,7,72,2,0,7,10,14,2,50,0,0,0,0,6,1,2,45,6,2,4,4,10,7,2,2,1,16,19,7,1,0,26,6,11,1,483,14,61,22,27,29,13,10,28,0,0,30,7,10,15,9,1,362,102,118,0,0,1
2020-04-16,29,1,1,1,2,0,5,48,65,1,22,3,0,301,0,57,5,7,58,7,74,2,0,9,10,16,2,50,0,0,0,0,6,1,2,46,6,2,4,5,11,8,2,2,1,19,20,7,2,0,25,6,11,1,497,14,61,24,28,34,14,10,32,0,0,30,7,10,15,9,1,376,107,124,0,0,1
2020-04-17,29,1,1,1,2,0,5,48,65,1,22,3,0,301,0,57,5,7,58,7,74,2,0,9,10,16,2,50,0,0,0,0,6,1,2,46,6,2,4,5,11,8,2,2,1,19,20,7,2,0,25,6,11,1,497,14,61,24,28,34,14,10,32,0,0,30,7,10,15,9,1,376,107,124,0,0,1
2020-04-18,29,1,1,1,2,0,5,48,65,1,22,3,0,301,0,57,5,7,58,7,74,2,0,9,10,16,2,50,0,0,0,0,6,1,2,46,6,2,4,5,11,8,2,2,1,19,20,7,2,0,25,6,11,1,497,14,61,24,28,34,14,10,32,0,0,30,7,10,15,9,1,376,107,124,0,0,1
2020-04-19,43,1,1,1,2,0,5,51,73,1,24,3,0,313,0,67,5,8,68,9,83,2,0,11,10,20,2,55,0,1,2,0,6,1,3,46,6,3,4,6,10,9,2,2,2,19,0,0,0,1,26,6,13,1,560,15,64,27,28,37,17,10,36,0,0,38,7,10,15,13,2,411,108,140,0,1,1
2020-04-20,46,1,1,1,2,0,5,52,75,1,24,3,0,324,0,71,5,8,68,10,86,2,0,11,11,23,2,57,0,1,2,0,6,1,3,46,6,3,4,6,10,9,2,2,2,19,22,8,2,1,26,6,13,1,574,15,65,27,28,39,18,10,36,0,0,38,7,10,19,20,2,422,108,148,0,3,1
2020-04-21,47,1,1,1,2,0,6,52,76,1,24,3,1,345,0,72,5,8,69,10,87,2,0,11,12,23,2,57,0,1,3,0,8,2,3,46,6,3,4,7,10,10,2,2,2,19,23,8,2,1,26,6,13,1,590,15,65,27,28,39,20,10,36,0,0,40,9,10,19,32,1,432,112,192,0,3,1
2020-04-22,49,1,1,1,2,0,6,53,82,1,25,3,1,372,0,71,5,8,70,10,88,2,0,11,12,25,2,61,0,1,3,0,8,2,3,46,6,3,4,8,10,10,2,2,2,19,25,8,2,1,26,6,14,1,607,16,65,28,28,40,20,10,37,0,0,42,9,10,19,34,1,437,112,201,0,3,1
2020-04-23,50,1,1,1,2,0,6,53,86,2,25,3,1,388,0,75,5,9,71,10,89,2,0,11,13,31,2,63,0,1,3,0,13,2,3,47,6,4,4,8,10,11,2,2,2,19,28,8,2,1,26,6,16,1,634,16,68,29,28,40,22,10,38,0,0,44,8,10,19,46,1,454,112,208,0,3,2
2020-04-24,53,1,1,2,2,0,6,53,88,2,26,3,1,393,0,76,5,9,72,10,90,2,0,11,13,31,2,64,0,1,3,0,13,2,3,47,7,4,4,9,10,12,2,2,2,19,30,8,2,1,26,6,17,1,670,16,71,29,28,43,22,10,40,0,0,45,8,11,19,59,1,467,114,216,1,3,1
2020-04-25,54,1,1,2,3,0,6,53,90,2,26,3,1,400,0,76,5,9,73,10,90,2,0,11,13,34,2,64,0,1,3,0,14,2,4,47,7,4,4,9,10,12,2,2,2,21,30,8,2,1,26,6,19,1,694,16,71,29,28,43,21,10,40,0,0,46,8,11,20,68,1,479,114,222,1,3,1
2020-04-26,55,1,1,3,5,0,6,58,91,2,26,3,1,403,0,79,5,9,76,10,90,2,0,11,13,34,2,64,0,1,5,0,15,2,3,47,8,4,5,9,10,13,2,2,2,21,30,8,2,1,26,6,20,1,696,16,72,29,29,44,25,10,40,0,0,47,8,12,20,73,1,491,114,229,1,3,1
2020-04-27,55,1,1,3,5,0,6,58,91,2,26,3,1,404,0,79,5,9,76,10,90,2,0,11,13,34,2,64,0,1,5,0,15,2,3,47,8,4,5,10,11,13,2,2,2,21,30,8,2,1,26,6,20,1,703,16,72,29,29,44,25,10,42,1,0,47,8,12,20,85,1,490,115,231,1,3,1
2020-04-28,64,1,1,5,5,0,8,61,96,2,26,3,1,410,0,79,5,10,76,10,90,2,0,15,13,35,2,64,0,1,5,0,15,2,3,47,8,4,5,10,11,13,2,3,2,21,35,8,2,1,26,6,20,1,729,16,72,32,29,44,27,10,43,1,0,50,10,12,22,107,1,506,116,244,0,3,1
2020-04-29,64,1,1,5,5,0,8,61,97,2,27,3,1,417,0,79,5,10,77,10,90,2,0,15,13,35,2,64,0,1,4,0,15,2,3,47,8,4,5,10,12,14,2,3,2,21,35,8,2,1,26,6,21,1,743,16,73,31,29,44,28,10,43,1,0,52,10,12,22,119,1,522,118,248,0,3,1
2020-04-30,64,1,1,8,5,0,8,62,98,3,27,3,1,419,0,80,5,10,77,10,90,2,0,17,13,36,2,65,0,1,4,0,15,2,3,47,8,5,5,11,13,15,2,3,2,22,53,8,2,1,27,6,21,1,773,16,75,31,29,44,29,10,45,1,0,59,10,12,22,131,1,567,119,256,0,3,1
2020-05-01,65,1,1,9,5,0,8,64,98,3,27,3,1,426,0,81,5,11,80,10,91,2,0,17,14,36,2,65,0,1,4,0,16,2,3,47,8,5,5,11,12,16,2,3,2,24,74,8,2,1,27,6,21,1,816,16,76,34,29,44,32,10,48,1,0,60,11,12,22,138,2,584,120,263,0,3,1
2020-05-02,65,1,1,13,5,0,9,64,98,3,27,3,1,430,0,84,5,11,80,10,91,2,0,18,14,38,2,65,0,1,5,0,16,2,3,47,8,5,5,13,14,16,2,3,2,24,74,8,2,2,27,6,21,1,822,16,76,34,29,44,35,10,51,1,0,65,12,12,22,172,2,607,122,268,0,3,1
2020-05-03,65,1,1,14,5,0,9,69,100,4,27,3,1,432,0,98,5,11,80,11,91,2,0,19,14,39,2,65,0,1,5,0,17,2,3,47,8,5,5,13,14,16,2,3,2,24,77,8,2,2,27,6,21,1,838,16,76,34,29,44,39,10,52,1,0,66,12,12,22,201,14,628,122,273,0,3,1
2020-05-04,65,1,1,14,6,1,9,72,102,4,27,3,1,436,0,102,5,12,80,11,91,2,0,19,14,40,2,65,0,1,5,0,17,2,3,47,8,5,5,13,14,16,2,3,2,24,77,8,3,2,27,6,21,1,841,16,78,34,29,44,38,10,52,1,0,67,12,12,22,236,14,639,122,276,0,3,1
2020-05-05,66,1,1,15,6,2,9,77,103,5,29,3,1,439,0,104,5,12,80,11,92,2,0,21,14,40,2,65,0,1,5,0,18,2,3,48,8,5,5,13,16,17,2,4,2,24,84,8,3,2,27,6,21,1,853,16,78,34,29,44,39,10,52,1,0,68,19,12,22,252,15,645,123,281,0,3,1
2020-05-06,68,1,1,15,6,2,12,77,103,5,29,3,1,447,0,113,5,13,81,11,92,2,0,21,14,41,2,65,0,1,5,0,19,2,3,48,8,5,5,13,16,17,2,4,2,24,84,8,4,2,27,7,21,1,868,16,77,34,29,44,39,10,52,1,0,68,19,13,22,274,15,653,123,283,0,3,1
2020-05-07,69,1,1,17,6,2,12,89,107,6,29,3,1,448,0,115,5,13,82,11,92,2,0,21,14,41,2,65,0,1,5,0,19,2,3,48,8,5,5,13,16,18,3,4,2,24,84,8,4,2,28,7,21,1,895,17,82,34,29,44,39,10,53,1,0,69,19,13,22,308,16,676,125,289,0,3,1
2020-05-08,72,1,1,19,6,2,12,97,107,6,30,3,1,453,0,116,5,13,82,11,92,2,0,22,14,42,2,65,0,1,5,0,19,3,3,48,8,6,5,13,17,18,3,5,2,24,85,8,5,2,28,7,22,1,905,16,85,34,29,45,39,10,54,1,0,70,20,13,22,343,19,684,126,291,0,3,1
2020-05-09,74,1,1,20,6,2,12,100,110,6,30,3,1,455,0,124,5,13,82,11,92,2,0,22,14,45,2,65,0,1,5,0,19,3,3,48,8,7,5,13,17,18,3,5,2,24,85,8,5,2,29,7,22,1,927,16,88,34,29,45,39,10,54,1,0,70,20,13,22,345,19,695,125,296,0,3,1
2020-05-10,74,1,1,20,6,3,12,108,111,6,30,3,1,456,0,124,5,13,82,11,92,2,0,22,15,45,2,65,0,1,5,0,19,3,3,48,8,7,5,13,17,18,3,5,2,24,85,8,5,2,29,7,22,1,945,16,88,34,29,45,39,10,54,1,0,70,21,14,22,403,19,700,129,296,0,3,1
