"Date","Alameda","Alpine","Amador","Butte","Calaveras","Colusa","Contra Costa","Del Norte","El Dorado","Fresno","Glenn","Humboldt","Imperial","Inyo","Kern","Kings","Lake","Lassen","Los Angeles","Madera","Marin","Mariposa","Mendocino","Merced","Modoc","Mono","Monterey","Napa","Nevada","Orange","Placer","Plumas","Riverside","Sacramento","San Benito","San Bernardino","San Diego","San Francisco","San Joaquin","San Luis Obispo","San Mateo","Santa Barbara","Santa Clara","Santa Cruz","Shasta","Sierra","Siskiyou","Solano","Sonoma","Stanislaus","Sutter","Tehama","Trinity","Tulare","Tuolumne","Ventura","Yolo","Yuba"
2020-06-07,3805,2,10,65,19,7,1668,47,106,2122,18,104,2568,22,2720,1492,30,6,63844,163,571,16,33,334,0,37,732,141,50,7440,284,4,8777,1569,105,6040,8345,2747,1161,291,2330,1787,2942,231,42,1,12,566,642,865,55,8,2,2116,7,1303,221,32
2020-06-08,3945,2,10,68,19,7,1706,47,109,2122,19,105,3013,22,2794,1538,30,8,64690,172,589,16,36,334,0,38,751,153,50,7527,294,4,9206,1588,107,6247,8619,2779,1195,299,2394,1817,2973,234,46,1,12,590,653,937,65,9,2,2220,7,1341,225,32
2020-06-09,3985,2,10,71,19,7,1774,47,111,2216,19,105,3133,22,2870,1576,30,8,65945,172,635,16,36,367,0,38,763,157,50,7614,304,4,9590,1624,109,6417,8619,2793,1259,302,2437,1817,3017,235,46,1,13,590,664,937,65,11,2,2381,7,1381,226,32
2020-06-10,4033,2,10,73,21,7,1798,47,111,2318,23,105,3386,22,2942,1637,30,9,67111,178,635,16,36,387,0,38,791,161,50,7737,314,4,9911,1642,109,6593,8837,2809,1309,306,2475,1864,3032,239,47,1,14,617,671,1023,67,12,2,2432,7,1404,227,33
2020-06-11,4232,2,10,73,25,7,1829,47,111,2395,23,105,3405,22,3016,1688,31,9,68959,188,651,16,36,391,0,37,814,163,52,7987,327,4,10240,1670,109,6742,8998,2840,1388,317,2494,1910,3063,249,48,1,14,643,680,1072,69,12,2,2475,8,1466,240,34
2020-06-12,4216,2,10,74,25,7,1877,47,113,2395,24,105,3724,22,3130,1724,32,9,70529,188,664,16,38,391,0,37,865,168,52,8153,344,4,10490,1704,112,6976,8998,2878,1444,324,2533,1910,3117,254,48,1,14,643,701,1072,69,20,2,2564,8,1518,240,34
2020-06-13,4217,2,10,74,26,7,1921,47,113,2547,24,106,4157,23,3195,1759,32,9,72057,198,697,16,38,409,0,37,899,183,52,8269,358,4,10490,1716,121,7161,9314,2906,1547,324,2533,1971,3157,255,49,1,15,657,722,1110,83,21,2,2564,8,1534,252,35
2020-06-14,4320,2,10,74,26,7,1959,47,113,2547,24,106,4157,23,3281,1759,32,9,73018,198,730,16,38,409,0,37,949,183,52,8573,372,4,10490,1753,125,7359,9440,2928,1652,324,2553,1971,3197,257,50,1,16,657,752,1212,86,21,2,2564,9,1567,253,35
2020-06-15,4373,2,11,82,26,7,1983,47,117,2706,32,106,4298,24,3367,1831,34,9,73832,226,751,17,38,409,0,37,995,190,55,8759,390,5,11285,1794,129,7515,9610,2952,1716,347,2594,2069,3230,257,51,1,18,685,758,1242,88,27,2,2664,9,1633,255,36
2020-06-16,4481,2,12,88,26,7,2026,48,118,2788,34,107,4389,24,3452,1831,34,9,75162,250,772,17,47,470,0,37,1015,199,57,8999,411,5,11694,1825,129,7796,9730,2971,1749,356,2625,2115,3254,260,51,1,20,687,765,1267,89,28,2,2664,9,1655,265,37
2020-06-17,4533,2,12,90,26,7,2071,48,121,2788,34,107,4478,24,3512,1870,34,9,77260,275,842,18,47,470,0,37,1075,202,57,9197,432,5,11951,1892,140,8014,9730,2982,1888,376,2653,2115,3288,269,51,1,20,687,774,1267,89,28,2,2881,9,1706,265,37
2020-06-18,4638,2,12,90,26,7,2111,48,125,3058,42,108,4659,24,3590,1976,34,9,78348,295,861,18,54,538,0,37,1121,206,71,9292,460,6,12467,1940,153,8454,10092,3020,1927,389,2678,2253,3363,273,62,1,21,811,803,1322,97,32,2,3004,9,1753,302,39
2020-06-19,4702,2,12,94,28,7,2148,48,130,3187,42,108,4744,24,3706,2057,34,9,79655,314,917,18,54,564,0,37,1156,216,75,9576,476,6,12778,1976,161,8714,10350,3057,1926,404,2721,2319,3398,283,76,1,21,860,822,1473,99,34,2,3046,9,1835,310,41
2020-06-20,4924,2,13,94,28,7,2240,48,130,3245,42,110,4800,24,3793,2057,35,9,81709,314,1030,18,54,564,0,37,1181,224,75,9988,490,6,12778,2069,164,8959,10484,3058,2519,404,2721,2319,3458,286,80,1,22,860,835,1514,101,34,2,3046,10,1865,321,42
2020-06-21,4924,2,13,94,28,7,2294,48,130,3245,42,110,4800,24,3890,2091,35,11,83414,314,1110,18,54,616,0,37,1225,224,75,10422,502,6,12778,2160,170,9156,10794,3058,2519,404,2721,2319,3547,296,81,1,23,860,853,1599,101,34,2,3046,12,1946,330,42
2020-06-22,5007,2,22,111,28,7,2369,48,145,3485,42,112,4800,25,3965,2158,40,11,86017,334,1250,18,62,661,0,40,1291,239,82,10595,519,6,13800,2243,181,9361,11096,3185,2400,442,2825,2446,3606,296,86,1,24,933,885,1639,161,53,2,3177,12,2030,347,43
2020-06-23,5267,2,16,119,29,11,2454,49,150,3672,66,113,5270,27,4049,2158,41,15,88512,359,1349,21,62,710,0,40,1341,239,92,10737,534,6,14431,2374,185,10010,11294,3219,2560,453,2901,2509,3727,322,88,1,25,1020,935,1714,125,54,2,3434,14,2161,366,43
2020-06-24,5275,2,19,127,29,14,2523,49,153,3892,74,122,5549,27,4108,2234,41,15,89633,370,1470,21,72,741,0,40,1397,251,92,11016,556,7,14905,2440,191,10407,11626,3249,2742,473,2961,2590,3832,330,92,1,26,1064,956,1789,127,59,2,3533,15,2260,386,49
2020-06-25,5382,2,20,133,29,16,2576,49,158,4053,87,127,5744,27,4182,2284,42,89,91577,383,1573,22,74,791,0,40,1416,258,101,11511,579,7,15142,2512,194,10769,11961,3297,2884,489,2996,2631,3888,337,96,1,26,1094,974,1871,140,62,2,3646,22,2287,408,51
2020-06-26,5493,2,20,143,32,17,2676,49,158,4374,87,129,5838,29,4300,2298,42,172,93391,415,1636,23,76,824,0,40,1429,270,108,11960,593,7,15643,2666,198,11290,12401,3400,3031,508,3049,2742,3984,344,97,1,26,1118,1006,1940,147,62,2,3705,22,2336,438,57
2020-06-27,5493,2,20,143,32,17,2688,50,158,4474,87,129,6041,27,4340,2318,45,220,95385,415,1746,23,76,824,0,40,1444,270,108,12462,611,7,15643,2666,205,11290,12837,3468,3093,508,3083,2712,3984,349,101,1,27,1118,1006,2000,152,62,2,3705,22,2444,458,61
2020-06-28,5670,2,21,143,32,17,2802,50,158,4474,87,129,6041,30,4478,2318,51,220,97918,415,1936,23,76,824,0,40,1548,270,108,12608,627,7,15643,2776,205,11501,13334,3512,3093,508,3083,2712,4162,349,105,1,27,1118,1092,2115,160,62,2,3705,28,2527,479,65
2020-06-29,5762,2,22,168,32,35,2971,50,178,4811,103,133,6187,31,4548,2394,56,229,100958,488,2210,25,76,824,0,41,1605,310,113,13064,643,8,16634,3004,213,11797,13832,3561,3291,567,3141,2896,4265,349,112,1,28,1126,1118,2165,176,75,2,3872,28,2740,505,71
2020-06-30,5964,2,22,168,32,46,3132,50,178,4811,103,133,6242,31,4655,2394,60,229,103850,488,2210,26,78,979,0,42,1642,317,113,13843,684,9,17296,3223,213,12550,14149,3603,3856,611,3232,2896,4370,379,112,1,28,1126,1136,2165,176,75,2,4156,28,2926,505,71
2020-07-01,6156,2,24,189,40,59,3248,51,198,5289,115,133,6523,32,4768,2504,79,233,105665,541,2394,27,85,1131,0,42,1691,333,117,14413,724,10,18041,3397,239,12746,14623,3648,3914,642,3311,2896,4572,399,129,1,31,1402,1185,2310,197,82,2,4323,30,3096,555,94
2020-07-02,6384,2,26,206,53,70,3326,51,206,5626,122,138,6824,32,4939,2583,85,234,107792,566,2446,27,85,1208,0,41,1748,344,123,15065,754,11,18720,3559,257,13152,15207,3719,4298,675,3376,3261,4750,410,135,1,31,1476,1229,2391,206,88,2,4521,43,3240,583,103
2020-07-03,6472,2,26,206,53,70,3432,51,206,5626,122,144,6979,33,5100,2583,85,234,107806,566,2710,27,85,1272,0,41,1791,344,123,15778,786,11,19450,3559,257,13676,15696,3776,4474,701,3441,3261,4849,417,135,1,31,1476,1267,2391,206,88,2,4627,43,3240,583,103
2020-07-04,6556,2,31,206,53,70,3564,58,226,5851,122,144,7039,33,5130,2600,87,242,107826,578,2719,27,85,1272,0,45,1915,376,129,16191,828,11,19450,4004,265,13676,15696,3776,4474,701,3536,3261,5077,455,148,1,31,1476,1359,2531,243,88,2,4627,43,3240,613,106
2020-07-05,6855,2,31,206,53,70,3662,58,226,6110,122,144,7039,33,5245,2634,87,242,115024,578,2719,27,85,1272,0,45,2064,376,129,16854,877,11,19450,4236,273,14922,16726,3776,4474,701,3536,3261,5273,457,154,1,31,1476,1359,2660,252,88,2,4627,43,3240,677,106
2020-07-06,6855,2,33,206,53,70,3878,58,226,6110,122,144,7190,33,5369,2673,96,242,116570,578,2809,31,85,1272,0,47,2151,436,129,17882,911,11,20555,4236,273,15345,16726,3992,4474,765,3599,3261,5408,459,154,1,32,1476,1359,2660,252,88,2,5009,43,3789,677,128
2020-07-07,6925,2,34,275,61,86,4092,58,264,6924,146,154,7343,34,5543,2755,98,267,120764,713,2989,31,92,1623,0,48,2239,448,151,18892,938,13,21101,4566,292,15932,17578,4020,5600,808,3692,3742,5478,501,163,1,32,1826,1466,2889,275,94,2,5175,57,3858,723,139
2020-07-08,7245,2,35,295,61,98,4241,58,280,7281,153,157,7464,34,5759,2823,100,267,123256,857,3232,31,98,1623,0,49,2270,453,155,20225,970,15,21957,4776,304,16586,17842,4071,5817,845,3743,3808,5552,503,171,1,33,1922,1487,3004,323,98,2,5298,58,3858,760,154
2020-07-09,7407,2,36,319,61,103,4357,58,292,7627,159,161,7654,34,5979,2855,101,269,124992,857,3227,31,107,1793,0,49,2343,466,159,21517,993,15,23334,4932,311,17414,18402,4145,6065,877,3787,3868,5678,506,176,1,33,1985,1519,4364,337,98,2,5509,60,4093,802,163
2020-07-10,7485,2,36,338,67,103,4460,60,307,7627,164,165,7759,34,6195,2855,108,261,127439,857,3364,31,107,1793,0,49,2419,477,163,22650,1021,17,24765,5152,311,18275,18863,4316,6279,905,3846,3868,5863,537,176,1,41,2075,1561,4364,337,98,2,5678,64,4093,839,163
2020-07-11,7725,2,40,338,67,113,4605,60,307,7906,164,165,7827,34,6339,2898,108,275,130394,893,3434,31,113,1884,0,50,2540,477,163,23901,1055,17,24765,5339,336,18912,19371,4426,6279,905,3949,3931,5983,568,187,1,41,2075,1650,4633,372,104,2,5678,64,4246,839,180
2020-07-12,7731,2,40,338,67,113,4661,60,307,8282,164,165,7827,35,6502,2918,108,337,133549,893,3434,31,113,1884,0,51,2682,477,163,24715,1077,17,24765,5489,362,19043,19371,4522,6279,905,3949,3931,6298,569,195,1,41,2075,1703,4732,388,107,2,5678,73,4246,884,192
2020-07-13,7976,2,40,338,67,113,4852,61,307,8282,176,165,7977,35,6601,2970,121,428,136357,893,3702,32,132,1884,0,52,2790,518,163,25255,1114,19,25748,5714,362,19502,19929,4590,6988,1006,4045,3931,6542,569,200,1,41,2075,1819,4973,403,107,2,5942,73,4246,929,198
2020-07-14,8321,2,45,416,75,135,5023,61,350,8756,183,167,8119,37,6759,3078,122,441,140576,1003,3888,34,146,2183,0,52,2835,530,183,26120,1151,20,26481,5938,398,20456,20887,4640,7216,1078,4168,4323,6725,600,203,1,43,2313,1886,5356,441,121,2,6209,76,4619,999,221
2020-07-15,8478,2,48,437,75,140,5140,61,363,8941,190,175,8145,37,6921,3108,133,444,143207,1054,3947,34,155,2260,0,54,2913,561,185,27031,1167,21,27371,6174,408,21468,21446,4696,7428,1112,4254,4412,6951,602,215,1,43,2407,1941,5517,441,126,2,6332,80,4787,1023,221
2020-07-16,8627,2,49,487,75,147,5233,62,381,9124,200,178,8310,38,7074,3172,137,473,147678,1054,4078,35,165,2313,0,63,2983,578,197,27904,1203,22,28177,6395,418,21468,21855,4860,7680,1158,4333,4635,7046,706,220,1,44,2483,1979,5777,471,126,2,6480,84,4968,1062,236
2020-07-17,8858,2,51,522,87,173,5378,62,394,9565,214,181,8397,37,7233,3209,140,488,150424,1179,4157,35,177,2403,0,65,3059,583,204,28309,1235,23,28695,6511,434,23238,21855,4975,7819,1213,4403,4759,7131,736,227,1,44,2554,2027,6077,491,134,2,6683,85,4968,1101,252
2020-07-18,9110,2,51,522,87,173,5538,66,394,9954,214,181,8531,37,7728,3209,140,491,153152,1179,4164,35,185,2403,0,76,3162,583,204,29011,1280,23,28695,6693,437,23566,23114,5116,7819,1213,4465,4759,7300,772,227,1,44,2554,2068,6077,491,134,2,6683,85,5192,1101,252
2020-07-19,9237,2,54,522,87,173,5606,66,394,9954,214,181,8531,37,8447,3247,140,508,155917,1179,4314,37,194,2403,0,76,3228,583,204,29426,1363,23,28695,6935,448,23772,23682,5202,7819,1213,4465,4759,7456,772,242,1,44,2554,2121,6344,520,134,2,6683,85,5192,1162,257
2020-07-20,9256,2,57,640,87,223,5731,66,443,10639,219,189,8606,40,9234,3398,151,512,159045,1179,4376,38,199,2694,0,83,3353,632,228,29986,1403,24,29983,7326,458,24099,24135,5305,8321,1306,4551,4991,7795,772,242,1,50,2759,2169,6508,539,151,2,6896,101,5192,1196,289
