"Date","Aurora","Beadle","Bennett","Bon Homme","Brookings","Brown","Brule","Buffalo","Butte","Campbell","Charles Mix","Clark","Clay","Codington","Corson","Custer","Davison","Day","Deuel","Dewey","Douglas","Edmunds","Fall River","Faulk","Grant","Gregory","Haakon","Hamlin","Hand","Hanson","Harding","Hughes","Hutchinson","Hyde","Jackson","Jerauld","Jones","Kingsbury","Lake","Lawrence","Lincoln","Lyman","Marshall","McCook","McPherson","Meade","Mellette","Miner","Minnehaha","Moody","Oglala Lakota","Pennington","Perkins","Potter","Roberts","Sanborn","Spink","Stanley","Sully","Todd","Tripp","Turner","Union","Walworth","Yankton","Ziebach"
2020-07-02,34,532,4,11,68,344,26,72,0,0,86,15,85,72,18,10,43,17,3,6,5,7,12,23,13,4,0,12,7,8,0,60,13,3,6,39,0,6,22,19,352,68,5,10,4,49,5,9,3638,23,88,536,0,0,47,12,11,12,1,57,17,25,126,14,78,1
2020-07-03,34,539,4,11,70,344,29,76,0,1,90,15,87,75,18,10,44,17,3,8,7,7,12,23,13,4,0,13,7,8,0,64,13,3,6,39,0,6,22,19,357,69,5,12,4,50,5,9,3655,23,89,546,0,0,49,12,12,13,1,57,18,25,132,14,79,1
2020-07-04,34,539,4,11,73,343,29,76,0,1,91,15,87,83,19,10,44,17,4,8,7,8,12,23,13,4,0,13,7,9,0,64,14,3,6,39,0,6,22,19,365,70,5,13,5,50,7,9,3659,23,94,556,0,0,49,12,12,13,1,57,18,25,133,15,79,1
2020-07-05,34,540,4,12,79,347,29,76,0,1,91,15,87,83,19,10,46,18,4,8,9,8,12,23,13,4,0,13,7,10,0,64,14,3,6,39,0,6,22,19,365,70,5,13,5,51,7,10,3663,23,95,560,0,0,52,12,12,14,1,57,18,25,133,15,81,1
2020-07-06,34,541,4,12,81,349,29,76,0,1,91,15,89,83,19,10,47,18,4,8,9,8,12,23,13,4,1,13,7,10,0,65,15,3,6,39,0,6,22,19,366,70,5,13,5,51,7,10,3667,23,99,575,0,0,52,12,12,14,1,57,18,27,137,15,82,1
2020-07-07,34,545,4,12,83,350,29,77,0,1,90,15,90,85,19,10,47,19,4,9,10,8,12,23,14,4,1,13,7,12,0,65,15,3,6,39,0,6,22,19,371,72,5,14,5,52,6,10,3685,23,100,590,0,0,52,12,12,14,1,57,18,27,137,15,82,1
2020-07-08,34,549,4,12,86,350,30,79,1,1,95,15,90,86,19,10,50,19,4,12,10,8,13,23,14,4,1,13,7,12,0,66,15,3,6,39,1,6,22,19,376,75,5,14,5,53,6,10,3706,23,103,606,0,0,52,12,12,14,1,59,18,27,138,16,82,1
2020-07-09,34,551,4,13,86,352,33,84,1,1,96,15,92,90,19,10,51,19,4,27,10,8,13,23,16,5,1,13,7,13,0,68,15,3,6,39,1,6,23,19,381,80,5,15,5,53,6,10,3723,23,108,616,0,0,53,12,12,14,1,61,18,28,140,16,83,2
2020-07-10,34,551,4,13,90,354,33,83,2,1,96,15,93,92,19,10,52,19,4,33,10,8,13,24,16,5,1,13,7,13,0,68,15,3,6,39,1,6,26,19,384,84,5,15,5,53,6,10,3738,23,108,624,0,0,53,12,12,14,1,65,19,28,148,16,84,3
2020-07-11,34,551,4,13,94,356,33,85,3,1,96,15,93,92,20,10,54,19,5,33,10,8,13,24,16,5,1,13,7,13,0,69,15,3,6,39,1,6,29,20,390,82,5,16,5,53,9,10,3751,23,109,630,1,0,56,12,12,14,1,65,19,29,150,16,84,3
2020-07-12,34,553,4,14,95,358,34,86,3,1,96,15,93,92,20,10,55,19,5,35,10,8,13,24,17,5,1,13,7,13,0,70,17,3,7,39,1,8,29,20,396,82,5,17,6,53,9,10,3756,23,112,635,1,0,57,12,14,14,1,66,19,29,151,16,85,3
2020-07-13,34,553,4,14,95,359,34,86,3,1,96,15,93,92,20,11,56,19,5,37,10,8,13,24,17,5,1,13,7,14,0,70,17,3,7,39,1,8,35,20,397,82,5,17,6,54,9,10,3760,23,112,641,1,0,58,12,14,14,1,66,19,29,151,16,85,3
2020-07-14,34,553,4,13,95,361,34,86,3,1,97,15,94,93,20,11,57,19,5,37,10,9,13,24,18,6,1,13,7,14,0,72,18,3,7,39,1,8,37,21,400,82,5,17,6,54,9,10,3778,23,111,649,1,0,58,12,14,14,1,64,19,29,156,16,88,3
2020-07-15,34,557,4,13,96,362,34,86,3,1,98,16,94,96,22,11,57,19,5,38,10,9,13,24,18,6,1,13,7,14,0,73,18,3,7,39,1,8,41,21,404,82,5,19,6,54,10,10,3796,24,118,674,1,0,59,12,14,14,1,65,19,30,156,16,88,3
2020-07-16,35,558,4,13,97,363,34,89,3,1,98,16,94,96,22,11,57,19,5,40,10,9,14,24,18,6,1,13,7,14,0,75,18,3,7,39,1,8,43,21,405,82,5,19,6,58,12,10,3802,24,122,679,3,0,59,12,16,14,1,65,19,30,157,17,88,3
2020-07-17,35,561,4,13,102,365,34,91,4,1,98,16,95,101,22,11,65,19,5,42,12,9,14,24,17,6,1,13,7,14,0,76,20,3,7,39,1,8,47,21,406,83,5,21,6,58,13,10,3822,24,126,704,4,0,59,12,16,14,1,65,19,30,157,18,90,3
2020-07-18,35,566,4,13,103,366,37,99,5,1,98,16,95,103,22,11,66,19,5,42,13,10,14,24,17,6,1,13,7,14,0,76,20,3,7,39,1,8,49,22,411,83,5,21,6,58,13,10,3846,26,126,713,4,0,62,12,16,14,1,65,19,31,159,18,90,3
2020-07-19,35,571,5,13,104,366,37,104,5,1,98,16,97,103,22,11,67,19,5,45,14,10,14,24,17,6,1,13,7,14,0,78,20,3,7,39,1,8,48,22,413,84,5,21,6,58,14,10,3854,26,127,720,4,0,62,12,16,14,1,65,19,33,161,18,90,3
2020-07-20,35,571,5,13,104,366,37,104,5,1,98,16,97,103,22,11,69,19,5,45,15,10,14,24,17,6,1,13,7,14,0,78,21,3,7,39,1,8,48,23,418,84,5,21,6,58,14,11,3869,26,129,725,4,0,62,12,16,14,1,65,19,33,164,18,91,3
