"Date","Alachua","Baker","Bay","Bradford","Brevard","Broward","Calhoun","Charlotte","Citrus","Clay","Collier","Columbia","DeSoto","Dixie","Duval","Escambia","Flagler","Franklin","Gadsden","Gilchrist","Glades","Gulf","Hamilton","Hardee","Hendry","Hernando","Highlands","Hillsborough","Holmes","Indian River","Jackson","Jefferson","Lafayette","Lake","Lee","Leon","Levy","Liberty","Madison","Manatee","Marion","Martin","Miami-Dade","Monroe","Nassau","Okaloosa","Okeechobee","Orange","Osceola","Palm Beach","Pasco","Pinellas","Polk","Putnam","Santa Rosa","Sarasota","Seminole","St. Johns","St. Lucie","Sumter","Suwannee","Taylor","Union","Volusia","Wakulla","Walton","Washington"
2020-03-25,45,5,1,1,11,355,0,3,9,13,47,3,1,0,56,14,5,0,1,0,0,0,0,0,0,8,4,106,0,12,1,0,0,18,42,8,0,0,0,22,5,4,400,8,1,16,0,77,35,118,17,50,14,4,7,27,29,26,8,13,0,0,0,20,0,12,0
2020-03-26,49,5,3,1,13,504,0,3,11,19,65,3,5,0,74,19,7,0,1,0,0,0,0,0,0,9,5,142,0,13,1,0,0,25,56,9,0,0,0,26,5,8,616,12,5,21,0,110,42,169,19,64,17,12,9,34,37,33,10,24,0,0,0,29,0,13,0
2020-03-27,57,7,3,1,16,614,0,5,11,22,81,3,6,0,90,22,11,0,1,0,0,0,0,0,0,10,5,167,0,14,1,0,0,29,76,14,0,0,0,28,8,16,763,16,6,23,0,156,53,194,23,77,26,12,11,40,49,36,14,29,1,0,0,39,0,13,1
2020-03-28,67,7,5,1,26,814,0,12,14,24,92,3,7,0,115,28,13,0,1,0,0,0,0,0,0,13,10,195,0,16,1,0,0,35,101,16,1,0,0,30,17,25,1003,20,6,27,0,206,66,292,28,94,34,12,14,48,61,48,21,33,1,0,0,44,0,15,1
2020-03-29,71,7,6,1,28,838,0,16,15,30,95,3,7,0,125,30,13,0,1,0,0,0,0,0,1,14,10,218,0,17,1,0,0,38,124,18,2,0,0,33,20,26,1192,22,7,31,0,246,83,333,34,113,39,12,20,50,76,50,23,43,1,0,0,47,0,15,1
2020-03-30,79,8,6,2,31,1152,0,18,17,35,119,3,7,0,158,42,13,0,1,0,3,0,0,0,3,21,13,253,0,24,2,0,0,47,164,21,2,0,0,39,23,27,1632,24,8,35,0,293,94,423,38,126,55,13,30,61,87,60,29,46,3,0,0,65,1,15,1
2020-03-31,87,9,8,2,37,1219,1,24,19,41,146,3,7,0,207,94,18,0,1,0,3,0,0,0,4,24,17,305,1,33,2,0,0,66,206,26,2,0,0,53,25,28,2123,27,10,39,0,373,110,551,40,167,73,13,44,76,103,79,38,51,3,0,1,80,1,18,1
2020-04-01,90,9,10,3,38,1232,1,24,19,46,150,3,7,0,218,94,20,0,1,0,3,1,0,0,4,24,17,309,1,33,2,0,0,67,212,28,2,0,0,58,28,29,2202,27,11,39,0,392,115,567,43,170,76,13,44,82,109,83,40,52,4,0,1,80,1,18,1
2020-04-02,95,11,15,5,49,1481,1,38,27,58,178,4,8,0,286,101,25,0,2,0,3,1,0,1,4,34,24,404,1,41,4,0,0,82,275,35,2,0,2,89,33,34,2886,38,16,51,1,541,170,737,66,273,103,14,47,110,145,102,48,66,7,0,1,102,2,19,1
2020-04-03,110,11,18,5,62,1598,2,43,28,69,203,4,9,0,323,113,28,1,3,0,3,1,0,1,5,38,26,463,1,47,4,0,0,88,304,39,2,0,4,104,38,42,3364,40,19,54,2,602,201,858,77,318,126,15,48,124,163,119,60,68,11,0,1,125,3,19,1
2020-04-04,116,11,23,6,72,1765,3,46,34,74,221,10,11,1,387,118,29,1,4,0,4,1,0,1,6,40,30,497,1,50,4,1,0,95,348,42,2,0,6,129,42,53,3890,42,21,59,3,657,216,954,90,342,142,18,50,129,178,132,76,73,17,0,2,134,5,21,1
2020-04-05,123,12,24,7,79,1886,3,47,43,79,231,13,12,1,413,125,31,2,4,0,4,1,0,2,7,43,35,536,1,55,4,1,0,101,379,42,4,0,10,136,50,60,4146,44,21,62,3,713,229,1000,102,359,157,19,55,140,191,141,82,75,18,0,2,151,6,23,1
2020-04-06,131,13,24,8,88,2067,3,55,45,81,246,13,14,1,475,136,32,2,5,0,4,1,1,2,9,48,35,571,1,61,4,3,0,104,397,59,4,0,11,144,53,83,4481,45,25,65,3,744,239,1069,110,362,176,19,58,151,194,146,100,80,32,0,2,151,6,24,1
2020-04-07,139,15,25,11,98,2230,3,67,51,88,271,16,16,1,521,168,35,2,6,1,4,1,1,2,9,51,37,608,2,62,4,4,0,116,434,68,5,0,11,162,63,98,4997,49,26,69,4,763,254,1136,120,380,197,19,65,172,202,151,118,84,32,1,2,162,6,26,2
2020-04-08,144,15,28,15,102,2358,4,76,54,97,277,17,18,2,549,180,35,2,8,1,4,1,1,2,10,56,41,626,3,63,4,8,0,136,462,71,5,0,12,171,65,101,5354,51,29,78,4,803,272,1206,125,394,206,21,69,180,216,154,130,90,46,1,2,163,7,26,2
2020-04-09,150,16,30,20,106,2454,4,79,57,103,292,17,19,1,589,184,37,2,10,3,4,1,1,3,11,58,45,644,2,68,5,8,1,139,496,74,6,0,12,175,72,109,5745,52,30,80,5,857,295,1260,128,413,212,25,71,190,228,162,132,98,54,1,2,179,7,26,3
2020-04-10,167,16,36,22,115,2645,5,85,60,114,318,23,20,1,609,197,44,2,14,4,4,1,2,3,14,62,47,671,2,68,5,9,1,147,547,82,6,0,14,198,82,111,6119,55,33,83,5,895,300,1388,141,428,237,28,103,208,235,163,144,106,58,1,2,187,7,27,3
2020-04-11,174,17,36,24,120,2806,5,107,66,158,344,24,20,2,635,206,44,2,14,4,4,1,2,3,16,65,51,690,2,70,5,9,1,149,584,112,6,1,14,203,83,115,6487,58,33,91,5,914,317,1441,148,444,242,29,105,219,242,167,148,107,66,1,2,195,7,27,3
2020-04-12,215,17,37,29,133,2945,5,113,71,163,361,26,20,2,668,224,45,2,17,4,4,1,2,3,20,71,56,759,2,74,6,12,1,150,617,120,8,1,14,236,93,122,7058,59,34,101,5,949,323,1646,160,455,254,43,109,226,255,173,152,110,67,1,2,201,8,29,4
2020-04-13,187,17,38,30,148,3177,5,119,72,165,376,27,22,2,691,241,45,2,36,4,5,1,2,3,22,71,61,813,2,77,6,12,1,162,642,150,7,2,14,252,101,129,7459,64,34,103,5,1024,333,1704,169,479,270,42,113,230,268,176,161,112,68,1,2,216,12,29,4
2020-04-14,195,17,38,31,163,3261,5,123,75,168,380,28,22,2,718,247,45,2,38,6,5,1,2,3,23,71,62,819,4,77,6,13,1,169,657,150,7,2,14,261,104,135,7712,64,35,104,5,1038,349,1740,177,494,279,43,114,241,275,177,165,113,75,1,2,226,12,29,5
2020-04-15,194,17,39,35,173,3363,5,124,74,170,395,34,22,3,745,260,46,2,40,6,5,1,2,3,26,76,64,869,4,78,6,22,1,179,677,154,7,2,15,276,107,138,8066,66,37,107,5,1073,361,1814,186,513,286,46,115,252,283,179,172,114,80,1,2,242,13,29,5
2020-04-16,200,17,42,39,192,3466,5,127,80,184,416,35,22,3,776,277,50,2,44,4,5,1,2,4,27,76,66,878,4,83,8,23,1,186,687,165,9,2,16,309,112,142,8326,66,40,117,5,1114,384,1867,190,530,304,49,118,260,306,182,186,117,83,1,2,255,14,29,5
2020-04-17,202,17,44,40,205,3688,6,131,82,216,445,35,23,3,817,290,55,2,47,4,5,1,3,4,31,83,66,924,5,85,8,23,1,197,721,174,9,2,19,326,116,147,8824,68,42,124,5,1158,392,2088,193,565,316,52,130,274,313,186,192,120,87,1,2,270,14,31,6
2020-04-18,205,17,48,42,210,3838,6,138,82,223,457,36,23,3,835,304,66,2,48,4,5,1,3,4,39,84,66,943,5,83,8,24,1,203,739,169,11,2,20,362,118,148,9045,73,42,127,6,1180,403,2138,198,587,320,55,133,279,315,188,196,144,90,1,2,291,14,32,5
2020-04-19,210,17,55,42,215,3971,6,138,84,247,463,39,24,3,854,309,75,2,51,4,5,1,3,4,41,84,70,960,6,84,8,26,1,207,769,176,12,2,21,417,121,151,9354,73,44,131,7,1198,409,2170,205,592,326,56,138,284,320,190,202,147,98,1,3,333,14,32,6
2020-04-20,218,17,57,42,218,4078,6,139,86,249,470,40,24,4,896,315,76,2,57,4,5,1,3,4,44,84,71,973,6,85,9,26,1,211,785,184,13,2,23,433,129,155,9657,73,46,131,7,1216,410,2260,209,607,335,58,140,291,325,192,204,153,98,2,2,342,15,32,6
2020-04-21,224,17,58,42,224,4168,6,143,92,256,477,43,24,4,909,340,78,2,57,4,5,1,4,4,46,84,71,979,8,85,11,26,1,213,795,186,12,2,26,443,130,160,10056,73,46,134,8,1235,417,2320,213,632,356,59,139,297,328,194,206,163,102,2,3,366,15,32,9
2020-04-22,227,17,59,42,225,4228,6,148,92,257,483,42,24,4,925,418,78,2,58,4,5,1,5,4,52,84,71,982,8,85,11,26,1,213,794,186,13,2,35,445,130,161,10153,73,46,135,8,1251,423,2403,218,638,361,65,144,299,332,195,207,164,104,2,3,375,15,32,10
2020-04-23,231,19,60,42,235,4431,6,178,94,264,507,46,24,4,956,420,106,2,69,4,5,1,6,5,59,83,74,1008,9,88,13,26,1,217,887,191,13,2,40,473,145,166,10588,74,48,141,9,1274,449,2554,221,656,379,75,141,310,340,200,220,166,106,3,3,420,17,34,10
2020-04-24,244,20,63,42,247,4591,6,199,95,266,526,46,24,5,955,434,106,2,79,4,5,1,6,9,64,86,76,1022,9,89,13,27,1,219,940,207,13,2,41,491,148,169,10926,77,49,145,9,1290,461,2600,230,673,393,81,143,314,348,203,223,167,107,3,4,428,20,35,12
2020-04-25,245,20,63,42,250,4659,6,202,95,267,535,47,24,6,965,442,116,2,80,4,5,1,6,10,64,89,76,1041,9,89,13,27,1,221,944,208,13,2,41,497,150,169,11005,77,50,149,9,1304,463,2614,233,677,400,83,147,318,351,203,225,169,109,3,4,432,20,35,12
2020-04-26,251,20,65,43,252,4729,6,203,97,267,552,49,24,6,984,457,121,2,81,4,6,1,6,10,65,89,76,1048,9,89,13,27,1,222,961,210,13,2,43,508,151,174,11351,78,53,149,9,1322,463,2697,233,687,410,87,149,321,357,204,228,171,116,3,4,434,21,35,12
2020-04-27,254,20,68,44,266,4794,6,211,97,271,562,53,25,5,990,470,127,2,87,4,6,1,6,13,68,89,80,1062,9,90,13,28,1,223,971,212,13,2,44,533,151,183,11570,79,53,149,10,1339,470,2763,237,698,441,87,150,323,367,204,236,173,118,3,4,440,22,35,12
2020-04-28,255,20,70,44,268,4847,6,219,97,272,568,55,26,6,1001,485,131,2,94,4,6,1,6,14,72,89,81,1080,9,90,13,28,1,226,990,213,18,2,49,563,160,185,11831,79,53,152,10,1363,474,2877,239,709,457,103,151,334,374,207,239,177,128,3,4,445,22,35,12
2020-04-29,262,20,70,46,270,4898,8,223,97,272,581,57,28,6,1007,496,133,2,94,4,6,1,6,16,80,89,81,1105,9,90,14,28,1,227,1003,214,18,3,49,567,165,186,11927,78,56,153,10,1371,479,2911,241,718,468,103,153,338,373,207,239,176,129,3,4,448,22,35,12
2020-04-30,267,20,72,46,285,4953,8,236,99,273,596,58,29,7,1012,506,133,2,95,5,6,1,6,18,83,90,81,1124,10,90,14,28,1,227,1021,219,19,3,55,580,175,191,12063,79,56,154,11,1385,478,2963,249,729,483,106,154,352,379,208,247,181,130,3,4,452,23,38,12
2020-05-01,273,22,72,47,289,5144,8,245,99,276,610,64,30,7,1025,532,134,2,103,5,6,1,7,22,92,92,84,1163,10,91,14,28,2,233,1067,226,19,6,58,591,178,197,12389,79,57,156,12,1413,486,3041,252,748,500,108,158,365,385,210,249,217,139,3,5,500,24,38,12
2020-05-02,275,22,75,48,297,5257,14,244,99,278,628,68,31,7,1038,538,138,2,105,5,6,1,7,29,96,92,86,1240,10,92,14,28,2,234,1085,233,19,8,58,607,182,199,12632,80,58,158,13,1422,504,3080,275,757,514,117,157,372,395,212,254,221,141,3,5,509,23,43,12
2020-05-03,286,22,76,48,308,5312,15,249,99,279,640,92,32,9,1045,593,140,2,107,6,6,1,7,32,101,94,85,1281,10,97,15,28,2,234,1118,234,19,60,60,619,184,202,12775,80,59,160,14,1434,509,3130,278,766,523,120,157,377,394,211,257,226,141,3,5,513,24,49,12
2020-05-04,289,22,76,48,310,5383,15,257,99,285,653,96,39,10,1072,595,140,2,113,6,6,1,7,33,111,96,87,1300,10,98,15,28,2,235,1138,243,20,60,61,636,184,215,13092,80,59,160,18,1438,516,3311,282,784,536,121,158,385,396,211,260,233,141,3,5,514,24,50,12
2020-05-05,289,22,76,48,319,5492,15,269,100,287,656,96,40,10,1084,598,141,2,115,6,6,1,7,34,115,96,88,1324,10,99,15,28,3,235,1160,243,20,60,61,684,193,218,13224,80,59,161,17,1446,514,3390,284,788,547,120,158,395,403,214,259,236,142,3,5,521,29,50,12
2020-05-06,295,22,76,48,320,5553,19,294,101,288,677,96,42,10,1077,604,142,2,120,6,6,1,7,34,120,97,87,1331,10,99,23,28,3,236,1176,243,20,70,61,722,196,224,13371,80,60,162,18,1460,529,3480,285,801,564,120,158,405,408,216,265,234,143,3,5,526,29,51,12
2020-05-07,300,22,76,48,325,5677,24,304,102,292,705,101,42,11,1083,616,145,2,121,6,6,1,7,35,129,97,90,1364,10,99,31,28,3,237,1212,249,20,114,61,737,202,233,13585,80,60,163,22,1474,544,3587,289,820,594,120,160,412,410,222,271,238,144,3,5,534,29,50,12
2020-05-08,306,24,76,48,326,5688,24,312,102,293,712,102,42,12,1088,618,147,2,123,6,6,1,8,35,133,98,93,1371,10,100,74,28,3,237,1219,249,20,196,61,742,202,243,13664,80,60,165,23,1478,554,3615,291,828,601,120,162,416,410,223,275,239,145,3,5,537,29,51,12
2020-05-09,308,24,76,48,328,5780,27,317,104,299,734,102,47,13,1134,634,147,2,128,6,7,1,8,36,136,98,96,1400,10,100,72,28,3,240,1249,252,20,196,61,756,210,245,13841,89,60,168,23,1505,564,3798,293,848,623,125,172,418,411,222,280,240,145,3,6,540,29,55,12
2020-05-10,312,25,76,48,328,5858,27,329,106,300,752,103,47,13,1164,638,147,2,128,6,7,1,18,36,145,100,98,1432,10,100,91,28,3,242,1268,254,20,198,61,776,208,255,14007,88,60,169,28,1505,572,3870,297,861,636,126,173,426,415,222,282,244,146,3,6,548,29,61,12
2020-05-11,320,25,76,48,330,5882,27,337,106,302,766,103,51,13,1171,641,147,2,130,6,7,1,19,36,151,101,99,1448,10,100,97,28,3,243,1285,254,20,198,61,783,211,261,14167,92,61,169,28,1512,573,3889,300,876,655,127,176,430,415,222,284,244,146,3,7,551,29,65,12
2020-05-12,324,25,77,48,346,5973,27,347,107,303,843,105,52,14,1186,659,147,2,137,6,8,1,19,36,159,101,99,1473,10,102,131,28,5,246,1317,266,22,198,61,795,213,274,14385,95,61,169,28,1537,580,4093,302,909,675,127,179,435,418,223,290,244,148,3,7,557,31,66,12
2020-05-13,326,26,77,48,344,5998,31,350,109,303,864,107,52,15,1199,665,148,2,139,7,8,1,86,37,165,101,100,1494,10,102,106,28,5,247,1332,271,22,198,61,806,217,275,14468,96,62,170,25,1553,586,4176,306,923,687,127,179,440,422,229,299,245,149,3,10,566,31,68,12
2020-05-14,330,26,78,49,348,6057,33,357,109,306,882,107,58,18,1215,671,148,2,140,7,9,1,134,39,176,104,103,1530,10,103,105,28,5,248,1350,275,22,199,62,813,217,281,14742,95,63,172,32,1577,594,4278,308,962,698,127,180,487,426,231,301,246,151,3,14,576,31,73,12
2020-05-15,330,26,80,49,356,6133,38,367,110,308,915,108,61,22,1252,682,153,2,180,7,10,1,144,39,180,105,103,1568,11,104,125,28,5,249,1385,276,24,199,62,826,218,294,15011,95,65,174,33,1615,608,4391,313,997,716,127,182,496,429,231,313,250,151,3,14,590,31,76,14
2020-05-16,329,26,83,49,359,6201,38,370,110,313,923,108,61,22,1259,682,156,2,212,7,9,1,144,39,205,108,104,1585,10,104,126,28,6,250,1401,276,24,199,62,834,220,296,15366,95,65,177,34,1629,616,4440,314,1008,722,128,182,498,431,231,316,251,153,3,20,591,31,77,13
2020-05-17,332,26,84,49,365,6243,40,380,112,317,948,111,66,22,1284,689,156,2,223,7,9,1,147,40,211,109,104,1614,10,106,129,28,6,252,1456,280,25,199,63,849,222,321,15658,100,66,177,35,1655,622,4524,316,1022,736,131,183,508,432,231,323,251,158,3,25,594,32,77,13
2020-05-18,337,26,85,49,367,6322,41,389,112,320,1006,113,68,25,1300,707,160,2,240,7,10,1,147,42,222,110,104,1653,12,106,131,28,6,254,1481,290,25,199,64,867,223,371,15864,99,66,178,43,1679,627,4658,319,1051,746,134,185,518,435,232,334,252,160,5,25,605,32,81,13
2020-05-19,339,26,86,49,371,6369,40,392,114,321,1030,113,69,26,1318,719,167,2,242,8,13,1,147,44,224,109,107,1670,10,108,148,28,6,257,1520,304,25,199,64,888,224,396,15942,99,66,180,45,1699,629,4699,327,1062,766,134,186,533,442,233,337,253,160,5,26,612,32,91,14
