"Date","Arkansas","Ashley","Baxter","Benton","Boone","Bradley","Calhoun","Carroll","Chicot","Clark","Clay","Cleburne","Cleveland","Columbia","Conway","Craighead","Crawford","Crittenden","Cross","Dallas","Desha","Drew","Faulkner","Franklin","Fulton","Garland","Grant","Greene","Hempstead","Hot Spring","Howard","Independence","Izard","Jackson","Jefferson","Johnson","Lafayette","Lawrence","Lee","Lincoln","Little River","Logan","Lonoke","Madison","Marion","Miller","Mississippi","Monroe","Montgomery","Nevada","Newton","Ouachita","Perry","Phillips","Pike","Poinsett","Polk","Pope","Prairie","Pulaski","Randolph","Saline","Scott","Searcy","Sebastian","Sevier","Sharp","St. Francis","Stone","Union","Van Buren","Washington","White","Woodruff","Yell"
2020-03-24,0,0,0,1,1,4,0,0,0,6,0,32,3,1,1,4,1,1,1,0,2,0,14,0,0,10,3,1,1,0,0,3,0,0,21,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,64,0,4,0,2,1,1,0,0,1,1,5,5,1,1,0
2020-03-25,0,0,0,1,1,4,0,0,0,12,0,40,3,1,1,4,1,6,1,0,2,0,23,0,0,16,3,1,1,1,0,3,0,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,78,0,4,0,2,2,1,0,0,1,1,8,6,1,1,0
2020-03-26,0,0,0,18,1,4,0,0,0,15,0,47,3,1,1,4,1,7,1,0,2,1,24,0,0,18,3,1,1,1,0,3,0,0,23,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,83,1,4,0,2,2,1,0,0,1,1,11,10,1,1,0
2020-03-27,0,0,0,23,1,4,0,0,1,17,0,49,3,1,1,4,1,9,1,0,2,1,27,0,0,20,3,1,1,1,0,3,0,0,23,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,88,1,4,0,2,2,1,0,0,1,1,16,13,6,1,0
2020-03-28,0,0,1,28,1,4,0,0,1,18,0,50,5,1,1,4,1,14,1,0,2,1,29,0,0,20,3,1,0,1,1,3,0,0,25,1,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,92,1,4,0,2,2,1,0,0,1,5,17,14,6,1,0
2020-03-29,0,1,1,31,1,4,0,0,1,17,0,50,5,1,1,6,1,17,1,0,2,1,30,0,0,25,3,1,0,1,1,3,0,0,25,1,0,1,0,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,0,93,1,6,0,2,2,1,0,0,1,5,17,14,6,1,0
2020-03-30,1,1,1,35,1,4,0,0,1,21,0,56,5,1,1,6,1,17,1,0,2,1,30,0,0,26,3,1,1,1,1,3,0,0,26,1,0,1,0,6,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,3,1,1,0,94,1,6,0,2,5,1,0,0,1,7,20,15,6,1,0
2020-03-31,1,1,1,38,1,4,0,0,1,24,0,61,5,1,1,8,1,17,1,0,2,1,36,0,0,31,3,1,1,1,1,3,0,0,33,1,0,1,0,6,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,5,1,5,0,102,1,10,0,2,7,1,0,1,5,8,19,19,10,1,0
2020-04-01,1,1,1,39,1,4,0,0,2,24,0,62,5,1,1,11,1,29,1,0,2,1,36,0,0,32,3,1,1,1,1,3,0,0,42,1,0,1,0,6,0,0,6,0,0,1,0,0,0,1,1,0,1,0,1,5,1,6,0,107,1,13,1,2,8,1,0,1,5,9,20,22,11,1,0
2020-04-02,1,1,1,40,1,4,0,1,2,26,0,63,5,1,1,12,1,32,1,0,2,1,37,0,0,37,3,1,1,5,1,3,0,0,49,6,0,1,1,6,0,0,7,0,0,7,0,0,0,1,1,0,1,0,1,5,5,6,0,115,1,16,1,2,8,1,0,1,5,10,20,23,15,1,0
2020-04-03,1,1,1,42,1,4,0,1,2,27,0,64,5,1,1,14,1,37,1,0,2,1,40,0,0,37,3,1,1,5,1,3,0,0,51,7,0,1,1,6,0,0,15,0,0,8,1,1,0,1,1,0,1,0,1,5,5,8,0,130,1,19,1,2,8,1,0,1,5,10,20,24,23,1,0
2020-04-04,1,1,1,42,1,4,0,1,2,27,0,65,5,1,1,16,1,43,5,0,2,1,40,0,0,40,3,1,1,5,1,3,0,0,53,7,1,1,1,6,0,0,16,0,0,8,1,1,0,1,1,1,1,0,1,5,5,8,1,137,1,21,1,2,8,1,1,1,5,10,20,25,23,1,0
2020-04-05,1,1,1,43,1,4,0,1,2,27,0,64,5,1,1,18,1,50,5,0,5,1,46,0,0,41,3,1,1,7,5,5,0,0,59,7,1,1,1,7,0,0,16,0,0,8,1,1,0,1,1,1,1,1,1,5,5,11,1,157,1,27,1,5,8,6,1,10,5,12,21,28,25,1,1
2020-04-06,1,1,1,42,1,4,0,1,2,27,0,65,7,1,1,20,1,53,5,1,5,5,47,0,0,41,3,1,1,7,5,5,0,0,62,8,1,1,1,7,0,0,17,0,0,8,1,1,0,1,1,1,1,1,1,5,5,13,1,161,1,29,1,5,8,6,1,11,5,12,21,29,25,1,1
2020-04-07,1,5,1,42,1,5,0,1,2,27,1,66,7,1,1,22,1,58,5,1,5,5,52,1,0,46,3,1,1,7,5,5,1,0,69,11,1,1,1,10,0,1,23,0,0,13,1,1,0,1,1,1,1,1,1,6,5,17,1,175,1,33,1,6,8,6,1,27,5,13,21,29,27,1,1
2020-04-08,1,5,1,45,1,5,0,1,2,27,1,67,7,1,1,23,1,61,5,1,5,5,55,1,0,51,5,6,1,7,5,5,1,0,78,11,1,1,1,11,0,1,23,0,0,16,1,1,0,1,1,1,1,1,1,6,6,20,1,179,6,33,1,6,9,6,1,29,5,13,22,30,27,1,1
2020-04-09,2,8,4,47,3,6,0,2,4,27,1,69,8,3,4,28,3,74,6,1,5,5,55,1,0,61,7,6,3,8,5,5,1,0,90,11,2,9,2,10,0,1,26,1,0,19,6,1,0,1,1,5,2,2,2,6,6,23,2,210,7,31,1,6,9,6,2,31,7,15,26,36,27,1,1
2020-04-10,2,9,4,47,3,6,0,2,4,27,1,69,8,3,4,29,3,86,6,1,6,5,56,1,0,66,7,6,3,8,6,5,1,0,91,12,2,9,2,10,0,1,26,1,0,20,6,1,0,1,1,5,2,3,2,7,6,23,2,225,7,31,1,6,9,6,2,31,7,16,26,37,27,1,1
2020-04-11,2,10,4,47,3,6,0,2,5,27,1,69,8,3,4,31,3,89,6,1,6,6,57,1,0,72,9,6,4,8,6,5,1,0,91,13,2,10,2,10,0,2,27,1,1,22,7,1,0,1,1,5,2,3,2,7,6,26,2,249,8,32,1,6,10,6,2,31,7,18,26,37,28,1,1
2020-04-12,2,10,4,48,3,7,0,2,5,27,1,70,8,3,4,31,3,93,6,1,6,6,59,1,0,81,10,6,5,8,8,5,1,0,95,13,2,11,2,11,0,2,30,1,1,22,7,2,0,1,1,5,2,3,2,7,6,30,2,256,8,32,1,6,10,8,2,32,7,18,26,37,28,1,1
2020-04-13,2,11,4,50,3,7,0,2,5,26,1,70,8,3,4,36,4,103,7,1,6,6,57,1,0,101,10,6,5,8,9,6,2,0,100,13,3,11,2,56,0,2,29,1,1,24,7,2,0,1,1,5,2,4,2,7,6,31,2,273,8,32,1,6,11,8,2,34,7,17,26,43,28,1,1
2020-04-14,2,11,4,60,3,7,0,2,7,26,1,70,8,3,4,36,4,116,7,1,6,6,58,2,0,102,10,6,4,8,9,6,2,1,105,19,3,11,2,56,0,2,29,1,1,28,7,2,0,1,1,5,2,4,2,7,6,31,2,297,8,33,1,6,11,8,2,45,7,17,26,43,28,1,1
2020-04-15,2,11,4,62,3,7,0,2,7,27,1,70,8,4,5,38,4,121,7,1,6,6,58,1,0,103,11,6,4,8,10,6,2,1,106,16,4,11,3,59,0,2,30,1,1,28,7,2,0,1,1,5,2,4,2,7,6,31,2,343,9,34,1,6,11,8,2,45,7,18,26,44,28,1,1
2020-04-16,2,11,4,61,3,7,0,2,7,27,1,70,8,4,5,40,4,122,7,1,6,6,59,1,0,105,11,6,4,8,12,6,2,1,109,18,5,12,3,61,0,2,30,1,1,29,8,2,0,1,1,5,2,4,2,9,6,33,2,355,9,36,1,6,11,8,2,63,7,19,26,44,28,1,1
2020-04-17,2,11,4,62,3,7,0,2,7,27,1,70,8,4,5,40,4,127,8,1,6,6,59,1,0,107,11,6,4,8,12,7,2,1,113,20,5,24,3,94,0,2,30,1,1,29,8,2,0,1,2,5,3,4,2,10,7,33,2,360,10,37,1,6,11,8,2,63,7,20,26,45,29,1,2
2020-04-18,2,11,5,62,3,7,0,2,7,27,1,70,8,4,5,42,4,133,8,1,6,6,60,1,0,106,11,9,4,8,12,7,2,1,114,21,4,25,3,110,0,3,30,1,1,29,8,2,0,1,2,5,3,4,2,10,7,35,2,368,11,41,1,6,11,8,2,64,7,23,26,45,29,1,2
2020-04-19,2,11,5,62,3,7,0,2,7,27,1,70,8,5,5,43,4,139,8,1,7,6,62,1,0,107,11,8,5,8,14,8,2,1,118,22,4,26,3,111,0,3,26,1,1,29,8,3,0,1,2,5,3,4,2,10,7,35,2,377,11,43,1,6,11,9,2,64,7,24,26,46,29,1,2
2020-04-20,2,12,5,62,3,7,0,2,7,27,1,71,8,5,5,44,4,142,8,1,7,6,62,1,0,108,11,8,5,8,14,8,2,1,126,22,4,26,3,258,0,3,26,1,1,30,9,4,0,1,2,5,3,4,2,10,7,35,2,388,14,45,1,6,11,10,2,65,7,26,26,54,29,1,2
2020-04-21,2,12,5,66,3,7,0,2,7,27,1,71,8,5,5,45,4,145,8,1,7,6,62,1,0,109,11,9,5,8,14,8,2,1,126,22,4,26,3,258,0,3,26,1,1,30,9,4,0,1,2,5,3,4,2,10,7,35,2,390,14,45,1,6,11,10,2,65,7,26,26,59,29,1,2
2020-04-22,2,13,5,68,4,7,0,2,7,27,1,71,8,5,5,48,4,147,9,1,9,7,64,1,0,109,11,10,5,8,14,8,2,1,135,22,4,29,3,445,0,3,27,1,1,30,9,4,0,1,2,5,3,4,3,11,7,35,2,404,14,47,1,6,11,10,2,66,7,26,26,60,29,1,2
2020-04-23,2,13,5,70,4,7,0,2,7,27,1,71,8,5,8,55,4,156,11,1,14,10,67,1,1,109,11,13,5,9,13,8,2,1,142,26,6,37,3,630,0,3,30,1,1,31,10,4,0,1,3,5,3,4,3,13,7,37,2,427,14,51,1,6,12,10,2,69,7,29,26,62,29,1,3
2020-04-24,2,13,5,77,4,7,0,3,7,28,1,72,8,6,10,58,4,167,11,1,16,13,67,1,1,110,11,14,5,9,13,9,3,1,145,26,6,38,3,707,0,3,31,1,1,32,10,4,0,1,3,5,6,4,3,14,7,37,2,440,15,54,1,6,12,10,2,74,7,30,26,71,30,1,3
2020-04-25,2,13,5,79,4,7,0,4,8,29,2,72,9,6,10,62,4,169,11,1,16,13,70,1,1,111,11,14,5,9,13,9,3,1,149,26,6,41,3,721,0,3,33,1,1,32,11,4,0,1,3,5,6,4,3,14,7,37,2,471,15,54,1,6,12,11,2,75,7,32,27,74,31,1,3
2020-04-26,2,13,5,93,5,8,0,4,9,28,2,72,10,6,11,62,4,171,16,1,16,13,73,1,1,111,11,16,5,10,13,9,5,1,153,29,6,42,3,727,0,3,38,1,1,32,11,4,0,1,3,5,6,4,3,16,7,41,2,478,16,55,1,6,12,11,2,80,7,33,27,77,31,1,3
2020-04-27,2,13,5,94,5,8,0,4,9,27,2,72,10,9,12,68,4,174,16,1,16,13,75,2,1,114,12,16,5,10,13,9,5,1,160,30,7,43,3,754,0,3,39,1,1,33,13,4,0,1,3,6,6,5,3,18,8,42,2,484,16,56,1,6,12,11,3,81,7,38,27,77,31,1,3
2020-04-28,2,13,5,94,5,8,0,5,9,27,3,72,10,12,12,70,4,177,16,1,16,13,75,2,1,115,12,16,6,15,13,9,5,1,162,29,7,45,3,755,0,3,40,1,1,33,14,4,1,1,3,6,6,5,3,18,8,42,2,490,17,57,1,6,12,11,6,82,7,43,27,77,31,1,3
2020-04-29,2,13,5,101,5,11,0,5,9,27,3,73,10,12,13,73,4,180,16,1,16,14,76,2,1,115,13,16,6,16,13,9,5,1,168,29,7,46,3,756,0,3,41,1,1,33,15,4,1,1,3,6,6,5,3,19,8,43,2,500,17,59,1,6,12,11,6,83,7,44,28,84,33,1,3
2020-04-30,2,15,5,102,5,12,0,5,9,30,3,73,11,13,13,74,4,187,17,1,16,16,76,2,1,116,14,16,6,19,13,9,5,1,169,31,7,59,3,814,0,3,41,1,1,34,19,4,1,1,3,6,7,5,3,22,8,43,2,518,17,67,1,6,13,11,10,83,7,50,28,86,34,1,3
2020-05-01,2,16,5,107,5,12,0,5,9,30,3,73,11,13,13,80,4,188,21,1,16,16,76,2,1,117,14,16,6,19,13,10,6,1,177,31,8,59,3,816,0,3,41,1,1,34,20,4,1,1,3,7,7,5,3,23,8,43,2,527,18,67,1,6,13,12,10,84,7,54,28,87,34,1,3
2020-05-02,2,16,5,112,4,11,0,6,9,31,3,73,11,13,13,81,5,193,21,1,16,15,76,2,1,117,14,16,6,19,13,10,6,1,178,31,8,60,3,817,0,3,41,1,1,34,20,4,1,1,3,7,7,5,3,23,7,44,2,539,18,67,1,6,13,12,9,87,8,54,28,87,34,1,4
2020-05-03,3,16,5,112,4,11,0,6,9,31,3,73,11,13,13,81,5,197,24,1,16,16,77,2,1,118,14,19,6,20,13,10,9,1,184,31,8,66,3,822,0,3,43,1,1,35,20,4,1,1,3,7,7,6,3,23,8,44,2,550,18,68,1,6,13,12,9,93,8,60,28,90,35,1,5
2020-05-04,3,16,5,112,4,11,0,6,9,32,3,73,11,13,13,84,5,196,25,1,16,16,77,2,1,117,14,19,7,20,14,11,9,1,195,31,8,67,3,842,0,3,44,1,1,35,23,4,1,2,3,7,7,6,3,23,8,44,2,551,19,68,1,6,13,13,9,95,8,62,28,91,35,1,6
2020-05-05,2,15,5,110,4,11,0,6,9,32,3,72,11,13,13,85,4,197,25,1,16,16,77,2,3,117,14,21,7,20,14,11,10,1,199,31,8,67,4,853,0,2,44,1,1,35,41,4,1,2,3,7,7,5,3,25,7,45,2,565,19,67,1,6,13,14,7,95,8,62,28,91,35,1,6
2020-05-06,2,17,5,111,4,11,0,6,10,32,3,72,11,15,13,88,4,202,27,1,17,19,78,2,3,117,14,21,7,22,14,11,11,1,217,31,9,69,4,883,0,3,44,1,1,35,42,4,1,2,3,7,7,5,3,25,7,46,2,576,21,67,1,6,14,14,7,98,8,67,28,94,35,1,7
2020-05-07,2,17,5,113,4,11,0,6,10,32,3,72,12,15,13,92,5,203,27,1,17,19,81,2,3,118,14,22,7,22,14,12,11,1,223,33,9,69,4,899,0,3,44,1,1,35,42,4,1,3,3,8,7,5,3,25,7,47,2,588,21,70,1,6,14,14,8,104,8,73,28,102,35,1,7
2020-05-08,2,17,5,116,4,11,0,6,10,32,3,72,13,15,13,92,5,205,27,1,16,19,81,2,3,118,15,22,7,22,14,12,11,1,226,34,9,69,4,907,0,3,44,1,1,36,47,4,1,3,3,8,7,4,3,25,7,47,2,603,21,72,1,6,14,16,8,108,8,73,28,105,35,1,7
2020-05-09,2,17,5,116,4,11,0,6,10,32,3,72,13,15,13,92,5,205,27,1,16,19,81,2,3,118,15,22,7,22,14,12,11,1,226,34,9,69,4,907,0,3,44,1,1,36,47,4,1,3,3,8,7,4,3,25,7,47,2,603,21,72,1,6,14,16,8,108,8,73,28,105,35,1,7
2020-05-10,2,18,5,123,4,11,0,6,10,33,3,72,13,15,13,97,5,210,29,1,16,19,82,2,3,119,15,23,7,26,14,17,11,1,234,34,9,70,5,937,0,3,45,1,1,36,52,5,1,3,3,9,8,4,3,25,7,47,2,627,21,73,1,6,15,18,11,278,8,76,28,110,36,1,7
2020-05-11,2,18,5,123,4,11,0,6,10,33,4,72,13,15,13,98,5,210,29,1,17,19,82,2,3,119,15,23,7,26,14,17,13,1,238,34,9,69,5,941,0,3,45,1,1,37,52,5,1,3,3,9,8,4,3,25,7,48,2,630,22,73,1,6,15,21,16,279,8,76,28,110,36,1,7
2020-05-12,2,18,5,127,4,11,0,6,10,34,3,72,13,15,13,103,8,212,31,1,17,19,82,2,3,120,15,24,7,27,14,17,13,1,273,35,9,71,9,942,0,3,44,1,1,38,53,5,1,3,3,8,8,4,3,25,7,48,2,640,22,75,1,6,15,21,25,305,8,80,28,111,37,1,7
2020-05-13,2,18,5,131,4,12,0,6,10,35,3,72,15,15,14,113,8,216,34,1,17,19,83,2,3,121,16,24,7,28,14,19,13,1,280,35,9,71,9,942,0,4,43,1,1,40,54,5,1,3,3,9,8,4,3,25,7,51,2,647,22,76,1,6,15,24,26,310,8,84,28,114,36,1,7
2020-05-14,2,18,6,136,4,12,0,6,10,35,3,72,15,15,14,127,8,219,35,1,18,19,83,2,3,126,16,24,7,29,14,22,13,1,300,35,9,72,10,949,0,4,44,1,1,40,55,5,1,3,3,9,10,4,3,25,7,52,2,661,22,78,1,6,15,24,36,316,8,105,28,126,36,1,9
2020-05-15,2,18,6,139,4,13,0,6,10,35,3,72,16,15,14,130,9,229,35,1,18,19,88,2,3,127,16,24,9,29,14,23,13,1,310,35,9,72,10,952,0,4,45,1,1,42,58,5,1,4,3,9,12,4,3,25,7,61,2,669,22,80,1,6,15,25,37,333,8,105,28,131,36,1,9
2020-05-16,2,18,6,144,4,15,0,6,10,35,3,72,16,15,14,137,11,230,35,1,18,19,91,2,3,129,16,24,9,29,14,25,13,1,362,35,9,73,10,955,1,4,45,1,1,42,61,5,1,4,3,10,12,4,3,26,7,63,2,683,22,81,1,6,15,27,37,335,8,107,28,141,36,1,13
2020-05-17,2,18,6,149,4,15,0,5,10,35,3,72,16,15,14,140,11,234,35,1,18,19,93,2,4,129,16,24,9,29,14,25,13,1,491,35,9,73,11,955,1,4,45,1,1,42,61,5,1,4,3,10,12,5,3,26,8,73,2,686,22,82,1,6,16,28,37,341,8,107,28,143,36,1,23
2020-05-18,2,18,6,150,4,15,0,6,11,35,4,72,16,16,14,141,11,237,36,1,18,19,94,2,4,130,16,24,9,29,14,26,13,1,491,35,9,73,12,965,1,4,45,1,1,42,62,5,1,4,3,10,12,5,3,27,8,76,2,693,22,82,1,6,16,32,37,349,8,107,28,145,37,1,28
2020-05-19,2,19,6,155,5,14,0,6,11,35,4,72,17,18,14,147,12,241,39,1,18,19,95,2,4,130,16,25,9,29,14,26,14,1,497,35,9,77,12,965,1,4,46,2,1,42,65,5,1,4,3,10,12,5,3,28,8,76,2,713,23,82,1,6,17,46,38,362,8,117,28,151,37,1,30
2020-05-20,2,19,6,163,5,14,0,6,11,35,4,73,17,20,14,153,12,250,40,1,18,19,95,2,4,130,16,29,10,29,14,27,14,1,499,35,9,77,12,966,1,4,46,2,1,42,66,5,1,4,3,10,12,5,3,28,9,79,2,724,24,82,1,6,18,49,40,365,8,121,28,154,37,1,38
2020-05-21,2,19,6,190,5,15,0,8,12,35,4,73,17,20,14,170,12,267,41,1,18,19,98,2,4,131,16,34,12,29,14,27,14,1,500,36,9,79,13,966,1,4,46,2,1,42,69,5,1,4,3,10,12,6,4,30,9,92,2,740,24,83,1,6,18,50,42,600,8,140,28,180,37,1,73
