"Date","Adams","Allen","Ashland","Ashtabula","Athens","Auglaize","Belmont","Brown","Butler","Carroll","Champaign","Clark","Clermont","Clinton","Columbiana","Coshocton","Crawford","Cuyahoga","Darke","Defiance","Delaware","Erie","Fairfield","Fayette","Franklin","Fulton","Gallia","Geauga","Greene","Guernsey","Hamilton","Hancock","Hardin","Harrison","Henry","Highland","Hocking","Holmes","Huron","Jackson","Jefferson","Knox","Lake","Lawrence","Licking","Logan","Lorain","Lucas","Madison","Mahoning","Marion","Medina","Meigs","Mercer","Miami","Monroe","Montgomery","Morgan","Morrow","Muskingum","Noble","Ottawa","Paulding","Perry","Pickaway","Pike","Portage","Preble","Putnam","Richland","Ross","Sandusky","Scioto","Seneca","Shelby","Stark","Summit","Trumbull","Tuscarawas","Union","Van Wert","Vinton","Warren","Washington","Wayne","Williams","Wood","Wyandot"
2020-07-01,21,297,55,421,37,99,534,53,1448,51,38,739,356,62,1209,81,135,7013,236,48,518,229,503,46,9338,57,14,390,222,60,5224,76,113,12,29,43,76,204,177,17,80,39,443,65,416,58,962,2628,188,1752,2731,491,11,272,442,86,1784,9,115,73,11,130,23,30,2176,20,418,66,115,318,109,122,36,33,59,1052,1969,863,515,80,27,22,757,127,354,65,384,58
2020-07-02,21,297,55,421,37,99,534,53,1448,51,38,739,356,62,1209,81,135,7013,236,48,518,229,503,46,9338,57,14,390,222,60,5224,76,113,12,29,43,76,204,177,17,80,39,443,65,416,58,962,2628,188,1752,2731,491,11,272,442,86,1784,9,115,73,11,130,23,30,2176,20,418,66,115,318,109,122,36,33,59,1052,1969,863,515,80,27,22,757,127,354,65,384,58
2020-07-03,22,305,58,425,43,104,543,54,1511,58,39,761,390,66,1288,90,134,7392,245,49,541,234,529,46,9825,61,14,399,244,67,5605,78,120,12,29,44,78,220,199,18,83,45,480,67,442,58,983,2669,192,1805,2730,506,11,278,455,88,1918,11,116,76,11,139,23,32,2184,22,428,70,126,325,113,126,38,33,64,1079,2079,916,529,80,32,22,814,130,359,68,404,58
2020-07-04,23,308,58,431,49,106,544,56,1547,58,39,765,394,68,1295,94,135,7571,246,50,553,236,543,46,10023,61,16,400,248,68,5770,78,120,12,29,44,78,226,211,22,87,48,492,68,466,58,997,2700,193,1818,2730,508,12,280,455,88,1931,11,116,81,11,143,23,32,2188,23,432,73,127,332,118,127,38,33,65,1091,2110,925,541,82,34,22,823,131,360,69,412,58
2020-07-05,22,315,59,433,56,106,546,56,1576,59,40,765,400,68,1303,97,135,7724,248,50,568,242,559,46,10271,61,17,405,251,70,5924,78,123,12,29,45,78,231,215,23,87,51,497,70,477,62,1021,2723,195,1825,2732,516,12,281,463,89,1981,11,116,83,11,143,23,34,2191,23,440,73,128,337,124,134,38,33,68,1107,2131,939,552,85,34,22,839,132,362,70,421,58
2020-07-06,24,321,59,435,59,107,549,57,1599,59,40,766,414,68,1307,111,135,7883,251,51,582,244,572,46,10410,61,18,407,258,74,6019,79,123,12,30,45,78,236,220,23,88,51,500,71,493,62,1035,2752,197,1832,2734,523,12,282,466,89,2034,11,116,83,11,149,25,35,2197,23,442,73,128,345,127,136,41,34,68,1123,2143,967,567,86,35,22,860,135,363,71,428,59
2020-07-07,24,323,60,436,63,107,554,58,1637,59,41,772,422,68,1306,127,136,8048,253,51,588,246,585,46,10587,62,18,408,276,74,6158,79,123,12,30,45,78,239,223,24,91,52,508,72,496,64,1051,2788,199,1849,2734,536,12,287,472,89,2134,11,117,86,11,150,26,35,2201,24,449,78,129,347,130,137,45,34,69,1133,2175,974,568,89,38,22,881,135,363,72,436,59
2020-07-08,24,328,62,437,79,107,555,59,1674,60,44,780,431,68,1309,130,136,8277,253,53,617,250,605,48,10879,63,20,414,287,76,6287,83,123,12,32,46,79,245,228,26,92,53,529,74,520,65,1064,2836,202,1861,2736,543,12,290,475,89,2201,11,118,89,11,160,26,37,2205,24,461,80,132,351,132,138,54,35,70,1156,2241,997,585,92,42,22,895,140,365,72,452,60
2020-07-09,24,338,62,438,91,109,558,59,1721,60,46,784,436,70,1324,132,137,8518,253,54,645,260,614,51,11122,65,20,415,300,76,6396,84,123,12,32,47,79,252,234,27,95,53,551,79,536,66,1073,2859,206,1885,2737,548,12,294,486,89,2283,11,120,92,13,161,27,40,2206,27,477,81,133,359,136,142,56,36,72,1171,2269,1014,590,92,43,22,918,142,367,72,461,61
2020-07-10,25,348,63,445,111,109,567,60,1767,64,51,793,453,79,1350,141,138,8786,253,53,675,267,643,55,11433,66,20,425,322,79,6563,85,123,12,33,49,80,257,238,27,105,53,570,82,560,68,1097,2889,213,1907,2740,566,12,295,503,89,2378,12,121,96,13,166,28,41,2216,27,487,82,134,363,139,157,65,40,74,1196,2299,1032,601,93,45,23,945,144,372,74,474,62
2020-07-11,26,356,67,447,139,109,569,61,1821,67,51,800,473,81,1378,142,138,8979,256,53,698,271,667,55,11724,67,20,425,343,82,6781,86,123,13,33,50,80,259,240,28,109,53,589,83,568,71,1120,2952,216,1928,2745,582,13,299,506,89,2440,11,120,100,14,173,30,44,2222,28,492,90,137,371,144,160,67,41,74,1214,2327,1045,604,93,47,23,977,146,372,76,488,63
2020-07-12,26,366,68,448,167,111,570,63,1863,70,55,816,497,89,1385,142,141,9208,259,54,724,286,692,55,12035,67,21,428,346,81,6950,86,123,14,35,53,81,261,247,30,115,55,609,86,583,71,1152,3007,222,1948,2748,589,13,302,510,89,2513,11,121,104,14,193,32,46,2227,29,502,91,142,378,148,169,71,41,75,1225,2351,1053,609,102,49,23,1009,146,373,76,494,63
2020-07-13,28,385,69,452,192,112,573,62,1897,71,57,820,515,91,1395,143,140,9359,261,55,763,301,719,58,12301,68,21,431,365,82,7046,87,125,13,37,58,83,262,260,31,127,57,627,92,600,71,1189,3079,225,1971,2755,599,13,304,514,89,2579,12,127,106,14,217,34,48,2229,29,509,96,145,390,150,176,77,44,77,1244,2382,1066,621,115,49,23,1018,147,376,77,510,66
2020-07-14,28,391,78,452,201,112,572,62,1942,71,60,832,532,92,1405,155,140,9509,261,56,784,308,751,58,12574,71,21,436,380,83,7179,92,125,13,38,58,84,264,264,32,132,59,643,93,619,73,1208,3110,230,1996,2757,614,13,304,520,89,2647,13,129,106,14,219,35,50,2235,29,507,96,146,392,154,180,80,43,78,1252,2420,1071,628,119,50,23,1068,149,378,77,515,66
2020-07-15,30,399,87,453,220,113,572,64,1975,72,61,840,552,97,1411,155,140,9784,262,58,806,317,773,58,12823,72,24,447,385,83,7279,98,126,13,38,58,90,267,271,33,135,61,661,97,640,75,1226,3162,233,2007,2759,633,15,307,536,89,2724,13,130,110,14,235,38,52,2246,31,518,97,148,403,158,186,87,44,77,1271,2459,1084,641,128,51,24,1098,153,384,78,519,68
2020-07-16,30,410,90,460,234,115,575,65,2012,76,61,851,570,97,1418,160,146,9985,262,62,829,327,787,58,13099,74,24,448,411,85,7415,103,129,16,40,61,90,278,275,34,140,65,679,103,664,77,1243,3214,237,2027,2764,646,17,313,539,89,2777,13,132,112,14,237,39,53,2249,33,525,102,153,412,161,191,90,48,79,1294,2499,1094,655,130,52,24,1124,158,387,86,529,70
2020-07-17,30,425,97,462,250,120,575,66,2063,78,65,868,588,99,1433,160,149,10215,263,68,871,340,834,59,13412,81,24,453,432,88,7586,109,133,16,47,65,91,285,278,38,145,72,706,115,684,78,1277,3296,244,2055,2768,658,18,320,561,89,2867,14,133,115,15,243,39,55,2258,35,542,104,156,422,168,207,94,54,81,1319,2538,1117,662,134,53,24,1171,162,393,87,544,72
2020-07-18,32,440,100,464,260,124,574,67,2091,81,68,877,606,104,1451,162,151,10438,263,72,902,353,874,59,13778,83,29,458,454,88,7703,112,136,16,49,66,91,289,284,39,147,72,762,136,697,80,1305,3387,244,2073,2774,670,19,334,570,89,2939,14,133,118,15,259,39,58,2263,37,550,105,157,425,173,208,99,61,81,1341,2570,1139,677,140,53,25,1203,164,399,87,570,72
2020-07-19,34,451,101,473,268,126,575,68,2114,86,68,895,618,105,1458,164,153,10553,265,75,916,363,897,59,14001,86,29,465,461,89,7828,116,136,16,59,69,92,293,290,39,153,74,789,138,705,82,1322,3486,245,2089,2777,681,19,345,574,89,2987,14,133,119,16,264,41,59,2268,37,561,107,161,428,182,221,100,66,82,1358,2597,1159,682,142,53,25,1228,165,400,90,593,72
2020-07-20,35,471,102,478,274,135,575,68,2143,86,69,907,630,106,1467,165,152,10713,266,77,940,377,916,61,14246,91,30,466,472,89,7923,133,137,16,66,74,94,297,303,41,159,80,812,146,733,88,1344,3567,253,2119,2780,691,20,352,576,89,3018,14,136,119,16,267,43,62,2275,40,574,108,161,441,194,230,104,69,84,1379,2638,1171,685,150,56,25,1256,166,405,94,616,72
