"Date","Adams","Barnes","Benson","Billings","Bottineau","Bowman","Burke","Burleigh","Cass","Cavalier","Dickey","Divide","Dunn","Eddy","Emmons","Foster","Golden Valley","Grand Forks","Grant","Griggs","Hettinger","Kidder","LaMoure","Logan","McHenry","McIntosh","McKenzie","McLean","Mercer","Morton","Mountrail","Nelson","Oliver","Pembina","Pierce","Ramsey","Ransom","Renville","Richland","Rolette","Sargent","Sheridan","Sioux","Slope","Stark","Steele","Stutsman","Towner","Traill","Walsh","Ward","Wells","Williams"
2020-04-29,0,4,0,0,0,1,3,76,492,0,0,1,10,1,1,1,0,251,1,0,0,0,0,0,1,1,13,3,0,24,35,1,1,1,2,3,1,0,7,1,1,0,1,3,46,0,6,0,0,7,21,2,10
2020-04-30,0,4,0,0,0,1,3,77,513,0,0,1,10,1,1,1,0,258,1,0,0,0,0,0,1,1,13,3,0,24,35,1,1,3,2,3,1,0,7,1,1,0,1,3,49,0,6,0,0,7,21,2,10
2020-05-01,0,4,0,0,0,1,3,79,542,0,0,1,10,1,1,1,0,262,1,0,0,0,0,0,1,1,13,3,0,24,35,1,1,3,2,3,1,1,7,1,1,0,1,3,52,0,7,0,0,7,21,2,10
2020-05-02,0,4,0,0,0,1,3,80,572,0,0,1,11,1,1,1,0,265,1,0,0,0,0,0,1,1,13,5,0,24,35,1,1,3,2,3,1,1,7,1,1,0,1,3,54,0,10,0,0,7,25,2,10
2020-05-03,0,4,0,0,0,1,3,80,605,0,0,1,11,1,1,1,0,267,1,0,0,0,0,0,1,1,13,5,0,24,35,1,1,3,2,3,1,1,7,1,1,0,1,3,55,0,11,0,0,7,25,2,11
2020-05-04,0,4,0,0,0,1,3,83,630,0,0,1,11,1,1,1,0,269,1,0,0,0,0,0,1,1,13,5,0,26,35,1,1,3,2,3,1,1,7,1,1,0,1,3,57,0,11,0,0,7,25,2,11
2020-05-05,0,4,0,0,0,1,5,92,643,0,0,1,11,1,1,1,0,270,1,0,0,0,0,0,1,1,13,5,3,35,35,1,1,4,2,3,1,1,7,1,1,0,1,3,57,0,12,0,0,7,25,2,13
2020-05-06,0,4,0,0,0,1,5,102,686,0,0,1,11,1,1,1,0,271,1,0,0,0,0,0,1,1,13,5,3,35,36,1,1,4,2,3,2,1,7,1,2,0,1,3,57,0,12,0,0,7,25,2,13
2020-05-07,0,4,2,0,0,1,5,102,709,0,0,1,11,1,1,1,0,275,1,0,0,0,0,0,1,1,15,5,3,35,35,1,1,5,3,5,2,1,8,2,3,0,1,3,60,0,12,0,1,8,26,2,18
2020-05-08,0,4,2,0,0,1,5,103,752,0,0,1,11,1,1,1,0,282,1,0,0,0,0,0,1,1,15,5,3,35,37,1,1,6,3,5,2,1,8,2,3,0,1,3,60,0,12,0,1,8,26,2,18
2020-05-09,0,4,2,0,0,1,5,103,781,0,0,1,11,1,1,1,0,284,1,0,0,0,0,0,2,1,15,5,3,35,37,1,1,6,3,7,3,1,8,3,3,0,1,3,61,0,13,0,1,8,27,2,18
2020-05-10,0,4,2,0,0,1,5,103,805,0,0,1,11,1,1,1,0,285,1,0,0,0,0,0,2,1,15,5,3,36,37,1,1,6,3,7,3,1,9,3,3,0,1,3,61,0,13,0,1,8,27,2,18
2020-05-11,0,4,2,0,0,1,5,104,821,0,0,1,12,2,1,1,0,287,2,0,0,0,0,0,2,1,15,5,4,37,37,1,1,6,3,7,3,1,9,3,3,0,1,3,61,0,15,0,1,8,27,2,19
2020-05-12,0,4,2,0,0,1,5,105,866,0,0,1,11,2,1,1,0,293,2,0,0,0,0,0,2,1,15,5,4,37,37,1,1,6,3,7,3,1,8,3,3,0,1,3,61,0,16,0,1,8,28,2,20
2020-05-13,0,4,2,0,0,1,5,106,935,0,0,1,11,2,1,1,0,297,2,0,0,0,0,0,2,1,15,5,4,38,37,1,1,6,3,7,3,1,8,3,3,0,1,3,61,0,16,0,1,9,28,2,20
2020-05-14,0,4,1,0,0,1,5,107,991,0,0,1,11,2,1,1,0,304,2,0,0,0,0,0,2,1,15,5,4,37,38,1,1,6,3,7,3,1,9,3,3,0,1,3,61,0,16,0,1,9,28,2,21
2020-05-15,0,4,1,0,0,1,5,109,1032,0,0,1,11,2,1,1,0,307,2,0,0,0,0,0,2,1,15,5,4,39,38,1,1,6,3,7,3,1,9,4,3,0,1,3,61,0,16,0,1,9,28,2,21
2020-05-16,0,4,1,0,0,1,5,112,1106,0,0,1,11,2,1,1,0,315,2,0,0,0,0,0,2,1,15,5,4,39,40,1,1,6,3,7,3,1,9,4,3,0,1,3,61,0,16,0,1,9,28,2,21
2020-05-17,0,4,1,0,0,1,5,113,1147,0,0,1,11,2,1,1,0,317,2,0,0,0,0,0,2,1,15,6,4,40,42,1,1,6,3,7,4,1,9,4,3,0,1,3,61,1,16,0,2,10,28,2,21
2020-05-18,0,4,1,0,0,1,5,116,1173,0,0,1,11,2,1,1,0,317,2,0,0,0,0,0,2,1,15,6,4,40,42,1,1,6,3,7,5,1,9,4,3,0,2,3,61,1,16,0,2,10,28,2,21
2020-05-19,0,4,1,0,1,1,5,117,1229,0,0,1,12,2,1,1,0,317,2,0,0,0,0,0,2,1,16,7,4,40,39,1,1,6,3,8,7,1,11,4,3,0,2,3,61,1,16,0,2,10,28,2,21
2020-05-20,0,4,1,0,1,1,5,120,1277,0,0,1,12,2,1,1,0,319,2,0,0,0,0,0,2,1,16,7,4,63,39,2,1,6,3,8,7,1,13,4,3,0,2,3,61,1,17,0,20,11,29,2,22
2020-05-21,0,4,1,0,2,1,5,126,1370,0,0,1,12,2,5,1,0,320,2,0,0,0,0,0,2,1,16,7,5,64,39,2,1,6,4,9,7,1,14,4,3,0,2,3,61,1,17,0,20,11,53,2,22
2020-05-22,0,4,1,0,2,1,5,128,1442,0,0,1,12,8,6,1,0,320,2,1,0,0,0,0,2,1,16,7,5,64,39,2,1,6,4,9,7,1,15,4,3,0,2,3,61,1,18,0,20,11,54,2,25
2020-05-23,0,4,1,0,2,1,5,129,1487,0,0,1,12,7,6,1,0,321,2,1,0,0,0,0,2,1,16,7,5,64,39,2,1,6,4,9,8,1,15,4,3,0,2,3,61,1,18,0,20,11,54,3,25
2020-05-24,0,4,1,0,2,1,5,131,1528,0,0,1,12,7,6,1,0,323,2,1,0,0,0,0,2,1,16,7,5,64,39,2,1,6,4,9,8,1,20,4,3,0,2,3,61,1,18,0,21,13,54,3,25
2020-05-25,0,4,1,0,2,1,5,131,1564,0,0,1,12,7,6,1,0,325,2,1,0,0,0,0,2,1,16,7,5,64,39,2,1,6,4,9,9,1,20,4,3,0,2,3,61,1,18,0,21,13,54,3,25
2020-05-26,0,4,1,0,2,1,5,123,1580,0,0,1,12,4,4,1,0,326,2,1,0,0,0,0,2,1,16,7,5,59,39,1,1,6,3,8,8,1,19,5,3,0,2,3,61,1,18,0,10,13,36,3,24
2020-05-27,0,4,1,0,2,1,5,123,1596,0,0,1,12,4,4,1,0,327,2,1,0,0,0,0,2,1,16,7,5,59,39,1,1,6,3,8,8,1,19,5,3,0,2,3,61,1,18,0,10,13,36,3,24
2020-05-28,0,4,1,0,2,1,5,125,1632,0,0,1,12,4,4,1,0,328,2,1,0,0,0,0,2,1,16,7,5,59,39,1,1,6,3,8,8,1,20,5,3,0,2,3,61,1,18,0,11,13,37,3,24
2020-05-29,0,4,1,0,2,1,5,126,1661,0,0,1,12,4,4,1,0,331,2,1,0,0,0,0,2,1,16,7,5,59,39,1,1,6,3,8,8,1,21,6,3,0,2,3,61,1,22,0,11,13,37,3,24
2020-05-30,0,4,1,0,2,1,5,127,1685,0,0,1,12,4,4,1,0,333,2,1,0,0,0,0,2,1,17,7,5,59,39,1,1,6,3,8,8,3,22,6,3,0,2,3,61,1,23,0,12,13,37,3,25
2020-05-31,0,4,1,0,2,1,5,128,1705,0,0,1,12,4,4,1,0,333,2,1,0,0,0,0,2,1,17,7,5,59,39,1,1,6,3,8,8,3,22,6,3,0,2,3,62,1,23,0,13,13,37,3,25
2020-06-01,0,5,1,0,2,1,5,129,1744,0,0,1,11,4,4,1,0,336,2,1,0,0,0,0,2,1,17,7,5,60,40,1,1,6,3,8,9,3,22,6,3,0,1,3,62,1,24,0,14,14,37,3,25
2020-06-02,0,5,1,0,2,1,5,130,1762,0,1,1,11,4,4,1,0,335,2,1,0,0,0,0,2,1,17,7,5,60,41,1,1,6,3,8,9,3,22,6,3,0,1,3,62,1,24,0,14,14,38,3,25
2020-06-03,0,5,1,0,2,1,5,132,1783,0,1,1,11,4,4,1,0,336,2,1,0,0,0,0,2,1,17,7,5,60,41,1,1,6,3,8,11,3,22,6,3,0,1,3,62,1,29,0,14,15,39,3,25
2020-06-04,0,6,1,0,3,1,5,134,1803,0,1,1,11,4,4,1,0,336,2,1,0,0,0,0,2,1,17,7,5,60,42,1,1,6,3,8,11,3,23,6,4,0,1,3,62,1,29,0,14,15,39,3,25
2020-06-05,0,6,1,0,3,1,5,135,1834,0,1,1,11,4,4,1,0,336,2,1,0,0,0,0,2,1,18,7,6,60,42,1,1,6,3,8,11,3,24,6,4,0,2,3,62,1,30,0,14,15,41,3,25
2020-06-06,0,9,2,0,3,1,5,141,1880,0,1,1,11,4,4,1,0,336,2,1,0,0,1,0,2,1,18,7,6,60,42,1,1,6,3,8,11,3,27,6,4,1,2,3,62,1,35,0,14,16,43,5,25
2020-06-07,0,9,2,0,3,1,5,142,1911,0,1,1,11,5,4,1,0,337,2,1,0,0,1,0,2,1,18,7,6,60,43,1,1,6,3,8,11,3,28,6,4,1,2,3,62,1,42,0,14,16,44,6,25
2020-06-08,0,9,2,0,3,1,5,143,1917,0,1,1,11,5,4,1,0,339,2,1,0,0,1,0,2,1,18,7,6,60,43,1,1,6,3,8,11,3,28,6,4,1,2,3,62,1,50,0,14,16,44,8,25
2020-06-09,0,9,3,0,4,1,5,144,1930,0,1,1,11,5,4,1,0,339,2,1,0,1,1,0,2,1,18,8,6,60,43,1,1,6,3,8,11,3,30,7,4,1,2,3,63,1,49,0,14,16,44,8,25
2020-06-10,0,9,3,0,4,1,5,147,1958,0,1,1,11,5,4,1,0,339,2,1,0,2,6,0,2,1,18,8,6,60,43,1,1,6,3,8,11,3,31,7,4,1,2,3,63,1,51,0,14,16,44,8,25
2020-06-11,0,9,3,0,4,1,5,150,1984,0,2,1,11,5,4,1,0,339,2,1,0,2,6,0,2,1,21,8,6,61,43,1,1,6,3,8,12,3,32,7,4,1,2,3,63,1,51,0,15,16,45,8,26
2020-06-12,0,9,3,0,4,1,5,156,2006,0,2,1,11,5,4,1,0,341,2,1,0,2,8,0,2,1,21,9,6,62,43,1,1,6,3,8,12,3,33,7,4,1,3,3,63,1,51,0,15,16,45,8,26
2020-06-13,0,9,3,0,4,1,5,159,2037,0,3,1,11,5,4,1,0,342,2,1,0,2,9,0,2,1,21,9,6,63,43,1,1,6,3,8,12,3,36,7,4,1,3,3,63,1,51,0,15,16,46,8,26
2020-06-14,0,9,3,0,4,1,5,165,2044,0,3,1,11,5,4,1,0,343,2,1,0,2,10,0,2,1,21,10,6,65,43,1,1,7,3,8,12,3,37,7,4,1,3,3,63,1,52,0,15,16,47,8,26
2020-06-15,0,9,3,0,4,1,5,167,2058,0,3,1,11,5,4,1,0,345,2,1,0,2,10,0,2,1,21,10,6,67,43,1,1,7,3,8,12,3,37,7,4,1,4,3,63,1,52,0,15,16,47,8,26
2020-06-16,0,9,3,0,4,1,5,176,2067,0,3,1,11,5,4,1,0,346,2,1,0,2,10,0,2,1,21,11,6,68,43,1,1,7,3,8,13,3,37,7,4,1,4,3,63,1,52,0,15,17,47,8,26
2020-06-17,0,11,3,0,4,1,5,180,2084,0,3,1,11,5,4,1,0,350,2,1,0,2,10,0,2,1,22,11,6,70,43,1,1,7,3,8,13,3,37,7,4,1,7,3,63,1,60,0,15,17,48,8,26
2020-06-18,0,16,3,0,4,1,5,180,2091,0,3,1,11,5,4,1,0,356,2,1,0,2,10,0,2,1,22,11,6,70,43,1,1,7,3,8,13,3,37,8,5,1,10,3,65,1,60,0,15,17,50,8,26
2020-06-19,0,16,3,0,4,1,5,188,2104,0,4,1,12,5,4,1,0,358,2,1,0,2,10,0,3,1,23,11,6,70,43,1,1,7,4,8,13,3,37,8,4,1,12,3,68,1,60,0,15,17,51,8,26
2020-06-20,0,16,3,1,5,1,5,192,2118,1,4,1,12,5,4,1,0,361,2,1,0,2,10,0,3,1,24,11,6,70,43,1,1,7,4,8,13,3,38,8,4,1,12,3,67,1,60,0,15,17,51,8,26
2020-06-21,0,18,3,1,5,1,5,198,2138,1,4,1,12,5,4,1,0,361,2,2,0,2,11,0,3,1,24,11,6,70,43,1,1,7,4,8,15,3,38,9,4,1,12,3,68,1,62,0,15,17,52,8,26
2020-06-22,0,18,3,1,5,1,5,202,2143,2,4,1,13,5,4,1,0,365,2,2,0,2,11,0,3,1,24,11,6,70,43,1,1,7,4,9,15,3,39,9,4,1,19,3,68,1,62,0,15,17,53,8,26
2020-06-23,0,18,3,1,5,1,5,202,2146,3,4,1,13,5,4,2,0,365,2,2,0,2,11,0,3,1,24,11,6,70,43,1,1,7,4,9,15,4,39,9,4,1,19,3,68,1,62,0,15,17,54,8,26
2020-06-24,0,18,3,1,5,1,5,214,2165,2,4,1,13,5,4,2,0,366,2,2,0,2,11,0,3,1,25,11,6,72,43,1,1,9,4,11,16,4,39,9,4,1,20,3,68,1,62,0,15,19,54,8,26
2020-06-25,0,18,3,1,5,1,5,217,2171,2,4,1,13,5,4,2,0,373,2,2,0,2,11,0,3,1,27,11,6,73,43,1,1,9,4,10,16,4,41,10,5,1,20,3,70,1,62,0,15,20,58,8,28
2020-06-26,0,18,3,1,5,1,5,223,2181,2,4,1,13,5,4,2,0,376,2,2,1,2,11,0,3,1,27,11,6,74,44,1,1,9,4,10,16,5,41,10,6,1,20,3,71,1,63,0,15,20,59,8,29
