"","Anderson","Bedford","Benton","Bledsoe","Blount","Bradley","Campbell","Cannon","Carroll","Carter","Cheatham","Chester","Claiborne","Clay","Cocke","Coffee","Crockett","Cumberland","Davidson","Decatur","DeKalb","Dickson","Dyer","Fayette","Fentress","Franklin","Gibson","Giles","Grainger","Greene","Grundy","Hamblen","Hamilton","Hancock","Hardeman","Hardin","Hawkins","Haywood","Henderson","Henry","Hickman","Houston","Humphreys","Jackson","Jefferson","Johnson","Knox","Lake","Lauderdale","Lawrence","Lewis","Lincoln","Loudon","Macon","Madison","Marion","Marshall","Maury","McMinn","McNairy","Meigs","Monroe","Montgomery","Moore","Morgan","Obion","Overton","Perry","Pickett","Polk","Putnam","Rhea","Roane","Robertson","Rutherford","Scott","Sequatchie","Sevier","Shelby","Smith","Stewart","Sullivan","Sumner","Tipton","Trousdale","Unicoi","Union","Van Buren","Warren","Washington","Wayne","Weakley","White","Williamson","Wilson"
"Anderson",0,45.104,196.392,51.09,296.747,174.078,123.969,55.932,320.525,321.014,155.699,326.687,371.689,183.143,377.485,15.586,379.032,140.462,200.943,225.053,85.4,177.398,370.191,392.052,201.869,126.587,344.629,97.601,352.21,410.679,67.883,377.636,473.709,302.039,369.824,225.919,416.857,356.493,326.687,326.956,156.111,196.524,230.69,325.99,85.753,242.498,301.614,430.715,394.472,314.607,200.441,67.393,252.858,416.483,132.63,413.597,468.633,147.289,213.807,280.38,225.053,166.709,260.711,24.991,216.971,416.598,448.331,252.184,187.337,426.313,127.43,184.33,227.349,284.379,377.824,223.977,78.078,344.944,452.018,292.764,238.714,466.384,136.171,447.177,140.306,483.218,354.09,393.355,401.157,467.749,176.349,116.267,99.426,126.587,528.225
"Bedford",45.085,0,248.176,20.767,354.436,225.862,186.713,82.797,266.15,365.333,138.967,272.312,416.008,227.152,421.804,67.075,324.657,236.299,261.992,276.837,124.546,123.023,315.816,337.677,261.995,79.925,290.254,63.013,396.529,454.998,119.667,421.955,518.028,247.664,315.449,208.641,461.176,302.118,272.312,272.581,139.715,179.246,176.315,271.615,134.913,294.282,345.933,376.34,340.097,260.232,113.175,68.555,304.642,362.108,121.261,457.916,512.952,56.187,265.591,263.102,276.837,227.758,321.69,33,277.95,362.223,393.956,142.939,248.386,348.721,184.013,236.114,288.328,267.101,323.449,275.761,129.862,389.263,397.643,238.389,184.339,510.703,119.775,392.802,123.91,527.537,398.409,338.98,346.782,512.068,159.071,98.989,148.586,79.925,473.85
"Benton",202.514,250.656,0,245.293,92.477,24.855,214.095,223.4,487.993,159.568,323.167,494.155,210.243,271.593,216.039,186.955,546.5,126.006,261.853,58.728,222.421,344.866,537.659,559.52,240.302,294.055,512.097,285.804,190.764,249.233,165.459,216.19,312.263,469.507,537.292,414.122,255.411,523.961,494.155,494.424,286.209,384.727,398.158,493.458,202.709,81.052,140.168,598.183,561.94,482.075,367.909,232.169,91.412,583.951,300.098,252.151,307.187,314.757,39.135,507.977,58.728,255.159,218.91,218.525,166.282,584.066,615.799,419.652,275.787,593.781,237.608,68.425,131.907,518.808,545.292,72.338,126.361,183.498,619.486,460.232,406.182,304.938,303.639,614.645,307.774,321.772,192.644,560.823,568.625,306.303,364.552,304.47,189.552,294.055,695.693
"Bledsoe",50.813,20.767,242.674,0,343.029,220.36,198.408,94.492,287.083,367.296,152.087,238.877,417.971,238.847,423.767,65.245,345.59,247.994,273.687,271.335,136.241,143.956,336.749,358.61,273.69,93.045,311.187,55.559,398.492,456.961,114.166,423.918,519.991,268.597,259.169,183.877,463.139,323.051,238.877,293.514,151.41,154.482,197.248,292.548,135.412,288.78,347.896,397.273,361.03,281.165,116.23,50.556,299.14,383.041,134.381,459.879,514.915,64.673,260.089,238.338,271.335,239.453,333.385,25.833,289.645,383.156,414.889,145.994,260.081,369.654,195.708,230.612,300.023,242.337,344.382,270.259,124.36,391.226,418.576,259.322,205.272,512.666,131.47,413.735,135.605,529.5,400.372,282.7,367.715,514.031,134.307,74.225,149.085,93.045,494.783
"Blount",317.345,357.779,92.567,369.474,0,145.986,181.381,258.149,509.413,51.082,337.697,515.575,104.795,210.402,107.553,301.786,603.481,124.143,200.662,117.239,218.052,366.286,559.079,580.94,179.111,326.486,533.517,410.742,82.278,140.747,243.528,107.704,203.777,490.927,558.712,519.18,146.925,545.381,515.575,515.844,225.018,477.969,419.578,514.878,234.283,89.85,31.682,619.603,583.36,503.495,419.866,347,42.425,605.371,306.124,146.866,198.701,366.714,106.884,529.397,117.239,193.968,113.625,333.356,84.081,605.486,637.219,441.072,214.596,606.048,176.417,140.835,70.716,540.228,566.712,111.42,241.192,45.897,640.906,481.652,433.022,196.452,285.581,636.065,289.716,213.286,87.196,582.243,590.045,197.817,457.794,440.537,196.363,326.486,717.113
"Bradley",177.534,225.676,25.07,220.313,130.57,0,189.115,198.42,463.013,154.837,298.187,469.175,205.512,266.862,211.308,161.975,521.52,129.72,257.122,58.876,197.441,319.886,512.679,534.54,235.571,269.075,487.117,260.824,186.033,244.502,140.479,211.459,307.532,444.527,512.312,389.142,250.68,498.981,469.175,469.444,241.177,359.747,373.178,468.478,177.729,76.321,135.437,573.203,536.96,457.095,342.929,207.189,86.681,558.971,275.118,247.42,302.456,289.777,47.63,482.997,58.876,250.428,214.179,193.545,161.551,559.086,590.819,394.672,271.056,568.801,192.576,45.456,127.176,493.828,520.312,76.052,101.381,178.767,594.506,435.252,381.202,300.207,278.659,589.665,282.794,317.041,187.913,535.843,543.645,301.572,339.572,279.49,164.572,269.075,670.713
"Campbell",120.962,185.19,211.274,196.885,180.462,188.96,0,98.284,336.824,191.359,165.108,342.986,242.034,70.148,247.83,105.403,430.892,62.325,87.948,143.247,45.463,193.697,386.49,408.351,88.874,153.897,360.928,238.153,222.555,281.024,105.763,247.981,344.054,318.338,386.123,346.591,287.202,372.792,342.986,343.255,52.429,305.38,246.989,342.289,52.423,142.333,171.959,447.014,410.771,330.906,247.277,203.81,159.431,432.782,133.535,283.942,338.978,194.125,199.366,356.808,143.247,53.714,147.716,144.831,103.976,432.897,464.63,268.483,74.342,433.459,10.554,111.666,114.354,367.639,394.123,131.591,140.083,215.289,468.317,309.063,260.433,336.729,112.992,463.476,117.127,353.563,224.435,409.654,417.456,338.094,285.205,267.948,22.38,153.897,544.524
"Cannon",55.794,83.853,221.336,95.548,256.753,199.022,101.87,0,285.183,267.65,120.357,291.345,318.325,129.469,324.121,40.235,343.69,118.363,164.309,164.903,42.227,142.056,334.849,356.71,164.312,91.245,309.287,155.975,298.846,357.315,68.86,324.272,420.345,266.697,334.482,252.597,363.493,321.151,291.345,291.614,49.714,223.202,195.348,290.648,41.313,218.624,248.25,395.373,359.13,279.265,165.099,138.521,235.722,381.141,97.288,360.233,415.269,111.947,184.501,305.167,164.903,130.075,224.007,79.663,180.267,381.256,412.989,216.842,150.703,390.971,86.33,142.181,190.645,315.998,342.482,181.828,103.022,291.58,416.676,257.422,203.372,413.02,96.241,411.835,100.376,429.854,300.726,358.013,365.815,414.385,203.027,185.77,77.327,91.245,492.883
"Carroll",318.821,265.66,484.363,285.453,508.393,462.049,340.67,287.965,0,519.29,204.898,44.213,569.965,381.109,575.761,303.262,85.698,390.256,415.949,471.178,321.252,159.748,48.632,83.422,415.952,202.619,23.07,285.684,550.486,608.955,355.854,575.912,671.985,84.199,60.964,104.307,615.133,47.863,44.213,70.389,293.672,135.576,129.349,17.13,351.267,470.264,499.89,122.085,85.842,13.705,162.885,331.423,487.362,107.853,223.352,611.873,666.909,187.166,501.778,57.978,471.178,381.715,475.647,298.105,431.907,107.968,139.701,138.682,402.343,81.537,337.97,472.301,442.285,68.809,56.265,459.522,366.049,543.22,143.388,31.856,165.114,664.66,254.834,138.547,262.093,681.494,552.366,84.495,92.527,666.025,141.225,210.805,361.578,202.619,219.595
"Carter",326.827,367.261,151.545,378.956,51.34,155.468,190.863,267.631,518.895,0,347.179,525.057,72.177,219.884,59.752,311.268,612.963,133.625,183.853,126.721,227.534,375.768,568.561,590.422,161.744,335.968,542.999,420.224,44.074,92.946,253.01,59.903,155.976,500.409,568.194,528.662,99.124,554.863,525.057,525.326,234.5,487.451,429.06,524.36,243.765,99.332,22.513,629.085,592.842,512.977,429.348,356.482,76.431,614.853,315.606,137.973,150.9,376.196,116.366,538.879,126.721,203.45,104.732,342.838,93.986,614.968,646.701,450.554,224.078,615.53,185.899,150.317,80.198,549.71,576.194,120.902,250.674,27.211,650.388,491.134,442.504,148.651,295.063,645.547,299.198,165.485,54.578,591.725,599.527,150.016,467.276,450.019,205.845,335.968,726.595
"Cheatham",155.146,138.506,320.688,151.804,335.181,298.374,167.458,124.29,204.298,346.078,0,210.46,396.753,207.897,402.549,139.587,282.694,217.044,242.737,297.966,148.04,46.573,253.964,275.825,242.74,66.68,228.402,152.035,377.274,435.743,192.179,402.7,498.773,157.201,253.597,214.065,441.921,240.266,210.46,169.801,120.46,214.932,83.959,209.763,178.055,297.052,326.678,313.404,278.245,198.38,137.174,197.774,314.15,300.256,40.284,438.661,493.697,108.007,338.103,224.282,297.966,208.503,302.435,164.643,258.695,290.409,332.104,135.957,229.131,285.261,164.758,308.626,269.073,235.113,261.597,286.31,202.374,370.008,335.791,176.537,92.698,491.448,71.766,330.95,79.025,508.282,379.154,277.128,284.93,492.813,174.438,181.83,188.366,66.68,411.998
"Chester",324.615,271.454,490.157,238.929,514.187,467.843,346.464,293.759,45.129,525.084,210.692,0,575.759,386.903,581.555,309.056,126.1,396.05,421.743,476.972,327.046,165.542,89.034,71.605,421.746,208.413,63.472,182.158,556.28,614.749,361.648,581.706,677.779,121.31,41.783,69.808,620.927,75.286,0,107.5,299.466,100.331,135.143,28.35,357.061,476.058,505.684,149.508,113.265,34.519,114.422,252.599,493.156,90.353,229.146,617.667,672.703,166.943,507.572,15.679,476.972,387.509,481.441,258.077,437.701,135.391,167.124,84.701,408.137,121.939,343.764,478.095,448.079,26.51,96.667,465.316,371.843,549.014,170.811,69.63,170.908,670.454,260.628,165.97,267.887,687.288,558.16,65.314,80.71,671.819,105.98,175.56,367.372,208.413,247.018
"Claiborne",377.341,417.775,202.059,429.47,105.145,205.982,241.377,318.145,569.409,72.173,397.693,575.571,0,270.398,99.09,361.782,663.477,184.139,191.131,177.235,278.048,426.282,619.075,640.936,169.022,386.482,593.513,470.738,50.889,100.353,303.524,54.965,163.383,550.923,618.708,579.176,67.195,605.377,575.571,575.84,285.014,537.965,479.574,574.874,294.279,149.846,78.728,679.599,643.356,563.491,479.862,406.996,126.945,665.367,366.12,56.044,107.426,426.71,166.88,589.393,177.235,253.964,112.01,393.352,144.5,665.482,697.215,501.068,208.596,666.044,236.413,200.831,130.712,600.224,626.708,171.416,301.188,111.703,700.902,541.648,493.018,156.058,345.577,696.061,349.712,172.892,25.779,642.239,650.041,157.423,517.79,500.533,256.359,386.482,777.109
"Clay",183.102,229.109,265.116,240.804,211.033,269.039,69.538,129.479,380.743,221.93,209.027,386.905,272.605,0,278.401,167.543,474.811,92.896,70.714,173.818,89.382,237.616,430.409,452.27,73.462,197.816,404.847,282.072,253.126,311.595,167.903,278.552,374.625,362.257,430.042,390.51,317.773,416.711,386.905,387.174,96.348,349.299,290.908,386.208,105.613,172.904,202.53,490.933,454.69,374.825,291.196,265.95,190.002,476.701,177.454,217.813,369.549,238.044,229.937,400.727,173.818,36.48,145.75,206.971,131.463,476.816,508.549,312.402,57.108,477.378,61.609,166.885,144.925,411.558,438.042,162.162,202.223,245.86,512.236,352.982,304.352,367.3,105.866,507.395,102.666,384.134,255.006,453.573,461.375,368.665,329.124,311.867,84.52,197.816,588.443
"Cocke",382.922,423.356,207.64,435.051,107.435,211.563,246.958,323.726,574.99,59.229,403.274,581.152,99.845,275.979,0,367.363,669.058,189.72,239.948,182.816,283.629,431.863,624.656,646.517,217.839,392.063,599.094,476.319,65.082,41.925,309.105,48.47,144.543,556.504,624.289,584.757,87.691,610.958,581.152,581.421,290.595,543.546,485.155,580.455,299.86,155.427,78.608,685.18,648.937,569.072,485.443,412.577,132.526,670.948,371.701,194.068,139.467,432.291,172.461,594.974,182.816,259.545,160.827,398.933,150.081,671.063,702.796,506.649,280.173,671.625,241.994,206.412,136.293,605.805,632.289,176.997,306.769,40.315,706.483,547.229,498.599,137.218,351.158,701.642,355.293,154.052,123.173,647.82,655.622,81.768,523.371,506.114,261.94,392.063,782.69
"Coffee",15.558,67.601,183.742,65.526,284.097,161.428,108.382,40.345,304.938,308.364,140.112,311.1,359.039,167.556,364.835,0,363.445,124.875,185.356,212.403,69.813,161.811,354.604,376.465,186.282,111,329.042,112.037,339.56,398.029,55.233,364.986,461.059,286.452,354.237,272.352,404.207,340.906,311.1,311.369,140.524,242.957,215.103,310.403,70.166,229.848,288.964,415.128,378.885,299.02,184.854,100.927,240.208,400.896,117.043,400.947,455.983,131.702,201.157,324.922,212.403,151.122,245.124,39.427,201.384,401.011,432.744,236.597,171.75,410.726,111.843,171.68,211.762,335.753,362.237,211.327,65.428,332.294,436.431,277.177,223.127,453.734,120.584,431.59,124.719,470.568,341.44,377.768,385.57,455.099,222.782,130.703,83.839,111,512.638
"Crockett",374.992,321.831,540.534,341.624,564.564,518.22,396.841,344.136,86.362,575.461,287.166,125.205,626.136,453.479,631.932,359.433,0,446.427,504.784,527.349,377.423,215.919,38.074,164.354,472.123,258.79,65.779,341.855,606.657,665.126,412.025,632.083,728.156,74.955,141.956,175.375,671.304,122.031,125.205,72.028,349.843,219.287,141.33,98.122,407.438,526.435,556.061,54.097,106.901,100.576,219.056,387.594,543.533,189.739,312.238,664.538,723.08,243.337,557.949,138.97,527.349,437.886,531.818,354.276,488.078,31.564,179.98,194.853,458.514,22.183,394.141,528.472,498.456,149.801,29.208,515.693,422.22,599.391,241.918,95.101,135.007,720.831,343.72,152.969,350.979,737.665,608.537,165.487,173.459,722.196,224.936,294.516,417.749,258.79,185.154
"Cumberland",140.482,238.642,126.031,250.337,124.6,129.968,62.244,117.804,390.276,135.497,218.56,396.438,186.172,91.265,191.968,124.923,484.344,0,81.504,74.686,98.915,247.149,439.942,461.803,59.953,207.349,414.38,291.605,166.693,225.162,125.283,192.119,288.192,371.79,439.575,400.043,231.34,426.244,396.438,396.707,105.881,358.832,300.441,395.741,115.146,86.471,116.097,500.466,464.223,384.358,300.729,223.33,103.569,486.234,186.987,228.08,283.116,247.577,90.866,410.26,74.686,74.831,116.064,164.351,58.412,486.349,518.082,321.935,95.459,486.911,57.28,67.753,58.492,421.091,447.575,63.03,127.751,159.427,521.769,362.515,313.885,280.867,166.444,516.928,170.579,297.701,168.573,463.106,470.908,282.232,338.657,321.4,44.148,207.349,597.976
"Davidson",205.543,268.399,253.593,280.094,199.51,257.516,91.979,168.769,420.033,184.011,248.317,426.195,190.989,74.503,240.482,189.984,500.042,81.359,0,155.378,128.672,276.906,469.699,491.56,22.431,237.106,444.137,321.362,202.226,273.676,190.344,240.633,336.706,401.547,469.332,429.8,279.854,456.001,426.195,426.464,135.638,388.589,330.198,425.498,144.903,161.381,166.178,530.752,493.98,414.115,330.486,288.391,178.479,515.991,216.744,164.32,331.63,277.334,218.414,440.017,155.378,38.094,94.917,229.412,81.171,507.757,547.839,351.692,17.465,502.609,84.05,148.445,133.402,450.848,477.332,143.722,224.664,207.941,551.526,392.272,343.642,329.381,196.201,546.685,200.336,346.215,183.483,492.863,500.665,330.746,368.414,351.157,106.961,237.106,627.733
"Decatur",230.091,278.233,58.699,272.87,102.603,58.732,142.661,164.322,470.693,126.87,298.977,476.855,177.545,171.682,183.341,214.532,564.761,74.639,161.942,0,179.332,327.566,520.359,542.22,140.391,321.632,494.797,313.381,158.066,216.535,126.288,183.492,279.565,452.207,519.992,441.699,222.713,506.661,476.855,477.124,186.298,412.304,380.858,476.158,156.08,34.048,107.47,580.883,544.64,464.775,395.486,259.746,58.714,566.651,267.404,219.453,274.489,342.334,19.597,490.677,0,155.248,186.212,246.102,86.784,566.766,598.499,402.352,175.876,567.328,137.697,23.595,49.069,501.508,527.992,20.222,153.938,150.8,602.186,442.932,394.302,272.24,246.861,597.345,250.996,289.074,159.946,543.523,551.325,273.605,392.129,332.047,112.754,321.632,678.393
"DeKalb",85.294,125.6,222.352,137.295,216.654,200.038,48.931,42.225,321.036,227.551,149.32,327.198,278.226,89.37,284.022,69.735,415.104,98.517,124.21,179.439,0,177.909,370.702,392.563,124.213,138.109,345.14,185.817,258.747,317.216,75.858,284.173,380.246,302.55,370.335,282.439,323.394,357.004,327.198,327.467,29.471,253.044,231.201,326.501,17.759,178.525,208.151,431.226,394.983,315.118,194.941,168.142,195.623,416.994,117.747,320.134,375.17,141.789,235.558,341.02,179.439,89.976,183.908,109.163,140.168,417.109,448.842,252.695,110.604,417.671,46.231,122.744,150.546,351.851,378.335,167.783,132.643,251.481,452.529,293.275,244.645,372.921,97.204,447.688,101.339,389.755,260.627,393.866,401.668,374.286,232.869,215.612,34.147,138.109,528.736
"Dickson",175.616,122.455,341.158,142.248,365.188,318.844,197.465,144.76,158.989,376.085,46.571,165.151,426.76,237.904,432.556,160.057,217.496,247.051,272.744,327.973,178.047,0,208.655,230.516,272.747,59.414,183.093,142.479,407.281,465.75,212.649,432.707,528.78,104.951,208.288,168.756,471.928,194.957,165.151,117.504,150.467,169.623,39.042,164.454,208.062,327.059,356.685,269.179,232.936,153.071,91.526,188.218,344.157,254.947,80.147,468.668,523.704,66.839,358.573,178.973,327.973,238.51,332.442,154.9,288.702,255.062,286.795,90.648,259.138,241.56,194.765,329.096,299.08,189.804,216.288,316.317,222.844,400.015,290.482,131.228,60.513,521.455,111.629,285.641,118.888,538.289,409.161,231.819,239.621,522.82,128.79,172.274,218.373,59.414,366.689
"Dyer",368.628,315.467,534.17,335.26,558.2,511.856,390.477,337.772,49.298,569.097,254.705,88.141,619.772,430.916,625.568,353.069,37.82,440.063,465.756,520.985,371.059,209.555,0,127.35,465.759,252.426,28.715,335.491,600.293,658.762,405.661,625.719,721.792,80.019,104.892,156.035,664.94,69.843,88.141,66.209,343.479,185.383,131.547,61.058,401.074,520.071,549.697,74.877,82.609,63.512,212.692,381.23,537.169,151.781,273.159,661.68,716.716,236.973,551.585,101.906,520.985,431.522,525.454,347.912,481.714,40.373,183.629,188.489,452.15,33.659,387.777,522.108,492.092,112.737,7.101,509.329,415.856,593.027,187.316,63.24,144.148,714.467,304.641,128.677,311.9,731.301,602.173,128.423,136.455,715.832,191.032,260.612,411.385,252.426,162.86
"Fayette",389.528,336.367,555.07,356.16,579.1,532.756,411.377,358.672,83.322,589.997,275.605,71.628,640.672,451.816,646.468,373.969,164.016,460.963,486.656,541.885,391.959,230.455,127.227,0,486.659,273.326,101.665,240.892,621.193,679.662,426.561,646.619,742.692,165.245,38.742,113.886,685.84,43.101,71.628,151.435,364.379,152.772,200.056,81.974,421.974,540.971,570.597,148.44,74.529,84.412,233.592,311.333,558.069,18.822,294.059,682.58,737.616,257.873,572.485,82.905,541.885,452.422,546.354,316.811,502.614,134.323,74.905,153.775,473.05,147.415,408.677,543.008,512.992,68.664,134.86,530.229,436.756,613.927,78.885,114.853,235.821,735.367,325.541,73.751,332.8,752.201,623.073,34.918,9.104,736.732,164.714,234.294,432.285,273.326,155.092
"Fentress",199.468,262.302,230.466,273.997,176.383,234.389,85.904,162.672,413.936,161.968,242.22,420.098,168.946,73.474,218.439,183.909,508.004,58.232,22.497,132.251,122.575,270.809,463.602,485.463,0,231.009,438.04,315.265,180.183,251.633,184.269,218.59,314.663,395.45,463.235,423.703,257.811,449.904,420.098,420.367,129.541,382.492,324.101,419.401,138.806,138.254,144.135,524.126,487.883,408.018,324.389,282.316,155.352,509.894,210.647,142.277,309.587,271.237,195.287,433.92,132.251,42.791,72.874,223.337,59.128,510.009,541.742,345.595,39.962,510.571,80.94,125.318,110.275,444.751,471.235,120.595,185.316,185.898,545.429,386.175,337.545,307.338,190.104,540.588,194.239,324.172,161.44,486.766,494.568,308.703,362.317,345.06,100.886,231.009,621.636
"Franklin",126.52,79.666,292.062,92.964,325.508,269.748,157.785,95.664,222.341,336.405,67.624,228.503,387.08,198.224,392.876,110.961,280.848,207.371,233.064,320.723,138.367,79.214,272.007,293.868,233.067,0,246.445,93.195,367.601,426.07,163.553,393.027,489.1,203.855,271.64,181.624,432.248,258.309,228.503,228.772,110.787,152.229,132.506,227.806,168.382,287.379,317.005,332.531,296.288,216.423,94.79,138.934,304.477,318.299,49.918,428.988,484.024,49.167,309.477,242.325,320.723,198.83,292.762,105.804,249.022,318.414,350.147,154,219.458,304.912,155.085,280,259.4,253.156,279.64,276.637,173.748,360.335,353.834,194.58,140.53,481.775,81.4,348.993,88.659,498.609,369.481,295.171,302.973,483.14,132.054,122.99,178.693,0,430.041
"Gibson",344.009,290.848,509.551,310.641,533.581,487.237,365.858,313.153,24.679,544.478,230.086,63.522,595.153,406.297,600.949,328.45,65.757,415.444,441.137,496.366,346.44,184.936,28.691,102.731,441.14,227.807,0,310.872,575.674,634.143,381.042,601.1,697.173,68.479,80.273,131.416,640.321,51.859,63.522,54.669,318.86,160.764,108.145,36.439,376.455,495.452,525.078,104.143,76.367,38.893,188.073,356.611,512.55,127.162,248.54,637.061,692.097,212.354,526.966,77.287,496.366,406.903,500.835,323.293,457.095,68.31,159.01,163.87,427.531,61.596,363.158,497.489,467.473,88.118,36.324,484.71,391.237,568.408,162.697,41.514,132.608,689.848,280.022,110.872,287.281,706.682,577.554,103.804,111.836,691.213,166.413,235.993,386.766,227.807,189.502
"Giles",99.709,62.918,285.578,55.581,408.641,263.264,240.918,158.694,287.315,419.538,152.319,182.128,470.213,281.357,476.009,114.141,345.822,290.504,316.197,314.239,185.313,144.188,336.981,241.179,316.2,93.277,311.419,0,450.734,509.203,157.07,476.16,572.233,268.829,202.42,127.128,515.381,323.283,182.128,293.746,193.92,97.733,197.48,209.596,199.529,331.684,400.138,397.505,361.262,281.397,82.613,69.251,342.044,259.927,134.613,512.121,567.157,50.783,302.993,181.589,314.239,281.963,375.895,74.729,332.155,383.388,316.085,125.014,302.591,369.886,238.218,273.516,342.533,185.588,344.614,313.163,167.264,443.468,351.675,259.554,205.504,564.908,166.095,314.931,173.354,581.742,452.614,225.951,250.284,566.273,77.558,17.476,261.826,93.277,425.883
"Grainger",357.523,397.957,182.241,409.652,82.036,186.164,221.559,298.327,549.591,44.087,377.875,555.753,51.285,250.58,65.467,341.964,643.659,164.321,201.932,157.417,258.23,406.464,599.257,621.118,179.823,366.664,573.695,450.92,0,85.501,283.706,40.113,148.531,531.105,598.89,559.358,52.343,585.559,555.753,556.022,265.196,518.147,459.756,555.056,274.461,130.028,53.209,659.781,623.538,543.673,460.044,387.178,107.127,645.549,346.302,107.329,92.574,406.892,147.062,569.575,157.417,234.146,122.811,373.534,124.682,645.664,677.397,481.25,254.774,646.226,216.595,181.013,110.894,580.406,606.89,151.598,281.37,65.822,681.084,521.83,473.2,141.206,325.759,676.243,329.894,158.04,50.594,622.421,630.223,142.571,497.972,480.715,236.541,366.664,757.291
"Greene",417.018,457.452,241.736,469.147,141.531,245.659,281.054,357.822,609.086,93.325,437.37,615.248,100.303,310.075,41.907,401.459,703.154,223.816,274.044,216.912,317.725,465.959,658.752,680.613,251.935,426.159,633.19,510.415,85.527,0,343.201,48.63,77.055,590.6,658.385,618.853,48.36,645.054,615.248,615.517,324.691,577.642,519.251,614.551,333.956,189.523,112.704,719.276,683.033,603.168,519.539,446.673,166.622,705.044,405.797,156.347,71.979,466.387,206.557,629.07,216.912,293.641,194.923,433.029,184.177,705.159,736.892,540.745,314.269,705.721,276.09,240.508,170.389,639.901,666.385,211.093,340.865,95.275,740.579,581.325,532.695,69.73,385.254,735.738,389.389,66.092,123.631,681.916,689.718,39.843,557.467,540.21,296.036,426.159,816.786
"Grundy",71.618,119.76,165.777,114.397,229.408,143.463,108.384,68.875,357.097,253.675,192.271,363.259,304.35,167.558,310.146,56.059,415.604,124.877,185.358,126.804,75.762,213.97,406.763,428.624,186.284,163.159,381.201,154.908,284.871,343.34,0,310.297,406.37,338.611,406.396,283.226,349.518,393.065,363.259,363.528,105.234,253.831,267.262,362.562,73.193,163.339,234.275,467.287,431.044,351.179,237.013,101.273,185.519,453.055,169.202,346.258,401.294,183.861,146.402,377.081,126.804,151.124,245.126,89.911,201.386,453.17,484.903,288.756,171.752,462.885,111.845,104.082,211.764,387.912,414.396,143.729,39.093,277.605,488.59,329.336,275.286,399.045,172.743,483.749,176.878,415.879,286.751,429.927,437.729,400.41,233.656,173.574,83.841,163.159,564.797
"Hamblen",380.868,421.302,205.586,432.997,105.381,209.509,244.904,321.672,572.936,57.175,401.22,579.098,55.381,273.925,46.512,365.309,667.004,187.666,237.894,180.762,281.575,429.809,622.602,644.463,215.785,390.009,597.04,474.265,40.605,48.626,307.051,0,111.656,554.45,622.235,582.703,46.957,608.904,579.098,579.367,288.541,541.492,483.101,578.401,297.806,153.373,76.554,683.126,646.883,567.018,483.389,410.523,130.472,668.894,369.647,111.425,87.188,430.237,170.407,592.92,180.762,257.491,158.773,396.879,148.027,669.009,700.742,504.595,278.119,669.571,239.94,204.358,134.239,603.751,630.235,174.943,304.715,59.125,704.429,545.175,496.545,104.331,349.104,699.588,353.239,121.165,78.709,645.766,653.568,105.696,521.317,504.06,259.886,390.009,780.636
"Hamilton",479.688,520.122,304.406,531.817,204.201,308.329,343.724,420.492,671.756,155.995,500.04,677.918,162.973,372.745,145.332,464.129,765.824,286.486,336.714,279.582,380.395,528.629,721.422,743.283,314.605,488.829,695.86,573.085,148.197,77.957,405.871,111.3,0,653.27,721.055,681.523,87.255,707.724,677.918,678.187,387.361,640.312,581.921,677.221,396.626,252.193,175.374,781.946,745.703,665.838,582.209,509.343,229.292,767.714,468.467,219.017,53.615,529.057,269.227,691.74,279.582,356.311,257.593,495.699,246.847,767.829,799.562,603.415,376.939,768.391,338.76,303.178,233.059,702.571,729.055,273.763,403.535,157.945,803.249,643.995,595.365,7.364,447.924,798.408,452.059,44.607,186.301,744.586,752.388,31.659,620.137,602.88,358.706,488.829,879.456
"Hancock",300.278,247.117,465.82,266.91,489.85,443.506,322.127,269.422,84.169,500.747,156.807,119.45,551.422,362.566,557.218,284.719,74.955,371.713,397.406,452.635,302.709,106.272,80.002,166.385,397.409,184.076,68.475,267.141,531.943,590.412,337.311,557.369,653.442,0,143.927,143.739,596.59,119.668,119.45,13.998,275.129,144.606,67.984,99.286,332.724,451.721,481.347,127.507,144.176,107.383,144.342,312.88,468.819,190.816,181.879,593.33,648.366,168.623,483.235,133.272,452.635,363.172,457.104,279.562,413.364,99.545,222.664,108.605,383.8,94,319.427,453.758,423.742,144.103,76.34,440.979,347.506,524.677,226.351,73.393,65.489,646.117,213.361,221.51,220.62,662.951,533.823,167.458,175.49,647.482,150.255,219.835,343.035,184.076,253.135
"Hardeman",360.382,264.815,525.924,258.92,549.954,503.61,382.231,329.526,61.206,560.851,246.459,41.696,611.526,422.67,617.322,344.823,142.177,431.817,457.51,512.739,362.813,201.309,105.111,38.758,457.513,244.18,79.549,202.149,592.047,650.516,397.415,617.473,713.546,143.129,0,75.143,656.694,56.592,41.696,129.319,335.233,114.029,170.91,44.427,392.828,511.825,541.451,161.931,88.02,50.596,169.785,272.59,528.923,57.506,264.913,653.434,708.47,215.97,543.339,50.383,512.739,423.276,517.208,278.068,473.468,147.814,113.664,123.843,443.904,138.016,379.531,513.862,483.846,29.921,112.744,501.083,407.61,584.781,121.86,85.707,206.675,706.221,296.395,112.51,303.654,723.055,593.927,23.53,47.863,707.586,125.971,195.551,403.139,244.18,198.067
