"","Accomack","Albemarle","Alexandria","Alleghany","Amelia","Amherst","Appomattox","Arlington","Augusta","Bath","Bedford","Bland","Botetourt","Bristol","Brunswick","Buchanan","Buckingham","Buena Vista","Campbell","Caroline","Carroll","Charles City","Charlotte","Charlottesville","Chesapeake","Chesterfield","Clarke","Colonial Heights","Covington","Craig","Culpeper","Cumberland","Danville","Dickenson","Dinwiddie","Emporia","Essex","Fairfax","Fairfax City","Falls Church","Fauquier","Floyd","Fluvanna","Franklin","Franklin City","Frederick","Fredericksburg","Galax","Giles","Gloucester","Goochland","Grayson","Greene","Greensville","Halifax","Hampton","Hanover","Harrisonburg","Henrico","Henry","Highland","Hopewell","Isle of Wight","James City","King and Queen","King George","King William","Lancaster","Lee","Lexington","Loudoun","Louisa","Lunenburg","Lynchburg","Madison","Manassas","Manassas Park","Martinsville","Mathews","Mecklenburg","Middlesex","Montgomery","Nelson","New Kent","Newport News","Norfolk","Northampton","Northumberland","Norton","Nottoway","Orange","Page","Patrick","Petersburg","Pittsylvania","Poquoson","Portsmouth","Powhatan","Prince Edward","Prince George","Prince William","Pulaski","Radford","Rappahannock","Richmond","Richmond City","Roanoke","Roanoke City","Rockbridge","Rockingham","Russell","Salem","Scott","Shenandoah","Smyth","Southampton","Spotsylvania","Stafford","Staunton","Suffolk","Surry","Sussex","Tazewell","Virginia Beach","Warren","Washington","Waynesboro","Westmoreland","Williamsburg","Winchester","Wise","Wythe","York"
"Bedford",314.767,96.933,229.167,82,105.967,45.2,50.183,217.5,89.85,114.017,0,116.383,49.917,163.683,160.883,37.083,75.217,54.917,111.567,180.917,117.95,180.633,80.783,98.883,243.8,141.433,176.033,154.15,89.35,92.35,157.7,99,81.6,235.483,142.667,177.5,200.867,204.817,204.817,212.367,176.183,92.383,119.033,215.817,355.467,171.983,187.167,129.883,102.733,213.75,133.617,131.483,125.117,178.8,88.183,218.267,163.483,105.05,123.767,166.317,94.55,160.583,216.517,210.033,203.683,206.967,184.4,237.433,221.117,62.033,204.317,125.2,113.033,34.25,129.633,199,201.883,90.733,231.167,126.05,301.2,73.05,211.783,177.767,218.517,237.45,216.3,234.383,217.233,106.35,133.2,207.9,111.3,152.333,60.7,215.917,236.167,122.733,82.1,160,213.95,92.7,82.783,237.433,152.1,152.1,42.867,42.867,54.783,109.317,180.667,52.083,177.4,129.517,129.15,148.283,170.2,193.55,91.6,224.25,198.267,169.95,161.583,247.65,93.833,168.883,95.183,231.05,196.267,164.55,220.617,218.467,219.3
"Bland",389.283,172.1,281.833,66.767,220.117,154.15,164.333,274.717,147.067,154.3,118.15,0,93.75,73.433,236.6,95.517,189.367,120.383,186.033,255.383,43.033,261.967,195.883,173.333,322.067,236.35,233.25,248.2,119.75,101.65,232.883,213.15,149.433,145.217,256.817,259.617,275.333,262.05,262.05,269.6,245.267,73.683,193.483,298.2,429.983,229.2,261.633,53.667,42.033,288.25,210.75,55.267,198.717,260.933,192.767,292.767,237.933,162.267,204.817,240.783,37.383,254.5,315.8,284.533,278.133,281.417,258.867,311.883,273.75,119.267,261.533,199.667,228.133,148.383,204.817,254.533,259.1,118.783,305.667,217.883,375.7,61.25,286.283,252.283,293.033,313.967,290.817,308.85,126.967,220.5,207.667,96.65,84.3,252.05,158.767,290.417,312.133,227.85,196.25,258.267,271.933,38.983,50.917,311.9,228.883,228.883,82.667,82.667,112,166.533,237.883,74.517,245.233,186.733,38.883,230.467,244.65,268.017,148.817,320.7,292.183,268.333,50.317,322.15,196.917,227.967,152.4,305.517,270.783,221.767,130.367,292.967,293.8
"Botetourt",314.3,97.117,206.85,56.733,152.75,79.167,96.967,199.733,72.083,75.6,50.783,91.117,0,138.417,207.667,19.383,116.083,45.4,111.05,180.4,92.683,186.983,127.55,98.35,247.083,161.367,158.267,173.217,48.283,93.883,157.9,139.85,123.583,210.217,189.45,211.533,200.333,187.05,187.05,194.6,170.283,72.367,118.5,238.5,355,154.217,186.633,104.617,77.467,213.267,135.767,106.233,123.717,208.15,134.967,217.783,162.95,87.283,170.55,165.783,69.283,179.517,240.817,209.55,203.15,206.433,183.883,236.9,198.767,44.267,186.55,124.683,159.817,81.017,129.817,179.533,184.117,92.25,230.683,172.833,300.717,47.783,211.3,177.283,218.033,238.983,215.833,233.85,191.967,153.133,132.683,182.65,107.233,177.067,103.983,215.433,237.15,152.867,128.867,183.283,196.95,67.433,57.517,236.917,153.883,153.883,27.95,27.95,37.017,91.55,162.9,26.817,170.25,111.75,103.883,155.483,169.667,193.033,73.833,244.15,217.2,198.233,136.317,247.167,121.917,152.983,77.417,230.533,195.783,146.783,195.35,217.983,218.817
"Bristol",434.367,217.2,326.917,111.85,265.2,199.233,209.417,319.817,192.167,212.45,163.233,72.1,138.85,0,281.683,140.617,234.467,165.483,231.117,300.467,88.117,307.067,240.983,218.433,367.167,281.45,278.35,293.3,185.133,146.75,277.983,258.233,194.533,95.65,301.9,304.717,320.417,307.133,307.133,314.683,290.367,118.783,238.583,343.3,475.067,274.3,306.717,98.75,110.117,333.35,255.85,100.35,243.8,306.033,237.85,337.867,283.033,207.367,249.9,285.867,92.85,299.6,360.9,329.617,323.233,326.517,303.95,356.983,318.85,164.35,306.633,244.767,273.233,193.483,249.9,299.617,304.2,163.867,350.767,262.983,420.8,106.333,331.383,297.367,338.117,359.067,335.9,353.933,77.4,265.583,252.75,86.433,129.383,297.133,203.867,335.517,357.233,272.95,241.333,303.367,317.033,84.067,96.017,356.983,273.967,273.967,127.75,127.75,157.1,211.633,282.983,119.617,290.333,231.833,39.3,275.567,289.75,313.1,193.917,365.8,337.283,313.433,85.067,367.25,242,273.05,197.5,350.6,315.867,266.867,80.783,338.067,338.9
"Brunswick",200.567,143.5,171.067,240.483,83.067,147.517,114.317,174.033,170.667,233.3,162.15,235.367,208.383,282.667,0,197.4,115.4,185.45,136.967,117.967,207.117,92.6,86.15,139.083,118.667,74.05,221.35,60.35,226.817,163.4,176.05,111.467,119.067,354.467,44.617,26.35,131.85,172.833,172.833,175.117,171.117,213.633,135.867,72.15,241.267,230.033,130.55,214.367,261.217,133.767,107.4,227.833,165.733,35.533,90.767,125.483,100.383,185.867,63.283,101.717,241.767,71.65,108.65,125.583,127.75,145.083,115.383,162.517,163.033,194.583,197.667,129.633,66,141.367,166.667,169.917,172.317,154.6,151.183,45.683,187,231.533,131.817,97.8,117.75,112.317,127.767,165.367,336.217,56.167,150.883,326.9,182.35,58.533,130.183,131.95,111.033,103.65,90.633,66.217,155.85,232.983,241.25,168.417,78.267,78.267,201.333,201.333,195.5,190.133,228.917,210.55,172.333,192.85,248.133,83.533,131.3,135.467,173.1,94.65,101.517,56.067,280.567,130.117,147.833,197.3,162.917,162.033,116.3,224.583,339.6,122.95,139.333
"Buchanan",299.167,81.983,191.717,60.217,141.317,64.033,85.533,184.6,56.95,81.117,36.05,94.583,19.567,141.883,196.233,0,100.95,30.267,95.917,165.267,96.15,171.85,116.133,83.217,231.95,146.233,143.133,158.083,56.45,97.35,142.767,124.717,117.567,213.683,178.017,196.4,185.2,171.917,171.917,179.467,155.15,75.833,103.367,223.367,339.867,139.083,171.5,108.1,80.933,198.133,120.633,109.7,108.583,193.017,123.533,202.65,147.817,72.15,159.117,150.65,72.75,164.383,225.683,194.417,188.017,191.3,168.75,221.767,183.633,29.133,171.417,109.55,148.383,67.333,114.683,164.4,168.983,95.717,215.55,161.4,285.583,51.25,196.167,162.15,202.9,223.85,200.7,218.717,195.433,141.7,117.55,186.117,110.7,161.933,96.65,200.3,222.017,137.733,117.45,168.15,181.817,70.9,60.983,221.783,138.75,138.75,31.417,31.417,21.883,76.417,147.767,30.283,155.117,96.617,107.35,140.35,154.533,177.9,58.7,229.017,202.067,183.1,139.783,232.033,106.783,137.85,62.283,215.4,180.65,131.65,198.817,202.85,203.683
"Buckingham",247.367,61.533,170.283,152.533,59.117,38.833,29.517,173.25,89.417,138,74.217,186.917,115.867,234.217,114.05,101.85,0,76.767,69.667,117.183,188.483,117.017,60.083,55.95,180.167,77.817,175.6,90.667,118.15,152.1,123.283,23.767,117.483,306.017,95.817,130.65,137.133,177.05,177.05,174.333,141.233,161.417,47.3,155.95,288.067,171.55,129.783,200.417,173.267,146.35,58.383,202.017,89.733,125.6,91.817,150.867,99.733,104.617,100.1,102.583,165.083,96.967,158.267,142.617,139.933,144.3,120.667,173.7,162.25,85.917,189.183,78.217,71.133,53.417,94.25,164.033,173.017,135.817,163.767,90.683,233.8,143.583,144.383,110.367,151.117,172.067,148.9,170.65,287.767,59.5,88.283,278.433,171.033,94.5,96.567,148.517,170.233,47.5,33.85,100.733,155.083,163.217,153.317,173.7,84.317,84.317,113.4,113.4,90.567,108.883,180.233,122.617,142.45,116.867,199.683,80.5,120.467,134.683,91.867,165.983,134.65,115.683,232.1,180.25,33.95,133.5,79.983,167.317,128.867,164.117,291.15,151.067,151.9
"Buena Vista",285.767,68.6,178.317,85.317,128.683,38.767,72.9,171.2,43.567,67.717,54.983,119.7,45.6,167,183.617,31.583,75.683,0,82.517,151.867,121.267,158.45,104.5,69.817,218.55,132.833,129.75,144.683,47.883,122.45,129.367,99.45,125.483,238.8,165.383,183,171.817,158.533,158.533,166.083,141.75,100.95,89.967,209.967,326.467,125.7,158.117,133.2,106.05,184.733,107.233,134.8,95.2,179.633,120.45,189.267,134.417,58.75,156.017,137.267,97.867,151,212.3,181.017,174.617,177.917,155.35,208.383,170.25,15.65,158.033,96.15,136.883,56,101.3,151.017,155.6,120.833,202.15,150.617,272.183,76.367,182.767,148.767,189.517,210.467,187.3,205.333,220.55,129.067,104.15,211.217,135.8,148.533,104.583,186.9,208.617,123.2,104.817,154.75,168.417,96.017,86.1,208.383,125.367,125.367,56.533,56.533,20.3,63.017,134.383,55.4,141.717,83.217,132.467,126.95,141.15,164.5,45.3,215.633,188.667,169.717,164.9,218.65,92.033,124.45,48.9,202,167.267,118.25,223.933,189.467,190.3
"Campbell",224.383,27.333,125.2,150.85,82.833,73.65,98.317,128.167,55.367,118,112.717,185.217,111.117,232.517,138.117,97.117,68.783,84.05,0,90.483,186.783,97.067,118.25,23.567,157.167,71.467,132.417,83.3,109.933,187.983,64.25,71.583,156.767,304.317,98.4,121.633,110.433,118,118,125.55,82.183,166.467,23.433,148.583,265.083,141.1,83.2,198.733,171.583,123.35,45.85,200.333,44.083,118.25,149.983,127.883,73.05,70.567,158.267,75.883,163.383,89.617,150.917,119.633,113.25,103,93.967,147,117.15,83.017,130.133,26.717,126.8,89.95,45.017,104.983,113.967,175.117,140.767,148.85,210.817,141.9,121.383,87.383,128.133,149.083,125.917,143.95,286.067,108.433,29.25,276.75,201.333,87.15,135.85,125.533,147.233,62.95,92.017,93.367,109.983,161.533,151.617,147,63.983,63.983,122.067,122.067,86.567,77.95,139.983,120.917,83.4,71.2,197.983,65.567,73.717,89.6,57.817,154.25,127.283,108.333,230.417,157.267,48.95,84.283,47.617,140.617,105.883,135.65,289.45,128.083,128.917
"Caroline",201.183,96.317,81.583,218.967,84.283,141.75,138.05,84.55,123.483,186.117,180.817,253.333,179.233,300.633,119.567,165.217,116.2,152.167,89.783,0,254.9,73.883,137.483,91.9,133.967,60.567,131.85,64.75,178.05,248.483,86.567,93.167,204.15,372.433,79.833,103.067,42.35,83.35,83.35,85.633,81.633,234.583,88.683,130.033,241.883,140.55,35.417,266.85,239.683,97.75,63.467,268.45,111.55,99.683,162.933,104.683,25.433,138.683,149.617,35.033,231.5,65.85,126.15,96.433,59.817,31.6,48.3,79.55,73.533,151.133,108.167,71.15,129.233,158.067,95.133,80.433,82.833,239.667,110.333,132,187.617,210,98.2,64.183,104.933,125.883,102.717,76.5,354.183,107.65,84.017,344.867,267.417,68.6,201.233,102.333,124.05,72.617,114.367,68.917,66.367,229.65,219.733,79.567,45.433,45.433,190.167,190.167,154.683,148.317,139.417,189.033,82.85,141.567,266.1,50.1,38.45,45.967,125.917,131.05,103.533,89.783,298.533,134.067,117.067,107.817,115.733,73.183,82.683,135.1,357.567,104.883,105.717
"Carroll",387.283,170.1,279.833,64.75,218.117,152.15,162.333,272.717,145.067,165.35,116.15,39.367,91.75,86.667,206.383,93.517,187.367,118.383,184.033,253.383,0,259.967,192.383,171.333,314.5,234.35,231.25,236.717,138.05,65.133,230.883,211.15,112.917,158.467,220.983,229.4,273.317,260.05,260.05,267.6,243.267,38.583,191.483,267.983,427.983,227.2,259.617,22.217,63.017,286.25,208.75,29.833,196.717,230.717,156.233,290.767,235.933,160.267,168.283,238.767,45.767,248.017,298.333,282.533,276.133,279.417,256.867,309.883,271.75,117.267,259.533,197.667,203.317,146.383,202.8,252.533,257.1,82.267,303.667,181.367,373.7,59.25,284.283,250.267,291.017,308.15,288.817,306.833,140.217,218.5,205.667,130.9,47.767,234.9,122.25,288.417,306.867,225.85,194.233,242.567,269.933,36.967,48.917,309.9,226.883,226.883,80.667,80.667,110,164.533,235.883,72.517,243.233,184.733,52.133,228.467,242.65,266.017,146.817,290.483,283.567,238.117,84.567,320.15,194.9,225.967,150.4,303.517,268.783,219.767,143.6,290.967,291.8
"Charles City",155.25,103.667,126.85,226.3,77.25,149.1,131.033,129.817,130.833,193.45,178.867,260.683,186.583,307.983,93.15,172.567,116.867,159.517,97.133,73.75,262.25,0,127.783,99.25,88.033,45.783,177.133,37.3,185.4,223.317,131.833,93.833,179,379.783,53.433,70.2,80.117,128.617,128.617,130.9,126.9,241.933,96.033,94.183,195.95,185.817,86.333,275.783,247.033,60.283,70.817,275.783,125.9,66.817,150.9,58.75,52.867,146.017,123.2,51.583,238.85,24.8,80.217,32.967,54.267,100.867,54.233,89.033,118.8,158.483,153.45,89.8,108.6,158.067,126.833,125.7,128.1,214.517,77.7,105.6,141.683,217.35,52.267,23.6,59,79.95,56.783,106.033,361.533,82.45,111.05,352.2,242.267,41.367,189.183,56.4,78.1,73.283,107.333,26.667,111.633,236.983,227.083,114.567,40.683,40.683,197.517,197.517,162.033,150.283,184.7,196.383,128.117,153.017,273.45,47.283,87.083,91.25,133.267,85.117,51.417,56.917,305.867,88.133,124.417,153.083,123.083,110.3,32.85,180.367,364.917,58.95,59.35
"Charlotte",265.817,117.4,191.033,157.233,57,68.533,35.333,194,135.1,167.683,80.55,191.617,126.783,238.917,86.233,115.783,61.017,106.467,120.3,137.933,191.167,130.65,0,111.817,188.05,92.483,221.283,98.4,147.85,128.35,173.933,61.867,85.517,310.717,86.917,107.283,158.933,192.8,192.8,195.083,191.867,153.233,97.95,145.85,306.517,217.233,150.517,208.617,177.967,164.783,91.383,206.717,145.6,108.583,44.317,169.3,120.35,150.3,56.783,124.283,169.767,109.7,160.783,163.633,158.767,165.05,142.467,193.517,183,115.617,217.633,126.933,33.983,62.383,150.1,189.883,192.283,112.083,182.2,47,252.233,148.283,162.817,128.817,169.567,181.7,167.35,192.45,292.467,50.6,138.917,283.133,147.3,96.583,72.817,166.95,180.417,79.65,37.35,104.25,175.817,167.917,158.017,195.5,103.15,103.15,117.6,117.6,116.517,154.567,225.917,127.317,193.083,172.717,204.383,99.333,151.267,155.433,137.55,168.35,144.617,114.217,236.8,199.5,94.85,189.367,125.667,189.117,147.317,209.8,295.85,169.5,170.333
"Charlottesville",226.733,9.35,140.233,137.1,85.183,59.9,84.933,136.533,41.617,104.25,98.967,171.467,97.367,218.767,140.467,83.367,55.4,70.3,22.633,92.833,173.033,99.433,109.567,0,159.517,73.817,127.8,85.667,96.183,174.233,69.55,73.217,143.017,290.567,100.75,123.983,112.783,123.867,123.867,131.417,88.033,152.717,30.933,150.933,267.433,123.75,98.233,184.983,157.833,125.7,48.217,186.583,36.967,120.6,138.283,130.233,75.4,56.817,149.583,78.233,149.633,91.967,153.267,121.983,115.6,118.033,96.317,149.35,132.183,69.267,136,37.117,120.617,76.2,41.483,110.85,119.817,161.367,143.117,140.167,213.167,128.15,123.75,89.733,130.483,151.433,128.267,146.3,272.317,108.983,42.067,263,187.583,89.5,122.1,127.883,149.583,65.3,83.333,95.717,125.017,147.783,137.867,149.35,66.333,66.333,108.317,108.317,72.817,61.083,132.433,107.167,89.25,64.1,184.233,67.933,82.117,104.617,44.067,156.6,129.633,110.683,216.667,159.617,34.1,80.733,33.867,142.967,108.233,116.317,275.7,130.433,131.267
"Chesapeake",101.083,164.017,187.2,286.65,146.517,209.45,194.417,190.167,191.183,253.817,242.25,321.033,246.933,368.333,120.65,232.917,181.517,219.867,157.483,134.1,316.133,90.533,186.233,159.6,0,115.5,237.483,101.817,245.75,270,192.183,158.483,225.667,440.133,111.883,94.567,128.033,188.967,188.967,191.25,187.25,302.283,156.383,58.217,141.783,246.167,146.683,323.383,307.383,77.833,131.167,336.867,186.25,96.217,197.367,37.25,113.217,206.383,169.883,113.483,299.2,100.967,48.583,77.417,103.35,161.217,103.317,127.4,179.167,218.833,213.8,150.15,167.05,221.467,187.183,186.05,188.45,261.183,96.133,152.267,87.517,277.7,54.983,82.617,33.433,16.2,43.233,144.417,421.883,140.9,171.4,412.55,288.933,99.817,236.783,47.417,17.45,137.933,170.733,93.95,171.983,297.35,287.433,152.95,101.033,101.033,257.867,257.867,222.383,210.633,245.05,256.733,188.467,213.367,333.8,112.067,147.433,151.6,193.617,32.617,69.7,93.15,366.233,30.767,184.767,213.433,183.433,158.217,64.15,240.717,425.267,38.633,68.233
"Chesterfield",179.6,79,113.767,201.65,39.667,118.117,93.45,116.733,106.167,168.8,141.283,236.017,161.917,283.317,74.467,147.9,79.283,134.85,72.467,60.667,237.583,46,92.867,74.583,114.517,0,164.05,19.65,160.733,203.867,118.75,56.25,159.533,355.117,34.733,57.967,76.65,115.533,115.533,117.817,113.817,217.267,71.367,84.933,220.3,172.733,73.25,249.533,222.367,78.567,41.55,251.133,101.233,54.583,118.333,83.1,43.067,121.367,104.5,47.017,214.183,25.95,87.25,74.85,72.55,87.783,60.183,107.317,105.717,133.817,140.35,65.133,84.617,120.483,102.167,112.617,115.017,195.067,95.983,86.9,166.033,192.683,76.617,42.6,83.35,104.3,81.133,110.167,336.867,61.083,86.383,327.55,222.8,23.5,156.617,80.75,102.467,35.7,69.75,29.717,98.55,212.333,202.417,113.217,23.517,23.517,180.467,180.467,137.367,125.633,171.617,171.717,115.033,128.35,248.783,21.65,74,78.15,108.6,94.967,63.633,44.667,281.217,112.483,103.317,140,98.417,106.833,61.1,167.283,340.25,83.3,84.133
"Clarke",260.85,127.117,77.067,197.25,187.6,158.2,189.05,66.717,91.667,164.717,176.383,231.633,157.533,278.933,222.883,143.517,176.367,130.467,133.117,133.617,233.2,177.2,220.65,128.333,237.283,163.883,0,168.067,156.35,234.383,87.7,188.333,241.333,350.733,183.15,206.383,159.617,63.417,63.417,61.15,55.967,212.883,145.683,233.35,241.783,30.55,106.75,245.133,217.983,203.467,160.817,246.733,112.517,203,236.6,208,141,75.25,252.933,150.617,209.8,169.167,229.467,199.75,181.867,127.2,163.433,196.817,69,129.433,32.367,125.333,232.55,174.517,98.617,65.217,62.367,232.767,220.883,235.317,277.433,188.3,201.517,167.5,208.25,229.2,206.033,193.767,332.483,210.967,103.767,323.15,247.733,171.917,220.417,205.65,227.367,177.9,201.15,172.233,82.633,207.933,198.033,196.817,148.75,148.75,168.467,168.467,132.983,77.917,7.55,167.333,55.933,86.65,244.4,153.417,117.65,96.7,100.217,234.367,206.85,193.1,276.817,237.383,151.917,67.55,107.417,186.383,186,21.833,335.867,208.2,209.033
"Colonial Heights",183.45,88.517,116.083,211.15,50.517,128.983,104.3,119.05,115.683,178.3,152.133,245.533,171.433,292.833,61.483,157.417,90.133,144.35,81.983,62.967,236.867,38.75,96.117,84.1,101.55,19.05,166.35,0,170.25,191.65,121.067,67.1,147.317,364.633,21.767,45,76.867,117.85,117.85,120.133,116.133,226.783,80.867,71.95,224.15,175.05,75.567,244.117,231.883,78.783,52.4,257.583,110.75,41.617,119.233,83.3,45.383,130.867,91.533,46.733,223.683,16.383,74.283,71.717,72.767,90.083,60.4,107.517,108.033,143.333,142.667,74.65,76.933,131.333,111.683,114.933,117.333,182.85,96.2,73.933,169.883,202.2,76.817,42.817,83.567,95.2,81.35,110.383,346.383,50.783,95.9,337.05,210.6,10.517,157.517,80.95,93.917,46.567,80.617,16.033,100.867,221.833,211.933,113.433,23.283,23.283,182.367,182.367,146.883,135.133,173.917,181.233,117.35,137.867,258.3,28.55,76.317,80.467,118.117,82,56.367,31.7,290.717,113,109.267,142.317,107.933,107.05,61.317,169.6,349.767,83.5,84.333
"Covington",312.55,95.383,205.1,100.967,172.233,82.3,116.45,197.983,70.35,38.883,89.883,118.117,47.717,182.65,227.15,57.017,119.217,48.533,109.3,178.65,136.917,185.233,148.033,96.6,245.333,159.617,156.533,171.467,0,138.1,156.15,143,171.4,236.05,186.55,209.783,198.6,185.317,185.317,192.867,168.533,116.6,116.75,236.75,353.25,152.483,184.9,148.85,90.433,211.517,134.017,150.45,121.983,206.417,163.983,216.05,161.2,85.533,199.567,164.05,113.517,177.783,239.083,207.8,201.4,204.7,182.133,235.167,197.033,43.383,184.817,122.933,180.433,102.467,128.083,177.8,182.383,136.483,228.933,194.167,298.967,92.017,209.55,175.55,216.3,237.25,214.083,232.117,225.4,172.617,130.933,181.2,151.45,175.317,148.217,213.683,235.4,151.117,148.367,181.533,195.2,111.65,101.75,235.167,152.15,152.15,72.183,72.183,47.583,89.8,161.167,71.05,168.5,110,148.117,153.733,167.933,191.283,72.083,242.417,215.45,196.5,134.767,245.433,120.183,151.233,75.683,228.783,194.05,145.033,228.783,216.25,217.083
"Craig",347.317,172.567,282.3,98.583,165.133,124.4,128.817,275.183,147.533,167.817,91.55,100.267,94.217,147.567,159.283,95.983,153.85,120.85,186.5,246.067,66.05,220.5,128.367,173.8,265.417,200.617,233.717,188.25,140.517,0,233.35,176.817,48.983,219.367,172.517,180.317,259.733,262.5,262.5,270.05,245.733,54.65,193.95,218.9,388.017,229.667,258.65,83.117,119.317,261.667,199.5,90.733,199.167,181.633,92.3,266.183,228.483,162.733,104.35,232.417,105.033,199.55,249.867,253.467,255.65,273.183,243.283,290.4,274.217,119.717,262,200.133,139.383,113.45,205.267,254.983,259.567,18.317,279.083,117.433,333.75,93.067,259.7,225.683,264.5,259.067,264.233,293.25,201.117,158.733,208.133,191.8,21.8,186.433,58.317,263.833,257.783,187.783,152.317,194.1,272.4,98.55,92.367,296.317,206.167,206.167,72.95,72.95,112.467,167,238.35,82.3,245.7,187.2,113.033,207.467,245.117,263.567,149.283,241.4,235.1,189.65,145.467,276.867,173.033,228.433,152.867,289.933,244.2,222.233,204.5,269.7,267.217
"Culpeper",258.15,63.433,92.517,193.9,129.083,116.183,150.033,85.4,98.417,161.05,155.25,228.267,154.167,275.567,176.533,140.15,120.5,127.1,62.583,87.267,229.833,130.833,169.95,67.617,190.933,117.517,87.133,121.717,152.983,231.033,0,118.667,199.317,347.367,136.8,160.033,113.267,72.717,72.717,80.267,36.9,209.517,75.15,187,261.65,95.817,60.25,241.783,214.617,157.117,92.1,243.383,44.317,156.65,194.567,161.633,94.65,88.617,209.967,104.25,206.433,122.817,183.117,153.4,135.517,80.033,117.083,150.45,84.433,126.067,84.85,56.617,173.05,132.483,27.917,59.7,68.683,217.65,174.533,188.967,244.567,184.933,155.15,121.15,161.9,182.833,159.683,147.4,329.117,154.667,33.233,319.8,244.383,125.567,178.4,159.283,181,109.2,143.733,125.867,77.667,204.583,194.667,150.467,102.383,102.383,165.1,165.1,129.617,81.1,94.7,163.967,38.117,74.35,241.033,107.067,57.617,64.667,100.85,188.017,160.5,146.733,273.467,191.017,97.85,39.833,90.667,139.217,139.65,90.367,332.5,161.833,162.667
"Cumberland",223.6,77.983,146.517,175.567,42,61.867,52.55,149.483,104.617,161.033,97.25,209.95,138.9,257.25,110.117,124.883,23.017,99.8,72.833,93.417,211.517,93.25,60.633,72.383,156.383,54.05,188.383,66.883,141.183,175.133,120.933,0,133.567,329.05,81.967,105.2,113.35,148.283,148.283,150.567,138.15,184.45,47.583,132.167,264.3,186.75,106,223.45,196.3,122.567,34.6,225.05,101.15,101.817,92.367,127.083,75.967,119.817,100.633,78.8,188.117,73.183,134.483,118.85,116.167,120.533,96.883,149.917,138.467,108.95,173.1,65.05,66.933,76.45,102.1,145.367,147.767,158.85,139.983,91.233,210.017,166.617,120.6,86.6,127.35,148.283,125.133,146.867,310.8,55.583,86.317,301.467,194.067,70.733,119.6,124.733,146.45,23.733,25.267,76.95,131.3,186.25,176.35,149.917,60.55,60.55,136.433,136.433,113.6,124.083,195.95,145.65,139.367,128.283,222.717,56.733,105.433,110.9,107.05,142.217,110.867,91.917,255.133,156.467,55.433,141.35,96.867,143.55,105.1,179.317,314.183,127.283,128.117
"Danville",305.683,141.35,257.533,145.1,123.5,89.617,94.033,260.5,156.183,188.767,79.617,148.333,124.717,195.633,117.65,116.7,119.067,126.317,156,204.433,114.1,178.867,90.8,143.3,223.783,158.983,242.367,146.617,168.983,50.917,202.117,135.183,0,267.433,130.883,138.683,218.1,256.433,256.433,261.583,220.617,101.15,166.383,177.267,346.383,238.317,217.017,131.167,165.817,220.033,157.867,138.8,169.55,140,49.55,224.55,186.85,171.383,62.717,190.783,151.533,157.917,208.233,211.833,214.017,231.55,201.65,248.767,249.5,136.683,268.567,169.633,97.75,78.667,174.05,243.417,252.4,42.117,237.45,75.8,292.117,133.75,218.067,184.05,222.867,217.433,222.6,251.617,249.167,117.1,177.617,239.85,69.867,144.8,24.117,222.2,216.15,146.15,110.683,152.467,242.317,146.617,138.883,254.683,164.533,164.533,103.433,103.433,134,175.65,247,112.783,221.833,192.55,161.083,165.833,214.617,221.933,158.617,199.767,193.467,148.017,193.517,235.233,138.25,213.3,146.75,248.3,202.567,230.883,252.567,228.067,225.583
"Dickenson",506.233,289.067,398.8,183.717,337.067,271.117,281.283,391.683,264.033,271.133,235.1,143.967,210.717,93.467,353.567,212.483,306.333,237.35,303,372.35,159.983,378.933,312.85,290.3,439.033,353.317,350.217,365.167,236.583,218.617,349.85,330.1,266.4,0,373.767,376.583,392.283,379,379,386.55,362.233,190.65,310.45,415.167,546.933,346.167,378.583,170.617,165.867,405.217,327.717,172.233,315.667,377.9,309.717,409.733,354.9,279.233,321.767,357.733,164.717,371.467,432.767,401.5,395.1,398.383,375.817,428.85,390.717,236.217,378.5,316.633,345.1,265.35,321.767,371.483,376.067,235.75,422.633,334.85,492.667,178.2,403.25,369.233,409.983,430.933,407.767,425.8,34.283,337.467,324.617,66.333,201.25,369.017,275.733,407.383,429.1,344.817,313.2,375.233,388.9,155.933,167.883,428.85,345.833,345.833,199.633,199.633,228.967,283.5,354.85,191.483,362.2,303.7,111.167,347.433,361.617,384.967,265.783,437.667,409.15,385.3,108.017,439.117,313.867,344.917,269.367,422.483,387.733,338.733,31.65,409.933,410.767
