"","Accomack","Albemarle","Alexandria","Alleghany","Amelia","Amherst","Appomattox","Arlington","Augusta","Bath","Bedford","Bland","Botetourt","Bristol","Brunswick","Buchanan","Buckingham","Buena Vista","Campbell","Caroline","Carroll","Charles City","Charlotte","Charlottesville","Chesapeake","Chesterfield","Clarke","Colonial Heights","Covington","Craig","Culpeper","Cumberland","Danville","Dickenson","Dinwiddie","Emporia","Essex","Fairfax","Fairfax City","Falls Church","Fauquier","Floyd","Fluvanna","Franklin","Franklin City","Frederick","Fredericksburg","Galax","Giles","Gloucester","Goochland","Grayson","Greene","Greensville","Halifax","Hampton","Hanover","Harrisonburg","Henrico","Henry","Highland","Hopewell","Isle of Wight","James City","King and Queen","King George","King William","Lancaster","Lee","Lexington","Loudoun","Louisa","Lunenburg","Lynchburg","Madison","Manassas","Manassas Park","Martinsville","Mathews","Mecklenburg","Middlesex","Montgomery","Nelson","New Kent","Newport News","Norfolk","Northampton","Northumberland","Norton","Nottoway","Orange","Page","Patrick","Petersburg","Pittsylvania","Poquoson","Portsmouth","Powhatan","Prince Edward","Prince George","Prince William","Pulaski","Radford","Rappahannock","Richmond","Richmond City","Roanoke","Roanoke City","Rockbridge","Rockingham","Russell","Salem","Scott","Shenandoah","Smyth","Southampton","Spotsylvania","Stafford","Staunton","Suffolk","Surry","Sussex","Tazewell","Virginia Beach","Warren","Washington","Waynesboro","Westmoreland","Williamsburg","Winchester","Wise","Wythe","York"
"Henrico",249.217,154.117,200.85,195.05,86.883,119.883,88.483,203.833,180.75,219.033,125.2,205.167,171.433,252.467,61.183,160.433,99.117,157.817,157,147.75,170.95,122.4,55.183,148.517,167.317,103.833,251.133,90.15,199.2,107.767,210.633,98.567,63.433,324.267,74.417,82.217,161.633,202.617,202.617,204.9,200.917,158,134.65,120.8,289.917,262.883,160.35,188.017,215.783,163.567,121.267,195.65,182.3,83.533,35.133,168.083,130.167,195.95,0,131.517,207.583,101.45,151.767,155.367,157.533,174.867,145.183,192.3,192.817,166.95,227.45,160.4,49.35,110.483,186.817,199.7,202.117,98.967,180.983,19.333,235.65,186.1,161.6,127.583,166.4,160.967,166.133,195.15,306.017,72.883,175.633,296.7,126.717,88.333,74.517,165.733,159.683,109.533,74.067,96,185.65,203.467,195.733,198.217,108.067,108.067,155.767,155.767,167.633,200.2,258.7,165.117,202.133,209.433,217.933,113.333,161.1,165.25,183.183,143.3,137,91.55,250.367,178.767,131.55,226.067,173,191.833,146.083,254.383,309.4,171.6,169.117
"Henry",181.483,82.233,99.267,204.867,69.867,127.667,123.65,102.233,109.4,172.017,166.733,239.25,165.15,286.55,104.45,151.133,102.1,138.067,75.7,35.65,240.817,52.85,123.083,77.817,114.267,46.167,149.55,49.65,163.967,234.083,104.267,79.067,189.75,358.35,64.733,82.283,44.95,101.033,101.033,103.317,99.333,220.5,74.583,109.25,222.183,158.233,58.767,252.75,225.6,77.933,49.367,254.35,104.467,78.9,148.533,84.983,11.3,124.583,134.5,0,217.4,44.833,106.45,76.733,47.767,65.417,28.483,81.517,91.233,137.05,125.867,68.367,114.817,143.967,105.4,98.117,100.533,225.267,95.35,116.9,167.9,195.917,78.483,38.417,85.233,106.183,83.017,78.467,340.1,93.25,89.617,330.767,253.017,53.483,186.833,82.617,104.333,58.533,99.967,47.883,84.067,215.55,205.65,81.517,29.667,29.667,176.083,176.083,140.6,128.85,157.117,174.95,100.55,131.583,252.017,35.7,59.517,63.667,111.833,111.35,82.5,68.983,284.433,114.367,102.983,125.5,101.65,75.133,62.983,152.8,343.483,85.183,86.017
"Highland",366.867,149.683,259.417,38.45,197.7,131.733,141.917,252.3,124.65,144.933,95.733,37.583,71.333,93.183,242.333,73.1,166.95,97.967,163.617,232.967,47.45,239.55,173.467,150.917,299.65,213.933,210.833,225.783,117.633,103.5,210.467,190.733,150.2,164.983,234.4,269.217,252.917,239.633,239.633,247.183,222.85,51.267,171.067,291.067,407.567,206.8,239.217,59.383,22.367,265.833,188.333,61,176.3,270.533,173.15,270.35,215.517,139.85,205.567,218.367,0,232.083,293.383,262.117,255.717,259,236.45,289.467,251.333,96.85,239.117,177.25,205.717,125.967,182.4,232.117,236.683,119.767,283.25,218.65,353.283,38.833,263.867,229.867,270.617,291.55,268.4,286.433,146.733,198.083,185.25,125.033,86.133,229.633,136.283,268,289.717,205.433,173.833,235.85,249.517,19.683,15.683,289.483,206.467,206.467,60.25,60.25,89.583,144.117,215.483,52.117,222.817,164.317,58.65,208.05,222.25,245.6,126.4,296.733,269.767,250.817,78.7,299.733,174.5,205.55,129.983,283.1,248.367,199.35,150.117,270.55,271.383
"Hopewell",176.767,96.367,118.933,219,58.367,136.833,112.15,121.9,123.517,186.15,159.983,253.383,179.283,300.683,72.533,165.267,97.983,152.2,89.833,65.833,247.917,24.95,107.167,91.95,100.767,26.9,169.217,14.733,178.1,202.7,123.933,74.95,158.367,372.483,32.8,48.433,73.817,120.7,120.7,122.983,119,234.633,88.717,75.4,217.467,177.9,78.433,255.167,239.733,75.733,60.25,268.633,118.583,45.05,130.267,80.25,44.967,138.717,102.583,43.683,231.533,0,73.167,57.917,69.717,92.95,57.35,104.467,110.9,151.167,145.533,82.483,87.983,139.2,119.533,117.783,120.2,193.883,93.15,84.967,163.183,210.05,73.767,39.767,80.517,94.433,78.3,107.333,354.233,61.833,103.75,344.9,221.633,21.417,168.567,77.9,93.15,54.4,88.467,10.933,103.733,229.683,219.783,110.383,31.133,31.133,190.217,190.217,154.733,142.983,176.783,189.083,120.217,145.717,266.15,36.4,79.183,83.333,125.967,81.217,42.567,35.133,298.567,112.233,117.117,145.167,115.767,104,57.8,172.467,357.617,80.45,84.3
"Isle of Wight",124.633,155.983,178.067,278.617,117.533,196.45,165.433,181.033,183.15,245.767,213.267,313,238.9,360.3,108.617,224.883,157.6,211.833,149.45,124.95,299.383,81.75,157.25,151.567,45.733,86.517,228.333,72.833,237.717,254.167,183.05,134.567,209.833,432.1,82.9,82.517,118.65,179.833,179.833,182.117,178.117,300.483,148.35,42.883,165.333,237.033,137.55,306.633,299.35,68.467,119.883,320.1,178.217,84.167,181.75,33.35,104.083,198.333,154.05,104.35,291.167,71.983,0,68.267,94.217,152.067,94.167,118.017,170.017,210.8,204.65,142.117,138.067,192.483,179.15,176.917,179.317,245.367,86.75,136.45,111.05,269.667,44.85,73.483,26.5,36.383,28.267,135.033,413.85,111.917,163.367,404.517,273.117,70.833,220.033,38.283,35.1,114.033,141.75,64.967,162.85,289.3,279.4,143.567,90.75,90.75,252.45,252.45,214.35,202.6,235.9,248.7,179.333,205.333,325.767,96.017,138.3,142.45,185.583,28.333,32.083,65.467,358.183,54.183,176.733,204.3,175.4,148.833,55,231.583,417.233,32.833,58.85
"James City",143.8,129,152.183,251.633,113.067,174.433,166.85,155.15,156.15,218.783,214.7,286.017,211.9,333.317,128.983,197.9,146.483,184.833,122.467,99.067,287.583,35.817,163.617,124.583,76.6,81.6,202.45,73.117,210.717,259.15,157.167,123.45,214.817,405.117,89.25,106.033,96.95,153.95,153.95,156.233,152.233,267.25,121.35,99.267,184.5,211.15,111.667,299.517,272.367,57.5,96.133,301.117,151.217,102.65,186.717,47.3,78.2,171.35,159.033,78.467,264.167,60.633,68.767,0,68.333,126.183,68.283,103.083,144.133,183.8,178.767,115.117,144.433,193.9,152.167,151.033,153.433,250.35,75.8,141.433,130.233,242.683,40.817,47.6,47.55,68.5,45.333,120.1,386.85,118.283,136.383,377.533,278.083,77.2,225.017,44.95,66.667,102.917,143.167,62.483,136.967,262.317,252.4,128.633,66.017,66.017,222.85,222.85,187.35,175.617,210.017,221.717,153.45,178.35,298.767,77.05,112.417,116.567,158.6,73.667,38.983,88.667,331.2,76.683,149.733,178.417,148.4,127.133,23.417,205.7,390.25,47.5,47.9
"King and Queen",170.1,119.683,129.85,242.317,104.717,165.117,158.5,132.817,146.85,209.467,204.183,276.7,202.6,324,129.367,188.583,139.55,175.517,113.15,60.467,278.267,54.217,157.933,115.267,102.883,72.667,180.117,74.1,201.417,259.533,134.833,116.517,215.2,395.8,89.633,107.133,33.833,131.617,131.617,133.883,129.9,257.95,112.033,125.55,210.8,188.817,89.333,290.2,263.05,38.65,86.817,291.8,141.917,103.75,183.383,73.583,55.5,162.033,159.417,49.217,254.85,69.683,95.05,65.35,0,80.117,23.85,64.1,121.8,174.5,156.433,105.817,144.8,181.417,142.85,128.7,131.1,250.717,56.067,141.8,156.517,233.367,67.1,37.2,73.833,94.783,71.633,67.35,377.55,118.667,127.067,368.217,278.467,78.4,221.667,72.483,92.95,95.983,134.817,74.233,114.633,253,243.1,70.4,59.55,59.55,213.533,213.533,178.05,166.3,187.683,212.4,131.117,169.033,289.467,70.583,90.083,94.233,149.283,99.95,85.933,93.833,321.883,102.967,140.433,156.067,139.1,64.017,51.6,183.367,380.933,73.783,55.9
"King George",228.95,122.6,76.517,245.233,112.033,168.033,165.817,79.5,149.75,212.383,207.1,279.617,205.517,326.917,147.333,191.5,143.967,178.433,105.533,30.95,281.183,101.633,165.25,118.183,161.733,88.333,126.667,92.517,204.333,276.233,81.15,120.933,231.917,398.717,107.6,130.833,47.25,78.283,78.283,80.567,76.433,260.867,114.95,157.8,240.55,135.35,25.867,293.117,265.967,102.95,91.233,294.717,106.117,127.45,190.7,132.45,54.817,150.417,177.367,64.417,257.767,93.617,153.917,124.2,81.133,0,77.683,82.983,68.483,177.4,103.117,84.633,156.983,184.333,89.717,75.367,77.783,267.433,115.767,159.767,215.367,236.283,125.95,91.95,132.7,153.65,130.483,76.9,380.467,135.417,78.6,371.133,295.183,96.367,228.983,130.083,151.8,100.383,142.133,96.667,61.317,255.917,246.017,82.983,73.183,73.183,216.45,216.45,180.967,142.9,134.233,215.317,77.65,136.15,292.383,77.867,46.25,40.35,152.2,158.817,131.3,117.533,324.8,161.833,143.35,102.617,142,64.35,110.45,129.9,383.85,132.65,120.217
"King William",170.317,100,111.217,222.633,88.35,145.433,142.133,114.183,127.167,189.783,184.5,257.017,182.917,304.317,118.783,168.9,119.867,155.833,93.467,48.033,258.583,54.45,141.567,95.583,103.1,61.95,161.5,63.383,181.733,248.95,116.217,96.833,204.617,376.117,79.067,96.417,30.933,112.983,112.983,115.267,111.283,238.267,92.35,123.383,211.017,170.183,70.717,270.517,243.367,49.433,67.133,272.117,122.233,93.033,167.017,73.817,36.883,142.35,148.833,29.533,235.167,58.967,95.283,65.567,23.333,77.8,0,67.5,103.183,154.817,137.817,86.133,133.3,161.733,123.167,110.067,112.483,240.15,66.85,131.233,156.75,213.683,67.317,37.417,74.067,95.017,71.85,64.45,357.867,108.083,107.383,348.533,267.9,67.817,205.317,71.467,93.167,76.3,118.45,62.017,96.017,233.317,223.417,67.5,44.017,44.017,193.85,193.85,158.367,146.617,169.067,192.717,112.5,149.35,269.783,54.183,71.467,75.617,129.6,100.183,86.15,83.117,302.2,103.2,120.75,137.45,119.417,61.117,51.817,164.75,361.25,74.017,66.7
"Lancaster",194.8,153.1,147.233,275.733,139.267,198.533,193.05,149.483,180.25,242.883,237.6,310.117,236.017,357.417,163.9,222,172.967,208.933,146.567,80.083,311.683,88.767,192.467,148.683,127.583,107.2,196.8,108.633,234.833,294.067,151.5,149.933,249.733,429.217,124.183,141.683,37.75,148.283,148.283,150.567,146.567,291.367,145.45,150.25,235.5,205.483,98.167,323.617,296.467,51.317,120.233,325.217,176.483,138.3,217.933,98.283,88.917,195.45,193.95,82.633,288.267,104.217,119.017,99.883,62.667,82.45,68.983,0,138.467,207.9,173.1,139.217,179.35,214.833,160.067,145.367,147.767,285.267,50.333,176.35,181.217,266.783,90.733,71.75,98.533,119.483,96.333,17,410.967,153.2,148.95,401.633,313.017,112.933,256.217,88.75,117.65,129.4,169.35,108.783,131.3,286.417,276.517,25.533,94.1,94.1,246.95,246.95,211.467,199.717,204.367,245.817,147.783,202.45,322.883,105.117,105.417,110.9,182.7,124.65,120.483,128.383,355.3,127.667,173.85,172.75,172.5,39.517,86.133,200.033,414.35,98.483,72.183
"Lee",208.517,133.617,16.867,239.983,127,180.383,180.767,19.467,134.4,207.467,219.45,274.367,200.267,321.667,162.283,186.25,158.917,173.2,115.483,73.017,275.933,116.6,180.2,130.3,176.7,103.283,70.65,107.467,199.083,277.133,87.183,135.883,246.867,393.467,122.55,145.783,99.017,20.35,20.35,20,55.717,255.617,128.05,172.75,189.45,94.617,46.8,287.867,260.717,142.883,106.183,289.483,114.5,142.417,205.667,147.4,80.417,117.983,192.333,90.017,252.533,108.567,168.867,139.15,121.283,66.6,102.833,136.217,0,172.167,42.55,97.583,171.95,196.7,98.083,41.783,38.417,275.5,160.3,174.733,225.1,231.033,140.917,106.9,147.65,168.6,145.433,133.167,375.217,150.367,88.55,365.9,290.483,111.317,242.6,145.05,166.767,115.333,157.083,111.633,22.45,250.683,240.767,136.217,88.15,88.15,211.2,211.2,175.717,120.65,74.433,210.067,52.433,132.383,287.133,92.833,57.05,34.083,142.95,173.767,146.25,132.5,319.567,176.783,155.7,84.183,154.367,125.783,125.4,87.317,378.6,147.6,148.433
"Lexington",282.733,65.55,175.283,82.567,138.633,48.717,82.85,168.167,40.517,64.3,61.7,116.933,42.833,164.233,193.567,28.833,85.633,14.95,79.483,148.833,118.5,155.417,114.45,66.783,215.517,129.8,126.7,141.65,44.45,119.7,126.333,109.4,135.133,236.033,156.733,179.967,168.783,155.5,155.5,163.05,138.717,98.183,86.933,206.933,323.433,122.65,155.083,130.45,103.3,181.7,104.2,132.05,92.167,176.583,130.4,186.217,131.383,55.717,165.967,134.233,95.1,147.95,209.25,177.983,171.583,174.867,152.317,205.333,167.2,0,154.983,93.117,146.833,68.883,98.267,147.983,152.55,118.067,199.117,160.567,269.15,73.617,179.733,145.733,186.483,207.417,184.267,202.3,217.783,139.017,101.117,208.467,133.05,145.5,114.217,183.867,205.583,121.3,114.767,151.717,165.383,93.25,83.333,205.35,122.333,122.333,53.783,53.783,10.2,59.983,131.333,52.633,138.683,80.183,129.7,123.917,138.1,161.467,42.267,212.6,185.633,166.667,162.133,215.6,90.367,121.417,45.85,198.967,164.233,115.217,221.167,186.417,187.25
"Loudoun",234.25,131.267,50.467,225.183,163.25,184.017,217.683,40.117,119.583,192.65,204.317,259.55,185.45,306.85,198.55,171.433,188.167,158.383,130.233,109.283,261.117,152.85,216.467,135.45,212.95,139.55,33.083,143.733,184.267,262.317,84.833,172.15,267.133,378.65,158.817,182.05,135.283,36.817,36.817,34.55,53.367,240.8,142.8,209.017,215.183,58.483,83.05,273.067,245.9,179.133,142.45,274.667,112.15,178.667,241.917,183.667,116.667,103.167,228.583,126.267,237.717,144.833,205.133,175.417,157.533,102.867,139.1,172.467,42.383,157.35,0,122.467,208.2,200.317,95.733,42.5,35.767,260.683,196.55,210.983,250.833,216.217,177.167,143.167,183.917,204.867,181.7,169.433,360.4,186.633,100.9,351.083,275.667,147.583,246.217,181.3,203.017,151.6,193.35,147.883,58.583,235.867,225.95,172.483,124.4,124.4,196.383,196.383,160.9,105.833,36.883,195.25,50.083,114.567,272.317,129.083,93.317,70.35,128.133,210.033,182.517,168.75,304.75,213.05,165.667,81.067,135.333,162.05,161.667,49.767,363.783,183.867,184.7
"Louisa",217.317,38.8,107.65,161.433,75.767,84.233,106.533,110.617,65.95,128.583,123.3,195.817,121.717,243.117,131.05,107.7,77,94.633,26.85,73.033,197.383,90,125.133,34.383,150.1,64.383,124.967,76.233,120.533,198.567,57.517,64.5,167.367,314.917,91.317,114.55,103.367,109.417,109.417,111.7,74.733,177.067,31.15,141.517,258.017,133.65,64.617,209.317,182.167,116.283,38.783,210.917,48.233,111.167,153.45,120.8,64.967,81.15,161.717,68.817,173.967,82.533,143.833,112.567,106.167,84.4,86.9,139.917,99.617,93.6,122.683,0,119.733,100.533,49.167,97.533,106.517,185.7,133.7,143.483,203.733,152.483,114.317,80.317,121.067,142,118.85,136.883,296.667,101.367,29.317,287.333,211.917,80.083,146.45,118.45,140.167,55.883,89.783,86.3,92.45,172.117,162.217,139.933,56.917,56.917,132.65,132.65,97.167,82.1,132.533,131.517,75.95,75.35,208.583,58.5,46.983,72.05,68.4,147.183,120.217,101.267,241,150.183,59.55,88.417,58.2,133.55,98.817,128.2,300.05,121,121.833
"Lunenburg",247.083,125.783,181.333,189.85,47.3,99.367,66.167,184.3,152.417,198.517,113.167,224.233,159.4,271.533,63.483,148.4,70.8,137.3,128.683,128.233,205.2,109.067,33.167,120.2,165.183,82.783,231.617,76.817,178.683,142.017,174.133,67.033,97.683,343.333,65.333,80.083,149.233,183.1,183.1,185.383,181.383,185.85,106.333,118.667,287.783,234.55,140.817,222.267,210.583,150.233,81.683,229.883,153.983,81.4,56.467,154.75,110.65,167.617,51.65,114.583,202.383,88.117,139.2,142.033,144.217,155.35,132.767,178.967,173.3,146.45,207.933,120.817,0,93.217,157.85,180.183,182.583,133.2,167.65,36.617,233.517,180.9,148.267,114.267,155.017,158.833,152.8,182.75,325.083,26.333,142.067,315.75,160.95,75,94.767,152.4,157.55,69.95,45.733,82.667,166.117,200.533,190.633,185.8,93.45,93.45,150.217,150.217,147.35,171.883,239.183,159.933,182.6,181.1,237,89.633,141.567,145.733,154.867,141.167,123.033,84.317,269.417,176.633,103.233,197.1,144.667,179.417,132.767,227.117,328.467,154.95,155.783
"Lynchburg",294.9,73.783,206.017,111.567,86.1,22.05,30.317,201.55,88.617,121.217,33.233,145.95,79.467,193.25,141.017,68.483,55.35,56.3,88.433,157.783,147.517,160.767,61.9,75.733,223.933,121.567,174.8,134.283,101.367,112.083,134.567,79.133,77.467,265.05,122.8,157.617,177.733,188.867,188.867,196.417,153.05,120.45,95.883,195.95,335.6,170.75,164.033,159.45,132.3,193.867,113.733,161.05,101.983,158.933,74.4,198.4,140.333,103.817,109.983,143.183,124.1,140.717,196.65,190.15,180.533,183.817,161.267,214.283,197.983,69.133,201,102.067,94.3,0,106.483,175.85,184.833,95.8,211.283,108.033,281.333,102.617,191.917,157.9,198.65,217.583,196.433,211.25,246.783,86.483,110.067,237.467,131.033,132.45,56.55,196.05,216.3,102.867,62.233,140.133,190.817,122.25,112.333,214.3,132.233,132.233,72.417,72.417,63.983,108.083,179.433,81.65,154.267,124.983,158.7,128.417,147.067,170.417,91.067,204.367,178.4,150.083,191.133,227.783,70.7,145.75,79.183,207.917,176.4,163.317,250.183,198.6,199.433
"Madison",254.95,37.817,105.667,168.283,113.4,90.567,121.417,98.55,72.8,135.433,129.633,202.65,128.55,249.95,168.683,114.533,93.533,101.483,46.067,96.6,204.217,127.633,147.683,42,187.733,102.033,100.283,113.867,127.367,205.417,31.567,102.15,173.7,321.75,128.967,152.2,122.6,85.883,85.883,93.433,50.05,183.9,58.633,179.15,274.8,102.133,69.583,216.167,189,153.917,76.417,217.767,18.7,148.817,168.95,158.45,103.617,63,187.7,106.45,180.817,120.183,181.483,150.2,143.817,89.383,124.533,159.8,97.583,100.45,98.017,49.783,157.367,106.867,0,72.867,81.833,192.033,171.333,178.3,241.383,159.317,151.95,117.95,158.7,179.65,156.483,156.75,303.5,139,21.667,294.183,218.767,117.717,152.783,156.1,177.8,93.517,121.467,123.933,90.833,178.967,169.05,159.8,94.55,94.55,139.483,139.483,104,55.483,107.85,138.35,51.267,48.733,215.417,96.133,66.967,75.967,75.233,184.817,157.85,138.9,247.85,187.833,72.233,39.467,65.05,148.567,136.45,94.7,306.883,158.65,159.483
"Manassas",239.35,109.15,50.517,219.95,134.083,161.883,187.85,44.017,114.35,187.417,200.95,254.317,180.217,301.617,169.367,166.2,166.033,153.15,108.117,80.1,255.883,123.683,187.283,113.333,183.767,110.367,65.883,114.55,179.033,257.083,62.717,142.967,245.017,373.417,129.633,152.867,106.1,31.35,31.35,38.9,35.667,235.567,120.683,179.833,220.283,74.567,53.883,267.833,240.667,149.95,113.267,269.433,90.033,149.483,212.733,154.483,87.483,97.933,199.417,97.1,232.483,115.65,175.95,146.233,128.35,73.683,109.917,143.3,42.133,152.117,43.617,100.333,179.033,178.2,73.617,0,8.967,255.45,167.367,181.8,237.417,210.983,148,113.983,154.733,175.683,152.517,140.25,355.167,157.45,78.783,345.85,270.433,118.4,224.1,152.133,173.85,122.417,164.167,118.717,22.267,230.633,220.717,143.3,95.233,95.233,191.15,191.15,155.667,100.6,73.45,190.017,31.65,112.333,267.083,99.9,64.133,41.167,122.9,180.85,153.333,139.583,299.517,183.867,143.55,64.133,130.1,132.867,132.483,69.117,358.55,154.683,155.517
"Manassas Park",234.083,117.817,45.867,223.933,141.05,170.567,194.833,38.767,118.35,191.4,203.083,258.317,184.217,305.617,176.333,170.2,174.717,157.15,116.8,87.083,259.883,130.65,194.267,122,190.75,117.333,65.817,121.533,183.033,261.067,71.383,149.933,253.7,377.417,136.617,159.85,113.067,26.083,26.083,33.633,39.667,239.567,129.367,186.817,215.017,78.567,60.85,271.817,244.667,156.933,120.233,273.417,98.717,156.467,219.717,161.45,94.467,101.933,206.383,104.067,236.483,122.633,182.917,153.217,135.333,80.65,116.9,150.267,38.917,156.117,37.717,109.017,186,186.867,82.3,10.733,0,259.45,174.35,188.783,244.383,214.983,154.967,120.95,161.7,182.65,159.5,147.217,359.167,164.417,87.45,349.833,274.417,125.367,232.783,159.1,180.817,129.4,171.15,125.683,25.967,234.633,224.717,150.267,102.2,102.2,195.15,195.15,159.667,104.6,69.6,194.017,36.383,116.333,271.083,106.883,71.117,48.133,126.9,187.817,160.3,146.55,303.517,190.833,152.233,68.133,134.1,139.833,139.467,73.117,362.55,161.65,162.483
"Martinsville",338.25,159.567,280.05,109.967,156.067,107.833,112.25,272.933,145.3,165.567,89.3,116.4,91.983,163.7,150.217,93.733,137.283,118.6,174.217,237,82.183,211.433,111.8,161.517,256.35,191.55,231.483,179.183,138.267,19,220.333,161.067,39.917,235.5,163.45,171.25,250.667,260.267,260.267,267.817,238.833,69.433,184.6,209.833,378.95,227.433,249.8,99.25,130.7,252.6,190.433,106.867,187.767,172.567,83.433,257.117,219.4,160.483,95.283,223.35,119.817,190.483,240.8,244.4,246.567,264.117,234.217,281.333,271.983,117.483,259.767,187.85,130.317,96.883,192.267,252.75,257.333,0,270.017,108.367,324.683,101.017,250.633,216.617,255.433,250,255.167,284.183,217.25,149.667,195.833,207.917,37.933,177.367,41.733,254.767,248.717,178.7,143.25,185.033,270.15,114.683,107.167,287.25,197.1,197.1,70.7,70.7,110.217,164.75,236.117,80.05,240.05,184.95,129.167,198.4,232.833,256.183,147.033,232.333,226.033,180.583,161.6,267.8,156.467,226.183,150.633,280.867,235.117,219.983,220.633,260.633,258.15
"Mathews",164.867,145.2,168.383,267.85,127.383,190.633,181.167,171.35,172.367,235,229.017,302.217,228.117,349.517,152.033,214.1,162.7,201.05,138.667,111.183,303.783,76.9,180.6,140.783,97.65,95.333,218.667,96.767,226.933,282.2,173.367,139.667,237.867,421.317,112.3,129.8,67.983,170.15,170.15,172.433,168.45,283.467,137.567,120.333,205.567,227.35,128.95,315.733,288.567,21.4,112.35,317.333,167.433,126.417,206.05,68.367,94.417,187.567,182.083,94.667,280.383,92.35,89.083,76.45,54.617,114.267,65.317,51.167,160.35,200.017,194.983,131.333,167.483,208.217,168.367,167.233,169.633,273.4,0,164.483,151.3,258.883,60.8,59.867,68.617,89.567,66.4,68.167,403.067,141.333,152.583,393.75,301.133,101.067,244.35,58.833,87.717,119.117,157.483,96.917,153.183,278.533,268.617,76.7,82.217,82.217,239.05,239.05,203.567,191.833,226.233,237.917,169.667,194.55,314.983,93.25,128.633,132.783,174.8,94.733,96.267,116.5,347.417,97.75,165.95,194.617,164.617,90.7,58.8,221.917,406.45,68.567,42.25
"Mecklenburg",232.417,146.917,184.05,204.3,79.683,114.117,80.933,187.017,173.55,213.283,127.617,218.6,173.85,265.9,44.367,162.85,91.917,152.05,149.8,130.95,184.367,105.583,47.617,141.317,150.5,87.017,234.333,73.333,193.433,121.183,189.033,91.367,76.867,337.7,57.6,65.417,144.833,185.817,185.817,188.1,184.1,171.417,127.45,103.983,273.117,243.017,143.533,201.45,225.033,146.75,114.067,209.067,175.1,66.717,48.567,151.283,113.35,188.75,21.067,114.7,216.833,84.633,134.95,138.567,140.733,158.067,128.367,175.483,176,161.2,210.633,142.617,36.917,107.967,179.617,182.9,185.3,112.383,164.167,0,218.833,195.35,144.783,110.783,149.583,144.167,149.317,178.35,319.45,60.45,168.433,310.117,140.133,71.517,87.933,148.917,142.883,102.333,66.867,79.183,168.833,214.983,205.083,181.4,91.25,91.25,164.667,164.667,162.1,193,241.9,174.383,185.317,202.233,231.367,96.517,144.283,148.433,175.983,126.483,120.183,74.733,263.783,161.967,124.35,210.283,165.8,175.017,129.283,237.567,322.833,154.783,152.317
"Middlesex",19.767,215.233,222.383,337.867,197.417,260.667,251.2,221.7,242.4,305.033,299.05,372.25,298.15,419.55,188.05,284.133,232.733,271.083,208.7,185.317,373.817,141.75,253.633,210.817,87.6,165.367,282.083,169.217,296.967,337.4,243.4,209.7,293.067,491.35,179.283,161.967,179.25,239.483,239.483,230.867,238.467,353.5,207.6,125.617,60.467,297.383,197.9,390.8,358.6,129.067,182.383,387.367,237.467,163.617,264.767,88.467,164.45,257.6,237.283,164.7,350.417,162.383,112.183,128.633,154.567,212.433,154.533,178.617,228.817,270.05,253.983,201.367,234.45,278.25,238.4,237.267,239.667,328.6,147.35,219.683,0,328.917,106.2,133.833,92.5,77.8,94.467,195.633,473.1,208.3,222.617,463.783,356.333,167.217,304.183,98.633,80.467,189.15,227.517,161.35,223.2,348.567,338.65,204.167,152.25,152.25,309.083,309.083,273.6,261.867,282.567,307.95,239.683,264.583,385.017,163.283,198.65,202.817,244.833,100.033,133.283,160.55,417.45,86.8,235.983,264.65,234.65,209.433,115.367,291.933,476.483,92.45,119.45
"Montgomery",343.25,126.083,235.8,19.7,174.083,108.117,118.3,228.683,101.05,121.317,72.117,57.267,47.733,104.567,229,49.483,143.333,74.35,140,209.35,58.833,215.933,149.85,127.3,276.033,190.317,187.233,202.167,94.017,90.733,186.85,167.117,132.267,176.35,210.783,245.617,229.3,216.017,216.017,223.567,199.233,38.5,147.45,267.45,383.95,183.183,215.6,70.767,43.3,242.217,164.717,72.367,152.683,246.917,149.533,246.75,191.9,116.233,185.117,194.75,35.417,208.483,269.783,238.5,232.1,235.4,212.833,265.867,227.733,73.233,215.517,153.633,182.1,102.35,158.783,208.5,213.083,100.933,259.633,195.133,329.667,0,240.25,206.25,247,267.95,244.783,262.817,158.1,174.467,161.633,148.783,73.367,206.017,112.667,244.383,266.1,181.817,150.217,212.233,225.9,33.567,23.65,265.867,182.85,182.85,36.633,36.633,65.967,120.5,191.867,29.517,199.2,140.7,70.017,184.433,198.633,221.983,102.783,273.117,246.15,227.2,102.45,276.133,150.883,181.933,106.383,259.483,224.75,175.733,161.5,246.95,247.783
