"","Appling","Atkinson","Bacon","Baker","Baldwin","Banks","Barrow","Bartow","Ben Hill","Berrien","Bibb","Bleckley","Brantley","Brooks","Bryan","Bulloch","Burke","Butts","Calhoun","Camden","Candler","Carroll","Catoosa","Charlton","Chatham","Chattahoochee","Chattooga","Cherokee","Clarke","Clay","Clayton","Clinch","Cobb","Coffee","Colquitt","Columbia","Cook","Coweta","Crawford","Crisp","Dade","Dawson","Decatur","DeKalb","Dodge","Dooly","Dougherty","Douglas","Early","Echols","Effingham","Elbert","Emanuel","Evans","Fannin","Fayette","Floyd","Forsyth","Franklin","Fulton","Gilmer","Glascock","Glynn","Gordon","Grady","Greene","Gwinnett","Habersham","Hall","Hancock","Haralson","Harris","Hart","Heard","Henry","Houston","Irwin","Jackson","Jasper","Jeff Davis","Jefferson","Jenkins","Johnson","Jones","Lamar","Lanier","Laurens","Lee","Liberty","Lincoln","Long","Lowndes","Lumpkin","Macon","Madison","Marion","McDuffie","McIntosh","Meriwether","Miller","Mitchell","Monroe","Montgomery","Morgan","Murray","Muscogee","Newton","Oconee","Oglethorpe","Paulding","Peach","Pickens","Pierce","Pike","Polk","Pulaski","Putnam","Quitman","Rabun","Randolph","Richmond","Rockdale","Schley","Screven","Seminole","Spalding","Stephens","Stewart","Sumter","Talbot","Taliaferro","Tattnall","Taylor","Telfair","Terrell","Thomas","Tift","Toombs","Towns","Treutlen","Troup","Turner","Twiggs","Union","Upson","Walker","Walton","Ware","Warren","Washington","Wayne","Webster","Wheeler","White","Whitfield","Wilcox","Wilkes","Wilkinson","Worth"
"Bibb",126.917,193.367,136.25,129.617,140.4,139.45,120.533,98.15,80.933,117.967,0,45.367,88.133,75.733,114.3,113.617,131.733,113.15,137.15,196.217,120.217,127.767,160.267,207.417,137.817,85.15,204.083,111.767,119.3,167.067,172.733,159.55,72.617,149.65,158.933,138.95,106.9,99.25,122.383,59.783,191.6,115.383,87.267,87.267,66.617,51.567,129.5,128.95,165.317,151.817,136.8,152.117,86.817,138.95,167.083,83.55,98.617,28.067,122.65,75.933,151.367,99.917,182.767,30.1,155.55,122.583,103.55,121.233,120.267,72.733,85.617,109.533,165.95,31.433,57.783,141.55,102.217,47.933,131.233,107.2,125.683,122.783,114.267,162.8,77.067,120.4,52.65,94.2,86.8,138,148.667,129,125.4,10.517,81.533,19.383,114.833,153.083,49.483,158.933,91.75,104.967,149.25,139.133,161.433,109.817,129.617,67.7,59.333,119.45,33.867,131.233,167.617,60.583,147.483,95.55,88.667,140.65,172.733,142.083,144.017,88.55,117.633,166.2,176.733,52.55,113.333,68,97.667,77.15,98.767,105.067,54.833,78.767,15.75,161.467,91.5,89.483,92.883,63.783,119.8,73.367,27.133,144.083,63.767,119.283,104.967,168.9,141.917,122.8,111.167,104.183,75.683,118.033,114.85,82.817,122.8,42.517,73.767
"Bleckley",154.317,165.25,108.133,125.217,177.917,176.967,158.05,86.217,118.45,116.567,46.4,0,106.233,113.25,102.7,102,122.35,101.55,174.667,192.717,157.717,165.283,197.783,174.5,126.217,122.667,241.6,149.283,159.15,163.317,210.25,135.833,67.567,121.533,154.517,165.467,102.483,136.767,162.233,55.383,229.1,110.333,124.783,124.783,22.85,46.517,167.017,91.15,160.9,147.4,125.2,188.4,75.2,165.467,204.6,121.05,136.133,65.567,160.15,113.45,188.867,110.2,180.217,52.033,151.15,162.417,141.067,158.75,157.783,99.717,123.117,136.733,205.8,37.933,95.3,179.067,81.683,85.45,168.733,79.083,163.183,111.167,151.783,151.2,72.033,108.8,41.033,89.8,125.217,169.183,137.067,124.583,130,50.867,121.367,30.633,141.833,141.467,85.9,154.517,102.033,144.35,137.633,134.717,198.95,134.783,125.217,62.633,60.85,156.967,53.25,168.733,139.483,98.1,185,83.933,90.183,136.25,210.25,140.283,162.5,126.05,113.233,138.083,172.317,54.083,153.167,105.517,93.767,104.35,130.017,93.45,79.8,48.967,45.667,157.067,87.083,77.867,63.083,52.183,157.317,68.95,33.117,151.267,103.45,114.867,144.35,139,179.433,153.067,148.683,105.8,56.85,155.533,152.367,42.483,153.067,49.633,69.367
"Brantley",208.4,233.617,194.6,112.617,194.167,193.217,174.3,178.483,120.167,148.283,88.45,107.85,0,99.583,194.967,194.283,214.617,193.817,180.233,261.083,173.983,129.1,203.35,234.633,218.5,124.333,257.85,154.867,194.1,91.583,226.5,189.867,67.467,208.917,118.883,220.433,137.2,96.767,204.8,84.15,234.667,62.283,137.55,137.55,117.333,74.917,176.667,164.883,93.05,182.133,217.467,230.117,167.483,220.433,210.183,108.483,137.8,86.717,104.75,123.683,194.45,186.05,268.117,116.233,142.017,184.783,157.317,164.317,174.033,158.033,83.35,63.267,220.933,77.6,123.917,101.25,132.533,113.25,174.317,166.983,179.45,203.45,168.05,243.467,60.283,201.083,133.317,68.617,172.117,219.483,229.333,159.3,44.95,89.633,154.667,103.05,200.15,233.75,134.8,118.883,177.883,174.933,229.917,83.517,204.517,40.983,112.617,153.833,47.683,158.8,59.45,174.317,211.067,85.45,174.983,176.217,19.6,171.05,226.5,64.65,225.5,131.233,119.867,225.983,126.083,52.05,195.75,132.65,52.2,31.683,180.25,185.733,36.533,136.867,100.733,148.4,121.817,170.15,150.983,144.467,79.8,103.667,110.633,62.967,64.05,88.9,174.933,199.133,185,203.3,164.933,32.567,149.533,161.1,79.483,119.15,203.3,128.65,102.95
"Brooks",153.617,263.133,206.017,192.05,124.917,123.967,105.05,167.583,50.917,181.133,77.317,115.117,100.367,0,184.067,183.383,192.383,182.917,110.983,265.983,104.733,78.25,134.1,267.483,207.583,55.1,188.617,85.617,128.683,170.183,157.25,222.717,135.783,219.417,194.917,165.65,170.067,38.95,141.617,122.95,165.417,146.817,68.3,68.3,136.383,114.733,107.417,198.717,171.65,214.983,206.567,164.717,156.583,165.65,140.933,18.917,68.567,56.8,65.767,54.45,125.2,154.367,252.517,102.35,221.433,115.533,88.067,95.067,104.783,130.333,16.533,72.233,151.7,94.6,41.567,80.583,165.383,49.467,105.067,176.967,110.2,192.55,98.8,232.567,139,190.167,122.417,148.05,124.633,164.7,218.433,192.167,123.55,79.3,100.8,89.15,145.283,222.833,108.267,194.917,153.467,102.467,219.017,168.3,135.267,91.8,192.05,139.95,110.067,89.55,88.55,105.067,237.367,27.333,117.6,165.3,114.333,203.817,157.25,143.25,170.717,61.983,180.8,235.967,204.683,117.733,140.967,68.867,131.417,69.5,125.467,174.833,79.05,148.533,86.833,224.633,154.667,159.25,162.65,133.55,60.017,136.533,96.9,141.567,48.183,177.167,102.467,231.983,115.75,148.517,95.683,127.3,145.45,91.85,57.417,145.983,148.517,114.75,136.933
"Bryan",139.45,102.05,94.4,228.5,246.2,255.617,234.75,90.833,186.75,172.567,114.683,104.25,196.417,181.55,0,35.767,88.6,66.267,242.967,95.6,226.017,233.567,266.083,125.05,37.217,190.967,299.433,217.583,219.817,266.6,278.55,145.467,170.85,95.15,257.817,134.733,190.433,205.05,199.85,158.667,297.4,213.633,193.083,193.083,103.983,149.817,235.3,126.967,264.2,186,38.2,204.183,61.1,134.733,272.9,189.35,204.433,133.867,228.45,181.733,257.167,124.717,82.15,119.183,258.233,222.85,209.35,227.05,226.067,140.583,191.417,217.817,228.583,124.667,163.6,247.367,150.45,153.75,237.033,89.867,241.267,65.783,220.083,62.2,175.317,6.1,77.517,193.083,166.367,165.45,56.883,186.5,233.283,119.167,185.483,98.1,138.083,39.933,140.45,257.817,126.717,212.65,48.65,238.017,267.25,218.117,228.5,106.633,164.15,225.25,139.983,237.033,98.8,166.383,253.3,30.483,193.467,209.117,278.55,243.583,127.583,194.35,212.567,86.783,275.617,157.367,195.15,173.8,197.067,185.433,162.017,40.15,163.117,106.75,114.633,236.067,173.783,54.283,97.383,61.133,225.6,173.75,100.267,254.567,170.367,218.167,212.65,110.433,247.733,169.95,216.967,209.083,94.317,223.833,220.667,137.683,169.95,107.75,172.65
"Bulloch",107.55,127.483,110.183,227.7,241,230.95,209.767,74.017,185.95,185.517,113.883,103.45,195.617,180.75,35.383,0,56.683,34.367,242.167,118.117,225.217,232.767,265.283,152.917,59.717,190.167,270.35,216.783,192.917,265.8,277.9,161.25,170.05,110.933,257.017,102.817,203.383,204.25,170.583,157.867,296.6,212.833,192.283,192.283,103.183,149.017,234.5,139.917,263.4,201.783,45.567,175.117,50.35,102.817,272.1,188.55,203.633,133.067,227.65,180.95,256.367,104.667,104.65,118.383,253.633,197.867,208.55,226.25,225.283,129.2,190.617,217.017,199.517,123.867,162.8,246.567,161.117,152.95,236.233,102.817,216.95,33.867,219.283,84.7,174.517,41.483,76.733,192.3,154.983,136.6,77.8,202.283,232.5,118.367,163.083,97.3,113.967,74.967,139.65,257.017,106.65,192.717,71.15,237.217,266.45,217.317,227.7,106.583,163.35,224.45,139.183,236.233,114.583,165.583,252.5,19.533,192.683,224.9,277.9,242.783,95.683,193.55,215.717,108.183,274.817,156.567,165.883,173.017,196.267,184.633,137.883,53.1,162.317,102.883,113.833,251.85,184.45,56.65,101.833,60.333,224.8,174.1,99.467,253.767,169.567,217.367,192.717,126.217,246.933,140.883,216.183,208.283,90.45,223.033,219.867,131.833,140.883,106.95,171.85
"Burke",52.75,175.817,143.567,248.883,186.2,176.15,154.967,44.883,163.083,208.367,131.817,124.617,214.817,197.9,87.717,57.617,0,31.9,211.967,170.433,182.367,202.217,235.083,201.233,112.05,159.617,215.55,186.583,138.117,286.983,223.1,203.7,191.233,153.383,278.183,48.017,226.217,182.3,115.783,179.05,266.417,234,155.95,155.95,125.7,170.183,198.983,162.75,284.567,235.2,78.2,120.317,48.5,48.017,241.9,179.083,173.083,152.283,205.7,151.25,226.167,50.95,156.983,106.067,274.817,143.067,168.75,196.05,193.517,80.467,199.65,222.033,144.717,145.033,159.767,222.583,180.983,154.85,206.033,125.65,162.15,23.133,183.267,137.033,195.683,93.817,91.05,213.467,106.25,81.8,126.117,235.283,253.667,137.567,108.283,118.467,57.267,127.3,110.783,278.183,59.15,137.917,123.483,258.383,236.25,236.517,248.883,81.183,184.517,193.9,160.35,206.033,157.033,184.8,221.933,63.333,213.85,257.9,223.1,263.95,40.883,163,236.883,151.933,295.983,177.733,111.083,141.617,217.433,203.85,81.2,88.65,181.517,122.75,123.967,281.4,204.317,84.017,121.7,80.217,202.733,195.95,121.65,274.933,188.767,238.533,137.917,168.667,216.733,86.083,180.15,229.467,110.317,192.85,199.4,153.683,86.083,98.1,193.017
"Butts",83.917,150.1,115.783,227.25,217.383,207.333,186.15,47.117,185.5,181.267,113.433,103,195.167,180.3,64.567,34.483,33.067,0,241.717,147.3,213.55,233.4,264.833,173.533,88.917,190.783,246.733,216.333,169.3,265.35,254.283,176,169.6,125.683,256.567,79.2,199.133,203.8,146.967,157.417,296.15,212.383,187.133,187.133,102.733,148.567,230.167,135.667,262.95,208.117,66.217,151.483,30.367,79.2,271.65,188.1,204.25,132.617,227.2,180.5,255.917,77.767,133.85,116.8,253.183,174.25,199.933,225.8,224.683,102.3,190.167,216.567,175.9,123.417,162.35,246.117,162.85,152.5,235.783,98.567,193.333,10.25,214.433,113.883,174.067,70.683,78.533,191.85,128.1,112.983,101.9,208.183,232.05,117.917,139.467,96.85,90.333,104.167,123.333,256.567,79.75,169.1,100.333,236.767,266,216.867,227.25,86.583,162.9,225.083,138.733,235.783,129.333,165.133,253.117,36.217,192.233,230.817,254.283,242.333,72.067,194.183,215.267,124.233,274.367,156.117,142.25,177.583,195.817,184.183,114.267,60.95,161.867,104.617,113.383,255.55,186.183,56.233,103.55,62.067,224.35,173.65,99.017,253.317,169.117,216.917,169.1,140.95,246.483,117.267,211.333,207.833,92.183,222.583,219.417,131.383,117.267,98.283,171.4
"Calhoun",170.8,321.95,264.833,251.617,123.917,122.967,104.05,210.817,71.367,239.95,136.133,173.95,183.817,113.567,242.883,242.2,209.567,240.633,0,324.8,103.733,101.2,34.667,326.3,266.417,64.233,187.617,56.767,127.683,228.917,159.7,281.55,194.6,278.233,253.65,182.833,228.883,98.317,140.617,181.783,65.983,205.55,77.1,77.1,195.2,173.55,94.333,257.533,230.383,273.8,265.383,163.717,215.4,182.833,75.417,96.9,68.217,115.533,121.717,66.317,57.583,171.55,311.35,161.167,277.55,114.533,87.067,27.017,103.783,156.483,115.667,138.05,150.7,153.417,94.617,138.6,224.217,110.417,54.75,235.8,109.2,231.867,97.8,291.383,199.067,249,181.233,216.2,141.817,181.883,277.25,250.983,182.283,138.133,117.983,147.983,162.467,281.667,155.233,253.65,173.317,116.767,277.833,227.033,35.233,150.533,251.617,195.983,181.317,60.5,155.85,54.75,296.2,127.933,57.617,224.133,189.317,262.65,159.7,201.983,187.9,68.517,239.617,294.783,263.417,174.55,148.933,116.35,221.85,164.183,142.65,233.65,169.483,207.367,145.667,283.45,213.483,218.067,221.467,192.367,118.75,195.35,155.733,200.3,143.5,232.15,116.767,290.817,16.517,165.7,94.683,191.067,204.267,28.817,115.417,204.8,165.7,173.583,195.75
"Camden",224.317,28.217,86.483,218.55,330.267,339.667,318.8,174.883,270.8,132.633,198.75,191.1,264.55,265.6,98.483,120.633,173.467,148.867,327.017,0,310.083,317.633,350.133,29.433,83.933,275.017,371.067,301.633,303.867,268.567,362.6,97.983,197.55,73.35,246.383,219.6,147.317,289.117,283.917,183.483,381.467,216.167,277.133,277.133,168.467,189.217,319.367,110.25,258.783,126.267,104.067,288.25,145.15,219.6,356.95,273.417,288.483,217.933,312.517,265.8,341.233,208.783,28.617,203.233,202.883,306.917,293.417,311.1,310.133,224.633,275.483,306.267,312.65,208.733,247.65,331.417,137.883,237.8,321.1,116.017,325.333,150.65,304.133,57.433,207.5,93.667,161.583,204.017,250.417,249.5,69.233,139,252.967,203.217,269.55,182.15,222.15,69.967,224.5,246.383,210.767,296.7,86.9,232.6,351.3,279.95,218.55,190.7,219.167,309.317,222.083,321.1,62.417,250.45,337.35,114.533,248.5,151.633,362.6,244.25,212.467,278.417,180.267,62.683,238.233,214.8,279.2,257.867,220.867,273.967,246.083,112.967,249.417,145.167,198.683,178.583,141.483,133.233,133.5,145.2,309.667,165.417,184.333,261.283,254.417,212.95,296.7,64.517,331.783,254.017,301.033,243.917,149.067,307.9,304.717,168.167,254.017,191.8,170.05
"Candler",137.717,308.933,251.8,238.583,35.25,37.6,30.783,177.5,68.033,226.917,123.117,160.917,177.533,107.283,229.85,233.283,176.5,207.567,104.85,311.767,0,107.55,127.967,313.267,253.383,65.283,103.567,79.483,48.483,222.633,67.583,268.517,181.567,265.2,247.35,149.767,215.85,92.017,65.733,168.75,159.3,199.25,57.15,57.15,182.167,160.517,42.4,244.5,224.1,260.767,253.867,80.767,205.283,149.767,108.467,90.533,68.883,102.5,115.417,56.683,91.567,138.483,298.317,148.133,264.517,43.983,44.3,88.933,13.433,119.917,109.383,131.75,65.317,140.383,81.583,132.3,211.183,97.383,83.867,222.767,23.15,198.8,25,278.35,186.033,235.967,168.2,203.167,102.85,121.333,264.217,237.95,175.983,125.1,78.5,134.95,129.383,268.633,128.317,247.35,140.25,56.267,264.8,220.75,124.533,144.233,238.583,165.25,168.283,98.65,142.817,83.867,283.167,115.017,124.5,211.1,183.017,249.617,67.583,195.7,154.833,62.017,226.583,281.75,257.117,161.517,74.05,97.267,208.817,157.9,104.3,220.617,156.467,194.333,132.633,270.417,200.45,205.033,208.433,179.35,112.45,182.317,142.7,194,130.467,225.867,56.267,277.783,109.617,100.883,20.25,184.767,191.233,85.733,109.117,191.767,100.883,159,182.717
"Carroll",157.617,308.983,251.85,205.533,123.483,122.533,103.617,197.633,53.967,226.983,123.167,160.967,131.75,78.35,229.9,229.217,196.4,227.467,100.5,311.817,103.3,0,129.217,313.333,253.433,50.217,187.183,80.733,127.25,176.85,155.817,268.567,185.133,265.25,201.583,169.667,215.9,39.667,140.183,168.8,147.633,153.483,66.7,66.7,182.217,160.567,102.533,244.567,178.333,260.817,252.4,163.283,202.417,169.667,136.05,74.467,55.917,102.55,30.833,52.75,120.317,158.383,298.367,148.2,237.533,114.117,86.633,90.183,103.35,143.3,66.717,87.667,150.267,140.433,81.633,48.333,211.233,97.45,100.183,222.817,108.767,218.7,97.367,278.4,177.933,236.017,168.25,177.817,128.633,168.7,264.283,238,130.217,125.15,104.817,135,149.283,268.683,142.067,201.583,160.15,106.467,264.85,174.967,130.383,98.467,205.533,182.8,168.117,54.933,142.867,100.183,283.217,92.233,46.983,211.15,137.25,249.667,155.817,149.933,174.733,57.1,215.4,281.8,211.35,161.567,144.967,103.183,167.317,112.267,129.483,220.667,135.867,194.383,132.683,243.933,200.5,205.083,208.483,179.4,51.017,182.367,142.75,148.233,105.217,180.1,106.467,277.833,87.433,152.533,94.25,139,191.283,86.967,55.25,191.833,152.533,160.6,182.783
"Catoosa",195.467,346.633,289.5,276.283,148.583,147.633,128.717,235.483,96.033,264.617,160.817,198.617,208.483,138.233,267.55,266.867,234.233,265.3,35.3,349.467,128.4,136.517,0,350.967,291.083,88.9,217.183,81.433,152.35,253.583,178.417,306.217,219.267,302.9,278.317,207.5,253.55,122.983,165.283,206.45,38.567,230.217,101.767,101.767,219.867,198.217,120.6,282.2,255.067,298.467,290.05,188.383,240.067,207.5,94.133,121.567,92.9,140.2,146.383,90.983,73.267,196.217,336.017,185.833,302.217,139.217,111.733,51.683,128.45,181.15,140.333,162.717,175.367,178.083,119.283,163.267,248.883,135.083,78.133,260.467,133.867,256.55,122.467,316.05,223.733,273.667,205.9,240.867,166.483,206.55,301.917,275.65,206.95,162.8,142.65,172.65,187.133,306.333,179.9,278.317,197.983,141.433,302.5,251.7,38.3,175.2,276.283,220.65,205.983,85.167,180.517,78.133,320.867,152.6,92.917,248.8,213.983,287.317,178.417,226.667,212.567,93.183,264.283,319.45,288.083,199.217,173.6,141.017,246.517,188.867,167.317,258.317,194.167,232.033,170.333,308.117,238.15,242.733,246.133,217.05,143.417,220.017,180.4,224.967,168.167,256.833,141.433,315.483,51.817,190.367,119.35,215.733,228.933,53.483,140.083,229.467,190.367,198.25,220.417
"Charlton",245.317,37.167,72.767,193.4,332.333,331.383,312.45,188.933,272.867,107.483,208.7,176.917,239.4,267.667,128.117,150.717,202.167,173.7,329.083,29.617,312.133,319.7,352.2,0,113.567,277.083,397.533,303.7,319.067,243.4,364.667,72.817,172.4,64.25,221.233,248.3,122.15,291.183,297.967,158.333,383.517,191.017,279.2,279.2,156.117,164.067,321.433,85.1,233.633,96.367,133.7,302.283,159.2,248.3,359.017,275.467,290.55,219.983,318.567,267.867,343.283,222.833,58.233,213.183,187.717,322.1,295.483,313.167,312.2,239.817,277.533,281.1,326.7,192.1,249.717,315.067,112.733,239.867,323.15,102.083,317.6,179.35,306.2,87.05,182.35,123.3,170.817,178.85,265.617,263.55,75.017,113.85,227.817,206.683,278.783,192.1,236.2,99.6,233.733,221.233,224.817,306.65,116.533,207.45,353.367,254.8,193.4,204.433,194.017,311.383,196.917,323.15,44.583,252.5,339.417,142.35,223.35,136.467,364.667,219.1,241.167,280.467,155.117,59.95,236.117,189.633,293.817,259.283,195.717,248.8,260.117,113.25,224.25,132.65,208.633,163.417,116.333,123.95,120.983,149.583,293.617,140.267,194.283,236.133,247.9,187.8,306.65,39.217,333.85,268.067,303.1,218.75,136.533,309.95,293.3,143.017,268.067,201.033,144.883
"Chatham",165.767,91.2,134.95,254.017,271.717,281.117,260.25,116.333,212.25,195.617,140.2,129.75,221.917,207.05,39.933,62.083,114.917,90.317,268.467,84.75,251.517,259.083,291.583,114.2,0,216.467,307.333,243.083,245.317,292.117,304.05,160.95,196.367,127.367,283.317,161.05,210.283,230.567,225.367,184.183,322.917,239.133,218.583,218.583,129.483,175.317,260.817,166.45,289.7,201.483,44.917,229.7,86.6,161.05,298.4,214.867,229.933,159.383,253.967,207.25,282.667,150.233,71.3,144.683,275.85,248.367,234.867,252.55,251.583,166.083,216.933,243.317,254.1,150.167,189.1,272.867,187.417,179.25,262.533,129.817,266.783,92.1,245.583,51.333,200.817,35.117,103.033,218.6,191.867,190.95,70.317,201.967,258.8,144.667,210.983,123.6,163.6,41.617,165.95,283.317,152.217,238.15,19.033,263.517,292.75,243.617,254.017,132.133,189.65,250.767,165.483,262.533,122.283,191.9,278.8,55.983,218.983,224.6,304.05,269.083,153.9,219.85,243.25,100.2,301.117,182.883,220.65,199.317,222.567,210.95,187.517,80.1,188.617,129.2,140.133,251.533,204.467,82.95,128.133,86.65,251.117,200.4,125.767,280.067,195.867,243.667,238.15,127.5,273.233,195.467,242.483,234.6,116.75,249.35,246.167,158.133,195.467,133.25,198.167
"Chattahoochee",118.35,269.717,212.583,200.733,82.517,81.567,62.65,158.367,14.517,187.717,83.9,121.7,126.967,56.717,190.65,189.95,157.133,188.2,63.533,272.55,62.333,52.633,86.65,274.067,214.167,0,146.2,38.183,86.283,172.067,114.85,229.3,142.35,225.983,196.783,130.4,176.633,41.45,99.217,129.533,117.983,148.683,27.433,27.433,142.967,121.317,59.983,205.3,173.533,221.55,213.133,122.3,163.15,130.4,93.483,40.05,20.033,63.283,64.85,13.483,77.767,119.117,259.1,108.933,225.3,73.133,45.667,47.617,62.383,104.033,58.817,81.183,109.283,101.183,42.367,81.733,171.967,58.183,57.633,183.55,67.8,179.433,56.383,239.15,146.817,196.75,128.983,163.95,89.367,129.45,225.017,198.733,125.417,85.883,65.55,95.733,110.017,229.417,102.8,196.783,120.883,67.2,225.583,170.183,87.833,93.667,200.733,143.533,129.083,44.317,103.6,57.633,243.95,75.683,72.35,171.883,132.45,210.4,114.85,145.133,135.467,11.033,187.383,242.533,206.55,122.3,105.7,63.917,162.517,107.333,90.217,181.4,117.25,155.117,93.417,231.217,161.233,165.817,169.233,140.133,61.883,143.1,103.483,143.433,91.267,175.3,67.2,238.567,68.3,113.267,53.283,134.2,152.017,44.417,58.55,152.567,113.267,121.333,143.517
"Chattooga",172.35,381.133,334.317,320.167,76.317,86.917,111.783,220.383,149.633,308.517,204.7,242.5,259.117,188.867,300.967,271.067,214.267,245.333,186.45,369.367,101.95,189.15,212.85,400.333,307.567,146.867,0,161.067,110.217,304.217,38.583,350.1,263.167,344.783,328.95,185.1,297.433,173.617,123.933,250.333,231.883,280.85,138.733,138.733,263.767,242.117,129.5,326.1,305.683,342.367,291.65,97.5,244.75,185.1,126.05,172.117,150.483,184.1,197.017,138.267,143.55,188.75,355.9,220.633,346.1,118.233,124.35,170.533,100.567,183.867,190.967,213.35,71.933,221.983,163.167,213.9,292.767,178.983,165.983,316.417,95.783,236.583,112.383,335.95,267.617,307.067,250.4,284.75,167.083,144.617,335.883,319.533,257.583,206.683,142.717,216.533,165.633,326.217,192.533,328.95,190.517,137.267,322.817,302.333,176.55,225.833,320.167,229.2,249.883,180.233,224.417,165.983,356.133,196.617,206.1,276.783,264.617,331.2,38.583,277.283,192.6,143.617,308.183,353.683,338.717,243.1,132.35,178.867,290.417,239.483,157.35,292.283,238.05,275.917,214.217,352.017,282.05,274.783,290.033,268.767,194.05,263.9,224.283,275.6,212.067,307.45,137.267,366.967,191.217,136.167,107.65,266.367,272.833,167.317,190.717,273.367,136.167,223.233,264.317
"Cherokee",145,296.15,239.033,225.817,98.117,97.167,78.25,185.017,45.567,214.15,110.333,148.15,158.017,87.767,217.083,216.4,183.767,214.833,55.917,299,77.933,83.683,79.033,300.5,240.617,38.433,161.817,0,101.883,203.117,130.45,255.75,168.8,252.433,227.85,157.033,203.083,72.517,114.817,155.983,110.35,179.75,51.3,51.3,169.4,147.75,64.933,231.733,204.583,248,239.583,137.917,189.6,157.033,73.367,71.1,42.417,89.733,95.917,40.517,57.633,145.75,285.55,135.367,251.75,88.733,61.267,39.983,77.983,130.683,89.867,112.25,124.9,127.617,68.817,112.8,198.417,84.617,37.5,210,83.4,206.067,72,265.583,173.267,223.2,155.433,190.4,116.017,156.083,251.45,225.183,156.483,112.333,92.183,122.183,136.667,255.867,129.433,227.85,147.517,90.967,252.033,201.233,74.5,124.733,225.817,170.183,155.517,52.033,130.05,37.5,270.4,102.133,74.983,198.333,163.517,236.85,130.45,176.183,162.1,42.717,213.817,268.983,237.617,148.75,123.133,90.55,196.05,138.383,116.85,207.85,143.683,181.567,119.867,257.65,187.683,192.267,195.667,166.567,92.95,169.55,129.933,174.5,117.7,206.35,90.967,265.017,60.683,139.9,68.883,165.267,178.467,34.4,89.617,179,139.9,147.783,169.95
"Clarke",98.35,304.267,247.15,245.133,54.767,44.717,35.683,138.367,92.5,233.483,122.783,162.467,195.783,131.75,222.117,193.917,137.117,168.2,129.317,304.033,48.95,132.033,152.45,318.317,245.65,89.75,110.85,103.95,0,247.1,92.75,275.067,188.117,260.55,274.433,110.4,222.4,116.483,25.2,175.3,183.767,223.717,81.617,81.617,183.717,167.083,91.367,239.117,248.567,267.333,214.5,47.65,165.917,110.4,155.033,115,93.35,109.067,139.883,81.15,140.533,99.117,290.583,119.883,271.067,21.3,56.417,113.4,60.1,83.883,133.85,156.217,58.283,146.95,101.05,156.767,217.733,99.183,123.4,218.1,28.733,159.433,69.35,270.617,192.583,228.233,149.65,209.717,66.817,80.783,257.05,244.5,200.467,126.383,41.967,136.5,91.283,260.9,91.783,274.433,100.867,40.533,257.067,245.217,153.617,168.7,245.133,129.217,174.85,123.117,149.367,123.4,279.267,141.567,148.983,203.883,198.65,256.167,92.75,220.167,115.467,86.483,233.15,276.817,281.583,168.067,33.5,83.55,213.183,169.583,63.767,213.45,162.717,188.933,129.8,276.983,207.017,195.95,203.033,174.233,136.917,188.867,139.417,218.467,145.533,234.8,40.533,279.8,134.083,60.35,66.233,213.733,185.833,110.2,133.6,198.333,60.35,122.483,189.283
"Clay",271.767,238.217,209.717,66.917,243.067,242.117,223.2,249.267,169.067,154.2,166.317,162.85,93.05,172.4,265.75,265.067,285.4,264.6,229.133,265.683,222.883,178,252.25,239.233,289.283,173.233,306.75,203.767,246.833,0,275.4,194.467,94.933,224.017,47.067,283.8,142.55,145.667,259.767,111.6,283.567,52.8,186.45,186.45,172.333,116.583,225.567,182.683,23.267,186.733,288.25,282.85,238.267,283.8,259.083,172.233,186.7,168.233,153.65,172.583,243.35,263.917,271.05,194.1,96.283,233.683,206.217,213.217,222.933,235.9,160.933,116.183,269.833,152.917,187.817,150.15,150.317,194.75,223.217,205.433,228.35,274.233,216.933,301.533,95.833,271.867,204.1,77.133,242.767,282.85,266.917,162.95,49.883,167.5,218.95,180.917,263.433,297.517,212.667,47.067,255.767,220.617,300.7,36.267,253.417,89.383,66.917,231.7,110.7,207.7,140.767,223.217,215.683,164.333,223.867,247,91.217,141.75,275.4,29.267,288.867,180.133,107.933,236.833,57.483,114.583,259.1,214.167,77.083,121.3,243.617,249.85,117.7,178.55,178.6,116.5,126.417,231.067,192.65,215.25,128.7,115.35,185.95,40.433,147.3,60.25,220.617,203.733,233.9,266.667,213.833,63.133,191.283,210,128.383,146.617,266.667,206.517,120.167
