"","Alcona","Alger","Allegan","Alpena","Antrim","Arenac","Baraga","Barry","Bay","Benzie","Berrien","Branch","Calhoun","Cass","Charlevoix","Cheboygan","Chippewa","Clare","Clinton","Crawford","Delta","Dickinson","Eaton","Emmet","Federal Correctional Institution (FCI)","Genesee","Gladwin","Gogebic","Grand Traverse","Gratiot","Hillsdale","Houghton","Huron","Ingham","Ionia","Iosco","Iron","Isabella","Jackson","Kalamazoo","Kalkaska","Kent","Keweenaw","Lake","Lapeer","Leelanau","Lenawee","Livingston","Luce","Mackinac","Macomb","Manistee","Marquette","Mason","Mecosta","Menominee","Michigan Department of Corrections (MDOC)","Midland","Missaukee","Monroe","Montcalm","Montmorency","Muskegon","Newaygo","Oakland","Oceana","Ogemaw","Ontonagon","Osceola","Oscoda","Otsego","Ottawa","Presque Isle","Roscommon","Saginaw","Sanilac","Schoolcraft","Shiawassee","St. Clair","St. Joseph","Tuscola","Van Buren","Washtenaw","Wayne","Wexford"
"Alcona",0,100.35,268.983,33.25,187.85,87.617,392.317,257.117,156.35,198.783,307,217.017,238.183,305,167.583,119.267,180.45,148.517,227.85,171.817,206.6,346.967,217.867,245.683,190.183,161.8,126.083,434.15,164.7,184.133,265.867,424.55,219.933,213.967,228.267,211.933,366.383,153.967,231.383,265.7,128.733,233.8,410.733,312,178.1,205.033,250.283,114.15,157.617,-1,213.4,214.667,307.233,210.55,188.517,345.5,190.183,135.667,141.967,237.9,223.45,83.633,262.233,225.883,199.583,248,101.667,439.383,174.233,32.55,265.483,247.167,63.083,99.867,134.25,210.617,269.617,177.767,223.75,302.617,153.133,214.933,200.317,217.133,175.35
"Alger",100.167,0,188.667,110.417,102.783,24.35,361.883,172.05,110.767,136.1,221.933,143.217,153.117,219.933,121.983,110.483,101.767,69.85,142.783,92.45,121.533,316.533,132.8,160.617,137.783,76.733,40.467,403.717,112.3,99.067,180.8,394.1,134.867,128.9,143.2,126.867,335.95,75.283,146.317,180.633,76.333,161.983,380.3,226.933,93.033,152.65,165.217,72.8,72.55,-1,128.333,145.417,276.8,125.483,109.833,315.067,137.783,50.6,72.733,152.833,144.767,97.883,190.417,154.05,114.517,176.167,17.1,408.95,95.567,69.95,185.15,162.1,132,35.783,49.183,125.55,184.55,92.7,138.683,217.683,68.067,129.867,115.25,132.067,112.8
"Allegan",268.767,188.35,0,269.583,108.967,189.717,499.35,40.75,210.733,165.583,68.983,130.883,64.283,66.983,207.367,237.333,103.05,138.633,126.283,117.017,83.25,407.1,79.033,61.683,189.917,134.517,159.033,502.533,163.3,120.75,109.583,531.583,135.083,108.667,69.55,115.883,433.833,130.433,89.667,33.883,150.633,39.75,517.767,72.217,139.45,206.433,131,199.65,139.283,-1,174.1,145.75,403.65,98.067,98.467,351.083,189.917,155.55,128.817,153.067,75.633,240.133,76.55,83.467,160.283,103.733,188.183,535.95,113.067,242.967,15.75,160.75,278.75,176.1,149.95,213.783,38.267,105.283,185.1,60.7,147.533,127.667,116.317,140.083,142.1
"Alpena",33.867,111.467,270.083,0,208.717,108.5,359.067,275.75,126.333,193.533,319.567,218.117,256.833,320.033,137.55,86.017,181.533,149.617,248.717,172.917,224.267,313.717,236.517,264.333,179.583,182.667,144.75,400.9,154.083,181.95,283.533,391.283,240.8,234.833,234.933,232.8,333.133,155.05,248.983,279.867,122.633,234.9,377.483,315.25,198.967,194.433,271.15,84.133,178.483,-1,234.267,217.9,273.983,228.217,189.6,312.25,179.583,156.533,143.067,258.767,224.533,53.6,263.317,226.967,220.45,249.083,112.983,406.117,175.333,59.533,266.567,268.033,29.833,103.35,155.117,231.483,284.233,198.633,244.617,303.717,174,235.8,221.183,238,171.517
"Antrim",187.367,102.533,109.583,207.9,0,103.917,456.333,92.967,205.2,191.967,142.85,170.567,74.05,140.85,216.433,204.933,123.283,92.7,90.767,82.85,42.45,410.967,53.717,81.533,216.3,48.717,116.417,498.167,190.567,62.183,101.733,488.55,79.25,41.6,64.117,39.917,430.383,86.133,67.167,101.55,170.767,81.983,474.733,147.85,53.65,233.7,105.933,167.233,53.483,-1,88.3,186.033,371.233,46.417,112.967,391.367,216.3,83.65,145.267,97.217,104.267,195.367,116.833,124.617,74.483,144.017,112.833,503.383,126.65,157.167,106.083,106.783,229.5,131.517,64.15,127.983,105.483,10.35,99.3,138.6,61.733,74.783,60.167,76.45,168.483
"Arenac",86.583,23.983,190.383,107.283,104.5,0,383.2,173.767,132.083,157.783,223.667,145.5,154.85,221.65,143.3,131.8,104.05,72.117,144.517,94.183,123.25,337.85,134.533,162.35,159.1,78.45,42.733,425.033,133.617,100.8,182.533,415.417,136.583,130.633,144.917,128.6,357.267,77.567,148.05,182.367,97.65,164.267,401.617,228.65,94.75,173.967,166.933,94.117,74.267,-1,130.05,157.15,298.117,127.217,112.117,336.383,159.1,52.333,94.033,154.567,147.05,118.85,192.683,156.333,116.25,178.45,38.417,430.25,97.833,56.383,186.883,163.817,128.867,57.1,50.9,127.267,186.283,94.433,140.4,219.417,69.783,131.583,116.967,133.8,134.3
"Baraga",391.6,362.85,500.133,357.733,456.35,383.65,0,493.917,312.033,415.633,474.767,401.25,475,483.467,319.067,272.017,399.7,367.783,497.533,391.083,442.433,100.083,454.683,482.5,401.683,431.483,374.267,90.717,376.2,400.117,501.717,37.117,489.617,457,453.1,463.983,65.533,373.217,467.15,507.367,344.75,462.417,34.533,453.217,447.783,416.533,508.483,297.983,427.3,-1,483.083,416.117,88.667,446.4,407.767,186.717,401.683,394.1,361.233,507.6,442.7,308.933,434.083,458.733,469.267,404.533,350.933,47.05,393.5,409.05,494.083,516.85,337.4,333.183,403.933,480.3,511.75,447.45,493.433,467.967,422.817,484.617,470,486.833,393.633
"Barry",257.1,172.267,40.817,276.15,92.9,173.65,496.083,0,226.333,181.183,84.233,145.333,50.383,82.217,222.967,244.683,118.65,132.45,112.367,126.217,61.983,421.55,46.9,38.95,205.517,118.45,159.2,516.983,178.9,101.933,95.667,528.3,121.167,81.867,62.5,89.25,448.3,125.883,75.767,37.7,166.233,55.35,514.5,89.217,123.367,222.033,117.1,207,123.217,-1,159.45,160.217,410.983,71.25,114.067,365.55,205.517,143.133,144.417,139.15,90.817,246.717,91,99.067,144.217,118.2,182.567,550.417,128.667,226.9,28.45,146.833,286.083,183.433,133.883,197.717,46.85,89.217,166.967,79.983,131.467,113.767,102.4,126.167,157.7
"Bay",155.517,111.583,210.383,125.3,205.083,132.4,314.167,227.033,0,119.383,259.883,158.417,223.75,260.35,18.167,67.917,148.45,116.517,246.283,139.817,191.183,268.817,203.417,231.233,105.433,180.233,123.017,356,79.95,148.867,250.45,346.383,238.367,205.733,201.85,212.717,288.233,121.967,215.883,220.167,61.45,175.2,332.583,255.55,196.517,120.283,257.217,45.517,176.05,-1,231.817,156.717,229.067,195.133,159.283,267.35,105.433,142.85,98.2,256.333,173.767,81.95,203.633,167.283,218.017,189.4,99.683,361.217,128.717,166.433,206.883,265.6,113.583,81.933,152.683,229.05,224.55,196.2,242.183,244.033,171.567,233.35,218.733,235.567,110.35
"Benzie",199.367,138.683,164.367,191.167,193.55,158.583,415.467,181.017,117.533,0,213.85,76.85,204.55,214.317,101.167,164.067,106.35,103.85,240.95,128.283,179.633,363.6,191.883,201.933,45.217,180.1,117.95,459.017,45.75,137.317,238.9,447.683,238.233,194.2,163.417,201.183,390.333,110.417,204.35,174.15,74.183,129.183,433.883,209.533,196.383,70.567,245.683,121.55,175.917,-1,231.683,41.5,330.367,183.583,113.267,307.583,45.217,131.3,70.683,256.2,127.733,161.717,121.65,111.067,217.883,92.117,126.767,462.517,81.867,193.533,160.85,265.467,205.467,114.683,152.55,228.917,178.517,189.867,242.05,198,171.433,233.217,218.6,235.433,34.433
"Berrien",307.2,222.367,70.533,318.3,143,223.75,473.417,84.95,259.45,214.317,0,164.833,81.067,23.283,256.083,286.067,151.767,187.35,143.067,165.733,112.083,381.167,95.817,78.467,238.633,168.55,207.767,463.283,212.017,152.033,125.017,505.633,151.867,127.667,121.7,139.35,407.9,179.15,106.45,60.217,199.35,88.75,491.833,25.35,173.483,255.15,147.8,248.367,173.317,-1,202.167,179.7,452.367,121.533,147.183,325.15,238.633,193.233,177.533,169.85,124.35,288.85,110.483,132.183,194.317,137.683,236.9,504.617,161.783,277,65.083,168.867,327.467,224.817,183.983,247.817,55.767,139.317,209.683,30.583,181.567,144.45,133.1,156.867,190.817
"Branch",217.8,143.767,127.967,218.617,169.383,146.7,400.85,144.617,159.767,76.1,165.183,0,168.15,183.167,146.767,186.367,71.25,85.983,215.833,109.683,143.65,308.583,156.217,165.533,107.417,161.5,106.067,404.017,91.333,118.717,213.433,433.067,219.633,169.083,127.017,176.283,335.317,91.817,179.233,137.75,99.667,92.783,419.25,160.85,177.8,128.583,220.567,148.683,157.317,-1,213.1,35.433,352.683,158.467,76.867,252.567,107.417,112.7,77.85,237.6,91.333,189.167,66.65,62.55,199.283,37.1,137.217,437.433,60.083,199.95,124.45,246.867,227.783,125.133,133.95,210.317,142.117,165.7,223.45,149.333,152.833,214.633,200.017,216.833,55.983
"Calhoun",237.067,152.233,64.233,256.117,72.867,153.617,476.05,48.217,224.933,204.6,81.333,168.75,0,79.333,236.15,224.65,142.067,112.417,70.55,102.583,41.95,444.967,25.683,20.017,228.933,98.417,139.167,517.883,202.317,81.9,51.8,508.267,79.35,55.15,71.283,70.017,450.117,105.85,33.933,40.033,189.65,78.75,494.467,86.333,103.333,245.45,75.283,186.967,103.183,-1,129.65,183.633,390.95,48.6,136.067,388.95,228.933,123.1,165,97.333,111.767,226.683,114.417,122.483,124.55,141.617,162.533,523.1,146.367,206.867,52.233,105.017,266.05,163.4,113.85,177.683,43.95,69.183,137.167,77.083,111.433,71.933,60.583,84.35,181.117
"Cass",304.233,219.4,67.567,318.467,140.033,220.767,483.267,81.983,259.617,214.467,22.917,182.067,78.1,0,256.25,286.217,151.933,179.583,150.267,165.9,109.117,391.017,92.85,75.5,238.8,165.567,207.933,473.133,212.183,149.067,110.283,515.483,148.9,124.683,118.433,136.383,417.75,173.017,103.483,57.25,199.517,88.633,501.683,44.45,170.5,255.317,141.017,248.533,170.35,-1,199.183,196.95,452.533,118.567,147.35,335,238.8,190.25,177.7,164.45,124.517,289.017,127.733,132.35,191.35,154.933,229.7,514.467,161.95,274.033,62.117,153.867,327.633,224.983,181,244.85,42.483,136.35,206.717,49.95,178.6,141.483,130.133,153.9,190.983
"Charlevoix",167.9,123.967,208.283,137.683,217.467,144.767,321.217,224.917,16.667,102.683,257.767,148.233,236.117,258.233,0,74.967,151.083,128.9,258.65,152.2,203.55,275.867,215.8,243.617,88.733,192.6,135.383,363.05,63.25,161.233,262.817,353.433,250.733,218.117,207.333,225.1,295.283,134.333,228.267,218.067,59.35,173.1,339.633,253.433,208.9,103.583,269.6,62.05,188.417,-1,244.2,141.85,236.133,207.517,157.183,274.4,88.733,155.217,96.1,268.7,171.65,89,201.517,165.167,230.383,185.35,112.05,368.267,126.617,178.8,204.767,277.967,120.633,94.3,165.05,241.417,222.433,208.567,254.55,241.917,183.933,245.733,231.117,247.933,95.05
"Cheboygan",119.567,112.933,238.333,85.7,206.433,133.733,273.05,244,67.85,165.717,287.817,186.367,225.083,288.283,74.883,0,149.783,117.867,247.617,141.15,192.517,227.7,204.75,232.567,151.767,181.567,124.35,314.883,126.267,150.2,251.783,305.267,239.7,207.083,203.183,214.05,247.117,123.3,217.233,248.117,94.817,203.15,291.467,283.483,197.867,166.617,258.567,48.067,177.383,-1,233.167,184,187.95,196.467,157.85,226.217,151.767,144.183,111.317,257.667,192.783,52.367,231.567,195.217,219.35,217.333,101.017,320.1,143.583,145.233,234.817,266.933,65.367,83.267,154.017,230.383,252.483,197.533,243.517,271.967,172.9,234.7,220.083,236.9,143.717
"Chippewa",181.383,102.183,103.517,181.433,122.733,105.117,401.35,120.167,152.867,106.833,153.017,72.25,141.383,153.483,149.5,149.95,0,38.867,170.133,49.933,108.817,356,121.05,145.45,131.167,117.95,64.483,443.183,105.433,66.5,168.083,433.567,171.6,123.383,80.217,130.35,375.417,36.667,133.533,113.3,92.767,68.35,419.767,148.683,134.25,148.567,174.867,112.267,109.317,-1,169.55,106.2,316.267,112.767,16.983,324.833,131.167,69.15,62.95,189.583,57.483,151.983,96.767,60.167,155.733,86.783,97.033,448.4,25.3,158.367,100.017,199.133,191.367,88.717,90.4,166.767,117.683,119.05,179.9,137.167,109.283,167.133,152.517,168.817,83.35
"Clare",149.117,69.917,139.05,149.15,92.95,72.833,369.083,130.533,117.95,103.7,180.417,87.2,111.6,178.417,129.183,117.683,38.467,0,140.367,27.683,79.033,323.717,91.283,119.1,128.033,81.967,32.2,410.917,102.3,36.733,138.317,401.3,140.1,93.6,89.717,100.583,343.15,9.833,103.75,139.117,83.533,103.867,387.483,184.217,98.267,145.433,145.083,80,77.783,-1,133.567,103.067,283.983,83,45.933,339.783,128.033,33.167,60.083,158.067,79.35,119.7,132.3,96.033,119.75,120.15,64.75,416.133,39.55,126.1,135.55,167.333,159.083,56.433,54.417,130.783,143.033,89.267,143.917,172.683,73.3,135.1,120.483,137.3,80.217
"Clinton",228.633,143.8,126.417,249.15,89.717,145.167,498.883,110.383,247.75,239.683,143.517,216.983,71.917,148.917,258.983,247.483,171,140.4,0,130.567,79.9,453.517,80.917,82.2,264,90.467,157.667,540.717,238.267,109.883,54.767,531.1,43.783,63.267,110.517,58.45,472.95,133.833,44.167,102.217,213.333,128.383,517.283,148.5,95.4,281.4,22.417,209.8,107.667,-1,98.683,232.45,413.783,64.583,160.683,437.783,264,124.9,192.983,52.983,151.017,236.633,163.233,171.033,96.1,190.433,154.1,545.933,174.35,198.417,114.417,57.183,270.75,172.767,104.533,154.95,106.133,92.517,104.533,139.267,102.983,36.367,34.117,48.783,216.183
"Crawford",171.433,92.083,116.967,171.483,82.383,93.45,391.4,119.95,140.283,127.05,166.467,109.383,101.033,166.917,151.517,140,50.333,27.783,129.783,0,68.467,346.05,80.7,108.517,151.367,99,54.533,433.233,125.65,26.15,127.733,423.633,131.25,83.033,64.017,90,365.467,21.2,93.183,126.75,105.85,81.783,409.817,162.133,115.217,168.783,134.517,102.317,68.967,-1,150.517,126.417,306.317,72.417,34.617,361.967,151.367,41.417,80.35,149.233,54.917,142.033,110.217,73.95,136.717,120.1,87.083,438.467,61.733,146.717,113.467,158.783,181.417,78.767,67.383,147.25,131.133,78.7,160.883,150.6,89.767,126.783,112.167,128.467,103.567
"Delta",206.283,121.45,83.233,223.917,42.067,122.817,443.85,62.033,192.733,179.5,111.933,144.217,43.117,109.917,203.95,192.45,110.817,80.217,80.517,70.383,0,398.5,22.783,50.6,203.817,67.617,106.967,485.683,178.083,49.7,78.467,476.067,81.983,33.767,37.75,40.733,417.917,73.65,43.917,70.617,158.3,55.617,462.267,116.917,72.55,221.217,85.25,154.767,72.383,-1,107.2,159.683,358.75,23.15,102.533,365.017,203.817,90.9,132.8,99.967,78.25,194.483,90.467,98.267,93.383,117.667,131.75,490.9,114.167,176.067,79.717,109.517,233.85,131.2,83.05,146.883,74.55,38.383,118.467,107.667,80.633,77.517,62.9,79.2,156
"Dickinson",348.483,319.733,408.933,314.6,413.233,340.533,99.633,423.033,268.917,365.583,383.567,310.05,446.567,392.267,275.95,228.9,356.583,324.667,454.417,347.95,399.317,0,411.55,443.967,358.567,388.367,331.15,101.883,333.067,357,458.583,131.85,446.5,413.883,409.667,420.85,34.117,330.1,424.033,416.167,301.617,371.217,118.05,362.017,404.667,373.417,465.367,254.867,384.183,-1,439.967,324.917,96.133,403.267,386.917,88.1,358.567,350.983,318.117,464.467,401.383,265.817,342.883,367.533,426.15,313.333,307.817,135.3,370.15,365.917,402.883,473.733,294.283,290.067,360.817,437.183,420.55,404.333,450.317,376.767,379.7,441.5,426.883,443.7,366.033
"Eaton",216.783,131.95,78.983,235.833,52.567,133.317,455.75,47.183,204.633,191.4,96.083,157.417,27.283,94.083,215.85,204.35,122.717,92.117,81.017,82.283,21.65,410.4,0,34.767,215.717,78.117,118.883,497.583,190,61.617,71.35,487.967,89.8,38.583,50.267,48.917,429.817,85.55,44.4,54.783,170.2,68.817,474.167,101.083,83.05,233.133,85.733,166.667,82.883,-1,119.117,172.883,370.667,27.983,115.05,378.217,215.717,102.8,144.7,107.783,90.767,206.383,103.667,111.467,103.883,130.867,142.25,502.817,126.083,186.567,67,115.467,245.767,143.117,93.55,157.383,58.717,48.883,126.65,91.833,91.133,82.4,71.033,87.383,167.917
"Emmet",245.083,160.25,60.883,264.133,80.867,161.617,484.05,39.417,232.933,201.25,77.983,165.4,21.8,75.983,243.033,232.65,145.717,120.417,83.783,110.583,49.95,441.617,33.7,0,225.583,106.417,147.183,514.8,198.967,89.917,66.95,516.267,92.583,68.383,65.417,77.217,468.367,113.85,47.183,36.683,186.3,75.417,502.467,82.983,111.35,242.1,88.517,194.967,111.183,-1,142.883,180.283,398.967,59.4,130.2,385.617,225.583,131.1,164.483,110.567,105.9,234.683,111.067,119.133,132.183,138.267,170.55,531.117,148.733,214.867,48.9,118.25,274.067,171.417,121.85,185.683,40.617,77.183,150.4,73.733,119.433,85.183,73.817,97.583,177.767
"Federal Correctional Institution (FCI)",192.6,140.717,188.983,179.6,218.167,161.517,403.9,205.633,105.967,45.05,238.483,107.483,229.167,238.95,89.6,152.5,130.967,128.467,265.583,152.9,204.267,358.533,216.5,226.567,0,204.717,142.567,445.733,30.233,161.95,263.533,436.117,262.85,218.817,188.05,225.8,377.95,135.05,228.967,198.767,63.45,153.817,422.3,234.15,221.017,31.183,270.3,109.967,200.533,-1,256.317,84.217,318.8,208.217,137.9,350.283,0,155.933,91.1,280.833,152.367,150.15,164.35,140.317,242.517,134.817,128.8,450.95,106.5,195.55,185.483,290.083,193.9,111.05,177.167,253.533,203.15,214.483,266.667,222.633,196.05,257.85,243.233,260.067,53.967
"Genesee",161.2,76.383,134.467,181.733,48.583,77.75,431.467,117.85,180.333,178.85,167.733,161.183,98.933,165.733,191.567,180.067,118.033,81.75,89.633,100.233,67.333,386.1,78.6,106.417,203.183,0,90.25,473.3,177.45,79.55,126.617,463.683,81.7,74.717,89,73.7,405.517,87.55,92.05,126.433,145.9,106.867,449.867,172.733,29.933,220.583,112.05,142.367,40.217,-1,69,178.217,346.367,71.3,122,384.633,203.183,57.483,132.15,99.683,120.183,169.217,141.717,149.5,58.783,168.9,86.667,478.517,113.533,131,130.967,108.933,203.333,105.35,37.117,93.55,130.367,38.5,75.583,163.483,21.15,76.7,62.083,78.917,155.367
"Gladwin",126.1,39.717,159.2,144.35,117.517,42.65,374.433,158.033,123.317,117.55,208.7,105.267,139.117,205.917,134.533,123.033,63.817,31.883,157.517,55.183,106.55,329.083,118.783,146.6,141.883,91.467,0,416.267,116.15,64.233,165.817,406.65,149.6,121.1,117.217,128.083,348.5,37.333,131.25,166.617,88.883,124.033,392.85,204.367,107.767,159.283,172.583,85.35,87.283,-1,143.067,116.917,289.333,110.5,71.883,327.6,141.883,42.683,63.367,167.583,106.817,125.067,152.45,116.1,129.267,138.217,39.55,421.483,57.617,95.9,155.7,176.833,165.933,47.267,63.917,140.283,170.55,107.433,153.417,192.85,82.8,144.6,129.983,146.817,94.067
"Gogebic",434.1,405.35,502.65,400.233,498.85,426.15,90.133,516.767,354.533,459.317,465.033,403.783,517.5,473.733,361.567,314.517,442.2,410.283,540.033,433.583,484.933,101.75,497.183,537.7,444.183,473.983,416.767,0,418.7,442.617,544.2,105.633,532.117,499.5,503.4,506.483,67.2,415.717,509.65,509.9,387.233,464.933,112.3,443.483,490.283,459.033,550.983,340.483,469.8,-1,525.583,418.65,139.283,488.883,450.267,188.383,444.183,436.6,403.733,550.083,495.117,351.433,436.6,461.267,511.767,407.067,393.433,71.05,436,451.533,496.617,559.35,379.9,375.683,446.433,522.8,514.283,489.95,535.933,458.233,465.317,527.117,512.5,529.317,436.133
"Grand Traverse",165.05,113.167,163.333,152.05,193.35,133.967,376.35,179.983,78.417,45.55,212.833,91.083,203.517,213.3,62.05,124.95,106.15,103.65,240.767,128.083,179.433,331,191.583,200.917,29.433,179.9,117.75,418.183,0,137.117,238.7,408.567,238.033,194,162.4,200.983,350.417,110.217,204.15,173.117,35.9,128.15,394.767,208.5,196.2,44.283,245.483,82.433,175.717,-1,231.483,84.7,291.25,183.4,112.233,343.667,29.433,131.1,61.483,256,126.717,122.617,156.583,120.233,217.683,128.2,101.25,423.4,81.667,168,159.833,265.267,166.35,83.5,152.35,228.717,177.5,189.667,241.85,196.983,171.233,233.017,218.417,235.233,37.9
"Gratiot",183.083,98.25,116.1,180.617,61.9,99.633,400.55,99.467,149.433,136.183,149.367,118.517,80.55,147.367,160.65,149.15,67.517,36.917,109.317,27.083,47.983,355.2,60.233,88.05,160.517,78.517,63.667,442.383,134.783,0,107.267,432.767,110.783,62.55,54.767,69.533,374.617,30.35,72.7,108.067,115,85.95,418.967,154.35,94.75,177.917,114.033,111.467,45.367,-1,130.05,135.55,315.45,51.95,57.2,371.1,160.517,47.583,89.483,128.75,46.033,151.183,115.983,83.65,116.233,139.167,96.233,447.6,70.867,152.883,112.583,138.317,190.55,87.9,56.033,140.233,111.983,58.217,140.4,145.117,81.633,106.3,91.7,107.983,112.7
"Hillsdale",264.967,180.133,109.867,282.717,100.75,181.5,502.633,93.833,251.517,238.283,128.55,214.367,51.767,109.233,262.733,251.233,169.6,139,54.65,129.167,78.5,457.283,70.25,65.65,262.6,126.3,165.767,545.217,236.883,108.5,0,534.85,93.95,69.733,109.133,84.617,476.7,132.433,46.75,85.667,217.083,124.383,521.05,131.95,131.233,280.017,43.783,213.55,131.083,-1,144.233,229.25,417.55,63.183,159.283,407.083,262.6,149.683,191.583,98.717,149.617,253.267,160.05,168.117,139.15,187.233,190.433,549.683,172.967,234.767,97.867,91.517,292.65,190,141.733,202.183,93.35,97.067,151.767,122.717,139.333,86.533,75.183,98.95,214.8
"Houghton",424.2,395.433,532.717,390.317,488.933,416.25,36.317,526.517,344.633,448.233,507.367,433.833,507.6,516.05,351.667,304.617,432.3,400.367,530.133,423.667,475.033,132.683,487.267,515.083,434.283,464.083,406.867,106.267,408.783,432.717,534.3,0,522.217,489.583,485.7,496.567,98.133,405.817,499.733,539.967,377.333,495,67.133,485.817,480.367,449.133,541.067,330.583,459.9,-1,515.667,448.7,121.267,478.983,440.367,219.317,434.283,426.7,393.833,540.183,475.3,341.533,466.667,491.317,501.867,437.133,383.533,62.583,426.1,441.633,526.683,549.45,370,365.783,436.533,512.9,544.35,480.05,526.033,500.567,455.417,517.2,502.583,519.417,426.217
"Huron",220.65,135.817,136.95,241.167,79.7,137.183,490.9,120.917,239.783,238.283,154.05,220.617,82.45,152.05,251,239.5,173.817,141.183,45.583,133.383,82.717,445.55,91.45,92.733,262.617,82.483,149.7,532.733,236.883,112.717,96.15,523.117,0,75.95,113.35,65.75,464.967,136.65,59.7,112.75,205.35,131.217,509.317,159.033,87.417,280.017,67.8,201.817,99.683,-1,68.65,235.267,405.8,75.117,163.5,440.6,262.617,116.917,191.583,20.25,153.833,228.65,166.05,173.85,66.167,193.25,146.117,537.95,172.967,190.45,124.95,29.817,262.767,164.783,96.55,124.917,116.667,81.467,74.5,149.8,95,12.75,31.567,17.65,214.8
"Ingham",211.517,126.683,108.783,232.033,40.8,128.05,456.833,82.383,205.7,192.467,127.717,169.767,56.133,125.717,216.933,205.433,123.8,93.2,63.833,83.367,32.683,411.467,38.683,66.4,216.8,72.85,119.95,498.667,191.067,62.683,69.817,489.05,74.367,0,63.317,21.6,430.883,86.633,35.083,86.417,171.267,81.183,475.233,132.7,77.783,234.2,79,167.733,77.617,-1,100.95,185.233,371.733,10.567,113.467,390.567,216.8,103.867,145.767,92.35,103.8,207.45,116.033,123.817,95.85,143.233,136.983,503.883,127.15,181.317,98.617,100.033,246.833,144.183,88.283,152.117,90.333,43.617,108.467,123.467,85.883,66.967,55.6,69.2,168.983
"Ionia",234.933,150.1,68.867,232.65,64.583,151.467,452.583,62.967,201.45,163.15,121.2,127.3,71.8,118.833,204.933,201.183,79.833,88.95,111.05,63.233,38.867,406.667,50.85,65.933,187.483,90.133,115.7,502.1,160.867,53.7,109,484.8,112.733,64.283,0,71.5,433.4,80.717,74.433,78.65,148.2,41.267,470.983,116.867,95.067,204,115.767,163.5,83.467,-1,129.717,145.317,367.483,53.683,64.3,350.65,187.483,99.433,122.533,130.717,40.017,203.2,76.117,83.083,115.9,103.317,148.25,499.633,94.783,204.733,65.367,140.283,242.583,139.933,102.183,169.4,83.033,60.9,140.717,105.35,103.15,108.267,93.65,109.95,139.667
"Iosco",211.65,126.817,117.067,232.167,38.533,128.183,465.1,90.55,213.983,200.75,142.817,178.05,71.233,140.817,225.217,213.7,132.067,101.483,59.767,91.633,40.967,419.75,51.3,81.5,225.067,72.983,128.233,506.933,199.35,70.967,84.917,497.333,62.95,21.45,71.6,0,439.167,94.9,47.483,101.517,179.55,89.467,483.517,147.817,77.917,242.483,74.933,176.017,77.75,-1,91.9,193.517,380.017,31.067,121.75,398.85,225.067,107.917,154.05,80.933,112.083,219.65,124.3,132.1,86.817,151.5,137.117,512.167,135.433,181.45,113.717,90.483,253.767,152.467,88.417,149.85,105.433,40.3,99.433,138.567,86,58.483,43.867,60.167,177.267
"Iron",366.883,338.133,434.583,333.017,431.633,358.933,65.517,448.683,287.317,391.233,409.217,335.7,450.283,417.917,294.367,247.317,375,343.067,472.833,366.367,417.717,34.533,429.967,469.617,376.967,406.767,349.567,67.767,351.483,375.417,477,97.733,464.9,432.283,435.317,439.267,0,348.517,442.433,441.817,320.033,396.867,83.917,387.667,423.067,391.833,483.767,273.267,402.583,-1,458.367,350.567,90.75,421.683,383.067,121.167,376.967,369.383,336.517,482.883,427.033,284.217,368.533,393.183,444.567,338.983,326.217,101.183,368.783,384.333,428.533,492.133,312.683,308.467,379.217,455.583,446.2,422.75,468.717,402.417,398.1,459.9,445.283,462.117,368.917
"Isabella",154.6,75.4,131.067,154.633,86.05,78.317,374.567,123.617,123.45,110.2,173.517,92.533,104.7,171.517,134.667,123.167,37.15,11.333,133.467,20.783,72.133,329.217,84.383,112.2,134.533,87.567,37.683,416.4,108.8,29.817,131.417,406.783,134.933,86.7,81.617,93.683,348.633,0,96.85,132.217,89.017,95.9,392.983,176.233,103.85,151.933,138.183,85.483,72.633,-1,139.15,109.567,289.467,76.1,36.567,345.117,134.533,36.35,63.5,152.9,71.383,125.2,124.317,88.05,125.35,122.067,70.25,421.617,44.883,131.583,127.567,162.467,164.567,61.917,60.017,136.367,136.133,82.367,149.5,164.717,78.883,130.45,115.85,132.133,86.717
"Jackson",230.133,145.3,90.533,247.883,65.933,146.683,467.8,74.517,216.683,203.45,107.65,180.75,36.05,105.633,227.917,216.4,134.767,104.183,45.683,94.333,43.667,422.45,44.683,46.333,227.767,91.483,130.933,509.633,202.05,73.667,47.817,500.033,57.417,34.917,74.3,47.867,441.867,97.6,0,66.333,182.25,92.167,486.217,112.633,96.417,245.183,48.45,178.717,96.25,-1,107.717,196.217,382.717,28.367,124.45,401.55,227.767,114.85,156.75,75.4,114.783,218.433,127.017,134.8,102.633,154.2,155.6,514.867,138.133,199.933,78.55,83.083,257.817,155.167,106.917,165.667,70.267,62.25,115.233,103.383,104.5,50.017,38.65,62.417,179.967
