"","Accomack","Albemarle","Alexandria","Alleghany","Amelia","Amherst","Appomattox","Arlington","Augusta","Bath","Bedford","Bland","Botetourt","Bristol","Brunswick","Buchanan","Buckingham","Buena Vista","Campbell","Caroline","Carroll","Charles City","Charlotte","Charlottesville","Chesapeake","Chesterfield","Clarke","Colonial Heights","Covington","Craig","Culpeper","Cumberland","Danville","Dickenson","Dinwiddie","Emporia","Essex","Fairfax","Fairfax City","Falls Church","Fauquier","Floyd","Fluvanna","Franklin","Franklin City","Frederick","Fredericksburg","Galax","Giles","Gloucester","Goochland","Grayson","Greene","Greensville","Halifax","Hampton","Hanover","Harrisonburg","Henrico","Henry","Highland","Hopewell","Isle of Wight","James City","King and Queen","King George","King William","Lancaster","Lee","Lexington","Loudoun","Louisa","Lunenburg","Lynchburg","Madison","Manassas","Manassas Park","Martinsville","Mathews","Mecklenburg","Middlesex","Montgomery","Nelson","New Kent","Newport News","Norfolk","Northampton","Northumberland","Norton","Nottoway","Orange","Page","Patrick","Petersburg","Pittsylvania","Poquoson","Portsmouth","Powhatan","Prince Edward","Prince George","Prince William","Pulaski","Radford","Rappahannock","Richmond","Richmond City","Roanoke","Roanoke City","Rockbridge","Rockingham","Russell","Salem","Scott","Shenandoah","Smyth","Southampton","Spotsylvania","Stafford","Staunton","Suffolk","Surry","Sussex","Tazewell","Virginia Beach","Warren","Washington","Waynesboro","Westmoreland","Williamsburg","Winchester","Wise","Wythe","York"
"Rappahannock",275.694,219.679,168.816,453.56,178.499,295.054,263.182,203.842,280.969,359.249,360.001,529.32,383.312,620.09,236.517,360.719,231.157,330.756,203.593,101.246,515.345,131.585,253.276,217.097,185.447,144.941,244.723,150.268,386.265,438.751,177.68,200.894,366.472,695.49,175.491,217.332,39.647,194.809,194.809,204.862,183.472,474.703,204.824,216.686,325.34,278.28,115.086,538.102,492.055,83.45,153.483,536.548,222.179,209.707,295.52,136.813,106.003,309.848,292.619,98.759,479.577,141.499,154.506,139.851,79.513,94.118,75.457,26.335,187.679,324.571,249.343,194.927,237.166,321.395,200.226,186.222,189.316,418.912,81.354,267.685,255.497,434.822,125.22,109.17,141.084,162.731,131.32,29.445,680.38,216.085,179.342,658.69,465.091,152.105,345.347,124.841,171.009,170.039,219.481,149.036,173.796,480.23,458.636,0,112.181,112.181,405.918,405.918,331.932,315.569,250.783,404.772,186.372,272.325,554.301,129.086,126.289,139.853,277.428,179.248,148.044,192.85,589.154,185.577,248.426,209.43,262.275,42.027,129.825,251.3,684.521,136.531,105.119
"Richmond",262.488,117.02,167.429,350.901,63.797,192.395,148.48,171.21,178.31,256.59,218.774,426.661,280.653,517.431,126.127,258.06,113.953,228.097,100.934,67.399,412.686,51.522,138.574,114.438,172.241,33.655,212.091,36.749,283.606,328.361,145.048,83.69,256.082,592.831,65.101,107.581,72.978,162.177,162.177,172.23,150.84,372.044,102.165,125.684,312.134,245.648,93.777,435.443,389.396,94.165,50.824,433.889,137.457,99.956,180.818,123.607,37.234,207.189,182.229,29.556,376.918,38.396,130.818,91.864,88.493,103.733,50.372,126.03,155.047,221.912,216.711,92.268,122.464,182.138,137.685,153.59,156.684,308.522,115.73,157.295,242.291,332.163,105.16,45.538,127.878,149.525,118.114,114.081,577.721,105.695,121.248,556.031,354.701,41.715,230.645,115.978,157.803,52.835,104.779,46.479,141.164,377.571,355.977,112.598,0,0,303.259,303.259,229.273,212.91,218.151,302.113,153.74,169.666,451.642,14.384,84.376,107.221,174.769,136.558,86.487,83.099,486.495,172.371,145.767,176.798,159.616,108.065,81.838,218.668,581.862,123.325,111.365
"Richmond City",262.488,117.02,167.429,350.901,63.797,192.395,148.48,171.21,178.31,256.59,218.774,426.661,280.653,517.431,126.127,258.06,113.953,228.097,100.934,67.399,412.686,51.522,138.574,114.438,172.241,33.655,212.091,36.749,283.606,328.361,145.048,83.69,256.082,592.831,65.101,107.581,72.978,162.177,162.177,172.23,150.84,372.044,102.165,125.684,312.134,245.648,93.777,435.443,389.396,94.165,50.824,433.889,137.457,99.956,180.818,123.607,37.234,207.189,182.229,29.556,376.918,38.396,130.818,91.864,88.493,103.733,50.372,126.03,155.047,221.912,216.711,92.268,122.464,182.138,137.685,153.59,156.684,308.522,115.73,157.295,242.291,332.163,105.16,45.538,127.878,149.525,118.114,114.081,577.721,105.695,121.248,556.031,354.701,41.715,230.645,115.978,157.803,52.835,104.779,46.479,141.164,377.571,355.977,112.598,0,0,303.259,303.259,229.273,212.91,218.151,302.113,153.74,169.666,451.642,14.384,84.376,107.221,174.769,136.558,86.487,83.099,486.495,172.371,145.767,176.798,159.616,108.065,81.838,218.668,581.862,123.325,111.365
"Roanoke",564.799,192.375,392.199,68.335,200.989,113.906,114.815,380.843,146.868,128.392,45.082,144.095,35.596,234.865,263.773,46.022,150.347,89.28,210.705,347.77,130.12,353.833,139.108,194.124,474.552,250.115,302.477,337.548,90.642,97,264.35,180.608,140.087,310.265,253.623,283.544,368.638,360.885,360.885,371.552,328.17,67.428,224.534,339.768,614.445,293.813,296.322,152.877,106.83,396.476,263.678,151.323,216.95,287.027,147.208,425.918,316.19,175.747,187.689,317.495,94.352,339.195,357.117,394.175,371.55,324.019,346.032,416.857,381.199,84.665,346.677,240.017,178.432,90.053,234.097,346.386,346.494,83.728,418.041,192.193,544.602,49.597,407.471,347.849,430.189,451.836,420.425,409.741,295.155,199.606,236.593,273.465,100.775,267.975,99.606,418.289,460.114,212.374,160.641,276.606,367.169,95.005,73.411,408.258,303.562,303.562,0,0,76.839,181.468,306.594,19.547,329.296,199.626,169.076,298.86,288.276,309.861,140.413,362.857,387.286,283.66,203.929,474.682,181.422,264.529,151.928,403.725,384.149,286.647,299.296,425.636,413.676
"Roanoke City",564.799,192.375,392.199,68.335,200.989,113.906,114.815,380.843,146.868,128.392,45.082,144.095,35.596,234.865,263.773,46.022,150.347,89.28,210.705,347.77,130.12,353.833,139.108,194.124,474.552,250.115,302.477,337.548,90.642,97,264.35,180.608,140.087,310.265,253.623,283.544,368.638,360.885,360.885,371.552,328.17,67.428,224.534,339.768,614.445,293.813,296.322,152.877,106.83,396.476,263.678,151.323,216.95,287.027,147.208,425.918,316.19,175.747,187.689,317.495,94.352,339.195,357.117,394.175,371.55,324.019,346.032,416.857,381.199,84.665,346.677,240.017,178.432,90.053,234.097,346.386,346.494,83.728,418.041,192.193,544.602,49.597,407.471,347.849,430.189,451.836,420.425,409.741,295.155,199.606,236.593,273.465,100.775,267.975,99.606,418.289,460.114,212.374,160.641,276.606,367.169,95.005,73.411,408.258,303.562,303.562,0,0,76.839,181.468,306.594,19.547,329.296,199.626,169.076,298.86,288.276,309.861,140.413,362.857,387.286,283.66,203.929,474.682,181.422,264.529,151.928,403.725,384.149,286.647,299.296,425.636,413.676
"Rockbridge",490.78,118.356,318.18,124.093,188.383,59.956,102.209,306.824,72.849,77.69,62.62,199.853,53.845,290.623,251.167,31.252,111.293,18.035,136.686,273.751,185.878,279.814,147.385,120.105,400.533,246.884,228.458,263.529,77.049,173.104,190.331,141.554,172.413,366.023,291.881,334.361,294.619,286.866,286.866,297.533,254.151,145.236,150.515,352.464,540.426,219.794,222.303,208.635,162.588,322.457,189.659,207.081,142.931,326.736,151.002,351.899,242.171,101.728,191.483,243.476,150.11,265.176,357.598,320.156,297.531,250,272.013,342.838,307.18,7.826,272.658,165.998,186.025,69.796,160.078,272.367,272.475,159.832,344.022,200.146,470.583,105.355,333.452,273.83,356.17,377.817,346.406,335.722,350.913,187,162.574,329.223,186.117,268.495,142.027,344.27,386.095,209.342,148.035,273.259,293.15,150.763,129.169,334.239,229.543,229.543,76.451,76.451,0,107.449,232.575,75.305,255.277,125.607,224.834,224.841,214.257,235.842,66.394,394.334,313.267,309.879,259.687,400.663,149.93,190.51,77.909,329.706,310.13,212.628,355.054,351.617,339.657
"Rockingham",475.304,78.81,219.01,229.349,217.81,133.921,183.455,207.654,37.794,131.588,167.876,305.109,159.101,395.879,337.431,136.508,150.212,106.545,90.325,183.249,291.134,264.338,228.631,104.629,385.057,231.408,129.288,248.053,162.054,278.36,97.469,187.129,268.406,471.279,276.405,318.885,279.143,187.696,187.696,198.363,154.981,250.492,135.039,336.988,462.871,120.624,148.435,313.891,267.844,306.981,174.183,312.337,45.205,311.26,242.671,336.423,226.695,7.656,292.07,228,255.366,249.7,342.122,304.68,282.055,176.132,256.537,327.362,208.01,100.36,173.488,98.212,250.675,160.262,67.216,173.197,173.305,265.088,328.546,276.088,455.107,210.611,317.976,258.354,340.694,362.341,330.93,320.246,456.169,237.832,84.764,434.479,291.373,253.019,238.02,328.794,370.619,193.866,197.356,257.783,193.98,256.019,234.425,318.763,214.067,214.067,181.707,181.707,107.721,0,133.405,180.561,156.107,27.881,330.09,209.365,145.973,161.974,46.755,378.858,297.791,294.403,364.943,385.187,134.454,91.34,44.723,248.214,294.654,113.458,460.31,336.141,324.181
"Russell",400.119,227.857,119.62,354.326,274.08,258.898,308.432,103.692,162.771,256.565,292.853,430.086,284.078,520.856,342.155,261.485,275.189,231.522,170.353,167.998,416.111,259.367,353.608,229.606,380.086,239.559,6.05,252.777,287.031,403.337,108.596,239.852,393.383,596.256,281.129,323.609,211.445,91.503,91.503,96.106,69.13,375.469,184.729,341.712,361.256,35.869,129.054,438.868,392.821,302.01,206.15,437.314,178.461,315.984,367.648,331.452,196.934,132.633,398.257,208.739,380.343,255.486,349.718,299.709,249.893,161.215,225.759,259.663,108.62,225.337,50.239,161.306,332.747,285.239,135.192,87.346,91.603,390.065,323.575,373.323,421.92,335.588,313.005,253.383,335.723,357.37,325.959,252.547,581.146,307.793,137.143,559.456,416.35,257.743,362.997,323.823,365.648,225.833,322.333,263.023,111.888,380.996,359.402,251.064,218.791,218.791,306.684,306.684,232.698,134.122,0,305.538,70.256,130.739,455.067,224.667,148.974,155.182,171.732,373.887,303.577,299.127,489.92,380.216,259.431,89.699,187.41,233.297,289.683,25.15,585.287,331.17,319.21
"Salem",563.22,190.796,390.62,51.622,217.543,129.622,131.369,379.264,145.289,126.813,61.636,127.382,34.017,218.152,280.327,44.443,166.901,87.701,209.126,346.191,113.407,352.254,155.662,192.545,472.973,319.324,300.898,335.969,89.063,104.218,262.771,197.162,147.305,293.552,270.177,300.098,367.059,359.306,359.306,369.973,326.591,72.765,222.955,424.904,612.866,292.234,294.743,136.164,90.117,394.897,262.099,134.61,215.371,303.581,154.426,424.339,314.611,174.168,194.907,315.916,77.639,337.616,430.038,392.596,369.971,322.44,344.453,415.278,379.62,83.086,345.098,238.438,194.986,106.607,232.518,344.807,344.915,90.946,416.462,208.747,543.023,31.658,405.892,346.27,428.61,450.257,418.846,408.162,278.442,216.16,235.014,256.752,113.646,340.935,106.824,416.71,458.535,281.782,177.195,345.699,365.59,78.292,56.698,406.679,301.983,301.983,18.592,18.592,75.26,179.889,305.015,0,327.717,198.047,152.363,297.281,286.697,308.282,138.834,466.774,385.707,382.319,187.216,473.103,222.37,262.95,150.349,402.146,382.57,285.068,282.583,424.057,412.097
"Scott",360.826,114.238,78.102,376.302,209.785,192.979,215.554,66.746,184.747,278.541,257.926,452.062,306.054,542.832,277.86,283.461,176.708,253.498,106.058,103.703,438.087,195.072,240.493,116.594,315.791,175.264,63.391,188.482,309.007,425.313,44.301,175.557,327.464,618.232,216.834,259.314,147.15,46.788,46.788,57.455,6.008,397.445,120.434,277.417,321.963,96.948,64.759,460.844,414.797,237.715,141.855,459.29,92.85,251.689,301.729,267.157,132.639,154.609,333.962,144.444,402.319,191.191,285.423,235.414,185.598,96.92,161.464,195.368,67.102,247.313,72.205,97.011,268.452,219.32,70.897,32.289,32.397,342.675,259.28,309.028,385.841,357.564,248.71,189.088,271.428,293.075,261.664,188.252,603.122,243.498,72.848,581.432,438.326,193.448,297.078,259.528,301.353,161.538,204.904,198.728,53.072,402.972,381.378,186.769,154.496,154.496,328.66,328.66,254.674,156.098,69.451,327.514,0,104.933,477.043,160.372,84.679,56.325,193.708,309.592,239.282,234.832,511.896,315.921,158.44,40.587,160.648,169.002,225.388,69.968,607.263,266.875,254.915
"Shenandoah",432.006,66.799,215.85,247.392,174.512,130.908,180.442,204.494,55.837,149.631,185.919,323.152,177.144,413.922,294.133,154.551,140.939,124.588,78.314,171.238,309.177,221.04,210.061,69.155,341.759,188.11,126.128,204.755,180.097,296.403,85.458,158.655,265.393,489.322,233.107,275.587,235.845,184.536,184.536,195.203,100.266,268.535,96.325,293.69,459.711,117.464,136.424,331.934,285.887,263.683,130.885,330.38,33.194,267.962,239.658,293.125,183.397,34.611,268.617,184.702,273.409,206.402,298.824,261.382,238.757,164.121,213.239,284.064,204.85,118.403,170.328,86.201,227.222,157.249,55.205,170.037,170.145,283.131,285.248,252.635,411.809,228.654,274.678,215.056,297.396,319.043,287.632,276.948,474.212,208.888,72.753,452.522,309.416,209.721,235.007,285.496,327.321,150.568,173.903,214.485,190.82,274.062,252.468,275.465,170.769,170.769,199.75,199.75,125.764,27.865,130.245,198.604,104.922,0,348.133,166.067,133.962,149.963,64.798,335.56,254.493,251.105,382.986,341.889,111.001,65.621,59.991,236.203,251.356,110.298,478.353,292.843,280.883
"Smyth",713.173,340.749,540.573,132.528,367.496,279.575,281.322,529.217,295.242,276.766,211.589,65.714,183.97,66.388,448.534,194.396,316.854,237.654,359.079,496.144,90.739,502.207,305.615,342.498,622.926,469.277,450.851,485.922,239.016,173.403,412.724,347.115,239.404,141.788,420.13,484.858,517.012,509.259,509.259,519.926,476.544,135.563,372.908,541.378,762.819,442.187,444.696,100.423,120.961,544.85,412.052,98.869,365.324,488.341,299.862,574.292,464.564,324.121,322.88,465.869,97.946,487.569,579.991,542.549,519.924,472.393,494.406,565.231,529.573,233.039,495.051,388.391,344.939,256.56,382.471,494.76,494.868,192.698,566.415,342.422,692.976,126.298,555.845,496.223,578.563,600.21,568.799,558.115,126.678,366.113,384.967,106.116,148.012,490.888,252.958,566.663,608.488,431.735,327.148,495.652,515.543,84.899,104.935,556.632,451.936,451.936,168.545,168.545,225.213,329.842,454.968,155.477,477.67,348,0,447.234,436.65,458.235,288.787,574.701,535.66,514.73,53.063,623.056,372.323,412.903,300.302,552.099,532.523,435.021,130.819,574.01,562.05
"Southampton",279.547,112.969,175.663,346.85,59.321,161.675,144.004,179.444,174.259,252.539,214.298,422.61,276.602,513.38,133.769,254.009,109.477,224.046,96.883,75.633,408.635,63.436,134.098,110.387,189.3,24.718,220.325,44.391,279.555,300.214,153.282,79.214,227.935,588.78,72.743,115.223,96.889,170.411,170.411,180.464,159.074,367.993,98.114,133.326,329.193,253.882,102.011,431.392,385.345,111.224,40.516,429.838,133.406,107.598,176.342,140.666,45.468,203.138,189.871,41.28,372.867,46.038,138.46,108.923,105.552,111.967,74.283,143.089,163.281,217.861,224.945,88.217,117.988,177.662,133.634,161.824,164.918,280.375,132.789,164.937,259.35,328.112,122.219,62.597,144.937,166.584,135.173,137.992,573.67,93.034,117.197,551.98,326.554,49.357,226.169,133.037,174.862,48.359,100.303,54.121,149.398,373.52,351.926,136.509,16.188,16.188,299.208,299.208,225.222,208.859,226.385,298.062,161.974,165.615,447.591,0,92.61,115.455,170.718,144.2,94.129,90.741,482.444,189.43,141.716,185.032,155.565,131.976,98.897,226.902,577.811,140.384,128.424
"Spotsylvania",336.002,101.893,96.983,335.774,139.749,177.268,176.697,100.764,163.183,241.463,242.215,411.534,265.526,502.304,207.824,242.933,137.851,212.97,81.468,35.77,397.559,125.036,214.526,99.311,245.755,105.228,141.645,118.446,268.479,384.785,56.477,119.618,311.753,577.704,146.798,189.278,86.561,91.731,91.731,101.784,80.394,356.917,87.038,207.381,348.11,175.202,18.892,420.316,374.269,167.679,78.435,418.762,100.976,181.653,256.77,197.121,62.603,152.903,263.926,74.408,361.791,121.155,215.387,165.378,115.562,46.589,91.428,134.779,84.601,206.785,146.265,49.187,198.416,203.609,79.023,83.144,86.238,326.964,189.244,238.992,315.805,317.036,178.674,119.052,201.392,223.039,191.628,127.663,562.594,173.462,56.18,540.904,397.798,123.412,281.367,189.492,231.317,127.489,148.965,128.692,70.718,362.444,340.85,126.18,84.46,84.46,288.132,288.132,214.146,146.157,147.705,286.986,83.294,133.87,436.515,90.336,0,36.775,159.642,239.556,169.246,164.796,471.368,245.885,130.64,98.518,144.489,121.647,155.352,148.222,566.735,196.839,184.879
"Stafford",359.566,123.845,62.972,357.758,163.313,199.252,247.996,66.753,185.167,263.447,264.199,433.518,287.51,524.288,231.388,264.917,212.171,234.954,106.488,57.231,419.543,148.6,238.09,119.271,269.319,128.792,127.371,142.01,290.463,404.206,72.353,181.908,331.927,599.688,170.362,212.842,100.678,57.72,57.72,67.773,67.728,378.901,120.864,230.945,314.099,160.928,15.248,442.3,396.253,191.243,134.497,440.746,116.852,205.217,280.334,220.685,86.167,168.779,287.49,97.972,383.775,144.719,238.951,188.942,139.126,50.448,114.992,148.896,50.59,228.769,112.254,84.779,221.98,225.593,94.899,49.133,52.227,348.948,212.808,262.556,339.369,339.02,202.238,142.616,224.956,246.603,215.192,141.78,584.578,197.026,74.015,562.888,419.782,146.976,303.351,213.056,254.881,151.053,204.295,152.256,36.707,384.428,362.834,140.297,108.024,108.024,310.116,310.116,236.13,162.033,156.956,308.97,70.628,149.746,458.499,113.9,38.207,0,181.626,263.12,192.81,188.36,493.352,269.449,152.624,93.686,166.473,122.53,178.916,133.948,588.719,220.403,208.443
"Staunton",436.052,63.628,257.472,188.091,178.558,94.669,144.203,246.116,8.252,86.799,126.618,263.851,117.843,354.621,298.179,95.25,110.96,65.287,81.958,219.023,249.876,225.086,189.379,65.377,345.805,192.156,167.75,208.801,120.796,237.102,135.603,147.877,229.154,430.021,237.153,279.633,239.891,226.158,226.158,236.825,193.443,209.234,95.787,297.736,485.698,159.086,167.575,272.633,226.586,267.729,134.931,271.079,82.223,272.008,203.419,297.171,187.443,41.02,252.818,188.748,214.108,210.448,302.87,265.428,242.803,195.272,217.285,288.11,246.472,59.102,211.95,111.27,211.423,121.01,105.35,211.659,211.767,223.83,289.294,236.836,415.855,169.353,278.724,219.102,301.442,323.089,291.678,280.994,414.911,198.58,107.846,393.221,250.115,213.767,198.768,289.542,331.367,154.614,158.104,218.531,232.442,214.761,193.167,279.511,174.815,174.815,140.449,140.449,66.463,46.741,171.867,139.303,194.569,64.899,288.832,170.113,159.529,181.114,0,339.606,258.539,255.151,323.685,345.935,95.202,129.802,23.181,274.978,255.402,151.92,419.052,296.889,284.929
"Suffolk",156.146,248.343,323.808,482.224,160.42,281.615,243.649,327.589,309.633,387.913,313.943,550.233,411.976,641.003,123.516,389.383,229.417,359.42,232.257,223.778,491.933,128.313,222.18,245.761,38.241,125.902,368.47,100.69,414.929,348.123,301.427,199.154,275.844,716.403,120.548,91.918,169.154,318.556,318.556,328.609,307.219,407.442,233.488,35.234,205.792,402.027,250.156,490.331,520.719,97.587,181.269,510.969,268.78,95.69,236.638,51.214,184.886,338.512,201.991,169.601,508.241,96.652,24.308,104.202,150.705,260.112,150.874,156.345,311.426,353.235,373.09,223.591,179.181,277.307,269.008,309.969,313.063,328.284,121.817,177.057,135.949,463.486,69.329,127.779,40.825,32.016,53.53,175.509,701.293,161.142,252.571,679.603,374.463,93.419,281.956,59.34,29.167,168.299,199.948,89.293,297.543,508.894,487.3,182.681,132.858,132.858,359.441,359.441,360.596,344.233,374.53,433.436,310.119,300.989,575.214,140.803,240.755,263.6,306.092,0,59.977,90.398,610.067,59.572,277.09,333.177,290.939,204.241,90.762,375.047,705.434,47.12,84.853
"Surry",198.572,200.39,251.712,434.271,122.603,233.662,207.286,255.493,261.68,339.96,277.58,510.031,364.023,600.801,134.551,341.43,181.464,311.467,184.304,151.682,494.803,64.423,189.698,197.808,86.024,77.949,296.374,62.113,366.976,351.326,229.331,151.201,279.047,676.201,88.066,102.953,148.039,246.46,246.46,256.513,235.123,455.414,185.535,75.37,248.218,329.931,178.06,493.201,472.766,66.252,133.316,513.839,220.827,95.328,233.233,62.811,112.79,290.559,205.194,102.478,460.288,50.818,38.238,16.821,84.384,188.016,84.553,121.921,239.33,305.282,300.994,175.638,161.397,240.944,221.055,237.873,240.967,331.487,90.482,180.26,178.375,415.533,47.65,84.535,56.425,74.442,56.866,141.085,661.091,128.66,204.618,639.401,377.666,60.937,283.06,67.721,71.593,120.346,163.585,49.666,225.447,460.941,439.347,187.659,84.905,84.905,386.629,386.629,312.643,296.28,302.434,385.483,238.023,253.036,535.012,92.85,168.659,191.504,258.139,59.995,0,59.631,569.865,101.998,229.137,261.081,242.986,183.126,22.041,302.951,665.232,62.682,53.518
"Sussex",235.854,197.616,248.025,431.497,109.693,219.261,167.706,251.806,258.906,337.186,238,489.55,361.249,580.32,77.577,338.656,178.69,308.693,181.53,147.995,431.25,78.921,146.237,195.034,117.949,75.175,292.687,49.963,364.202,287.773,225.644,148.427,215.494,655.72,41.312,45.979,151.928,242.773,242.773,252.826,231.436,347.092,182.761,57.051,285.5,326.244,174.373,429.648,469.992,158.045,130.542,450.286,218.053,38.354,169.68,107.367,116.679,287.785,141.641,106.367,457.514,53.798,77.248,74.691,152.373,184.329,129.322,189.91,235.643,302.508,297.307,172.864,110.923,201.364,218.281,234.186,237.28,267.934,179.61,116.707,215.657,412.759,113.83,109.418,100.981,111.724,101.422,193.031,640.61,84.03,201.844,618.92,314.113,43.119,219.507,112.277,108.875,117.572,124.005,46.661,221.76,458.167,436.573,191.548,82.131,82.131,283.498,283.498,309.869,293.506,298.747,382.709,234.336,250.262,514.531,90.076,164.972,187.817,255.365,90.374,58.001,0,549.384,139.28,226.363,257.394,240.212,187.015,145.718,299.264,644.751,107.238,175.245
"Tazewell",747.885,375.461,575.285,131.639,402.208,314.287,316.034,563.929,329.954,268.132,246.301,62.329,218.682,104.307,483.246,229.108,351.566,272.366,393.791,530.856,125.451,536.919,340.327,377.21,657.638,503.989,485.563,520.634,234.595,208.115,447.436,381.827,274.116,123.966,454.842,519.57,551.724,543.971,543.971,554.638,511.256,170.275,407.62,576.09,797.531,476.899,479.408,135.135,94.684,579.562,446.764,133.581,400.036,523.053,334.574,609.004,499.276,358.833,357.592,500.581,93.065,522.281,614.703,577.261,554.636,507.105,529.118,599.943,564.285,267.751,529.763,423.103,379.651,291.272,417.183,529.472,529.58,227.41,601.127,377.134,727.688,161.01,590.557,530.935,613.275,634.922,603.511,592.827,124.571,400.825,419.679,64.363,182.724,525.6,287.67,601.375,643.2,466.447,361.86,530.364,550.255,119.611,111.769,591.344,486.648,486.648,203.257,203.257,259.925,364.554,489.68,190.189,512.382,382.712,52.767,481.946,471.362,492.947,323.499,609.413,570.372,549.442,0,657.768,407.035,447.615,335.014,586.811,567.235,469.733,128.712,608.722,596.762
"Virginia Beach",130.949,287.81,328.566,521.691,234.624,363.185,319.307,332.347,349.1,427.38,389.601,597.451,451.443,688.221,185.752,428.85,287.227,398.887,271.724,228.536,583.476,133.071,278.269,285.228,41.556,189.61,373.228,156.779,454.396,410.359,306.185,256.964,338.08,763.621,176.637,154.154,173.912,323.314,323.314,333.367,311.977,542.834,272.955,97.47,180.595,406.785,254.914,552.567,560.186,102.345,221.614,604.679,308.247,157.926,298.874,49.171,189.644,377.979,264.227,174.359,547.708,152.741,72.242,108.96,155.463,264.87,155.632,161.103,316.184,392.702,377.848,263.058,241.417,352.965,308.475,314.727,317.821,390.52,126.575,239.293,110.752,502.953,74.087,132.537,60.466,29.449,58.288,180.267,748.511,217.231,292.038,726.821,436.699,149.508,344.192,64.098,32.321,226.109,275.606,145.382,302.301,548.361,526.767,187.439,172.235,172.235,474.049,474.049,400.063,383.7,379.288,472.903,314.877,340.456,622.432,187.658,245.513,268.358,345.559,60.032,101.485,152.634,657.285,0,316.557,337.935,330.406,208.999,95.52,379.805,752.652,55.913,89.611
"Warren",407.462,46.415,212.732,272.82,118.37,70.265,82.393,223.961,100.229,178.509,135.212,348.58,202.572,439.35,181.154,179.979,43.547,108.436,53.368,190.433,334.605,196.496,112.669,35.4,317.215,131.89,255.838,155.25,205.525,248.392,118.39,66.284,204.75,514.75,171.004,226.082,211.301,204.003,204.003,214.67,156.088,244.305,35.548,244.185,457.108,247.174,138.985,357.362,311.315,239.139,72.293,355.808,79.09,218.457,163.695,268.581,158.853,129.108,171.225,160.158,298.837,156.897,249.319,236.838,214.213,166.682,188.695,259.52,200.35,143.831,229.42,82.68,129.83,96.606,88.137,174.719,178.322,219.961,260.704,155.243,387.265,254.082,250.134,190.512,272.852,294.499,263.088,252.404,499.64,116.987,79.256,477.95,274.732,160.216,174.364,260.952,302.777,90.277,76.511,164.98,186.467,299.49,277.896,250.921,146.225,146.225,180.71,180.71,151.192,134.829,259.955,224.032,158.988,111.299,373.561,141.523,130.939,152.524,96.688,255.059,204.988,201.6,408.414,317.345,0,133.471,81.535,246.388,226.812,240.008,503.781,268.299,256.339
"Washington",399.73,88.688,117.006,312.224,187.555,167.429,216.963,105.65,120.669,214.463,232.376,387.984,241.976,478.754,300.808,219.383,162.828,189.42,94.992,126.651,374.009,218.02,231.95,91.044,338.739,198.212,65.773,211.43,244.929,361.235,41.063,171.698,301.914,554.154,239.782,282.262,170.098,85.692,85.692,96.359,36.021,333.367,109.368,300.365,360.867,76.903,87.707,396.766,350.719,260.663,143.928,395.212,67.3,274.637,276.179,290.105,155.587,90.531,290.506,167.392,338.241,214.139,308.371,258.362,208.546,119.868,184.412,218.316,106.006,183.235,95.363,99.244,245.459,193.77,44.962,71.193,71.301,347.963,282.228,274.524,408.789,293.486,271.658,212.036,294.376,316.023,284.612,211.2,539.044,221.931,69.169,517.354,374.248,216.396,271.528,282.476,324.301,163.611,195.792,221.676,91.976,338.894,317.3,209.717,177.444,177.444,264.582,264.582,190.596,92.02,71.833,263.436,40.677,65.674,412.965,183.32,98.83,95.111,129.63,332.54,262.23,257.78,447.818,338.869,132.89,0,135.098,191.95,248.336,69.737,543.185,289.823,277.863
"Waynesboro",417.117,44.693,271.808,199.068,159.623,74.672,124.206,260.452,26.477,104.757,137.595,274.828,128.82,365.598,279.244,106.227,90.963,76.264,63.023,200.088,260.853,206.151,169.382,46.442,326.87,173.221,182.086,189.866,131.773,248.079,116.668,128.942,209.157,440.998,218.218,260.698,220.956,240.494,240.494,251.161,154.366,220.211,76.852,278.801,466.763,173.422,148.64,283.61,237.563,248.794,115.996,282.056,77.368,253.073,183.422,278.236,168.508,55.356,233.883,169.813,225.085,191.513,283.935,246.493,223.868,176.337,198.35,269.175,260.808,70.079,226.286,92.335,192.488,101.013,86.415,225.995,226.103,234.807,270.359,217.901,396.92,180.33,259.789,200.167,282.507,304.154,272.743,262.059,425.888,179.645,88.911,404.198,261.092,194.832,178.771,270.607,312.432,135.679,139.169,199.596,196.122,225.738,204.144,260.576,155.88,155.88,151.426,151.426,77.44,61.077,186.203,150.28,157.266,60.255,299.809,151.178,140.594,162.179,22.936,320.671,239.604,236.216,334.662,327,76.267,144.138,0,256.043,236.467,166.256,430.029,277.954,265.994
