"","Adams","Allen","Ashland","Ashtabula","Athens","Auglaize","Belmont","Brown","Butler","Carroll","Champaign","Clark","Clermont","Clinton","Columbiana","Coshocton","Crawford","Cuyahoga","Darke","Defiance","Delaware","Erie","Fairfield","Fayette","Franklin","Fulton","Gallia","Geauga","Greene","Guernsey","Hamilton","Hancock","Hardin","Harrison","Henry","Highland","Hocking","Holmes","Huron","Jackson","Jefferson","Knox","Lake","Lawrence","Licking","Logan","Lorain","Lucas","Madison","Mahoning","Marion","Medina","Meigs","Mercer","Miami","Monroe","Montgomery","Morgan","Morrow","Muskingum","Noble","Ottawa","Paulding","Perry","Pickaway","Pike","Portage","Preble","Putnam","Richland","Ross","Sandusky","Scioto","Seneca","Shelby","Stark","Summit","Trumbull","Tuscarawas","Union","Van Wert","Vinton","Warren","Washington","Wayne","Williams","Wood","Wyandot"
"Lawrence",183.667,277,198.967,292.817,85.183,261.5,196.467,244.383,187.983,123.5,158.833,126.8,124.65,230.717,282.3,200.183,216.633,265.25,189.483,263.217,159.133,270.15,158.55,296.1,157.283,163.367,34.383,269.15,290.867,184,164.933,245.8,180.867,169.183,234.05,121.1,112.917,205.517,256.4,48.15,290.733,213.517,233.633,0,152.967,103.533,264.617,183.2,273.683,265.95,185.3,222.6,155.65,217.65,185.217,162.267,145.033,173.783,148.533,174.9,270.683,230.333,260.65,277.567,90.183,131,242.183,178.717,154.367,66.967,163.483,266.833,152.417,180.75,203,222.433,180.45,285.367,223.833,161.383,236.117,54.483,276.033,147.033,248.633,292.433,246.717,188.55
"Licking",119.733,179.917,101.217,188.733,77.767,176.717,71.05,119.433,82.717,33.95,81.167,145.817,125.2,121.65,157.35,55.917,72.367,156.983,125.233,178.417,62.05,173.067,121.033,199.017,109.617,65.633,129.1,165.05,173.433,59.05,125.25,148.717,116.95,131.65,136.967,92.35,41.933,108.433,158.65,104.567,186.65,75.933,108.683,150.75,0,51.5,166.867,85.45,169.6,151.867,89.733,124.867,57.783,137.117,147,114.5,107.667,136.267,101.7,38.233,185.9,145.533,176.267,173.467,64.267,34.367,145.1,116.6,28.583,99.45,125.95,168.55,63.517,80.283,109.45,97.483,87.333,181.267,108.583,97.133,155.583,115,162.15,99.383,151.55,204.833,149.633,91.467
"Logan",136.217,198.833,120.233,214.1,29.4,193.583,115.5,163.883,109.25,27.317,97.633,149.9,138.383,152,201.8,107.25,123.717,186.517,141.717,195.283,80.967,191.983,134.217,217.933,126.1,84.65,81.4,190.417,212.133,103.5,138.45,167.633,133.433,144.85,155.883,101.85,22.367,127.35,177.667,63.383,212.017,123.8,153.133,103.05,52.967,0,185.883,104.467,194.967,187.217,108.65,143.883,83.2,153.967,163.383,127.683,120.85,149.45,114.883,81.767,202.75,162.4,193.133,198.833,40.583,31.6,164.017,133.083,61.217,51.75,139.133,187.567,80.383,124.383,124.283,141.933,123.517,206.633,145.117,113.617,172.45,66.633,197.3,115.85,170.467,224.517,168.55,110.383
"Lorain",197.6,77.933,75.5,93.317,211.85,139.1,159.917,113.3,109.683,162.783,184.733,259.55,238.933,70.3,104.167,145.533,129.333,72.617,207.8,127.333,136.367,56.417,234.75,120.35,218.717,119.117,247.117,63.783,102.117,129.333,237.067,121,170.517,245.383,107.15,206.083,169.533,93.483,31.967,222.5,91.233,114.167,78.917,264.6,178.567,187.783,0,93.033,74.183,78.283,123.167,55.417,163.75,175.617,256.1,224.583,221.4,250,215.433,170.533,125.1,137.05,143.65,72.383,189.3,190.35,99.8,225.7,159.033,225.8,239.683,46.417,150.983,169.767,87.867,85.133,176.183,85.85,80.65,200.883,167.067,247.417,88.367,208.467,89.933,133.867,96.783,105.333
"Lucas",146.533,122.717,25.95,119.8,129.55,137.633,140.033,94.1,16.183,80.467,102.433,177.25,156.633,57.7,109.85,82.867,72.417,92.233,152.033,139.717,54.067,102.867,152.45,152,136.417,36.817,164.817,96.133,117.85,108.15,154.767,101.7,128.733,163.083,89.95,123.783,87.233,45.417,81.95,140.2,117.717,35.567,68.183,182.3,96.25,105.483,91.6,0,100.667,92.933,63.583,49.583,133.617,133.817,173.8,142.283,139.1,167.683,133.133,92.183,143.5,107.183,137.017,104.55,107,116.433,98.083,143.383,104.4,143.5,157.383,92.283,68.683,149.883,31.833,67.683,156.3,112.35,50.817,123.917,117.2,165.117,103.017,126.167,104.533,157.817,102.633,51.983
"Madison",236.683,131.067,93.75,23.767,216.533,188.433,155.683,109.083,116.933,170.633,192.583,267.4,246.783,72.083,78.467,136.117,123.517,58.917,242.183,176.65,144.217,109.55,242.6,169.667,226.567,126.967,254.983,19.8,40.65,125.1,244.917,170.317,212.15,253.233,156.467,213.933,177.383,128.833,85.117,230.35,21.683,125.85,74.683,272.45,169.067,195.633,74.1,100.883,0,57.933,150.333,68.55,159.533,217.25,263.95,232.433,229.25,257.85,223.283,161.117,174.417,186.383,192.983,8.317,197.15,186.117,149.117,233.55,154.817,233.65,247.533,99.567,158.833,165.533,115.25,80.9,171.95,16.3,82.433,214.083,200.617,246.283,61.35,216.317,139.25,183.183,146.1,135.4
"Mahoning",229.65,130.717,86.717,65.983,198.483,185.467,133.567,81.083,109.9,163.6,185.567,260.383,239.75,61.517,43.483,118.067,105.483,19.233,235.15,173.683,137.2,111.367,235.583,166.7,219.533,119.95,247.95,66.95,40.55,107.067,237.883,167.35,205.117,246.217,153.5,206.9,170.35,121.817,86.917,223.317,57.833,115.3,57.117,265.433,151.033,188.6,77.883,93.85,58.117,0,143.3,61.517,141.483,210.217,256.917,225.4,222.217,250.817,216.25,143.067,171.45,183.583,190.017,66.033,190.133,168.083,146.15,226.517,136.767,226.617,240.5,101.367,151.8,147.5,108.217,62.867,153.917,49.933,71.867,207.05,193.6,228.233,22.3,209.283,136.283,180.217,143.133,128.383
"Marion",124.667,107.3,74.05,169.8,132.3,112.033,154.9,143.067,67.317,83.233,67.383,176.717,156.1,107.7,159.833,120.117,131.583,142.217,134.85,114.1,30.167,100.45,146.717,126.4,121.667,39.783,163.917,146.117,167.833,145.05,140.017,76.083,97.583,157.35,64.35,123.25,89.983,35.333,95.817,139.3,167.717,95.3,118.167,181.4,91.7,108.233,123.567,62.533,150.667,142.917,0,99.583,141.633,101.817,159.05,127.533,138.567,161.95,132.6,112.917,117.9,81.583,111.4,154.533,106.1,118.867,72.483,128.65,112.417,142.6,151.65,97.117,40.733,164.133,58.3,116.65,171.183,162.333,99.783,109.183,91.583,164.217,153,111.433,78.917,132.217,77.017,18.367
"Medina",185.4,107.95,42.467,88.167,168.417,162.7,123.5,76.883,65.65,119.35,141.3,216.117,195.5,32.017,84.167,105.667,87.583,60.6,190.9,150.917,92.933,88.6,191.317,143.933,175.283,75.683,203.683,64.333,90.1,92.9,193.633,133.833,160.867,201.95,122.083,162.65,126.1,77.55,64.15,179.067,86.1,73.45,42.483,221.167,135.133,144.35,55.117,49.6,69.05,61.3,99.033,0,127.333,165.967,212.667,181.15,177.967,206.567,172,130.683,148.683,139.333,167.25,72.95,145.867,153.917,123.383,182.267,122.617,182.367,196.25,78.6,107.55,133.35,63.967,48.717,139.767,80.717,42.367,162.783,149.333,203.983,71.383,165.033,113.533,157.467,120.367,84.117
"Meigs",171.867,217.083,140.9,178.75,78.6,228.833,61.55,109.467,123.533,86.083,133.283,197.95,177.333,111.683,147.383,64.25,83.783,147.017,177.367,230.55,114.167,197.733,173.15,251.133,161.75,117.75,135.583,155.083,163.467,49.067,177.383,200.833,169.083,183.783,189.083,144.483,91.267,160.55,173.3,116.583,176.667,111.1,98.7,156.233,57.883,86.333,164.25,136.5,159.617,141.883,141.867,127.033,0,189.233,199.133,166.633,159.8,188.383,153.833,50.95,238.017,197.667,228.383,163.483,113.583,54.117,197.217,168.733,34.75,120.217,178.083,187.75,115.65,53.85,152.6,87.517,54.117,171.3,98.617,149.25,207.717,114.117,152.167,151.5,203.667,256.95,201.767,143.583
"Mercer",57.467,118.65,142.183,237.933,179.467,59.017,204,211.2,150.267,130.4,85.75,160.883,132.367,175.833,227.967,171.05,187.5,210.35,50.4,69.617,105.033,135.283,118.4,109.4,93.35,130.25,197.233,214.25,235.967,191.817,111.7,87.733,47.2,129.033,78.5,135.217,137.15,100.917,153.567,172.6,235.85,163.433,186.3,214.717,140.8,155.4,175.55,134.117,218.8,211.05,104.983,167.717,190.733,0,111.733,99.217,115.383,136.133,125.467,162.017,68.317,65.1,45.933,222.667,149.017,167.967,86.633,81.317,161.517,175.9,123.333,152.467,93.017,213.233,126.433,184.783,220.283,230.467,167.917,79.317,21.4,197.517,221.133,89.717,95.383,81.05,91.167,98
"Miami",74.483,193.983,189.383,283.25,187.933,169.5,214.45,257.55,178.4,138.85,94.383,94.533,66.033,221.15,273.283,192.267,208.717,255.667,67.867,180.117,142.767,210.6,37.983,219.883,45.583,153.8,176.783,259.567,281.283,202.45,25.45,163.067,92.833,41.25,153.817,100.6,145.617,176.233,228.9,152.167,281.167,205.633,231.617,188.25,151.25,163.867,255.033,173.617,264.117,256.367,162.167,213.033,201.183,113.35,0,38.583,49.05,26.683,69.133,181.633,178.8,142.3,156.417,267.983,140.333,178.417,161.95,32.6,171.983,155.467,27.783,227.8,134.733,223.683,193.417,231.117,230.733,275.783,214.267,64.883,131.883,177.083,266.45,58.083,170.717,191.533,166.5,172.183
"Monroe",67.133,165.5,158.333,252.183,151.45,144.983,177.967,226.35,147.35,102.367,63.333,69.333,40.833,190.083,242.233,161.2,177.667,224.6,72.967,146.7,111.7,182.117,26.867,191.3,17.8,122.733,140.3,228.517,250.233,165.967,20.167,134.567,64.35,37.5,125.333,64.117,109.133,147.75,200.4,115.683,250.1,174.583,200.55,157.783,114.767,127.383,223.983,142.567,233.05,225.3,131.1,181.967,164.7,101.117,39.633,0,23.85,42.1,32.65,145.15,154.167,113.8,144.117,236.917,103.85,141.933,133.467,49.917,135.5,118.983,31.783,199.3,103.683,187.2,162.367,200.067,194.25,244.733,183.2,44.867,119.6,140.6,235.4,23.333,142.233,175.917,138.017,141.133
"Montgomery",81.267,179.633,153.383,247.233,143.917,159.117,170.45,218.833,142.4,94.85,77.467,53,24.5,185.133,237.283,156.15,172.617,219.667,87.1,160.833,113.55,196.25,21.5,205.433,31.933,117.783,132.783,223.567,245.283,158.433,27.9,148.717,78.483,31.817,139.467,56.6,101.6,159.933,210.817,108.15,245.15,169.517,195.617,146.717,107.25,119.85,219.033,137.617,228.1,220.367,141.233,177.017,157.183,115.267,48.167,25.217,0,36.75,25.283,137.617,168.3,127.95,158.267,231.983,96.333,134.417,147.6,66.5,127.967,111.45,26.433,213.433,107.45,179.683,157.417,195.117,186.733,239.783,178.25,59,133.733,133.067,230.45,37.467,156.367,190.05,152.15,142.967
"Morgan",97.7,200.433,184.05,277.9,174.583,179.933,201.117,249.5,173.067,125.517,98.267,83.1,54.6,215.8,267.95,186.817,203.267,250.333,91.083,181.633,144.217,217.067,25.333,226.25,52.75,148.45,163.45,254.233,275.95,189.1,29.3,169.517,99.3,17.45,160.283,87.267,132.267,182.7,235.35,138.817,275.817,200.183,226.283,176.817,137.917,150.517,249.7,168.283,258.767,251.033,166.05,207.683,187.85,136.567,26.917,46.033,37.617,0,55.95,168.283,189.117,148.75,179.633,262.65,127,165.083,168.417,55.817,158.633,142.117,10.333,234.25,138.617,210.35,188.083,225.783,217.4,270.45,208.917,79.8,155.1,163.733,261.117,58.267,177.167,214.75,172.95,173.633
"Morrow",91.667,190.017,147.967,241.817,138.5,169.5,165.033,213.417,136.983,89.433,83.267,61.05,42.75,179.717,231.867,150.733,167.2,214.25,97.483,171.217,108.133,206.633,42.45,215.817,41.7,112.367,127.367,218.15,239.867,153.017,44.4,159.1,88.867,53.083,149.85,44.133,96.183,154.517,205.4,102.733,239.733,164.1,190.2,144.85,101.833,114.433,213.617,132.2,222.683,214.95,135.817,171.6,151.767,125.65,70.133,34.45,29.3,57.7,0,132.2,178.683,138.333,168.65,226.567,90.917,129,157.983,81,122.55,106.033,47.383,215.85,102.033,174.267,152,189.7,181.317,234.367,172.833,69.383,144.117,127.65,225.033,43.817,166.75,200.433,162.533,137.55
"Muskingum",152.2,204.95,106.217,179.35,101.2,201.75,66.483,110.067,83.367,66.417,113.633,178.283,157.667,112.283,147.983,36.133,52.583,147.617,157.7,203.467,87.083,190.383,153.5,224.05,142.083,94.05,160.45,155.683,164.067,54.483,157.717,173.75,147.65,164.117,162,124.817,74.4,131.467,169.467,141.45,177.267,70.4,99.3,181.117,38.233,81.733,169.25,94.35,160.217,142.483,114.767,129.2,53.217,162.15,179.467,146.967,140.133,168.733,134.167,0,210.933,170.567,201.3,164.1,96.733,55.317,170.133,149.067,24.017,132.717,158.417,179.8,88.55,75.717,117.117,88.117,82.767,171.9,99.217,129.6,180.617,139,152.767,131.85,176.583,229.867,174.683,116.5
"Noble",122.667,67.233,147.1,194.017,228.333,17.617,252.867,206.083,158.067,179.267,139.367,213.95,185.433,163.083,196.95,221.25,207.533,167.817,115.6,6.583,131.367,84.533,171.467,45.7,146.417,140.917,250.3,164.483,197.317,222.117,164.767,50.55,100.267,182.1,57.7,188.267,186.017,108.717,101.25,225.667,191.933,171.233,171.7,267.783,189.667,204.267,124.133,141.933,174.883,171.067,115.933,148.2,239.6,67.067,176.933,152.283,168.45,186.7,178.533,210.883,0,42.667,22.167,173.1,197.883,216.833,48.95,146.533,210.4,228.967,176.383,102.55,141.9,262.1,134.233,177.917,269.15,186.567,175.733,130.633,48.5,250.583,181.15,142.783,62.533,23.217,49.1,105.8
"Ottawa",87.067,80.917,113.517,207.7,188.067,34.083,212.6,182.533,121.583,138.983,99.083,173.667,145.167,147.15,199.3,184.767,171.05,181.5,97.267,35.8,94.883,97.55,131.183,77.483,106.133,104.433,210.017,178.183,207.3,197.867,124.5,28.85,59.983,141.817,40.767,148,145.75,72.233,115.833,185.4,205.633,134.767,157.633,227.5,149.4,164,137.817,105.45,188.583,182.383,79.467,139.033,199.333,64.417,141.6,112.017,128.167,146.433,138.25,170.617,43.267,0,44.417,186.783,157.6,176.567,48.9,111.2,170.117,188.683,136.117,114.733,101.617,221.833,97.767,156.117,228.883,200.25,139.25,90.367,44,210.3,192.467,102.517,57.65,65.017,53.433,69.317
"Paulding",100.533,83.967,144.133,210.75,216.817,16.333,241.35,213.15,152.2,167.75,128.75,203.883,175.367,177.767,213.7,208.4,201.667,184.55,93.467,24.217,125.5,101.267,161.4,64,136.35,135.05,240.233,181.233,214.05,228.483,154.7,63.633,90.2,172.033,74.433,178.217,174.5,102.85,117.983,215.617,208.683,165.383,188.233,257.717,178.15,192.75,140.867,136.067,191.633,187.8,110.083,164.933,228.083,44.933,154.8,142.217,158.383,179.2,168.467,199.367,22.917,43.85,0,189.833,186.367,205.317,65.683,124.4,198.883,218.9,166.333,119.283,130.383,250.583,128.383,186.717,257.633,203.3,169.867,122.383,26.367,240.517,197.883,132.733,79.283,35.65,65.833,99.933
"Perry",241.25,131.033,98.317,32.183,221.1,188.383,160.267,113.65,121.5,175.2,197.167,271.967,251.35,76.65,86.883,140.683,128.083,62.7,246.75,176.6,148.8,109.517,247.183,169.617,231.133,131.533,259.55,15.05,49.083,129.667,249.483,170.267,216.717,257.8,156.433,218.5,181.95,133.4,85.067,234.917,30.1,130.433,79.25,277.033,173.65,200.2,74.05,105.45,8.417,66,154.9,74.15,164.1,221.817,268.517,237,233.817,262.417,227.85,165.683,174.367,186.333,192.933,0,201.733,190.683,149.067,238.117,159.383,238.217,252.1,99.517,163.4,170.117,119.817,85.483,176.533,24.733,87,218.65,205.2,250.85,69.783,220.883,139.217,183.15,146.05,139.983
"Pickaway",127.717,199.2,121.167,215.017,64.833,187.817,128.2,176.583,110.183,33.317,92.5,113.45,115.083,152.917,205.067,115.767,132.217,187.433,133.55,189.517,81.333,192.35,111.917,218.3,101.333,85.567,71.717,191.333,213.05,116.2,116.15,168,124.933,122.55,156.25,65.083,22.717,127.717,178.6,47.1,212.933,133.4,163.383,89.2,65,40.767,186.817,105.4,195.883,188.133,107.5,144.8,113.233,148.217,141.083,105.383,98.55,127.15,92.583,95.383,197,156.633,187.367,199.75,0,64.75,164.383,122.783,82.3,50.383,116.833,189.033,74.617,137.433,125.2,154.65,144.483,207.55,146.033,105.433,166.683,72,198.233,91.1,170.833,218.75,168.917,110.75
"Pike",150.8,210.983,132.283,207.367,53.217,207.767,89.7,138.083,117.117,49.6,112.217,181.3,156.267,140.3,176,83.4,99.867,175.633,156.3,209.483,93.1,204.117,152.083,230.067,140.683,96.683,111.917,183.7,192.083,77.7,156.317,179.767,148.017,162.717,168.017,124,44.517,139.483,189.717,92.917,205.3,110.333,127.333,132.583,36.033,31.85,192.867,116.517,188.25,170.5,120.8,155.65,53.783,168.167,178.067,145.567,138.733,167.317,132.767,55.967,216.95,176.6,207.317,192.117,66.833,0,176.15,147.667,35.417,83.617,157.017,199.617,94.583,94.967,136.317,116.133,95.25,199.917,127.233,128.183,186.65,90.45,180.8,130.433,182.6,235.883,180.7,122.517
"Portage",107.55,40.25,105.15,167.033,188.667,63.333,211.25,174.167,113.233,139.583,113.683,194.15,165.633,136.1,169.967,176.417,162.683,140.817,117.733,49.833,86.533,55.933,151.667,62.15,126.617,96.067,222.25,137.5,170.333,189.5,144.967,29.55,80.467,162.3,17.1,168.467,146.35,63.867,73.583,197.617,164.95,126.4,144.717,239.717,148.05,164.6,97.15,97.083,147.9,144.083,71.1,121.217,197.983,85.567,162.083,132.483,148.65,166.9,158.733,169.267,48.45,47,67,146.1,164.417,175.217,0,131.683,168.767,200.917,156.583,72.483,102.75,220.483,89.4,147.75,227.533,159.567,130.883,110.833,73.933,222.533,154.167,122.983,17.933,63.083,7.417,60.95
"Preble",43.35,162.833,158.25,252.1,156.683,138.367,181.217,226.4,147.267,107.617,63.25,112,83.5,190,242.15,161.133,177.583,224.533,36.733,148.967,111.633,179.467,50.467,188.75,39.05,122.65,158.517,228.433,250.15,169.217,38.217,131.917,61.7,69.433,122.683,96.483,114.367,145.1,197.75,133.883,250.017,174.5,200.483,175.983,118.017,132.617,223.9,142.483,232.967,225.233,131.017,181.883,167.95,82.217,30.7,46.9,66.5,55.1,77.433,148.4,147.667,111.15,125.283,236.85,122.067,145.183,130.817,0,138.75,137.183,50.6,196.65,103.6,190.45,162.283,199.983,197.5,244.65,183.117,33.75,100.75,158.8,235.317,51.383,139.583,160.4,135.35,141.05
"Putnam",141.167,201.35,116.45,173.5,78.4,198.15,55.817,104.2,93.067,55.383,102.583,167.25,146.633,106.433,142.133,55.9,72.35,141.75,146.667,199.85,83.467,198.2,142.45,220.45,131.05,87.05,137.65,149.817,158.2,43.817,146.683,170.133,138.383,153.083,158.383,113.783,60.583,129.85,177.283,118.65,171.417,80.633,93.45,158.317,27.2,61.5,159,106.033,154.367,136.633,111.167,121.783,35.517,158.533,168.433,135.933,129.1,157.683,123.133,20.933,207.317,166.967,197.683,158.233,82.917,32.517,166.533,138.033,0,113.717,147.383,187.617,84.95,65.05,122.133,82.267,72.1,166.033,93.35,118.567,177.017,116.2,146.917,120.8,172.967,226.25,171.067,112.9
"Richland",143.817,237.167,159.117,252.983,50.083,221.667,161.933,209.85,148.133,76.783,119,118.317,119.95,190.883,243.033,155.8,172.25,225.4,149.65,223.367,119.283,230.317,128.017,256.267,117.45,123.533,49.3,229.3,251.017,149.467,132.25,205.95,141.033,138.65,194.217,81.183,68.483,165.667,216.55,24.033,250.9,173.267,199.1,66.767,101.517,52.067,224.767,143.35,233.85,226.1,145.467,182.767,120.55,177.8,157.183,121.483,114.667,143.25,108.7,132.533,230.85,190.483,220.8,237.717,50.333,83.683,202.35,138.883,113.867,0,132.933,227,112.583,146.217,163.167,187.9,145.9,245.517,184,121.533,196.283,44.05,236.183,107.2,208.783,252.6,206.883,148.717
"Ross",91.75,190.1,173.7,267.567,164.25,169.583,190.767,239.15,162.717,115.167,87.933,72.767,44.267,205.467,257.6,176.483,192.933,239.983,88.367,171.3,133.867,206.717,14.983,215.9,42.4,138.117,153.1,243.883,265.6,178.767,18.383,159.183,88.95,19.183,149.933,76.917,121.917,172.35,225.017,128.483,265.483,189.85,215.933,166.483,127.567,140.167,239.35,157.933,248.433,240.683,155.7,197.35,177.5,125.733,28.683,35.683,27.267,10.3,45.6,157.95,178.767,138.417,168.733,252.3,116.65,154.733,158.067,53.083,148.3,131.767,0,223.917,128.283,200,177.75,215.433,207.05,260.1,198.583,69.467,144.2,153.383,250.767,47.933,166.833,200.517,162.617,163.3
"Sandusky",174.717,49.633,75.883,120.767,211.017,115.117,184.033,137.417,107.133,161.933,163.233,260.3,232.817,94.417,128.283,168.033,154.117,99.133,184.917,103.333,112.15,28.117,218.85,96.35,193.8,107.917,247.867,91.25,128.65,153.45,212.15,98.117,147.633,229.467,84.283,206.817,168.7,66.883,19.333,223.25,118.7,117.283,103.033,265.35,176.683,186.95,46.883,93.117,101.65,102.4,96.567,79.533,187.867,152.733,229.267,199.667,215.817,234.083,216.167,180.683,101.1,114.183,119.667,99.85,190.05,197.9,73.483,198.85,188.967,226.533,223.767,0,128.367,193.883,69.55,109.25,200.3,113.317,104.767,178.017,140.483,248.15,112.483,190.167,63.617,109.883,74.75,78.75
"Scioto",105.217,137.85,83.367,177.233,105.767,132.15,130.3,151.533,72.383,56.7,45.6,145.917,125.3,115.133,167.283,97.35,113.8,149.65,115.417,133.85,16.283,131,121.15,156.95,96.1,44.067,133.133,153.55,175.267,118.117,114.467,106.65,78.05,131.783,94.9,92.45,63.45,66.367,126.383,108.5,175.15,102.617,125.6,150.617,67.1,81.7,149.017,67.617,158.1,150.35,43.217,107.017,117.033,92.55,133.5,101.983,107.767,136.4,101.8,88.317,141.333,100.967,131.7,161.967,75.317,94.267,103.033,103.083,87.817,111.8,126.083,127.683,0,139.533,87.033,125.1,146.583,169.767,108.25,83.617,111.017,133.417,160.45,85.867,109.483,163.083,107.567,49.4
"Seneca",193.767,221.967,145.783,183.633,102.367,250.733,38.283,114.333,141.6,107.983,155.183,219.85,199.233,116.55,127.817,79.933,88.483,151.883,199.267,252.45,136.067,202.617,195.05,257.95,183.65,139.65,153.833,159.95,165.35,53.95,199.283,222.733,190.983,205.683,210.983,166.383,115.967,177.583,178.167,141.433,181.833,123.65,103.583,177.667,79.783,127.067,169.133,150.75,164.5,146.767,163.75,131.9,54.6,211.133,221.033,188.517,181.7,210.283,175.733,73.517,259.917,219.567,250.283,168.367,138.283,94.85,219.117,190.633,65.533,145.067,199.967,192.617,137.533,0,164,92.383,15.3,176.167,103.483,171.15,229.6,132.117,157.05,173.4,225.567,271.467,223.667,165.483
"Shelby",146.617,99.55,27.867,134.65,148.85,128.45,153.867,107.933,47.417,99.783,120.333,196.55,175.933,72.567,124.7,110.1,96.45,107.083,156.817,130.517,71.833,79.7,171.767,135.533,155.717,48.867,184.133,110.983,132.7,123.267,174.067,92.517,119.533,182.383,80.767,143.083,106.533,36.217,61.567,159.5,132.583,60.167,83.033,201.617,108.133,124.783,85.917,30.85,115.533,107.783,57.717,64.45,152.133,124.633,193.1,161.583,158.4,187,152.433,116.017,134.317,98,127.817,119.4,126.317,135.733,88.9,162.7,122.917,162.8,176.683,69.117,88.067,163.717,0,81.517,170.133,127.2,64.65,143.233,108.017,184.417,117.867,145.467,95.667,149.05,93.433,42.8
"Stark",201.817,136.75,61.033,98.417,143,185.067,82.15,34.417,73.517,123.733,157.717,232.533,211.917,30.117,66.75,62.583,49.983,66.667,207.317,179.717,109.35,117.4,207.733,172.733,191.7,92.1,194.467,74.733,83.117,51.567,210.05,149.133,176.15,218.367,137.383,179.067,131.717,92.85,92.95,182.067,96.333,64.783,18.367,218.3,95.533,142.067,83.917,66.017,79.283,61.55,114.333,46.683,86,181.25,229.083,197.567,194.383,222.967,188.417,87.583,177.483,154.617,184.45,83.15,154.033,112.583,145.517,198.683,81.283,185.7,212.667,107.4,123.967,92,79.25,0,98.417,90.95,16.683,179.2,164.633,172.75,71.833,181.45,142.317,186.25,150.05,99.417
"Summit",200.95,228.517,152.317,190.167,102.85,257.933,44.183,120.883,148.15,115.167,162.367,227.033,206.417,123.1,138.05,86.483,95.017,158.433,206.45,259.633,143.25,209.15,202.233,264.5,190.833,146.833,154.317,166.5,175.583,60.483,206.467,229.917,198.167,212.867,218.183,173.567,123.15,184.133,184.717,141.917,192.083,130.2,110.117,178.15,86.983,121.417,175.667,157.3,171.033,153.3,170.95,138.45,55.333,218.317,228.217,195.717,188.883,217.483,182.917,80.717,267.1,226.75,257.483,174.917,145.483,95.583,226.317,197.817,72.717,145.55,207.167,199.167,144.733,15.15,170.55,98.933,0,182.717,110.033,178.35,236.8,132.6,163.583,180.583,232.75,278.017,230.85,172.683
"Trumbull",249.467,143.85,106.533,26.883,229.317,201.217,160.717,121.483,129.717,183.417,205.367,280.183,259.567,84.867,70.917,148.9,136.3,51.983,254.967,189.433,157.017,122.333,255.4,182.45,239.35,139.75,267.767,32.583,32.15,137.883,257.7,183.1,224.933,266.017,169.267,226.717,190.167,141.617,97.9,243.133,23.117,138.633,87.467,285.233,181.85,208.417,86.883,113.667,16.317,49.8,163.117,81.333,172.317,230.033,276.733,245.217,242.033,270.633,236.067,173.9,187.2,199.167,205.767,24.633,209.933,198.9,161.9,246.333,167.6,246.433,260.317,112.35,171.617,178.333,128.033,93.7,184.733,0,95.217,226.867,213.4,259.067,53.6,229.1,152.033,195.983,158.883,148.2
"Tuscarawas",187.05,134.417,46.267,102.2,154.433,170.3,93.6,45.35,58.75,120.983,142.95,217.767,197.15,18.683,79.083,74.017,50.45,75.717,192.55,172.367,94.583,115.067,192.967,170.417,176.917,77.333,205.333,78.533,94.533,63.017,195.283,134.35,161.383,203.6,122.617,164.3,127.75,78.067,90.633,180.717,100.117,50.017,29.833,222.817,106.983,146,81.583,51.233,83.067,72.95,99.567,42.917,97.433,166.483,214.317,182.783,179.617,208.2,173.633,99.017,176.167,139.85,169.667,86.933,147.517,124.033,130.75,183.9,92.717,184,197.883,105.083,109.183,103.45,64.483,18.917,109.867,94.75,0,164.433,149.85,184.183,83.25,166.683,137.183,183.933,135.283,84.633
"Union",29.817,142.9,139.8,233.667,138.25,122.4,162.767,207.967,128.817,89.167,44.8,104.95,76.433,171.567,223.7,142.683,159.133,206.083,34.383,124.1,93.183,159.533,62.467,168.7,37.417,104.217,141.3,209.983,231.7,150.767,55.767,111.983,41.767,73.1,102.75,79.283,95.933,125.167,177.817,116.683,231.583,156.05,182.033,158.783,99.583,114.183,199.8,124.033,214.533,206.783,112.583,163.45,149.5,79.867,64.95,43.283,59.45,77.7,69.533,129.95,131.567,91.217,122.933,218.4,104.85,126.75,110.883,34.533,120.3,119.967,67.4,176.717,85.15,172.017,143.85,181.533,179.067,226.2,164.683,0,98.4,141.583,216.867,33.8,119.633,153.333,115.417,122.6
"Van Wert",77.567,104.317,123.483,219.217,196.167,39.85,220.7,192.5,131.55,147.1,105.783,180.917,152.4,157.117,209.267,187.75,181.017,191.65,70.5,50.467,104.85,120.933,138.433,90.233,113.383,114.4,217.267,195.55,217.267,207.833,131.733,73.333,67.233,149.067,64.15,155.25,153.85,82.2,139.033,192.633,217.133,144.733,167.6,234.75,157.5,172.1,161.217,115.417,200.083,192.35,89.433,149,207.433,21.967,131.833,119.25,135.417,156.233,145.5,178.717,49.15,44.067,26.767,203.967,165.717,184.667,72.3,101.417,178.233,195.933,143.367,138.133,109.733,229.933,107.733,166.083,236.983,211.767,149.217,99.417,0,217.55,202.433,109.75,81.05,61.883,76.833,79.283
