"","Anderson","Andrews","Angelina","Aransas","Archer","Armstrong","Atascosa","Austin","Bailey","Bandera","Bastrop","Baylor","Bee","Bell","Bexar","Blanco","Borden","Bosque","Bowie","Brazoria","Brazos","Brewster","Briscoe","Brooks","Brown","Burleson","Burnet","Caldwell","Calhoun","Callahan","Cameron","Camp","Carson","Cass","Castro","Chambers","Cherokee","Childress","Clay","Cochran","Coke","Coleman","Collin","Collingsworth","Colorado","Comal","Comanche","Concho","Cooke","Coryell","Cottle","Crane","Crockett","Crosby","Culberson","Dallam","Dallas","Dawson","Deaf Smith","Delta","Denton","DeWitt","Dickens","Dimmit","Donley","Duval","Eastland","Ector","Edwards","El Paso","Ellis","Erath","Falls","Fannin","Fayette","Fisher","Floyd","Foard","Fort Bend","Franklin","Freestone","Frio","Gaines","Galveston","Garza","Gillespie","Glasscock","Goliad","Gonzales","Gray","Grayson","Gregg","Grimes","Guadalupe","Hale","Hall","Hamilton","Hansford","Hardeman","Hardin","Harris","Harrison","Hartley","Haskell","Hays","Hemphill","Henderson","Hidalgo","Hill","Hockley","Hood","Hopkins","Houston","Howard","Hudspeth","Hunt","Hutchinson","Irion","Jack","Jackson","Jasper","Jeff Davis","Jefferson","Jim Hogg","Jim Wells","Johnson","Jones","Karnes","Kaufman","Kendall","Kenedy","Kent","Kerr","Kimble","King","Kinney","Kleberg","Knox","La Salle","Lamar","Lamb","Lampasas","Lavaca","Lee","Leon","Liberty","Limestone","Lipscomb","Live Oak","Llano","Loving","Lubbock","Lynn","Madison","Marion","Martin","Mason","Matagorda","Maverick","McCulloch","McLennan","McMullen","Medina","Menard","Midland","Milam","Mills","Mitchell","Montague","Montgomery","Moore","Morris","Motley","Nacogdoches","Navarro","Newton","Nolan","Nueces","Ochiltree","Oldham","Orange","Palo Pinto","Panola","Parker","Parmer","Pecos","Polk","Potter","Presidio","Rains","Randall","Reagan","Real","Red River","Reeves","Refugio","Roberts","Robertson","Rockwall","Runnels","Rusk","Sabine","San Augustine","San Jacinto","San Patricio","San Saba","Schleicher","Scurry","Shackelford","Shelby","Sherman","Smith","Somervell","Starr","Stephens","Sterling","Stonewall","Sutton","Swisher","Tarrant","Taylor","Terrell","Terry","Throckmorton","Titus","Tom Green","Travis","Trinity","Tyler","Upshur","Upton","Uvalde","Val Verde","Van Zandt","Victoria","Walker","Waller","Ward","Washington","Webb","Wharton","Wheeler","Wichita","Wilbarger","Willacy","Williamson","Wilson","Winkler","Wise","Wood","Yoakum","Young","Zapata","Zavala"
"Bastrop",152.417,617.507,335.727,252.812,531.117,403.37,198.801,54.478,470.098,231.015,0,207.657,217.117,466.239,164.673,125.601,87.234,212.205,456.323,229.573,347.093,756.567,839.553,169.568,556.011,326.061,135.883,80.945,223.697,371.616,112.23,564.038,500.108,538.38,780.089,288.712,193.072,704.73,123.905,137.97,505.318,320.142,407.96,1031.187,25.342,130.877,272.201,333.635,451.214,223.18,602.384,644.59,237.218,250.153,841.618,965.755,358.606,263.601,813.644,490.104,407.213,134.801,595.573,780.089,796.088,316.962,344.797,476.886,372.516,1035.866,312.718,226.981,171.55,203.111,51.529,494.5,433.542,662.077,180.808,154.589,231.23,271.516,653.386,294.723,582.844,171.335,497.348,185.496,80.912,491.94,460.985,436.045,446.953,650.678,724.079,474.871,231.54,984.041,659.251,294.926,176.463,218.444,942.793,492.643,66.597,401.969,376.707,497.607,260.218,154.746,458.444,485.988,214.134,309.238,894.413,275.833,927.981,413.655,455.066,481.791,393.026,793.55,467.348,414.322,304.898,668.929,456.809,160.793,394.654,199.142,166.042,782.695,253.654,332.008,992.219,359.04,364.734,544.75,204.743,270.038,710.238,158.241,163.626,882.305,200.987,280.61,211.959,918.863,146.821,165.704,489.648,648.543,621.726,174.854,124.706,379.922,221.331,239.96,411.381,125.357,208.168,283.098,252.392,282.17,556.774,397.867,474.699,350.182,473.531,179.759,228.841,574.468,640.18,324.324,311.349,417.49,428.361,307.093,950.655,246.154,392.701,368.268,439.61,397.723,797.108,734.95,1049.953,890.46,894.443,457.753,814.877,168.515,321.05,580.57,734.95,227.811,1050.67,387.233,398.232,363.128,308.44,373.335,380.176,188.746,275.676,217.324,363.727,356.415,400.191,90.333,460.985,113.196,311.838,500.2,390.669,446.032,147.321,127.906,763.659,380.141,54.462,396.023,371.746,449.763,546.323,375.55,144.999,243.041,356.572,433.416,22.971,295.325,492.097,438.713,176.68,209.054,146.097,303.471,127.074,376.661,165.875,822.016,531.731,611.867,453.534,122.215,621.857,290.261,434.096,408.605,109.984,273.314,492.648,352.106
"Baylor",190.133,577.612,236.874,423.217,325.45,601.719,327.39,165.118,264.431,352.117,208.875,0,387.522,260.572,290.155,241.724,232.472,20.014,250.656,379.552,220.531,757.946,633.886,299.529,515.901,120.394,178.873,129.643,411.225,269.553,81.654,358.371,294.441,448.831,698.82,367.259,208.814,499.063,168.438,221.127,299.651,247.585,202.293,1027.872,231.269,251.979,168.508,289.241,245.547,61.654,514.641,554.871,182.973,329.776,838.303,817.995,152.939,57.934,732.375,284.437,201.546,315.371,489.602,698.82,590.421,496.415,219.14,271.219,493.618,1032.551,107.051,24.614,43.353,386.272,195.939,388.529,227.875,456.41,293.12,98.159,89.567,402.408,613.276,374.346,501.575,287.458,460.793,371.092,261.419,431.554,255.318,341.776,350.573,569.409,642.81,414.815,115.159,778.374,453.584,332.42,32.882,14.651,795.033,391.838,189.308,347.724,257.025,677.06,54.551,234.889,252.777,280.321,293.757,103.571,891.098,396.935,722.314,387.865,249.399,387.522,351.141,794.929,407.292,545.214,484.351,608.12,251.142,337.992,188.987,320.244,336.447,779.38,374.756,352.159,844.459,485.555,159.067,456.342,351.67,451.654,628.969,143.539,291.147,676.638,129.549,336.736,58.903,713.196,267.923,227.264,283.981,567.274,540.457,164.219,260.265,310.14,280.836,389.809,205.714,146.764,2.49,413.99,373.494,324.25,542.198,343.622,269.032,236.438,267.864,218.751,357.43,368.801,564.457,254.415,105.682,375.605,370.807,505.442,744.988,191.909,471.248,250.525,409.771,192.056,715.839,694.358,1046.638,684.793,895.822,252.086,711.144,59.131,447.565,374.903,694.358,413.407,1047.355,401.369,192.565,295.42,210.523,451.882,313.751,220.643,474.025,202.621,404.463,150.748,284.947,209.994,255.318,64.386,119.647,679.653,263.053,409.477,263.444,109.944,658.915,174.474,119.788,190.356,450.293,339.57,340.656,343.291,48.719,225.72,207.238,339.147,220.42,421.84,671.55,233.046,360.658,206.97,226.24,160.664,189.051,505.25,315.974,616.349,326.064,406.2,651.883,136.925,540.588,112.92,228.429,288.135,306.179,119.733,621.237,297.861
"Bee",333.871,775.877,580.398,38.208,719.663,187.748,193.269,220.318,658.644,251.189,215.687,396.203,0,654.785,168.615,246.174,199.271,400.751,644.869,250.306,518.567,778.492,967.695,159.706,689.702,514.607,325.077,289.336,131.931,546.686,320.609,752.584,688.654,741.599,921.614,372.081,370.143,835.589,295.475,276.504,693.864,480.892,596.506,1053.112,212.543,201.03,485.101,487.841,639.76,411.726,784.623,666.515,481.425,333.522,863.543,1107.28,547.152,452.147,955.169,678.65,595.759,97.477,751.65,921.614,908.219,116.754,557.697,665.432,394.441,1057.791,501.264,415.527,399.872,62.726,206.046,634.24,622.088,772.837,253.87,362.968,481.906,56.43,787.077,365.069,724.369,281.836,644.813,46.782,151.449,695.869,649.531,634.38,617.925,792.203,865.604,679.13,403.014,1093.333,808.123,378.295,365.009,406.99,1084.318,674.882,201.825,566.578,588.732,297.399,448.764,318.262,646.99,674.534,298.189,497.784,916.338,297.758,1037.273,531.18,643.612,669.36,510.92,815.475,671.607,175.084,87.718,802.62,645.355,58.82,583.2,221.067,49.852,804.62,275.579,353.933,1133.744,329.221,553.28,726.989,132.274,109.308,851.763,329.715,166.076,1023.194,483.553,363.979,451.242,1047.005,183.971,342.775,678.194,790.068,763.251,450.886,155.143,497.816,350.117,231.492,599.927,320.684,396.714,92.036,272.566,402.466,692.484,575.712,663.245,553.837,662.077,363.306,175.906,763.014,796.257,522.637,499.895,542.04,569.886,91.471,1078.797,492.383,476.07,539.742,638.938,586.269,938.633,756.875,1071.878,984.771,916.368,646.299,956.402,416.479,291.004,769.116,756.875,52.734,1072.595,470.602,586.778,496.819,554.945,456.704,559.445,392.483,60.054,395.755,477,544.961,587.126,244.97,649.531,344.904,500.384,299.992,594.324,579.723,285.607,336.297,905.184,568.687,281.175,584.569,455.115,640.935,734.869,509.241,386.636,436.358,639.138,733.36,220.648,265.506,291.889,627.259,88.445,408.624,327.37,586.037,298.644,213.051,202.516,950.158,720.277,800.413,237.912,330.606,763.382,507.133,622.642,682.348,124.056,513.946,258.92,512.094
"Bell",393.86,665.479,278.286,681.392,220.123,859.894,585.565,423.293,37.456,610.292,467.05,261.518,645.697,0,548.33,499.899,492.229,278.189,144.194,579.113,235.324,894.225,566.145,557.704,603.768,171.769,437.048,389.4,693.79,357.42,341.411,186.229,48.686,260.779,590.05,562.639,427.621,378.552,432.262,451.351,138.302,397.812,74.094,1115.739,489.444,510.154,341.418,490.419,72.364,319.829,394.13,711.993,357.431,517.827,926.17,697.484,109.383,229.798,637.859,92.858,102.466,573.546,437.19,590.05,469.91,754.59,301.243,14.048,640.483,1120.418,155.563,270.237,298.771,644.447,455.696,476.396,64.39,335.899,539.822,342.959,272.845,660.583,701.143,571.339,589.442,545.633,607.779,629.267,519.594,274.754,19.797,241.751,438.44,538.516,541.116,254.679,310.861,699.716,333.073,506.878,291.057,270.069,674.522,358.847,447.483,410.481,257.608,935.235,207.814,465.113,95.964,102.052,490.75,172.419,978.965,655.11,601.803,561.035,194.495,240.157,420.697,903.464,247.156,803.389,742.526,623.647,155.149,596.167,157.67,578.419,594.622,867.247,632.931,564.298,723.948,743.73,127.75,335.831,680.835,709.829,594.603,401.714,549.322,556.127,304.007,511.194,261.344,587.629,526.098,485.439,229.077,538.536,628.324,338.677,518.44,382.686,514.594,643.292,62.688,400.101,260.404,672.165,631.669,522.68,630.065,397.472,21.113,328.278,126.987,424.278,615.605,196.659,443.946,321.094,208.478,446.578,458.674,763.617,665.061,339.175,607.904,265.318,309.746,81.113,681.473,782.225,1134.505,564.282,1033.471,111.168,590.633,314.549,662.542,135.098,782.225,671.582,1135.222,494.24,80.704,458.336,260.901,647.262,369.908,395.101,732.2,402.01,589.813,158.812,372.814,479.641,19.797,322.561,235.664,937.828,335.508,559.86,521.619,365.362,538.404,127.075,377.963,145.373,586.949,298.968,167.688,516.461,308.476,400.178,188.873,195.562,478.595,680.015,929.725,149.949,618.833,381.428,456.464,267.229,421.546,763.425,584.132,548.608,205.553,285.689,910.058,392.693,628.455,241.309,185.537,147.308,564.354,251.964,879.412,370.407
"Bexar",317.813,605.498,522.398,205.881,612.848,320.387,37.791,127.571,551.829,85.925,165.285,289.388,168.891,547.97,0,81.556,184.564,293.936,538.054,332.085,384.768,608.113,797.316,12.044,519.323,407.792,160.459,244.594,234.696,376.307,242.319,645.769,581.839,736.229,751.235,391.224,199.764,665.21,278.423,260.446,587.049,310.513,489.691,882.733,169.954,41.868,314.722,317.462,532.945,304.911,614.244,496.136,403.879,352.665,693.164,936.901,440.337,345.332,784.79,571.835,488.944,149.215,581.271,751.235,737.84,215.083,387.318,558.617,224.062,887.412,394.449,308.712,293.057,162.79,188.994,463.861,515.273,602.458,283.32,289.337,375.091,121.076,616.698,397.235,553.99,111.457,474.434,146.846,116.357,718.952,542.716,629.174,447.546,621.824,695.225,702.213,269.215,922.954,637.744,397.438,258.194,300.175,913.939,504.503,109.078,585.736,542.549,395.728,341.949,308.11,540.175,567.719,316.646,390.969,745.959,127.379,866.894,360.801,536.797,674.92,530.078,645.096,694.69,263.882,203.019,632.241,538.54,87.147,476.385,50.688,96.263,634.241,105.2,183.554,963.365,197.858,446.465,556.61,232.338,272.929,681.384,195.916,3.662,852.815,350.455,383.122,344.427,876.626,24.809,172.396,497.866,619.689,592.872,338.503,48.527,516.974,179.738,342.472,493.112,289.006,289.899,132.658,107.302,232.087,522.105,594.87,556.43,383.458,555.262,359.263,67.831,656.199,625.878,541.795,393.08,561.183,399.507,224.11,908.418,412.815,495.213,428.183,697.169,479.454,768.254,586.496,901.499,814.392,745.989,539.484,786.023,309.664,159.868,662.301,586.496,220.407,902.216,489.745,479.963,326.44,496.047,475.847,578.603,354.142,192.693,225.376,306.621,438.146,416.747,227.918,542.716,238.089,393.569,417.514,423.945,409.344,115.228,275.813,734.805,461.872,184.47,477.754,474.258,470.556,628.054,338.862,279.821,440.453,494.636,626.545,162.16,134.143,390.218,520.444,188.509,412.719,290.653,448.062,281.592,215.651,268.387,779.779,613.462,591.938,370.551,285.864,593.003,400.318,515.827,575.533,161.117,407.131,331.638,531.252
"Blanco",276.217,531.237,473.682,283.481,441.831,397.987,117.03,79.225,503.113,100.692,125.436,240.672,246.491,499.254,80.27,0,198.213,245.22,489.338,345.734,303.434,577.011,717.758,89.644,469.741,359.076,79.125,204.745,275.836,318.238,200.833,597.053,533.123,687.513,701.653,404.873,119.898,585.652,247.705,260.458,538.333,252.444,440.975,851.631,147.83,71.211,228.542,249.705,484.229,202.366,534.686,465.034,362.393,366.314,662.062,887.319,391.621,296.616,735.208,523.119,440.228,179.982,527.875,701.653,674.293,292.683,301.138,509.901,216.366,856.31,345.733,259.996,244.341,240.39,174.017,414.279,466.557,522.9,296.969,247.851,326.375,198.676,567.116,410.884,504.408,54.33,411.078,224.446,126.03,670.236,494,580.458,379.255,572.242,645.643,653.497,187.881,862.246,558.186,411.087,209.478,251.459,864.357,424.945,73.578,527.144,493.833,473.328,293.233,278.546,491.459,519.003,330.295,342.253,714.857,119.683,806.186,329.699,369.684,626.204,543.727,613.994,645.974,341.482,280.619,582.659,489.824,164.747,427.669,63.109,173.863,603.139,97.504,152.452,913.783,270.857,397.749,477.052,262.932,350.529,631.802,114.582,81.262,760.51,308.969,396.771,295.711,797.068,70.761,92.53,404.266,570.107,543.29,298.654,81.361,530.623,121.669,356.121,444.396,249.157,241.183,210.258,115.599,182.505,491.003,523.042,507.714,306.817,506.546,303.559,147.07,607.483,572.482,449.499,344.364,574.832,349.925,301.71,828.86,371.329,508.862,324.609,648.453,430.738,718.672,555.394,870.397,764.81,714.887,490.768,736.441,260.948,203.373,613.585,555.394,298.007,871.114,503.394,431.247,276.858,447.331,489.496,505.351,312.546,270.293,145.51,275.519,389.43,358.678,212.821,494,189.373,264.051,475.921,347.304,359.762,33.425,234.327,685.223,413.156,136.164,429.038,487.907,406.398,579.338,289.28,231.105,366.841,445.92,577.829,136.981,207.142,467.818,471.728,225.269,332.854,269.897,399.346,250.874,294.89,282.036,700.221,468.264,527.78,448.151,246.015,543.421,351.602,467.111,526.817,170.79,358.415,410.877,477.281
"Borden",134.976,783.284,351.029,223.779,560.104,369.738,216.639,139.932,499.085,260.347,88.159,232.518,209.264,495.226,182.511,192.786,0,241.599,485.31,149.248,455.185,785.899,868.54,187.406,697.109,355.048,221.337,119.822,165.726,457.07,151.095,489.063,529.095,577.92,929.021,208.387,278.526,733.717,106.17,77.609,450.572,405.596,436.947,1060.519,66.901,159.036,357.655,495.248,480.201,274.935,687.838,673.922,252.52,169.828,870.95,1114.687,387.593,289.842,962.576,519.091,436.2,101.888,681.027,929.021,825.075,314.74,430.251,505.873,401.848,1065.198,341.705,256.375,210.415,147.323,36.532,641.647,462.529,691.064,100.483,193.454,273.655,245.982,794.484,214.398,731.776,289.243,652.22,162.486,83.909,532.19,489.972,470.701,532.407,799.61,873.011,515.451,316.994,1013.028,688.238,214.601,220.366,240.442,1091.725,578.097,166.026,402.899,425.053,496.657,289.205,125.273,487.431,471.974,133.809,338.225,923.745,305.165,956.968,538.587,484.053,505.681,347.241,822.882,507.928,432.16,306.156,810.027,418.79,186.965,408.477,228.474,192.214,812.027,282.986,361.34,1141.151,376.878,393.721,630.204,137.753,214.25,859.17,243.695,181.464,911.292,226.879,200.285,250.824,947.85,173.202,251.158,518.635,797.475,770.658,190.156,142.544,334.137,306.785,159.635,440.368,157.342,237.155,300.936,281.724,409.873,699.891,412.033,503.686,435.636,502.518,176.426,246.679,507.61,725.634,358.958,326.234,378.346,577.293,267.955,979.642,261.456,312.376,485.179,475.259,426.71,946.04,764.282,1079.285,919.447,923.775,437.47,963.809,207.38,338.888,543.414,764.282,193.096,1080.002,306.908,427.219,504.226,323.742,293.01,395.766,171.305,269.796,302.778,484.407,398.421,485.645,63.862,489.972,197.606,341.232,499.25,476.123,587.13,225.989,188.746,912.591,409.128,145.148,425.01,291.421,535.217,507.428,516.648,183.864,257.616,382.464,459.308,90.53,313.163,491.898,398.622,120.892,229.882,107.816,329.363,109.339,394.499,85.55,851.003,560.718,640.854,419.902,146.554,770.789,316.153,404.35,434.497,76.57,299.206,510.486,348.415
"Bosque",206.218,574.267,252.959,419.595,343.116,598.097,323.768,161.496,282.097,348.495,205.253,19.656,383.9,278.238,286.533,238.102,241.184,0,268.322,395.637,238.197,718.237,651.552,295.907,512.556,138.06,151.08,138.355,407.603,259.317,90.366,376.037,312.107,466.497,695.475,383.344,188.524,516.729,184.523,237.212,317.317,228.934,219.959,992.857,227.647,248.357,151.163,270.59,263.213,46.489,532.307,536.22,199.058,345.861,803.288,835.661,170.605,75.6,729.03,302.103,219.212,311.749,486.257,695.475,608.087,492.793,215.934,288.885,402.344,997.536,124.717,30.811,59.438,382.65,204.651,385.184,245.541,474.076,309.205,114.244,105.652,398.786,609.931,390.431,498.23,260.804,442.142,367.47,257.797,449.22,272.984,359.442,347.228,566.064,639.465,432.481,97.814,796.04,471.25,348.505,29.26,30.736,812.699,383.327,185.686,363.809,273.11,673.438,72.217,250.974,270.443,297.987,309.842,121.237,856.083,393.313,739.98,369.214,267.065,405.188,367.226,755.22,424.958,541.592,480.729,604.775,268.808,334.37,206.653,316.622,332.825,744.365,371.134,326.159,862.125,481.933,176.733,474.008,360.382,448.032,625.624,115.62,287.525,694.304,145.634,352.821,74.988,730.862,264.301,199.471,301.647,563.929,537.112,180.304,256.643,326.225,260.565,391.49,223.38,162.849,20.167,410.368,369.872,284.541,538.853,359.707,286.698,231.584,285.53,234.836,353.808,386.467,582.123,270.5,123.348,391.69,337.153,501.82,762.654,207.994,487.333,217.214,352.411,209.722,712.494,691.013,1011.623,702.459,856.113,269.752,728.81,75.216,443.943,392.569,691.013,409.785,1012.34,417.454,210.231,276.769,226.608,467.967,329.836,236.728,470.403,162.913,364.754,168.414,281.593,218.706,272.984,60.764,116.441,676.031,259.847,390.826,234.129,126.029,679.045,192.14,116.166,208.022,466.378,318.941,358.322,324.64,57.431,241.805,224.904,356.813,216.798,418.218,667.928,250.712,357.036,223.055,242.325,178.33,205.136,501.628,317.405,634.015,343.73,423.866,648.261,153.01,537.243,130.586,246.095,305.801,302.557,137.399,617.615,313.946
"Bowie",432.14,518.407,392.458,670.948,75.929,849.45,575.121,412.849,181.318,599.848,456.606,251.074,635.253,144.02,537.886,489.455,481.785,267.745,0,617.393,130.443,747.153,384.374,547.26,456.696,132.419,345.158,378.956,658.956,237.345,330.967,349.475,189.306,439.935,461.049,600.919,354.649,249.551,413.412,466.101,302.268,277.721,122.662,968.667,479,499.71,239.822,368.605,75.459,309.385,265.129,564.921,395.711,556.107,779.098,568.483,152.645,240.736,508.858,236.72,89.752,563.102,308.189,461.049,340.909,744.146,199.647,158.495,522.415,973.346,176.088,259.793,288.327,634.003,445.252,324.746,196.054,206.898,538.094,343.133,311.125,650.139,538.033,609.619,398.644,443.35,460.707,618.823,509.15,445.697,127.865,355.919,291.368,409.515,412.115,428.958,236.628,528.862,204.072,545.158,280.613,259.625,545.521,229.846,437.039,524.649,371.776,924.791,197.315,479.863,70.796,271.425,529.03,192.944,831.893,504.952,472.802,435.461,54.624,401.665,534.869,756.392,421.435,792.945,732.082,494.646,265.285,585.723,206.126,567.975,584.178,720.175,482.758,446.23,594.947,733.286,176.206,206.83,600.983,699.385,465.602,309.698,538.878,427.126,342.287,549.474,285.373,463.684,515.654,382.017,87.768,409.535,437.912,376.957,507.996,496.858,396.526,681.572,155.914,391.738,249.96,661.721,523.181,404.612,482.993,511.64,133.469,208.187,17.207,462.558,605.161,359.905,314.945,438.245,246.758,560.75,311.602,753.173,495.476,377.455,646.184,123.521,423.914,155.991,552.472,635.153,987.433,435.281,886.399,248.465,461.632,304.105,544.474,275.718,635.153,661.138,988.15,614.107,175.417,336.522,375.073,685.542,484.076,433.381,721.756,329.038,464.239,207.268,190.179,459.307,127.865,312.117,196.314,927.384,152.067,412.788,428.207,354.918,409.403,126.137,367.519,202.408,625.229,153.463,331.76,390.887,298.032,438.458,308.504,353.29,468.151,669.571,919.281,247.189,608.389,419.708,471.214,315.685,434.025,752.981,560.948,366.837,76.552,156.688,899.614,381.899,439.373,279.589,242.572,311.274,553.91,290.244,868.968,484.579
"Brazoria",218.297,932.366,368.979,238.881,699.004,384.84,365.721,281.254,582.906,409.429,229.481,382.279,250.477,579.047,331.593,341.868,149.262,398.085,624.21,0,591.679,934.981,1007.44,336.488,846.191,504.309,362.659,213.169,128.849,713.775,260.694,482.059,612.916,532.932,1084.115,163.414,419.848,872.617,230.738,144.797,500.892,546.918,525.038,1209.601,208.223,308.118,498.977,560.411,586.926,439.725,888.195,823.004,275.071,124.855,1020.032,1191.549,473.047,391.487,1131.924,596.048,537.619,197.803,892.719,1084.115,963.975,339.26,657.598,589.694,550.93,1214.28,443.179,400.886,339.557,188.536,178.293,832.751,539.486,829.964,69.544,295.305,323.975,306.827,943.566,92.454,945.797,438.325,801.302,203.699,232.991,487.202,573.793,425.713,794.795,1013.631,1035.181,470.463,418.27,1151.928,827.138,169.628,375.448,368.738,1168.587,762.986,293.373,357.911,380.065,511.759,430.878,148.984,594.156,522.294,89.538,435.018,1072.827,454.247,1095.868,687.669,623.085,460.693,302.253,971.964,462.94,419.468,321.258,959.109,469.11,264.485,458.797,377.556,255.377,961.109,432.068,510.422,1218.013,525.96,470.678,791.36,121.315,197.284,1073.191,385.017,330.546,1050.192,277.199,155.312,346.015,1104.364,322.284,392.48,657.667,1011.496,984.679,244.532,291.626,289.149,448.107,64.179,524.189,240.663,383.545,342.433,430.806,558.955,848.973,367.045,587.507,684.633,626.242,176.902,395.761,484.247,938.011,313.97,376.554,333.373,655.137,265.568,1118.542,286.029,267.403,621.673,430.271,510.531,1160.061,913.364,1228.367,1058.347,1072.857,487.79,1084.698,323.433,487.97,593.734,913.364,210.562,1229.084,261.935,504.176,653.308,348.591,248.037,350.778,213.381,284.898,444.1,633.489,448.741,729.169,165.687,573.793,307.205,497.718,514.352,691.863,736.212,374.097,272.067,1032.469,505.547,283.775,501.967,246.448,710.718,500.424,665.73,346.899,230.004,432.784,452.304,220.02,462.245,507,448.942,157.333,202.27,158.092,379.683,218.434,463.448,69.897,989.903,699.618,779.754,435.004,249.83,984.81,366.473,454.67,484.817,178.897,349.526,503.076,303.427
"Brazos",406.085,443.052,378.358,555.846,148.009,701.194,420.237,298.588,239.761,401.548,347.465,220.457,520.151,235.902,383.477,303.429,451.168,194.483,130.486,591.338,0,671.798,482.264,392.851,381.341,101.802,224.327,348.339,549.798,134.993,300.35,342.004,269.771,432.464,564.26,574.864,233.818,347.441,382.795,435.484,294.797,175.385,170.33,893.312,369.859,387.49,118.991,267.992,186.612,177.961,312.294,489.566,369.656,530.052,703.743,666.373,137.597,210.119,597.815,268.07,142.611,453.944,355.042,564.26,438.799,595.89,78.816,246.549,418.056,897.991,150.033,179.308,257.71,524.845,414.635,253.969,211.508,254.063,507.477,312.516,285.07,501.883,478.716,583.564,367.015,322.519,385.352,509.665,399.992,431.597,230.648,341.819,216.013,434.849,508.25,414.858,115.797,626.752,301.962,519.103,249.996,229.008,643.411,202.066,320.316,510.549,357.676,776.535,166.698,449.246,193.842,263.954,502.975,166.889,756.538,384.121,570.692,338.608,75.862,387.565,520.769,681.037,407.335,644.689,583.826,473.56,251.185,460.169,189.03,383.137,475.02,644.82,361.927,341.871,692.837,541.824,159.11,233.05,536.894,590.227,494.409,188.867,384.469,525.016,316.232,523.419,254.756,561.574,403.434,261.186,110.444,432.714,405.897,350.902,395.776,482.758,292.167,655.517,176.57,361.121,219.343,513.465,402.35,300.253,407.638,497.54,244.362,105.851,147.693,436.503,450.277,352.434,362.11,424.145,220.703,562.288,236.247,604.917,593.366,351.4,620.129,38.903,409.814,171.835,581.279,559.798,912.078,533.171,811.044,240.994,599.048,273.488,440.115,358.536,559.798,551.98,912.795,588.052,176.198,235.909,360.973,659.487,469.976,407.326,573.5,208.207,367.386,190.172,150.387,428.69,230.648,281.5,80.509,779.128,113.081,337.433,307.376,324.301,547.83,120.462,336.902,187.34,599.174,149.798,324.289,294.034,267.415,412.403,294.404,339.19,359.01,503.723,771.025,233.089,499.231,393.653,440.597,282.261,403.408,598.097,530.331,464.727,174.442,254.578,751.358,351.282,406.028,253.534,228.472,288.178,444.752,264.189,714.084,470.479
"Brewster",923.048,284.662,1036.525,814.616,688.159,929.122,629.345,647.094,897.928,550.579,757.256,715.825,777.626,894.069,607.34,576.145,789.799,701.235,746.681,937.32,671.419,0,806.307,620.779,338.205,759.969,592.992,836.565,843.431,536.855,758.416,1000.171,927.938,1090.631,552.241,996.459,564.063,664.209,883.658,865.681,952.964,485.061,828.497,350.194,779.65,629.46,564.358,439.618,844.779,670.091,613.243,193.416,917.03,957.9,160.622,771.964,795.764,771.769,585.796,926.237,800.778,751.467,520.858,552.241,681.422,691.403,593.952,904.716,422.812,354.873,808.2,715.825,773.915,771.525,794.229,478.512,869.675,641.27,888.555,813.684,801.821,729.811,330.299,1002.47,446.262,522.739,320.526,755.581,721.592,1089.764,888.815,999.986,462.197,456.63,530.288,1073.025,617.917,809.143,676.556,1002.673,739.052,726.905,749.002,555.504,641.447,1081.781,1015.843,890.361,824.865,913.345,852.009,922.121,921.881,825.056,213.42,505.839,753.083,324.929,692.056,1045.732,1135.313,38.201,1065.502,707.07,811.754,405.032,909.352,695.882,847.197,556.618,704.998,123.04,510.958,424.851,722.516,375.188,817.277,595.422,841.073,881.664,480.9,593.965,612.54,687.878,863.606,988.357,771.157,856.273,618.748,546.654,668.528,455.577,406.819,930.474,635.622,1122.209,491.234,947.707,834.737,880.977,716.336,605.284,551.381,414.553,265.008,1077.679,902.529,571.889,763.888,964.498,529.601,1010.601,565.465,1004.136,878.87,1166.418,467.18,832.845,842.214,925.966,1100.448,663.407,1067.981,830.002,541.318,164.079,368.96,649.455,138.286,899.161,621.086,790.522,523.076,1016.703,164.079,829.142,369.677,1094.98,834.365,427.668,1019.14,1081.082,1128.143,959.377,801.428,535.004,333.233,848.339,556.822,833.153,888.815,718.947,710.541,783.659,594.607,368.744,546.523,796.052,569.868,778.629,697.889,845.507,1079.493,610.631,982.456,370.907,760.679,1045.688,952.571,997.357,767.395,439.093,884.851,891.256,797.244,1017.954,895.888,940.428,886.827,583.768,873.622,778.778,710.947,700.067,979.286,877.835,425.785,911.701,886.639,946.345,766.352,922.356,697.783,1136.487
