"","Anderson","Andrews","Angelina","Aransas","Archer","Armstrong","Atascosa","Austin","Bailey","Bandera","Bastrop","Baylor","Bee","Bell","Bexar","Blanco","Borden","Bosque","Bowie","Brazoria","Brazos","Brewster","Briscoe","Brooks","Brown","Burleson","Burnet","Caldwell","Calhoun","Callahan","Cameron","Camp","Carson","Cass","Castro","Chambers","Cherokee","Childress","Clay","Cochran","Coke","Coleman","Collin","Collingsworth","Colorado","Comal","Comanche","Concho","Cooke","Coryell","Cottle","Crane","Crockett","Crosby","Culberson","Dallam","Dallas","Dawson","Deaf Smith","Delta","Denton","DeWitt","Dickens","Dimmit","Donley","Duval","Eastland","Ector","Edwards","El Paso","Ellis","Erath","Falls","Fannin","Fayette","Fisher","Floyd","Foard","Fort Bend","Franklin","Freestone","Frio","Gaines","Galveston","Garza","Gillespie","Glasscock","Goliad","Gonzales","Gray","Grayson","Gregg","Grimes","Guadalupe","Hale","Hall","Hamilton","Hansford","Hardeman","Hardin","Harris","Harrison","Hartley","Haskell","Hays","Hemphill","Henderson","Hidalgo","Hill","Hockley","Hood","Hopkins","Houston","Howard","Hudspeth","Hunt","Hutchinson","Irion","Jack","Jackson","Jasper","Jeff Davis","Jefferson","Jim Hogg","Jim Wells","Johnson","Jones","Karnes","Kaufman","Kendall","Kenedy","Kent","Kerr","Kimble","King","Kinney","Kleberg","Knox","La Salle","Lamar","Lamb","Lampasas","Lavaca","Lee","Leon","Liberty","Limestone","Lipscomb","Live Oak","Llano","Loving","Lubbock","Lynn","Madison","Marion","Martin","Mason","Matagorda","Maverick","McCulloch","McLennan","McMullen","Medina","Menard","Midland","Milam","Mills","Mitchell","Montague","Montgomery","Moore","Morris","Motley","Nacogdoches","Navarro","Newton","Nolan","Nueces","Ochiltree","Oldham","Orange","Palo Pinto","Panola","Parker","Parmer","Pecos","Polk","Potter","Presidio","Rains","Randall","Reagan","Real","Red River","Reeves","Refugio","Roberts","Robertson","Rockwall","Runnels","Rusk","Sabine","San Augustine","San Jacinto","San Patricio","San Saba","Schleicher","Scurry","Shackelford","Shelby","Sherman","Smith","Somervell","Starr","Stephens","Sterling","Stonewall","Sutton","Swisher","Tarrant","Taylor","Terrell","Terry","Throckmorton","Titus","Tom Green","Travis","Trinity","Tyler","Upshur","Upton","Uvalde","Val Verde","Van Zandt","Victoria","Walker","Waller","Ward","Washington","Webb","Wharton","Wheeler","Wichita","Wilbarger","Willacy","Williamson","Wilson","Winkler","Wise","Wood","Yoakum","Young","Zapata","Zavala"
"Burnet",283.248,498.138,410.263,362.361,362.706,476.867,195.91,87.305,439.694,179.572,136.182,177.253,325.371,435.835,159.15,79.102,220.468,154.385,345.183,362.807,224.309,593.917,662.672,168.524,436.642,246.339,0,189.085,338.515,248.832,165.423,533.634,469.704,624.094,657.305,405.128,73.682,530.566,240.392,253.408,474.914,197.358,377.556,868.537,158.576,176.207,149.417,214.266,375.263,123.241,479.6,481.94,324.037,367.645,678.968,842.971,328.202,233.197,690.86,459.7,331.262,242.661,472.789,657.305,619.207,371.563,222.013,446.482,249.47,873.216,282.314,196.577,180.922,313.562,184.763,371.716,403.138,450.909,314.042,220.691,262.956,277.556,534.017,412.215,460.06,109.723,377.979,298.382,188.709,606.817,430.581,517.039,324.169,527.894,601.295,590.078,108.756,807.16,486.195,412.418,146.059,188.04,820.009,369.859,109.033,488.788,430.414,552.208,229.814,272.758,382.493,455.584,331.626,278.834,731.763,171.325,751.1,294.286,290.559,562.785,492.205,630.9,582.555,420.362,359.499,549.56,426.405,243.627,364.25,141.989,252.743,620.045,149.131,173.285,869.435,349.737,334.33,421.966,325.611,378.944,587.454,35.457,160.142,705.424,270.613,398.102,232.292,741.982,149.641,48.39,325.141,525.759,498.942,281.307,160.241,451.204,101.962,373.194,380.977,232.876,177.764,289.138,189.554,162.801,437.405,484.686,444.295,227.398,362.39,311.866,225.95,544.064,517.396,411.143,280.945,516.669,305.577,380.59,773.774,332.973,509.117,245.484,585.034,367.319,674.324,572.3,887.303,720.462,731.793,427.349,692.093,197.529,248.756,550.166,572.3,340.697,888.02,503.649,367.828,243.759,383.912,489.751,466.995,301.101,349.173,94.54,244.358,326.011,277.407,206.48,430.581,125.954,184.926,554.801,267.885,326.663,83.049,203.059,640.875,304.19,104.896,365.619,488.162,326.979,515.919,256.181,167.686,366.784,382.501,514.41,147.727,286.022,546.698,408.309,287.948,312.905,264.109,335.927,245.086,373.77,299.109,645.135,389.139,448.361,527.031,229.734,499.073,288.183,403.692,463.398,233.469,294.996,489.757,438.925
"Caldwell",92.14,682.233,255.472,313.927,457.213,459.886,278.158,128.912,396.194,310.372,80.898,129.627,299.412,392.335,244.03,204.958,119.905,138.708,382.419,213.105,352.294,835.924,765.649,248.925,620.522,252.157,172.089,0,258.057,367.283,48.204,382.916,426.204,458.125,803.441,246.248,244.426,630.826,52.618,92.897,344.425,336.053,334.056,1110.544,90.985,210.234,259.129,381.366,377.31,172.044,601.034,633.321,156.963,208.765,920.975,949.758,284.702,186.951,836.996,416.2,333.309,192.036,594.223,803.441,722.184,396.319,331.726,402.982,451.873,1115.223,238.814,153.484,107.524,237.471,83.372,493.15,359.638,588.173,172.109,74.685,150.975,350.873,717.897,253.335,606.196,250.692,550.008,252.634,157.101,411.685,387.081,355.79,455.194,674.03,747.431,394.616,205.78,910.137,585.347,253.538,117.475,139.353,926.796,491.293,145.954,321.714,296.452,586.805,186.314,113.878,384.54,365.827,172.746,235.334,973.77,355.19,854.077,466.315,381.162,401.536,294.891,872.907,387.093,493.679,384.255,712.741,312.643,240.15,302.33,278.499,245.399,862.052,333.011,411.365,976.222,438.397,290.83,543.4,239.103,304.398,733.59,179.151,242.983,808.401,120.732,239.222,130.267,844.959,226.178,245.061,415.744,671.895,645.078,94.599,204.063,284.13,300.688,237.001,337.477,45.102,134.264,362.455,331.749,359.862,609.434,317.612,400.795,339.55,399.627,120.758,308.198,401.463,638.83,244.069,220.087,319.355,444.272,358.103,876.751,165.899,350.237,382.288,359.355,323.819,820.46,814.307,1129.31,816.556,973.8,331.323,838.229,94.048,400.407,437.267,814.307,283.244,1130.027,344.769,324.328,383.888,228.185,330.871,299.921,116.995,359.944,238.233,440.075,292.274,389.559,79.95,387.081,94.715,238.341,589.398,380.037,498.692,226.678,47.651,787.011,306.237,82.557,322.119,329.282,439.131,401.281,428.21,80.973,162.786,276.317,353.161,102.328,374.682,582.046,292.475,211.04,128.799,105.229,223.216,80.671,456.018,163.166,748.112,457.827,537.963,510.05,41.96,645.209,210.006,298.203,328.35,166.718,193.059,572.005,271.851
"Calhoun",262.313,842.031,488.627,110.828,733.721,256.787,259.423,253.267,697.489,317.343,222.446,410.261,132.034,693.63,234.769,275.892,165.346,414.809,658.927,129.063,551.516,844.646,1042.157,225.86,755.856,528.665,340.306,257.937,0,576.039,289.21,598.955,727.499,649.828,987.768,280.31,391.428,907.334,249.095,204.946,615.475,524.565,639.621,1119.266,201.188,242.144,476.624,553.995,653.818,425.784,806.807,732.669,389.654,241.751,929.697,1173.434,587.63,466.205,1021.323,710.631,609.817,95.848,817.804,987.768,998.692,211.207,549.22,704.277,460.595,1123.945,515.322,429.585,348.53,72.879,174.647,700.394,654.069,864.681,162.099,339.321,438.558,187.378,853.231,221.517,790.523,347.99,710.967,88.042,149.821,604.098,688.376,542.609,684.079,858.357,931.758,587.359,435.963,1186.645,861.855,286.524,379.067,378.557,1150.472,697.066,249.132,474.807,496.961,383.706,462.822,226.491,661.048,636.877,206.418,549.601,982.492,363.912,1130.585,597.334,657.67,577.589,419.149,881.629,579.836,291.415,193.205,868.774,583.693,148.828,573.38,287.221,139.72,870.774,341.733,420.087,1199.898,427.342,585.261,749.173,42.257,69.231,917.917,362.664,232.23,1084.909,391.782,272.208,403.668,1121.467,232.745,364.06,692.252,856.222,829.405,359.115,225.652,406.045,416.271,100.292,638.772,284.679,410.772,222.984,338.72,468.62,758.638,483.941,702.09,554.605,676.135,271.535,289.463,601.143,862.411,430.866,491.137,450.269,636.04,137.515,1153.259,400.612,384.299,572.691,547.167,625.114,1004.787,823.029,1138.032,1050.925,982.522,602.373,1022.556,367.449,389.352,708.317,823.029,82.509,1138.749,378.831,618.759,562.973,463.174,364.933,467.674,300.712,156.845,421.747,543.154,563.324,604.614,198.271,688.376,358.962,514.442,386.299,595.092,645.877,309.095,316.083,971.338,620.13,276.74,616.55,363.344,654.186,617.32,575.395,321.979,344.587,547.367,569.2,217.17,363.627,378.947,563.525,44.137,316.853,235.599,494.266,242.591,343.999,110.745,1024.62,734.335,814.471,306.951,293.846,829.536,481.056,569.253,599.4,111.175,464.109,375.023,420.323
"Callahan",455.094,308.717,499.875,583.949,173.639,698.455,398.678,322.893,361.278,338.84,371.77,268.532,546.959,357.419,376.673,318.313,456.056,264.337,232.161,712.855,134.769,537.463,410.59,390.112,247.006,223.319,248.632,367.118,574.103,0,319.131,463.521,391.288,553.981,429.925,696.381,205.196,278.484,418.425,486.088,416.314,66.465,291.847,758.977,394.164,398.793,108.177,151.389,308.129,224.126,227.518,355.231,491.173,651.569,569.408,615.591,259.114,331.636,463.48,389.587,264.128,478.249,220.707,429.925,367.125,593.151,57.302,368.066,322.769,763.656,271.55,249.162,308.314,540.858,420.351,119.634,333.025,215.732,558.081,363.12,406.587,499.144,344.381,705.081,232.68,264.907,251.017,524.914,424.297,553.114,352.165,463.336,81.678,300.514,373.915,536.375,161.736,555.078,251.018,640.62,264.206,279.612,592.629,117.777,344.621,632.066,479.193,773.796,288.215,499.85,315.359,385.471,624.492,288.406,622.203,308.335,499.018,225.771,177.536,509.082,642.286,546.702,528.852,641.95,581.087,339.225,372.702,465.215,310.547,325.951,474.331,510.485,299.219,246.584,642.055,446.537,280.627,169.884,561.199,650.997,360.074,213.172,381.873,453.342,437.749,644.936,323.864,489.9,388.081,236.605,154.008,298.379,271.562,472.419,404.955,604.275,196.88,608.782,298.087,411.725,269.043,510.726,339.642,204.966,273.303,619.057,365.879,35.239,249.368,483.712,441.234,473.951,265.314,545.662,342.22,683.805,101.912,602.178,521.692,472.917,741.646,126.757,531.331,293.352,446.944,425.463,777.743,493.082,676.709,362.511,464.713,324.092,344.828,480.053,425.463,598.475,778.46,709.569,297.715,119.306,482.49,781.004,591.493,528.843,570.761,179.585,254.549,311.689,42.302,442.068,352.165,275.438,173.891,790.917,80.087,203.098,288.691,374.905,413.495,241.979,323.741,308.857,720.691,96.111,445.806,181.197,300.15,533.92,415.921,460.707,383.315,408.436,768.286,354.606,523.536,515.17,491.201,403.778,454.012,589.054,534.697,393.053,215.064,217.493,748.619,401.886,271.693,375.051,349.989,409.695,469.057,385.706,705.041,591.996
"Cameron",133.061,634.191,261.812,345,409.169,490.959,279.749,117.477,348.15,304.476,111.992,81.583,330.485,344.291,242.514,201.973,150.978,90.664,334.375,260.628,304.25,745.516,717.605,251.888,572.48,204.113,166.443,48.149,289.13,319.241,0,368.427,378.16,443.636,755.399,293.771,196.384,582.782,99.456,140.42,329.936,288.011,286.012,1020.136,122.079,204.338,211.087,333.324,329.266,124.002,552.992,585.279,179.894,256.288,830.567,901.714,236.658,138.907,788.954,368.156,285.265,223.109,546.181,755.399,674.14,448.774,283.684,354.938,445.977,1024.815,190.77,105.44,59.48,268.544,114.445,445.108,311.594,540.129,219.632,62.584,130.373,354.767,669.855,300.858,558.154,247.707,501.966,283.707,188.195,397.196,339.037,341.301,407.152,625.988,699.389,380.127,157.738,862.093,537.303,273.547,69.431,89.507,878.752,443.251,149.557,344.645,281.963,629.419,138.27,161.401,336.496,364.04,220.269,187.29,883.362,349.294,806.033,418.273,333.118,387.047,348.062,782.499,372.604,497.573,436.71,664.699,334.861,277.274,272.706,272.603,276.493,771.644,327.115,339.729,928.178,437.914,242.786,495.358,270.176,335.471,685.548,131.109,243.506,760.357,126.47,286.745,99.709,796.915,220.282,214.834,367.7,623.853,597.036,131.12,218.279,307.061,268.406,301.284,289.433,91.94,86.22,366.349,325.853,311.82,561.392,340.543,352.751,291.508,351.583,161.679,309.789,452.52,590.788,267,158.523,372.526,396.23,389.176,828.707,188.83,397.76,334.244,361.264,275.775,772.418,710.637,1038.902,768.512,883.392,335.805,790.187,56.445,399.924,458.622,710.637,314.317,1039.619,392.292,276.284,335.846,235.461,378.394,322.852,150.914,426.384,190.191,392.033,230.71,341.517,128.5,339.037,46.673,190.297,632.012,331.995,450.65,223.693,52.872,738.969,258.193,62.94,274.075,376.805,391.089,424.375,380.168,32.929,196.705,261.828,338.672,133.422,374.199,623.909,261.298,242.113,162.718,152.752,208.727,131.979,457.609,227.199,700.068,409.783,489.919,541.123,79.853,597.167,165.761,247.099,313.861,197.791,178.619,573.596,294.782
"Camp",354.202,771.299,146.961,691.678,422.973,955.803,681.474,519.202,147.952,706.201,457.328,357.427,741.606,186.711,644.239,595.808,488.722,374.098,348.179,481.762,341.144,1000.045,735.85,653.613,709.588,277.981,532.957,373.976,598.868,463.24,368.538,0,154.879,99.576,808.084,394.421,517.847,596.586,383.976,411.693,48.657,503.632,196.748,1221.559,467.415,606.063,447.238,596.239,255.316,415.738,612.164,817.813,238.471,385.926,1031.99,915.518,205.155,250.471,855.893,108.075,261.698,669.455,655.224,808.084,687.944,850.499,407.063,175.685,746.303,1226.238,251.472,366.146,394.68,628.46,459.781,582.216,140.163,553.933,444.9,303.244,262.275,756.492,806.963,473.701,695.262,641.542,713.599,643.623,615.503,100.891,202.877,64.79,544.26,763.096,759.15,84.244,401.087,869.421,551.107,344.454,386.966,365.978,892.556,512.451,543.392,243.997,103.394,1031.144,303.723,425.455,318.235,78.239,395.776,268.328,1084.785,751.019,819.837,666.855,363.096,54.912,275.005,1009.284,76.721,899.298,838.435,801.807,93.763,692.076,163.622,674.328,690.531,973.067,728.84,670.118,941.982,839.639,207.427,553.865,585.913,682.149,822.656,497.623,645.231,774.161,263.521,356.638,284.315,757.334,622.007,581.348,397.678,760.961,734.144,299.019,614.349,249.679,620.414,545.941,185.58,351.815,356.313,768.074,727.578,628.5,735.885,230.988,204.083,434.098,309.939,384.62,711.514,24.481,661.98,169.863,229.167,300.886,564.494,859.526,834.766,229.679,384.563,371.138,133.619,188.545,909.526,888.045,1240.325,782.316,1139.291,82.564,808.667,325.617,768.362,86.031,888.045,660.995,1241.042,349.248,171.096,564.156,161.878,427.829,203.424,355.443,828.109,492.236,695.633,175.006,478.634,439.983,202.877,418.47,325.89,1033.737,441.328,665.68,617.528,333.31,756.438,237.549,473.872,146.54,379.516,460.183,18.413,622.281,404.385,284.411,88.727,31.14,574.504,775.924,1025.634,120.066,597.257,317.203,416.806,193.764,381.888,859.334,489.21,718.313,423.587,503.723,1005.967,344.407,734.275,214.884,140.658,57.01,543.127,218.58,975.321,237.4
"Carson",429.735,701.354,273.421,717.267,265.17,895.769,621.44,459.168,44.306,646.167,502.925,297.393,681.572,48.806,584.205,535.774,528.104,314.064,189.241,614.988,271.199,930.1,585.699,593.579,639.643,207.644,472.923,425.275,729.665,393.295,377.286,154.618,0,229.168,635.097,598.514,463.496,423.599,468.137,487.226,126.323,433.687,109.969,1151.614,525.319,546.029,377.293,526.294,117.411,355.704,439.177,747.868,296.731,553.702,962.045,742.531,145.258,265.673,682.906,67.882,138.341,609.421,482.237,635.097,514.957,790.465,337.118,37.78,676.358,1156.293,191.438,306.112,334.646,680.322,491.571,512.271,94.826,380.946,575.697,378.834,308.72,696.458,737.018,607.214,625.317,581.508,643.654,665.142,555.469,243.143,71.071,218.424,474.315,583.563,586.163,223.068,346.736,719.27,378.12,542.753,326.932,305.944,719.569,403.894,483.358,401.75,252.743,971.11,243.689,500.988,141.011,90.073,526.625,208.294,1014.84,690.985,646.85,596.91,239.542,208.546,415.832,939.339,215.545,839.264,778.401,668.694,150.3,632.042,154.724,614.294,630.497,903.122,668.806,600.173,768.995,779.605,166.927,380.878,716.71,745.704,639.65,437.589,585.197,601.174,339.882,547.069,297.219,607.183,561.973,521.314,274.124,583.583,664.199,374.552,554.315,377.821,550.469,679.167,98.563,435.976,296.279,708.04,667.544,558.555,665.94,388.741,66.178,364.153,172.034,460.153,651.48,165.048,488.993,316.229,244.353,441.713,494.549,799.492,684.615,287.939,524.69,301.193,282.589,116.988,726.52,818.1,1170.38,609.329,1069.346,107.572,635.68,350.424,698.417,103.487,818.1,707.457,1171.097,489.375,130.596,494.211,256.036,555.971,361.177,430.976,768.075,437.885,625.688,166.119,408.689,515.516,71.071,358.436,271.539,973.703,371.383,595.735,557.494,401.237,583.451,162.95,413.838,135.455,518.894,344.015,136.077,552.336,344.351,342.671,184.008,184.774,514.47,715.89,965.6,145.1,654.708,417.303,492.339,226.243,457.421,799.3,620.007,568.162,250.6,330.736,945.933,428.568,664.33,277.184,155.376,135.329,600.229,247.337,915.287,365.542
"Cass",422.122,862.59,207.045,742.176,514.264,888.135,772.765,610.493,239.243,797.492,532.237,448.718,740.899,269.459,735.53,687.099,576.479,465.389,439.47,532.26,432.435,1091.336,813.304,744.904,800.879,369.272,624.248,448.885,649.366,554.531,443.447,99.412,237.627,0,899.375,444.919,609.138,687.877,468.721,479.613,148.968,594.923,288.039,1312.85,542.324,697.354,538.529,687.53,338.064,507.029,703.455,909.104,304.549,436.424,1123.281,1006.809,296.446,325.38,947.184,199.366,352.989,668.05,746.515,899.375,779.235,941.79,498.354,258.433,837.594,1317.529,342.763,457.437,403.456,678.958,534.69,673.507,231.454,645.224,495.398,378.153,337.184,847.783,898.254,524.199,786.553,732.833,804.89,694.121,706.794,56.175,291.724,122.558,635.551,854.387,850.441,60.917,492.378,946.875,642.398,394.952,478.257,457.269,983.847,603.742,634.683,258.538,158.497,1015.054,395.014,469.837,361.664,169.53,446.274,359.619,1176.076,842.31,911.128,758.146,454.387,92.593,288.14,1100.575,68.27,990.589,824.553,893.098,187.651,783.367,259.334,765.619,781.822,1064.358,820.131,761.409,1033.273,930.93,298.718,645.156,636.411,732.647,913.947,588.914,736.522,865.452,338.43,407.136,359.224,834.788,713.298,672.639,488.969,852.252,825.435,366.942,705.64,283.657,711.705,596.439,276.871,436.56,447.604,859.365,818.869,719.791,827.176,246.487,286.831,525.389,392.687,422.165,802.805,75.154,753.271,220.361,304.076,314.021,655.785,786.352,912.22,281.587,397.698,462.429,129.283,279.836,1000.817,979.336,1331.616,873.607,1230.582,205.166,899.958,400.526,859.653,133.724,979.336,711.493,1332.333,362.383,262.387,655.447,217.979,443.628,216.559,392.988,788.193,583.527,786.924,270.718,569.925,507.903,291.724,509.761,417.181,1017.647,532.619,756.971,708.819,408.219,847.729,328.84,565.163,258.492,392.651,551.474,100.612,713.572,495.676,339.664,163.636,106.049,665.795,867.215,1010.295,215.778,647.755,372.456,478.945,268.673,449.808,950.625,539.708,795.767,514.878,595.014,938.299,429.152,825.566,289.793,236.37,154.302,642.732,293.489,1066.612,268.137
"Castro",884.684,267.748,852.6,958.865,405.447,1073.371,773.594,731.39,627.72,694.828,780.267,698.122,921.875,590.422,751.589,701.61,934.048,693.927,461.884,1077.535,564.359,552.288,261.487,765.028,275.835,592.561,657.129,803.277,987.68,429.795,755.29,809.617,635.708,900.077,0,1061.061,617.71,211.928,862.989,915.678,762.41,459.964,582.804,592.263,802.661,773.709,544.336,456.907,521.861,660.285,215.322,376.771,855.853,1016.249,563.333,185.438,612.787,700.878,33.555,683.122,549.894,895.716,195.873,0,178.398,968.067,486.892,604.897,630.48,591.766,636.23,678.752,737.904,915.774,828.848,321.869,656.196,273.552,987.671,792.71,771.267,874.06,222.105,1069.761,197.919,648.204,346.829,899.83,865.841,905.839,574.267,816.061,355.137,131.061,68.73,889.1,597.895,264.323,257.924,1005.3,700.365,709.202,162.476,336.78,753.118,984.791,831.918,1148.712,657.457,929.44,517.198,731.567,989.172,653.086,588.623,650.088,208.263,470.642,462.893,861.807,995.011,540.627,881.577,1016.866,956.003,165.101,725.427,840.131,666.268,700.867,849.247,504.41,655.207,569.081,211.902,714.599,636.348,297.253,985.322,1025.913,71.415,621.669,756.789,143.058,802.429,1009.616,753.454,311.453,762.997,622.278,428.332,134.696,179.64,837.099,779.871,957,580.177,1017.279,616.056,841.315,698.633,885.642,695.63,519.186,321.101,971.782,579.871,464.829,474.814,922.7,816.15,820.047,165.606,898.387,706.9,1020.892,360.12,977.094,297.394,837.597,1106.326,556.347,884.056,616.133,73.929,419.388,596.413,104.635,670.634,708.607,76.871,753.682,667.325,722.12,419.388,973.391,596.205,1074.249,635.559,424.824,835.215,1145.684,944.218,893.523,945.677,586.373,507.836,667.41,424.447,850.565,574.267,711.597,603.481,1165.833,438.052,372.26,671.988,804.495,51.832,586.279,732.238,662.55,1085.371,378.957,791.902,428.641,735.897,898.6,768.646,813.432,791.812,730.933,1143.202,707.331,941.493,879.85,920.791,775.827,883.602,963.97,943.194,276.711,385.417,305.204,1123.535,831.476,169.296,739.731,702.714,771.416,910.601,750.386,1079.957,944.721
"Chambers",203.067,1004.958,281.449,373.408,682.128,519.367,424.807,340.34,566.03,468.515,288.567,367.049,372.131,562.171,390.679,400.954,208.348,382.855,607.334,163.492,574.803,994.067,990.564,395.574,943.247,487.433,405.237,245.933,280.598,696.899,293.458,394.529,596.04,445.402,1067.239,0,478.934,855.741,215.508,168.09,411.719,589.496,508.162,1268.687,267.309,367.204,514.1,619.497,570.05,424.495,871.319,882.09,258.195,53.943,1079.118,1174.673,456.171,374.611,1115.048,579.172,520.743,299.919,875.843,1067.239,947.099,473.787,640.722,572.818,610.016,1273.366,426.303,385.656,324.327,310.19,237.379,815.875,522.61,813.088,126.63,280.075,307.099,428.481,1040.622,132.267,928.921,497.411,860.388,325.353,292.077,399.672,556.917,338.183,777.919,996.755,1018.305,382.933,460.751,1135.052,810.262,50.867,360.218,353.508,1151.711,746.11,352.459,238.902,292.535,646.286,410.26,133.754,577.28,505.418,77.632,418.142,1131.913,513.333,1078.992,746.755,606.209,373.163,183.244,1031.05,375.41,553.995,455.785,1035.466,452.234,395.133,441.921,436.642,377.031,1020.195,491.154,569.508,1201.137,585.046,453.802,774.484,267.643,363.879,1056.315,427.595,389.632,1033.316,260.323,39.113,329.139,1087.488,381.37,451.566,640.791,994.62,967.803,227.656,350.712,172.317,507.193,227.671,507.313,225.433,368.315,509.104,489.892,618.041,908.059,256.484,570.631,667.757,609.366,161.65,454.847,396.717,921.135,226.44,359.678,183.753,798.153,417.584,1101.666,269.153,117.783,604.797,363.409,493.655,1143.185,972.45,1287.453,1041.471,1131.943,470.914,1067.822,308.203,547.056,480.512,972.45,342.725,1288.17,112.315,487.3,712.394,267.111,98.417,256.496,196.505,419.425,486.678,692.575,431.865,712.293,216.034,556.917,352.193,482.488,648.879,674.987,795.298,433.183,256.837,1015.593,488.671,321.489,485.091,96.828,693.842,412.894,724.816,331.669,213.128,332.992,364.774,279.106,521.331,641.527,432.066,278.987,185.394,142.862,362.807,203.204,602.667,170.94,973.027,682.742,762.878,569.531,234.6,967.934,349.597,437.794,395.644,274.601,332.65,637.603,187.63
"Cherokee",325.858,447.269,440.993,407.316,346.786,521.822,222.045,146.831,431.259,167.729,194.02,207.983,370.326,427.4,200.04,119.951,278.306,191.842,343.257,420.645,222.383,572.894,617.337,213.479,385.773,254.109,73.705,244.14,392.625,205.878,196.153,517.922,461.269,608.382,617.685,479.784,0,485.231,295.447,329.042,470.715,152.023,361.828,847.514,216.414,190.94,114.957,163.397,383.033,160.698,434.265,410.423,354.767,441.225,657.945,803.351,313.457,263.927,651.24,443.988,339.032,296.771,427.454,617.685,573.872,416.518,187.553,438.047,228.447,852.193,313.044,206.432,211.652,364.225,242.601,326.381,387.426,410.429,371.88,251.421,293.686,322.511,483.148,485.795,420.44,88.7,327.11,348.281,242.819,637.547,422.146,547.769,278.834,488.274,561.675,620.808,116.527,761.825,445.715,485.998,176.789,218.77,780.389,324.524,154.476,519.518,461.144,597.163,231.181,347.13,390.263,439.872,405.206,309.564,710.74,150.302,705.765,243.417,288.633,593.515,522.935,609.877,613.285,465.317,404.454,498.691,457.135,288.582,394.98,149.318,297.698,599.022,128.108,152.262,829.815,338.791,365.06,376.631,379.721,474.364,547.834,65.275,205.24,660.089,301.343,471.682,263.022,696.647,211.448,27.367,301.326,486.139,459.322,323.917,201.09,481.934,72.849,431.032,368.068,282.489,208.494,334.093,168.531,131.037,386.536,515.416,435.86,186.918,360.464,354.476,264.601,528.352,472.061,441.873,311.675,547.399,265.957,425.545,728.439,363.703,583.773,228.418,615.764,363.333,634.704,551.277,866.28,680.842,710.77,458.079,652.473,228.259,227.733,534.454,551.277,421.842,866.997,578.305,352.116,192.89,414.642,564.407,497.725,343.711,394.128,25.611,211.25,356.741,236.927,281.405,422.146,156.684,192.696,614.284,227.405,275.794,112.058,245.669,601.255,311.96,175.844,396.349,562.818,286.499,500.207,205.312,198.416,397.514,413.231,545.14,205.565,291.341,591.653,439.039,342.058,378.808,338.481,366.657,324.776,412.421,356.947,599.8,377.89,407.881,571.986,272.65,459.453,318.913,434.422,494.128,287.579,325.726,528.408,469.655
"Childress",680.353,406.912,640.671,851.346,189.523,965.852,666.075,661.062,415.791,608.694,704.819,499.287,814.356,378.493,644.07,585.71,729.998,515.958,249.955,865.606,347.242,679.32,135.078,657.509,369.378,380.632,530.391,627.169,907.169,278.557,579.18,597.688,423.779,688.148,211.753,849.132,485.246,0,661.625,714.314,550.481,333.862,370.875,794.497,727.213,666.19,393.098,370.773,309.932,509.047,51.048,497.088,643.924,804.32,711.265,319.187,400.858,488.949,259.562,471.193,337.965,811.315,147.123,211.753,91.613,860.548,307.436,392.968,557.473,794,424.301,508.006,536.54,808.255,693.465,207.072,444.267,80.524,786.307,591.346,559.338,766.541,361.269,857.832,242.669,532.304,392.874,792.311,757.363,693.91,362.338,604.132,244.129,232.751,179.73,677.171,446.657,279.566,45.995,793.371,528.826,507.838,296.225,182.721,685.252,772.862,619.989,1041.193,445.528,728.076,305.269,519.638,777.243,441.157,764.06,563.954,223.506,406.051,271.423,649.878,783.082,688.559,669.648,909.347,848.484,317.882,513.498,732.612,454.339,593.348,741.728,652.342,569.073,482.947,345.651,660.699,424.419,126.371,849.196,918.394,255.132,494.931,649.27,177.83,590.5,797.687,533.586,214.388,655.478,504.002,235.303,232.771,278.759,625.17,672.352,745.071,464.277,929.785,404.127,639.951,498.173,778.123,609.496,433.052,415.16,759.853,367.942,313.591,262.885,710.771,708.631,608.118,100.864,686.458,494.971,808.963,273.27,869.575,246.18,625.668,894.397,308.634,672.127,404.204,285.683,567.32,808.087,185.985,818.566,496.678,212.336,552.318,581.191,510.191,567.32,865.872,809.861,862.32,423.63,338.69,623.286,933.755,732.289,681.594,838.158,459.635,434.829,455.481,258.505,707.52,362.338,560.33,444.527,1058.314,263.464,359.419,556.088,603.131,160.107,374.35,615.732,450.621,873.442,204.369,579.973,361.477,546.245,686.671,556.717,601.503,716.364,644.799,1035.683,495.402,856.602,667.921,719.427,563.898,682.238,856.451,809.161,117.541,173.488,93.275,1016.016,630.112,264.667,527.802,490.785,559.487,802.123,538.457,972.438,732.792
