"","Allen","Anderson","Atchison","Barber","Barton","Bourbon","Brown","Butler","Chase","Chautauqua","Cherokee","Cheyenne","Clark","Clay","Cloud","Coffey","Comanche","Cowley","Crawford","Decatur","Dickinson","Doniphan","Douglas","Edwards","Elk","Ellis","Ellsworth","Finney","Ford","Franklin","Geary","Gove","Graham","Grant","Gray","Greeley","Greenwood","Hamilton","Harper","Harvey","Haskell","Hodgeman","Jackson","Jefferson","Jewell","Johnson","Kearny","Kingman","Kiowa","Labette","Lane","Leavenworth","Lincoln","Linn","Logan","Lyon","Marion","Marshall","McPherson","Meade","Miami","Mitchell","Montgomery","Morris","Morton","Nemaha","Neosho","Ness","Norton","Osage","Osborne","Ottawa","Pawnee","Phillips","Pottawatomie","Pratt","Rawlins","Reno","Republic","Rice","Riley","Rooks","Rush","Russell","Saline","Scott","Sedgwick","Seward","Shawnee","Sheridan","Sherman","Smith","Stafford","Stanton","Stevens","Sumner","Thomas","Trego","Wabaunsee","Wallace","Washington","Wichita","Wilson","Woodson","Wyandotte"
"Marshall",125.417,174.233,100.5,238.567,153.6,213.767,64.867,166.35,180.133,266.967,261.017,170.217,128.917,169.867,183.7,158.35,184,216.983,247.4,206.45,94.717,103.25,205.45,237.717,123.5,195.3,143.133,306.317,279.183,237,79.6,243.033,187.067,54.55,238.583,176.967,165.467,182.15,229.583,131.017,327.85,254.483,39.267,117.417,89.183,373.633,329.35,203.833,269.45,257.917,170.833,125.283,350.517,34.633,158.617,88.8,131.067,0,144.333,315.4,182.917,167.883,233.017,239.617,120.117,45.783,279.633,246.033,172.567,212.733,133.9,150.05,219.283,140.233,57.833,221.933,232.483,133.883,74.567,70.283,53.117,162.333,209.217,164.35,114.3,191.383,176.35,201.1,149.8,215.467,47.35,231.95,205.6,376.017,361.267,217.517,153.933,208.783,70.3,292.833,23.2,184.8,149.017,180.033,144.1
"McPherson",105.45,150.35,178.25,206.4,82.983,194.9,184.05,68.35,42.15,157.783,190.183,68.633,50.767,34.917,61.4,123.283,59.1,99.3,186.233,212.817,58.767,198.183,89.783,112.417,142.767,121.917,59.15,190.633,144.233,198.533,77.55,169.65,172.95,104.517,122.9,153.45,198.883,118.833,98.15,145.583,202.767,138.817,113.667,166.2,109.5,248.55,213.667,68.883,133.467,187.933,150.283,187.783,225.433,112.633,179.383,78.9,43.417,145.45,0,179.983,174.633,25.867,155.9,109.233,58.85,177.233,209.65,130.8,192.317,204.45,121.5,133.133,103.6,173.65,109.283,86.983,222.867,155.167,118.65,86.467,102.117,147.833,105.167,90.967,38.533,174.75,45.967,85.433,168.55,198.233,110.883,203.017,70.65,250.95,236.2,87.133,45.217,135.4,105.683,217.633,124.017,54.417,75.633,132.067,175.233
"Meade",260.65,304.883,334.833,327.75,211.933,326.117,348.717,199.55,159.983,264.033,311.533,163.1,221.033,155.867,182.75,277.817,146.067,205.533,307.583,188.467,227.717,354.767,117.967,80.633,295.583,151.433,175.983,72.05,49.217,319.883,246.5,120.033,176.633,273.467,87.75,307.983,242.933,250.05,139.433,227.633,52.65,72.567,282.617,322.783,258.75,99.633,96.417,127.067,126.167,309.283,304.833,340.617,76.517,281.583,194.867,247.867,213.683,314.417,180.533,0,329.183,172.9,277.25,160.533,208.75,346.183,331,97.6,196,343.583,219.933,287.667,112.833,217.7,278.25,92.767,195.567,307.983,287.933,255.767,271.083,193,123.65,170.7,208.383,329.3,182.483,124.533,323.1,173.883,279.85,175.733,124.467,102.033,61.067,174.267,174.133,137.317,274.633,188.85,292.983,170.55,181.2,263.267,328.05
"Miami",114.317,58.5,97.7,67.85,219.333,43.05,126.567,145.45,215.417,177.967,88.167,233.2,156.683,196.25,158.25,91.967,232.383,194.917,77.867,349.183,158.2,115.933,258.967,272.417,76.35,258.267,206.117,360.733,296.117,66.283,139.967,306.017,309.317,153.2,296.183,48.317,335.567,131.833,212.5,282.267,362.767,312.083,162.35,93.8,246.183,408.55,386.95,205.8,252.367,118.533,48.95,73.017,385.433,199.85,316.067,147.95,140.017,185.367,175.6,331.867,0,199.15,137.117,217.7,195.2,164.733,117.617,304.083,328.683,42.017,257.85,53.567,276.883,310.333,140.867,238.867,359.217,65.167,256.333,218.533,160.017,284.183,272.2,227.333,177.283,33.267,178.267,255.5,43.45,334.6,159.583,339.383,230.633,410.95,392.933,191.967,218.233,271.767,122.617,354,204.133,165.8,211.983,102.067,51.317
"Mitchell",128.1,173,199.9,226.783,71.133,215.283,205.7,88.717,17.733,178.167,210.55,44.233,73.417,44.333,81.783,145.933,34.7,119.667,206.617,196.533,80.417,219.833,65.367,97.633,165.417,105.633,34.733,166.233,139.3,218.9,99.2,153.367,156.667,126.167,98.5,176.1,181.483,139.217,98.65,132.933,187.75,114.4,135.317,187.85,117.933,233.55,189.267,69.383,133.983,208.3,172.95,210.45,210.433,134.283,162.417,100.55,66.083,167.1,26.133,175.317,197.3,0,176.283,111.683,66.733,198.883,230.033,106.383,176.05,227.1,106.117,155.783,79.2,156.25,130.933,82.05,206.583,177.833,140.3,108.133,123.767,131.55,80.767,74.683,60.183,197.417,66.333,61.017,191.217,181.95,132.533,186.733,61.483,235.933,221.183,104.117,20.817,119.133,127.333,201.35,145.667,74.783,55.25,152.433,197.883
"Montgomery",132.933,87.25,192.133,87.733,224.5,96.083,202.967,93.667,193.967,45.15,55.95,220.45,154.717,154.933,99.15,77.4,210.467,89.633,67.567,354.35,183.9,212.05,215.317,227.35,127.183,263.433,210.967,315.667,243.15,79.867,183.05,311.183,314.483,198.517,259.133,93.417,340.417,78.15,153.9,287.1,315.417,275.033,207.667,180.083,251.017,361.2,340.033,152.833,182.9,43.683,101.317,175.483,338.083,240.2,320.9,176.3,135.783,232.55,156.483,278.883,136.733,177.683,0,139.383,200.367,216.9,60.817,282.617,333.85,113.717,263.017,113.65,239.817,315.167,186.183,185.9,364.383,156.367,260.167,228,205.333,289.35,256.983,232.5,180.067,115,129.767,211.867,148.35,339.767,204.883,344.55,185.567,363.6,339.967,135.35,197.033,276.933,167.917,359.167,249.433,112.817,217.15,54.683,156.217
"Morris",146.6,190.85,220.783,218.417,183.883,212.067,234.667,85.517,128.733,109.767,195.667,156.983,129.417,88.25,73.417,163.783,139.717,61.25,198.25,309.283,146.933,240.717,134.733,141.617,181.533,218.383,147.5,217.767,140.217,210.55,166.267,266.033,269.433,193.217,178.55,193.95,294.233,136,26.833,245.683,212.483,176.083,202.367,208.75,204.2,258.267,242.15,55.85,47.133,178.85,190.783,226.567,235.15,208.217,275.167,159.5,114.383,238.517,109.667,161.9,215.133,124.367,141.7,0,153.55,248.6,188.367,201.1,288.8,229.533,218.867,173.617,159.25,269,198,89.667,319.333,193.95,213.35,181.183,190.683,244.3,180.033,187.55,133.25,215.25,78.6,131.283,209.05,294.717,199.6,299.5,111.483,260.667,222.983,29.983,133.567,231.883,194.4,314.117,219.617,62.417,168,149.217,214
"Morton",120.783,181.683,164.867,249.383,36.717,223.65,170.65,111.317,73.983,200.75,233.15,64.083,84.867,81.867,104.367,166.6,77.867,142.267,229.217,180.05,45.367,184.783,99.3,131.583,130.967,89.15,37,200.167,174.767,241.5,64.767,136.883,136.217,91.117,132.433,184.433,149.167,161.8,142.167,97.917,221.7,148.333,93.15,152.817,70.9,267.483,223.2,115.833,180.417,230.9,178.3,173.967,244.367,86.05,130.1,65.517,86.733,118.283,56.333,209.25,192.8,67.533,198.867,152.217,0,164.083,252.617,139.883,155.583,222.6,71.117,157.5,113.133,123.933,95.9,126.4,190.1,141.333,89.567,57.4,85.217,99.217,103.083,58.2,29.017,198.833,88.933,94.967,162.75,165.467,92.417,170.25,114.3,269.883,255.117,130.1,47.783,102.65,92.283,184.883,95.917,97.383,42.867,175.033,161.4
"Nemaha",120.717,154.067,80.3,218.367,187.317,193.567,44.667,175.517,211.083,255.217,238.683,201.183,156.05,200.833,188.317,142.433,214.967,224.983,227.233,251.517,126.183,83.067,236.4,268.683,107.583,226.25,174.1,337.267,310.133,216.817,107.933,273.983,232.133,90.083,269.533,156.8,210.533,170.4,242.567,176.083,358.8,285.45,80.267,97.217,134.25,404.583,360.3,234.783,282.433,242,150.667,105.1,381.467,79.7,203.683,115.933,158.2,45.05,175.283,346.35,162.733,198.833,217.117,247.767,163.183,0,263.717,276.983,217.633,192.533,178.967,129.883,250.233,185.283,76.067,252.9,277.55,113.717,119.633,115.333,95.867,207.4,240.183,195.317,145.25,171.217,203.483,232.067,129.6,260.533,90.083,277,236.55,406.983,392.217,222.033,184.883,239.75,89.65,321.983,68.267,195.867,179.967,164.133,123.9
"Neosho",179.583,117.3,202.133,63.817,278.017,77.067,230.983,147.167,247.467,91.6,32.183,273.967,208.233,208.433,152.667,124.05,263.983,136.083,44.833,407.85,237.4,220.367,268.817,280.867,170.883,316.95,264.467,369.167,296.65,55.95,231.917,364.683,367.983,245.167,312.633,123.467,393.917,131.65,200.367,340.617,368.917,328.533,254.317,198.233,304.533,414.7,393.55,206.333,229.367,27.2,131.367,177.433,391.583,291.817,374.417,229.8,189.3,279.2,210,332.4,117.717,231.2,62.917,185.85,253.883,263.55,0,336.117,387.367,94.7,316.533,143.7,293.333,368.683,232.833,239.417,417.9,169.6,313.683,281.517,251.983,342.867,310.5,286,233.567,120.967,183.267,265.367,147.883,393.267,251.533,398.05,239.083,417.1,393.467,181.8,250.55,330.45,214.567,412.667,296.1,166.333,270.667,101.333,155.75
"Ness",233.9,278.8,274.517,332.583,134.367,321.067,280.317,194.517,93.167,283.95,316.35,82.6,179.217,149.083,187.567,251.733,83.917,225.467,312.417,117.95,155.017,294.433,79.583,71.65,240.617,53.817,107.917,77.117,61.533,324.7,173.817,63.65,79.033,200.767,38.783,281.9,145.417,245,179.5,129.833,104.317,25.017,209.917,262.467,178.983,151.5,100.15,150.233,167.467,314.1,278.75,283.617,128.183,208.883,97.267,175.167,171.867,241.717,131.933,96.45,303.1,106.083,282.067,201.817,136.067,273.483,335.817,0,98.4,332.9,128.867,261.583,64.5,120.167,205.55,117.083,128,251,211.283,183.067,198.383,96.433,38.8,85.95,138.983,303.2,172.133,85.633,272.4,103.367,207.15,108.15,104.983,153.9,142.333,206.2,104.667,39.7,201.95,122.767,220.283,180.583,101.433,258.233,271.05
"Norton",254.7,315.6,272.517,383.6,158.983,357.55,236.883,245.533,171.117,334.983,367.383,143.533,219.1,216.1,238.6,300.817,166.367,276.483,363.433,37.617,179.283,275.267,166.483,158.567,264.867,78.083,141.567,168.1,160.983,375.733,198.067,87.717,31.167,202.483,138.233,318.333,55.783,296.033,262.233,59.683,194.25,124.467,193.067,289.433,103.233,225.917,182.333,232.967,256.533,365.117,312.2,297.317,210.367,161.683,33.983,199.417,220.967,172.017,190.55,195.9,326.7,176.633,333.1,289.083,156.433,217.8,386.85,99.433,0,356.517,86.883,291.417,151.417,32.567,223.4,199.6,63.65,275.25,128.317,143.667,191.983,58.8,113.8,110.2,163.233,332.75,223.15,168.15,296.667,46.483,197.5,62.95,187.5,225.733,233.833,264.333,155.533,60.95,229.733,123.833,149.633,231.617,125.683,309.25,295.317
"Osage",143.567,65.283,126.933,45.25,248.583,20.45,155.8,143.483,244.667,155.367,65.567,262.433,185.933,214.2,165.683,98.067,261.633,188.183,55.267,378.417,187.433,145.183,273.833,285.867,105.6,287.517,235.367,374.183,306.5,43.683,169.2,335.25,338.55,182.45,317.65,66.583,364.817,113.883,222.867,311.5,376.217,333.55,191.6,123.05,275.417,422,398.55,216.183,262.75,95.933,67.217,102.25,398.883,229.1,345.317,177.2,169.267,214.6,204.833,342.233,42.517,228.383,114.517,228.083,224.45,193.967,95.017,333.317,357.933,0,287.1,82.8,298.35,339.583,170.117,249.25,388.467,94.417,285.567,247.767,189.267,313.433,301.433,256.567,206.517,43.617,188.783,270.383,72.683,363.833,188.817,368.617,244.1,424.4,403.317,202.35,247.467,301.017,151.85,383.233,233.383,176.167,241.233,79.467,80.55
"Osborne",183.783,244.683,233.217,312.683,73.783,286.633,197.817,174.633,100.75,264.067,296.467,85.5,148.183,145.183,167.683,229.917,102.25,205.567,292.517,122.567,108.367,236.217,112.683,143.1,193.967,87.367,70.65,208,186.283,304.817,127.15,130.45,81.867,128.033,142.25,247.417,81.583,225.117,191.317,28.267,233.217,155.917,123.767,215.8,55.15,279.017,231.033,162.05,204.483,294.217,241.283,236.95,255.9,116.667,62.067,128.5,150.05,132.95,119.633,220.783,255.8,105.717,262.183,218.35,71.233,178.733,315.933,130.883,88.683,285.6,0,220.5,124.667,56.333,154.867,147.55,148.6,204.333,89.25,81.95,117.533,34.45,101.083,49.867,92.317,261.833,152.233,116.1,225.75,118.933,123.05,126.7,135.45,281.4,266.65,193.417,84.617,92.383,155.283,178.433,110.567,160.7,53.983,238.333,224.4
"Ottawa",63.783,30.117,92.1,108.817,185.267,84.033,119.267,100.233,170.217,152.1,119.75,196.25,111.467,151.05,113.033,46.767,187.167,149.7,103.283,315.1,124.133,112.033,213.75,227.2,34.167,224.2,172.05,315.517,250.9,107.267,105.883,271.933,275.25,119.133,250.967,32.867,301.5,86.617,167.283,248.2,317.55,266.883,128.283,72.717,212.117,363.333,341.733,160.6,207.15,121.3,31.683,73.983,340.217,165.783,282,113.883,94.817,153.167,130.383,286.65,52.117,153.933,111.95,172.5,161.133,133.183,143.033,258.867,294.617,81.917,223.783,0,231.667,276.267,106.8,193.667,325.15,49.683,222.267,184.467,125.95,250.117,233.233,193.267,143.2,52.233,133.05,210.3,46.867,300.533,125.517,305.317,185.433,365.733,347.717,146.767,173.017,237.7,88.55,319.933,170.067,120.583,177.917,68.45,54.733
"Pawnee",205.733,250.633,252.217,289.4,116.95,281.733,258.017,155.167,65,240.783,273.167,68.117,151.05,101.1,144.383,223.567,50.383,182.283,269.233,171.383,132.733,272.15,27.3,34.883,218.333,80.483,80.983,98.75,78.067,281.517,151.517,127.283,131.533,178.483,31.017,253.733,156.683,205.65,131.95,141.367,125,46.917,187.633,240.167,163.767,170.783,121.783,102.683,126.467,270.917,250.567,261.317,147.667,186.6,137.6,152.867,143.7,219.417,103.767,112.55,274.917,77.917,238.9,159.017,113.767,251.2,292.65,63.433,150.9,299.183,124.95,233.417,0,131.433,183.25,69.533,181.433,228.7,192.95,160.783,176.083,106.733,37.383,75.717,116.683,275.033,127.717,33.867,250.117,156.8,184.867,161.6,57.433,173.183,158.433,158.65,79.15,93.983,179.65,176.217,197.983,137.4,86.217,218.883,248.767
"Phillips",235.567,296.467,240.25,364.15,126.717,338.417,204.617,226.1,150.883,315.533,347.933,123.3,199.65,196.65,219.15,281.383,146.133,257.033,343.983,67.683,160.15,243,146.617,138.683,245.75,78.45,121.333,196.167,180.583,356.283,176.183,114.75,50.783,170.217,135.083,299.2,26.7,276.583,242,27.417,223.367,144.083,160.8,257.167,70.967,255.983,212.4,212.733,236.3,345.683,293.067,265.05,240.433,129.417,22.333,180.283,201.517,139.75,171.1,216.367,307.583,156.4,313.65,268.85,124.167,185.533,367.4,119.05,33.8,337.383,54.617,272.283,131.533,0,191.133,179.367,93.717,256.117,96.05,111.4,159.717,26.533,93.917,86.05,143.783,313.617,203.7,147.917,277.533,76.55,165.233,93.017,167.267,255.8,262.233,244.883,135.3,80.567,197.467,153.9,117.367,212.167,106.917,289.8,276.183
"Pottawatomie",77.733,128.1,106.15,194.85,121.417,170.067,95.183,127.583,145.183,220.833,214.9,135.267,90.133,134.917,144.933,112.233,149.05,178.217,201.283,251.25,60.267,126.083,170.5,202.767,77.383,160.35,108.183,271.367,244.233,193.3,42.033,208.083,211.383,35,203.633,130.85,217.733,136.017,190.817,168.85,292.9,219.533,33.067,99.233,132.767,338.683,294.4,168.883,230.683,211.783,124.717,120.383,315.567,70.35,202.65,50.017,92.3,58.3,109.383,280.45,139.217,132.933,186.9,200.85,97.283,76.1,233.517,211.083,224.833,169.017,154.783,103.917,184.333,192.5,0,186.983,261.3,87.75,126.833,93.983,41.817,183.2,174.267,129.4,79.35,145.25,137.567,166.15,109.167,236.667,41.383,241.45,170.65,341.067,326.317,178.75,118.983,173.833,24.167,256.067,74.633,146.033,114.067,133.917,107.817
"Pratt",167.867,212.1,242.05,234.983,129.067,233.333,255.933,106.767,77.117,180.5,218.75,80.3,128.8,63.617,89.967,185.033,56.833,122,214.817,220.267,136.367,261.983,45.033,58.167,202.8,129.367,93.1,134.783,57.233,227.1,155.15,177.1,180.4,182.117,88.85,215.2,205.217,157.267,63.55,173.883,129.5,93.1,191.267,230,175.867,175.283,159.167,34.283,57.9,216.5,212.05,247.833,152.167,190.233,186.15,156.5,121.45,223.05,88.3,92.983,236.4,81.867,184.467,90.45,125.883,254.833,238.217,115.95,199.767,250.8,147.083,194.883,69.55,179.983,186.883,0,230.317,215.2,196.25,164.083,179.717,155.283,90.317,97.85,116.133,236.517,90.25,41.583,230.317,205.683,188.483,210.467,31.717,177.683,154.05,90.25,91.067,142.85,183.283,225.083,201.617,77.767,98.333,170.483,235.267
"Rawlins",285.067,345.967,332.433,413.967,188.983,387.917,296.8,275.917,201.483,365.35,397.75,173.9,249.467,246.467,268.967,331.2,196.75,306.867,393.8,28.983,209.65,335.183,196.867,188.933,295.25,108.45,171.933,136.817,188.95,406.1,228.433,76.133,91.15,262.4,166.217,348.717,115.7,326.4,292.6,119.6,162.967,152.433,252.967,317.083,163.15,184.3,151.783,263.333,286.9,395.5,342.567,338.233,179.817,221.583,93.967,229.783,251.333,231.917,220.917,195.517,357.083,207,363.467,319.467,190.683,277.717,417.217,127.417,63.117,386.883,146.783,321.783,181.783,92.467,260.167,229.967,0,305.617,188.233,203.567,251.9,118.717,144.167,140.567,193.6,363.117,253.533,198.533,327.033,49.617,257.417,54.1,217.867,184.117,202.55,294.7,185.9,95.067,256.567,82.217,209.55,261.983,156.067,339.617,325.683
"Reno",66.633,74.1,52.667,119.433,165.8,94.65,92.75,121.417,189.567,196.083,139.75,179.65,134.567,174.617,134.217,90.2,193.45,170.9,129.45,295.633,104.65,73.7,214.883,247.15,53.017,204.733,152.583,315.75,272.1,117.883,86.417,252.467,255.767,99.667,248.017,74.233,282.033,116.317,188.467,228.733,337.283,263.917,108.817,34.7,192.65,383.067,338.783,181.783,228.35,165.283,65.55,39.033,359.95,146.317,262.533,94.417,118.383,133.7,153.967,307.85,63.8,177.517,155.933,193.683,141.667,113.717,169.217,255.467,275.15,93.6,204.317,49.917,228.717,256.8,87.333,214.85,305.683,0,202.783,164.983,106.483,230.65,218.667,173.783,123.733,76.8,156.633,210.533,31.967,281.05,106.05,285.833,209.017,385.467,368.917,167.95,163.367,218.233,69.067,300.467,150.6,141.767,158.45,111.883,30.617
"Republic",181.867,243.283,175.717,310.033,115.75,285.233,140.083,172.217,153.383,261.65,294.05,143.483,145.767,142.767,165.267,227.4,157.267,203.15,290.1,162.233,106.267,178.467,178.717,210.983,192.55,170.517,116.4,279.567,252.067,302.4,122.3,206.817,142.85,111.55,211.833,246.017,121.25,222.7,203.067,86.8,301.1,227.75,96.267,192.633,44.967,346.883,302.6,176.733,241.317,291.8,239.883,200.517,323.767,64.883,114.4,126.4,147.633,75.217,117.217,288.65,254.383,140.783,259.767,213.1,89.517,121,313.517,211.117,128.35,284.2,89.683,219.1,192.533,96.017,126.6,194.833,188.267,202.933,0,46.867,106.783,118.117,182.483,139.25,89.9,260.433,149.817,174.367,225.017,171.25,104.333,187.733,178.483,349.283,334.533,191,127.183,172.633,138.8,248.617,52.833,158.283,122.267,235.917,219.317
"Rice",148.467,209.867,170.383,276.617,92,251.833,134.75,141.217,122.4,230.65,263.05,112.483,114.767,111.767,134.267,194,126.267,172.167,259.1,179.1,75.267,173.15,147.717,179.983,159.15,137.567,85.4,248.567,221.083,271.4,84.9,185.3,158.033,78.133,180.85,212.617,138.1,191.7,172.067,96.25,270.1,196.75,63.7,170.317,47.767,315.883,271.617,145.733,210.317,260.8,206.483,195.183,292.767,38.717,130.05,94.1,116.633,69.883,86.217,257.65,220.983,109.783,228.767,182.1,58.517,115.667,282.517,188.3,145.217,250.783,82.183,185.683,161.533,112.867,93.617,163.833,205.133,169.517,47.2,0,67.633,110.617,151.483,106.617,58.917,227.017,118.833,143.367,190.933,186.917,73.15,203.383,147.5,318.283,303.533,160,96.183,151.05,105.383,233.283,48.45,127.283,91.283,204.933,189.583
"Riley",84.617,146.033,125.9,212.783,112.367,187.983,114.917,118.3,136.133,212.883,232.817,126.217,80.85,125.867,135.65,130.15,140,168.933,219.2,226.383,51.217,145.817,161.45,193.717,95.3,151.3,99.15,262.317,235.183,211.217,31.533,199.033,193.85,14.3,194.583,148.767,185.383,145.117,181.517,132.083,283.85,210.483,16.45,117.15,96,329.633,285.35,159.833,221.4,229.717,142.633,138.3,306.517,46.167,165.883,40.733,83.017,52.6,100.333,271.4,157.133,123.883,204.817,191.567,83.033,95.833,251.433,202.033,192.5,186.95,118.017,121.85,175.283,160.15,41.767,177.933,252.417,105.683,106.133,63.567,0,146.45,165.217,120.35,70.3,163.183,128.283,157.1,127.1,222.733,13.683,239.217,161.6,332.033,317.267,169.467,109.933,164.8,41.55,247.017,57.55,136.733,105.017,151.833,125.75
"Rooks",210.867,271.767,262.083,339.767,103.117,313.717,226.55,201.7,127.283,291.15,323.55,99.7,175.267,172.267,194.767,256.983,122.533,232.65,319.6,93.1,135.45,264.933,123.017,115.083,221.033,54.85,97.733,173.833,158.267,331.9,154.233,96.283,47.7,156.9,111.483,274.5,52.1,252.2,218.4,36.8,201.033,121.75,152.633,242.883,84.017,248.233,196.867,189.133,212.7,321.283,268.367,264.033,224.9,145.533,33.033,155.583,177.133,161.667,146.717,192.767,282.867,132.8,289.267,245.25,100.55,207.467,343.017,96.717,59.2,312.683,33.9,247.583,107.933,26.867,183.733,155.767,119.117,231.417,117.983,110.817,146.4,0,70.317,62.45,119.4,288.917,179.317,124.317,252.833,86.35,151.917,92.533,143.667,246.167,238.633,220.5,111.7,58.217,184.15,144.267,139.3,187.767,83.317,265.417,251.483
"Rush",201.333,252.65,241.817,306.417,101.817,294.917,247.617,168.35,67.017,257.8,290.2,45.267,153.05,122.917,161.417,225.567,57.767,199.3,286.25,135.467,122.317,261.733,52.983,45.05,207.917,44.567,70.583,109.183,88.233,298.55,141.117,92.3,95.6,168.083,41.45,255.75,120.75,218.85,153.333,105.45,135.183,57.367,177.233,229.767,148.633,180.967,132.217,124.067,147.85,287.933,252.583,250.917,157.85,176.183,101.683,142.467,145.717,209.017,105.783,122.733,269.75,79.933,255.917,180.417,103.367,240.8,309.667,37.1,114.983,299.567,101.8,235.417,37.9,95.517,172.85,90.917,145.517,218.3,182.55,150.367,165.683,70.817,0,52.567,106.283,277.05,145.967,59.55,239.717,120.883,174.45,125.667,78.817,183.367,168.6,180.033,67.317,58.067,169.25,140.3,187.583,154.433,68.883,232.067,238.35
"Russell",154.967,215.867,199.033,283.867,58.883,257.817,204.833,145.817,70.667,235.25,267.65,43.083,119.367,116.367,138.867,201.1,65.917,176.75,263.7,129.867,79.55,218.967,64.283,94.7,165.15,38.967,41.833,161.583,137.883,276,98.333,86.7,90,125.3,93.85,218.6,111.733,196.3,162.5,76.333,184.817,109.75,134.45,186.983,103.2,230.6,184.617,133.233,156.083,265.4,212.467,208.133,207.5,133.417,92.667,99.683,121.233,166.233,90.817,172.367,226.983,76.9,233.367,188.633,60.583,198.017,287.117,87.233,109.383,256.783,49.517,191.683,76.267,86.5,130.067,99.15,139.917,175.517,137.317,107.6,122.9,61.8,52.683,0,63.5,233.017,123.417,67.7,196.933,115.283,131.667,120.067,87.05,233,218.25,164.6,55.8,52.467,126.467,134.7,144.8,131.883,25.967,209.517,195.583
"Saline",103.017,163.917,147.083,231.8,54.133,205.867,152.883,93.733,77.2,183.167,215.567,67.983,67.283,64.283,86.783,149.017,81.767,124.683,211.633,183.967,27.6,167.017,103.217,135.483,113.183,93.067,40.9,204.083,173.6,223.917,46.383,140.8,144.1,73.35,136.35,166.65,170.033,144.217,124.583,116.733,225.6,152.25,82.5,135.033,80.65,271.4,227.117,98.25,162.833,213.317,160.517,156.183,248.283,81.467,150.533,47.733,69.15,114.283,38.75,209.333,175.033,62.3,181.283,134.633,29.983,146.067,235.033,143.8,163.467,204.833,92.65,139.733,117.05,144.8,78.117,116.35,194.017,123.567,89.8,57.617,70.95,118.967,106.983,62.117,0,181.067,71.35,98.867,144.983,169.383,79.717,174.167,100.017,273.783,259.033,112.517,51.7,106.55,74.517,188.783,92.85,79.8,46.783,157.45,143.633
"Scott",113.683,33.783,108.117,70.917,226.833,46.117,136.983,142.65,213.167,154.817,91.233,239.217,154.433,194,156,78.817,230.133,186.5,80.933,356.667,165.683,126.35,256.717,270.167,75.717,265.767,213.6,358.483,293.867,69.367,147.45,313.5,316.8,160.7,293.933,23.6,343.067,114.583,210.25,289.75,360.517,309.85,169.85,105.3,253.667,406.3,384.7,203.55,250.117,120.5,24.233,83.433,383.183,207.35,323.567,155.433,137.767,194.733,173.35,329.617,34.5,196.9,114.667,215.45,202.7,174.75,120.683,301.833,336.167,43.55,265.35,52.933,274.633,317.833,148.367,236.633,366.717,75.583,263.817,226.017,167.517,291.683,276.2,234.817,184.767,0,176.017,253.25,56.3,342.083,167.067,346.867,228.4,408.7,390.683,189.717,215.983,279.25,130.1,361.483,211.633,163.55,219.483,78.633,64.167
"Sedgwick",106.7,151.6,183.267,179.7,115.1,171.733,197.15,45.183,84.55,131.083,163.483,111.05,66.833,39,34.7,124.517,98.283,72.583,159.533,244.933,84.333,203.183,103.133,115.167,144,154.033,101.55,203.483,146.967,171.833,103.667,201.767,205.067,130.633,146.933,154.7,231,95.667,69.267,177.7,205.517,162.85,139.783,171.217,141.617,251.3,227.85,61.783,109.15,161.217,151.533,189.033,228.183,145.633,211.5,96.9,51.8,175.933,47.083,182.717,175.883,68.283,129.2,79.317,90.967,203.35,182.95,174.467,224.45,189.2,153.617,134.367,127.633,205.767,135.4,89.733,254.983,156.417,150.767,118.6,128.083,179.95,148.85,123.083,70.65,176,0,99.667,169.8,230.35,137.017,235.133,73.383,253.683,238.933,56.533,87.633,167.533,131.8,249.767,157.033,27.7,107.75,108.883,176.483
"Seward",184.367,229.267,234.383,261.967,99.1,254.3,240.183,127.75,47.15,213.35,245.75,50.35,129.683,73.683,116.967,202.2,26.867,154.867,241.8,190.317,114.883,254.3,9.4,47.4,200.483,99.4,63.15,120.933,90.583,254.1,133.683,149.483,150.45,160.65,53.2,232.367,175.267,178.233,104.533,143.933,137.533,69.117,169.8,222.333,145.917,183.317,143.967,75.267,99.05,243.5,229.217,243.483,160.2,168.75,156.183,135.033,122.35,201.583,85.917,125.083,253.567,60.067,211.467,131.6,95.933,233.367,265.217,85.633,169.817,271.767,117.117,212.05,33.9,150.017,165.417,42.117,200.35,210.867,175.117,142.933,158.25,125.317,59.567,67.9,98.85,253.683,100.3,0,232.283,175.733,167.017,180.517,30.017,185.7,170.95,131.233,61.3,112.9,161.817,195.133,180.15,109.983,68.383,191.45,230.917
"Shawnee",88.683,66.617,64.5,97.75,187.867,72.95,93.35,135.983,205.967,187.65,118.067,201.717,147.233,186.8,148.783,82.517,215.5,185.467,107.767,317.7,126.717,82.733,236.95,262.967,63.05,226.8,174.65,337.817,286.667,96.183,108.483,274.533,277.833,121.733,270.083,56.433,304.1,122.383,203.033,250.783,353.317,285.983,130.883,60.6,214.7,399.1,360.85,196.35,242.917,148.433,56.3,39.8,375.983,168.383,284.6,116.483,130.567,152.167,166.133,322.417,42.1,189.7,147.5,208.25,163.733,131.533,147.517,277.533,297.217,71.917,226.383,44.75,250.783,278.867,109.4,229.417,327.75,31.967,224.85,187.05,128.55,252.717,240.717,195.85,145.8,56.483,168.817,232.6,0,303.117,128.1,307.9,221.183,401.483,383.483,182.517,185.433,240.3,91.133,322.517,172.667,156.333,180.517,104.217,16.65
