"","Alamance","Alexander","Alleghany","Anson","Ashe","Avery","Beaufort","Bertie","Bladen","Brunswick","Buncombe","Burke","Cabarrus","Caldwell","Camden","Carteret","Caswell","Catawba","Chatham","Cherokee","Chowan","Clay","Cleveland","Columbus","Craven","Cumberland","Currituck","Dare","Davidson","Davie","Duplin","Durham","Edgecombe","Forsyth","Franklin","Gaston","Gates","Graham","Granville","Greene","Guilford","Halifax","Harnett","Haywood","Henderson","Hertford","Hoke","Hyde","Iredell","Jackson","Johnston","Jones","Lee","Lenoir","Lincoln","Macon","Madison","Martin","McDowell","Mecklenburg","Mitchell","Montgomery","Moore","Nash","New Hanover","Northampton","Onslow","Orange","Pamlico","Pasquotank","Pender","Perquimans","Person","Pitt","Polk","Randolph","Richmond","Robeson","Rockingham","Rowan","Rutherford","Sampson","Scotland","Stanly","Stokes","Surry","Swain","Transylvania","Tyrrell","Union","Vance","Wake","Warren","Washington","Watauga","Wayne","Wilkes","Wilson","Yadkin","Yancey"
"Cherokee",385.061,97.984,354.669,357.428,254.765,184.573,725.605,662.542,516.158,524.508,83.574,169.627,308.47,287.386,749.255,725.605,583.638,226.797,426.647,0,720.426,367.977,267.237,132.425,309.436,509.085,772.277,780.348,281.681,276.373,607.862,440.185,634.219,435.652,50.194,590.849,700.615,389.902,483.889,381.347,344.729,607.401,611.943,443.069,499.507,716.636,671.611,742.053,592.088,599.938,525.482,701.089,442.947,191.93,228.909,533.286,360.313,642.394,136.511,269.779,656.563,377.577,450.327,548.77,592.844,321.522,669.869,538.164,706.206,733.781,607.356,716.636,449.39,608.635,132.425,376.298,388.409,477.157,388.409,587.29,167.643,579.041,423.1,248.962,625.209,319.354,16.045,120.446,720.626,632.84,297.545,475.814,529.108,647.646,184.478,560.874,238.351,550.634,337.797,136.619
"Chowan",340.887,659.229,399.126,427.594,546.602,580.951,236.619,58.206,328.553,425.571,640.77,556.844,453.446,496.283,54.244,236.619,301.481,500.977,295.345,719.4,0,369.253,470.018,637.702,450.891,318.703,77.266,133.493,497.916,448.023,242.953,283.262,265.877,287.633,745.972,120.703,36.815,330.089,214.31,353.102,378.838,121.827,293.92,290.227,197.758,25.455,81.512,134.88,390.744,93.455,235.738,169.091,310.57,540.601,553.134,160.025,419.854,79.593,585.509,513.103,70.473,384.768,337.529,171.472,316.15,411.35,224.563,293.384,195.159,38.77,119.965,25.455,254.924,137.641,637.702,356.459,398.289,358.293,398.289,307.671,602.842,273.438,380.347,529.723,108.364,478.329,740.598,691.446,73.771,273.92,522.211,243.188,168.154,114.903,628.218,218.05,496.174,172.964,433.54,638.943
"Clay",24.763,307.933,86.578,140.513,195.306,229.655,375.104,312.041,200.879,282.613,289.474,205.548,163.524,140.32,398.754,375.104,250.08,149.681,63.472,368.104,369.925,0,114.055,281.739,94.928,145.91,421.776,429.847,141.953,96.727,257.361,89.684,342.531,85.151,394.676,240.348,350.114,39.401,133.388,14.603,28.457,256.9,331.403,79.894,149.006,366.135,321.11,391.552,334.348,249.437,174.981,350.588,79.772,189.305,201.838,182.785,68.558,291.893,234.213,157.14,306.062,89.464,88.151,198.269,336.489,60.054,319.368,174.989,355.705,383.28,256.855,366.135,98.889,258.134,281.739,49.986,140.971,193.202,140.971,243.295,251.546,228.54,181.205,173.76,274.708,127.033,389.302,340.15,370.125,282.339,166.248,125.313,178.607,297.145,276.922,210.373,144.878,200.133,82.244,287.647
"Cleveland",135.824,207.503,66.367,163.45,142.927,161.199,476.368,413.305,317.067,325.417,189.044,105.118,96.15,47.44,500.018,476.368,384.547,49.251,172.739,267.674,471.189,114.069,0,194.586,43.118,255.177,523.04,531.111,41.735,29.314,358.625,190.948,443.795,186.415,294.246,341.612,451.378,140.665,234.652,127.439,102.17,358.164,432.667,189.161,250.27,467.399,422.374,492.816,377.152,350.701,276.245,451.852,189.039,99.419,101.408,284.049,117.754,393.157,133.783,74.498,407.326,99.273,166.819,299.533,393.753,78.963,420.632,284.256,456.969,484.544,358.119,467.399,200.153,359.398,194.586,98.568,183.775,278.066,183.775,352.562,151.116,329.804,224.009,85.311,375.972,95.49,288.872,239.72,471.389,383.603,98.874,226.577,279.871,398.409,224.543,311.637,92.499,301.397,95.238,187.217
"Columbus",303.225,81.549,216.176,225.799,193.546,130.414,643.769,580.706,384.529,392.879,67.139,88.912,176.841,152.524,667.419,643.769,452.009,146.095,340.14,132.468,638.59,281.47,186.535,0,210.519,353.668,690.441,698.512,158.452,195.671,526.026,358.349,502.59,353.816,159.04,509.013,618.779,308.066,402.053,294.84,279.976,525.565,480.314,356.562,417.671,634.8,589.775,660.217,461.564,518.102,443.646,619.253,356.44,114.716,99.724,451.45,279.611,560.558,74.988,138.15,574.727,243.129,291.045,466.934,461.215,240.82,530.438,433.477,624.37,651.945,525.52,634.8,367.554,526.799,0,265.969,256.78,345.528,256.78,455.661,36.014,445.577,291.471,113.493,543.373,238.652,153.666,74.48,638.79,479.574,165.916,393.978,447.272,565.81,168.043,479.038,161.137,468.798,257.095,120.184
"Craven",116.199,249.723,23.248,86.446,200.841,203.419,456.743,393.68,259.426,267.776,231.264,147.338,92.562,69.358,480.393,456.743,326.906,91.471,153.114,309.894,451.564,94.444,43.093,210.777,0,235.552,503.415,511.486,70.991,42.713,339,171.323,377.487,166.79,336.466,321.987,431.753,121.04,215.027,107.814,92.95,338.539,355.211,169.536,230.645,447.774,402.749,473.191,319.511,331.076,256.62,432.227,169.414,141.639,135.883,264.424,125.823,373.532,176.003,86.178,387.701,61.057,109.153,279.908,336.112,75.021,401.007,264.631,437.344,464.919,338.494,447.774,180.528,339.773,210.777,57.657,126.134,220.425,126.134,330.558,189.818,310.179,166.368,102.798,356.347,136.085,331.092,284.428,451.764,363.978,95.286,206.952,260.246,378.784,282.457,292.012,150.413,281.772,91.296,229.437
"Cumberland",156.46,450.285,157.495,129.272,337.658,372.007,283.965,260.586,65.213,113.881,431.826,347.9,192.731,247.07,347.299,283.965,110.616,292.033,96.065,510.456,318.47,147.014,256.407,355.407,237.28,0,370.321,378.392,252.998,239.079,109.976,147.408,187.913,151.823,537.028,220.815,298.659,142.157,194.128,146.3,170.809,205.151,165.637,89.018,187.201,314.68,269.655,311.24,165.616,233.554,85.037,279.794,66.954,331.657,280.513,222.928,210.91,240.438,376.565,212.053,254.607,114.888,78.021,157.121,146.538,202.406,176.652,52.548,264.566,331.825,205.106,314.68,194.736,187.34,355.407,142.881,105.47,46.603,105.47,103.831,334.448,74.686,65.991,255.105,203.914,269.385,531.654,429.058,318.67,139.623,191.333,113.192,216.65,226.351,419.274,119.234,287.23,136.382,224.596,429.999
"Currituck",393.018,711.36,451.257,479.725,598.733,633.082,288.75,110.337,380.684,477.702,692.901,608.975,505.577,548.414,23.021,288.75,353.612,553.108,347.476,771.531,77.226,421.384,522.149,689.833,503.022,370.834,0,86.934,550.047,500.154,295.084,335.393,318.008,339.764,798.103,201.859,89.599,382.22,301.632,405.233,430.969,178.569,346.051,342.358,285.08,56.809,129.47,170.947,442.875,150.197,287.869,221.222,362.701,592.732,605.265,250.639,471.985,131.724,637.64,565.234,127.215,436.899,389.66,223.603,368.281,463.481,276.694,345.515,247.29,41.976,176.707,56.809,327.075,189.772,689.833,408.59,450.42,410.424,450.42,359.802,654.973,325.569,432.478,581.854,160.495,530.46,792.729,743.577,115.129,326.051,574.342,295.319,258.768,167.034,680.349,270.181,548.305,225.095,485.671,691.074
"Dare",401.295,719.637,459.534,488.002,607.01,641.359,286.242,133.875,388.961,485.979,701.178,617.252,513.854,556.691,99.196,286.242,354.059,561.385,355.753,779.808,133.326,429.661,530.426,698.11,511.299,379.111,86.987,0,558.324,508.431,303.361,343.67,315.5,348.041,806.38,234.027,167.749,390.497,320.231,413.51,439.246,222.696,343.543,350.635,301.386,119.03,124.283,112.407,440.367,206.779,296.146,219.174,370.978,601.009,613.542,290.745,480.262,142.284,645.917,573.511,169.704,445.176,397.937,231.88,365.773,471.758,274.186,353.792,245.242,136.175,220.834,119.03,386.746,198.049,698.11,416.867,458.697,418.701,458.697,368.079,663.25,333.846,440.755,590.131,168.772,538.737,801.006,751.854,59.677,334.328,582.619,303.596,284.467,162.637,688.626,278.458,556.582,233.372,493.948,699.351
"Davidson",163.548,222.329,80.769,126.015,157.753,176.025,504.092,441.029,284.745,293.095,203.87,119.944,58.715,6.282,527.742,504.092,352.225,64.077,200.463,282.5,498.913,141.793,50.039,157.295,70.842,253.884,550.764,558.835,0,67.709,386.349,218.672,402.806,214.139,309.072,369.336,479.102,168.389,262.376,155.163,136.065,385.888,380.53,216.885,277.994,495.123,450.098,520.54,344.83,378.425,303.969,479.576,216.763,114.245,46.887,311.773,151.649,420.881,148.609,37.207,435.05,101.544,194.543,327.257,361.431,112.858,448.356,311.98,484.693,512.268,385.843,495.123,227.877,387.122,157.295,126.292,156.996,245.744,156.996,355.877,136.336,357.528,191.687,48.02,403.696,110.316,303.698,230.946,499.113,411.327,61.439,254.301,307.595,426.133,239.369,339.361,107.325,329.121,129.133,202.043
"Davie",113.473,216.395,78.854,172.196,127.106,170.091,454.017,390.954,292.466,304.576,197.936,114.01,104.896,74.408,477.667,454.017,371.149,58.143,155.059,276.566,448.838,96.389,29.272,195.685,42.713,237.497,500.689,508.76,68.703,0,336.274,168.597,421.444,164.064,303.138,319.261,429.027,118.314,212.301,109.759,73.141,335.813,410.316,171.481,227.919,445.048,400.023,470.465,356.311,328.35,253.894,429.501,171.359,108.311,110.3,261.698,88.725,370.806,142.675,101.466,384.975,101.762,145.978,277.182,372.912,49.934,398.281,266.576,434.618,462.193,335.768,445.048,177.802,337.047,195.685,77.727,162.934,257.225,162.934,334.882,160.008,307.453,203.168,112.279,353.621,62.154,297.764,248.612,449.038,361.252,107.62,204.226,257.52,376.058,208.722,289.286,76.678,279.046,66.209,196.109
"Duplin",230.476,548.818,284.084,239.149,436.191,470.54,139.274,185.606,79.975,123.802,530.359,446.433,302.608,385.872,272.319,139.274,70.507,390.566,180.303,608.989,243.49,245.58,359.607,527.291,340.48,116.431,295.341,303.412,387.505,337.612,0,172.851,79.86,177.222,635.561,198.52,229.832,219.678,219.571,242.691,268.427,182.856,92.01,175.185,206.106,239.7,163.654,207.821,171.983,211.259,90.411,156.991,148.187,430.19,442.723,200.633,309.443,165.458,475.098,402.692,185.78,228.003,178.563,134.826,97.096,300.939,62.68,71.535,147.372,256.845,182.811,239.7,220.179,104.326,527.291,241.417,215.347,118.927,215.347,66.537,492.431,40.278,171.735,419.312,122.606,367.918,630.187,581.035,243.69,42.946,301.21,132.097,194.355,122.932,517.807,60.102,385.763,105.21,323.129,528.532
"Durham",60.85,379.192,162.504,196.836,266.565,300.914,290.02,226.957,201.377,260.671,360.733,276.807,239.45,216.246,313.67,290.02,207.152,220.94,58.095,439.363,284.841,89.216,189.981,357.665,170.854,153.803,336.692,344.763,217.879,167.986,172.277,0,257.447,18.439,465.935,155.367,265.03,50.052,48.407,73.065,98.801,171.816,246.319,59.469,64.025,281.051,236.026,306.468,326.292,164.456,89.897,265.504,79.812,260.564,273.097,97.804,139.817,206.809,305.472,233.066,220.978,166.305,106.771,113.185,251.405,131.313,234.284,128.484,270.621,298.196,171.771,281.051,47.751,173.05,357.665,126.827,167.531,193.393,167.531,206.149,322.805,143.456,167.078,249.686,189.624,198.292,460.561,411.409,285.041,197.255,242.174,40.229,93.626,212.061,348.181,125.289,216.137,115.049,153.503,358.906
"Edgecombe",314.552,583.961,357.674,277.106,520.267,554.616,116.377,206.954,122.173,124.866,577.251,493.325,340.565,394.904,293.667,116.377,73.438,474.642,264.379,634.88,264.838,329.656,443.683,503.241,376.103,184.644,316.689,312.761,400.832,421.688,79.848,256.927,0,261.298,661.452,275.568,276.827,303.754,303.647,326.767,352.503,259.904,28.265,259.261,290.182,261.048,192.848,237.015,125.089,288.307,174.487,160.754,232.263,514.266,428.347,277.681,393.519,186.806,521.99,359.887,235.056,315.067,262.639,211.874,50.495,385.015,41.067,155.611,151.135,278.193,259.859,261.048,304.255,153.602,503.241,325.493,253.304,168.614,253.304,87.697,482.282,124.354,209.692,402.939,171.882,451.994,656.078,576.892,253.039,70.993,339.167,216.173,271.403,152.126,601.883,158.108,469.839,182.258,407.205,575.424
"Forsyth",57.551,375.893,159.205,200.176,263.266,297.615,293.82,230.757,205.177,264.471,357.434,273.508,236.151,212.947,317.47,293.82,210.952,217.641,34.034,436.064,288.641,85.917,186.682,354.366,167.555,157.603,340.492,348.563,214.58,164.687,176.077,20.17,261.247,0,462.636,191.28,268.83,46.753,63.874,69.766,95.502,175.616,250.119,62.809,79.492,284.851,239.826,310.268,330.092,204.019,93.697,269.304,83.152,257.265,269.798,113.271,136.518,210.609,302.173,229.767,224.778,163.006,110.111,116.985,255.205,128.014,238.084,132.284,274.421,301.996,175.571,284.851,61.43,176.85,354.366,90.867,170.871,197.193,170.871,209.949,319.506,147.256,170.418,246.387,193.424,194.993,457.262,408.11,288.841,201.055,238.875,44.029,109.093,215.861,344.882,129.089,212.838,118.849,150.204,355.607
"Franklin",411.107,124.03,380.715,383.474,280.811,210.619,751.651,688.588,542.204,550.554,109.62,195.673,334.516,313.432,775.301,751.651,609.684,252.843,452.693,50.392,746.472,394.023,293.283,158.471,335.482,535.131,798.323,806.394,307.727,302.419,633.908,466.231,660.265,461.698,0,616.895,726.661,415.948,509.935,407.393,370.775,633.447,637.989,469.115,525.553,742.682,697.657,768.099,618.134,625.984,551.528,727.135,468.993,217.976,254.955,559.332,386.359,668.44,162.557,295.825,682.609,403.623,476.373,574.816,618.89,347.568,695.915,564.21,732.252,759.827,633.402,742.682,475.436,634.681,158.471,402.344,414.455,503.203,414.455,613.336,193.689,605.087,449.146,275.008,651.255,345.4,43.457,90.284,746.672,658.886,323.591,501.86,555.154,673.692,210.524,586.92,264.397,576.68,363.843,162.665
"Gaston",212.555,530.897,301.313,329.781,418.27,452.619,301.01,96.988,268.17,327.464,512.438,428.512,391.155,367.951,159.066,301.01,264.954,372.645,197.532,591.068,121.279,240.921,341.686,509.37,322.559,220.596,200.099,230.918,369.584,319.691,198.992,155.242,276.931,189.82,617.64,0,95.987,201.757,111.82,224.77,250.506,23.878,286.457,192.414,95.268,148.771,180.525,201.2,366.43,27.247,137.631,217.786,212.757,412.269,424.802,47.408,291.522,102.845,457.177,384.771,65.681,286.955,239.716,73.659,291.543,283.018,249.832,195.277,243.854,156.144,25.617,148.771,152.434,143.007,509.37,258.646,300.476,260.186,300.476,257.33,474.51,195.245,282.24,401.391,136.188,349.997,612.266,563.114,171.196,237.393,393.879,145.375,55.537,164.343,499.886,139.857,367.842,101.462,305.208,510.611
"Gates",318.982,637.324,377.221,405.689,524.697,559.046,248.361,69.917,306.648,403.666,618.865,534.939,431.541,474.378,70.708,248.361,287.939,479.072,273.44,697.495,36.829,347.348,448.113,615.797,428.986,296.798,90.553,167.93,476.011,426.118,229.411,261.357,277.619,265.728,724.067,95.386,0,308.184,211.715,331.197,356.933,96.51,309.442,268.322,195.163,52.393,112.413,165.781,389.415,68.138,213.833,180.833,288.665,518.696,531.229,134.708,397.949,91.335,563.604,491.198,45.156,362.863,315.624,149.567,314.528,389.445,236.305,271.479,206.901,67.786,94.648,52.393,237.158,124.099,615.797,334.554,376.384,336.388,376.384,294.129,580.937,251.533,358.442,507.818,117.28,456.424,718.693,669.541,108.208,260.378,500.306,221.283,142.837,126.645,606.313,196.145,474.269,151.059,411.635,617.038
"Graham",12.393,330.735,114.047,168.897,218.108,252.457,336.445,273.382,247.802,307.096,312.276,228.35,190.993,167.789,360.095,336.445,253.577,172.483,47.018,390.906,331.266,40.759,141.524,309.208,122.397,141.458,383.117,391.188,169.422,119.529,218.702,51.025,303.872,46.492,417.478,201.689,311.455,0,94.729,24.608,50.344,218.241,292.744,63.44,110.347,327.476,282.451,352.893,372.717,210.778,136.322,311.929,75.013,212.107,224.64,144.126,91.36,253.234,257.015,184.609,267.403,117.848,101.972,159.61,297.83,82.856,280.709,174.909,317.046,344.621,218.196,327.476,57.364,219.475,309.208,78.37,169.355,239.818,169.355,252.574,274.348,189.881,162.279,201.229,236.049,149.835,412.104,362.952,331.466,243.68,193.717,86.654,139.948,258.486,299.724,171.714,167.68,161.474,105.046,310.449
"Granville",105.19,423.532,206.844,242.665,310.905,345.254,303.616,202.427,246.208,305.502,405.073,321.147,283.79,260.586,252.812,303.616,251.983,265.28,96.225,483.703,215.025,133.556,234.321,402.005,215.194,198.634,299.517,320.233,262.219,212.326,217.108,47.877,302.278,63.642,510.275,111.904,211.001,94.392,0,117.405,143.141,107.482,291.15,105.298,20.562,256.521,211.496,281.938,371.123,120.993,134.728,257.66,125.641,304.904,317.437,54.341,184.157,182.279,349.812,277.406,159.427,210.645,152.6,88.652,296.236,175.653,279.115,173.315,284.217,273.666,109.221,256.521,41.523,165.206,402.005,171.167,213.36,238.224,213.36,250.98,367.145,188.287,212.907,294.026,167.159,242.632,504.901,455.749,260.511,242.086,286.514,85.06,50.163,204.217,392.521,142.463,260.477,107.205,197.843,403.246
"Greene",12.214,321.446,93.074,143.11,208.819,243.168,359.172,296.109,201.39,260.991,302.987,219.061,177.037,153.833,382.822,359.172,276.304,163.194,53.548,381.617,353.993,14.603,127.568,295.252,108.441,146.421,405.844,413.915,155.466,110.24,241.429,73.752,326.599,69.219,408.189,224.416,334.182,23.469,117.456,0,37.019,240.968,315.471,69.97,133.074,350.203,305.178,375.62,312.726,233.505,159.049,334.656,80.283,202.818,215.351,166.853,82.071,275.961,247.726,170.653,290.13,92.061,88.662,182.337,320.557,73.567,303.436,175.5,339.773,367.348,240.923,350.203,79.477,242.202,295.252,52.583,143.568,193.713,143.568,243.806,265.059,212.608,183.802,187.273,258.776,140.546,402.815,353.663,354.193,266.407,179.761,109.381,162.675,281.213,290.435,194.441,158.391,184.201,95.757,301.16
"Guilford",44.831,284.599,85.049,140.028,171.972,206.321,385.375,322.312,225.047,282.128,266.14,182.214,161.995,138.791,409.025,385.375,302.507,126.347,87.64,344.77,380.196,28.97,102.284,280.21,93.399,170.078,432.047,440.118,136.907,73.393,267.632,99.955,352.802,95.422,371.342,250.619,360.385,49.672,143.659,38.958,0,267.171,341.674,104.062,159.277,376.406,331.381,401.823,333.863,259.708,185.252,360.859,103.94,165.971,178.504,193.056,42.917,302.164,210.879,155.611,316.333,88.979,123.53,208.54,346.76,36.72,329.639,199.157,365.976,393.551,267.126,376.406,109.16,268.405,280.21,49.501,140.486,234.777,140.486,267.463,228.212,238.811,180.72,172.231,284.979,103.699,365.968,316.816,380.396,292.61,164.719,135.584,188.878,307.416,253.588,220.644,121.544,210.404,58.91,264.313
"Halifax",227.55,545.892,285.789,314.257,433.265,467.614,239.012,83.287,252.646,311.94,527.433,443.507,340.109,382.946,168.214,239.012,249.43,387.64,182.008,606.063,126.016,255.916,356.681,524.365,337.554,205.072,195.729,222.696,384.579,334.686,183.468,169.925,261.407,174.296,632.635,24.135,100.724,216.752,107.758,239.765,265.501,0,270.933,176.89,91.206,135.595,112.36,182.802,350.906,31.984,122.107,171.484,197.233,427.264,439.797,53.473,306.517,79.089,472.172,399.766,59.3,271.431,224.192,58.135,276.019,298.013,234.308,179.753,197.552,152.74,1.861,135.595,148.372,96.705,524.365,243.122,284.952,244.662,284.952,241.806,489.505,179.721,266.716,416.386,89.886,364.992,627.261,578.109,162.974,221.869,408.874,129.851,60.61,118.041,514.881,124.333,382.837,85.938,320.203,525.606
"Harnett",303.941,562.823,336.536,255.968,509.656,544.005,144.354,234.931,101.035,103.728,556.113,472.187,319.427,373.766,321.644,144.354,62.445,464.031,253.768,613.742,292.815,319.045,433.072,482.103,354.965,163.506,344.666,340.738,379.694,411.077,90.922,246.316,28.157,250.687,640.314,285.915,310.026,293.143,293.036,316.156,341.892,270.251,0,248.65,279.571,289.025,220.825,264.992,103.951,298.654,163.876,188.731,221.652,466.159,407.209,288.028,382.908,214.783,500.852,338.749,265.974,293.929,252.028,222.221,17.036,374.404,69.044,145,179.112,306.17,270.206,289.025,293.644,184.52,482.103,314.882,232.166,147.476,232.166,76.704,461.144,113.743,188.554,381.801,202.8,441.383,634.94,555.754,281.016,60.382,318.029,205.562,281.75,180.103,591.272,147.497,459.228,192.605,396.594,554.286
"Haywood",66.404,383.169,118.402,139.488,270.542,304.891,291.165,231.475,143.878,203.479,364.71,280.784,165.34,215.556,318.188,291.165,208.297,224.917,17.379,443.34,289.359,79.898,189.291,356.975,170.164,88.909,341.21,349.281,217.189,171.963,173.422,60.368,258.592,64.783,469.912,191.998,269.548,63.471,107.088,70.001,103.693,176.334,247.464,0,122.706,285.569,240.544,310.986,255.214,204.737,91.042,270.022,22.464,264.541,277.074,156.485,143.794,211.327,309.449,232.376,225.496,96.662,49.423,117.703,252.55,135.29,235.429,117.988,271.766,302.714,176.289,285.569,107.696,177.568,356.975,75.735,110.183,136.201,110.183,207.294,326.782,144.601,109.73,248.996,194.142,202.269,464.538,415.386,289.559,198.4,201.549,48.512,152.307,216.579,352.158,126.434,220.114,119.567,157.48,362.883
"Henderson",121.579,439.921,223.233,259.054,327.294,361.643,300.13,183.571,227.03,286.324,421.462,337.536,300.179,276.975,270.284,300.13,232.805,281.669,112.614,500.092,197.505,149.945,250.71,418.394,231.583,179.456,281.997,301.377,278.608,228.715,197.93,64.266,283.1,80.031,526.664,94.384,193.481,110.781,20.844,133.794,159.53,89.962,271.972,121.687,0,237.665,192.64,263.082,351.945,103.473,115.55,229.901,142.03,321.293,333.826,36.821,200.546,163.423,366.201,293.795,141.907,227.034,168.989,69.796,277.058,192.042,248.952,154.137,255.969,254.81,91.701,237.665,61.458,161.72,418.394,187.556,229.749,219.046,229.749,231.802,383.534,169.109,229.296,310.415,148.303,259.021,521.29,472.138,241.655,222.908,302.903,70.332,25.604,176.458,408.91,138.977,276.866,103.719,214.232,419.635
"Hertford",337.367,655.709,395.606,424.074,543.082,577.431,233.099,54.686,325.033,422.051,637.25,553.324,449.926,492.763,33.807,233.099,297.961,497.457,291.825,715.88,25.455,365.733,466.498,634.182,447.371,315.183,56.829,119.2,494.396,444.503,239.433,279.742,262.357,284.113,742.452,146.946,52.379,326.569,256.303,349.582,375.318,135.615,290.4,286.707,237.458,0,73.819,115.296,387.224,119.698,232.218,165.571,307.05,537.081,549.614,188.633,416.334,76.073,581.989,509.583,82.623,381.248,334.009,167.952,312.63,407.83,221.043,289.864,191.639,18.333,133.753,0,322.818,134.121,634.182,352.939,394.769,354.773,394.769,304.151,599.322,269.918,376.827,526.203,104.844,474.809,737.078,687.926,59.478,270.4,518.691,239.668,220.539,111.383,624.698,214.53,492.654,169.444,430.02,635.423
"Hoke",292.63,610.972,350.869,379.337,498.345,532.694,162.137,50.863,239.866,316.039,592.513,508.587,405.189,448.026,106.787,162.137,229.954,452.72,247.088,671.143,81.816,320.996,421.761,589.445,402.634,270.446,129.809,124.337,449.659,399.766,161.71,235.005,191.395,239.376,697.715,179.967,112.494,281.832,211.566,304.845,330.581,112.683,219.438,241.97,192.721,74.168,0,76.169,316.262,123.767,187.481,95.069,262.313,492.344,504.877,182.08,371.597,33.619,537.252,464.846,86.692,336.511,289.272,123.215,241.668,363.093,150.081,245.127,121.137,91.313,111.332,74.168,278.081,74.103,589.445,308.202,350.032,310.036,350.032,251.701,554.585,225.181,332.09,481.466,60.107,430.072,692.341,643.189,64.615,211.925,473.954,194.931,175.802,38.532,579.961,169.793,447.917,124.707,385.283,590.686
"Hyde",363.078,681.42,421.317,439.965,568.793,603.142,162.473,104.238,286.24,362.413,662.961,579.035,475.637,518.474,147.827,162.473,276.328,523.168,317.536,741.591,135.191,391.444,492.209,659.893,473.082,310.907,170.849,112.451,520.107,470.214,208.084,305.453,237.769,309.824,768.163,204.39,165.869,352.28,282.014,375.293,401.029,183.131,265.812,312.418,263.169,115.208,76.182,0,362.636,177.142,227.942,90.811,332.761,562.792,575.325,252.528,442.045,104.067,607.7,535.294,140.067,406.959,359.72,193.663,288.042,433.541,196.455,285.588,126.724,132.353,181.78,115.208,348.529,120.477,659.893,378.65,420.48,350.497,420.48,298.075,625.033,272.125,372.551,551.914,114.395,500.52,762.789,713.637,70.014,258.299,544.402,265.379,246.25,84.906,650.409,216.737,518.365,180.308,455.731,661.134
"Iredell",320.713,539.478,300.72,220.152,488.512,492.452,241.375,331.952,95.958,51.818,525.068,436.371,283.611,337.95,418.665,241.375,108.01,386.72,260.318,590.397,389.836,333.389,377.635,459.558,319.149,165.768,441.687,437.759,343.878,356.743,171.389,326.783,125.178,331.154,616.969,366.382,390.493,373.61,373.503,310.553,334.13,350.718,102.902,253.271,360.038,386.046,317.846,362.013,0,379.121,244.343,285.752,231.207,430.343,371.393,368.495,374.516,311.804,465.036,302.933,346.441,258.113,223.144,302.688,76.109,362.867,166.065,160.875,276.133,403.191,350.673,386.046,374.111,264.987,459.558,287.973,196.35,111.66,196.35,111.662,425.328,171.122,152.738,345.985,283.267,423.931,611.595,532.409,378.037,140.849,282.213,286.029,362.217,277.124,625.972,227.964,438.084,273.072,379.142,518.47
"Jackson",256.067,574.409,314.306,342.774,461.782,496.131,244.782,69.74,281.163,340.457,555.95,472.024,368.626,411.463,131.818,244.782,277.947,416.157,210.525,634.58,94.031,284.433,385.198,552.882,366.071,233.589,151.663,203.67,413.096,363.203,211.985,198.442,289.924,202.813,661.152,27.247,68.739,245.269,120.854,268.282,294.018,31.662,299.45,205.407,104.302,121.523,120.584,173.952,379.423,0,150.624,177.254,225.75,455.781,468.314,66.569,335.034,83.268,500.689,428.283,38.433,299.948,252.709,86.652,304.536,326.53,232.726,208.27,203.322,128.896,33.401,121.523,161.468,106.574,552.882,271.639,313.469,273.179,313.469,270.323,518.022,208.238,295.233,444.903,99.755,393.509,655.778,606.626,143.948,250.386,437.391,158.368,74.698,123.066,543.398,152.85,411.354,114.455,348.72,554.123
"Johnston",147.227,465.569,200.835,213.37,352.942,387.291,200.988,178.346,131.886,191.18,447.11,363.184,255.155,302.623,265.059,200.988,124.26,307.317,97.054,525.74,236.23,162.331,276.358,444.042,257.231,84.312,288.081,296.152,304.256,254.363,89.905,89.602,175.075,93.973,552.312,138.575,216.419,136.429,136.322,159.442,185.178,122.911,163.947,91.936,122.857,232.44,187.415,229,243.92,151.314,0,197.554,112.279,346.941,359.474,140.688,226.194,158.198,391.849,319.443,172.367,186.477,139.238,74.881,169.033,217.69,149.81,58.993,181.589,249.585,122.866,232.44,136.93,105.1,444.042,158.168,189.568,123.902,189.568,123.257,409.182,60.564,145.956,336.063,121.674,284.669,546.938,497.786,236.43,114.883,275.431,48.848,134.41,144.111,434.558,36.257,302.514,54.142,239.88,445.283
"Jones",320.681,639.023,378.92,407.845,526.396,560.745,92.455,110.101,241.268,286.443,620.564,536.638,433.24,476.077,196.814,92.455,200.358,480.771,275.139,699.194,167.985,349.047,449.812,617.496,430.685,278.787,219.836,215.908,477.71,427.817,163.112,263.056,161.799,267.427,725.766,216.569,179.974,309.883,256.626,332.896,358.632,170.922,189.842,270.021,229.323,164.195,96.599,90.799,286.666,175.875,195.822,0,290.364,520.395,532.928,218.682,399.648,89.953,565.303,492.897,141.404,364.562,317.323,159.817,212.072,391.144,120.485,213.498,49.464,181.34,169.571,164.195,306.132,88.357,617.496,336.253,378.083,318.377,378.083,222.105,582.636,194.431,340.431,509.517,82.275,458.123,720.392,671.24,156.186,182.329,502.005,222.982,212.404,55.877,608.012,156.546,475.968,148.188,413.334,618.737
