"","Adair","Allen","Anderson","Ballard","Barren","Bath","Bell","Boone","Bourbon","Boyd","Boyle","Bracken","Breathitt","Breckinridge","Bullitt","Butler","Caldwell","Calloway","Campbell","Carlisle","Carroll","Carter","Casey","Christian","Clark","Clay","Clinton","Crittenden","Cumberland","Daviess","Edmonson","Elliott","Estill","Fayette","Fleming","Floyd","Franklin","Fulton","Gallatin","Garrard","Grant","Graves","Grayson","Green","Greenup","Hancock","Hardin","Harlan","Harrison","Hart","Henderson","Henry","Hickman","Hopkins","Jackson","Jefferson","Jessamine","Johnson","Kenton","Knott","Knox","Larue","Laurel","Lawrence","Lee","Leslie","Letcher","Lewis","Lincoln","Livingston","Logan","Lyon","Madison","Magoffin","Marion","Marshall","Martin","Mason","McCracken","McCreary","McLean","Meade","Menifee","Mercer","Metcalfe","Monroe","Montgomery","Morgan","Muhlenberg","Nelson","Nicholas","Ohio","Oldham","Owen","Owsley","Pendleton","Perry","Pike","Powell","Pulaski","Robertson","Rockcastle","Rowan","Russell","Scott","Shelby","Simpson","Spencer","Taylor","Todd","Trigg","Trimble","Union","Warren","Washington","Wayne","Webster","Whitley","Wolfe","Woodford"
"Jackson",216.783,71.85,233.45,117.15,195.033,68.017,116.8,105.767,136.383,122.467,128.133,142.083,0,108.85,144.117,141.567,140.9,303.283,142.333,102.867,158.967,104.833,198.45,253.95,124.783,269.7,323.7,117.133,94.95,230.867,205.05,63.783,69.817,82.9,97.083,140.767,223.567,316.983,144.117,75.117,108.85,300.083,92.417,192.95,120.05,208.15,292.783,103.467,103.8,176.017,246.35,238.35,336.85,241.017,0,136.217,102.483,38.283,137.117,53.917,109.55,91.633,95.383,96.033,200.35,202.867,75.55,123.717,86.4,104.533,239.95,261.45,88.067,43.767,277.017,296.7,75.067,108.583,294.467,150.983,242.433,174.65,59.067,220.833,182.95,196.7,269.5,121.733,226.917,225.117,102.867,208.45,157.65,104.533,89.6,143.033,41.7,96.8,39.983,141.767,119.817,282.333,70.333,124.183,332.517,115.933,13.133,130.767,166.483,258.917,277.017,149.7,131.233,126.1,127.5,159.417,163.3,122.95,21.233,95.183
"Jefferson",87.85,175.05,124.233,67.767,94.033,204.283,175.233,101.633,146.75,110.2,91.617,125.533,136.25,100.583,22.883,99.233,98.667,194.067,89.983,107.833,48.733,140.133,89.233,144.733,25.133,160.05,214.483,75.6,231.2,106.183,95.85,154.517,190.467,78.917,233.35,133.883,114.35,207.767,61.867,153.933,156.833,190.883,140.767,82.733,163.483,79.217,183.567,215.617,95.55,66.817,117.417,116.35,227.633,131.8,136.25,0,87.667,170.417,93.967,190.183,158.767,147.033,129.683,181.667,91.15,136.133,211.817,160.3,164.067,119.017,130.733,152.233,90.317,146.983,167.8,187.483,178.283,89,185.25,172.4,127.567,51.9,119.817,111.617,106.333,85.267,160.283,104.233,117.7,115.917,107.833,99.233,43.083,89.7,192.8,28.933,177.967,200,98.1,137.183,126.7,173.117,117.217,167.617,223.3,32.05,134.817,38.367,89.017,149.7,167.817,149.65,78.633,175.317,134.433,169.783,34.383,152.533,116.767,60.7
"Jessamine",167.217,142.667,166.1,49.8,134.3,171.9,135.483,62.433,86.417,80.167,30.583,104.217,103.883,70.983,94.05,98.2,97.633,235.933,99.05,74.3,112.967,107.75,131.117,186.6,79.817,202.35,256.35,73.867,198.833,163.517,137.717,122.15,158.1,28.433,200.983,67.133,156.233,249.65,100.85,114.2,124.467,232.75,108.4,125.6,131.117,158.8,225.433,175.883,65.933,108.683,185.483,171.017,269.517,173.683,103.883,91.25,0,138.033,93.85,157.817,119.033,107.3,89.933,149.3,133.017,142.133,179.45,127.933,124.317,77.817,172.617,194.1,51.117,114.6,209.667,229.35,145.9,65.3,227.133,115.017,175.083,124.133,87.433,153.5,122.217,121.55,202.167,78.467,159.567,157.783,74.3,141.117,112.683,61.267,160.433,98.067,145.583,167.633,65.717,70.433,93.233,215,84.85,135.233,265.183,70.967,102.45,73.05,91.333,191.567,209.683,94.933,87.967,135.583,100.917,113.833,118.333,112.8,84.4,28.867
"Johnson",253.817,82.117,261.917,154.183,197.433,67.917,113.567,115.567,138.783,159.5,158.65,179.117,38.05,145.883,181.15,178.6,177.95,340.317,179.367,139.9,196,141.867,235.483,298.05,161.817,306.733,360.733,154.183,94.85,267.9,230.083,100.817,69.717,119.933,96.983,143.167,241.3,354.017,181.15,74.783,145.883,337.133,129.45,231.533,157.083,245.183,329.817,103.367,140.85,213.067,283.383,275.4,373.883,278.05,38.05,173.25,139.517,0,174.15,53.833,109.717,80.517,95.367,131.467,237.4,205.267,75.45,160.75,83.167,105.033,257.683,298.483,114.567,80.817,314.05,333.733,75.367,145.617,331.5,152.05,279.467,211.683,96.1,257.867,185.35,214.733,306.533,158.767,263.95,262.167,139.9,245.483,194.683,141.567,101.4,180.067,41.6,108.617,77.017,144.167,156.867,319.367,107.367,161.217,369.55,152.967,50.167,167.8,195.183,276.633,314.067,152.1,168.267,126.267,164.533,161.817,200.35,124.017,58.267,132.217
"Kenton",172.983,177.467,213.033,107.283,182.817,206.7,177.65,104.067,149.183,42.917,120.15,51.633,138.683,60.517,111.683,14.867,14.183,282.867,33.033,83.15,61.8,124.033,178.033,233.533,100.083,245.183,303.283,23,233.633,191.317,184.633,160,192.9,81.35,235.783,142.617,203.15,296.567,49.833,156.367,150.883,279.667,133.45,171.517,136.1,164.35,272.367,218.05,53.633,155.6,202.55,201.483,316.433,220.6,138.683,94.05,92.633,172.833,0,192.617,161.2,149.467,132.1,175.65,179.933,215.667,214.25,100.75,166.5,121.45,219.533,241.033,92.75,149.4,256.6,276.283,180.7,39.367,274.05,174.833,212.7,137.033,122.233,200.417,195.75,174.067,249.083,35.1,206.5,204.7,83.15,188.033,82.517,49.75,195.233,67.9,180.383,202.433,100.517,145.917,64.9,261.917,122.7,147.933,312.1,97.45,137.25,113.317,156.633,238.5,256.6,162.5,32.75,177.75,67.15,172.2,119.517,154.967,119.2,85.333
"Knott",270.733,34.05,247.767,171.1,183.283,16.433,102.967,113,124.633,176.433,144.483,196.033,53.95,162.817,198.067,195.517,194.867,350.567,196.283,156.833,212.917,133.55,248.967,283.9,178.733,315.483,369.483,171.1,64.583,276.2,215.933,101.883,21.667,136.867,46.583,129,227.15,362.767,198.067,61.267,123.133,345.867,114.217,217.383,134.85,262.1,343.417,89.617,157.767,212.383,298.15,283.683,382.633,286.8,53.95,190.183,156.433,54.25,191.067,0,95.7,84.55,81.217,83.417,244.35,191.117,32.717,150.183,72.567,97.383,243.533,307.233,126.4,60.583,322.8,342.483,27.3,162.533,340.25,137.9,287.767,228.617,113.017,266.617,171.2,200.583,303.75,175.683,273.483,270.9,156.833,253.783,211.6,158.5,53.35,197,28.5,60.55,93.933,130.017,173.783,323.35,121.183,128.067,378.3,169.883,67.083,184.717,181.033,262.483,311.267,137.95,185.183,112.25,181.217,147.65,217.267,109.867,75.183,149.133
"Knox",239.75,123.383,202.717,140.1,138.233,108.483,21.817,67.25,79.583,146.4,98.733,171.617,110.667,138.383,167.067,164.433,163.867,305.517,165.283,138.417,181.933,166.117,203.917,238.85,147.75,270.433,324.433,140.1,85.333,231.15,170.883,174.467,111,99.65,126.75,83.95,182.1,317.717,167.083,34.717,182.833,300.817,166.767,172.333,189.483,231.117,298.367,62.2,133.333,167.333,253.1,238.633,337.583,241.75,110.667,159.183,119.417,108.917,160.083,95.1,0,53.983,38.767,172.75,199.3,146.05,118.6,186.3,39.417,51.617,198.483,262.167,80.65,149.917,277.733,297.417,116.633,131.533,295.2,69.683,242.717,197.617,145.817,221.567,126.15,155.533,258.7,144.7,228.433,225.85,138.417,208.733,180.617,127.5,142.683,166,81.55,149.883,124.083,84.967,157.35,278.3,143.217,193.6,333.25,138.9,123.817,153.717,135.967,217.433,266.217,92.883,154.2,21.017,165.033,102.6,186.267,37.867,129.167,118.15
"Larue",226.15,112.383,188.4,126.5,123.917,97.483,68.6,53.65,65.267,132.783,85.133,158,88.667,124.783,153.467,150.833,150.267,291.2,151.683,124.817,168.333,152.517,189.617,224.55,134.133,256.117,310.117,126.5,120.417,216.833,156.583,142.983,99.983,86.05,126.55,69.65,167.783,303.417,153.467,28.2,169.217,286.517,153.167,158.033,175.867,217.5,284.067,102.817,119.733,153.033,238.783,224.333,323.283,227.45,88.667,145.583,105.817,80.283,146.467,84.083,52.15,0,21.45,161.733,184.983,131.75,105.017,172.683,39.9,38.017,184.167,247.867,67.033,122.367,263.433,283.117,105.617,117.933,280.9,79.867,228.4,184.017,121.467,207.267,111.833,141.217,244.383,131.083,214.133,211.55,124.817,194.417,167,113.9,131.667,152.4,70.55,138.867,98.583,70.667,143.75,263.983,129.617,180,318.95,125.3,100.783,140.117,121.667,203.133,251.917,78.583,140.583,68.7,151.433,88.3,172.667,51.833,92.167,104.533
"Laurel",211.033,110.5,173.3,111.4,108.817,95.6,54.867,38.55,50.167,117.683,70.033,142.9,95.933,109.683,138.367,135.717,135.167,276.1,136.583,109.717,153.217,137.417,174.5,209.433,119.033,241.017,295.017,111.4,118.55,201.733,141.467,147.183,98.117,70.933,124.683,54.55,152.683,288.3,138.367,28.85,154.117,271.417,138.067,142.917,160.767,202.4,268.967,95.267,104.633,137.933,223.683,209.217,308.167,212.35,95.933,130.467,90.717,96.383,131.367,82.217,38.417,21.383,0,159.867,169.883,116.65,103.15,157.583,38.983,22.917,169.067,232.767,51.933,126.567,248.333,268.017,103.75,102.833,265.783,60.217,213.3,168.9,117.1,192.15,96.733,126.117,229.283,115.983,199.017,196.45,109.717,179.317,151.9,98.783,129.8,137.3,68.667,137,95.383,55.55,128.65,248.883,114.5,164.9,303.85,110.183,108.05,125.017,106.567,188.017,236.8,63.483,125.483,54.967,136.317,73.2,157.567,32.183,96.367,89.433
"Lawrence",262.333,56.3,278.983,162.683,248.783,99.817,179.45,151.317,196.417,163.5,173.683,131.383,97.75,149.883,189.65,158.133,170.483,348.833,173.417,120.65,204.517,61.3,244,299.5,170.333,315.25,369.25,162.683,147.967,276.417,250.6,57.433,71.2,128.45,116.833,189.867,269.117,362.533,189.667,137.767,48.5,345.633,47.45,238.5,57.417,253.7,338.333,166.1,144.833,221.567,291.9,283.9,382.4,286.567,97.75,181.767,148.033,130.733,174.317,83.2,172.183,161.05,157.717,0,245.9,262.9,116.1,77.95,149.05,168.7,285.5,306.983,139.883,55.967,322.55,342.233,59.533,154.133,340.017,214.383,287.983,220.2,104.7,266.383,242.983,242.25,315.05,175.317,272.467,270.667,120.65,254,203.2,150.083,74.05,188.583,104.983,81.25,104.033,193.167,134.15,327.883,78.45,50.633,378.067,161.483,83.183,176.317,212.033,304.467,322.567,209.733,182.417,188.733,112.65,219.45,208.85,186.35,88.15,140.733
"Lee",79.767,243.033,48.85,102.75,67.633,258.333,214.55,168.65,133.1,180.517,125.933,204.583,204.25,171.35,77.817,187.45,186.883,137.15,178.2,174.667,136.933,208.117,19.1,87.817,99.033,103.567,157.567,163.817,281.267,64.283,28.617,222.517,260.85,134.2,287.417,137.95,68.017,150.85,150.067,191.583,224.817,133.967,208.767,92.483,231.467,71.367,126.65,254.933,166.3,68.133,86.233,71.767,170.717,74.9,204.25,94.283,133.6,238.4,182.183,244.95,198.083,184.683,167.317,249.667,0,109.85,265.867,228.283,201.717,172.65,64.633,95.317,157.333,214.967,110.883,130.567,246.267,165.667,128.333,160.283,75.85,88.4,187.8,54.7,80.05,82.55,103.383,178.817,60.783,59,174.667,41.867,131.283,161.633,260.783,117.133,231.4,268,166.083,135.783,193.6,116.217,185.217,235.6,166.4,110.567,202.8,102.45,100.367,79.717,110.9,128.05,166.833,214.65,201.283,153.883,110.417,191.85,184.767,114.917
"Leslie",160.033,219.683,114.867,132.433,48.833,204.783,161,122.133,82.333,202.683,112.883,227.9,202.533,194.667,120.467,220.717,220.15,217.667,221.583,194.7,179.6,222.417,116.067,151,141.7,182.583,236.583,196.383,227.733,143.3,83.033,236.8,207.3,155.933,233.867,84.4,94.25,229.867,192.717,138.033,239.117,212.967,223.05,94.133,245.767,161.267,210.517,201.4,189.633,79.95,165.25,150.783,249.733,153.9,202.533,136.933,144.567,205.567,216.367,191.4,144.55,131.133,113.783,263.95,111.45,0,212.333,242.583,148.167,119.117,110.633,174.317,136.933,233.183,189.883,209.567,212.933,187.833,207.35,97.833,154.867,138.983,202.1,133.717,35.45,72.05,170.85,200.983,140.583,138,194.7,120.883,173.95,183.783,238.983,159.783,177.85,246.183,180.383,82.233,213.633,190.45,199.5,249.9,245.4,153.233,214.667,140.667,67.75,129.583,178.367,74.5,209.5,161.1,221.317,52.417,164.7,128.733,202.983,144.617
"Letcher",291.45,66.367,269.5,191.817,205.017,18.25,97.183,134.75,146.367,197.133,166.233,216.75,74.667,183.517,218.783,216.233,215.583,372.3,217,177.533,233.633,165.85,270.717,305.65,199.45,337.217,391.217,191.817,46.367,297.933,237.683,134.2,53.967,157.567,40.467,150.75,248.883,384.517,218.783,83.017,155.45,367.617,146.517,239.133,167.15,282.817,365.167,71.033,178.483,234.133,319.883,305.433,404.383,308.55,74.667,210.883,177.15,74.967,211.783,32.65,118.583,106.3,102.967,115.717,266.083,212.85,0,182.5,94.3,119.117,265.267,328.967,148.133,92.9,344.533,364.217,59.617,183.25,362,159.65,309.5,249.317,133.733,288.367,192.933,222.317,325.483,196.4,295.233,292.65,177.533,275.517,232.317,179.2,76.917,217.7,37.267,70.683,114.65,151.767,194.5,345.083,145,160.367,400.05,190.6,87.8,205.433,202.767,284.233,333.017,159.683,205.9,123.583,202.167,169.4,237.983,131.6,95.9,169.85
"Lewis",241.9,122.083,258.55,142.25,228.35,165.6,204.467,130.883,175.983,107.317,153.233,57.7,126.9,102.617,169.217,84.45,96.8,328.4,99.733,68.9,142.65,29.167,223.567,279.067,149.9,294.817,348.8,113.083,213.75,255.983,230.167,65.933,137,108.017,182.633,169.417,248.683,342.1,130.7,183.167,56.033,325.2,38.583,218.05,39,233.267,317.9,230.367,92.717,201.133,271.45,263.467,361.967,266.133,126.9,161.333,127.6,161.05,100.633,148.983,188,176.283,158.917,80.8,225.467,242.467,181.883,0,193.3,148.267,265.067,286.55,119.433,115.333,302.117,321.8,125.317,123.65,319.583,201.633,267.55,199.767,84.267,245.95,222.55,221.817,294.617,101.633,252.017,250.233,68.9,233.567,163.367,129.683,139.833,148.767,168.6,147.05,101.65,172.733,67.183,307.45,53.35,50.833,357.633,141.05,112.333,155.867,191.6,284.017,302.133,189.3,108.733,204.567,38.983,199.017,188.417,181.783,117.15,120.3
"Lincoln",243.333,101.633,205.6,143.7,141.117,86.733,52.1,70.85,82.467,149.983,102.333,175.2,88.9,141.983,170.667,168.017,167.467,308.4,168.883,142.017,185.533,169.717,206.817,241.75,151.333,273.317,327.317,143.7,109.667,234.033,173.767,152.7,89.233,103.25,115.8,86.85,184.983,320.617,170.667,13.133,190.7,303.717,170.367,175.233,193.067,234.7,301.267,92.067,136.933,170.233,255.983,241.517,340.483,244.65,88.9,162.783,123.017,81.95,163.667,73.333,39.883,40.983,39.067,150.983,202.183,148.95,94.267,189.883,0,55.217,201.367,265.067,84.233,128.15,280.633,300.317,94.867,135.133,298.1,95.733,245.6,201.217,136.9,224.467,129.033,158.417,261.583,148.283,231.333,228.75,142.017,211.617,184.2,131.1,120.917,169.6,59.8,128.117,114.017,87.867,160.95,281.183,146.817,195.633,336.15,142.483,102.05,157.317,138.867,220.333,269.1,95.783,157.783,56.45,168.633,105.5,189.867,67.7,107.6,121.733
"Livingston",200.283,128.05,177.367,102.9,112.883,113.15,67.5,27.8,54.233,106.933,57.85,132.15,104.25,98.933,127.617,124.967,124.417,280.167,125.833,98.967,142.467,126.667,178.7,213.5,108.283,245.083,299.083,100.65,131.033,205.8,145.533,141.05,115.667,60.183,142.233,47.233,156.75,292.367,127.617,46.4,143.367,275.467,127.317,146.983,150.017,191.65,273.017,107.9,93.883,141.983,227.75,213.283,312.233,216.4,104.25,119.717,78.533,105.383,120.617,99.767,51.05,39.5,21.967,168.217,173.95,120.717,120.7,146.833,56.533,0,173.133,236.833,41.183,134.9,252.4,272.083,121.3,92.083,269.85,72.867,217.367,158.15,106.35,196.217,100.8,130.183,233.35,105.233,203.083,200.5,98.967,183.383,141.15,88.033,147.35,126.55,86.217,154.55,84.633,50.533,117.9,252.95,103.75,154.15,307.9,99.433,116.367,114.267,110.533,192.083,240.867,67.55,114.733,67.6,125.567,77.25,146.817,44.817,104.683,78.683
"Logan",99.75,272.133,21.65,139.033,66.533,257.233,213.45,174.583,132,216.817,162.233,240.867,240.55,207.65,114.117,223.733,223.183,107.183,214.483,210.967,173.233,244.417,55.5,40.517,135.333,99.25,140.55,200.117,280.183,83,63.483,258.8,259.75,170.5,286.317,136.85,29.05,133.85,186.367,190.483,261.117,116.95,245.067,98.917,267.767,100.967,100.033,253.85,202.6,73.6,99.167,90.267,153.717,70.583,240.55,130.583,169.9,258.017,218.467,243.85,197,183.583,166.233,285.967,65.167,108.767,264.783,264.583,200.617,171.55,0,81.15,189.383,251.267,106.883,115.25,265.383,201.967,111.333,159.183,81.8,136.017,224.1,50.5,78.95,88.233,60.367,215.117,48.567,54.067,210.967,60.583,167.583,197.933,291.433,153.433,230.3,298.633,202.383,134.683,229.9,79.967,221.517,271.9,149.383,146.867,239.1,138.733,120.433,19.1,67.883,126.95,203.133,213.55,237.583,152.783,158.033,190.767,221.067,151.217
"Lyon",114.617,302.4,91.8,162.117,131.083,321.8,278,228.017,196.567,239.883,185.3,263.95,263.617,230.717,137.183,246.817,246.25,45.833,237.567,234.033,196.3,267.483,86.933,44.15,158.4,50.133,66.25,223.183,344.733,93.717,110.383,281.883,317.817,193.567,350.867,201.4,107.7,59.55,209.433,255.033,284.183,42.65,268.133,151.85,290.833,115.85,35.35,318.4,225.667,130.317,73.783,79.283,79.417,45.2,263.617,153.65,192.967,297.767,241.55,308.4,261.55,248.15,230.783,309.033,96.417,173.317,329.333,287.65,265.167,236.117,81.15,0,216.7,274.333,25.517,39.25,305.633,225.033,37.033,223.75,66.75,150.883,247.167,55.4,143.517,148.783,25.667,238.183,53.183,59.883,234.033,75.467,190.65,221,320.15,176.5,294.85,327.367,225.45,199.25,252.967,25.5,244.583,294.967,75.083,169.933,262.167,161.817,159.733,66.6,26.517,191.517,226.2,278.1,260.65,217.333,172.917,255.317,244.133,174.283
"Madison",170.617,128.183,187.267,70.967,127.783,143.083,97.617,24.033,69.133,77.267,52.517,102.467,89.4,69.25,97.933,95.3,94.733,257.1,96.15,69.283,112.8,96.983,152.283,207.767,78.6,223.517,277.517,70.967,161.15,184.7,160.45,111.383,143.6,30.517,172.15,62.567,171.65,270.817,97.95,76.317,113.683,253.917,97.633,146.767,120.35,161.967,246.617,138,64.2,129.85,200.167,192.183,290.683,194.85,89.4,90.05,50.433,114.667,90.933,129.683,81.15,69.433,52.067,138.533,154.183,135.617,150.617,117.167,86.45,41.417,188.033,215.267,0,100.117,230.833,250.517,131.417,62.4,248.3,94.783,196.267,128.483,76.667,174.667,115.7,145.6,223.333,75.55,180.733,178.95,69.283,162.283,111.483,58.367,145.933,96.867,116.133,153.15,51.233,65.883,88.217,236.167,74.083,124.467,286.35,69.767,87.95,84.583,115.4,207,230.85,82.45,85.05,97.717,95.9,92.167,117.133,74.917,69.917,49
"Magoffin",227.733,32.967,244.383,128.083,214.183,76.483,156.117,116.717,161.817,133.417,139.067,139.333,44.65,119.8,155.05,152.517,151.85,314.233,153.267,113.817,169.917,95.083,209.4,264.883,135.733,280.65,334.633,128.083,124.633,241.817,216,54.05,48.867,93.85,94.5,155.25,234.517,327.933,155.067,114.433,94.1,311.033,82.683,203.883,110.317,219.083,303.733,142.783,114.75,186.967,257.283,249.3,347.8,251.967,44.65,147.167,113.433,78.8,148.067,59.867,148.867,123.733,125.367,57.467,211.3,228.3,92.767,113.983,125.717,134.533,250.9,272.383,99.017,0,287.95,307.633,36.2,119.517,305.417,180.983,253.383,185.6,56.983,231.783,208.383,207.633,280.45,132.683,237.85,236.067,113.817,219.4,168.6,115.483,50.717,153.983,81.667,57.933,50.917,158.567,127.917,293.283,60.583,102.1,343.467,126.883,30.083,141.7,177.433,269.85,287.967,175.133,142.183,165.417,120.617,184.85,174.25,152.933,35.05,106.133
"Marion",120.283,318.2,107.617,177.917,146.9,337.6,293.817,243.817,212.367,255.7,201.1,279.75,279.417,246.517,152.983,262.617,262.05,70.533,253.367,249.833,212.117,283.283,102.75,68.383,174.2,28.917,90.95,238.983,360.533,95.967,126.2,297.683,333.633,209.383,366.667,217.217,132.383,84.233,225.233,270.833,300,67.333,283.933,167.65,306.65,121.517,60.033,334.2,241.467,146.117,68,86.033,104.1,54.233,279.417,169.45,208.767,313.567,257.35,324.217,277.35,263.95,246.583,324.833,112.217,189.117,345.133,303.467,280.967,251.917,105.833,24.683,232.5,290.133,0,63.933,321.433,240.833,63.817,239.55,73.517,166.7,262.967,71.2,159.317,164.583,50.35,254,68.983,75.683,249.833,91.267,206.45,236.8,335.967,192.3,310.667,343.167,241.25,215.05,268.767,50.2,260.383,310.767,99.767,185.75,277.983,177.617,175.533,91.283,51.2,207.317,242,293.9,276.45,233.133,173.533,271.117,259.933,190.083
"Marshall",147.083,334.867,124.267,194.583,163.55,354.267,310.467,260.483,229.017,272.35,217.767,296.4,296.083,263.183,169.65,279.267,278.717,43.683,270.033,266.5,228.767,299.95,119.4,74.267,190.867,82.6,65.283,255.65,377.2,126.183,142.85,314.333,350.283,226.033,383.333,233.867,137.817,58.583,241.9,287.5,316.65,41.683,300.6,184.317,323.3,148.3,29.317,350.867,258.133,162.783,106.25,111.733,78.45,77.667,296.083,186.117,225.433,330.233,274.017,340.867,294.017,280.617,263.25,341.5,128.883,205.783,361.8,320.117,297.633,268.583,111.267,37.733,249.167,306.8,63.267,0,338.1,257.5,43.467,256.217,99.217,183.35,279.633,87.867,175.983,181.233,57.433,270.65,85.65,92.35,266.5,107.917,223.117,253.467,352.617,208.967,327.317,359.833,257.917,231.717,285.433,57.767,277.05,327.433,74.117,202.4,294.633,194.267,192.2,96.717,54.167,223.983,258.667,310.567,293.117,249.8,205.383,287.783,276.6,206.75
"Martin",260.983,7.383,268.417,161.35,203.933,43.967,123.617,133.65,145.283,166.683,165.133,175.467,74.6,153.067,188.317,185.767,185.117,347.483,186.533,147.083,203.167,109.083,242.667,298.15,168.983,313.9,367.9,161.35,92.117,275.067,236.583,77.417,15.367,127.117,61.467,149.65,247.8,361.2,188.317,81.917,98.667,344.3,89.733,238.033,110.383,252.35,336.983,110.267,148.017,220.233,290.55,282.567,381.067,285.233,74.6,180.433,146.683,74.9,181.317,27.367,116.35,105.2,101.867,58.95,244.567,211.767,60.25,125.717,93.217,118.033,264.183,305.65,132.267,36.117,321.217,340.9,0,152.783,338.683,158.55,286.633,218.867,90.25,265.05,191.85,221.233,313.717,165.933,271.117,269.333,147.083,252.65,201.85,148.75,28.767,187.25,49.15,35.983,84.183,150.667,164.05,326.55,96.717,103.583,376.733,160.133,63.35,174.967,201.683,283.133,321.233,158.6,175.433,132.9,156.733,168.3,207.517,130.517,68.3,139.383
"Mason",169.333,148.667,194.783,78.483,164.583,177.9,148.85,75.267,120.367,26.933,91.333,66,109.883,26.617,102.05,39.967,41.933,264.617,43.683,67.133,58.15,113.75,159.8,215.283,82.717,231.033,285.033,18.5,204.833,187.65,166.4,128.133,164.083,52.533,206.967,113.817,184.917,278.333,45.483,127.55,130.45,261.433,114.4,154.283,137.1,160.7,254.133,189.25,38.733,137.367,198.883,197.833,298.2,202.367,109.883,90.383,63.833,144.033,38.483,163.817,132.4,120.667,103.3,155.3,161.7,186.85,185.433,124.117,137.683,92.65,201.3,222.783,63.95,120.6,238.35,258.033,151.9,0,255.817,146.017,203.783,133.383,93.433,182.183,166.933,158.033,230.85,24.367,188.25,186.467,67.133,169.8,78.85,10.383,166.417,64.25,151.583,173.633,71.717,117.117,63.733,243.683,90.85,141.233,293.867,73.867,108.433,88.7,127.833,220.25,238.367,133.683,32.6,148.95,90.517,143.4,115.85,126.167,90.4,56.517
