"","Appling","Atkinson","Bacon","Baker","Baldwin","Banks","Barrow","Bartow","Ben Hill","Berrien","Bibb","Bleckley","Brantley","Brooks","Bryan","Bulloch","Burke","Butts","Calhoun","Camden","Candler","Carroll","Catoosa","Charlton","Chatham","Chattahoochee","Chattooga","Cherokee","Clarke","Clay","Clayton","Clinch","Cobb","Coffee","Colquitt","Columbia","Cook","Coweta","Crawford","Crisp","Dade","Dawson","Decatur","DeKalb","Dodge","Dooly","Dougherty","Douglas","Early","Echols","Effingham","Elbert","Emanuel","Evans","Fannin","Fayette","Floyd","Forsyth","Franklin","Fulton","Gilmer","Glascock","Glynn","Gordon","Grady","Greene","Gwinnett","Habersham","Hall","Hancock","Haralson","Harris","Hart","Heard","Henry","Houston","Irwin","Jackson","Jasper","Jeff Davis","Jefferson","Jenkins","Johnson","Jones","Lamar","Lanier","Laurens","Lee","Liberty","Lincoln","Long","Lowndes","Lumpkin","Macon","Madison","Marion","McDuffie","McIntosh","Meriwether","Miller","Mitchell","Monroe","Montgomery","Morgan","Murray","Muscogee","Newton","Oconee","Oglethorpe","Paulding","Peach","Pickens","Pierce","Pike","Polk","Pulaski","Putnam","Quitman","Rabun","Randolph","Richmond","Rockdale","Schley","Screven","Seminole","Spalding","Stephens","Stewart","Sumter","Talbot","Taliaferro","Tattnall","Taylor","Telfair","Terrell","Thomas","Tift","Toombs","Towns","Treutlen","Troup","Turner","Twiggs","Union","Upson","Walker","Walton","Ware","Warren","Washington","Wayne","Webster","Wheeler","White","Whitfield","Wilcox","Wilkes","Wilkinson","Worth"
"Elbert",96.422,380.493,320.64,397.758,98.561,79.412,93.002,161.543,187.216,398.321,190.952,249.475,301.394,236.608,292.992,253.895,170.741,218.642,257.931,465.838,104.045,248.993,310.338,409.136,341.988,174.864,111.359,207.176,55.983,463.413,120.576,392.771,308.459,330.014,442.155,108.465,394.77,233.151,46.089,295.468,366.116,361.776,161.805,161.805,257.554,281.445,146.035,335.607,477.61,469.333,292.165,0,192.192,108.465,214.479,206.759,184.049,184.262,261.827,170.036,204.166,116.411,433.882,184.59,439.438,70.512,119.389,230.988,115.94,121.743,246.499,309.397,29.957,235.186,162.74,292.285,368.187,164.059,191.276,286.786,82.58,206.784,128.036,388.122,315.776,301.082,209.296,351.404,107.706,61.49,316.159,434.846,397.187,196.761,101.187,218.009,87.645,367.479,145.008,442.155,117.143,93.501,356.693,412.27,284.81,342.686,397.758,185.058,281.667,215.221,234.286,191.276,348.554,224.503,267.513,262.331,319.532,437.812,120.576,428.944,135.568,169.901,383.067,344.407,464.21,275.372,53.578,141.285,328.883,268.378,78.509,257.825,255.265,264.807,196.959,432.254,359.333,240.976,280.179,225.338,276.067,324.6,209.058,422.771,228.513,386.148,93.501,363.573,257.458,48.018,123.182,339.882,264.898,227.432,266.915,311.879,48.018,188.667,322.105
"Emanuel",113.377,186.926,127.073,289.721,279.328,260.179,243.818,40.202,288.942,201.418,150.299,115.778,272.487,253.888,99.425,59.504,64.788,38.348,392.485,272.271,268.554,361.094,444.892,215.569,148.421,297.086,303.052,341.73,212.522,327.225,312.269,199.204,200.399,136.447,334.118,120.888,221.889,322.086,189.264,187.431,500.67,253.716,287.641,287.641,99.424,173.385,368.482,142.04,338.12,239.062,131.649,192.134,0,120.888,431.881,265.319,312.851,187.194,350.762,282.086,407.616,87.11,240.315,110.389,331.401,226.998,325.703,365.542,361.822,115.76,258.839,286.887,221.65,150.797,240.027,317.37,169.712,221.96,378.464,93.219,246.003,50.236,346.103,194.555,207.716,107.515,57.555,243.367,143.443,143.455,122.592,240.754,277.669,156.539,194.931,121.766,102.595,173.912,132.775,334.118,88.649,239.285,163.126,304.233,419.364,311,289.721,72.836,191.857,332.855,167.955,378.464,154.987,226.319,396.649,51.187,229.722,268.568,312.269,288.929,114.074,292.62,275.03,150.84,356.173,185.562,182.006,229.727,233.506,248.053,137.722,64.258,227.444,92.561,145.792,289.93,201.021,47.409,92.532,37.691,297.786,186.816,121.003,304.815,230.329,278.111,239.285,170.006,392.012,145.748,346.875,249.213,77.251,361.986,292.577,134.082,145.748,88.651,214.068
"Evans",21.763,301.992,246.682,412.57,222.741,203.592,187.231,97.558,243.488,321.027,205.764,211.048,327.521,273.156,180.188,138.929,55.775,103.676,336.325,353.153,211.967,305.157,388.732,336.017,229.303,241.149,218.077,285.57,155.935,511.737,227.294,318.813,323.271,270.727,456.967,0,409.582,281.475,132.677,310.28,444.51,376.588,219.842,219.842,205.749,296.257,305.514,261.649,525.934,358.671,177.199,107.159,119.608,0,375.721,252.938,256.914,214.081,310.151,226.33,351.456,84.704,321.197,169.882,454.25,170.411,211.378,309.382,223.862,101.803,294.823,357.721,136.675,249.998,207.235,340.609,290.153,200.733,322.304,212.828,189.416,91.818,278.438,275.437,330.588,188.278,157.491,366.216,115.646,46.55,233.065,449.658,445.511,211.573,138.344,203.158,46.189,254.794,159.82,456.967,87.4,182.698,244.008,427.082,363.204,391.01,412.57,137.503,296.479,276.918,249.098,322.304,275.435,254.322,340.712,147.365,334.344,452.624,227.294,477.268,20.846,236.683,397.879,263.545,479.022,290.184,125.419,182.631,343.695,298.197,81.607,178.641,282.478,213.002,197.835,447.066,374.145,167.018,212.141,157.3,324.391,339.412,188.635,471.095,258.332,400.96,182.698,289.871,335.852,77.004,279.21,354.694,196.86,305.826,315.239,240.177,77.004,159.065,336.917
"Fannin",357.898,567.271,491.01,479.072,115.657,136.592,208.161,398.582,156.597,479.635,284.569,343.45,365.364,210.094,499.416,486.159,422.535,470.436,89.417,672.262,121.396,214.163,109.054,612.616,548.412,141.183,141.386,102.779,182.553,436.899,105.306,539.475,389.773,507.948,473.279,374.823,476.084,206.637,207.017,376.782,161.384,411.118,156.928,156.928,371.322,362.759,80.643,478.717,451.096,550.647,531.64,204.176,431.66,374.823,0,187.542,147.091,246.166,235.313,150.114,25.216,345.453,640.306,313.267,520.752,224.663,179.538,95.989,110.815,313.775,219.985,282.883,184.027,316.5,197.758,265.771,449.501,229.089,56.811,451.293,146.168,458.578,134.282,594.546,397.09,507.506,369.376,432.718,287.127,265.429,528.643,516.16,370.673,282.887,244.698,311.587,339.447,573.903,300.137,473.279,346.185,223.376,563.117,435.954,65.78,316.172,479.072,349.68,362.981,136.39,315.6,56.811,531.583,226.463,160.14,464.824,375.848,519.126,105.306,402.43,387.362,145.862,464.381,529.755,493.949,356.686,217.612,226.631,386.666,289.446,299.932,470.309,312.907,411.129,297.292,513.568,440.647,447.423,428.671,398.163,249.553,405.914,321.503,396.257,272.561,446.805,223.376,557.558,112.577,331.187,129.896,383.027,406.86,87.462,240.401,393.193,331.187,328.993,403.419
"Fayette",234.636,401.102,324.841,312.903,164.818,161.306,120.125,263.082,34.668,313.466,118.4,177.281,136.67,20.412,333.247,319.99,299.273,308.35,146.491,506.093,130.847,76.104,198.898,446.447,382.243,45.118,256.061,95.792,157.524,274.339,213.373,373.306,223.604,341.779,310.719,251.561,309.915,44.077,175.624,210.613,254.676,248.558,53.979,53.979,205.153,196.59,131.521,312.548,288.536,384.478,365.471,209.97,265.491,251.561,185.943,0,60.883,79.997,72.753,42.852,161.678,222.191,474.137,147.098,354.583,136.627,91.502,119.548,127.621,190.513,27.588,96.865,215.249,150.331,30.905,103.211,283.332,62.92,132.526,285.124,138.129,320.238,111.902,428.377,230.921,341.337,203.207,266.549,163.865,245.211,362.474,349.991,208.113,116.718,121.436,145.418,216.185,407.734,134.548,310.719,222.923,99.669,396.948,273.394,173.37,153.612,312.903,198.865,154.922,80.9,125.303,132.526,365.414,50.079,144.694,298.655,151.762,352.957,213.373,239.87,264.1,48.295,298.212,363.586,331.389,190.517,184.625,71.198,194.971,96.344,176.67,304.14,121.212,244.96,131.123,347.399,274.478,281.254,262.502,231.994,86.993,239.745,155.334,233.697,75.867,284.245,99.669,391.389,146.018,207.925,112.674,170.67,240.691,115.992,77.841,227.024,207.925,162.824,237.25
"Floyd",233.533,442.618,366.357,347.384,140.453,136.941,95.76,274.217,26.051,354.982,159.916,218.797,234.818,79.548,374.763,361.506,298.17,346.071,108.981,547.609,106.482,72.395,161.388,487.963,423.759,14.344,231.696,58.282,133.159,306.353,189.008,414.822,265.12,383.295,342.733,250.458,351.431,76.091,151.259,252.129,217.166,280.572,37.259,37.259,246.669,238.106,94.011,354.064,320.55,425.994,406.987,185.605,307.007,250.458,148.433,56.996,0,121.513,104.767,25.608,124.168,221.088,515.653,188.614,396.099,112.262,67.137,82.038,103.256,189.41,89.439,152.337,190.884,191.847,73.105,135.225,324.848,104.436,95.016,326.64,113.764,334.213,87.537,469.893,272.437,382.853,244.723,308.065,162.762,244.108,403.99,391.507,240.127,158.234,120.333,186.934,215.082,449.25,175.772,342.733,221.82,98.566,438.464,305.408,135.86,185.626,347.384,225.315,238.328,28.359,190.947,95.016,406.93,101.81,71.909,340.171,245.302,394.473,189.008,271.884,262.997,18.312,339.728,405.102,363.403,232.033,161.854,102.266,289.075,158.9,175.567,345.656,188.254,286.476,172.639,388.915,315.994,322.77,304.018,273.51,119.007,281.261,196.85,265.711,147.908,316.259,98.566,432.905,108.508,206.822,88.309,252.481,282.207,78.482,109.855,268.54,206.822,204.34,278.766
"Forsyth",196.281,321.944,245.683,233.745,213.927,210.415,169.234,183.924,103.85,234.308,39.242,98.123,117.131,68.112,254.089,240.832,213.05,229.192,207.393,426.935,179.956,176.002,259.8,367.289,303.085,111.994,305.17,156.638,130.686,230.663,262.482,294.148,144.446,262.621,278.142,213.206,230.757,136.994,156.625,131.455,315.578,175.027,102.549,102.549,125.995,117.432,183.39,233.39,237.757,305.32,286.313,183.132,186.333,213.206,246.789,80.227,127.759,0,165.67,96.994,222.524,153.149,394.979,67.94,275.425,132.715,140.611,180.45,176.73,112.965,72.801,122.949,194.656,71.173,54.935,131.332,204.174,36.868,193.372,205.966,187.238,241.08,161.011,349.219,151.763,262.179,124.049,187.391,105.103,206.856,283.316,270.833,162.444,37.56,83.079,66.26,177.83,328.576,82.997,278.142,141.742,104.048,317.79,210.313,234.272,140.587,233.745,119.707,91.815,147.763,70.273,193.372,286.256,40.281,211.557,219.497,123.228,273.799,262.482,189.966,225.745,107.528,219.054,284.428,300.197,111.359,146.27,56.96,147.728,84.115,138.315,224.982,71.002,165.802,51.965,268.241,195.32,202.096,183.344,152.836,111.748,160.587,76.176,196.866,44.348,222.135,104.048,312.231,206.92,169.57,161.783,143.578,161.533,176.894,106.539,147.866,169.57,83.666,158.092
"Franklin",292.395,486.255,409.994,264.217,217.896,214.384,173.203,333.079,85.217,339.818,203.553,262.434,151.651,73.331,418.4,405.143,357.032,393.503,197.04,591.246,183.925,37.818,249.447,472.469,467.396,95.667,309.139,146.341,210.602,223.186,266.451,399.328,223.547,426.932,259.566,309.32,336.267,32.228,228.702,295.766,258.952,197.405,104.528,104.528,290.306,281.743,182.07,397.701,237.383,410.83,450.624,263.048,350.644,309.32,236.492,72.854,111.432,165.15,0,93.401,212.227,279.95,559.29,232.251,321.014,189.705,144.58,170.097,180.699,248.272,57.031,72.411,268.327,235.484,116.742,21.062,368.485,148.073,183.075,370.277,191.207,393.075,164.98,513.53,211.379,426.49,288.36,228.088,221.624,302.97,447.627,376.343,156.96,201.871,179.195,230.571,273.944,492.887,234.634,259.566,280.682,157.428,482.101,222.241,223.919,102.459,264.217,284.018,175.6,88.77,162.372,183.075,450.567,85.333,93.435,383.808,162.135,352.07,266.451,188.717,321.859,98.844,289.069,448.739,280.236,206.293,242.384,161.128,205.908,99.018,234.429,389.293,140.525,330.113,216.276,332.398,300.5,366.407,347.655,317.147,31.556,324.898,240.487,182.544,95.193,233.092,157.428,417.411,146.859,265.684,165.752,169.314,325.844,166.541,35.407,312.177,265.684,247.977,322.403
"Fulton",208.675,418.043,341.782,329.844,125.212,121.7,80.519,249.359,18.066,330.407,135.341,194.222,222.728,67.458,350.188,336.931,273.312,321.213,111.116,523.034,91.241,79.564,163.523,463.388,399.184,15.556,216.455,60.361,117.918,294.263,173.767,390.247,240.545,358.72,330.643,225.6,326.856,64.001,136.018,227.554,219.301,268.482,10.078,10.078,222.094,213.531,87.113,329.489,308.46,401.419,382.412,170.364,282.432,225.6,150.512,37.609,31.321,96.938,92.677,0,126.247,196.23,491.078,164.039,371.524,97.021,51.896,84.173,88.015,164.552,77.349,140.247,175.643,167.272,48.53,123.135,300.273,79.861,97.095,302.065,98.523,309.355,72.296,445.318,247.862,358.278,220.148,283.49,137.904,219.25,379.415,366.932,228.037,133.659,95.475,162.359,190.224,424.675,150.914,330.643,196.962,73.708,413.889,293.318,137.995,173.536,329.844,200.457,213.753,51.325,166.372,97.095,382.355,77.235,115.119,315.596,233.212,369.898,173.767,259.794,238.139,11.09,315.153,380.527,351.313,207.458,158.664,77.408,237.438,146.81,150.709,321.081,163.679,261.901,148.064,364.34,291.419,298.195,279.443,248.935,106.917,256.686,172.275,253.621,123.333,304.169,73.708,408.33,110.643,181.964,73.068,240.391,257.632,80.617,97.765,243.965,181.964,179.765,254.191
"Gilmer",334.226,543.599,467.338,455.4,121.537,127.956,184.489,374.91,132.925,455.963,260.897,319.778,341.692,186.422,475.744,462.487,398.863,446.764,65.745,648.59,99.002,190.491,83.452,588.944,524.74,117.511,168.365,79.107,152.454,413.227,132.285,515.803,366.101,484.276,449.607,351.151,452.412,182.965,179.115,353.11,139.23,387.446,133.256,133.256,347.65,339.087,58.249,455.045,427.424,526.975,507.968,203.819,407.988,351.151,27.627,163.87,123.419,222.494,211.641,126.442,0,321.781,616.634,289.595,497.08,200.991,155.866,72.317,88.421,290.103,196.313,259.211,200.912,292.828,174.086,242.099,425.829,205.417,33.139,427.621,123.774,434.906,111.888,570.874,373.418,483.834,345.704,409.046,263.455,344.801,504.971,492.488,347.001,259.215,221.026,287.915,315.775,550.231,276.465,449.607,322.513,199.704,539.445,412.282,40.178,292.5,455.4,326.008,339.309,112.718,291.928,33.139,507.911,202.791,136.468,441.152,352.176,495.454,132.285,378.758,363.69,122.19,440.709,506.083,470.277,333.014,189.71,202.959,362.994,265.774,276.26,446.637,289.235,387.457,273.62,489.896,416.975,423.751,404.999,374.491,225.881,382.242,297.831,372.585,248.889,423.133,199.704,533.886,88.905,307.515,107.502,359.355,383.188,63.79,216.729,369.521,307.515,305.321,379.747
"Glascock",66.898,275.436,215.583,345.118,192.971,173.822,157.461,53.129,213.718,278.884,136.905,137.146,260.069,191.191,187.935,138.131,64.131,101.568,306.555,360.781,182.197,275.387,358.962,304.079,236.931,211.379,229.077,255.8,126.165,374.327,246.865,286.85,255.819,224.957,389.515,83.823,342.13,251.705,102.907,242.828,414.74,309.136,190.072,190.072,149.773,228.805,275.744,224.614,393.517,326.708,183.026,118.159,87.135,83.823,345.951,223.168,227.144,153.084,280.381,196.56,321.686,0,328.825,104.463,386.798,140.641,181.608,279.612,194.092,40.183,265.053,327.951,147.675,182.546,177.465,310.839,234.177,139.736,292.534,180.865,159.646,97.645,248.668,283.065,263.136,196.025,101.515,298.764,67.866,77.473,211.102,382.206,305.382,144.121,108.574,137.739,37.897,262.422,91.555,389.515,10.608,152.928,251.636,359.63,333.434,361.24,345.118,72.084,229.027,247.148,181.646,292.534,243.497,193.325,310.942,153.343,266.892,385.172,246.865,333.63,77.434,206.913,330.427,239.35,411.57,222.732,95.649,152.861,276.243,235.635,51.365,152.768,215.026,157.026,132.416,379.614,306.693,135.919,171.765,116.924,294.621,271.96,125.204,339.804,197.335,333.508,152.928,258.516,306.082,68.392,249.44,287.242,156.484,276.056,285.469,184.201,68.392,95.634,269.465
"Glynn",342.357,43.755,111.111,307.788,608.157,504.914,475.055,275.96,498.08,192.71,359.437,235.391,354.554,463.026,149.3,181.477,262.682,236.368,601.623,45.192,574.186,570.232,654.03,81.293,123.03,506.224,616.992,550.868,455.658,372.896,656.712,137.345,297.965,94.738,349.969,322.284,202.832,531.224,425.022,278.324,709.808,312.538,496.779,496.779,207.512,292.087,577.62,155.048,361.091,192.08,148.63,427.892,234.364,322.284,641.019,474.457,521.989,396.332,559.9,491.224,616.754,322.868,0,353.992,286.787,458.235,534.841,574.68,570.96,355.719,467.977,496.025,457.408,359.935,449.165,526.508,200.69,431.098,587.602,137.324,488.435,229.473,555.241,68.103,309.861,141.785,280.408,299.128,383.402,379.213,79.252,193.788,363.286,365.677,425.655,330.904,338.353,86.916,367.301,349.969,324.407,484.516,119.942,327.204,628.502,410.123,307.788,314.752,297.066,541.993,377.093,587.602,86.7,435.457,605.787,188.461,334.931,221.602,656.712,346.844,315.608,501.758,255.411,77.709,359.731,290.771,417.764,438.865,326,457.191,373.48,130.675,436.582,175.162,354.93,262.515,209.816,155.458,160.825,246.887,506.924,246.331,330.141,372.048,439.467,302.137,484.516,93.607,601.15,381.506,556.013,354.275,180.597,571.124,501.715,216.683,381.506,322.484,252.384
"Gordon",147.188,280.922,204.661,240.346,216.941,197.792,151.727,99.56,171.752,240.909,32.133,64.885,155.297,136.698,213.067,199.81,144.807,148.815,275.295,385.913,247.858,243.904,327.702,303.455,262.063,179.896,292.566,224.54,148.536,269.555,270.835,249.468,151.047,221.599,284.743,164.113,237.358,204.896,141.551,138.056,383.48,204.364,170.451,170.451,92.757,124.033,251.292,192.368,288.745,311.921,245.291,184.109,110.569,164.113,314.691,148.129,195.661,70.004,233.572,164.896,290.426,104.462,353.957,0,282.026,150.565,208.513,248.352,244.632,63.218,141.649,169.697,212.506,70.24,122.837,200.18,168.208,87.541,261.274,164.944,181.313,152.176,228.913,308.197,158.364,221.157,63.125,193.992,90.366,157.763,242.294,277.434,200.61,39.349,100.199,33.276,118.187,287.554,41.845,284.743,93.853,128.192,276.768,254.858,302.174,193.81,240.346,57.847,124.255,215.665,76.874,261.274,245.234,109.129,279.459,178.475,162.12,280.4,270.835,228.858,166.925,175.43,225.655,243.406,306.798,117.96,131.196,89.624,171.471,130.863,101.562,183.96,110.254,124.78,27.644,274.842,201.921,161.074,142.322,111.814,180.596,167.188,24.468,235.032,113.139,228.736,128.192,247.594,274.822,132.817,229.685,182.47,120.511,244.796,175.387,118.859,132.817,21.891,164.693
"Grady",435.545,245.365,210.98,58.846,487.495,483.983,442.802,322.742,377.418,112.073,247.436,209.241,193.713,342.364,326.828,379.65,389.894,368.01,480.961,282.916,453.524,356.029,533.368,251.28,393.053,385.562,578.738,430.206,404.218,137.644,536.05,151.94,135.927,228.242,74.592,452.47,91.622,333.037,395.862,140.068,589.146,123.605,376.117,376.117,207.365,161.602,456.958,172.36,106.919,124.507,425.131,438.235,325.151,452.47,520.357,353.795,401.327,275.67,321.497,370.562,496.092,384.63,289.002,279.865,0,406.247,414.179,454.018,450.298,335.015,300.722,263.397,468.188,217.185,328.503,308.326,131.992,310.436,466.94,211.116,460.806,379.898,434.579,338.126,138.624,334.918,262.867,103.531,348.175,446.12,279.099,95.414,170.734,246.785,356.611,278.185,389.984,311.155,307.12,74.592,374.021,377.58,389.965,98.482,507.84,221.19,58.846,331.632,178.104,421.331,219.498,466.94,211.334,274.362,411.646,358.315,177.843,67.818,536.05,139.175,465.009,381.096,64.39,240.599,73.883,183.802,385.507,330.528,130.268,231.967,377.579,277.34,204.106,214.474,263.89,24.258,100.683,264.571,225.803,269.497,288.743,120.185,260.002,164.379,248.778,84.416,377.58,196.222,480.488,398.254,435.351,165.342,229.784,450.462,301.722,172.919,398.254,295.591,126.239
"Greene",149.261,389.19,333.555,359.94,81.522,53.827,20.255,179.632,114.469,360.503,153.134,212.054,319.131,163.861,318.665,297.052,213.898,261.799,185.184,491.511,43.244,176.246,237.591,432.349,367.661,102.117,157.147,134.429,19.973,390.666,135.416,420.343,270.641,350.493,427.046,166.186,356.952,160.404,42.787,257.65,293.369,364.885,89.058,89.058,239.926,243.627,90.556,318.889,404.863,431.515,335.322,71.391,223.21,166.186,224.58,134.012,111.302,132.815,189.08,97.289,200.315,136.816,459.555,147.777,401.62,0,46.642,158.241,60.461,103.669,173.752,236.65,82.915,197.368,88.98,219.538,330.369,102.612,171.163,293.838,25.303,249.941,72.335,413.795,277.958,326.755,195.76,313.586,78.196,117.464,347.892,397.028,324.44,158.943,49.74,180.191,130.81,393.152,113.691,427.046,137.548,25.768,382.366,389.721,212.063,269.939,359.94,166.984,243.849,142.474,196.468,171.163,357.251,182.586,194.766,273.837,329.615,399.994,135.416,356.197,178.725,97.154,345.249,353.104,447.716,237.554,53.382,78.205,291.065,243.213,88.685,289.558,203.818,251.301,159.141,394.436,321.515,266.672,268.843,220.166,203.32,286.782,175.629,350.024,212.599,348.33,25.768,376.488,184.711,88.575,57.77,336.794,247.032,154.685,194.168,274.061,88.575,154.567,284.287
"Gwinnett",191.544,462.306,386.045,374.107,83.247,77.923,29.693,221.915,69.466,374.67,179.604,238.485,274.128,118.858,394.451,381.194,256.181,304.082,140.181,567.297,49.276,131.243,192.588,507.651,443.447,57.114,172.678,89.426,67.092,345.663,131.802,434.51,284.808,402.983,382.043,208.469,371.119,115.401,85.192,271.817,248.366,319.882,44.055,44.055,266.357,257.794,61.205,373.752,359.86,445.682,426.675,119.538,326.695,208.469,179.577,89.009,66.299,141.201,144.077,52.286,155.312,179.099,535.341,208.302,415.787,46.195,0,113.238,46.05,145.952,128.749,191.647,131.866,211.535,92.793,174.535,344.536,124.124,126.16,346.328,54.746,292.224,30.331,489.581,292.125,402.541,264.411,327.753,120.479,159.869,423.678,411.195,279.437,177.922,73.612,206.622,173.093,468.938,136.421,382.043,179.831,44.908,458.152,344.718,167.06,224.936,374.107,185.964,258.016,97.471,210.635,126.16,426.618,137.583,149.763,359.859,284.612,414.161,131.802,311.194,221.008,52.151,359.416,424.79,402.713,251.721,95.787,66.088,281.701,198.21,130.968,365.344,207.942,306.164,192.327,408.603,335.682,342.458,323.706,293.198,158.317,300.949,216.538,305.021,167.596,355.569,44.908,452.593,139.708,130.98,31.103,291.791,301.895,109.682,149.165,288.228,130.98,177.297,298.454
"Habersham",286.75,496.123,419.862,407.924,181.706,178.194,137.013,327.434,85.449,408.487,213.421,272.302,294.216,138.946,428.268,415.011,351.387,399.288,34.465,601.114,147.735,103.716,86.872,541.468,477.264,70.035,272.949,40.039,174.412,365.751,230.261,468.327,318.625,436.8,402.131,303.675,404.936,135.489,192.512,305.634,142.65,339.97,85.78,85.78,300.174,291.611,92.568,407.569,379.948,479.499,460.492,226.858,360.512,303.675,96.578,116.394,75.943,175.018,164.165,78.966,72.313,274.305,569.158,242.119,449.604,153.515,108.39,0,144.509,242.627,148.837,211.735,232.137,245.352,126.61,194.623,378.353,157.941,56.989,380.145,155.017,387.43,128.79,523.398,325.942,436.358,298.228,361.57,215.979,297.325,457.495,445.012,299.525,211.739,173.55,240.439,268.299,502.755,228.989,402.131,275.037,152.228,491.969,364.806,71.965,245.024,407.924,278.532,291.833,46.561,244.452,56.989,460.435,155.315,64.464,393.676,304.7,447.978,230.261,331.282,316.214,74.714,393.233,458.607,422.801,285.538,203.107,155.483,315.518,218.298,228.784,399.161,241.759,339.981,226.144,442.42,369.499,376.275,357.523,327.015,178.405,334.766,250.355,325.109,201.413,375.657,152.228,486.41,33.992,260.039,129.562,311.879,335.712,8.527,169.253,322.045,260.039,257.845,332.271
"Hall",211.321,498.017,421.756,409.818,42.346,42.084,44.872,241.692,105.177,410.381,215.315,274.196,309.839,154.569,430.162,416.905,275.958,323.859,175.892,603.008,11.313,166.954,228.299,543.362,479.158,92.825,126.278,125.137,64.107,381.374,90.901,470.221,320.519,438.694,417.754,228.246,406.83,151.112,90.768,307.528,284.077,355.593,79.766,79.766,302.068,293.505,29.98,409.463,395.571,481.393,462.386,115.472,362.406,228.246,111.106,124.72,102.01,176.912,179.788,87.997,88.111,198.876,571.052,244.013,451.498,60.373,50.247,148.949,0,165.729,164.46,227.358,112.565,247.246,128.504,210.246,380.247,159.835,75.221,382.039,35.427,312.001,23.831,525.292,327.836,438.252,300.122,363.464,140.256,165.445,459.389,446.906,315.148,213.633,112.645,242.333,192.87,504.649,219.605,417.754,199.608,68.4,493.863,380.429,127.07,260.647,409.818,229.044,293.727,133.182,246.346,75.221,462.329,173.294,185.474,395.57,320.323,449.872,90.901,346.905,240.785,87.862,395.127,460.501,438.424,287.432,101.363,146.099,317.412,233.921,141.673,401.055,243.653,341.875,228.038,444.314,371.393,378.169,359.417,328.909,194.028,336.66,252.249,340.732,203.307,391.28,68.4,488.304,175.419,136.556,19.813,327.502,337.606,145.393,184.876,323.939,136.556,259.739,334.165
"Hancock",83.969,285.52,220.154,294.424,168.956,149.807,119.948,75.962,182.129,294.987,87.223,128.382,209.375,151.007,214.995,172.294,104.242,135.731,274.966,387.841,155.879,243.798,327.373,314.163,263.991,179.79,244.581,224.211,100.551,323.633,222.85,288.996,205.125,237.092,338.821,100.894,291.436,220.116,78.867,192.134,383.151,258.442,158.483,158.483,153.793,178.111,244.155,231.896,342.823,365.999,215.596,121.425,114.959,100.894,314.362,191.579,195.555,112.9,248.792,164.971,290.097,40.183,355.885,63.497,336.104,103.128,150.019,248.023,167.774,0,166.087,223.775,148.079,131.852,145.876,279.25,264.853,99.552,260.945,180.437,133.328,128.578,217.079,310.125,212.442,223.085,99.883,248.07,27.682,94.544,244.222,331.512,254.688,93.427,76.985,96.773,54.968,289.482,51.371,338.821,28.776,121.339,278.696,308.936,301.845,247.888,294.424,63.965,178.333,215.559,130.952,260.945,253.581,153.141,279.353,180.403,216.198,334.478,222.85,282.936,113.433,175.324,279.733,249.434,360.876,172.038,68.512,95.053,225.549,184.941,38.878,185.888,164.332,164.308,91.45,328.92,255.999,163.002,171.038,116.496,263.032,221.266,87.965,289.11,157.151,282.814,121.339,263.087,274.493,70.133,217.851,236.548,155.757,244.467,253.88,182.356,70.133,67.574,218.771
"Haralson",276.156,394.718,318.457,249.538,201.657,198.145,156.964,256.698,68.978,307.082,112.016,170.897,109.081,18.806,326.863,313.606,340.793,301.966,180.801,499.709,167.686,66.607,233.208,440.063,375.859,79.428,292.9,130.102,194.363,228.682,250.212,366.922,186.575,335.395,265.062,293.081,303.531,29.671,212.463,204.229,288.986,202.901,88.289,88.289,198.769,190.206,165.831,306.164,242.879,378.094,359.087,246.809,259.107,293.081,220.253,27.394,95.193,72.793,59.822,77.162,195.988,263.711,467.753,140.714,301.421,173.466,128.341,153.858,164.46,166.139,0,69.276,252.088,143.947,54.147,76,276.948,66.516,166.836,278.74,174.968,313.854,148.741,421.993,174.407,334.953,196.823,197.676,205.385,286.731,356.09,343.607,162.456,110.334,162.956,139.034,257.705,401.35,138.144,265.062,194.916,141.189,390.564,227.737,207.68,107.955,249.538,192.481,147.375,115.21,117.136,166.836,359.03,32.519,123.464,292.271,124.173,346.573,250.212,194.213,305.62,82.605,291.828,357.202,285.732,153.67,226.145,86.608,170.835,68.755,218.19,297.756,104.29,238.576,124.739,312.805,268.094,274.87,256.118,225.61,59.764,233.361,148.95,188.04,58.958,238.588,141.189,385.005,180.328,249.445,149.513,143.081,234.307,150.302,50.63,220.64,249.445,156.44,230.866
