"","Adams","Alcorn","Amite","Attala","Benton","Bolivar","Calhoun","Carroll","Chickasaw","Choctaw","Claiborne","Clarke","Clay","Coahoma","Copiah","Covington","DeSoto","Forrest","Franklin","George","Greene","Grenada","Hancock","Harrison","Hinds","Holmes","Humphreys","Issaquena","Itawamba","Jackson","Jasper","Jefferson","Jefferson Davis","Jones","Kemper","Lafayette","Lamar","Lauderdale","Lawrence","Leake","Lee","Leflore","Lincoln","Lowndes","Madison","Marion","Marshall","Monroe","Montgomery","Neshoba","Newton","Noxubee","Oktibbeha","Panola","Pearl River","Perry","Pike","Pontotoc","Prentiss","Quitman","Rankin","Scott","Sharkey","Simpson","Smith","Stone","Sunflower","Tallahatchie","Tate","Tippah","Tishomingo","Tunica","Union","Walthall","Warren","Washington","Wayne","Webster","Wilkinson","Winston","Yalobusha","Yazoo"
"Rankin",43.767,96.267,101.7,82.5,61.483,159.217,95.717,101.767,159.017,86.1,82.3,92.233,215.6,193.4,49.6,39.617,96.217,32.467,65.433,88.717,157.167,111.567,186.033,134.283,21.233,74.15,69,87.5,214.833,21.233,69.133,86.117,74.533,104.067,107.8,164.25,212.667,82.583,41.483,58.2,194.617,124.617,66.217,149.6,33.45,75.567,195.983,84.033,108.85,70.917,47.35,122.233,128.217,140.867,79.317,145.75,87.05,188.567,74.533,92.233,0,160.1,147.5,87.9,81.083,139.417,125.05,127.333,155.55,227.9,240.933,192.35,67.2,137.067,57.483,113.05,119.783,104.033,129.917,121.033,151.783,59.283
"Scott",138.917,168.5,228.6,141.533,109.583,6.567,232,96.6,160.083,191.667,148.017,243.733,207.45,77.933,176.483,137.567,247.717,183.967,116.9,89.533,291.817,99.183,313.133,116.967,150.417,109.2,154.483,79.483,206.683,150.417,217.7,178.167,209.2,240.35,223.917,139.983,171.833,234.083,193,169.7,189.933,90.733,193.1,183.75,144.65,227.083,162.85,202.417,108.783,201.983,198.85,204.55,166.3,108.217,186.383,280.4,213.933,171.283,209.2,243.733,161.083,0,77.117,230.25,232.6,274.067,51.217,81.767,129.45,197.717,233.333,101.2,208.033,145.233,117.817,184.8,271.033,180.083,217.033,185.767,141.517,114.333
"Sharkey",119.167,201.933,216.767,97.083,105.283,76.7,218.933,56.733,107.6,147.217,181.45,220.283,151.833,58.617,164.65,125.767,224.25,158.833,87.733,108.567,278.767,46.7,307.617,44.617,133.45,80.033,180.917,124.3,151.067,133.45,203.383,201.183,196.133,227.3,179.883,84.367,132.6,196.417,176.183,125.25,134.317,38.25,181.267,139.733,123.933,198.983,115.917,199.083,77.767,157.533,182.033,160.517,122.283,57.983,141.933,267.35,202.1,115.65,196.133,220.283,148.133,77.317,0,217.2,209.133,261.017,46.533,37.183,77.25,150.633,177.717,77.2,163.583,92.75,151.25,218.217,247.833,136.067,250.467,141.733,86.15,147.767
"Simpson",114.35,164.567,135.017,126.967,132.333,230.05,27.9,176.333,202.45,106.083,147.833,77.7,240.767,264.25,94.783,110.467,78,65.2,136.283,159.567,103.15,186.95,137.95,209.667,92.083,145,140.367,158.35,240.017,92.083,26.867,138.333,58.583,36.933,117.3,239.633,288.05,94.633,67.867,98.3,218.283,200.017,92.35,168.817,104.3,87.617,271.367,115.683,179.7,87.15,60.267,134.283,168.433,216.25,105.333,97.683,120.35,232,58.583,77.7,87.65,230.933,222.9,0,93.15,91.35,195.9,198.183,230.95,264.233,268.583,267.75,83.1,180.817,128.317,147.317,67.617,144.25,161.567,161.25,227.183,130.117
"Smith",107.917,168.067,173.517,112.4,134.733,231.017,68.467,161.767,131.4,64.717,154.1,38.4,161.467,251.067,121.4,111.433,42.383,58.433,138.7,160.533,106.45,172.383,171.617,195.1,93.05,148.2,140.8,159.317,160.717,93.05,64.767,157.933,115.3,63.75,43.85,187.417,206.067,14.467,46.65,89.733,138.983,185.433,138.033,89.517,105.25,17.083,189.383,155.833,182.4,58.8,43.983,55,96.4,201.683,75.75,131.333,158.85,152,115.3,38.4,79.817,231.9,208.317,91.733,0,125,196.867,191.867,216.367,184.95,189.283,241.5,54.75,127.367,129.283,184.85,65.95,98.5,201.717,98.883,185.95,131.083
"Stone",158,197.967,137.533,197.083,175.7,273.433,69.85,215.983,242.683,155.033,191.067,106.75,272.75,307.617,138.033,153.85,107.067,136.45,179.667,202.933,61.517,225.783,64.767,248.5,135.467,188.383,183.6,201.717,272,135.467,97.067,169.2,88.25,68.017,149.283,278.467,317.35,126.617,133,168.4,250.267,238.85,124.567,200.8,147.667,119.617,300.667,147.9,223.083,145.267,125.4,166.283,207.683,255.083,163.45,14.417,116.65,263.283,88.25,106.75,138.15,274.317,261.733,91.683,125.133,0,239.267,241.55,269.783,296.233,300.567,306.583,141.217,234.383,171.7,179.55,99.1,197.817,177.583,210.167,266.017,173.483
"Sunflower",103.917,164.017,191.55,97.817,74.583,52.183,197,52.883,129.85,147.95,143.533,208.733,187.017,72.383,139.45,102.567,212.717,148.967,75.033,68.283,256.817,68.95,276.1,86.85,115.417,67.333,146.55,79.933,186.25,115.417,182.7,173.683,174.183,205.35,180.2,119.817,161.583,196.717,158,125.983,166.033,52.567,156.067,140.033,109.65,192.067,151.217,173.883,65.067,158.267,163.85,160.833,122.583,88.033,142.667,245.4,176.9,145.1,174.183,208.733,126.083,53.067,46.883,195.25,197.583,239.067,0,42.05,112.55,186.083,212.35,90.967,164.317,102,113.333,180.3,236.033,136.367,212.55,142.05,111.283,109.85
"Tallahatchie",98.35,176.05,195.933,80,79.4,82.05,198.117,35.083,108.333,130.133,155.567,203.2,167.517,77.4,143.833,104.933,207.183,141.75,61.85,88.5,257.95,47.433,286.8,66,112.617,54.15,155.033,108.333,166.75,112.617,186.317,180.35,175.317,206.467,162.4,101.25,149.65,178.917,159.117,108.183,149.417,26.35,160.45,122.233,103.1,181.917,132.967,178.267,51.883,140.45,164.967,143.033,104.783,79.367,124.85,246.517,181.283,123.583,175.317,203.2,127.3,82.667,36.333,196.367,192.067,240.2,40.717,0,92.55,164.9,195.733,95.983,146.517,84.2,125.367,192.333,230.75,118.567,224.583,124.233,89.767,121.883
"Tate",127.25,215.233,224.833,105.15,119.717,131.083,227.017,77.283,110.55,155.283,201.267,228.35,106.783,57.433,172.717,133.833,232.333,166.9,102.583,160.483,286.833,55.767,315.7,36.367,141.517,100.833,187.967,180.317,106.033,141.517,211.467,209.25,204.2,235.367,187.967,50.2,61.6,204.483,184.25,133.333,89.1,66.783,189.35,147.8,132,207.067,44.917,207.15,123.867,165.6,190.117,168.6,130.35,24.883,150,275.417,210.167,81.483,204.2,228.35,156.2,131.7,76,225.267,217.2,269.083,110.817,90.683,0,81.167,131.667,37.317,171.65,101.833,176.417,233.733,255.9,144.133,253.033,149.817,84.417,178.2
"Tippah",200.35,288.35,297.95,161.767,192.817,197.817,241.017,150.4,82.383,184.717,274.383,210.5,67.467,124.167,245.833,206.95,214.467,216.65,175.7,233.6,278.55,128.883,344.167,110.417,214.633,173.95,261.083,253.433,66.7,214.633,237.317,282.367,277.317,236.3,164.35,70.783,42.083,172.717,219.2,183.083,49.783,139.9,262.467,116.683,205.117,183.55,44.65,280.267,196.983,195.417,216.533,136.817,113.2,98.55,191.15,303.883,283.283,52.133,277.317,210.5,234.583,198.433,150.05,264.283,187.35,297.55,184.5,163.8,80.5,0,60.9,96.783,201.467,117.267,249.517,306.85,238.05,134.717,326.15,136.583,125.867,251.317
"Tishomingo",213.583,302.067,311.667,164.583,206.55,233.717,245.3,162.5,92.017,183.633,288.1,214.783,39.033,176.183,259.55,220.667,218.767,219.467,189.417,245.25,282.833,147.05,348.45,138.667,228.35,187.667,274.8,272.317,45.55,228.35,241.6,296.083,292.35,240.583,168.65,100.567,88.717,177,223.483,185.9,54.067,170.8,276.183,120.8,218.833,187.833,97.317,293.983,215.883,194.333,220.833,141.117,117.483,126.783,190.067,308.183,297,72.05,292.35,214.783,237.4,234.333,178.283,268.583,191.633,301.85,210.55,194.7,133.15,62.7,0,149.433,200.383,123.733,263.25,320.567,242.333,139,339.867,140.867,150.083,265.033
"Tunica",164.15,241.9,261.733,142.05,156.617,101.317,263.917,114.2,139.267,192.183,221.4,265.25,123.6,27.683,209.617,170.733,269.233,203.8,139.483,157.133,323.733,92.667,352.6,73.283,178.417,140.2,227.867,152.883,122.833,178.417,248.367,251.55,241.1,272.267,224.867,87.1,72.083,228.833,221.15,170.233,105.9,103.683,226.25,172.817,168.9,239.667,63.1,244.05,137.933,202.5,227.017,192.95,167.25,62.617,186.9,312.317,247.083,109.033,241.1,265.25,193.1,101.933,78.883,262.167,243.483,305.983,90.317,97.35,37.433,97.967,148.483,0,208.55,138.733,191.2,258.183,292.8,181.033,290.433,186.717,121.317,187.717
"Union",79.733,152.467,157.9,67.767,106.067,209.1,87.817,117.133,122.133,25.75,138.483,67.383,173.75,206.433,105.783,95.817,71.35,40.25,97.017,143.067,135.433,127.75,190.967,150.467,77.433,103.567,125.2,143.7,172.983,77.433,56.833,142.317,114.233,83.1,43.733,173.567,221.983,57.733,30.267,42.717,151.25,140.8,122.417,109.5,89.633,48.167,205.3,140.217,137.767,6.833,27.6,78.35,88.117,157.05,25.017,150.683,143.233,151.683,114.233,67.383,64.2,209.983,163.7,82.8,56.233,144.35,165.2,147.25,171.733,201.55,205,208.533,0,100.5,113.667,169.25,94.933,63.933,186.1,80.933,159.067,115.467
"Walthall",102.55,190.55,200.15,60.717,95.017,142.867,177.667,50.967,39.167,82.467,176.583,155.533,99.967,138.317,148.033,109.15,159.517,115.6,77.9,133.733,223.6,47.483,280.817,82.35,116.833,76.15,163.283,160.8,99.2,116.833,154.217,184.567,179.517,172.95,99.283,76.233,124.65,114.333,127.65,82.033,78.983,71.233,164.667,57.65,107.317,125.167,107.967,182.467,104.35,93.167,124.983,78.45,40.2,88.933,88.917,240.533,185.483,68.717,179.517,155.533,133.533,143.75,94.133,180.183,128.967,234.2,99.033,81.083,103.617,118.583,125.3,140.417,99.233,0,151.717,209.05,183.083,55.45,228.35,59.667,61.733,153.517
"Warren",65.35,58.5,121.833,118.717,69.2,124.183,129.183,123.333,181.967,134.783,38.017,140.933,238.55,173,70.35,61.2,144.9,81.167,87.017,62.7,189.017,133.133,207.017,155.85,47.4,97.95,44.683,42.717,237.783,47.4,114.9,68.167,106.383,137.55,156.5,185.817,234.233,131.283,90.183,102.367,217.583,130.283,86.983,195.2,55.017,124.267,217.55,92.417,107.1,119.617,96.05,170.933,173.817,162.433,123.467,177.6,107.817,208.167,106.383,140.933,58.267,117.733,150.583,127.45,129.783,171.267,113.35,125.583,177.133,249.483,263.9,191.583,115.9,153.55,0,74.783,168.233,149.633,107.033,166.617,173.367,3.233
"Washington",123.717,37.35,62.3,175.2,136.383,191.367,136.833,181.717,240.35,190.933,39.9,185.95,296.933,240.183,74.717,119.567,186.25,137.3,145.383,129.883,197.417,191.517,175.5,214.233,103.533,154.1,57.767,109.9,296.167,103.533,153.767,26.3,93.533,145.183,212.633,244.2,292.617,187.417,146.317,158.85,275.95,197.467,62.967,251.683,113.4,180.4,275.933,33.083,174.283,175.75,152.183,227.067,230.3,220.817,179.967,185.983,76.3,266.533,93.533,185.95,114.417,184.917,217.75,147.817,185.917,179.667,180.533,192.767,235.5,307.85,322.267,258.767,172.033,211.917,76.383,0,175.867,206.117,43.85,223.117,231.733,79.5
"Wayne",150.6,196,163.717,155.083,174.433,272.15,42.017,204.45,185.283,107.4,189.8,35.217,215.367,293.75,136.75,152.567,27.683,101.117,178.383,201.65,48.083,215.067,145.167,237.767,134.183,187.1,182.317,200.45,214.6,134.183,69.233,167.25,88.85,36.5,93.4,241.317,259.95,69.233,89.333,132.417,192.867,228.117,122.617,143.4,146.383,62.217,243.267,145.95,225.083,101.483,86.883,108.883,150.283,244.35,118.433,104.883,142.833,205.883,88.85,35.217,122.5,273.033,251,67.683,68.15,99.317,238,234.55,259.05,238.833,243.167,295.85,97.433,181.267,170.417,177.583,0,150.2,191.833,152.783,239.833,172.217
"Webster",88.117,187.167,196.667,54.383,106.95,179.867,142.967,87.983,66.783,47.783,173.183,120.85,111.467,178.567,144.55,107.433,124.817,87.75,89.117,145.65,188.9,99.933,246.117,122.583,113.35,90.183,159.9,175.417,110.717,113.35,119.533,181.083,159.683,138.25,60.533,128.667,156.067,87.1,92.95,54.183,88.983,112.917,161.167,47.217,102.883,92.717,139.383,178.983,124.383,58.483,90.3,51.217,25.85,129.167,54.217,205.833,182,96.333,159.683,120.85,104.75,180.75,135.817,145.5,103.567,199.517,136.05,118.1,143.867,134.95,139.283,180.65,64.533,55.6,150.533,205.65,148.4,0,224.867,18.65,114.167,152.333
"Wilkinson",141.883,68.25,40.45,194.167,159.6,222.267,150.15,199.883,258.517,207.2,70.8,199.267,315.1,271.083,91.067,137.75,199.567,153.567,163.55,160.783,201.667,209.683,161.767,232.4,119.817,172.283,88.667,140.8,314.333,119.817,167.083,53.067,106.85,158.5,228.9,262.367,310.783,203.683,162.6,175.85,294.117,228.367,76.283,267.25,131.567,196.683,294.1,46.4,205.183,192.033,168.45,243.35,245.867,238.983,196.967,184.167,71.083,284.7,106.85,199.267,130.683,215.817,248.667,161.133,202.2,177.833,211.433,223.667,253.667,326.017,340.433,289.667,188.317,230.083,107.283,43.083,189.183,221.683,0,238.683,249.9,110.4
"Winston",104.717,203.75,213.25,70.967,123.533,184.333,154.383,92.45,70.05,64.367,189.783,123.867,113.167,183.033,161.15,124.033,127.833,104.35,105.7,162.233,191.917,103.417,257.533,127.05,129.933,106.767,176.483,192.017,112.417,129.933,136.117,197.667,176.283,149.667,77.133,132.15,157.767,86.083,109.55,70.783,90.683,117.4,177.767,49.533,119.483,96.917,141.083,195.583,140.983,75.067,106.883,50.183,29.117,133.633,70.817,217.25,198.6,99.6,176.283,123.867,121.35,185.233,140.283,162.083,100.717,210.917,140.517,122.567,148.333,136.633,140.983,185.133,81.133,59.083,167.133,222.25,151.417,19.75,241.467,0,117.65,168.933
"Yalobusha",123.083,211.067,220.667,100.983,115.55,141.9,222.85,77.7,74.633,141.633,197.1,214.7,123.95,119.467,168.567,129.667,218.683,162.733,98.417,154.25,282.75,44.333,311.533,59.633,137.35,96.667,183.8,180,123.2,137.35,207.3,205.083,200.033,232.1,158.45,71.083,119.5,173.5,180.083,129.167,104.767,66.45,185.183,116.817,127.833,184.333,102.817,202.983,123.55,152.333,184.15,137.617,99.367,70.083,148.083,271.25,206.017,80.017,200.033,214.7,152.033,142.517,87.667,221.1,188.133,264.917,111.717,90.367,84.767,126.683,149.85,121.567,158.383,59.783,172.25,229.567,242.25,114.617,248.883,118.817,0,174.05
"Yazoo",67.683,63.067,126.4,121.033,65.967,120.933,131.517,127.35,184.3,137.117,42.567,143.267,240.883,169.75,72.683,63.533,147.233,83.5,89.35,59.45,191.35,135.467,209.333,158.183,49.733,94.7,49.25,39.467,240.117,49.733,117.233,72.717,108.717,139.883,158.817,188.15,236.567,133.617,92.517,104.7,219.917,127.033,89.317,197.517,57.35,126.6,219.883,96.967,103.85,121.95,98.383,173.267,176.15,164.767,125.8,179.933,110.133,210.483,108.717,143.267,60.6,114.483,147.333,129.783,132.117,173.6,110.1,122.333,179.467,251.8,266.233,188.333,118.233,155.883,3.467,79.35,170.55,151.967,111.6,168.95,175.7,0
