"","Adair","Allen","Anderson","Ballard","Barren","Bath","Bell","Boone","Bourbon","Boyd","Boyle","Bracken","Breathitt","Breckinridge","Bullitt","Butler","Caldwell","Calloway","Campbell","Carlisle","Carroll","Carter","Casey","Christian","Clark","Clay","Clinton","Crittenden","Cumberland","Daviess","Edmonson","Elliott","Estill","Fayette","Fleming","Floyd","Franklin","Fulton","Gallatin","Garrard","Grant","Graves","Grayson","Green","Greenup","Hancock","Hardin","Harlan","Harrison","Hart","Henderson","Henry","Hickman","Hopkins","Jackson","Jefferson","Jessamine","Johnson","Kenton","Knott","Knox","Larue","Laurel","Lawrence","Lee","Leslie","Letcher","Lewis","Lincoln","Livingston","Logan","Lyon","Madison","Magoffin","Marion","Marshall","Martin","Mason","McCracken","McCreary","McLean","Meade","Menifee","Mercer","Metcalfe","Monroe","Montgomery","Morgan","Muhlenberg","Nelson","Nicholas","Ohio","Oldham","Owen","Owsley","Pendleton","Perry","Pike","Powell","Pulaski","Robertson","Rockcastle","Rowan","Russell","Scott","Shelby","Simpson","Spencer","Taylor","Todd","Trigg","Trimble","Union","Warren","Washington","Wayne","Webster","Whitley","Wolfe","Woodford"
"Gallatin",236.553,301.717,304.627,116.547,257.509,326.45,302.474,180.233,245.042,76.129,147.81,118.539,241.364,79.856,136.311,63.23,59.33,468.89,64.303,119.168,28.099,253.115,261.332,376.238,115.486,367.984,506.17,41.68,353.922,279.983,268.057,254.192,314.965,119.097,360.309,236.817,318.708,502.795,0,266.381,285.501,468.589,263.166,225.632,245.095,226.904,453.03,353.032,90.587,222.163,310.483,300.858,532.245,349.199,241.364,105.59,143.012,279.135,56.951,313.771,277.753,252.793,232.81,329.353,261.006,330.34,333.708,191.651,273.289,211.892,337.61,393.917,155.125,264.65,409.922,439.463,305.843,52.999,455.13,285.545,315.735,172.683,207.482,308.772,304.566,242.62,397.461,66.761,318.777,303.818,119.168,286.546,74.498,64.299,323.022,58.727,290.974,334.12,178.774,241.193,118.601,409.886,211.766,259.768,513.669,89.108,239.847,132.511,241.026,362.66,406.206,261.777,32.09,296.851,144.265,278.738,144.884,277.18,213.238,97.301
"Garrard",405.178,128.743,321.255,221.246,210.711,98.309,53.652,87.678,92.861,229.962,124.055,248.895,104.757,213.782,290.613,256.27,252.37,467.057,282.817,202.845,266.154,260.594,329.746,372.5,244.766,450.62,568.704,239.181,105.868,388.019,261.704,185.483,112.298,148.916,132.168,99.664,296.53,565.329,265.917,0,231.521,531.123,270.645,219.119,307.934,395.529,456.438,97.679,204.298,245.025,435.054,404.225,594.779,411.733,104.757,273.699,148.306,72.281,261.155,88.671,37.454,22.002,33.804,200.714,292.524,203.57,105.567,271.899,9.172,59.547,315.432,456.451,114.693,164.965,472.456,501.997,121.286,216.314,517.664,119.304,388.314,331.583,138.541,371.306,186.015,207.265,401.415,227.863,361.143,366.352,202.845,348.709,280.066,208.621,154.455,264.295,63.487,165.553,124.988,101.612,229.239,430.492,219.245,255.844,576.203,233.663,121.978,251.681,185.628,340.482,410.16,109.596,262.207,56.552,242.035,126.557,313.509,79.116,109.568,181.916
"Grant",425.171,107.242,444.217,241.239,397.099,165.055,333.61,211.369,276.178,205.617,236.434,147.404,133.257,192.506,310.606,185.702,195.042,608.48,212.242,144.411,286.147,46.287,400.922,515.828,264.759,527.676,645.76,259.174,223.225,465.446,407.647,52.159,127.648,179.388,177.778,267.953,458.298,642.385,285.91,231.384,0,608.179,16.565,348.868,40.615,415.522,592.62,256.055,183.022,361.753,499.101,481.652,671.835,488.789,133.257,293.692,210.513,171.028,207.658,147.794,308.889,283.929,263.946,60.952,400.596,386.887,184.23,74.371,235.545,243.028,477.2,533.507,185.329,103.744,549.512,579.053,111.368,236.307,594.72,316.681,465.741,351.576,119.926,448.362,369.332,351.879,537.051,191.833,458.367,443.408,144.411,426.136,300.059,228.614,128.547,284.288,174.824,139.645,153.175,272.329,157.383,549.476,85.511,33.169,653.259,253.656,115.703,271.674,314.367,502.25,545.796,292.913,228.001,327.987,123.575,309.874,333.502,308.316,119.984,201.909
"Graves",278.536,622.845,217.74,379.555,319.208,625.13,564.25,493.518,445.418,504.714,400.014,515.27,562.492,480.157,334.561,520.33,516.43,39.335,521.403,480.846,442.759,574.243,225.08,132.666,375.018,136.591,36.639,498.78,632.689,229.29,256.257,575.32,636.093,436.384,658.989,456.109,239.474,36.618,466.614,528.138,606.629,0,584.294,313.582,621.583,283.552,33.196,614.808,470.673,294.858,207.016,203.145,66.068,147.792,562.492,364.181,428.231,600.263,514.051,615.492,539.529,514.55,494.567,650.481,234.952,373.646,632.388,585.548,535.046,497.737,203.449,72.119,468.41,585.778,102.222,53.096,626.971,491.066,40.155,486.443,186.936,305.66,528.61,166.234,347.872,315.315,109.967,502.615,158.727,173.686,480.846,210.109,417.159,483.373,644.15,409.865,590.308,655.248,499.902,450.975,507.24,97.873,532.894,621.333,44.138,396.287,560.975,369.625,355.468,180.323,79.447,436.426,496.551,558.627,520.036,432.099,331.741,538.956,534.366,408.212
"Grayson",402.446,100.73,421.492,218.514,374.374,158.543,310.885,188.644,253.453,182.892,213.709,124.663,117.278,169.781,287.881,162.961,172.301,585.755,189.501,121.686,263.422,23.546,378.197,493.103,242.034,504.951,623.035,236.449,216.713,442.721,384.922,36.18,121.136,156.663,171.266,245.228,435.573,619.66,263.185,224.872,16.565,585.454,0,326.143,40.578,392.797,569.895,249.543,160.297,339.028,476.376,458.927,649.11,466.064,117.278,270.967,187.788,155.049,184.917,141.282,286.164,261.204,241.221,69.476,377.871,364.162,177.718,51.63,229.033,220.303,454.475,510.782,162.604,97.232,526.787,556.328,104.856,213.582,571.995,293.956,443.016,328.851,97.201,425.637,346.607,329.154,514.326,169.092,435.642,420.683,121.686,403.411,277.334,205.889,122.035,261.563,168.312,133.133,130.45,249.604,134.658,526.751,62.786,40.328,630.534,230.931,99.724,248.949,291.642,479.525,523.071,270.188,205.26,305.262,100.834,287.149,310.777,285.591,104.005,179.184
"Green",160.532,364.32,146.39,121.03,49.575,316.439,255.559,193.186,136.727,246.189,112.808,256.745,303.967,221.632,91.782,277.551,273.651,315.9,278.624,222.321,199.98,315.718,108.342,197.635,132.239,235.096,353.18,256.001,323.998,172.866,71.014,316.795,330.428,177.859,350.298,147.418,121.665,349.805,223.835,219.447,348.104,315.599,325.769,0,363.058,150.874,300.04,306.117,212.148,25.399,219.901,189.072,379.255,196.209,303.967,121.402,169.706,289.867,271.272,306.801,230.838,205.859,185.876,391.956,108.016,105.819,323.697,327.023,226.355,189.046,140.567,240.927,209.885,327.253,256.932,286.473,368.446,232.541,302.14,177.752,173.161,97.165,270.085,155.782,75.801,22.828,226.55,244.09,165.787,150.828,222.321,133.556,174.38,224.848,385.625,167.086,281.617,396.723,241.377,142.284,248.715,256.896,274.369,362.808,360.679,153.508,302.45,111.1,47.435,165.617,235.295,127.735,253.772,249.936,261.511,159.892,126.703,230.265,275.841,149.687
"Greenup",438.65,157.631,457.696,254.718,410.578,215.444,347.089,224.848,289.657,179.642,249.913,129.174,156.736,205.985,324.085,167.472,176.812,621.959,194.012,138.041,274.789,39.215,414.401,529.307,278.238,541.155,659.239,196.889,273.614,478.925,421.126,75.638,178.037,192.867,228.167,281.432,471.777,655.864,246.006,281.773,40.658,621.658,40.044,362.347,0,429.001,606.099,306.444,172.505,375.232,512.58,495.131,685.314,502.268,156.736,307.171,223.992,194.507,189.428,198.183,322.368,297.408,277.425,84.51,414.075,400.366,234.619,52.802,285.934,256.507,490.679,546.986,198.808,154.133,562.991,592.532,161.757,249.786,608.199,330.16,479.22,365.055,133.405,461.841,382.811,365.358,550.53,173.603,471.846,456.887,138.041,439.615,313.538,242.093,178.936,297.767,225.213,190.034,166.654,285.808,138.46,562.955,98.99,15.264,666.738,267.135,139.182,285.153,327.846,515.729,559.275,306.392,209.771,341.466,105.345,323.353,346.981,321.795,143.463,215.388
"Hancock",10.144,430.911,124.496,190.555,197.716,455.644,431.668,309.427,265.453,287.391,211.014,336.515,370.558,288.981,122.689,281.206,277.306,269.51,282.279,292.046,203.635,382.309,90.478,176.858,157.298,134.577,306.79,259.656,483.116,44.928,109.09,383.386,444.159,248.291,489.503,262.769,167.958,303.415,227.49,395.575,414.695,269.209,392.36,151.074,429.649,0,253.65,482.226,279.497,138.772,96.632,65.803,332.865,134.307,370.558,124.822,239.231,408.329,274.927,442.965,406.947,381.987,362.004,458.547,87.712,252.154,462.902,393.614,402.483,341.086,142.546,194.537,284.319,393.844,180.058,240.083,435.037,264.261,255.75,306.478,80.68,74.894,336.676,103.585,226.38,159.229,198.081,278.023,110.352,91.921,292.046,65.558,178.035,283.82,452.216,170.741,420.168,463.314,307.968,271.01,316.849,210.506,340.96,429.399,314.289,171.137,369.041,174.323,166.468,167.478,206.826,256.461,257.427,426.045,331.236,310.607,98.485,406.374,342.432,223.226
"Hardin",264.465,608.774,176.179,365.484,256.722,562.644,501.764,479.447,382.932,490.643,385.943,501.199,548.421,466.086,320.49,506.259,502.359,17.798,507.332,466.775,428.688,560.172,211.009,79.43,360.947,122.52,81.843,484.709,570.203,215.219,242.186,561.249,622.022,422.313,596.503,393.623,186.262,78.468,452.543,465.652,592.558,33.414,570.223,299.511,607.512,269.481,0,552.322,456.602,280.787,192.945,189.074,107.918,133.721,548.421,350.11,414.16,586.192,499.98,553.006,477.043,452.064,432.081,636.41,220.881,311.16,569.902,571.477,472.56,435.251,150.237,58.048,454.339,571.707,88.151,30.137,612.9,476.995,64.18,423.957,172.865,291.589,514.539,152.163,285.386,301.244,55.704,488.544,144.656,159.615,466.775,196.038,403.088,469.302,630.079,395.794,527.822,641.177,485.831,388.489,493.169,63.136,518.823,607.262,89.342,382.216,546.904,355.554,341.397,127.111,47.027,373.94,482.48,496.141,505.965,369.613,317.67,476.47,520.295,394.141
"Harlan",492.009,153.377,408.085,308.077,297.541,94.236,50.585,174.509,179.691,316.793,210.886,335.726,129.391,300.613,377.444,343.101,339.201,553.887,369.648,289.676,352.985,270.28,416.576,459.33,331.597,537.45,655.534,326.012,36.405,474.849,348.534,210.117,136.932,235.747,86.28,186.494,383.36,652.159,352.748,97.711,256.155,617.953,249.643,305.949,305.933,482.36,543.268,0,291.129,331.855,521.884,491.055,681.609,498.563,129.391,360.53,235.137,120.496,347.986,113.305,77.33,119.044,122,225.348,379.354,290.4,69.785,281.586,101.872,146.378,402.262,543.281,201.524,189.599,559.286,588.827,145.92,303.145,604.494,151.22,475.144,418.414,196.399,458.136,272.845,294.095,488.245,314.694,447.973,453.182,289.676,435.539,366.897,295.452,141.152,351.126,88.121,135.83,192.989,188.442,316.07,517.322,220.031,280.478,663.033,320.494,146.612,338.512,272.458,427.312,496.99,196.426,349.038,77.649,328.866,213.387,400.34,112.607,158.283,268.747
"Harrison",288.17,210.077,307.684,104.706,260.566,234.81,241.012,118.771,183.58,23.841,108.737,44.596,149.724,10.73,173.605,49.59,55.589,471.947,90.749,29.15,112.614,150.183,264.389,379.295,127.758,391.143,509.227,63.718,262.282,328.913,271.114,151.26,223.325,49.456,268.669,175.355,321.765,505.852,90.454,204.919,182.569,471.646,160.234,212.335,171.902,278.521,456.087,291.57,0,225.22,362.1,345.119,535.302,352.256,149.724,156.691,73.98,187.495,62.988,222.131,216.291,191.331,171.348,226.421,264.063,294.289,242.068,118.458,211.827,150.43,340.667,396.974,93.663,173.01,412.979,442.52,214.203,43.754,458.187,224.083,329.208,214.575,104.55,311.829,276.734,215.346,400.518,34.121,321.834,306.875,29.15,289.603,149.072,40.571,231.382,133.301,199.334,242.48,87.134,179.731,37.351,412.943,108.834,197.273,516.726,116.655,148.207,134.673,177.834,365.717,409.263,200.315,86.744,235.389,66.994,217.276,196.501,215.718,121.598,65.376
"Hart",148.708,377.223,127.534,133.933,41.61,341.497,280.617,247.896,161.785,259.092,154.392,269.648,316.87,234.535,88.939,274.708,270.808,300.166,275.781,235.224,197.137,328.621,92.608,178.779,129.396,219.362,337.446,253.158,349.056,157.132,52.158,329.698,355.486,190.762,375.356,172.476,102.809,334.071,220.992,244.505,361.007,299.865,338.672,23.507,375.961,139.05,284.306,331.175,225.051,0,204.167,173.338,363.521,180.475,316.87,118.559,182.609,354.641,268.429,331.859,255.896,230.917,210.934,404.859,82.978,114.441,348.755,339.926,251.413,214.104,121.711,225.193,222.788,340.156,241.198,270.739,381.349,245.444,286.406,202.81,157.427,94.674,282.988,140.048,64.239,20.457,207.694,256.993,150.053,135.094,235.224,117.822,171.537,237.751,398.528,164.243,306.675,409.626,254.28,167.342,261.618,236.771,287.272,375.711,344.945,150.665,315.353,124.003,59.396,146.761,216.439,152.793,250.929,274.994,274.414,172.894,124.212,255.323,288.744,162.59
"Henderson",90.286,513.581,151.668,285.611,224.888,530.81,469.93,392.097,351.098,370.061,306.07,419.185,453.228,371.651,240.617,363.876,359.976,208.721,364.949,374.716,286.305,464.979,130.76,116.008,239.968,55.171,246.001,342.326,538.369,48.985,161.937,466.056,526.829,342.44,564.669,361.789,195.13,242.626,310.16,433.818,497.365,208.42,475.03,219.638,512.319,95.302,192.861,520.488,362.167,200.914,0,57.957,272.076,63.168,453.228,207.492,334.287,490.999,357.597,521.172,445.209,420.23,400.247,541.217,140.632,279.326,538.068,476.284,440.726,403.417,169.645,133.748,366.989,476.514,84.657,179.294,517.707,346.931,194.961,392.123,54.895,170.172,419.346,108.346,253.552,221.371,137.231,360.693,100.839,115.798,374.716,93.397,260.705,366.49,534.886,253.411,495.988,545.984,390.638,356.655,399.519,149.717,423.63,512.069,253.5,253.807,451.711,256.993,261.524,146.519,145.976,342.106,340.097,464.307,413.906,337.779,181.155,444.636,425.102,314.268
"Henry",60.055,498.67,121.437,255.38,194.657,500.579,439.699,369.343,320.867,360.398,275.839,409.522,438.317,355.982,210.386,354.213,350.313,205.579,355.286,356.671,276.642,450.068,100.529,112.866,230.305,69.12,242.859,332.663,508.138,21.176,131.706,451.145,511.918,312.209,534.438,331.558,164.899,239.484,300.497,403.587,482.454,205.278,460.119,189.407,497.408,65.071,189.719,490.257,346.498,170.683,59.042,0,268.934,60.026,438.317,197.829,304.056,476.088,347.934,490.941,414.978,389.999,370.016,526.306,110.401,249.095,507.837,461.373,410.495,373.186,139.487,130.606,344.235,461.603,103.308,176.152,502.796,337.268,191.819,361.892,16.209,139.941,404.435,51.64,223.321,191.14,134.089,351.03,58.788,57.134,356.671,42.849,251.042,359.198,519.975,243.748,465.757,531.073,375.727,326.424,383.065,146.575,408.719,497.158,250.358,244.144,436.8,245.45,231.293,107.841,142.834,311.875,330.434,434.076,395.861,307.548,171.492,414.405,410.191,284.037
"Hickman",343.226,687.535,282.43,444.245,383.898,689.82,628.94,558.208,510.108,569.404,464.704,579.96,627.182,544.847,399.251,585.02,581.12,82.813,586.093,545.536,507.449,638.933,289.77,197.356,439.708,201.281,30.076,563.47,697.379,293.98,320.947,640.01,700.783,501.074,723.679,520.799,304.164,31.071,531.304,592.828,671.319,67.49,648.984,378.272,686.273,348.242,105.665,679.498,535.363,359.548,271.706,267.835,0,212.482,627.182,428.871,492.921,664.953,578.741,680.182,604.219,579.24,559.257,715.171,299.642,438.336,697.078,650.238,599.736,562.427,268.139,136.809,533.1,650.468,166.912,117.786,691.661,555.756,103.411,551.133,251.626,370.35,593.3,230.924,412.562,380.005,174.657,567.305,223.417,238.376,545.536,274.799,481.849,548.063,708.84,474.555,654.998,719.938,564.592,515.665,571.93,162.563,597.584,686.023,32.678,460.977,625.665,434.315,420.158,245.013,170.883,501.116,561.241,623.317,584.726,496.789,396.431,603.646,599.056,472.902
"Hopkins",119.318,505.72,100.615,262.43,202.083,508.005,447.125,376.393,328.293,387.589,282.889,398.145,445.367,363.032,217.436,403.205,399.305,149.484,404.278,363.721,325.634,457.118,107.955,56.771,257.893,39.226,186.764,381.655,515.564,84.339,139.132,458.195,518.968,319.259,541.864,338.984,172.325,183.389,349.489,411.013,489.504,149.183,467.169,196.457,504.458,124.334,133.624,497.683,353.548,177.733,62.065,58.194,212.839,0,445.367,247.056,311.106,483.138,396.926,498.367,422.404,397.425,377.442,533.356,117.827,256.521,515.263,468.423,417.921,380.612,110.408,74.511,351.285,468.653,63.102,120.057,509.846,373.941,135.724,369.318,41.985,188.535,411.485,49.109,230.747,198.19,77.994,385.49,41.602,56.561,363.721,63.996,300.034,366.248,527.025,292.74,473.183,538.123,382.777,333.85,390.115,90.48,415.769,504.208,194.263,279.162,443.85,252.5,238.343,87.282,86.739,319.301,379.426,441.502,402.911,314.974,240.198,421.831,417.241,291.087
"Jackson",380.384,97.661,399.43,196.452,281.319,85.085,151.01,166.582,163.469,174.869,191.647,196.871,0,161.758,265.819,202.819,227.576,563.693,258.023,130.593,241.36,140.888,356.135,471.041,219.972,482.889,600.973,214.387,112.557,420.659,362.86,80.725,96.033,134.601,118.944,170.272,413.511,597.598,241.123,104.499,132.881,563.392,116.902,304.081,156.894,370.735,547.833,129.17,152.274,316.966,454.314,436.865,627.048,444.002,0,248.905,165.726,42.796,236.361,72.406,144.511,104.043,108.833,130.504,355.809,274.178,92.343,152.194,108.66,116.948,432.413,488.72,122.556,60.594,504.725,534.266,101.787,191.52,549.933,195.184,420.954,306.789,67.007,403.575,256.623,307.092,492.264,203.069,413.58,398.621,130.593,381.349,255.272,183.827,118.966,239.501,49.609,130.064,63.597,172.22,177.663,504.689,90.639,156.644,608.472,208.869,17.22,226.887,269.58,457.463,501.009,180.204,237.413,163.609,190.459,197.165,288.715,154.996,28.891,157.122
"Jefferson",133.066,309.07,201.06,101.065,153.942,333.803,309.827,187.586,252.395,165.406,132.328,214.53,248.717,167.14,32.744,159.221,155.321,365.323,160.294,170.205,81.65,260.468,157.765,272.671,35.457,264.497,402.603,137.671,361.275,176.496,164.49,261.545,322.318,126.45,367.662,185.911,215.141,399.228,105.505,273.734,292.854,365.022,270.519,122.065,307.808,123.417,349.463,360.385,157.656,118.596,206.996,197.371,428.678,245.632,248.717,0,128.034,286.488,152.942,321.124,285.106,260.146,240.163,336.706,157.439,226.773,341.061,271.773,280.642,219.245,234.043,290.35,162.478,272.003,306.355,335.896,313.196,142.276,351.563,292.898,212.248,69.196,214.835,205.205,200.999,139.053,293.894,156.038,215.21,200.251,170.205,182.979,56.05,161.979,330.375,48.756,298.327,341.473,186.127,190.287,195.008,306.319,219.119,307.558,410.102,49.296,247.2,52.482,137.459,259.093,302.639,227.452,135.442,304.204,209.395,286.091,41.397,284.533,220.591,101.385
"Jessamine",248.049,226.226,265.569,62.591,194.673,250.959,184.667,84.789,105.608,108.095,37.149,118.651,165.873,83.538,133.9,134.403,130.503,429.832,160.95,84.227,120.905,177.624,222.274,337.18,99.529,349.028,467.112,117.314,278.431,286.798,228.999,178.701,239.474,32.321,284.818,82.73,279.65,463.737,144.05,148.574,210.01,429.531,187.675,170.22,224.964,238.391,413.972,235.225,74.054,183.105,333.833,303.004,493.187,310.141,165.873,128.462,0,203.644,139.288,238.28,159.946,134.986,115.003,253.862,221.948,187.532,258.217,188.929,155.482,94.074,298.552,354.859,59.681,189.159,370.864,400.405,230.352,94.447,416.072,150.064,287.093,184.682,131.991,269.714,169.977,154.307,358.403,105.996,279.719,264.76,84.227,247.488,134.829,86.754,247.531,119.058,215.483,258.629,103.283,87.106,110.621,370.828,136.275,224.714,474.611,88.426,164.356,100.326,116.795,323.602,367.148,119.081,140.34,179.044,123.417,143.834,168.272,159.373,137.747,26.662
"Johnson",418.899,103.566,391.852,234.967,281.308,76.173,115.651,123.149,163.458,213.384,194.652,235.386,39.927,200.273,304.334,241.334,266.091,602.208,296.538,169.108,279.875,179.403,394.65,443.097,258.487,521.404,639.488,252.902,103.645,459.174,332.301,119.24,87.121,173.116,110.032,170.261,367.127,636.113,279.638,72.281,171.396,601.907,155.417,289.716,195.409,409.25,586.348,120.258,190.789,355.481,492.829,475.38,665.563,482.517,39.927,287.42,204.241,0,274.876,63.494,109.736,68.743,104.401,175.537,394.324,274.167,83.431,190.709,73.301,115.809,386.029,527.235,121.376,99.109,543.24,572.781,96.109,230.035,588.448,189.901,459.469,345.304,105.522,442.09,256.612,277.862,530.779,241.584,452.095,437.136,169.108,419.864,293.787,222.342,129.278,278.016,40.697,140.376,102.112,172.209,216.178,543.204,129.154,195.159,646.987,247.384,55.735,265.402,256.225,411.079,539.524,180.193,275.928,128.834,228.974,197.154,327.23,149.713,67.406,195.637
"Kenton",285.708,297.386,353.782,169.407,306.664,322.119,298.143,175.902,240.711,46.437,173.438,62.193,237.033,72.171,185.466,16.739,12.805,518.045,36.733,92.359,87.195,172.4,310.487,425.393,164.641,417.139,555.325,23.138,349.591,329.138,317.212,200.293,310.634,114.766,355.978,232.486,367.863,551.95,58.412,262.05,200.639,517.744,184.66,274.787,188.749,276.059,502.185,348.701,62.893,271.318,359.638,350.013,581.4,398.354,237.033,154.745,138.681,274.804,0,309.44,273.422,248.462,228.479,250.87,310.161,351.42,329.377,135.305,268.958,207.561,386.765,443.072,150.794,260.319,459.077,488.618,301.512,48.668,504.285,281.214,364.89,221.838,203.151,357.927,333.865,291.775,446.616,39.395,367.932,352.973,92.359,335.701,123.653,59.968,318.691,107.882,286.643,329.789,174.443,236.862,74.03,459.041,157.867,203.422,562.824,138.263,235.516,181.666,242.535,411.815,455.361,257.446,29.961,292.52,87.919,274.407,194.039,272.849,208.907,130.077
"Knott",453.038,45.165,408.886,269.106,298.342,17.263,135.255,175.309,180.492,247.523,211.686,269.525,72.653,234.412,338.473,275.473,300.23,554.688,330.677,203.247,314.014,164.391,417.377,460.131,292.626,538.251,656.335,287.041,75.433,475.65,349.335,128.978,28.72,207.255,47.12,187.295,384.161,652.96,313.777,88.744,147.943,618.754,141.431,306.75,197.721,443.389,544.069,113.415,224.928,332.656,522.685,491.856,682.41,499.364,72.653,321.559,238.38,63.758,309.015,0,128.756,110.077,121.435,117.136,380.155,291.201,36.438,192.475,92.905,147.178,403.063,544.082,202.324,81.387,560.087,589.628,37.708,264.174,605.295,206.935,475.945,379.443,139.661,458.937,273.646,294.896,489.046,275.723,448.774,453.983,203.247,436.34,327.926,256.481,70.877,312.155,32.184,81.975,136.251,189.243,250.317,518.123,156.584,172.266,663.834,281.523,89.874,299.541,273.259,428.113,497.791,197.227,310.067,147.854,228.755,214.188,361.369,166.747,101.545,229.776
"Knox",416.731,168.5,332.807,232.799,222.263,138.066,26.749,99.231,104.413,241.515,135.608,260.448,144.514,225.335,302.166,267.823,263.923,478.609,294.37,214.398,277.707,272.147,341.298,384.052,256.319,462.172,580.256,250.734,109.331,399.571,273.256,225.24,152.055,160.469,159.206,111.216,308.082,576.881,277.47,37.465,304.533,542.675,282.198,230.671,319.487,407.082,467.99,77.307,215.851,256.577,446.606,415.777,606.331,423.285,144.514,285.252,159.859,109.747,272.708,128.428,0,60.677,46.722,240.471,304.076,215.122,132.773,283.452,38.403,71.1,326.984,468.003,126.246,204.722,484.008,513.549,161.043,227.867,529.216,81.989,399.866,343.136,226.514,382.858,197.567,218.817,412.967,239.416,372.695,377.904,214.398,360.261,291.619,220.174,194.212,275.848,103.244,205.31,197.806,113.164,240.792,442.044,230.798,319.237,587.755,245.216,161.735,263.234,197.18,352.034,421.712,121.148,273.76,20.79,253.588,138.109,325.062,43.376,145.673,193.469
"Larue",391.8,150.177,307.877,207.868,197.333,119.743,78.095,74.3,79.483,216.584,110.677,235.517,104.021,200.404,277.235,242.892,238.992,453.679,269.439,189.467,252.776,247.216,316.368,359.122,231.388,437.242,555.326,225.803,127.302,374.641,248.326,176.521,133.732,135.538,153.602,86.286,283.152,551.951,252.539,22.002,279.602,517.745,257.267,205.741,294.556,382.151,443.06,119.113,190.92,231.647,421.676,390.847,581.401,398.355,104.021,260.321,134.928,68.743,247.777,110.105,53.374,0,20.472,222.148,279.146,190.192,127.001,258.521,29.65,46.169,302.054,443.073,101.315,156.427,459.078,488.619,142.72,202.936,504.286,111.198,374.936,318.205,133.988,357.928,172.637,193.887,388.037,214.485,347.765,352.974,189.467,335.331,266.688,195.243,175.889,250.917,84.921,186.987,120.435,88.234,215.861,417.114,205.867,294.306,562.825,220.285,119.829,238.303,172.25,327.104,396.782,96.218,248.829,72.472,228.657,113.179,300.131,71.01,105.015,168.538
"Laurel",371.853,161.407,287.93,187.921,177.386,130.973,71.793,54.353,59.536,196.637,90.73,215.57,109.258,180.457,257.288,222.945,219.045,433.732,249.492,169.52,232.829,227.269,296.421,339.175,211.441,417.295,535.379,205.856,138.532,354.694,228.379,181.419,144.962,115.591,164.832,66.339,263.205,532.004,232.592,33.981,259.655,497.798,237.32,185.794,274.609,362.204,423.113,122.351,170.973,211.7,401.729,370.9,561.454,378.408,109.258,240.374,114.981,104.401,227.83,121.335,47.072,20.593,0,233.378,259.199,170.245,138.231,238.574,40.889,26.222,282.107,423.126,81.368,161.325,439.131,468.672,153.95,182.989,484.339,86.687,354.989,298.258,181.636,337.981,152.69,173.94,368.09,194.538,327.818,333.027,169.52,315.384,246.741,175.296,187.119,230.97,96.151,198.217,152.928,68.287,195.914,397.167,185.92,274.359,542.878,200.338,125.066,218.356,152.303,307.157,376.835,76.271,228.882,66.17,208.71,93.232,280.184,46.499,109.913,148.591
"Lawrence",468.392,76.465,487.438,284.46,440.32,134.278,247.118,254.59,319.399,248.838,279.655,190.625,130.849,235.727,353.827,228.923,238.263,651.701,255.463,187.632,329.368,89.508,444.143,559.049,307.98,570.897,688.981,302.395,192.448,508.667,450.868,62.857,96.871,222.609,147.001,311.174,501.519,685.606,329.131,200.607,61.37,651.4,69.786,392.089,83.836,458.743,635.841,225.278,226.243,404.974,542.322,524.873,715.056,532.01,130.849,336.913,253.734,175.621,250.879,117.017,240.619,221.94,233.298,0,443.817,430.108,153.453,117.592,204.768,286.249,520.421,576.728,228.55,72.967,592.733,622.274,80.591,279.528,637.941,318.798,508.962,394.797,163.147,491.583,412.553,395.1,580.272,235.054,501.588,486.629,187.632,469.357,343.28,271.835,97.77,327.509,144.047,108.868,156.638,315.55,200.604,592.697,128.732,58.381,696.48,296.877,113.295,314.895,357.588,545.471,589.017,336.134,271.222,259.717,166.796,353.095,376.723,278.61,122.297,245.13
"Lee",97.36,417.701,57.493,174.411,83.761,389.683,328.803,288.374,209.971,299.57,194.87,310.126,357.348,275.013,129.417,315.186,311.286,237.701,316.259,275.702,237.615,369.099,15.769,145.049,169.874,156.897,274.981,293.636,397.242,94.296,31.965,370.176,403.672,231.24,423.542,220.662,85.877,271.606,261.47,292.691,401.485,237.4,379.15,108.438,416.439,87.702,221.841,379.361,265.529,83.687,141.331,110.502,301.056,118.01,357.348,159.037,223.087,395.119,308.907,380.045,304.082,279.103,259.12,445.337,0,138.199,396.941,380.404,299.599,262.29,75.543,162.728,263.266,380.634,178.733,208.274,421.827,285.922,223.941,250.996,94.591,104.787,323.466,77.583,112.425,94.901,166.272,297.471,87.588,72.629,275.702,54.986,212.015,278.229,439.006,204.721,354.861,450.104,294.758,215.528,302.096,178.697,327.75,416.189,282.48,191.143,355.831,164.481,150.324,100.475,175.017,200.979,291.407,323.18,314.892,196.652,130.868,303.509,329.222,203.068
