"","Adair","Allen","Anderson","Ballard","Barren","Bath","Bell","Boone","Bourbon","Boyd","Boyle","Bracken","Breathitt","Breckinridge","Bullitt","Butler","Caldwell","Calloway","Campbell","Carlisle","Carroll","Carter","Casey","Christian","Clark","Clay","Clinton","Crittenden","Cumberland","Daviess","Edmonson","Elliott","Estill","Fayette","Fleming","Floyd","Franklin","Fulton","Gallatin","Garrard","Grant","Graves","Grayson","Green","Greenup","Hancock","Hardin","Harlan","Harrison","Hart","Henderson","Henry","Hickman","Hopkins","Jackson","Jefferson","Jessamine","Johnson","Kenton","Knott","Knox","Larue","Laurel","Lawrence","Lee","Leslie","Letcher","Lewis","Lincoln","Livingston","Logan","Lyon","Madison","Magoffin","Marion","Marshall","Martin","Mason","McCracken","McCreary","McLean","Meade","Menifee","Mercer","Metcalfe","Monroe","Montgomery","Morgan","Muhlenberg","Nelson","Nicholas","Ohio","Oldham","Owen","Owsley","Pendleton","Perry","Pike","Powell","Pulaski","Robertson","Rockcastle","Rowan","Russell","Scott","Shelby","Simpson","Spencer","Taylor","Todd","Trigg","Trimble","Union","Warren","Washington","Wayne","Webster","Whitley","Wolfe","Woodford"
"Oldham",186.901,318.188,254.975,110.183,207.857,342.921,318.945,196.704,261.513,134.767,141.446,183.891,257.835,138.494,86.659,128.582,124.682,419.238,129.655,179.323,38.546,269.586,211.68,326.586,65.834,318.332,456.518,107.032,370.393,230.331,218.405,270.663,331.436,135.568,376.78,195.029,269.056,453.143,74.866,282.852,301.972,418.937,279.637,175.98,316.926,177.252,403.378,369.503,149.225,172.511,260.831,251.206,482.593,299.547,257.835,55.938,137.152,295.606,122.303,330.242,294.224,269.264,249.281,345.824,211.354,280.688,350.179,257.003,289.76,228.363,287.958,344.265,171.596,281.121,360.27,389.811,322.314,111.637,405.478,302.016,266.083,123.031,223.953,259.12,254.914,192.968,347.809,125.399,269.125,254.166,179.323,236.894,0,122.937,339.493,15.77,307.445,350.591,195.245,199.405,183.953,360.234,228.237,316.676,464.017,48.094,256.318,82.859,191.374,313.008,356.554,231.492,104.803,313.322,209.617,295.209,95.232,293.651,229.709,110.503
"Owen",292.647,244.732,319.731,116.753,272.613,269.465,245.489,123.248,188.057,26.113,120.784,69.24,184.379,29.84,178.082,52.966,53.576,483.994,84.023,69.152,89.283,196.13,276.436,391.342,132.235,403.19,521.274,40.387,296.937,336.077,283.161,197.207,257.98,62.112,303.324,179.832,333.812,517.899,67.123,209.396,228.516,483.693,206.181,224.382,243.47,282.998,468.134,296.047,40.571,237.267,366.577,357.166,547.349,364.303,184.379,161.168,86.027,222.15,62.361,256.786,220.768,195.808,175.825,272.368,276.11,298.766,276.723,144.545,216.304,154.907,352.714,409.021,98.14,207.665,425.026,454.567,248.858,11.299,470.234,228.56,341.255,219.052,150.497,323.876,281.211,227.393,412.565,24.014,333.881,318.922,69.152,301.65,125.741,0,266.037,109.97,233.989,277.135,121.789,184.208,65.661,424.99,154.781,243.22,528.773,121.132,182.862,139.15,189.881,377.764,421.31,204.792,63.413,239.866,106.996,221.753,200.978,220.195,156.253,77.423
"Owsley",462.416,23.187,481.462,278.484,364.268,72.789,187.13,241.235,246.418,256.901,273.679,233.155,119.84,243.79,347.851,284.851,309.608,645.725,340.055,212.625,323.392,144.962,438.167,553.073,302.004,564.921,683.005,296.419,104.992,502.691,415.261,109.549,50.934,216.633,64.167,253.221,450.087,679.63,323.155,154.67,128.514,645.424,122.002,386.113,178.292,452.767,629.865,140.982,234.306,398.998,536.346,518.897,709.08,526.034,119.84,330.937,247.758,129.684,318.393,71.08,194.682,176.003,187.361,97.707,437.841,357.127,97.87,173.046,158.831,213.104,468.989,570.752,204.588,61.958,586.757,616.298,30.644,273.552,631.965,272.861,502.986,388.821,132.834,485.607,339.572,360.822,574.296,285.101,495.612,480.653,212.625,463.381,337.304,265.859,0,321.533,98.11,8.335,145.629,255.169,218.393,586.721,137.155,152.837,690.504,290.901,102.286,308.919,339.185,494.039,583.041,263.153,319.445,213.78,209.326,280.114,370.747,232.673,111.288,239.154
"Pendleton",179.756,302.417,247.83,94.412,200.712,327.15,303.174,180.933,245.742,118.996,125.675,168.12,242.064,122.723,79.514,112.811,108.911,412.093,113.884,163.552,35.24,253.815,204.535,319.441,58.689,311.187,449.373,91.261,354.622,223.186,211.26,254.892,315.665,119.797,361.009,179.258,261.911,445.998,59.095,267.081,286.201,411.792,263.866,168.835,301.155,170.107,396.233,353.732,133.454,165.366,253.686,244.061,475.448,292.402,242.064,48.793,121.381,279.835,106.532,314.471,278.453,253.493,233.51,330.053,204.209,273.543,334.408,241.232,273.989,212.592,280.813,337.12,155.825,265.35,353.125,382.666,306.543,95.866,398.333,286.245,258.938,115.886,208.182,251.975,247.769,185.823,340.664,109.628,261.98,247.021,163.552,229.749,15.77,107.166,323.722,0,291.674,334.82,179.474,183.634,168.182,353.089,212.466,300.905,456.872,32.323,240.547,75.714,184.229,305.863,349.409,215.721,89.032,297.551,193.846,279.438,88.087,277.88,213.938,94.732
"Perry",429.958,73.548,383.675,246.026,273.131,35.877,110.044,150.098,155.281,224.443,186.475,246.445,49.573,211.332,315.393,252.393,277.15,529.477,307.597,180.167,290.934,190.462,392.166,434.92,269.546,513.04,631.124,263.961,63.349,450.439,324.124,130.299,57.103,184.175,69.736,162.084,358.95,627.749,290.697,63.533,176.326,593.543,169.814,281.539,226.104,420.309,518.858,88.204,201.848,307.445,497.474,466.645,657.199,474.153,49.573,298.479,215.3,40.678,285.935,33.476,103.545,84.866,96.224,145.519,354.944,265.99,43.135,201.768,67.694,121.967,377.852,518.871,177.113,109.77,534.876,564.417,66.091,241.094,580.084,181.724,450.734,356.363,116.581,433.726,248.435,269.685,463.835,252.643,423.563,428.772,180.167,411.129,304.846,233.401,99.26,289.075,0,110.358,113.171,164.032,227.237,492.912,140.213,200.649,638.623,258.443,66.794,276.461,248.048,402.902,472.58,172.016,286.987,122.643,240.033,188.977,338.289,141.536,78.465,206.696
"Pike",473.433,34.204,492.479,289.501,375.285,76.536,182.124,252.252,257.435,267.918,284.696,244.172,130.857,254.807,358.868,295.868,320.625,656.742,351.072,223.642,334.409,155.979,449.184,564.09,313.021,575.938,694.022,307.436,99.986,513.708,426.278,120.566,61.951,227.65,59.161,264.238,461.104,690.647,334.172,165.687,139.531,656.441,133.019,397.13,189.309,463.784,640.882,135.976,245.323,410.015,547.363,529.914,720.097,537.051,130.857,341.954,258.775,140.701,329.41,82.097,205.699,187.02,198.378,108.724,448.858,368.144,92.864,184.063,169.848,224.121,480.006,581.769,215.605,72.975,597.774,627.315,41.661,284.569,642.982,283.878,514.003,399.838,143.851,496.624,350.589,371.839,585.313,296.118,506.629,491.67,223.642,474.398,348.321,276.876,8.378,332.55,109.127,0,156.646,266.186,229.41,597.738,148.172,163.854,701.521,301.918,113.303,319.936,350.202,505.056,594.058,274.17,330.462,209.188,220.343,291.131,381.764,243.69,122.305,250.171
"Powell",317.669,124.113,336.715,133.737,289.597,148.846,226.108,103.867,168.676,112.154,128.932,134.156,63.76,99.043,203.104,140.104,164.861,500.978,195.308,66.995,178.645,119.858,293.42,408.326,157.257,420.174,538.258,151.672,176.318,357.944,300.145,107.14,137.361,71.886,182.705,160.451,350.796,534.883,178.408,125.405,152.244,500.677,129.909,241.366,167.198,308.02,485.118,192.931,89.559,254.251,391.599,374.15,564.333,381.287,63.76,186.19,103.011,101.531,173.646,136.167,201.387,120.421,156.444,156.956,293.094,279.385,156.104,131.163,133.053,135.526,369.698,426.005,59.841,87.046,442.01,471.551,128.239,128.805,487.218,209.179,358.239,244.074,37.296,340.86,261.83,244.377,429.549,140.354,350.865,335.906,66.995,318.634,192.557,121.112,145.418,176.786,113.37,156.516,0,164.827,114.948,441.974,78.509,166.948,545.757,146.154,62.243,164.172,206.865,394.748,438.294,185.411,174.698,220.485,127.744,202.372,226,200.814,35.634,94.407
"Pulaski",338.172,229.286,242.291,102.326,131.747,198.852,137.972,58.032,20.079,205.165,55.632,224.098,171.783,188.985,162.513,231.473,227.573,388.093,258.02,178.048,198.987,235.797,250.782,293.536,159.698,371.656,489.74,214.384,206.411,309.055,182.74,236.874,212.841,124.119,232.711,5.289,217.566,486.365,241.12,101.86,268.183,452.159,245.848,140.155,283.137,269.49,377.474,188.53,179.501,166.061,356.09,325.261,515.815,332.769,171.783,188.631,87.123,172.28,236.358,189.214,113.251,88.272,68.289,312.035,213.56,124.606,206.11,247.102,108.768,58.746,236.468,377.487,89.896,247.332,393.492,423.033,221.829,191.517,438.7,64.535,309.35,215.781,190.164,292.342,107.051,128.301,322.451,203.066,282.179,287.388,178.048,269.745,194.998,183.824,254.998,179.227,164.03,266.096,161.456,0,204.442,351.528,194.448,282.887,497.239,148.595,222.529,143.35,106.664,261.518,331.196,33.552,237.41,132.349,217.238,58.305,228.441,112.678,195.92,114.074
"Robertson",330.397,196.784,349.443,146.465,302.325,263.07,268.575,146.334,211.143,43.222,150.496,24.207,177.984,48.082,215.832,60.632,66.631,513.706,91.237,32.364,148.845,121.674,306.148,421.054,169.985,432.902,550.986,84.788,290.542,370.672,312.873,125.534,211.584,87.049,261.714,202.918,363.524,547.611,120.062,232.482,156.823,513.405,134.488,254.094,138.023,320.748,497.846,319.133,37.351,266.979,404.327,386.878,577.061,394.015,177.984,198.918,115.739,215.755,74.03,250.391,243.854,218.894,198.911,200.675,305.822,321.852,270.328,84.579,239.39,177.993,382.426,438.733,121.226,156.426,454.738,484.279,200.91,68.844,499.946,251.646,370.967,256.802,100.213,353.588,304.297,257.105,442.277,45.163,363.593,348.634,32.364,331.362,185.303,65.661,218.089,169.532,227.594,229.187,115.394,207.294,0,454.702,83.108,152.696,558.485,158.882,176.467,176.9,219.593,407.476,451.022,227.878,106.996,262.952,28.457,244.839,238.728,243.281,149.858,107.135
"Rockcastle",221.659,565.968,149.981,322.678,230.524,536.446,475.566,436.641,356.734,447.837,343.137,458.393,505.615,423.28,277.684,463.453,459.553,73.639,464.526,423.969,385.882,517.366,168.203,53.256,318.141,79.678,138.049,441.903,544.005,172.413,199.38,518.443,550.435,379.507,570.305,367.425,160.064,134.674,409.737,439.454,549.752,100.468,527.417,256.705,564.706,226.675,63.02,526.124,413.796,246.35,150.139,146.268,164.124,90.915,505.615,307.304,371.354,543.386,457.174,526.808,450.845,425.866,405.883,593.604,178.075,284.962,543.704,528.671,446.362,409.053,124.039,28.348,411.533,528.901,58.451,71.342,570.094,434.189,87.009,397.759,130.059,248.783,471.733,109.357,259.188,258.159,30.557,445.738,101.85,116.809,423.969,153.232,360.282,426.496,587.273,352.988,501.624,598.371,443.025,362.291,450.363,0,476.017,564.456,145.548,339.41,504.098,312.748,298.591,100.913,22.704,347.742,439.674,469.943,463.159,343.415,274.864,450.272,477.489,351.335
"Rowan",350.93,115.554,369.976,166.998,322.858,173.367,259.369,137.128,201.937,131.376,162.193,97.878,90.979,118.265,236.365,136.176,145.516,534.239,162.716,70.17,211.906,52.127,326.681,441.587,190.518,453.435,571.519,184.933,203.537,391.205,333.406,42.426,130.354,105.147,180.484,193.712,384.057,568.144,211.669,223.276,84.513,533.938,62.178,274.627,99.467,341.281,518.379,220.15,108.781,287.512,424.86,407.411,597.594,414.548,90.979,219.451,136.272,128.75,158.132,156.106,234.648,209.688,189.705,128.365,326.355,312.646,183.323,59.619,230.184,168.787,402.959,459.266,111.088,75.196,475.271,504.812,119.68,162.066,520.479,242.44,391.5,277.335,41.082,374.121,295.091,277.638,462.81,120.317,384.126,369.167,70.17,351.895,225.818,154.373,136.859,210.047,140.589,147.957,78.934,198.088,83.116,475.235,0,99.217,579.018,179.415,73.425,197.433,240.126,428.009,471.555,218.672,207.959,253.746,74.049,235.633,259.261,234.075,77.706,127.668
"Russell",438.687,131.628,457.733,254.755,410.615,189.441,347.126,224.885,289.694,219.133,249.95,143.87,156.773,206.022,324.122,182.168,191.508,621.996,208.708,157.927,289.485,53.911,414.438,529.344,278.275,541.192,659.276,272.69,247.611,478.962,421.163,75.675,152.034,192.904,202.164,281.469,471.814,655.901,260.702,255.77,33.097,621.695,40.081,362.384,15.24,429.038,606.136,280.441,196.538,375.269,512.617,495.168,685.351,502.305,156.773,307.208,224.029,194.544,204.124,172.18,322.405,297.445,277.462,58.507,414.112,400.403,208.616,67.498,259.931,256.544,490.716,547.023,198.845,128.13,563.028,592.569,135.754,249.823,608.236,330.197,479.257,365.092,133.442,461.878,382.848,365.395,550.567,188.299,471.883,456.924,157.927,439.652,313.575,242.13,152.933,297.804,199.21,164.031,166.691,285.845,153.156,562.992,99.027,0,666.775,267.172,139.219,285.19,327.883,515.766,559.312,306.429,224.467,341.503,120.041,323.39,347.018,321.832,143.5,215.425
"Scott",326.12,670.429,265.324,427.139,366.792,672.714,611.834,541.102,493.002,552.298,447.598,562.854,610.076,527.741,382.145,567.914,564.014,80.273,568.987,528.43,490.343,621.827,272.664,180.25,422.602,184.175,7.498,546.364,680.273,276.874,303.841,622.904,683.677,483.968,706.573,503.693,287.058,31.097,514.198,575.722,654.213,50.384,631.878,361.166,669.167,331.136,88.559,662.392,518.257,342.442,254.6,250.729,32.679,195.376,610.076,411.765,475.815,647.847,561.635,663.076,587.113,562.134,542.151,698.065,282.536,421.23,679.972,633.132,582.63,545.321,251.033,119.703,515.994,633.362,149.806,100.68,674.555,538.65,75.01,534.027,234.52,353.244,576.194,213.818,395.456,362.899,157.551,550.199,206.311,221.27,528.43,257.693,464.743,530.957,691.734,457.449,637.892,702.832,547.486,498.559,554.824,145.457,580.478,668.917,0,443.871,608.559,417.209,403.052,227.907,153.777,484.01,544.135,606.211,567.62,479.683,379.325,586.54,581.95,455.796
"Shelby",180.976,265.699,234.727,57.694,187.609,290.432,266.456,144.215,209.024,139.949,88.957,158.882,205.346,123.769,66.411,142.687,138.787,398.99,143.76,126.834,65.116,217.097,191.432,306.338,19.866,318.186,436.27,121.137,317.904,224.406,198.157,218.174,278.947,83.079,324.291,142.54,248.808,432.895,88.971,230.363,249.483,398.689,227.148,155.732,264.437,171.327,383.13,317.014,114.285,152.263,254.906,245.281,462.345,279.299,205.346,49.497,84.663,243.117,136.408,277.753,241.735,216.775,196.792,293.335,191.106,198.485,297.69,228.402,237.271,175.874,267.71,324.017,119.107,228.632,340.022,369.563,269.825,126.301,385.23,249.527,256.251,107.381,171.464,238.872,234.666,172.72,327.561,137.85,248.877,233.918,126.834,216.646,47.996,118.608,287.004,32.225,254.956,298.102,142.756,146.916,151.637,339.986,175.748,264.187,443.769,0,203.829,27.455,116.796,292.76,336.306,179.003,118.908,260.833,166.024,242.72,89.307,241.162,177.22,58.014
"Simpson",378.708,80.44,397.754,194.776,296.696,102.639,168.564,164.906,178.846,173.193,189.971,169.418,17.553,160.082,264.143,201.143,225.9,562.017,256.347,128.917,239.684,123.667,354.459,469.365,218.296,481.213,599.297,212.711,130.111,418.983,361.184,63.504,93.688,132.925,136.498,221.49,411.835,595.922,239.447,122.053,115.66,561.716,99.681,302.405,139.673,369.059,546.157,146.724,150.598,315.29,452.638,435.189,625.372,442.326,17.553,247.229,164.05,55.324,234.685,89.96,162.065,119.42,124.21,113.283,354.133,289.555,109.897,134.973,126.214,132.325,430.737,487.044,120.88,43.373,503.049,532.59,84.566,189.844,548.257,210.561,419.278,305.113,56.16,401.899,272,305.416,490.588,201.393,411.904,396.945,128.917,379.673,253.596,182.151,101.745,237.825,67.163,112.843,61.921,225.866,175.987,503.013,73.418,139.423,606.796,207.193,0,225.211,267.904,455.787,499.333,195.581,235.737,181.163,145.589,212.542,287.039,170.373,27.215,155.446
"Spencer",184.707,287.208,206.394,49.571,159.276,311.941,287.965,165.724,161.046,161.458,86.413,180.391,226.855,145.278,37.259,184.959,181.059,370.657,186.032,148.343,107.388,238.606,163.099,278.005,27.692,289.853,407.937,163.409,339.413,227.623,169.824,239.683,300.456,104.588,345.8,138.168,220.475,404.562,131.243,251.872,270.992,370.356,248.657,111.045,285.946,175.058,354.797,338.523,135.794,123.93,258.637,243.829,434.012,250.966,226.855,53.228,100.364,264.626,178.68,299.262,263.244,238.284,218.301,314.844,162.773,171.473,319.199,249.911,258.78,197.383,239.377,295.684,140.616,250.141,311.689,341.23,291.334,147.81,356.897,205.502,227.918,102.794,192.973,210.539,146.429,144.387,299.228,159.359,220.544,205.585,148.343,188.313,81.788,140.117,308.513,74.494,276.465,319.611,164.265,142.544,173.146,311.653,197.257,285.696,415.436,27.413,225.338,0,89.784,264.427,307.973,157.836,161.18,282.342,187.533,199.272,93.038,262.671,198.729,80.345
"Taylor",175.85,312.575,178.281,86.727,82.787,282.141,221.261,117.322,102.429,211.886,77.468,222.442,269.664,187.329,107.1,238.194,234.294,357.633,264.741,188.018,215.298,281.415,150.075,264.981,147.557,276.829,394.913,221.105,289.7,214.599,102.905,282.492,296.13,143.556,316,90.617,153.556,391.538,239.153,185.149,313.801,357.332,291.466,47.392,328.755,166.192,341.773,271.819,177.845,59.375,261.634,230.805,420.988,237.942,269.664,136.72,111.043,255.569,243.079,272.503,196.54,171.561,151.578,357.653,149.749,83.117,289.399,292.72,192.057,128.937,172.458,282.66,134.239,292.95,298.665,328.206,305.118,198.238,343.873,143.454,214.894,112.483,235.782,197.515,58.073,38.94,286.204,209.787,207.52,192.561,188.018,175.289,189.698,190.545,351.322,182.404,247.319,362.42,207.074,107.986,214.412,298.629,240.066,328.505,402.412,116.942,268.147,89.809,0,197.508,294.949,93.437,244.131,215.638,227.208,137.224,142.021,195.967,241.538,115.384
"Todd",178.104,467.429,50.53,275.002,131.073,436.995,376.115,313.742,257.283,400.161,295.461,410.717,457.939,375.604,230.008,415.777,411.877,127.959,416.85,376.293,338.206,469.69,90.628,33.402,270.465,126.327,210.146,394.227,444.554,117.264,116.909,470.767,450.984,331.831,470.854,267.974,60.613,206.771,362.061,340.003,502.076,172.565,479.741,165.757,517.03,183.12,117.34,426.673,366.12,146.899,146.664,107.724,236.221,87.44,457.939,259.628,323.678,410.423,409.498,427.357,351.394,326.415,306.432,545.928,100.5,185.511,444.253,480.995,346.911,309.602,24.588,101.878,340.752,481.225,119.148,133.429,459.972,386.513,159.106,298.308,91.515,205.228,424.057,55.702,159.737,158.708,62.317,398.062,48.936,70.292,376.293,109.677,312.606,378.82,493.141,305.312,402.173,504.239,395.349,262.84,402.687,91.394,428.341,516.78,217.645,291.734,456.422,265.072,197.647,0,71.062,248.291,391.998,370.492,415.483,243.964,231.309,350.821,429.813,303.659
"Trigg",220.172,564.481,129.792,321.191,210.335,516.257,455.377,393.004,336.545,446.35,341.65,456.906,504.128,421.793,276.197,461.966,458.066,57.53,463.039,422.482,384.395,515.879,166.716,33.043,316.654,78.191,146.058,440.416,523.816,170.926,197.893,516.956,530.246,378.02,550.116,347.236,139.875,142.683,408.25,419.265,548.265,79.549,525.93,245.019,563.219,225.188,46.911,505.935,412.309,226.161,148.652,144.781,172.133,89.428,504.128,305.817,369.867,541.899,455.687,506.619,430.656,405.677,385.694,592.117,176.588,264.773,523.515,527.184,426.173,388.864,103.85,37.79,410.046,527.414,67.893,63,568.607,432.702,95.018,377.57,128.572,247.296,470.246,90.486,238.999,237.97,9.317,444.251,84.649,115.322,422.482,151.745,358.795,425.009,585.786,351.501,481.435,596.884,441.538,342.102,448.876,22.704,474.53,562.969,153.557,337.923,502.611,311.261,297.104,80.724,0,327.553,438.187,449.754,461.672,323.226,273.377,430.083,476.002,349.848
"Trimble",324.79,237.193,228.909,136.802,118.365,206.759,145.879,83.506,24.512,225.785,88.217,244.718,179.69,209.605,197.016,252.093,248.193,374.711,278.64,198.668,261.977,256.417,237.4,280.154,194.174,358.274,476.358,235.004,214.318,295.673,169.358,257.494,220.748,144.739,240.618,39.332,204.184,472.983,261.74,109.767,288.803,438.777,266.468,126.773,303.757,256.108,364.092,196.437,200.121,152.679,342.708,311.879,502.433,319.387,179.69,226.636,119.708,180.187,256.978,197.121,121.158,96.179,76.196,332.655,200.178,111.224,214.017,267.722,116.675,79.366,223.086,364.105,110.516,231.757,380.11,409.651,229.736,212.137,425.318,65.537,295.968,202.399,210.784,278.96,93.669,114.919,309.069,223.686,268.797,274.006,198.668,256.363,229.474,204.444,262.905,213.703,171.937,274.003,182.076,34.198,225.062,338.146,215.068,303.507,483.857,183.071,195.498,158.313,93.282,248.136,317.814,0,258.03,140.256,237.858,59.307,231.937,105.604,180.345,148.55
"Union",270.366,297.92,338.44,169.941,291.322,322.653,298.677,176.436,241.245,72.332,173.972,82.413,237.567,76.059,170.124,46.292,42.392,502.703,28.177,115.371,71.853,192.62,295.145,410.051,149.299,401.797,539.983,24.742,350.125,313.796,301.87,250.395,311.168,115.3,356.512,233.02,352.521,536.608,32.09,262.584,281.704,502.402,204.88,259.445,208.969,260.717,486.843,349.235,86.79,255.976,344.296,334.671,566.058,383.012,237.567,139.403,139.215,275.338,34.059,309.974,273.956,248.996,229.013,325.556,294.819,351.954,329.911,155.525,269.492,208.095,371.423,427.73,151.328,260.853,443.735,473.276,302.046,49.202,488.943,281.748,349.548,206.496,203.685,342.585,338.379,276.433,431.274,62.964,352.59,337.631,115.371,320.359,108.311,60.502,319.225,92.54,287.177,330.323,174.977,237.396,106.62,443.699,207.969,223.642,547.482,122.921,236.05,166.324,243.069,396.473,440.019,257.98,0,293.054,108.139,274.941,178.697,273.383,209.441,130.611
"Warren",435.821,187.59,351.897,251.889,241.353,157.156,27.028,118.321,123.503,260.605,154.698,279.538,163.604,244.425,321.256,286.913,283.013,497.699,313.46,233.488,296.797,291.237,360.388,403.142,275.409,481.262,599.346,269.824,109.61,418.661,292.346,244.33,171.145,179.559,159.485,130.306,327.172,595.971,296.56,56.555,323.623,561.765,301.288,249.761,338.577,426.172,487.08,77.586,234.941,275.667,465.696,434.867,625.421,442.375,163.604,304.342,178.949,128.837,291.798,147.518,20.797,79.767,65.812,259.561,323.166,234.212,133.052,302.542,57.493,90.19,346.074,487.093,145.336,223.812,503.098,532.639,180.133,246.957,548.306,90.325,418.956,362.226,245.604,401.948,216.657,237.907,432.057,258.506,391.785,396.994,233.488,379.351,310.709,239.264,213.302,294.938,122.334,209.035,216.896,132.254,259.882,461.134,249.888,338.327,606.845,264.306,180.825,282.324,216.27,371.124,440.802,140.238,292.85,0,272.678,135.144,344.152,51.712,164.763,212.559
"Washington",343.193,187.702,362.239,159.261,315.121,245.515,281.371,159.13,223.939,76.337,163.292,28.993,177.636,77.155,228.628,67.291,76.631,526.502,93.831,45.16,174.608,88.559,318.944,433.85,182.781,445.698,563.782,96.708,290.194,383.468,325.669,116.452,202.502,99.845,252.632,215.714,376.32,560.407,145.825,245.278,116.798,526.201,100.819,266.89,104.908,333.544,510.642,331.929,67.16,279.775,417.123,399.674,589.857,406.811,177.636,211.714,128.535,215.407,89.247,228.254,256.65,231.69,211.707,167.029,318.618,334.648,269.98,51.464,252.186,190.789,395.222,451.529,134.022,147.344,467.534,497.075,191.828,95.333,512.742,264.442,383.763,269.598,98.106,366.384,317.093,269.901,455.073,73.422,376.389,361.43,45.16,344.158,211.066,106.996,209.007,195.295,227.246,220.105,109.968,220.09,33.115,467.498,74.026,119.581,571.281,171.678,145.573,189.696,232.389,420.272,463.818,240.674,109.59,275.748,0,257.635,251.524,256.077,149.51,119.931
"Wayne",320.536,254.129,224.655,160.401,114.114,223.695,162.815,100.442,38.139,242.721,113.707,261.654,196.626,226.541,254.65,269.029,265.129,370.457,295.576,215.604,278.913,273.353,233.146,275.9,257.525,354.02,472.104,251.94,231.254,291.419,165.104,274.43,237.684,161.675,257.554,64.822,199.93,468.729,278.676,126.703,305.739,434.523,283.404,159.884,320.693,325.552,359.838,213.373,217.057,171.541,338.454,307.625,498.179,315.133,196.626,286.458,145.198,197.123,273.914,214.057,138.094,113.115,93.132,349.591,195.924,62.431,230.953,284.658,133.611,96.302,218.832,359.851,127.452,248.693,375.856,405.397,246.672,229.073,421.064,48.161,291.714,247.807,227.72,274.706,96.241,134.089,304.815,240.622,264.543,269.752,215.604,252.109,292.825,221.38,279.841,277.054,188.873,290.939,199.012,59.688,241.998,333.892,232.004,320.443,479.603,246.422,212.434,201.425,138.69,243.882,313.56,60.082,274.966,135.132,254.794,0,326.268,84.822,197.281,194.675
"Webster",108.873,349.055,188.278,141.05,159.853,373.788,349.812,227.571,292.38,205.535,172.313,254.659,288.702,207.125,74.571,199.35,195.45,333.292,200.423,210.19,121.779,300.453,133.433,240.64,75.442,240.304,370.572,177.8,401.26,152.303,143.271,301.53,362.303,166.435,407.647,225.896,221.052,367.197,145.634,313.719,332.839,332.991,310.504,127.578,347.793,99.224,317.432,400.37,197.641,124.507,182.803,173.178,396.647,243.925,288.702,42.966,168.019,326.473,193.071,361.109,325.091,300.131,280.148,376.691,130.667,232.684,381.046,311.758,320.627,259.23,206.328,258.319,202.463,311.988,267.46,303.865,353.181,182.405,319.532,332.883,188.055,29.883,254.82,173.174,206.91,144.964,261.863,196.167,183.179,155.703,210.19,129.34,96.179,201.964,370.36,88.885,338.312,381.458,226.112,230.272,234.993,274.288,259.104,347.543,378.071,89.281,287.185,92.467,142.972,231.26,270.608,232.965,175.571,344.189,249.38,326.076,0,324.518,260.576,141.37
"Whitley",416.4,206.6,332.476,232.468,221.932,176.166,61.899,98.9,83.66,241.184,135.277,260.117,155.317,225.004,301.835,267.492,263.592,478.278,294.039,214.067,277.376,271.816,340.967,383.721,255.988,461.841,579.925,250.403,144.481,399.24,272.925,227.478,190.155,160.138,194.356,110.885,307.751,576.55,277.139,79.174,304.202,542.344,281.867,230.34,319.156,406.751,467.659,112.457,215.52,256.246,446.275,415.446,606,422.954,155.317,284.921,159.528,149.594,272.377,166.528,43.281,70.657,46.391,278.571,303.745,147.265,183.424,283.121,86.082,70.769,326.653,467.672,125.915,207.384,483.677,513.218,199.143,227.536,528.885,40.015,399.535,342.805,226.183,382.527,197.236,218.486,412.636,239.085,372.364,377.573,214.067,359.93,291.288,219.843,232.312,275.517,141.344,243.41,197.475,112.833,240.461,441.713,230.467,318.906,587.424,244.885,171.125,262.903,196.849,351.703,421.381,105.603,273.429,51.625,253.257,84.834,324.731,0,155.972,193.138
"Wolfe",352.343,89.576,371.389,168.411,324.271,113.797,179.722,138.541,203.35,146.828,163.606,168.83,28.711,133.717,237.778,174.778,199.535,535.652,229.982,102.552,213.319,127.961,328.094,443,191.931,454.848,572.932,186.346,141.269,392.618,334.819,67.798,102.824,106.56,147.656,195.125,385.47,569.557,213.082,110.18,119.954,535.351,103.975,276.04,143.967,342.694,519.792,157.882,124.233,288.925,426.273,408.824,599.007,415.961,28.711,220.864,137.685,66.482,208.32,101.118,146.11,105.196,109.286,122.419,327.768,314.059,121.055,139.267,117.828,117.401,404.372,460.679,94.515,52.509,476.684,506.225,93.702,163.479,521.892,195.637,392.913,278.748,38.393,375.534,296.504,279.051,464.223,175.028,385.539,370.58,102.552,353.308,227.231,155.786,110.881,211.46,78.321,121.979,35.556,199.501,149.622,476.648,77.712,143.717,580.431,180.828,27.194,198.846,241.539,429.422,472.968,220.085,209.372,165.208,162.418,237.046,260.674,155.449,0,129.081
