"","Anderson","Andrews","Angelina","Aransas","Archer","Armstrong","Atascosa","Austin","Bailey","Bandera","Bastrop","Baylor","Bee","Bell","Bexar","Blanco","Borden","Bosque","Bowie","Brazoria","Brazos","Brewster","Briscoe","Brooks","Brown","Burleson","Burnet","Caldwell","Calhoun","Callahan","Cameron","Camp","Carson","Cass","Castro","Chambers","Cherokee","Childress","Clay","Cochran","Coke","Coleman","Collin","Collingsworth","Colorado","Comal","Comanche","Concho","Cooke","Coryell","Cottle","Crane","Crockett","Crosby","Culberson","Dallam","Dallas","Dawson","Deaf Smith","Delta","Denton","DeWitt","Dickens","Dimmit","Donley","Duval","Eastland","Ector","Edwards","El Paso","Ellis","Erath","Falls","Fannin","Fayette","Fisher","Floyd","Foard","Fort Bend","Franklin","Freestone","Frio","Gaines","Galveston","Garza","Gillespie","Glasscock","Goliad","Gonzales","Gray","Grayson","Gregg","Grimes","Guadalupe","Hale","Hall","Hamilton","Hansford","Hardeman","Hardin","Harris","Harrison","Hartley","Haskell","Hays","Hemphill","Henderson","Hidalgo","Hill","Hockley","Hood","Hopkins","Houston","Howard","Hudspeth","Hunt","Hutchinson","Irion","Jack","Jackson","Jasper","Jeff Davis","Jefferson","Jim Hogg","Jim Wells","Johnson","Jones","Karnes","Kaufman","Kendall","Kenedy","Kent","Kerr","Kimble","King","Kinney","Kleberg","Knox","La Salle","Lamar","Lamb","Lampasas","Lavaca","Lee","Leon","Liberty","Limestone","Lipscomb","Live Oak","Llano","Loving","Lubbock","Lynn","Madison","Marion","Martin","Mason","Matagorda","Maverick","McCulloch","McLennan","McMullen","Medina","Menard","Midland","Milam","Mills","Mitchell","Montague","Montgomery","Moore","Morris","Motley","Nacogdoches","Navarro","Newton","Nolan","Nueces","Ochiltree","Oldham","Orange","Palo Pinto","Panola","Parker","Parmer","Pecos","Polk","Potter","Presidio","Rains","Randall","Reagan","Real","Red River","Reeves","Refugio","Roberts","Robertson","Rockwall","Runnels","Rusk","Sabine","San Augustine","San Jacinto","San Patricio","San Saba","Schleicher","Scurry","Shackelford","Shelby","Sherman","Smith","Somervell","Starr","Stephens","Sterling","Stonewall","Sutton","Swisher","Tarrant","Taylor","Terrell","Terry","Throckmorton","Titus","Tom Green","Travis","Trinity","Tyler","Upshur","Upton","Uvalde","Val Verde","Van Zandt","Victoria","Walker","Waller","Ward","Washington","Webb","Wharton","Wheeler","Wichita","Wilbarger","Willacy","Williamson","Wilson","Winkler","Wise","Wood","Yoakum","Young","Zapata","Zavala"
"Bastrop",109.217,382.75,232.033,206.75,291.85,254.783,115.367,38.6,253.583,139.3,0,112.867,152.333,254.95,97.133,91.6,64.383,117.867,243.067,156.383,230.55,384.483,466.717,99.567,354.833,173.95,93.95,55.683,152.7,243.033,76.083,294.117,278,361.2,480.05,164.85,129.05,381.85,89.283,93.167,275.467,209.883,215.017,511.65,19.583,76.2,174.083,220.767,236.533,134.233,376.9,336.383,164.15,145.433,416.9,579.533,188.8,152.033,502.967,260.383,216.683,96.083,378.333,480.05,438.1,212.183,227.85,259.333,208.2,515.267,165.517,123.183,116.967,135.833,36.6,311.067,238.55,356.367,122.883,108.2,159.8,149.083,411.283,171.517,363.1,125.85,312.45,131.1,58.267,333.933,241.733,278.867,285.267,407.433,441.867,325.4,146.95,559.3,354.483,176.6,96.967,119.033,564.733,311.7,48.283,274.233,255.817,317.25,139.267,100.717,246.633,255.95,123.85,171.517,442.9,161.767,524.717,264.583,257.617,313.1,243.2,406.5,318.117,240.933,206.717,425.833,239.783,114.45,207.333,115.417,118.317,388.95,142.683,176.583,595.25,218.7,191.683,344.833,139.75,173.4,437,101.55,94.217,494.583,137.1,164.667,143.883,516.083,86.1,111.483,280.4,405.467,387.35,121.483,78.783,233.2,146.9,163.533,221.483,87.983,112.417,159.917,156.033,186.083,352.067,267.867,250.033,229.583,256.4,127.817,127.417,304.233,406.65,221.15,189.067,259.983,277.383,201.667,534.433,172.083,219.233,245.767,293,214.983,487.633,377.35,525.25,494.267,467.317,253.833,489.4,119.05,196.167,308.717,377.35,157.1,525.033,219.117,210.583,233.117,214.533,214.483,258.15,136.517,187.75,139.417,234.417,207.7,258.9,63.3,241.733,85.983,182.45,324.683,252.317,281.783,106.183,88.567,461.367,200.3,40.75,210.717,207.2,289.433,286.1,243.217,98.667,170.65,246.667,287.2,21.333,179.683,308.367,230.333,126.267,146.683,96.933,206.117,90.1,200.683,110.95,456.467,284.467,326.5,282.3,87.9,388.167,188.25,228.15,271.567,81.883,182.833,277.667,244.767
"Baylor",117.45,335.25,166.933,286.983,186.733,314.133,178.683,91.05,148.467,198.867,116.267,0,232.567,149.85,157.317,148.25,169.5,20.967,137.95,223.217,122.183,431.433,361.617,163.417,302.867,68.85,107.45,98.817,251.683,175.9,64.117,189,172.9,247.65,412.083,213.917,133.8,276.733,114.383,137.917,170.35,170.4,109.917,549.5,129.6,135.75,115.933,199.333,131.417,46.117,285.133,361.6,117.55,194.883,454.733,470.45,83.7,46.917,435.017,155.267,111.567,185.967,309.35,412.083,332.983,271.05,149.517,154.233,267.75,553.1,60.4,25.483,32.417,228.55,139.967,242.083,133.45,251.267,178.767,69.833,64.8,212.65,359.333,220.983,295.133,182.5,302.033,219.05,148.383,232.767,136.617,177.65,217.067,339.483,373.917,224.717,82.433,454.2,249.383,209.217,21.217,14.683,455.65,240.733,105.067,227.617,179.333,376.117,34.167,141.517,141.517,150.85,173.317,66.417,480.733,221.333,419.617,262.417,152.5,211.883,227.75,453.467,217.417,304.5,265.583,365.467,134.683,189.6,102.217,174.983,198.55,426.8,202.233,224.2,486.167,280.35,86.567,254.683,246.683,270.067,369.033,84.733,155.95,389.483,83.933,215.133,42.183,410.967,145.65,143.183,175.3,337.517,319.383,102.5,145.517,204.25,175.067,262.167,116.367,99.083,6.55,223.483,215.583,203.017,312.6,221.25,144.917,165.133,151.3,136.55,190.717,199.117,314.15,174.083,83.967,244.533,235.7,261.017,429.317,125.467,268.3,139.95,218.25,109.867,419.667,388,563.1,389.15,514.283,148.733,404.817,39.583,257.817,203.6,388,245.067,562.867,264.45,105.467,198.633,145.267,263.55,213.067,131.7,247.1,122.067,248.633,102.583,190.9,152.633,136.617,41.533,85.55,383.55,177.4,271.383,162.833,72,375.067,95.183,82.283,105.617,256.267,209.233,180.983,236.4,41.017,143.983,162.267,185.983,126.85,241.35,367.233,125.217,221.483,124.3,137.75,125.05,119.633,263.983,210.317,351.35,179.35,221.383,341.65,96.85,320.2,87.083,123.05,165.917,182.267,95.333,340.983,198.15
"Bee",226.65,411.683,349.117,61.85,408.867,109.917,106.583,155.333,370.6,146.067,152.917,229.883,0,371.983,92.133,141.417,140.767,234.9,360.083,167.483,349.25,391.25,558.317,87.933,390.033,290.983,198.833,204.633,88.133,321.9,224.133,411.133,395.033,461.783,520.333,216.533,210.667,475.867,214.2,187.483,392.483,280.3,332.05,518.417,154.767,108.717,284.767,263.817,353.567,251.25,444.967,343.15,281.783,197.117,423.667,619.833,305.833,269.067,543.267,377.4,333.7,68.117,429.183,520.333,524.15,75.65,338.55,376.367,214.967,522.033,282.533,240.2,237,43.217,146.1,356.583,355.583,440.767,152.317,256.25,286.183,40.517,446.5,212.95,403.383,153.483,343.633,32.367,104.9,428.733,358.75,388.417,346.633,447.733,482.167,420.683,265.667,635.917,463.8,228.283,214,236.05,605.033,379.767,150.483,344.617,358.383,180.733,256.3,188.233,363.65,372.983,176.317,288.55,449.667,168.533,601.333,283.7,374.65,420.9,307.133,413.267,413.383,112.633,65.5,461.033,356.817,45.033,324.35,122.183,36.817,395.717,149.45,183.35,635.55,199.767,308.7,412.9,86.567,74.7,477.283,220.25,88.85,566.717,267.733,216.35,263.55,607.667,98.65,193.1,397.433,445.767,427.633,254.767,114.633,297.133,197.767,153.233,338.5,237.7,229.45,61.533,162.8,211.217,375.317,342.6,367.05,333.767,373.433,218.183,105.383,421.25,457.5,313.633,306.1,315.85,317.667,56.783,626.017,291.017,270.917,364.467,386.8,332,527.917,384.117,532.017,539.633,474.083,370.867,529.7,248.75,186.6,425.733,384.117,37.85,531.783,270.8,327.6,268.4,332.167,266.167,335.117,239.95,42.867,226.45,243.75,324.717,347.367,177.783,358.75,205.6,299.483,188.167,356.5,316.983,164.3,237.517,501.65,317.317,176.933,327.75,258.883,381.417,403.117,278.417,232.967,251.067,377.3,408.117,149.383,160.5,171.85,347.35,60.4,233.567,194.033,336.75,215.017,129.017,122.233,548.05,401.483,443.533,137.417,236.833,428.45,309.217,345.183,388.05,86.867,317.467,169.517,307.867
"Bell",218.583,353.933,199.483,426.4,152.583,453.567,318.1,230.467,27.417,338.283,255.683,148.95,371.983,0,296.733,287.667,310.033,160.383,100.133,312.533,137.733,481.417,311.983,302.833,321.55,101.033,246.867,239.333,379.067,194.567,204.65,118.15,35.6,174.417,365.95,297.417,270.983,232.75,251.2,259.1,99.85,225.067,56.833,568.167,269.017,275.167,195.917,282.933,49.033,185.533,241.133,375.75,197.45,275.567,473.417,426.467,68.283,140.217,389.95,63.15,82.5,325.383,265.2,365.95,288.983,410.467,167.383,13.167,388.667,571.767,96.933,157.083,170.817,367.967,280.5,260.767,48.767,207.267,286.65,192.933,156.233,352.067,378,306.983,313.8,321.917,328.183,358.483,287.8,184.333,17.317,166.733,235.75,327.883,332.583,172.533,191.35,405.767,205.383,289.117,160.633,153.067,411.667,219.1,244.483,281.6,184.25,515.533,120,262.7,69.65,75.517,259.317,107.733,499.417,360.75,375.617,326.783,130.95,159.333,296.383,481.717,165.233,443.917,405,378.517,118.1,329.017,94.5,314.4,337.967,445.467,341.65,338.017,442.167,419.767,78.85,210.7,365.167,409.483,359.05,224.167,295.367,345.483,163.833,295.033,154.167,338.15,285.067,282.6,153.733,328.75,338.05,182.4,284.933,270.25,301.633,358.2,48,229.5,146.167,362.9,355,306.633,331.267,272.5,19.083,183.767,86.2,233.433,330.15,128.25,270.15,227.833,124.6,316,254.367,400.433,378.583,200.133,354.983,155.5,207.333,58.267,409.683,406.683,581.767,345.167,560.117,85.333,360.833,177.967,391.317,89.983,406.683,384.483,581.533,347.95,64.55,261.533,186.467,347.05,255.117,211.6,386.517,255.45,343.1,100.517,209.567,282.4,17.317,180.95,140.933,522.967,191.217,310.4,302.25,210.383,331.067,78.017,221.7,88.9,342.95,202.017,109.483,300.767,181.55,223.883,149.233,136.733,266.267,380.767,506.667,113.15,360.9,204.2,258.933,163.15,241.717,403.4,314.367,301.3,135.35,177.4,481.067,227.367,338.867,140.65,109.733,104.333,321.7,151.683,480.4,264.15
"Bexar",185.45,324.017,314.333,152.75,334.883,168.7,27.417,74.267,296.617,59.017,97.7,155.9,95.8,298,0,58.35,100,160.9,286.1,200.467,267.7,303.567,470.633,14.633,302.35,216.983,115.767,150.217,162,234.233,153.367,337.15,321.033,395.8,432.667,208.917,122.983,388.2,173.6,146.267,318.5,192.633,258.05,430.75,105.533,28.4,197.1,176.15,279.567,177.267,357.3,255.467,257.85,189.517,335.983,532.15,231.833,195.067,455.583,303.417,259.717,102.783,341.517,432.667,436.467,125.6,250.867,302.367,127.283,434.35,208.55,166.217,163.017,116.217,105.483,268.917,281.583,353.1,166.967,185.767,212.183,67.2,358.817,215.6,315.717,65.817,255.95,105.367,67.233,380.917,284.767,325.783,258.95,360.05,394.483,372.867,184.117,548.233,376.117,220.667,140,162.067,517.35,292.1,69.417,332.65,326.717,230.683,182.3,161.917,289.667,298.983,167.933,214.567,362,80.867,513.65,196.017,300.65,360.017,295.167,325.6,365.567,159.067,120.133,373.367,282.817,64.817,250.367,34.517,72.05,308.05,61.767,95.683,547.867,131.2,234.717,325.233,159.567,154.45,389.617,138.7,7.183,479.05,224.233,208.733,189.567,520,18.317,105.433,319.633,358.083,339.967,216,36.133,285.167,110.1,207.617,264.517,182.517,155.45,78.05,75.75,123.55,287.633,330.65,293.067,246.1,299.433,198.167,39.467,347.267,369.833,301.667,232.1,308.25,230,115.567,538.35,265.767,263.317,272.633,366.4,258.017,440.25,296.433,444.35,451.967,386.417,296.867,442.017,174.767,108.667,351.75,296.433,128.75,444.117,263.183,253.617,180.717,292.65,258.567,323.167,212.75,101.667,138.767,156.083,250.733,259.7,137.167,284.767,131.617,225.483,252.033,268.817,229.3,76.633,173.783,413.983,243.333,107.583,253.75,251.283,293.75,329.133,190.75,158.967,234.417,310.417,334.117,97.5,92.183,221.8,273.367,133.4,216.917,162.4,273.183,174.4,112.733,155.033,460.383,327.5,366.5,196.2,182.417,340.783,235.233,271.183,314.067,101.117,243.483,189.717,295.9
"Blanco",198.433,332.733,304.45,202.883,299.833,218.833,79.883,64.55,286.733,80.467,92.4,146.017,145.95,288.117,58.7,0,133.7,151.033,276.217,234.167,210.083,310.217,449.467,64.783,304.817,207.117,58.15,144.9,202.55,210.7,143.4,327.267,311.167,385.917,435.117,242.633,79.183,367.017,178.5,179.3,308.617,169.117,248.183,437.4,105.717,57.05,153.617,171.033,269.7,147.483,336.133,262.117,247.883,223.217,342.633,534.617,221.967,185.2,458.05,293.533,249.833,136.833,337.55,435.117,420.883,175.75,207.4,292.5,138.3,441,198.667,156.333,153.133,166.35,122.733,271.367,271.717,331.933,200.667,175.8,202.317,117.35,361.283,249.317,318.167,44.233,262.433,155.517,99.267,371.033,274.883,315.917,244.483,362.517,396.95,362.983,126.5,542.1,354.95,254.383,130.133,152.183,519.817,270.917,61.967,357.95,316.85,280.817,172.433,189.933,279.783,289.117,201.633,204.683,368.633,91.867,507.517,202.667,254.7,350.15,328.883,332.233,355.683,209.2,170.283,375.817,272.95,114.967,240.483,50.017,122.2,314.7,72.783,102.317,550.333,179.783,224.833,304.05,194.9,204.6,392.067,81.083,57.317,477.383,214.267,242.45,179.683,498.817,57.55,61.617,277.483,360.55,342.417,210.7,68.283,318.883,86.567,241.317,254.633,177.2,145.583,128.183,86.617,126,294.283,351.6,283.183,205.1,289.567,217.033,91.933,337.383,365.867,304.883,222.233,341.95,232.45,165.7,517.167,255.8,297.017,225.3,356.517,248.133,442.7,303.083,451,454.417,393.067,287,444.483,164.883,128,341.867,303.083,178.883,450.767,296.9,243.733,183.183,282.767,292.267,341.883,225.733,151.8,94.967,162.733,240.85,236.183,149.433,274.883,121.733,177.667,288.25,227.817,231.767,27.533,163.817,416.433,233.45,97.917,243.883,284.983,264.933,319.25,193.2,149.1,259.883,300.533,324.25,102.967,140.767,271.933,263.483,172.35,235.917,186.15,263.317,179.317,165.2,188.733,439.2,314.017,337.683,246.35,177.117,343.233,225.35,261.317,304.183,133.15,233.6,242.183,328.5
"Borden",91.533,416.517,238.733,163.15,349.6,223.367,117.117,98.433,311.333,150.9,65.1,169.833,138.6,312.717,98.883,131.317,0,173.983,300.817,106.567,285.05,396.067,524.483,101.317,394.85,231.717,153.8,86.917,114.6,302.883,106.417,320.767,335.767,355.917,525.167,115.017,188.9,439.6,82.083,52.367,299.017,269.733,272.783,523.25,52.9,92.517,233.933,268.65,294.283,192.15,436.75,347.967,170.85,95.6,428.483,624.65,246.567,204.7,548.083,318.133,274.433,75.9,438.167,525.167,495.85,211.667,287.7,317.1,219.783,526.85,223.267,179.283,147.3,98.383,28.383,361.417,296.317,414.133,73.067,138.533,176.4,154.333,451.317,121.7,408.217,158.317,348.45,107.417,53.167,322.867,299.483,282.55,345.1,452.55,486.983,314.817,206.8,617.067,412.25,126.767,153.333,167.933,609.85,371.55,106.733,238.75,252.517,302.933,197.033,68.017,304.383,308.25,74.033,229.283,454.5,173.367,582.483,288.517,315.367,315.033,201.267,418.1,307.517,242.683,196.283,465.867,272.417,113.033,251.25,127.017,116.917,400.55,154.267,188.183,640.367,220.45,249.433,404.683,96.067,135.95,482.117,161.383,95.967,552.35,150.65,114.833,174.217,573.833,96.75,171.333,338.167,450.583,432.467,128.183,80.533,191.267,206.75,113.7,279.233,105.683,170.183,161.667,167.617,216.05,380.133,236.733,307.783,289.433,314.167,104.267,129.167,335.533,466.483,207.767,206.867,214.35,322.5,170.033,592.183,178.783,169.4,302.817,280.933,272.733,532.75,388.933,536.85,552.017,478.917,283.967,534.517,149.383,197.917,361.233,388.933,122.317,536.617,169.283,268.333,273.217,221.233,164.65,229.25,118.85,168.717,199.25,248.583,241.683,318.75,44.7,299.483,138.6,238.55,310.367,312.167,321.8,158.117,117.433,506.483,258.05,104.233,268.483,157.367,349.267,335.283,283.25,129,140.517,260.217,300.75,64.233,181.433,288.217,255.783,88.817,123,68.5,219.683,82.9,202.433,61.133,514.217,342.217,384.25,250.883,111.583,433.283,201.8,261.583,285.117,59.283,196.383,279.417,202
"Bosque",128.883,334.283,178.367,291.55,199.95,318.717,183.25,95.617,161.683,203.433,120.85,20.967,237.15,163.05,161.9,152.817,174.433,0,151.167,234.65,135.383,421.117,374.817,167.983,301.9,82.05,111.433,103.75,256.267,172.717,69.05,202.217,186.1,260.867,411.1,225.35,128.067,289.95,125.817,149.35,183.567,155.867,123.117,548.3,134.167,140.333,102.6,184.783,144.633,35.817,298.333,347.05,128.983,206.333,453.533,483.667,96.9,60.133,434.033,168.483,124.783,190.55,308.367,411.1,346.2,275.617,150.1,167.433,274.75,551.9,73.617,27.817,43.85,233.133,144.9,241.117,146.65,264.467,190.2,81.283,76.233,217.217,358.35,232.417,294.15,188.65,287.5,223.633,152.967,245.983,149.833,190.85,216.1,338.5,372.933,237.933,69.083,467.4,262.583,220.65,25.8,26.117,468.867,241.733,109.65,239.05,190.767,380.7,47.367,152.95,154.733,164.05,184.75,79.617,479.533,225.9,432.817,247.867,165.717,225.083,239.183,443.133,230.633,309.083,270.167,364.5,147.883,194.183,115.433,179.55,203.133,425.6,206.817,224.083,499.383,284.933,99.783,267.9,251.6,274.633,368.05,88.133,160.517,402.683,95.367,226.567,53.617,424.183,150.233,147.167,188.5,336.533,318.4,113.933,150.083,215.683,178.2,273.717,129.583,110.517,20.517,228.067,220.167,192.7,311.617,232.7,158.133,158.833,164.5,148,195.3,212.333,327.35,185.517,97.167,255.967,223.35,265.583,442.533,136.9,279.75,156.883,239.967,123.083,418.683,387.033,561.9,402.367,503.967,161.933,418.033,51.017,262.4,216.817,387.033,249.633,561.667,275.883,118.683,184.083,156.7,275,224.517,143.133,251.683,112.533,238.317,115.8,188.15,157.567,149.833,46.117,86.133,388.133,177.983,256.833,169.733,83.433,392.433,108.4,86.867,118.817,267.7,215.083,194.2,221.85,45.95,155.417,175.467,199.183,131.417,245.917,371.817,138.433,226.05,135.733,149.183,138.25,131.067,268.567,221.133,364.567,192.567,234.6,346.233,108.3,319.217,100.3,136.25,179.133,186.85,108.55,345.55,209.6
"Bowie",240.183,309.717,226.933,416.4,53.217,443.567,308.1,220.467,122.85,328.283,245.7,138.967,362,96.2,286.75,277.667,300.05,150.4,0,334.117,92.833,437.2,228.6,292.833,277.333,76.75,232.433,229.35,381.117,156.867,194.667,193.367,125.733,252.017,276.933,319.017,229.95,143.733,242.783,266.317,174.233,186.033,89.717,523.95,259.017,265.183,156.933,244.6,55.1,175.55,152.117,331.55,219.05,297.167,429.2,337.45,88.517,140.267,300.933,158.567,62.433,315.4,176.183,276.933,199.967,400.483,128.4,104.067,349.667,527.567,105.267,147.1,160.817,357.983,270.517,189.617,127.05,118.25,307.167,198.233,177.833,342.083,313.017,328.583,234.417,289.167,283.983,348.483,277.817,246.95,88.917,191.833,191.533,238.867,243.567,238.9,164.117,321.183,116.367,310.717,150.65,143.083,322.65,130.1,234.5,306.7,209.35,505.55,110.083,269.917,51.25,155.217,280.917,116.067,455.2,340.3,286.6,282.2,35.367,226.067,323.833,437.5,231.617,433.933,395.017,289.5,148.867,319.033,117.183,304.4,327.983,401.25,320.55,299,353.167,409.783,101.533,121.683,377.217,399.5,270.05,209.133,285.383,256.467,185.433,316.633,170.15,277.967,275.083,247.683,57,239.733,259.533,204,274.95,297.7,262.633,379.8,96.8,227.483,136.183,352.917,347.867,267.617,287.067,297.6,94.233,144.75,13.333,255.033,320.15,203.483,181.133,254.217,146.2,343.45,210.167,390.433,296.317,221.733,376.583,85.967,232.433,98.667,320.667,362.467,537.55,256.15,515.9,159.95,271.817,167.983,352.317,180.117,362.467,374.483,537.333,365.95,107.183,223.2,213.933,368.65,280.217,233.2,376.533,214.417,298.533,123.2,129.333,283.183,88.917,170.967,116.65,512.983,101.417,266.183,290.75,200.4,242.05,73.883,211.717,116.417,364.55,104.433,185.35,256.183,171.567,245.483,174.867,200.167,256.267,370.783,496.667,139.4,350.917,225.8,266.15,185.833,248.033,393.417,338.717,218.333,46.35,88.383,471.083,225.25,258.433,162.25,137.233,178.733,311.7,173.283,470.4,291.617
"Brazoria",128.05,518.667,232.667,183.233,381.35,243.45,219.267,190.683,312.417,253.05,157.333,224.917,167.05,313.8,201.033,233.467,107.75,236.733,332.567,0,319.25,498.217,556.217,203.467,497,277.8,246.033,160.7,91.85,376.083,192.983,317.033,336.85,341.6,604.55,96.35,281.133,471.35,139.833,108.55,300.817,361.983,277.45,625.4,145.133,194.667,326.167,372.85,310.5,261.883,479.733,450.117,166.5,76.933,530.65,665.067,248.9,228.3,628.55,316.933,286.883,134.733,507.733,604.55,527.583,233.067,348.9,318.183,321.95,629,239.3,240.1,198.5,126.833,128.583,442.283,295.1,445.867,57.333,175.883,178.2,206.717,553.467,70.75,495.317,260.467,450.617,135.85,155.317,308.55,300.567,268.233,417.267,539.667,571.183,300.5,299.967,648.8,443.983,108.1,224.45,214.617,650.267,437.817,200.383,224.433,238.2,323.017,249.933,89.4,320.6,310.067,56.117,235.183,556.65,275.517,614.217,390.667,346.633,300.717,186.95,520.25,293.2,274.817,216.367,568.017,274.233,178.783,253.05,229.167,169.467,502.7,256.417,290.333,680.783,322.6,248.233,453.233,88.417,133.667,569.233,253.633,198.117,584.083,152.467,96.167,191.05,598.633,198.9,263.567,369.433,537.7,519.567,139.483,182.683,176.95,298.983,45.75,280.317,142.183,226.65,227.733,269.767,318.2,482.283,222.417,308.867,365.283,347.05,113.483,231.317,319.867,508.75,193.45,208.683,195.667,429.467,178.333,623.933,175.733,150.733,337.017,266.617,273.817,619.85,491.083,639,583.767,581.067,285.767,599.433,187.533,300.067,363.033,491.083,142.683,638.767,150.617,267.133,375.367,216.883,145.983,214.933,126.967,188.8,291.5,350.733,243.483,391.083,125.45,300.567,225.167,301.317,330.45,372.733,423.967,258.267,153.933,569.667,267.567,197.067,267.267,138.7,406.3,331.55,385.4,205.217,135.8,262.017,297.017,161.483,283.6,308.3,257.583,114.433,118.283,95.2,221.483,133.233,295.217,54.283,545.95,373.967,416,270.967,149.517,520.383,203.617,263.4,286.933,123.333,198.183,330.9,187.683
"Brazos",227.7,236.483,219.567,405.167,105.3,427.417,288.467,201.333,140.95,269.783,232,125.317,350.767,142.317,267.267,210.483,286.4,138.95,93.867,321.633,0,363.967,301.733,273.367,204.1,63.1,153.983,215.717,369.917,77.117,181.017,190.1,165.367,248.75,313.317,306.517,151.483,216.867,229.133,252.683,170.967,107.617,99.083,450.717,245.317,247.8,78.467,165.5,107.4,126.883,207.067,258.3,206.55,284.667,355.967,410.583,84.333,126.617,336.233,156.35,87.55,304.2,210.583,313.317,273.1,384.317,49.933,146.7,271.233,454.333,92.767,130.083,147.183,346.783,256.867,143.317,134.533,173.2,293.517,184.6,165.333,325.917,260.567,316.1,196.367,210.717,210.733,337.283,266.617,239.583,129.1,184.467,118.3,240.7,275.133,231.533,85.667,394.317,189.5,298.217,137.017,129.433,395.783,140.233,214.333,299.333,201.983,489.4,96.433,256.267,117.5,151.933,268.417,103.583,381.967,261.833,359.733,209.333,60.15,218.7,316.467,364.267,224.25,417.783,378.867,266.7,141.5,308.817,109.033,248.7,316.783,328.017,242.083,220.567,426.283,352.233,93.383,161.367,362.25,388.283,270.267,130.683,265.9,329.6,172.933,304.15,156.5,351.1,257.7,169.217,82.95,238.733,220.617,191.5,257.567,290.333,184.2,367.317,105.7,213.833,122.533,336.767,269.4,189.183,213.833,290.233,137.4,66.333,107.583,242.533,300.517,200.2,236.083,246.85,133.7,333.533,136.917,374.283,369.45,209.25,364.083,36.45,225.067,105.083,320.9,289.233,464.317,329.283,442.667,156.683,322.667,154.333,273.883,204.7,289.233,363.283,464.1,353.45,106.567,144.083,206.567,356.167,272.85,220.717,360.383,135.967,225.667,115.05,92.133,269.533,129.1,157.317,73.55,496.833,73.767,192.95,212.283,186.75,294.633,73.2,198.083,111.717,352.05,108.733,182.083,183.317,157.917,233,167.5,192.8,242.567,315.967,480.517,132.033,339.7,213.3,252.5,174.2,234.4,373.767,325.067,291.467,119.467,161.517,454.933,211.617,221.433,149.767,129.867,172.733,300.5,160.783,450.767,284.25
"Brewster",480.183,170.783,557.733,448.917,392.683,464.867,320.25,362.5,479.1,282.333,383.067,430.067,391.967,480.483,302.283,306.95,394.733,421.717,436.217,495.2,362.133,0,468.2,310.8,198.7,401.267,318.25,435.583,458.167,290.883,428.267,528.25,503.533,586.9,345.867,503.667,301.95,388.617,468.333,441,509.117,283.017,437.25,190.217,396.4,313.8,334.767,257.317,445.55,398.75,357.717,117.017,525.217,484.25,94.667,449.517,422.5,469.25,368.8,494.517,425.7,399.05,309.017,345.867,402.717,416.3,320.117,484.867,219.45,193.817,430.933,430.633,431.417,412.367,400.233,265.15,472.683,371.033,461.7,467.617,485.35,363.367,201.867,510.35,267.183,265.533,187.317,401.533,361.967,577.75,467.25,522.617,255.2,275.7,311.85,569.7,368.233,472.433,394.05,515.417,408.4,435.217,434.717,315.9,359.917,635.283,540.133,537.8,434.6,456.65,455.65,490.083,462.667,441.733,121.467,259.717,437.85,185.017,401.3,556.85,589.917,26.133,562.4,431.05,416.3,251.65,479.65,360.983,447.2,274.717,368.217,89.283,254.633,211.033,469.233,218.1,431.55,343.167,455.733,450.617,299.35,344.383,303.417,396.417,491.6,503.483,462.717,500.033,305.983,285.667,384.867,275.033,247.15,501.367,322.767,579.917,251.55,502.35,443.85,467.883,429.633,366.65,281.95,230.967,159.167,628.917,475.55,312.783,449.933,492.917,316.733,538.367,337.333,582.2,471.867,602.983,259.267,411.733,488.5,533.133,558.05,357.517,563.233,443.233,335.2,96.917,203.817,369.333,84.5,494.833,359.383,443.167,263.9,542.85,96.917,424.917,203.583,557.933,444.717,245.933,544.717,553.3,611,507.483,397.833,308.083,183.05,453.217,307.8,431.917,467.25,400.017,400.483,488.683,334.05,209.167,285.533,458.883,331.35,411.35,392.967,449.883,546.017,341.85,520.233,213.9,427.367,529.15,505.667,530.95,392.233,257.183,528.917,470.2,429.567,511.65,457.15,512.367,469.15,349.033,449.767,460.8,401.9,395.6,492.367,467.783,257.533,487.917,468.017,510.9,395.867,498.95,426.367,590.633
