"","Adams","Allen","Bartholomew","Benton","Blackford","Boone","Brown","Carroll","Cass","Clark","Clay","Clinton","Crawford","Daviess","Dearborn","Decatur","DeKalb","Delaware","Dubois","Elkhart","Fayette","Floyd","Fountain","Franklin","Fulton","Gibson","Grant","Greene","Hamilton","Hancock","Harrison","Hendricks","Henry","Howard","Huntington","Jackson","Jasper","Jay","Jefferson","Jennings","Johnson","Knox","Kosciusko","LaGrange","Lake","LaPorte","Lawrence","Madison","Marion","Marshall","Martin","Miami","Monroe","Montgomery","Morgan","Newton","Noble","Ohio","Orange","Owen","Parke","Perry","Pike","Porter","Posey","Pulaski","Putnam","Randolph","Ripley","Rush","Scott","Shelby","Spencer","St. Joseph","Starke","Steuben","Sullivan","Switzerland","Tippecanoe","Tipton","Union","Vanderburgh","Vermillion","Vigo","Wabash","Warren","Warrick","Washington","Wayne","Wells","White","Whitley"
"Adams",0,115.612,281.806,91.705,95.59,206.905,247.17,169.165,452.887,236.442,194.935,362.779,344.398,391.486,309.656,38.221,46.543,100.978,409.402,178.64,222.46,281.079,254.392,245.802,125.696,351.451,240.775,88.575,74.733,183.623,338.618,262.35,181.244,335.515,56.263,307.542,406.69,83.295,205.388,335.368,471.677,160.202,79.799,106.464,70.778,177.099,200.006,364.718,97.905,310.657,476.879,135.068,48.705,393.565,310.187,227.356,89.125,481.761,223.337,389.675,323.341,224.487,246.064,205.119,349.509,223.183,293.479,329.405,299.831,209.887,469.082,232.474,310.068,156.781,160.202,72.671,370.91,361.88,111.228,159.411,269.926,484.789,346.841,357.567,89.125,69.783,485.644,371.126,146.498,122.223,595.068,46.738
"Allen",116.261,0,220.721,90.314,116.254,126.317,173.639,79.031,394.401,175.357,97.005,232.141,285.912,333,288.308,111.629,124.341,157.395,350.916,113.86,145.911,204.53,164.258,184.717,13.597,290.366,150.641,143.399,152.531,168.267,267.571,201.265,192.048,205.512,60.765,246.457,348.204,152.385,116.833,274.283,409.044,74.59,50.784,155.262,35.207,109.96,138.921,303.633,81.273,194.125,418.393,44.578,119.213,335.079,239.14,137.222,40.791,423.275,225.849,328.59,212.366,163.402,129.606,137.98,324.532,156.044,222.432,304.428,169.797,212.396,410.596,131.806,239.021,89.271,74.59,150.469,299.863,300.795,36.594,87.583,154.356,426.303,216.838,286.52,40.791,92.851,427.158,310.041,241.045,31.733,527.929,72.041
"Bartholomew",279.933,219.184,0,337.863,196.728,291.367,92.403,197.788,230.107,54.689,309.351,213.895,78.827,160.974,110.14,265.597,299.515,187.551,172.197,326.206,107.409,125.797,201.362,39.771,222.903,76.479,233.427,206.519,327.705,105.397,189.734,37.092,129.178,217.813,234.487,32.57,176.178,214.96,153.279,60.396,241.165,271.159,266.906,338.532,251.329,317.148,84.171,70.703,203.958,177.071,246.367,178.196,259.63,163.053,101.873,239.983,199.249,251.249,98.219,114.703,168.059,62.153,131.013,332.219,134.325,315.56,144.595,117.901,182.129,84.766,238.57,274.7,85.056,301.617,271.159,325.643,222.026,106.203,248.94,143.136,152.265,254.277,229.139,208.683,199.249,213.843,263.776,96.154,178.175,190.287,689.714,264.999
"Benton",103.635,91.656,339.638,0,153.422,153.742,261.71,166.746,510.719,294.274,60.504,319.856,402.23,449.318,407.225,116.099,70.046,204.828,467.234,28.764,233.982,292.601,251.973,303.634,112.375,409.283,238.356,168.685,82.556,241.455,355.642,320.182,239.076,293.227,87.666,365.374,464.522,161.173,204.548,393.2,529.509,107.039,39.53,46.108,61.516,94.573,257.838,422.55,122.489,281.84,534.711,132.649,126.583,451.397,327.211,269.447,91.015,539.593,281.169,447.507,300.081,282.319,217.677,126.277,443.449,158.754,310.503,423.345,257.512,267.719,526.914,202.597,327.092,55.711,107.039,83.772,387.934,419.712,66.157,175.654,242.071,542.621,304.553,374.591,91.015,127.615,543.476,428.958,259.846,119.804,530.639,55.611
"Blackford",94.69,130.403,198.645,152.62,0,247.457,164.009,128.002,369.726,153.281,197.473,279.618,261.237,308.325,175.676,78.186,114.272,29.43,326.241,181.385,139.299,197.918,235.903,162.641,134.122,268.29,179.611,26.887,142.462,100.462,255.457,179.189,91.701,252.354,55.644,224.381,323.529,35.223,122.182,252.207,388.516,182.378,117.864,153.289,100.262,210.057,116.845,211.946,37.16,227.496,393.718,89.415,68.226,310.404,227.026,196.073,66.591,398.6,112.557,306.514,240.18,141.326,162.903,238.077,238.097,271.65,210.318,217.993,216.67,99.107,385.921,230.79,226.907,189.739,182.378,140.4,287.749,214.036,130.526,75.493,186.765,401.628,263.68,274.406,66.591,28.929,402.483,287.965,86.88,88.381,645.804,86.156
"Boone",218.056,139.074,292.015,154.168,247.843,0,233.191,122.683,453.953,246.651,119.883,220.385,345.464,392.552,374.036,230.52,221.225,315.193,410.468,145.7,188.57,224.863,163.12,256.011,116.333,361.66,116.29,274.73,260.642,254.564,239.574,272.559,278.345,192.236,184.368,317.751,407.756,283.066,150.474,345.577,392.634,51.834,130.077,198.54,149.45,60.414,226.061,374.927,213.459,201.64,477.945,176.764,241.004,394.631,298.692,92.887,186.122,482.827,311.577,399.884,207.632,234.696,166.695,54.317,410.26,37.658,209.516,390.156,179.653,298.124,470.148,26.025,298.573,119.996,51.834,244.97,283.453,386.523,114.26,198.049,164.212,485.855,191.781,264.969,186.122,208.122,486.71,381.335,327.342,163.919,411.812,160.281
"Brown",246.225,176.282,97.075,263.534,163.02,235.598,0,142.019,213.7,51.711,266.449,122.387,105.211,152.299,179.084,231.889,265.807,153.843,170.215,283.304,51.64,42.252,140.802,32.175,180.001,166.72,172.867,172.811,293.997,71.601,98.226,77.619,95.382,157.253,200.779,122.811,167.503,181.252,97.51,150.637,232.49,240.941,224.004,304.824,208.427,261.379,50.463,179.987,170.25,101.535,237.692,135.294,225.922,154.378,75.341,184.214,179.119,242.574,116.625,204.944,96.635,39.756,75.244,276.45,215.308,259.791,53.087,195.204,121.569,103.172,229.895,218.931,58.524,258.715,240.941,291.935,130.518,191.571,206.038,100.234,91.705,245.602,124.354,117.175,179.119,180.135,246.457,147.641,144.379,147.385,633.945,231.291
"Carroll",169.622,79.851,198.31,166.738,128.002,122.272,139.486,0,360.248,152.946,151.07,152.296,251.759,298.847,280.331,163.16,189.502,154.533,316.763,167.925,94.865,131.158,84.413,162.306,57.385,267.955,70.796,154.889,217.692,160.859,184.786,178.854,184.64,125.667,112.295,224.046,314.051,163.225,38.552,251.872,374.891,98.123,127.208,209.327,111.631,127.332,132.356,281.222,93.469,114.28,384.24,57.145,155.92,300.926,204.987,70.888,82.323,389.122,217.872,306.179,132.521,140.991,72.99,163.124,316.555,146.465,119.815,296.451,89.952,204.419,376.443,105.605,204.868,143.336,98.123,215.63,265.71,292.818,92.71,84.334,74.511,392.15,136.993,252.367,82.323,119.849,393.005,287.63,233.637,58.054,520.619,143.95
"Cass",451.73,390.981,231.217,509.66,368.525,453.877,214.722,360.298,0,279.358,481.148,190.393,117.791,57.427,302.575,437.394,471.312,359.348,40.017,498.003,269.919,220.978,260.469,224.497,394.7,154.277,290.388,378.316,499.502,277.194,166.232,261.761,300.975,233.463,406.284,202.234,24.205,386.757,315.789,172.37,86.656,459.22,438.703,510.329,423.126,479.658,255.968,193.789,375.755,227.928,69.487,349.993,431.427,63.606,168.106,323.732,371.046,74.73,305.399,158.407,208.021,232.426,293.523,494.729,246.782,478.07,197.349,255.729,243.584,291.949,61.69,437.21,153.014,473.414,459.22,497.44,123.029,238.702,420.737,314.933,242.99,77.758,215.436,159.338,371.046,385.64,45.99,133.612,349.972,362.084,845.762,436.796
"Clark",234.721,173.972,55.313,292.651,151.516,246.155,47.191,152.576,278.586,0,264.139,168.683,127.306,193.394,131.516,220.385,254.303,142.339,211.31,280.994,62.197,80.585,156.15,15.273,177.691,124.958,188.215,161.307,282.493,60.185,144.522,35.857,83.966,172.601,189.275,81.049,208.598,169.748,108.067,108.875,273.585,225.947,221.694,293.32,206.117,271.936,38.959,138.225,158.746,131.859,278.787,132.984,214.418,195.473,116.091,194.771,154.037,283.669,69.057,163.182,122.847,16.941,85.801,287.007,167.74,270.348,99.383,147.636,136.917,55.604,270.99,229.488,115.972,256.405,225.947,280.431,176.814,144.003,203.728,97.924,107.053,286.697,183.927,163.471,154.037,168.631,287.552,144.633,132.963,145.075,644.502,219.787
"Clay",195.614,97.002,310.835,60.367,198.035,118.587,263.753,150.983,484.515,265.471,0,342.207,376.026,423.114,378.422,227.378,153.052,247.509,441.03,29.668,236.025,294.644,284.942,274.831,93.472,380.48,238.112,241.408,144.61,258.381,361.396,291.379,282.162,314.058,142.67,336.571,438.318,272.452,188.785,364.397,499.158,88.136,88.379,82.508,107.752,57.058,229.035,393.747,171.387,323.462,508.507,134.692,237.862,425.193,329.254,214.709,144.05,513.389,315.963,418.704,329.454,253.516,201.4,84.84,414.646,104.016,312.546,394.542,241.749,302.51,500.71,147.859,329.135,7.812,88.136,128.938,389.977,390.909,72.562,177.697,226.308,516.417,313.603,376.634,144.05,166.424,517.272,400.155,331.159,121.847,475.901,118.583
"Clinton",362.385,233.885,213.235,320.772,279.18,217.367,122.313,153.235,191.084,167.871,339.577,0,169.517,146.358,295.244,348.049,381.967,270.003,204.621,365.394,118.306,70.307,72.055,177.231,211.419,282.88,101.974,288.971,410.157,187.761,24.544,193.779,211.542,45.049,266.329,238.971,187.862,297.412,139.048,266.797,177.604,258.677,281.242,418.234,265.665,298.409,166.623,296.147,286.41,34.324,195.067,227.906,342.082,157.968,86.216,135.318,236.357,214.486,232.785,321.104,21.254,155.916,113.591,258.219,331.468,241.56,64.803,311.364,61.536,219.332,186.97,189.545,95.274,339.69,258.677,408.095,68.423,307.731,246.744,192.846,73.433,201.82,27.022,49.939,236.357,296.295,218.079,211.947,260.539,212.088,640.484,297.984
"Crawford",342.914,282.165,79.084,400.844,259.709,345.061,105.906,251.482,116.868,127.225,372.332,169.924,0,83.841,154.86,328.578,362.496,250.532,74.939,389.187,161.103,141.599,250.265,115.681,285.884,62.057,282.33,269.5,390.686,168.378,145.763,109.628,192.159,190.934,297.468,52.07,93.006,277.941,206.973,65.826,164.134,350.404,329.887,401.513,314.31,370.842,147.152,99.879,266.939,166.418,169.336,241.177,322.611,72.136,91.52,293.677,262.23,174.218,164.204,120.499,161.518,123.61,184.707,385.913,163.349,369.254,117.97,162.621,172.159,150.754,161.539,328.394,74.703,364.598,350.404,388.624,108.901,135.379,311.921,206.117,163.611,177.246,194.967,145.889,262.23,276.824,178.101,49.627,241.156,253.268,743.408,327.98
"Daviess",392.362,331.613,162.676,450.292,309.157,394.509,155.354,300.93,57.435,194.859,421.78,137.358,86.251,0,236.495,378.026,411.944,299.98,60.391,438.635,210.551,155.854,207.434,165.129,335.332,126.971,237.353,318.948,440.134,217.826,113.197,184.765,241.607,180.428,346.916,133.705,43.648,327.389,256.421,144.45,91.948,399.852,379.335,450.961,363.758,420.29,196.6,177.042,316.387,168.056,97.15,290.625,372.059,13.738,102.982,270.697,311.678,102.032,259.773,205.798,154.986,173.058,234.155,435.361,294.173,418.702,132.225,244.256,178.46,246.32,89.353,377.842,87.89,414.046,399.852,438.072,69.994,208.109,361.369,255.565,177.866,105.06,162.401,106.303,311.678,326.272,105.915,107.879,290.604,302.716,770.214,377.428
"Dearborn",310.778,287.036,109.737,405.715,175.266,373.778,174.766,280.199,299.699,131.693,377.203,296.258,154.767,235.178,0,276.955,367.367,158.144,293.342,394.058,189.82,208.16,283.725,136.195,290.755,141.982,315.79,167.933,395.557,134.584,272.097,121.74,136.851,300.176,302.339,102.696,302.744,163.685,235.69,125.899,374.034,339.011,334.758,406.384,319.181,390.158,152.023,79.794,271.81,259.434,356.865,246.048,199.792,223.473,243.666,322.394,267.101,362.108,84.098,126.955,250.422,153.97,213.424,414.63,40.017,397.971,226.958,19.913,264.492,102.231,349.068,357.111,243.547,369.469,339.011,393.495,304.389,52.243,316.792,210.988,234.628,365.136,311.502,291.046,267.101,281.695,333.368,161.657,104.564,258.139,772.125,332.851
"Decatur",38.42,121.89,267.408,134.002,78.186,249.202,232.772,163.46,438.489,222.044,225.81,348.381,330,377.088,276.227,0,77.418,73.197,395.004,209.515,208.062,266.681,248.687,231.404,131.974,337.053,235.07,56.971,105.608,169.225,324.22,247.952,166.846,321.117,51.132,293.144,392.292,46.047,190.99,320.97,457.279,202.499,122.096,137.339,101.444,219.396,185.608,350.32,83.507,296.259,462.481,125.087,11.457,379.167,295.789,221.651,83.42,467.363,171.122,375.277,308.943,210.089,231.666,247.416,316.08,265.48,279.081,295.976,285.433,162.031,454.684,274.771,295.67,199.078,202.499,103.546,356.512,339.986,138.588,145.013,255.528,470.391,332.443,343.169,83.42,55.385,471.246,356.728,109.25,110.612,637.365,81.037
"DeKalb",47.125,124.402,301.327,70.08,115.111,220.659,266.691,189.098,472.408,255.963,152.488,382.3,363.919,411.007,368.914,78.889,0,141.646,428.923,136.193,241.981,300.6,274.325,265.323,143.971,370.972,260.708,129.243,32.286,203.144,358.139,281.871,200.765,355.036,76.196,327.063,426.211,123.963,224.909,354.889,491.198,173.956,93.553,64.017,93.747,206.088,219.527,384.239,117.426,330.178,496.4,155.001,89.373,413.086,329.708,247.289,109.058,501.282,242.858,409.196,342.862,244.008,265.585,233.87,405.138,253.046,313,385.034,319.352,229.408,488.603,246.228,329.589,160.857,173.956,30.224,390.431,381.401,124.982,178.932,289.447,504.31,366.362,377.088,109.058,89.304,505.165,390.647,187.166,142.156,624.931,60.492
"Delaware",101.229,156.982,192.151,204.542,31.84,316.763,157.515,154.581,363.232,146.787,247.149,273.124,254.743,301.831,158.244,73.781,166.194,0,319.747,233.307,132.805,191.424,229.409,156.147,160.701,261.796,248.917,19.249,194.384,94.96,248.963,134.092,81.709,245.86,101.166,217.887,317.035,27.69,117.685,245.713,382.022,208.957,151.341,205.211,135.764,260.104,110.351,201.954,70.637,221.002,387.224,115.994,63.451,303.91,220.532,265.379,100.068,392.106,102.565,300.02,233.686,134.832,156.409,288.124,198.261,340.956,203.824,178.157,210.176,89.115,379.427,300.096,220.413,239.415,208.957,192.322,281.255,204.044,164.003,69.731,180.271,395.134,257.186,267.912,100.068,60.77,395.989,281.471,68.964,128.085,715.11,131.678
"Dubois",408.231,347.482,172.427,466.161,325.026,410.378,171.223,316.799,40.174,210.728,437.649,195.774,76.052,59.03,296.442,393.895,427.813,315.849,0,454.504,226.42,187.792,265.85,180.998,351.201,96.101,295.769,334.817,456.003,233.695,171.613,202.971,257.476,238.844,362.785,128.314,16.644,343.258,272.29,113.58,124.343,415.721,395.204,466.83,379.627,436.159,212.469,146.172,332.256,195.212,107.174,306.494,387.928,47.325,134.92,358.994,327.547,112.417,275.642,152.274,188.439,188.927,250.024,451.23,240.649,434.571,164.163,249.596,210.868,262.189,99.377,393.711,119.828,429.915,415.721,453.941,128.41,232.569,377.238,271.434,209.804,115.445,220.817,164.719,327.547,342.141,78.507,77.009,306.473,318.585,808.725,393.297
"Elkhart",179.222,113.526,327.359,28.13,172.929,143.89,280.277,167.507,501.039,281.995,28.761,367.51,392.55,439.638,394.946,210.986,136.66,232.959,457.554,0,252.549,311.168,252.734,291.355,109.996,397.004,263.415,196.816,128.218,274.905,374.209,307.903,298.686,339.361,117.564,353.095,454.842,256.06,205.309,380.921,515.682,104.66,62.83,48.469,84.816,82.361,245.559,410.271,145.886,282.601,525.031,151.216,221.47,441.717,345.778,240.012,114.315,529.913,332.487,435.228,300.842,270.04,217.924,110.143,431.17,129.319,329.07,411.066,258.273,319.034,517.234,173.162,345.659,35.032,104.66,112.546,406.501,407.433,62.314,194.221,242.832,532.941,338.906,393.158,114.315,141.318,533.796,416.679,287.977,138.371,501.204,93.477
"Fayette",223.189,146.511,107.629,233.763,139.984,188.464,48.805,94.885,269.567,62.265,236.678,118.232,161.078,208.166,189.65,208.853,242.771,130.807,226.082,253.533,0,54.73,108.599,71.625,153.069,177.274,120.618,149.775,270.961,70.178,142.737,88.173,93.959,125.05,177.743,133.365,223.37,158.216,50.376,161.191,284.21,193.807,194.233,281.788,178.656,214.245,41.675,190.541,147.214,84.308,293.559,105.523,202.886,210.245,114.306,137.08,149.348,298.441,127.191,215.498,96.992,50.31,28.11,229.316,225.874,212.657,97.598,205.77,89.366,113.738,285.762,171.797,114.187,228.944,193.807,268.899,175.029,202.137,176.267,70.463,59.502,301.469,136.376,161.686,149.348,157.099,302.324,196.949,142.956,117.614,586.811,208.255
"Floyd",282.055,205.377,125.427,292.629,198.85,224.735,42.891,131.156,220.784,80.063,295.544,70.348,139.596,155.836,207.436,267.719,301.637,189.673,188.039,312.399,54.789,0,107.914,89.423,189.34,195.072,139.979,208.641,329.827,97.324,96.502,105.971,121.105,78.524,236.609,151.163,185.327,217.082,86.647,178.989,237.975,230.078,253.099,340.654,237.522,250.516,76.186,208.339,206.08,54.008,255.438,164.389,261.752,161.462,68.058,173.351,208.214,249.658,144.977,233.296,49.108,68.108,64.381,265.587,243.66,248.928,23.189,223.556,59.749,131.524,247.341,208.068,67.939,287.81,230.078,327.765,128.794,219.923,235.133,129.329,51.201,262.191,76.827,115.451,208.214,215.965,253.541,214.747,170.102,176.48,623.082,267.121
"Fountain",256.012,166.241,201.34,253.128,236.996,163.434,138.23,85.591,261.318,155.976,285.644,75.589,250.503,216.592,283.349,249.55,275.892,227.819,274.855,254.315,109.079,108.048,0,165.336,143.775,270.985,48.041,246.787,304.082,166.216,94.778,181.884,189.997,47.44,198.685,227.076,258.096,255.228,74.858,254.902,247.838,172.334,213.598,295.717,198.021,199.732,145.078,284.252,178.89,54.496,265.301,139.31,242.31,228.202,139.649,81.385,168.713,284.72,220.89,309.209,60.488,144.021,97.783,204.286,319.573,187.627,98.17,299.469,48.635,207.437,257.204,135.612,142.463,229.726,172.334,302.02,138.657,295.836,179.1,122.433,52.866,272.054,46.985,120.173,168.713,254.111,288.313,290.66,238.994,144.444,605.155,230.34
"Franklin",244.597,183.848,39.564,302.527,161.392,256.031,32.184,162.452,224.665,15.267,274.015,178.559,111.557,163.264,135.527,230.261,264.179,152.215,181.18,290.87,72.073,90.461,166.026,0,187.567,109.209,198.091,171.183,292.369,70.061,154.398,23.79,93.842,182.477,199.151,65.3,178.468,179.624,117.943,93.126,243.455,235.823,231.57,303.196,215.993,281.812,48.835,122.476,168.622,141.735,248.657,142.86,224.294,165.343,104.234,204.647,163.913,253.539,72.513,147.433,132.723,26.817,95.677,296.883,171.751,280.224,109.259,151.647,146.793,59.06,240.86,239.364,87.417,266.281,235.823,290.307,186.69,157.976,213.604,107.8,116.929,256.567,193.803,173.347,163.913,178.507,257.422,128.884,142.839,154.951,654.378,229.663
"Fulton",126.195,13.597,224.391,112.167,119.924,116.292,177.309,57.51,398.071,179.027,93.684,210.62,289.582,336.67,291.978,121.563,142.857,161.065,354.586,110.539,153.189,189.482,142.737,188.387,0,294.036,129.12,147.069,171.047,171.937,271.241,204.935,195.718,183.991,70.699,250.127,351.874,156.055,95.312,277.953,412.714,64.565,57.266,151.941,48.66,106.639,142.591,307.303,84.943,172.604,422.063,48.248,132.592,338.749,242.81,111.831,57.606,426.945,229.519,332.26,190.845,167.072,107.927,134.659,328.202,152.723,178.139,308.098,148.276,216.066,414.266,121.226,242.691,85.95,64.565,168.985,303.533,304.465,35.324,91.253,132.835,429.973,195.317,290.19,57.606,96.521,430.828,313.711,244.715,35.403,524.608,85.494
"Gibson",350.282,289.533,76.897,408.212,267.077,361.716,162.752,268.137,153.738,125.038,379.7,284.244,62.057,125.499,141.735,335.946,369.864,257.9,96.177,396.555,177.758,196.146,271.711,110.12,293.252,0,303.776,276.868,398.054,175.746,260.083,107.441,199.527,288.162,304.836,35.091,112.283,285.309,223.628,18.053,228.073,341.508,337.255,408.881,321.678,387.497,154.52,56.96,274.307,247.42,210.904,248.545,329.979,113.794,148.628,310.332,269.598,216.147,151.079,65.454,238.408,132.502,201.362,402.568,115.997,385.909,214.944,125.409,252.478,137.629,203.107,345.049,131.811,371.966,341.508,395.992,166.009,88.027,319.289,213.485,222.614,219.175,299.488,279.032,269.598,284.192,187.407,20.134,248.524,260.636,760.063,335.348
"Grant",241.285,151.514,233.402,238.401,179.414,116.657,170.292,73.296,291.032,188.038,238.867,105.303,282.565,246.306,315.411,234.823,261.165,246.764,304.569,264.684,120.141,140.11,48.038,197.398,129.048,303.047,0,206.301,289.355,186.135,124.492,213.946,209.916,77.154,183.958,259.138,287.81,214.637,82.045,286.964,277.552,157.967,198.871,317.524,183.294,197.699,157.632,316.314,160.907,86.558,295.015,124.583,227.583,257.916,186.164,34.608,153.986,314.434,252.952,341.271,92.55,176.083,98.266,157.509,351.635,140.85,130.232,331.531,80.697,239.499,286.918,88.835,174.525,238.98,157.967,287.293,168.371,327.898,164.373,129.62,84.928,301.768,76.699,149.887,153.986,191.512,318.027,322.722,258.913,129.717,515.004,215.613
"Greene",88.826,157.29,211.119,167.64,26.887,274.344,176.483,154.889,382.2,165.755,240.45,292.092,273.711,320.799,167.949,57.555,127.824,19.249,338.715,196.405,151.773,210.392,248.377,175.115,161.009,280.764,206.498,0,156.014,113.928,267.931,153.06,100.677,264.828,82.631,236.855,336.003,11.464,136.653,264.681,400.99,209.265,155.734,187.745,127.249,253.034,129.319,220.922,64.485,239.97,406.192,106.065,47.225,322.878,239.5,222.96,93.916,411.074,111.384,318.988,252.654,153.8,175.377,281.054,207.966,298.537,222.792,187.862,229.144,108.083,398.395,257.677,239.381,232.716,209.265,153.952,300.223,223.012,157.851,88.699,199.239,414.102,276.154,286.88,93.916,55.916,414.957,300.439,67.451,115.706,672.691,113.143
"Hamilton",75.346,152.623,329.548,81.901,143.332,259.319,294.912,217.319,500.629,284.184,144.19,410.521,392.14,439.228,397.135,107.11,23.815,169.867,457.144,127.895,270.202,328.821,302.546,293.544,172.192,399.193,288.929,157.464,0,231.365,386.36,310.092,228.986,383.257,104.417,355.284,454.432,152.184,253.13,383.11,519.419,202.177,121.774,55.719,121.968,197.79,247.748,412.46,145.647,358.399,524.621,183.222,117.594,441.307,357.929,275.51,137.279,529.503,271.079,437.417,371.083,272.229,293.806,225.572,433.359,244.748,341.221,413.255,347.573,257.629,516.824,288.591,357.81,152.559,202.177,9.554,418.652,409.622,153.203,207.153,317.668,532.531,394.583,405.309,137.279,117.525,533.386,418.868,215.387,170.377,616.633,88.713
"Hancock",183.349,167.102,106.761,241.279,100.144,254.446,72.358,160.867,277.842,61.397,257.269,187.967,169.353,216.441,134.57,169.013,202.931,94.13,234.357,274.124,70.488,97.319,165.797,70.757,170.821,176.406,186.6,113.098,231.121,0,163.806,43.12,16.205,182.248,137.903,132.497,231.645,121.539,116.358,160.323,296.632,219.077,188.078,241.948,172.501,270.224,32.089,141.908,107.374,141.506,301.834,126.114,163.046,218.52,135.375,203.062,136.805,306.716,53.648,214.63,139.581,49.442,94.092,295.298,170.794,278.639,118.667,150.69,146.564,40.198,294.037,237.779,135.256,249.535,219.077,229.059,196.098,147.057,196.858,91.054,116.7,309.744,193.574,182.755,136.805,117.259,310.599,196.081,80.493,138.205,652.793,168.415
"Harrison",338.323,268.38,189.173,355.632,255.118,239.775,98.251,186.892,167.022,143.809,361.985,24.387,145.455,122.296,271.182,323.987,357.905,245.941,180.559,375.402,143.738,97.175,94.463,153.169,272.099,258.818,124.382,264.909,386.095,163.699,0,169.717,187.48,67.457,292.877,214.909,163.8,273.35,189.608,242.735,153.542,281.085,316.102,396.922,300.525,320.817,142.561,272.085,262.348,55.085,171.005,227.392,318.02,133.906,62.154,157.726,271.217,190.424,208.723,297.042,42.015,131.854,167.342,280.627,307.406,263.968,73.546,287.302,82.297,195.27,162.908,211.953,71.212,350.813,281.085,384.033,44.361,283.669,298.136,192.332,94.194,177.758,49.43,25.922,271.217,272.233,194.017,187.885,236.477,239.483,662.892,323.389
"Hendricks",260.604,199.855,37.715,318.534,177.399,272.038,73.074,178.459,260.988,35.36,290.022,194.566,109.708,182.874,121.449,246.268,280.186,168.222,203.078,306.877,88.08,106.468,182.033,23.794,203.574,107.36,214.098,187.19,308.376,43.115,170.405,0,59.436,198.484,215.158,63.451,198.078,195.631,133.95,91.277,263.065,251.83,247.577,319.203,232,297.819,64.842,120.627,184.629,157.742,268.267,158.867,240.301,184.953,141.974,220.654,179.92,273.149,58.435,145.584,148.73,42.824,111.684,312.89,157.673,296.231,125.266,137.569,162.8,44.982,260.47,255.371,107.027,282.288,251.83,306.314,202.697,133.936,229.611,123.807,132.936,276.177,209.81,189.354,179.92,194.514,294.657,127.035,123.609,170.958,670.385,245.67
"Henry",180.883,192.974,132.633,238.813,93.217,280.318,98.23,186.739,303.714,87.269,283.141,213.839,195.225,242.313,137.346,166.547,200.465,82.606,260.229,267.578,96.36,123.191,191.669,96.629,196.693,202.278,212.472,101.574,228.655,16.231,189.678,59.352,0,208.12,135.437,158.369,257.517,110.015,142.23,186.195,322.504,244.949,185.612,239.482,170.035,296.096,57.961,147.419,104.908,167.378,327.706,151.986,160.58,244.392,161.247,228.934,134.339,332.588,48.03,190.388,165.453,75.314,119.964,321.17,173.57,304.511,144.539,153.466,172.436,34.58,319.909,263.651,161.128,275.407,244.949,226.593,221.97,149.509,222.73,84.981,142.572,335.616,219.446,208.627,134.339,114.793,336.471,221.953,68.969,164.077,678.665,165.949
"Howard",335.227,206.591,216.366,293.478,252.022,192.533,153.256,125.941,234.159,171.002,314.743,34.465,190.479,189.433,298.375,320.891,354.809,242.845,247.696,340.56,124.105,78.468,47.221,180.362,184.125,286.011,77.14,261.813,382.999,181.242,67.619,196.91,205.023,0,239.035,242.102,230.937,270.254,111.754,269.928,220.679,233.843,253.948,393.4,238.371,273.575,160.104,299.278,259.252,24.532,238.142,194.443,314.924,201.043,101.841,110.484,209.063,257.561,235.916,324.235,23.444,159.047,112.809,233.385,334.599,216.726,72.964,314.495,34.242,222.463,230.045,164.711,117.257,314.856,233.843,380.937,111.498,310.862,219.45,159.329,56.807,244.895,19.826,93.014,209.063,269.137,261.154,305.686,254.02,184.794,615.65,270.69
"Huntington",56.672,60.616,235.801,87.682,55.365,184.427,201.165,112.327,406.882,190.437,142.037,316.774,298.393,345.481,303.388,50.864,76.552,100.991,363.397,119.299,176.455,235.074,197.554,199.797,86.732,305.446,183.937,82.352,104.742,137.618,292.613,216.345,135.239,238.808,0,261.537,360.685,91.338,150.129,289.363,425.672,137.724,57.321,94.455,44.826,154.621,154.001,318.713,43.353,264.652,430.874,78.23,58.448,347.56,264.182,170.518,32.287,435.756,177.332,343.67,277.336,178.482,163.258,182.641,339.612,200.705,247.474,319.508,203.093,163.882,423.077,205.272,264.063,134.303,137.724,102.68,324.905,315.875,81.97,99.688,187.652,438.784,250.134,311.562,32.287,23.754,439.639,325.121,156.009,65.385,572.59,32.066
"Jackson",306.649,245.9,33.264,364.579,223.444,318.083,119.119,224.504,200.502,81.405,336.067,240.611,52.07,132.481,102.789,292.313,326.231,214.267,127.427,352.922,134.125,152.513,228.078,66.487,249.619,35.091,260.143,233.235,354.421,132.113,216.45,63.808,155.894,244.529,261.203,0,141.646,241.676,179.995,30.791,274.837,297.875,293.622,365.248,278.045,343.864,110.887,60.141,230.674,203.787,257.668,204.912,286.346,120.776,128.48,266.699,225.965,262.911,112.133,85.098,194.775,88.869,157.729,358.935,123.611,342.276,171.311,110.55,208.845,98.683,249.871,301.416,111.663,328.333,297.875,352.359,156.022,95.641,275.656,169.852,178.981,265.939,255.855,235.399,225.965,240.559,234.171,51.384,204.891,217.003,716.43,291.715
