"","Adair","Andrew","Atchison","Audrain","Barry","Barton","Bates","Benton","Bollinger","Boone","Buchanan","Butler","Caldwell","Callaway","Camden","Cape Girardeau","Carroll","Carter","Cass","Cedar","Chariton","Christian","Clark","Clay","Clinton","Cole","Cooper","Crawford","Dade","Dallas","Daviess","DeKalb","Dent","Douglas","Dunklin","Franklin","Gasconade","Gentry","Greene","Grundy","Harrison","Henry","Hickory","Holt","Howard","Howell","Iron","Jackson","Jasper","Jefferson","Johnson","Kansas City","Knox","Laclede","Lafayette","Lawrence","Lewis","Lincoln","Linn","Livingston","Macon","Madison","Maries","Marion","McDonald","Mercer","Miller","Mississippi","Moniteau","Monroe","Montgomery","Morgan","New Madrid","Newton","Nodaway","Oregon","Osage","Ozark","Pemiscot","Perry","Pettis","Phelps","Pike","Platte","Polk","Pulaski","Putnam","Ralls","Randolph","Ray","Reynolds","Ripley","Saline","Schuyler","Scotland","Scott","Shannon","Shelby","St. Charles","St. Clair","St. Francois","St. Louis","St. Louis City","Ste. Genevieve","Stoddard","Stone","Sullivan","Taney","Texas","Vernon","Warren","Washington","Wayne","Webster","Worth","Wright"
"Dade",118.683,199.05,244.25,220.333,153.017,39.983,85.817,277.55,275.267,233.2,97.517,85.817,200.967,196.517,175.633,291.683,163.283,181.95,132.283,141.8,309.367,63.083,218.467,258.917,93.783,129.167,231.683,191.55,0,78,199.85,185.117,202.867,315.25,287.383,188.3,223.783,242.8,248.883,222.117,231.517,84,213.967,165.15,233.283,149.367,238.383,295.067,40.883,220.583,150.267,141.85,23.65,232.833,225.433,32.117,274.883,112.1,191.55,101.5,247.867,240.55,164.483,51.3,37.883,249.717,20.183,287.85,201.783,256.033,227.583,237.6,284.85,199.2,206.317,210.05,140.933,63.083,312.383,252.317,147.55,63.15,265.7,158.533,70.25,229.733,277,276.617,140.967,173.55,69.417,153.367,150.4,308.75,57.767,105.4,176.683,180.6,232.633,184.867,270.517,233.017,233.017,265.867,238.583,82.883,171.15,94.2,164.517,329.467,112.417,207.833,261.983,71.333,249.717,103.667
"Dallas",105.417,244.683,289.9,178.967,198.667,103.417,145.933,214.067,211.767,191.833,42.85,145.933,159.6,155.15,204,228.183,208.933,118.467,68.783,154,280.633,33.617,180.317,220.767,116.55,141.367,277.333,150.183,76.4,0,251.167,230.767,154.3,251.75,223.9,186.233,182.433,288.45,294.517,267.767,277.15,144.1,259.617,210.8,278.917,85.867,180.783,231.583,94.283,179.217,108.917,187.5,70.033,245.05,184.067,58.017,211.4,124.317,150.183,124.267,209.717,202.4,123.133,88.9,72.183,295.35,58.6,224.367,185.5,214.667,186.217,283.233,221.367,135.717,251.95,255.7,99.567,33.617,248.9,210.95,193.2,38.383,202.217,204.183,83.867,166.25,295.7,235.267,186.617,196.317,63.117,199,109.05,271.85,81.95,75.95,113.2,117.117,191.267,143.5,205.967,191.667,191.667,224.5,175.1,63.55,129.783,64.75,101.033,288.1,71.067,166.483,198.5,22.167,295.367,41.817
"Daviess",188.45,70.55,117.35,161.917,66.733,166.05,121.067,347.617,349.6,228.417,271.75,121.067,195.35,169.533,66.667,336.183,79.65,356.667,306.983,124.183,125.8,237.2,128.817,125.333,138.983,173.8,64.95,195.9,201.383,252.717,0,79.25,303.433,411.967,414.733,142.7,222.367,65.8,80.85,26.9,55.583,152.233,85.483,46.583,56.783,324.067,336.283,330.417,173.317,251.967,229.267,70.533,212.6,60.583,245.383,213.65,384.133,151.583,195.9,140.983,95.883,130.9,215.95,183.733,193.5,68.267,211.2,383.417,156.183,223.383,193.45,59.317,379.35,315.667,79.667,81.55,197.433,237.2,409.083,156.85,70.117,231.017,368.567,59.85,209.833,404.45,93.433,151.95,62.483,54.9,213.167,79.333,189.833,125.2,191.55,279.533,336.05,355.317,236.833,260.633,326.767,255.233,255.233,298,383.433,261.917,272.433,268.333,288.15,196.717,222.733,236.75,372.75,239.267,72.717,271.6
"DeKalb",180.383,39.633,83.533,189.8,38.517,149.45,104.467,350.383,352.35,231.167,251.217,104.467,198.1,172.283,82.033,338.933,27.017,336.133,286.467,126.933,189.133,216.667,175.633,174.25,118.483,173.117,75.25,202.033,184.783,232.183,79.617,0,309.567,414.717,417.5,145.45,225.117,93.367,88.167,101.883,111.283,125.933,53.3,56.4,102.9,303.55,339.033,333.167,156.717,254.717,235.417,49.1,192.067,109.483,248.15,197.05,386.883,148.533,202.033,120.217,144.8,179.817,222.083,167.133,176.9,129.483,194.6,386.167,158.95,246.533,196.217,117.367,382.117,321.8,44.05,49.367,202.217,216.667,411.833,205.767,41.067,210.483,371.317,43.083,189.3,383.917,156.767,200.867,47.383,87.05,192.633,67.55,192.583,188.517,174.95,259,330.867,334.783,239.6,263.383,329.517,257.983,257.983,300.75,386.2,245.317,276.4,247.8,294.3,242.083,214.667,239.5,375.5,218.733,100.283,251.067
"Dent",161.817,321.967,367.167,174.283,274.233,230.067,264.017,153.517,123.45,124.733,163.767,264.017,155.833,152.783,258,140.9,286.2,85.65,102,200.45,278.25,168.95,177.933,219.85,223.983,213.85,351.367,112.183,203.383,153.4,302.683,308.033,0,214.117,186.267,189.417,114.667,364.483,371.8,296.2,325.017,268.267,336.9,286.283,357.6,137.983,38.583,131.083,220.933,112.117,74.55,263.467,189.55,246.833,116.967,184.667,173.75,197.867,112.183,231.617,207.35,200.017,86.933,215.567,198.833,328.7,185.267,189.3,183.117,147.567,137.35,319.75,185.25,49.65,329.233,332.967,155.967,168.95,211.267,183.95,270.467,167.1,157.767,279.667,170.383,128.6,293.317,199.567,262.1,250.333,156.183,258.55,150.75,269.483,208.617,217.317,81.2,151.317,124.167,76.4,83.183,124.567,124.567,110.65,137.45,198.867,62.683,197.5,53.317,261.117,127.467,99.383,127.2,140.683,371.4,128.717
"Douglas",333.083,427.85,473.05,268.15,380.117,340.567,383.083,71.567,120.017,204.983,261.083,383.083,285.433,253.333,363.883,85.7,392.083,137.15,204.45,321.717,386.833,270.783,286.533,315.033,353.717,367.717,459.917,266.4,313.55,250.7,411.05,413.917,212.833,0,36.45,295.3,256.117,470.367,477.683,405.3,434.117,381.267,442.767,392.167,460.833,192.667,182.883,89.083,331.433,175.1,251,369.35,307.2,355.933,186.05,295.167,50.5,349.117,266.4,361.417,315.933,308.6,263.383,326.067,309.333,437.8,295.767,78.433,289,210.35,234.033,428.867,45.433,201.883,435.117,438.85,327.233,270.783,17.167,275.283,376.35,275.55,89.233,385.55,321.033,120.3,401.9,263.8,367.983,356.217,300.267,364.433,304.617,380.033,319.117,314.617,170.45,166.917,186.95,201.317,155.467,178.5,178.5,131.45,83.383,300.7,213.583,294.8,236,322.85,298.717,205.85,118.817,258.267,477.283,237.017
"Dunklin",306.783,432.4,477.6,272.717,384.683,314.283,356.8,76.117,106.467,209.533,234.783,356.8,290,257.9,368.433,90.25,396.633,110.867,178.167,326.267,391.383,244.483,291.083,319.583,327.417,352.233,464.483,270.967,287.25,224.4,415.617,418.483,186.533,36.767,0,299.85,260.667,474.917,482.233,409.85,438.667,354.967,447.333,396.717,465.383,171.667,167.167,93.65,305.15,179.65,245.85,373.9,280.9,360.483,190.6,268.867,55.067,335.167,270.967,335.133,320.483,313.15,260.033,299.767,283.05,442.367,269.467,82.983,293.55,214.9,238.583,433.417,50,175.583,439.667,443.4,300.933,244.483,33.917,279.85,380.917,249.25,85.467,390.1,294.733,86.383,406.45,268.35,372.533,360.767,273.967,369,310.417,384.583,292.817,288.333,144.15,145.933,191.517,205.867,132.333,183.05,183.05,136.017,68.783,274.417,224.717,268.5,209.7,327.4,272.417,210.4,100.267,231.967,481.833,210.717
"Franklin",115.333,157.2,202.417,70.8,109.483,189.283,144.3,231.383,233.367,112.183,222.267,144.3,79.117,53.283,93.233,219.95,121.433,261.85,201.083,51.067,150.05,185.95,56.633,90.533,108.8,94.583,189.283,83.05,189.033,184.383,140.417,143.283,190.583,295.733,298.5,0,106.133,199.717,207.033,142.333,171.15,175.467,172.133,121.517,190.2,237.067,220.033,214.183,196.55,135.733,116.433,98.7,175.25,92.967,129.15,202.067,267.9,78.467,83.05,113.367,79.15,71.967,103.1,206.967,216.233,174.833,202.65,267.183,27.8,127.55,77.217,165.9,263.117,202.817,164.467,168.217,85.617,185.95,292.85,102.783,105.717,184.1,252.333,114.9,138.75,289.117,157.6,127.1,97.333,85.567,146.033,93.8,78.017,141.283,214.783,228.283,223.217,268.3,120.6,144.383,210.533,139,139,181.767,267.2,215.883,157.417,217.083,175.3,175.267,117.133,120.517,256.517,163.333,206.633,178.2
"Gasconade",142.867,239.9,285.1,81.75,192.183,246.65,227.717,192.483,194.45,75.05,220.683,227.717,63.283,65.4,175.933,181.033,204.133,199.717,158.9,131.8,198.883,188.767,98.583,127.3,182.1,153.317,271.983,36.5,223.183,181.55,223.1,225.967,114.7,256.817,259.6,107.35,0,282.417,289.733,216.833,245.65,246.117,254.833,204.217,272.883,194.9,150.217,175.267,240.75,97.567,79,181.4,209.35,167.467,92.033,204.483,228.983,150.783,36.5,186.667,127.983,120.65,73.033,235.367,218.65,249.333,205.067,228.283,101.05,90.417,44.817,240.4,224.217,154.4,247.167,250.9,123.933,188.767,253.933,91.417,188.4,186.9,213.417,197.6,171.8,242.667,213.95,115.733,180.033,168.267,166.467,176.5,90.033,190.117,228.417,231.083,174.8,226.133,83.483,78.067,171.617,101.883,101.883,142.85,228.3,218.683,79.867,219.9,130.567,168.567,124.4,55.867,217.6,160.5,289.333,176.317
"Gentry",237.5,66.533,54.883,221.75,101.767,206.55,161.583,406.983,408.967,287.767,308.333,161.583,254.7,228.883,126.483,395.533,90.267,393.25,343.567,183.55,139.467,273.783,188.65,185.167,175.6,233.15,17.083,255.733,241.9,289.3,65.1,91.083,363.267,471.317,474.1,202.067,281.733,0,15.033,73.867,61.617,189.2,73.583,87.1,23.317,360.65,395.633,389.767,213.833,311.333,289.117,111.05,249.183,120.417,304.75,254.167,443.5,210.95,255.733,177.317,155.733,190.733,275.783,224.25,234.017,79.817,251.717,442.783,215.55,283.233,252.817,67.7,438.717,375.5,79.533,80.367,256.8,273.783,468.433,216.683,104.333,267.583,427.933,100.733,246.417,441.033,107.1,211.8,103,114.25,249.75,119.85,249.2,138.867,232.05,316.1,387.983,391.9,296.2,319.983,386.117,314.6,314.6,357.367,442.8,302.433,333.017,304.917,348,210.383,271.783,296.117,432.1,275.85,6.9,308.183
"Greene",244.033,58.483,44.75,236.533,102.167,213.083,168.117,414.017,416,294.817,314.867,168.117,261.75,235.917,141.267,402.583,90.65,399.783,350.1,190.583,151.617,280.317,203.433,199.95,182.117,236.75,28.217,265.683,248.417,295.833,79.883,87.45,373.217,478.367,481.133,209.1,288.767,14.767,0,88.633,76.4,189.583,66.767,101.867,27.717,367.183,402.667,396.817,220.367,318.367,299.05,112.733,255.717,135.2,311.783,260.7,450.533,212.183,265.683,183.85,170.5,205.517,285.733,230.783,240.55,94.6,258.233,449.817,222.583,298.017,259.85,82.483,445.75,385.45,71.483,72.317,265.85,280.317,475.483,231.467,104.717,274.117,434.967,106.733,252.933,447.567,121.883,226.583,111.017,129.033,256.283,131.2,256.233,153.633,238.583,322.633,394.517,398.417,303.233,327.017,393.15,321.633,321.633,364.4,449.833,308.967,340.05,311.45,357.933,225.167,278.3,303.15,439.15,282.383,8.25,314.717
"Grundy",192.183,92.517,125.683,156.3,88.7,188,143.033,342.083,344.067,222.883,289.783,143.033,189.8,163.983,93.767,330.633,101.617,369.1,308.317,127.917,99.183,255.233,123.2,119.733,157.033,177.517,75.5,190.3,223.333,270.75,27.083,101.217,297.833,406.433,409.2,144.2,216.833,74.133,89.183,0,37.967,174.183,107.433,68.533,65.117,344.317,330.733,324.867,195.283,246.433,223.667,92.5,230.633,54.967,239.85,235.617,378.6,155.317,190.3,158.767,90.283,125.3,210.35,205.683,215.467,41.65,233.15,377.883,158.3,217.783,192.267,32.7,373.817,310.067,101.633,103.517,202.35,255.233,403.55,151.25,92.083,249.033,363.033,81.817,215.583,399.817,66.817,146.35,84.433,82,222.883,101.3,194.25,98.583,213.5,297.55,330.45,375.55,231.3,255.083,321.217,249.7,249.7,292.467,377.9,283.883,266.833,286.367,282.55,170.1,226.467,231.217,367.2,261.5,81.05,287.533
"Harrison",220.717,103.533,114.017,184.85,98.15,197.45,152.483,370.617,372.6,251.417,299.217,152.483,218.35,192.517,117.383,359.183,111.067,384.15,336.85,156.45,77.85,264.683,151.75,148.267,166.483,206.067,63.833,218.833,232.783,280.183,57.35,110.667,326.367,434.967,437.733,172.733,245.367,62.467,78.717,36.383,0,183.633,116.883,77.983,53.45,351.55,359.267,353.417,204.717,274.967,252.2,101.95,240.067,83.517,268.383,245.067,407.133,183.85,218.833,168.217,118.817,153.833,238.883,215.133,224.917,18.183,242.6,406.417,186.833,246.317,220.8,6.067,402.35,338.6,111.067,112.967,230.9,264.683,432.083,179.783,101.533,258.483,391.567,91.25,244.117,428.35,45.483,174.883,93.883,105.15,240.633,110.733,222.783,77.233,222.95,307,358.983,382.783,259.833,283.617,349.75,278.233,278.233,321,406.433,293.317,295.367,295.817,311.083,148.75,255,259.75,395.75,266.75,69.367,299.067
"Henry",128.9,139.75,184.967,222.767,98.75,48.4,37.067,345.617,343.333,264.15,165.583,37.067,214.067,209.617,126.867,359.75,104,250.033,200.35,144.633,260.6,131.15,208.6,249.05,83.533,139.367,172.4,208.35,83.733,146.083,151.1,125.833,267.45,383.317,355.467,178.433,246.683,190.517,189.583,173.367,182.75,0,154.683,116.4,184.517,217.433,302.983,362.867,55.667,285.167,216.483,88.667,101.65,181.9,281.117,96,342.95,114,208.35,89.617,217.2,230.683,203.55,66.083,75.85,200.95,93.55,355.917,191.917,279.517,229.183,188.833,352.933,273.4,147.017,150.767,155.583,131.15,380.467,254.75,91.25,129.367,333.783,107.95,108.183,297.817,228.233,273.283,92.217,130.633,111.517,104.6,163.517,260,73.9,173.467,244.75,248.667,272.567,249.45,335.117,290.967,290.967,330.45,306.65,144.267,235.733,162.283,232.6,314.483,141.667,272.433,330.067,137.633,197.433,169.95
"Hickory",209.917,29.033,46.8,217.7,68.05,178.967,134,379.9,381.883,260.7,280.75,134,227.633,201.817,111.567,368.467,56.533,365.667,315.983,156.467,195.883,246.2,184.6,181.117,148.017,202.633,58.583,231.567,214.317,261.717,86.5,53.35,339.1,444.25,447.017,174.983,254.65,75.467,67.583,108.767,118.033,155.467,0,84.067,85.017,333.067,368.567,362.7,186.25,284.25,264.95,78.633,221.6,116.367,277.667,226.583,416.417,178.067,231.567,149.733,151.683,186.683,251.617,196.667,206.433,136.233,224.133,415.7,188.467,279.183,225.733,124.117,411.633,351.333,28.933,13.7,231.733,246.2,441.367,212.633,70.6,240,400.85,72.617,218.833,413.45,163.517,207.75,76.9,111.233,222.167,97.083,222.117,195.267,204.467,288.517,360.4,364.317,269.117,292.917,359.05,287.517,287.517,330.283,415.717,274.85,305.933,277.333,323.833,248.967,244.2,269.033,405.033,248.267,75.85,280.6
"Holt",159.367,67.6,112.8,169.3,29.133,128.433,83.467,329.883,331.85,210.667,230.2,83.467,177.6,151.783,50.183,318.433,42.05,315.133,265.45,106.433,154.283,195.667,143.817,140.333,97.467,155.917,77.283,181.533,163.767,211.167,44.783,55.45,289.067,394.217,397,124.95,204.617,87.733,102.767,67.05,76.433,114.617,82.533,0,78.2,282.533,318.533,312.667,135.717,234.217,214.917,32.933,171.05,75.583,227.65,176.05,366.383,127.517,181.533,99.2,110.883,145.9,201.583,146.117,155.9,94.633,173.583,365.667,138.45,226.033,175.717,82.517,361.617,301.3,77.017,78.6,180.75,195.667,391.333,171.85,32.517,189.467,350.817,22.233,168.283,362.9,121.917,166.95,24.867,43.983,171.633,41.717,172.083,153.683,153.933,237.983,309.85,313.767,219.1,242.883,309.017,237.483,237.483,280.25,365.7,224.317,255.9,226.8,273.8,208.167,193.65,219,355,197.733,94.633,230.067
"Howard",228.317,76.467,76.433,216.567,98.083,197.383,152.417,397.817,399.783,278.6,299.15,152.417,245.533,219.717,117.317,386.367,100.2,384.083,334.4,174.367,130.867,264.617,183.483,180,166.417,223.983,27.017,250.567,232.717,280.117,56.5,101.017,358.1,462.15,464.933,192.883,272.55,23.317,27.617,65.267,53.017,183.567,84.933,77.917,0,351.483,386.467,380.6,204.667,302.15,283.933,101.883,240,115.233,295.567,245,434.317,201.767,250.567,168.15,150.55,185.567,270.617,215.067,224.85,71.217,242.533,433.6,206.383,278.05,243.633,59.1,429.55,370.333,89.467,90.3,247.617,264.617,459.267,211.517,101.467,258.417,418.75,91.183,237.233,431.85,98.5,206.617,93.817,105.083,240.583,110.667,240.017,130.267,222.883,306.933,378.8,382.717,287.017,310.817,376.95,305.417,305.417,348.183,433.633,293.267,327.1,295.75,342.817,201.783,262.6,286.933,422.933,266.683,21.917,299.017
"Howell",167.467,316.233,361.45,222.967,270.217,174.967,217.483,170.783,168.483,203.35,94.467,217.483,203.583,199.15,275.55,184.9,280.483,75.183,51.917,225.55,324.617,105.167,224.317,264.75,188.1,212.917,348.883,160.4,147.95,85.1,322.717,302.317,136.717,192.467,172.617,235.783,193.95,360,366.067,342.567,348.7,215.65,331.167,282.35,350.467,0,149.917,188.3,165.833,190.733,119.133,259.05,141.583,293.2,195.583,129.567,168.117,195.867,160.4,195.817,253.717,246.383,133.3,160.45,143.733,366.9,130.15,181.083,229.483,226.183,216.633,354.783,178.083,92.4,323.5,327.25,161.617,105.167,196.817,254.933,264.75,109.933,158.933,275.733,155.417,95.517,339.683,279.25,258.167,267.867,134.667,270.55,171.1,315.85,153.5,135.917,69.917,34.017,202.783,155.017,162.683,203.183,203.183,212.8,131.817,135.1,141.3,116.1,83.467,332.1,133.117,178,155.217,92.65,366.917,71.4
"Iron",198.867,353.333,398.533,193.65,305.617,267.117,301.05,117.15,87.083,129.9,191.217,301.05,184.083,178.833,289.367,104.55,317.567,79.033,129.45,237.1,312.317,200.933,212.017,240.733,261.017,250.5,385.417,143.033,240.417,180.85,336.533,339.4,38.8,181.5,164.333,220.783,145.533,395.85,403.167,330.267,359.083,305.3,368.267,317.65,386.317,148.3,0,94.717,257.983,95.917,111.183,294.833,226.583,280.9,106.867,221.7,153.667,234.9,143.033,268.65,241.417,234.083,123.567,252.6,235.883,362.767,222.3,152.95,214.483,131.167,159.517,353.833,148.883,76.017,360.6,364.333,193,200.933,178.617,196.1,301.833,205.683,121.417,311.033,207.417,122,327.383,184.617,293.467,281.7,193.217,289.933,187.383,303.55,245.65,244.767,88.467,156.05,107.783,78.017,46.833,99.317,99.317,73.067,115.533,230.85,74.95,224.95,80.767,243.667,164.5,104.55,90.85,177.717,402.767,156.167
"Jackson",257.75,347.317,392.517,187.633,299.583,319.033,334.417,24.65,32.467,124.45,239.533,334.417,204.917,172.817,283.35,13.2,311.55,115.617,182.917,241.183,306.3,249.233,206,234.5,298.917,287.2,379.383,185.867,292.017,229.167,330.517,333.383,131.067,88.983,91.767,214.767,175.583,389.833,397.15,324.767,353.583,359.733,362.25,311.633,380.3,185.55,95.333,0,309.9,94.567,170.467,288.817,285.65,275.4,105.517,273.633,61.167,268.583,185.867,303.483,235.4,228.067,182.85,304.517,287.8,357.267,274.217,60.45,208.467,129.817,153.5,348.333,56.383,154.367,354.583,358.317,251.9,249.233,86.1,194.75,295.817,254,43.933,305.017,266.3,111.3,321.367,183.267,287.45,275.683,252.117,283.9,224.083,299.5,297.567,293.083,148.9,168.733,106.433,120.783,67.917,97.967,97.967,50.917,60.467,279.167,133.05,273.267,173.033,242.317,223.383,125.317,55.6,236.717,396.75,215.483
"Jasper",135.867,170.883,216.083,240.4,124.85,15.133,57.65,294.833,292.533,251.633,114.783,57.65,221.017,216.583,147.467,308.95,135.117,199.233,149.55,158.967,281.2,80.35,229.2,269.65,104.117,146.333,203.517,209.983,39.7,95.283,171.683,156.95,221.3,332.517,304.667,199.033,242.217,214.633,220.717,193.95,203.35,55.833,185.8,136.983,205.117,166.633,256.817,312.35,0,239,168.7,113.683,63.067,202.483,243.867,45.217,292.167,129.283,209.983,110.2,237.8,251.283,182.917,15.283,25.05,221.55,42.75,305.133,212.517,274.45,247.633,209.433,302.133,216.483,178.15,181.883,159.367,80.35,329.667,272.383,119.383,79.167,282.983,130.367,109.65,247.017,248.833,296.683,112.8,151.217,102.45,125.2,170.467,280.583,23.1,122.683,193.967,197.883,251.067,203.3,286.733,251.45,251.45,284.3,255.867,93.467,189.567,111.483,181.8,335.083,130.85,226.267,279.267,89.767,221.55,122.083
"Jefferson",178.65,268.683,313.883,109,220.95,246.917,255.783,111.217,113.2,45.817,217.717,255.783,125.817,94.183,204.717,99.767,232.917,164.45,155.933,162.55,227.667,185.783,127.367,155.867,220.283,208.567,300.75,106.783,220.217,178.583,251.883,254.75,112.383,175.567,178.333,136.133,96.5,311.2,318.517,246.133,274.95,285.1,283.617,233,301.667,191.917,94.517,94,237.783,0,91.383,210.183,206.383,196.767,26.433,201.5,147.733,189.95,106.783,224.85,156.767,149.433,103.767,232.4,215.683,278.633,202.1,147.017,129.833,51.4,74.867,269.7,142.95,151.433,275.95,279.683,172.8,185.783,172.683,116.117,217.183,183.933,132.167,226.383,187.217,168.95,242.733,104.633,208.817,197.05,173.017,205.267,145.45,220.867,225.45,228.1,171.817,223.15,28,41.683,90.35,20.567,20.567,61.6,147.033,215.717,53.967,216.917,127.583,163.683,144.3,46.233,136.333,157.517,318.117,173.35
"Johnson",107.367,249.2,294.4,103.833,201.467,175.617,209.567,186.9,182.65,104.617,146.417,209.567,84.45,80,185.233,175.467,213.433,145.417,84.633,127.683,205.483,114.5,105.167,145.617,169.533,141.083,278.6,41.267,148.917,107.3,229.917,235.267,74.933,251.25,246.133,116.65,71.8,291.717,299.033,223.433,252.25,213.817,264.117,213.517,284.833,120.633,110.45,169.7,166.483,92,0,190.7,135.083,174.067,96.85,130.217,223.417,138.567,41.267,182.733,134.583,127.25,14.167,161.117,144.383,255.933,130.8,222.7,110.35,127.45,101.15,246.983,218.633,86.383,256.467,260.2,98.7,114.5,248.367,135.8,197.7,112.65,216.967,206.9,115.933,188.483,220.55,160.117,189.333,177.567,101.733,185.783,77.983,196.7,154.15,156.817,106.783,151.867,104.05,56.283,142.6,104.45,104.45,137.283,197.333,144.417,42.567,145.633,58.867,212.95,73,79.25,185.633,86.233,298.633,102.067
"Kansas City",136.2,62.8,108.017,144.967,16.783,105.267,60.283,305.55,307.517,186.333,207.033,60.283,153.267,127.45,47.05,294.1,27.05,291.95,242.283,82.1,177.6,172.483,130.8,163.633,74.3,128.933,95.45,157.2,140.6,188,68.083,48.883,264.733,369.883,372.667,100.617,180.283,111.033,112.633,90.35,99.733,89.217,77.733,33.383,101.5,259.367,294.2,288.333,112.533,209.883,190.583,0,147.883,98.883,203.3,152.867,342.05,104.35,157.2,76.033,134.2,152.867,177.25,122.95,132.717,117.933,150.417,341.333,114.117,201.7,151.367,105.817,337.283,276.967,70.067,73.817,155.35,172.483,367,176.933,11.317,166.3,326.483,25.983,145.117,339.733,145.233,190.267,12.4,50.817,148.45,26.783,147.75,176.983,130.767,214.817,286.683,290.6,194.75,218.55,284.683,213.15,213.15,255.917,341.367,201.133,231.567,203.617,249.467,231.483,170.483,194.667,330.667,174.55,117.95,206.883
"Knox",105.417,208,253.2,205.467,161.983,62.45,102.567,272.533,270.25,221.417,92.033,102.567,186.1,181.65,167.3,286.667,172.233,176.95,127.267,128.533,305.5,57.483,205.2,245.65,79.867,115.9,240.65,180.383,23.933,73,214.467,194.067,191.083,310.233,282.383,175.017,212.017,251.767,257.833,231.067,240.467,100.733,222.933,174.117,242.233,144.35,226.617,286.5,63.35,208.8,138.483,150.817,0,219.567,213.65,54.583,269.883,98.833,180.383,87.567,234.6,227.267,152.7,73.767,60.367,258.667,42.65,282.833,188.517,244.25,212.717,246.55,279.85,194.2,215.267,219,127.617,57.483,307.383,237.45,156.5,51.367,260.7,167.483,53.417,224.733,284.2,261.767,149.917,159.633,52.583,162.317,135.55,296.733,80.25,99.8,171.683,175.583,220.85,173.083,258.75,221.25,221.25,254.083,233.567,87.117,159.367,88.617,159.517,314.6,100.633,196.05,256.983,59.55,258.667,91.883
"Laclede",161.067,99.433,144.65,105.967,96.65,195.95,150.983,291.733,293.717,172.533,266.233,150.983,139.467,113.633,91.783,280.3,109.567,318.75,257.967,96.817,97.633,231.683,72.867,69.383,152.933,146.417,107.667,139.95,234.767,247.2,58.983,108.15,247.483,356.083,358.85,93.85,166.483,119.033,134.083,52.483,81.3,182.15,114.367,76.5,113.883,293.967,280.383,274.533,203.233,196.083,173.317,100.45,220.983,0,189.5,247.8,328.25,124.217,139.95,154.933,39.933,74.95,160,213.65,223.417,84.983,248.4,327.533,107.95,167.45,141.917,76.05,323.467,259.717,108.55,110.45,172.933,231.683,353.2,100.9,100.033,229.833,312.683,89.767,184.483,349.467,65.267,96.017,92.4,80.017,191.767,109.25,146.2,97.017,221.45,274.017,280.117,325.2,180.95,204.733,270.883,199.35,199.35,242.117,327.55,261.617,216.483,262.817,232.2,137.217,180.583,180.867,316.867,230.383,125.95,241.65
"Lafayette",181.9,261.617,306.817,101.933,213.883,250.15,248.717,121.383,123.367,38.75,220.95,248.717,112.933,87.117,197.65,109.933,225.85,174.617,159.167,155.483,220.6,189.017,120.3,148.8,213.217,201.5,293.683,110.017,223.45,181.817,244.817,247.683,115.617,185.717,188.5,129.067,92.15,304.133,311.45,239.067,267.883,279.883,276.55,225.933,294.6,195.15,104.683,104.167,241.017,26.467,94.617,203.117,209.617,189.7,0,204.733,157.9,182.883,110.017,217.783,149.7,142.367,107,235.633,218.917,271.567,205.333,157.183,122.767,53.233,67.8,262.633,153.117,154.667,268.883,272.617,172.283,189.017,182.833,109.05,210.117,187.167,142.333,219.317,190.45,179.117,235.667,97.567,201.75,189.983,176.25,198.2,138.383,213.8,228.683,231.35,175.05,226.4,29.233,44.917,100.517,32.6,32.6,71.767,157.2,218.95,57.2,220.15,130.817,156.617,147.533,49.467,146.5,160.75,311.05,176.583
"Lawrence",118.2,209.85,255.067,202.483,163.833,54.117,96.633,258.533,256.25,215.333,78.5,96.633,183.1,178.667,186.433,272.667,174.1,162.95,113.267,157.05,304.133,44.067,203.817,244.267,111.617,144.417,242.5,173.683,31.433,59,210.667,195.933,185.017,296.233,268.383,203.55,205.933,253.617,259.683,232.933,242.317,94.817,224.783,175.967,244.083,130.35,220.533,276.067,44.983,202.717,132.417,152.667,54.8,248.1,207.583,0,255.883,127.367,173.683,119.333,233.233,225.9,146.633,37.933,27.483,260.517,13.633,268.833,209,238.167,209.717,248.4,265.85,180.2,217.117,220.867,123.067,44.067,293.383,234.45,158.367,42.883,246.7,169.35,78.933,210.733,287.817,258.767,151.783,191.383,66.167,164.167,132.55,295.367,30.117,86.383,157.683,161.583,214.783,167,250.45,215.167,215.167,248,219.567,55.217,153.283,75.2,145.517,311.617,94.567,189.983,242.983,53.467,260.533,85.8
