"","Adams","Alexander","Bond","Boone","Brown","Bureau","Calhoun","Carroll","Cass","Champaign","Christian","Clark","Clay","Clinton","Coles","Cook","Crawford","Cumberland","De Witt","DeKalb","Douglas","DuPage","Edgar","Edwards","Effingham","Fayette","Ford","Franklin","Fulton","Gallatin","Greene","Grundy","Hamilton","Hancock","Hardin","Henderson","Henry","Iroquois","Jackson","Jasper","Jefferson","Jersey","Jo Daviess","Johnson","Kane","Kankakee","Kendall","Knox","Lake","LaSalle","Lawrence","Lee","Livingston","Logan","Macon","Macoupin","Madison","Marion","Marshall","Mason","Massac","McDonough","McHenry","McLean","Menard","Mercer","Monroe","Montgomery","Morgan","Moultrie","Ogle","Peoria","Perry","Piatt","Pike","Pope","Pulaski","Putnam","Randolph","Richland","Rock Island","Saline","Sangamon","Schuyler","Scott","Shelby","St. Clair","Stark","Stephenson","Tazewell","Union","Vermilion","Wabash","Warren","Washington","Wayne","White","Whiteside","Will","Williamson","Winnebago","Woodford"
"Pulaski",591.972,391.334,289.468,680.089,395.726,560.336,254.736,382.594,477.928,364.424,296.894,344.329,221.637,368.377,292.308,578.073,583.402,297.292,411.629,630.867,239.465,556.338,362.085,493.466,239.465,427.057,402.678,375.209,658.774,137.606,484.338,506.236,490.141,509.623,342.052,558.836,541.476,489.69,77.064,202.472,61.982,311.646,776.977,294.173,322.753,481.877,532.986,542.289,184.568,542.672,278.351,598.844,266.686,39.383,311.263,318.827,256.199,67.566,325.054,218.753,57.017,491.797,655.741,456.822,123.258,611.209,118.693,607.365,317.104,294.539,623.626,475.188,420.829,358.718,492.689,208.909,0,551.264,432.888,265.914,627.068,254.303,341.761,447.849,634.172,287.737,239.524,526.091,697.44,454.811,662.415,354.519,327.995,745.723,491.321,622.298,158.421,665.929,516.511,268.713,665.899,486.119
"Putnam",101.438,221.511,385.22,189.555,174.663,12.579,378.008,265.255,141.211,192.92,217.336,308.608,357.734,150.176,272.228,202.498,193.08,310.629,160.806,140.333,310.93,135.178,281.303,70.496,310.93,143.679,189.369,233.407,136.295,528.628,65.384,109.175,237.996,208.035,324.07,93.068,9.804,198.256,572.343,388.391,558.855,308.563,213.473,226.877,306.264,142.235,117.615,106.605,343.305,53.571,394.03,108.31,275.254,539.836,208.309,268.185,331.938,485.572,318.733,332.695,562.625,177.698,225.329,134.542,418.884,120.273,541.251,132.93,265.773,232.771,140.787,62.432,233.275,200.378,99.497,325.195,549.338,0,124.353,298.736,131.288,310.087,193.584,184.014,143.638,259.177,346.121,50.505,141.023,107.518,199.203,306.815,321.674,188.087,73.513,186.048,509.149,118.46,186.086,274.343,175.365,67.579
"Randolph",166.823,143.057,267.318,254.94,56.761,135.187,260.106,147.353,147.745,75.018,110.917,230.154,239.832,26.64,154.326,234.346,224.928,192.727,40.273,205.718,193.028,167.026,163.401,94.925,193.028,84.642,92.205,154.953,260.233,410.726,59.189,139.752,224.387,194.426,245.616,160.295,116.327,173.986,454.441,270.489,440.953,230.109,351.828,118.916,227.81,159.257,166.502,143.748,236.721,117.523,276.128,173.695,196.8,421.934,84.773,189.731,253.484,367.67,200.831,214.793,444.723,162.512,282.612,22.949,340.43,212.668,423.349,200.287,147.871,106.011,225.085,76.647,221.742,82.476,67.54,201.659,431.436,126.115,0,134.64,228.527,231.633,70.048,151.649,209.023,135.641,267.667,127.55,272.291,42.951,264.588,188.913,203.772,320.574,66.172,238.967,391.247,240.78,184.298,195.889,240.75,60.97
"Richland",303.773,154.994,129.821,391.89,145.408,272.137,111.287,132.276,240.962,114.106,73.61,191.973,73.919,107.273,30.295,327.755,333.084,85.81,109.005,342.668,29.787,306.02,123.86,231.875,29.787,176.739,152.36,142.112,397.183,244.813,196.139,255.918,350.331,292.181,250.318,297.245,253.277,239.372,288.528,127.563,275.04,219.912,488.778,70.889,231.019,231.559,282.668,280.698,136.161,254.473,133.964,310.645,154.781,256.021,73.295,136.953,185.276,201.757,113.572,48.88,278.81,268.043,405.423,144.103,258.391,349.618,257.436,357.047,67.103,28.625,362.035,213.597,233.679,77.525,204.49,104.184,265.523,263.065,134.871,0,365.477,149.721,75.847,224.095,345.973,21.823,199.459,264.5,409.241,179.901,412.097,104.207,116.513,457.524,203.122,371.98,225.334,377.73,266.193,156.763,377.7,197.92
"Rock Island",183.075,307.955,487.278,236.82,276.721,119.856,480.066,367.313,150.103,294.978,303.78,275.299,459.792,252.234,374.286,285.156,274.717,412.687,262.864,187.144,412.988,216.815,383.361,133.422,412.988,270.32,294.994,319.851,81.21,605.489,208.038,190.812,179.424,149.463,292.076,81.513,139.851,335.468,649.204,490.449,635.716,299.457,158.2,313.321,293.281,268.938,199.252,91.426,429.749,135.208,496.088,179.755,361.698,616.697,294.527,354.629,418.382,562.433,420.791,434.753,639.486,119.126,272.594,223.888,505.328,44.87,618.112,230.516,367.831,334.829,65.384,151.607,211.288,302.436,226.138,416.629,626.199,130.046,226.411,400.794,0,396.531,295.642,164.673,190.903,345.395,432.565,121.998,168.576,193.962,246.468,408.873,423.732,170.148,166.212,232.859,586.01,87.005,267.723,360.787,222.63,194.22
"Saline",391.458,168.389,206.749,479.575,262.976,326.343,188.215,249.844,254.983,231.674,127.007,124.076,122.477,200.564,159.558,445.323,450.652,164.542,222.755,430.353,106.715,391.661,229.335,270.521,106.715,294.307,269.928,152.264,435.829,221.548,283.824,364.387,325.765,305.576,121.799,335.891,307.09,356.94,265.263,165.85,251.775,91.393,542.56,122.308,102.5,349.127,391.137,319.344,72.789,342.158,210.892,398.33,43.741,232.756,143.45,86.835,56.757,178.492,192.304,118.254,255.545,281.438,507.247,217.472,143.703,388.264,234.171,424.922,184.354,161.789,400.681,252.243,200.576,225.968,292.175,71.908,242.258,313.763,238.259,133.164,404.123,0,169.889,237.49,433.658,129.931,70.94,303.146,496.926,231.866,489.223,221.769,195.245,545.209,254.489,463.602,202.069,441.624,383.761,45.768,465.385,285.605
"Sangamon",235.204,113.218,207.116,323.321,90.924,203.568,181.37,119.072,180.089,74.528,56.758,200.315,144.728,41.927,61.545,288.536,293.865,132.525,53.526,274.099,100.596,235.407,110.656,163.306,100.596,114.396,113.141,125.114,328.614,315.622,127.57,208.133,308.555,230.377,215.777,228.676,184.708,200.153,359.337,198.372,345.849,200.27,420.209,64.757,197.971,192.34,234.883,212.129,178.494,185.904,215.926,242.076,166.961,326.83,26.546,159.892,223.645,272.566,140.629,119.689,349.619,205.196,350.993,78.757,310.591,281.049,328.245,268.668,87.669,42.18,293.466,145.028,191.903,39.537,135.921,143.432,336.332,194.496,69.525,70.809,296.908,201.794,0,162.291,277.404,54.081,237.828,195.931,340.672,111.332,332.969,128.711,143.57,388.955,134.553,307.348,296.143,309.161,226.974,166.05,309.131,129.351
"Schuyler",276.311,73.882,349.236,381.733,208.921,196.544,330.702,299.513,56.418,227.178,150.875,112.03,290.154,163.548,213.028,372.729,363.311,275.872,177.181,332.057,249.202,305.409,264.597,130.052,249.202,220.671,244.365,90.938,226.123,428.586,174.426,278.135,97.873,68.952,128.807,120.89,176.352,312.369,472.301,396.28,458.813,136.188,315.658,160.416,130.012,297.64,304.885,122.51,263.54,227.011,353.379,283.183,195.489,439.794,161.082,150.206,204.693,385.53,294.57,268.295,462.583,44.814,420.995,129.285,300.244,135.477,441.209,338.67,241.61,193.663,136.079,117.403,49.261,209.669,205.923,250.42,449.296,183.964,151.866,223.838,164.152,230.322,162.277,0,335.816,202.014,227.481,163.137,313.489,133.256,391.381,282.652,297.511,315.061,136.547,377.35,409.107,231.918,322.681,194.578,367.543,199.353
"Scott",79.875,337.391,467.972,58.709,257.415,122.885,460.76,348.007,291.372,275.672,333.216,424.488,440.486,232.928,354.98,146.835,146.016,393.381,243.558,54.558,393.682,153.209,364.055,204.258,393.682,226.431,272.121,349.287,131.321,611.38,164.149,147.482,360.497,330.536,439.95,222.782,143.219,274.873,655.095,471.143,641.607,424.443,145.014,325.204,422.144,219.535,104.048,232.695,459.185,95.553,476.782,46.619,391.134,622.588,291.061,384.065,447.818,568.324,401.485,415.447,645.377,300.199,94.483,217.294,534.764,226.345,624.003,97.93,348.525,315.523,246.859,193.802,416.076,283.13,182.249,407.947,632.09,142.556,207.105,381.488,189.022,425.967,276.336,335.324,0,341.929,462.001,185.244,65.477,219.122,68.357,389.567,404.426,113.76,195.109,101.704,591.901,113.486,192.359,390.223,33.936,150.331
"Shelby",301.862,133.17,151.644,389.979,155.413,270.226,133.11,142.281,219.138,124.111,51.786,170.149,95.742,108.585,40.3,337.76,343.089,107.633,100.84,340.757,51.61,302.065,133.865,212.857,51.61,161.71,162.365,120.288,378.165,266.636,194.228,274.791,328.507,270.357,185.913,278.227,251.366,249.377,310.351,149.386,296.863,155.507,486.867,49.065,159.688,241.564,301.541,261.68,135.219,252.562,155.787,308.734,122.198,277.844,51.471,115.129,182.07,223.58,135.395,70.703,300.633,246.219,415.428,137.722,269.016,330.6,279.259,335.326,77.108,38.63,343.017,194.579,211.855,86.076,202.579,100.157,287.346,261.154,136.183,21.823,346.459,146.515,54.081,202.271,344.062,0,196.253,245.482,407.33,177.99,399.627,114.212,138.336,455.613,201.211,374.006,247.157,375.819,276.198,121.287,375.789,196.009
"St. Clair",420.488,197.419,260.77,508.605,317.265,355.373,222.43,316.083,284.013,297.913,156.037,123.443,188.327,238.642,225.797,488.011,478.593,230.781,254.734,459.383,172.954,420.691,295.574,299.551,172.954,335.953,336.167,157.476,464.859,216.857,312.854,393.417,311.072,330.554,121.166,364.921,336.12,423.179,260.572,184.551,247.084,90.76,571.59,151.338,101.867,415.366,420.167,348.374,70.439,371.188,260.43,427.36,72.771,228.065,189.181,97.941,35.602,173.801,258.543,184.493,250.854,270.911,536.277,246.502,74.567,417.294,229.48,453.952,250.593,228.028,429.711,281.273,199.943,284.26,321.205,100.324,237.567,342.793,267.289,199.403,433.153,66.238,236.868,226.963,462.688,196.17,0,332.176,525.956,260.896,518.253,288.008,261.484,574.239,283.519,492.632,197.378,470.654,450,74.798,494.415,314.635
"Stark",143.829,208.067,387.39,231.946,176.833,63.212,380.178,267.425,103.562,195.09,203.892,295.164,359.904,152.346,274.398,245.46,236.042,312.799,162.976,182.724,313.1,178.14,283.473,28.372,313.1,168.246,195.106,219.963,128.413,505.601,85.704,152.137,212.014,182.053,310.626,74.299,43.02,216.013,549.316,390.561,535.828,295.119,205.591,213.433,292.82,172.356,160.577,57.066,329.861,94.529,396.2,150.701,261.81,516.809,194.639,254.741,318.494,462.545,320.903,334.865,539.598,151.716,267.72,124,405.44,106.517,518.224,175.892,267.943,234.941,139.089,51.719,211.521,202.548,117.254,316.741,526.311,50.632,126.523,300.906,122.14,296.643,195.754,162.26,186.029,245.507,332.677,0,159.287,94.074,241.594,308.985,323.844,193.721,56.179,228.439,486.122,110.578,197.509,260.899,217.756,85.336
"Stephenson",142.283,399.799,530.38,94.692,319.823,129.851,523.168,410.415,269.789,338.08,395.624,486.896,502.894,295.336,417.388,182.818,185.916,455.789,305.966,116.966,456.09,212.653,426.463,192.385,456.09,288.839,350.449,411.695,84.189,673.788,226.557,209.89,338.914,308.953,502.358,201.199,149.846,324.099,717.503,533.551,704.015,486.851,80.813,387.612,484.552,268.761,166.456,211.112,521.593,157.961,539.19,109.027,453.542,684.996,353.469,446.473,510.226,630.732,463.893,477.855,707.785,278.616,130.466,279.702,597.172,204.762,686.411,160.338,410.933,377.931,225.276,195.362,360.356,345.538,244.657,470.355,694.498,140.041,269.513,443.896,167.439,488.375,338.744,313.741,64.732,404.337,524.409,161.673,0,281.53,104.34,451.975,466.834,49.559,257.517,137.687,654.309,82.249,241.585,452.631,34.57,212.739
"Tazewell",178.747,137.232,302.655,266.864,92.098,116.816,295.443,182.69,98.548,110.355,133.057,224.329,275.169,67.611,189.663,246.27,236.852,228.064,78.241,217.642,228.365,178.95,198.738,60.994,228.365,94.212,127.542,149.128,226.302,446.063,56.944,151.676,206.347,176.386,239.791,126.364,97.563,185.91,489.778,305.826,476.29,224.284,333.033,142.598,221.985,171.181,178.426,109.817,259.026,129.447,311.465,185.619,190.975,457.271,125.744,183.906,247.659,403.007,236.168,250.13,480.06,144.472,294.536,30.122,334.605,178.737,458.686,212.211,183.208,150.206,191.154,42.716,215.917,117.813,79.464,245.906,466.773,104.236,41.788,216.171,194.596,225.808,111.019,133.609,220.947,176.612,261.842,93.619,284.215,0,276.512,224.25,239.109,332.498,31.824,250.891,426.584,232.097,196.222,190.064,252.674,72.894
"Union",89.373,393.472,496.389,33.356,262.933,178.966,489.177,376.788,347.453,304.453,389.297,480.569,468.903,289.009,383.397,94.19,97.288,421.798,299.639,50.098,422.099,124.025,392.472,260.339,422.099,228.122,261.821,405.368,187.402,639.797,220.23,152.716,416.578,386.617,496.031,278.863,199.3,235.471,683.512,499.56,670.024,480.524,183.857,381.285,478.225,180.133,77.457,288.776,531.145,151.634,505.199,102.7,447.215,651.005,347.142,440.146,503.899,596.741,429.902,443.864,673.794,356.28,33.431,273.375,590.845,282.426,652.42,69.318,376.942,371.604,302.94,249.883,472.157,339.974,233.248,499.168,660.507,198.637,263.186,409.905,245.103,482.048,332.417,391.405,67.951,398.01,518.082,241.325,104.32,275.203,0,417.984,432.843,152.603,251.19,49.059,620.318,169.567,152.957,446.304,72.779,206.412
"Vermilion",348.364,233.476,102.392,436.481,152.118,316.728,150.877,54.25,329.286,120.816,165.761,341.265,156.84,174.305,81.632,334.465,339.794,63.79,168.021,387.259,115.785,312.73,30.358,276.466,115.785,183.449,159.07,245.372,441.774,247.102,240.73,262.628,414.652,384.691,338.988,341.836,297.868,169.455,377.198,186.4,363.71,308.582,533.369,163.04,319.689,238.269,289.378,325.289,224.831,299.064,111.202,355.236,243.451,344.691,129.598,255.094,273.946,290.427,35.905,137.55,367.48,352.777,412.133,213.214,347.061,394.209,272.619,363.757,55.63,100.997,406.626,258.188,312.161,115.11,249.081,192.854,354.193,307.656,189.28,103.989,410.068,238.391,128.452,282.549,390.564,113.974,288.129,309.091,453.832,224.492,418.807,0,24.592,502.115,247.713,378.69,201.223,422.321,272.903,245.433,422.291,242.511
"Wabash",363.568,242.521,72.324,451.685,167.322,331.932,120.164,70.146,344.49,136.02,185.383,315.425,131,189.509,77.278,349.669,354.998,32.443,183.225,402.463,89.945,327.934,46.254,291.67,89.945,198.653,174.274,253.885,456.978,217.034,255.934,277.832,437.858,399.895,313.148,357.04,313.072,189.678,351.358,160.56,337.87,282.742,548.573,182.662,293.849,253.473,304.582,340.493,198.991,314.268,81.134,370.44,217.611,318.851,137.028,229.254,248.106,264.587,5.837,111.71,341.64,367.981,427.337,228.418,321.221,409.413,242.551,378.961,61.965,96.643,421.83,273.392,321.206,130.314,264.285,167.014,328.353,322.86,204.484,116.194,425.272,212.551,143.656,291.594,405.768,138.017,262.289,324.295,469.036,239.696,434.011,24.592,0,517.319,262.917,393.894,171.155,437.525,288.107,219.593,437.495,257.715
"Warren",190.581,448.097,578.678,142.99,368.121,177.877,571.466,458.713,271.976,386.378,443.922,426.554,551.192,343.634,465.686,231.116,234.214,504.087,354.264,165.264,504.388,260.951,474.761,255.295,504.388,337.137,398.747,459.993,85.232,722.086,274.855,258.188,341.101,311.14,443.331,203.386,197.872,372.397,765.801,581.849,752.313,535.149,41.683,435.91,532.85,317.059,214.754,213.299,569.891,206.259,587.488,157.325,501.84,733.294,401.767,494.771,558.524,679.03,512.191,526.153,756.083,280.803,178.764,328,645.47,206.949,734.709,208.636,459.231,426.229,227.463,273.48,362.543,393.836,292.955,518.653,742.796,188.067,317.811,492.194,169.626,536.673,387.042,315.928,113.03,452.635,572.707,193.72,49.315,329.828,152.638,500.273,515.132,0,305.815,185.985,702.607,83.292,289.883,500.929,82.868,261.037
"Washington",153.569,158.248,325.8,241.686,115.243,84.392,318.588,205.835,100.191,133.5,154.073,245.345,298.314,90.756,212.808,234.079,224.661,251.209,101.386,192.464,251.51,166.759,221.883,33.134,251.51,96.539,133.516,170.144,198.442,469.208,31.835,139.485,236.219,206.258,260.807,98.504,51.916,173.065,512.923,328.971,499.435,245.3,305.173,163.614,243.001,158.99,170.317,81.957,280.042,104.269,334.61,160.441,211.991,480.416,148.889,204.922,268.675,426.152,259.313,273.275,503.205,145.129,277.46,75.122,355.621,150.877,481.831,185.632,206.353,173.351,163.294,18.761,236.933,140.958,62.671,266.922,489.918,71.812,64.933,239.316,166.736,246.824,134.164,142.994,195.769,199.757,282.858,56.26,259.037,31.872,251.334,247.395,262.254,307.32,0,238.179,449.729,204.237,184.031,211.08,227.496,47.716
"Wayne",75.547,368.159,457.133,87.144,213.459,166.537,449.921,337.532,334.618,265.197,363.984,455.256,429.647,263.696,344.141,73.535,56.731,382.542,274.326,45.858,382.843,74.551,353.216,247.91,382.843,178.648,222.565,380.055,174.567,600.541,207.801,78.975,403.743,373.782,470.718,266.028,186.871,196.215,644.256,460.304,630.768,455.211,216.577,355.972,452.912,140.877,52.225,275.941,491.889,139.205,465.943,72.349,421.902,611.749,321.829,414.833,478.586,557.485,390.646,404.608,634.538,343.445,53.123,248.062,565.532,269.591,613.164,31.978,337.686,362.153,290.105,272.051,446.844,300.718,183.774,459.912,621.251,186.208,237.873,370.649,232.268,456.735,307.104,376.762,100.671,380.634,492.769,228.896,137.04,249.89,47.798,378.728,393.587,185.323,238.761,0,581.062,156.732,113.701,420.991,105.499,193.983
"White",482.361,351.138,101.143,570.478,286.115,450.725,75.924,232.533,437.732,254.813,256.698,304.133,106.008,328.181,182.584,468.462,473.791,158.821,302.018,521.256,145.537,446.727,208.641,453.27,145.537,317.446,293.067,335.013,618.578,56.569,374.727,396.625,491.473,510.955,301.856,518.64,431.865,380.079,139.024,58.709,127.03,271.45,667.366,253.977,282.557,372.266,423.375,502.093,144.372,433.061,90.026,489.233,226.49,122.227,271.067,278.631,216.003,91.253,165.328,135.429,130.8,451.601,546.13,347.211,165.745,571.013,71.604,497.754,189.766,254.343,583.43,434.992,380.633,249.107,383.078,168.713,158.232,441.653,323.277,225.718,586.872,214.107,301.565,407.653,524.561,247.541,199.328,485.895,587.829,358.489,552.804,201.075,169.974,636.112,381.71,512.687,0,556.318,406.9,228.517,556.288,376.508
"Whiteside",115.561,346.712,499.212,161.528,288.655,107.207,492,379.247,188.86,306.912,342.537,343.438,471.726,264.168,386.22,209.864,203.31,424.621,274.798,111.852,424.922,210.503,395.295,172.179,424.922,257.671,303.361,358.608,17.977,642.62,195.389,178.163,257.985,228.024,360.215,120.27,127.202,332.167,686.335,502.383,672.847,433.764,95.155,352.078,361.42,276.829,161.342,130.183,468.506,122.559,508.022,104.463,400.455,653.828,322.301,393.386,457.139,599.564,432.725,446.687,676.617,197.687,197.302,248.534,544.085,123.833,655.243,155.224,379.765,346.763,144.347,190.364,279.427,314.37,213.489,455.386,663.33,117.397,238.345,412.728,86.51,435.288,307.576,232.812,115.611,373.169,471.322,110.604,82.216,232.719,171.176,420.807,435.666,83.285,204.969,157.567,623.141,0,249.653,399.544,114.083,181.571
"Will",145.248,329.185,352.288,193.488,143.153,167.872,345.076,232.687,287.735,160.352,279.18,416.282,324.802,215.564,239.296,69.8,75.129,277.697,176.261,144.143,277.998,62.881,248.371,234.915,277.998,125.37,117.72,341.081,267.73,495.696,154.425,65.14,392.981,363.02,431.744,302.476,155.901,91.37,539.411,355.459,525.923,416.237,322.921,287.179,413.938,36.032,93.879,283.738,387.044,141.065,361.098,160.009,382.928,506.904,253.036,375.859,436.159,452.64,285.801,299.763,529.693,332.673,147.468,192.648,509.274,306.039,508.319,99.092,232.841,257.308,326.553,216.637,407.87,195.873,128.36,355.067,516.406,187.543,182.459,265.804,268.445,400.604,226.685,321.348,192.388,275.789,450.342,196.143,243.384,194.476,154.142,273.883,288.742,291.667,182.663,114.025,476.217,249.895,0,382.017,211.843,140.607
"Williamson",349.462,126.393,231.146,437.579,246.239,284.347,212.612,306.368,212.987,229.843,85.011,102.356,146.874,167.616,161.227,416.985,407.567,188.939,183.708,388.357,131.112,349.665,253.732,228.525,131.112,264.927,268.456,110.268,393.833,247.297,241.828,322.391,321.73,263.58,100.079,293.895,265.094,355.468,291.012,214.991,277.524,69.673,500.564,80.312,80.78,347.655,349.141,277.348,92.441,300.162,235.289,356.334,2.026,258.505,118.155,44.445,60.19,204.241,216.701,142.651,281.294,239.442,465.251,175.476,147.136,346.268,259.92,382.926,208.751,153.127,358.685,210.247,205.078,213.234,250.179,89.118,268.007,271.767,196.263,157.561,362.127,38.339,165.842,195.494,391.662,120.926,74.373,261.15,454.93,189.87,447.227,246.166,219.642,503.213,212.493,421.606,227.818,399.628,382.289,0,423.389,243.609
"Winnebago",110.712,368.228,498.809,63.121,288.252,153.722,491.597,378.844,322.209,306.509,364.053,455.325,471.323,263.765,385.817,151.247,154.345,424.218,274.395,85.395,424.519,181.082,394.892,235.095,424.519,257.268,318.878,380.124,113.119,642.217,194.986,178.319,391.334,361.373,470.787,253.619,174.056,292.528,685.932,501.98,672.444,455.28,114.148,356.041,452.981,237.19,134.885,263.532,490.022,126.39,507.619,77.456,421.971,653.425,321.898,414.902,478.655,599.161,432.322,446.284,676.214,331.036,98.895,248.131,565.601,257.182,654.84,128.767,379.362,346.36,277.696,224.639,446.913,313.967,213.086,438.784,662.927,173.393,237.942,412.325,219.859,456.804,307.173,366.161,33.161,372.766,492.838,216.081,34.611,249.959,72.769,420.404,435.263,82.894,225.946,106.116,622.738,144.323,210.014,421.06,0,181.168
"Woodford",108.362,190.129,320.71,196.479,110.153,76.726,313.498,200.745,165.119,128.41,185.954,277.226,293.224,85.666,207.718,192.086,182.668,246.119,96.296,147.257,246.42,124.766,216.793,71.797,246.42,75.096,124.859,202.025,200.154,464.118,13.817,97.492,270.365,240.404,292.688,137.167,57.866,132.132,507.833,323.881,494.345,277.181,293.367,177.942,274.882,116.997,125.11,120.62,311.923,59.062,329.52,115.234,243.872,475.326,143.799,236.803,300.556,421.062,254.223,268.185,498.115,210.057,232.253,70.032,387.502,189.54,476.741,140.425,201.263,168.261,201.957,57.424,268.814,135.868,33.373,260.685,484.828,67.654,59.843,234.226,195.147,278.705,129.074,198.732,150.562,194.667,314.739,85.355,213.83,71.86,206.127,242.305,257.164,262.113,47.847,192.972,444.639,182.319,142.038,242.961,182.289,0
